Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,
299,12_C_59_07,ATP_C_59_Kacharlakunta,8,Pathapalli,937,0,937,51535,,
300,12_C_63_09,ATP_C_63_Bucherla,3,Jakkalacheruvu,,897,897,49335,,
301,12_C_63_09,ATP_C_63_Bucherla,9,Bucherla,,1887,1887,103785,,
302,12_C_63_09,ATP_C_63_Bucherla,10,Roddakampalli,,295,295,16225,,
303,12_C_63_20,ATP_C_63_Cherukuru,15,Nalluru,,1977,1977,108735,,
304,12_C_63_20,ATP_C_63_Cherukuru,18,Chinnamanthuru,,1360,1360,74800,,
305,12_C_63_20,ATP_C_63_Cherukuru,19,Peddamanthuru,,2057,2057,113135,,
306,12_C_63_20,ATP_C_63_Cherukuru,20,Cherukuru,,1622,1622,89210,,
307,12_C_63_20,ATP_C_63_Cherukuru,21,Kalipi,,3857,3857,212135,,
308,12_C_67_18,ATP_C_67_Chilmathur,1,Gangampalli,,3207,3207,176385,,
309,12_C_67_18,ATP_C_67_Chilmathur,5,Gownivaripalli,,8387,8387,461285,,
310,12_C_67_18,ATP_C_67_Chilmathur,7,Jowkuladinne,,37,37,2035,,
311,12_C_67_18,ATP_C_67_Chilmathur,10,Bugumpalli,,504,504,27720,,
312,12_C_67_18,ATP_C_67_Chilmathur,11,Mallepalli,,3040,3040,167200,,
313,12_C_67_18,ATP_C_67_Chilmathur,12,Obulapuram,,,0,0,,
314,12_C_67_18,ATP_C_67_Chilmathur,13,Katepalli,,277,277,15235,,
315,12_C_67_18,ATP_C_67_Chilmathur,14,Ragimakulapalli,,216,216,11880,,
316,12_C_67_18,ATP_C_67_Chilmathur,15,Devulacheruvu,,238,238,13090,,
317,12_C_67_18,ATP_C_67_Chilmathur,16,Palasamudram,,3404,3404,187220,,
318,12_C_67_18,ATP_C_67_Chilmathur,10,Morasalapalle,,2773,2773,152515,,
319,12_C_67_18,ATP_C_67_Chilmathur,11,Sibbaraopeta,,200,200,11000,,
320,12_C_67_18,ATP_C_67_Chilmathur,12,Kodur,,8813,8813,484715,,
321,12_C_67_18,ATP_C_67_Chilmathur,18,Chilamathur,,15449,15449,849695,,
322,12_C_67_18,ATP_C_67_Chilmathur,19,Naremuddapalli,,,0,0,,
323,12_C_67_18,ATP_C_67_Chilmathur,20,Marrimakulapalli,,,0,0,,
324,12_C_67_18,ATP_C_67_Chilmathur,17,Veerapuram,,1910,1910,105050,,
325,12_C_67_18,ATP_C_67_Chilmathur,1,Settipalli,,2990,2990,164450,,
326,12_C_67_18,ATP_C_67_Chilmathur,13,Tekuledu,,2250,2250,123750,,
327,12_C_67_18,ATP_C_67_Chilmathur,17,Vadigepalli,,2795,2795,153725,,
328,12_C_63_01,ATP_C_63_Gowrajupalli,1,Mulakacheruvu,,3258,3258,179190,,
329,12_C_63_01,ATP_C_63_Gowrajupalli,2,Naranagepalli,,2318,2318,127490,,
330,12_C_63_17,ATP_C_63_Hindupur,9,Kirikera,,11184,11184,615120,,
331,12_C_63_17,ATP_C_63_Hindupur,10,Kotipi,,4157,4157,228635,,
332,12_C_63_17,ATP_C_63_Hindupur,11,Devarapalli,,552,552,30360,,
333,12_C_63_17,ATP_C_63_Hindupur,12,Santhebidanur,,3588,3588,197340,,
334,12_C_63_17,ATP_C_63_Hindupur,13,Thingepalli,,468,468,25740,,
335,12_C_63_17,ATP_C_63_Hindupur,15,Thumukunta,,2417,2417,132935,,
336,12_C_63_17,ATP_C_63_Hindupur,16,Gollapuram,,2625,2625,144375,,
337,12_C_63_17,ATP_C_63_Hindupur,17,Hindupur (R),,51861,51861,2852355,,
338,12_C_63_17,ATP_C_63_Hindupur,18,Kotnuru,,,0,0,,
339,12_C_63_17,ATP_C_63_Hindupur,5,Sreekatapuram,,5232,5232,287760,,
340,12_C_63_17,ATP_C_63_Hindupur,6,Pulamathi,,4317,4317,237435,,
341,12_C_63_17,ATP_C_63_Hindupur,5,Kodihalli,,4161,4161,228855,,
342,12_C_63_17,ATP_C_63_Hindupur,7,Manepalli,,3223,3223,177265,,
343,12_C_64_04,ATP_C_64_Kogira,8,Roddam Locherla,,2264,2264,124520,,
344,12_C_64_04,ATP_C_64_Kogira,4,Kogira,,4376,4376,240680,,
345,12_C_63_03,ATP_C_63_Lepakshi,8,Sirivaram,,3921,3921,215655,,
346,12_C_63_03,ATP_C_63_Lepakshi,9,Kanchisamudram,,4809,4809,264495,,
347,12_C_63_03,ATP_C_63_Lepakshi,10,Mydugolam,,1424,1424,78320,,
348,12_C_63_03,ATP_C_63_Lepakshi,4,Cholasamudram,,4455,4455,245025,,
349,12_C_63_03,ATP_C_63_Lepakshi,1,Kalluru,,4581,4581,251955,,
350,12_C_63_03,ATP_C_63_Lepakshi,3,Lepaskhi,,45122,45122,2481710,,
351,12_C_63_03,ATP_C_63_Lepakshi,14,Demakethapalli,,4602,4602,253110,,
352,12_C_63_03,ATP_C_63_Lepakshi,15,Yagnisettipalli,,703,703,38665,,
353,12_C_63_04,ATP_C_63_Lepakshi,16,Hussainapuram,,1081,1081,59455,,
354,12_C_63_08,ATP_C_63_Madakasira,1,Amidalagondi,,5900,5900,324500,,
355,12_C_63_08,ATP_C_63_Madakasira,2,Kothalam,,350,350,19250,,
356,12_C_63_08,ATP_C_63_Madakasira,3,Chandakacherla,,2635,2635,144925,,
357,12_C_63_08,ATP_C_63_Madakasira,4,Gowdanahalli,,3014,3014,165770,,
358,12_C_63_08,ATP_C_63_Madakasira,5,R.Ananthapuramu,,3566,3566,196130,,
359,12_C_63_08,ATP_C_63_Madakasira,6,Chatram,,1815,1815,99825,,
360,12_C_63_08,ATP_C_63_Madakasira,7,Mallanayakanahalli,,496,496,27280,,
361,12_C_63_08,ATP_C_63_Madakasira,8,Madakasira,,21464,21464,1180520,,
362,12_C_63_08,ATP_C_63_Madakasira,9,Melavoi,,10715,10715,589325,,
363,12_C_63_08,ATP_C_63_Madakasira,10,Govindapuram,,5342,5342,293810,,
364,12_C_63_08,ATP_C_63_Madakasira,11,Jadrahalli,,229,229,12595,,
365,12_C_63_08,ATP_C_63_Madakasira,12,Karesankanahalli,,168,168,9240,,
366,12_C_63_08,ATP_C_63_Madakasira,13,Yerrabommanahalli,,4512,4512,248160,,
367,12_C_63_08,ATP_C_63_Madakasira,14,Upparlahalli,,454,454,24970,,
368,12_C_63_08,ATP_C_63_Madakasira,15,Haresamudram,,5145,5145,282975,,
369,12_C_63_08,ATP_C_63_Madakasira,16,Bullasamudram,,3513,3513,193215,,
370,12_C_63_08,ATP_C_63_Madakasira,4,Pillenahalli,,6,6,330,,
371,12_C_63_02,ATP_C_63_Malaguru,1,Narasapuram,,2291,2291,126005,,
372,12_C_63_02,ATP_C_63_Malaguru,2,Pyadeti,,1688,1688,92840,,
373,12_C_63_02,ATP_C_63_Malaguru,3,Ganaparthipalli,,820,820,45100,,
374,12_C_63_02,ATP_C_63_Malaguru,4,Seegipalli,,1176,1176,64680,,
375,12_C_63_02,ATP_C_63_Malaguru,5,Beechiganipalli,,3759,3759,206745,,
376,12_C_63_02,ATP_C_63_Malaguru,11,Utakuru,,4371,4371,240405,,
377,12_C_63_02,ATP_C_63_Malaguru,12,Sagameswarampalli,,376,376,20680,,
378,12_C_63_02,ATP_C_63_Malaguru,17,Kethaganicheruvu,,1698,1698,93390,,
379,12_C_63_02,ATP_C_63_Malaguru,20,Nadimipalli,,1621,1621,89155,,
380,12_C_63_02,ATP_C_63_Malaguru,1,Chalivendula,,5231,5231,287705,,
381,12_C_63_02,ATP_C_63_Malaguru,2,Maluguru,,5942,5942,326810,,
382,12_C_63_02,ATP_C_63_Malaguru,3,Manesamudram,,1533,1533,84315,,
383,12_C_63_02,ATP_C_63_Malaguru,2,Kondur,,4189,4189,230395,,
384,12_C_63_09,ATP_C_63_Parigi,6,Vittapalli,,1415,1415,77825,,
385,12_C_63_09,ATP_C_63_Parigi,7,Sho. Beerepalli,,668,668,36740,,
386,12_C_63_09,ATP_C_63_Parigi,8,Sirekolam,,3719,3719,204545,,
387,12_C_63_09,ATP_C_63_Parigi,9,Parigi,,58225,58225,3202375,,
388,12_C_63_09,ATP_C_63_Parigi,10,Yerragunta,,1900,1900,104500,,
389,12_C_63_09,ATP_C_63_Parigi,13,Sasanakota,,1971,1971,108405,,
390,12_C_63_09,ATP_C_63_Parigi,14,Kodiganahalli,,12664,12664,696520,,
391,12_C_63_09,ATP_C_63_Parigi,15,Moda,,8751,8751,481305,,
392,12_C_63_09,ATP_C_63_Parigi,16,Bandarlapalli,,42,42,2310,,
393,12_C_63_09,ATP_C_63_Parigi,7,Bevinahalli,,2188,2188,120340,,
394,12_C_63_09,ATP_C_63_Parigi,8,Nakkalapalli,,706,706,38830,,
395,12_C_63_09,ATP_C_63_Parigi,14,Chowluru,,6038,6038,332090,,
396,12_C_63_09,ATP_C_63_Parigi,17,Manuru,,4157,4157,228635,,
397,12_C_63_09,ATP_C_63_Parigi,18,Kallumarri,,4550,4550,250250,,
398,12_C_63_09,ATP_C_63_Parigi,19,C. Kodigepalli,,2202,2202,121110,,
399,12_C_63_09,ATP_C_63_Parigi,20,Tirumaladevarapalli,,0,0,0,,
400,12_C_63_11,ATP_C_63_Roddam,16,Reddipalli,,2584,2584,142120,,
401,12_C_63_11,ATP_C_63_Roddam,17,Dodagatta,,3055,3055,168025,,
402,12_C_63_11,ATP_C_63_Roddam,11,Roddam,,10164,10164,559020,,
403,12_C_63_54,ATP_C_63_Somandepalli,15,Adadakulapalli,,1447,1447,79585,,
404,12_C_63_55,ATP_C_63_Somandepalli,16,Mavaturu,,2425,2425,133375,,
405,12_C_63_56,ATP_C_63_Somandepalli,17,Nagaluru,,2163,2163,118965,,
406,12_C_63_57,ATP_C_63_Somandepalli,5,Bokkasampalli,,977,977,53735,,
407,12_C_63_58,ATP_C_63_Somandepalli,6,Venkatampuram,,,0,0,,
408,12_C_63_59,ATP_C_63_Somandepalli,7,Turakalapatnam,,2127,2127,116985,,
409,12_C_63_60,ATP_C_63_Somandepalli,12,Peddipalli,,691,691,38005,,
410,12_C_63_61,ATP_C_63_Somandepalli,13,Sanipalli,,1715,1715,94325,,
411,12_C_63_62,ATP_C_63_Somandepalli,14,Cholemarri,,2512,2512,138160,,
412,12_C_63_63,ATP_C_63_Somandepalli,2,Mandli,,2620,2620,144100,,
413,12_C_63_64,ATP_C_63_Somandepalli,3,Challapalli,,2515,2515,138325,,
414,12_C_63_65,ATP_C_63_Somandepalli,4,Chennapuram,,453,453,24915,,
415,12_C_63_66,ATP_C_63_Somandepalli,5,Magecheruvu,,2036,2036,111980,,
416,12_C_63_67,ATP_C_63_Somandepalli,6,Kothapalli,,583,583,32065,,
417,12_C_63_68,ATP_C_63_Somandepalli,12,Tungodu,,2379,2379,130845,,
418,12_C_63_69,ATP_C_63_Somandepalli,13,Pandiparthi,,2078,2078,114290,,
419,12_C_63_70,ATP_C_63_Somandepalli,14,Brahmanapalli,,1252,1252,68860,,
420,12_C_63_71,ATP_C_63_Somandepalli,16,Julukunta,,1404,1404,77220,,
421,12_C_63_72,ATP_C_63_Somandepalli,18,Chalakuru,,2627,2627,144485,,
422,12_C_63_73,ATP_C_63_Somandepalli,1,Brahmasamudram,,2095,2095,115225,,
423,12_C_63_74,ATP_C_63_Somandepalli,11,Gudipalli,,854,854,46970,,
424,12_C_63_75,ATP_C_63_Somandepalli,15,EdulaBalapuram,,1068,1068,58740,,
425,12_C_63_73,ATP_C_63_Somandepalli,19,Velidadakala,,1480,1480,81400,,
426,12_C_64_18,ATP_C_64_Amidala,11,C.Musturu,,1942,1942,106810,,
427,12_C_64_18,ATP_C_64_Amidala,16,P.Ahobilam,,66,66,3630,,
428,12_C_64_18,ATP_C_64_Amidala,17,Mopidi,,2262,2262,124410,,
429,12_C_64_18,ATP_C_64_Amidala,18,Amidala,,6938,6938,381590,,
430,12_C_64_18,ATP_C_64_Amidala,19,Raketla,,4405,4405,242275,,
431,12_C_64_18,ATP_C_64_Amidala,20,Mylarampalli,,1248,1248,68640,,
432,12_C_64_18,ATP_C_64_Amidala,21,P.Koukuntla,,3389,3389,186395,,
433,12_C_64_18,ATP_C_64_Amidala,22,Y.Rampuram,,2546,2546,140030,,
434,12_C_64_04,ATP_C_46_Enumuladoddi,4,K.N.Palyam,,2820,2820,155100,,
435,12_C_64_04,ATP_C_46_Enumuladoddi,7,R.Ananthapuram,,2147,2147,118085,,
436,12_C_64_04,ATP_C_46_Enumuladoddi,8,Rallapalli,,1283,1283,70565,,
437,12_C_64_04,ATP_C_46_Enumuladoddi,9,Kambadur,,50799,50799,2793945,,
438,12_C_64_04,ATP_C_46_Enumuladoddi,10,Thimmapuram,,5833,5833,320815,,
439,12_C_64_04,ATP_C_46_Enumuladoddi,11,Chennampalli,,2521,2521,138655,,
440,12_C_64_04,ATP_C_46_Enumuladoddi,12,Kurakulapalli,,2838,2838,156090,,
441,12_C_64_04,ATP_C_46_Enumuladoddi,3,Kariganipalli,,4749,4749,261195,,
442,12_C_64_04,ATP_C_46_Enumuladoddi,4,Yenumuladoddi,,6190,6190,340450,,
443,12_C_64_04,ATP_C_46_Enumuladoddi,5,Mallapuram,,644,644,35420,,
444,12_C_64_04,ATP_C_46_Enumuladoddi,6,Bestarapalli,,6681,6681,367455,,
445,12_C_64_04,ATP_C_64_Golla,6,Ankampalli,,3095,3095,170225,,
446,12_C_64_04,ATP_C_64_Golla,12,Konampalli,,853,853,46915,,
447,12_C_64_04,ATP_C_64_Golla,14,Kaluvapalli,,3606,3606,198330,,
448,12_C_64_05,ATP_C_64_Golla,4,Golla,,3356,3356,184580,,
449,12_C_64_04,ATP_C_64_Korrakodu,4,Korrakodu,,3301,3301,181555,,
450,12_C_64_04,ATP_C_64_Korrakodu,11,Jayapuram,,627,627,34485,,
451,12_C_64_04,ATP_C_64_Korrakodu,5,Budigumma,,2026,2026,111430,,
452,12_C_64_04,ATP_C_64_M.C. Palli,2,Makkinavaripalli,,371,371,20405,,
453,12_C_64_04,ATP_C_64_M.C. Palli,3,Kondapuram,,1543,1543,84865,,
454,12_C_64_04,ATP_C_64_M.C. Palli,4,M.C.Palli,,4868,4868,267740,,
455,12_C_64_05,ATP_C_64_Manirevu,12,M.M.Halli,,1126,1126,61930,,
456,12_C_64_05,ATP_C_64_Manirevu,5,Manirevu,,3882,3882,213510,,
457,12_C_64_34,ATP_C_64_Mulakanur,1,Mulakanur,,5622,5622,309210,,
458,12_C_64_34,ATP_C_64_Mulakanur,2,Pallur,,5877,5877,323235,,
459,12_C_64_34,ATP_C_64_Mulakanur,3,Ramapuram,,1972,1972,108460,,
460,12_C_64_34,ATP_C_64_Mulakanur,5,Karthanaparthi,,2459,2459,135245,,
461,12_C_64_34,ATP_C_64_Mulakanur,6,Gulyam,,909,909,49995,,
462,12_C_64_34,ATP_C_64_Mulakanur,7,Badrahalli,,2202,2202,121110,,
463,12_C_64_01,ATP_C_64_Nutimadugu,3,Maddalacheruvu,,6426,6426,353430,,
464,12_C_64_01,ATP_C_64_Nutimadugu,4,Nutimadugu,,3897,3897,214335,,
465,12_C_64_01,ATP_C_64_Nutimadugu,6,Thimmasamudram,,4657,4657,256135,,
466,12_C_64_01,ATP_C_64_Nutimadugu,1,Peruru,,7234,7234,397870,,
467,12_C_64_14,ATP_C_64_Palavai,2,Muddinayanipalli,,4387,4387,241285,,
468,12_C_64_14,ATP_C_64_Palavai,3,Varli,,754,754,41470,,
469,12_C_64_14,ATP_C_64_Palavai,4,East Kodipalli,,4259,4259,234245,,
470,12_C_64_14,ATP_C_64_Palavai,5,Garudapuram,,6253,6253,343915,,
471,12_C_64_14,ATP_C_64_Palavai,6,Kurubarahalli,,1295,1295,71225,,
472,12_C_64_14,ATP_C_64_Palavai,8,Palavoy,,5517,5517,303435,,
473,12_C_64_14,ATP_C_64_Palavai,9,Duradakunta,,2345,2345,128975,,
474,12_C_64_14,ATP_C_64_Palavai,3,Mudigallu,,5104,5104,280720,,
475,12_C_64_22,ATP_C_64_Ramapuram,1,P.C.Pyadili,,3452,3452,189860,,
476,12_C_64_22,ATP_C_64_Ramapuram,15,venkatampalle,,3036,3036,166980,,
477,12_C_64_22,ATP_C_64_Ramapuram,16,J.Ramapuram,,1096,1096,60280,,
478,12_C_64_22,ATP_C_64_Ramapuram,12,Lathavaram,,2269,2269,124795,,
479,12_C_64_22,ATP_C_64_Ramapuram,13,Shaiksanipalli,,2899,2899,159445,,
480,12_C_64_22,ATP_C_64_Ramapuram,14,Konapuram,,710,710,39050,,
481,12_C_64_22,ATP_C_64_Ramapuram,15,Racherla,,303,303,16665,,
482,12_C_64_01,ATP_C_64_Udiripikonda,1,udipirikonda,,4803,4803,264165,,
483,12_C_64_01,ATP_C_64_Udiripikonda,2,Marutla,,2942,2942,161810,,
484,12_C_64_01,ATP_C_64_Udiripikonda,3,Kalagallu,,1661,1661,91355,,
485,12_C_65_07,ATP_C_65_Alluru,4,Talaricheruvu,,1483,1483,81565,,
486,12_C_65_07,ATP_C_65_Alluru,6,Velamakur,,903,903,49665,,
487,12_C_65_07,ATP_C_65_Alluru,7,Alur,,1350,1350,74250,,
488,12_C_65_07,ATP_C_65_Alluru,8,Sajjaladinne,,5545,5545,304975,,
489,12_C_65_07,ATP_C_65_Alluru,25,Bodaipalli,,1300,1300,71500,,
490,12_C_65_08,ATP_C_65_Gudipadu,1,Brahmanapalli,,2594,2594,142670,,
491,12_C_65_08,ATP_C_65_Gudipadu,2,Venkatampalli,,981,981,53955,,
492,12_C_65_08,ATP_C_65_Gudipadu,9,Kavetisamudram,,1190,1190,65450,,
493,12_C_65_08,ATP_C_65_Gudipadu,10,Chukkaluru,,3394,3394,186670,,
494,12_C_65_08,ATP_C_65_Gudipadu,11,Puliproddatur,,439,439,24145,,
495,12_C_65_08,ATP_C_65_Gudipadu,12,Gangadevipalli,,1640,1640,90200,,
496,12_C_65_08,ATP_C_65_Gudipadu,4,Obulapuram,,736,736,40480,,
497,12_C_65_08,ATP_C_65_Gudipadu,5,Konauppalapadu,,2109,2109,115995,,
498,12_C_65_08,ATP_C_65_Gudipadu,6,Kamalapadu,,3214,3214,176770,,
499,12_C_65_08,ATP_C_65_Gudipadu,7,Kundanakota,,261,261,14355,,
500,12_C_65_08,ATP_C_65_Gudipadu,8,Gudipadu,,1455,1455,80025,,
501,12_C_65_08,ATP_C_65_Gudipadu,9,Nittoor,,3324,3324,182820,,
502,12_C_65_08,ATP_C_65_Gudipadu,3,Bhogasamudram,,3870,3870,212850,,
503,12_C_65_13,ATP_C_65_Igaduru,10,Thimmapuram,,138,138,7590,,
504,12_C_65_13,ATP_C_65_Igaduru,11,Juturu,,4529,4529,249095,,
505,12_C_65_13,ATP_C_65_Igaduru,13,Iguduru,,1816,1816,99880,,
506,12_C_65_13,ATP_C_65_Igaduru,14,Seetharampuram,,72,72,3960,,
507,12_C_65_05,ATP_C_65_Kristipadu,22,Thondapadu,,3034,3034,166870,,
508,12_C_65_05,ATP_C_65_Kristipadu,23,Jakkalacheruvu,,4566,4566,251130,,
509,12_C_65_05,ATP_C_65_Kristipadu,4,Appecherla,,4796,4796,263780,,
510,12_C_65_05,ATP_C_65_Kristipadu,5,Kristipadu,,5776,5776,317680,,
511,12_C_65_05,ATP_C_65_Kristipadu,6,Muppalagutty,,1112,1112,61160,,
512,12_C_65_05,ATP_C_65_Kristipadu,7,Mallenipalli,,886,886,48730,,
513,12_C_65_05,ATP_C_65_Kristipadu,1,Rayalacheruvu,,6493,6493,357115,,
514,12_C_65_05,ATP_C_65_Kristipadu,2,Chandana,,5811,5811,319605,,
515,12_C_65_05,ATP_C_65_Kristipadu,12,Thutrallapalli,,1518,1518,83490,,
516,12_C_65_14,ATP_C_65_Puppala,12,Ravuludiki,,2671,2671,146905,,
517,12_C_65_14,ATP_C_65_Puppala,13,Konapuram,,606,606,33330,,
518,12_C_65_14,ATP_C_65_Puppala,1,Devanuppalapadu,,1220,1220,67100,,
519,12_C_65_14,ATP_C_65_Puppala,2,Chinnayekkaluru,,1296,1296,71280,,
520,12_C_65_14,ATP_C_65_Puppala,3,Peddayekkaluru,,2602,2602,143110,,
521,12_C_65_14,ATP_C_65_Puppala,4,Garladinne,,1126,1126,61930,,
522,12_C_65_14,ATP_C_65_Puppala,5,Pasaluru,,1621,1621,89155,,
523,12_C_65_14,ATP_C_65_Puppala,6,Athiralladinne,,419,419,23045,,
524,12_C_65_14,ATP_C_65_Puppala,7,Pendekallu,,393,393,21615,,
525,12_C_65_14,ATP_C_65_Puppala,8,Kummetha,,566,566,31130,,
526,12_C_65_14,ATP_C_65_Puppala,12,Dharmapuram,,1294,1294,71170,,
527,12_C_65_14,ATP_C_65_Puppala,14,Puppala,,2413,2413,132715,,
528,12_C_65_14,ATP_C_65_Puppala,13,Nagaruru,,2320,2320,127600,,
529,12_C_65_14,ATP_C_65_Puppala,11,Vemulapadu,,2312,2312,127160,,
530,12_C_65_14,ATP_C_65_Puppala,3,Yadiki,,56122,56122,3086710,,
531,12_C_65_14,ATP_C_65_Puppala,9,Narasapuram,,3765,3765,207075,,
532,12_C_65_14,ATP_C_65_Puppala,10,J.Dharmapuram,,96,96,5280,,
533,12_C_65_14,ATP_C_65_Puppala,14,Chintalacheruvu,,1227,1227,67485,,
534,12_C_65_05,ATP_C_65_Urachinthala,5,Urichintala,,1132,1132,62260,,
535,12_C_65_02,ATP_C_65_Utakal,1,Bethapalli,,3712,3712,204160,,
536,12_C_65_03,ATP_C_65_Utakal,2,Utakallu,,1162,1162,63910,,
537,12_C_65_04,ATP_C_65_Utakal,7,Basinepalli,,2448,2448,134640,,
538,12_C_66_08,ATP_C_66_Kanaganapalli,7,Muthuvakuntla,,2634,2634,144870,,
539,12_C_66_08,ATP_C_66_Kanaganapalli,8,Kanaganapalli,,39673,39673,2182015,,
540,12_C_66_08,ATP_C_66_Kanaganapalli,5,Nasanakota,,6482,6482,356510,,
541,12_C_66_08,ATP_C_66_Kanaganapalli,6,Ramagiri,,3778,3778,207790,,
542,12_C_66_08,ATP_C_66_Kanaganapalli,8,Erragunta,,1113,1113,61215,,
543,12_C_66_08,ATP_C_66_Kanaganapalli,11,Bandameedapalli,,3640,3640,200200,,
544,12_C_67_01,ATP_C_67_Chigicherla,11,Maroor,,6290,6290,345950,,
545,12_C_67_01,ATP_C_67_Chigicherla,2,Gotlur,,8876,8876,488180,,
546,12_C_67_01,ATP_C_67_Chigicherla,1,Chigicherla,,4931,4931,271205,,
547,12_C_67_01,ATP_C_67_Chigicherla,1,Edula Mustur,,5009,5009,275495,,
548,12_C_67_01,ATP_C_67_Chigicherla,3,Raghavampalli,,1043,1043,57365,,
549,12_C_67_01,ATP_C_67_Chigicherla,4,Bathalapalli,,12697,12697,698335,,
550,12_C_67_01,ATP_C_67_Chigicherla,19,Manilla,,2067,2067,113685,,
551,12_C_67_14,ATP_C_67_Gonipeta,12,Bojjireddipalli,,62,62,3410,,
552,12_C_67_14,ATP_C_67_Gonipeta,13,Settipalli,,2751,2751,151305,,
553,12_C_67_14,ATP_C_67_Gonipeta,14,Gonipeta,,1225,1225,67375,,
554,12_C_67_14,ATP_C_67_Gonipeta,7,Somandepalli,,18895,18895,1039225,,
555,12_C_67_14,ATP_C_67_Gonipeta,8,Naginayanicheruvu,,1078,1078,59290,,
556,12_C_67_14,ATP_C_67_Gonipeta,9,Bushiahgaripalli,,507,507,27885,,
557,12_C_67_14,ATP_C_67_Gonipeta,10,Velagamakulapalli,,602,602,33110,,
558,12_C_67_14,ATP_C_67_Gonipeta,10,Kotlapalli,,3595,3595,197725,,
559,12_C_67_14,ATP_C_67_Gonipeta,11,Nidimamidi,,3894,3894,214170,,
560,12_C_67_14,ATP_C_67_Gonipeta,20,Bandlapalli,,3895,3895,214225,,
561,12_C_67_14,ATP_C_67_Gonipeta,21,Pakeerupalli,,0,0,0,,
562,12_C_67_14,ATP_C_67_Gonipeta,8,Mandlapalli,,7207,7207,396385,,
563,12_C_67_14,ATP_C_67_Gonipeta,9,Boyalapalle,,389,389,21395,,
564,12_C_67_09,ATP_C_67_Kadiri,20,Saidapuram,,1278,1278,70290,,
565,12_C_67_09,ATP_C_67_Kadiri,11,Kadiri,,8667,8667,476685,,
566,12_C_67_09,ATP_C_67_Kadiri,18,Muthukapalli,,1125,1125,61875,,
567,12_C_67_09,ATP_C_67_Kadiri,17,Kowlepalli,,966,966,53130,,
568,12_C_67_09,ATP_C_67_Kadiri,16,Bathalapalli,,887,887,48785,,
569,12_C_67_09,ATP_C_67_Kadiri,15,K.Brahmanapalli,,3557,3557,195635,,
570,12_C_67_09,ATP_C_67_Kadiri,14,Eguvapalli,,1348,1348,74140,,
571,12_C_67_09,ATP_C_67_Kadiri,4,Maddivarigondi,,640,640,35200,,
572,12_C_67_09,ATP_C_67_Kadiri,3,Kamathampalli,,686,686,37730,,
573,12_C_67_09,ATP_C_67_Kadiri,3,Jogannapeta,,4432,4432,243760,,
574,12_C_67_09,ATP_C_67_Kadiri,9,Veeraobannapalli,,961,961,52855,,
575,12_C_67_09,ATP_C_67_Kadiri,8,Thummalakuntapalli,,2490,2490,136950,,
576,12_C_67_15,ATP_C_67_Kalasamudram,1,Godduvelagala,,1839,1839,101145,,
577,12_C_67_15,ATP_C_67_Kalasamudram,8,Chalamakuntapalli,,795,795,43725,,
578,12_C_67_15,ATP_C_67_Kalasamudram,6,Alampur,,214,214,11770,,
579,12_C_67_15,ATP_C_67_Kalasamudram,5,Kadirikuntapalli,,994,994,54670,,
580,12_C_67_15,ATP_C_67_Kalasamudram,3,Chippalamadugu,,453,453,24915,,
581,12_C_67_15,ATP_C_67_Kalasamudram,2,Kalasamudram,,3938,3938,216590,,
582,12_C_67_15,ATP_C_67_Kalasamudram,1,Patnam,,5009,5009,275495,,
583,12_C_67_15,ATP_C_67_Kalasamudram,10,Kutagulla,,2500,2500,137500,,
584,12_C_67_08,ATP_C_67_Kanumukkala,3,C.K.palli,,44351,44351,2439305,,
585,12_C_67_08,ATP_C_67_Kanumukkala,4,Nagasamudram,,4024,4024,221320,,
586,12_C_67_08,ATP_C_67_Kanumukkala,5,Pyadindi,,3228,3228,177540,,
587,12_C_67_08,ATP_C_67_Kanumukkala,6,Medapuram,,6641,6641,365255,,
588,12_C_67_08,ATP_C_67_Kanumukkala,8,Kanumukkala,,6257,6257,344135,,
589,12_C_67_08,ATP_C_67_Kanumukkala,9,Veldurthi,,1502,1502,82610,,
590,12_C_67_08,ATP_C_67_Kanumukkala,9,Pothulanagepalli,,3397,3397,186835,,
591,12_C_67_08,ATP_C_67_Kanumukkala,1,Duddebanda,,2549,2549,140195,,
592,12_C_67_08,ATP_C_67_Kanumukkala,2,Gutturu,,5694,5694,313170,,
593,12_C_67_08,ATP_C_67_Kanumukkala,7,Gondipalli,,396,396,21780,,
594,12_C_67_08,ATP_C_67_Kanumukkala,7,Puletipalli,,4413,4413,242715,,
595,12_C_67_01,ATP_C_67_Kondakamarla,3,Daburuvaripalli,,4932,4932,271260,,
596,12_C_67_01,ATP_C_67_Kondakamarla,1,Kondakamarla,,9118,9118,501490,,
597,12_C_67_01,ATP_C_67_Kondakamarla,2,Narasambotlapalli,,102,102,5610,,
598,12_C_67_01,ATP_C_67_Kondakamarla,9,Donnikota,,4008,4008,220440,,
599,12_C_67_01,ATP_C_67_Kondakamarla,7,Kurumala,,3409,3409,187495,,
600,12_C_67_01,ATP_C_67_Kondakamarla,13,Mutyalacheruvu,,4553,4553,250415,,
601,12_C_67_01,ATP_C_67_Kondakamarla,12,Kondamanayanipalem,,764,764,42020,,
602,12_C_67_02,ATP_C_67_Kondakamarla,10,Pulagampalli,,1921,1921,105655,,
