S.No,Watershed code,Watershed Name,Village Name,Length,Design depth of flow,Bed width,Side Slopes,WettedPerimeter,Wetted area,Canal seepage factor,No.of operating days of canal,,Recharge from canal (ha.m),,Annual Recharge
,,,,mts,mts,mts,( degrees ),mts,( m.sq mts.),( ha.m/d/m.sq.m ),Monsoon,N-Monsoon,Monsoon,Non-Monsoon,( ha.m )
60,12_D_46_10,ATP_D_46_Kanekal,Brahmasamudram,2780,3,5,45,10.1,0.028,15,30,90,12.62,37.87,50.5
61,12_D_46_10,ATP_D_46_Kanekal,Bennikal,2210,3,5,45,10.1,0.022,15,30,90,10.04,30.11,40.14
62,12_D_46_10,ATP_D_46_Kanekal,Udegolam,1732,3,5,45,10.1,0.017,15,30,90,7.87,23.6,31.46
63,12_D_46_10,ATP_D_46_Kanekal,Kanekal,1200,3,5,45,10.1,0.012,15,30,90,5.45,16.35,21.8
64,12_D_46_10,ATP_D_46_Kanekal,Hulikera,0,0,0,45,0,0,15,30,90,0,0,0
65,12_D_46_10,ATP_D_46_Kanekal,D. Kondapuram,0,0,0,45,0,0,15,30,90,0,0,0
66,12_D_46_10,ATP_D_46_Kanekal,Vadrahonnur,0,0,0,45,0,0,15,30,90,0,0,0
67,12_D_46_10,ATP_D_46_Kanekal,Gramadatla,0,0,0,45,0,0,15,30,90,0,0,0
68,12_C_65_03,ATP_C_65_Ubicherla,G.Anantapur,25970,7,2,45,13.8,0.358,15,30,90,160.93,482.78,643.71
69,12_C_65_03,ATP_C_65_Ubicherla,Virupapuram,20000,6,3,45,12.3,0.247,15,30,90,111,333.01,444.02
70,12_C_65_03,ATP_C_65_Ubicherla,G.Venkatampalli,20000,5,3,45,11.5,0.23,15,30,90,103.37,310.1,413.47
71,12_C_65_03,ATP_C_65_Ubicherla,Avulampalli,100,2,5,45,8.4,0.001,15,30,90,0.38,1.13,1.51
72,12_C_65_03,ATP_C_65_Ubicherla,Peddavadugur,100,2,5,45,8.4,0.001,15,30,90,0.38,1.13,1.51
73,12_C_65_03,ATP_C_65_Ubicherla,Medimakulapalli,100,1,5,45,6.7,0.001,15,30,90,0.3,0.9,1.21
74,12_C_65_03,ATP_C_65_Ubicherla,Teliki,0,0,0,45,0,0,15,30,90,0,0,0
75,12_C_65_03,ATP_C_65_Ubicherla,C.Vadugur,0,0,0,45,0,0,15,30,90,0,0,0
76,12_C_65_03,ATP_C_65_Ubicherla,Nagalapuram,0,0,0,45,0,0,15,30,90,0,0,0
77,12_C_65_03,ATP_C_65_Ubicherla,Dimmagudi,0,0,0,45,0,0,15,30,90,0,0,0
78,12_C_65_03,ATP_C_65_Ubicherla,Chittoor,0,0,0,45,0,0,15,30,90,0,0,0
79,12_C_65_03,ATP_C_65_Ubicherla,Kandla Gudur,,,,45,0,0,15,30,90,0,0,0
80,12_C_65_03,ATP_C_65_Ubicherla,Chitrachedu,,,,45,0,0,15,30,90,0,0,0
81,12_C_65_03,ATP_C_65_Ubicherla,Mulakatalla,,,,45,0,0,15,30,90,0,0,0
82,12_C_65_03,ATP_C_65_Ubicherla,Ubicherla,,,,45,0,0,15,30,90,0,0,0
83,12_C_65_03,ATP_C_65_Ubicherla,Karidikonda,,,,45,0,0,15,30,90,0,0,0
84,12_C_65_03,ATP_C_65_Ubicherla,Dharmapuram,,,,45,0,0,15,30,90,0,0,0
85,12_C_65_03,ATP_C_65_Ubicherla,Chetnepalli,,,,45,0,0,15,30,90,0,0,0
86,12_C_65_03,ATP_C_65_Ubicherla,Kojjepalli,,,,45,0,0,15,30,90,0,0,0
87,12_C_65_03,ATP_C_65_Ubicherla,Turakapalli,,,,45,0,0,15,30,90,0,0,0
88,12_C_65_03,ATP_C_65_Ubicherla,Gooty(R),,,,45,0,0,15,30,90,0,0,0
89,12_C_65_03,ATP_C_65_Ubicherla,Kothapeta,,,,45,0,0,15,30,90,0,0,0
90,12_C_65_03,ATP_C_65_Ubicherla,Engilibanda,,,,45,0,0,15,30,90,0,0,0
91,12_C_65_03,ATP_C_65_Ubicherla,Obulapuram,,,,45,0,0,15,30,90,0,0,0
92,12_C_65_15,ATP_C_65_Budedu,Penakacherla,951,1,2,45,3.8,0.004,15,30,90,1.63,4.89,6.52
93,12_C_65_15,ATP_C_65_Budedu,Koppalakonda,561,1,2,45,3.8,0.002,15,30,90,0.96,2.89,3.85
94,12_C_65_15,ATP_C_65_Budedu,Kesavapuram,450,1,2,45,3.8,0.002,15,30,90,0.77,2.31,3.09
95,12_C_65_15,ATP_C_65_Budedu,Muntimadugu,100,1,2,45,3.8,0,15,30,90,0.17,0.51,0.69
96,12_C_65_15,ATP_C_65_Budedu,K.Agraharam,250,1,2,45,3.8,0.001,15,30,90,0.43,1.29,1.71
97,12_C_65_15,ATP_C_65_Budedu,Ankampeta,100,1,2,45,3.8,0,15,30,90,0.17,0.51,0.69
98,12_C_65_15,ATP_C_65_Budedu,Sirivaram,200,1,2,45,3.8,0.001,15,30,90,0.34,1.03,1.37
99,12_C_65_15,ATP_C_65_Budedu,Krishnapuram,250,1,2,45,6.4,0.002,15,30,90,0.72,2.16,2.88
100,12_C_65_15,ATP_C_65_Budedu,Yerraguntla,220,1,2,45,6.4,0.001,15,30,90,0.63,1.9,2.54
101,12_C_65_15,ATP_C_65_Budedu,Budedu,100,1,2,45,6.4,0.001,15,30,90,0.29,0.87,1.15
102,12_C_65_01,ATP_C_65_Guntakal,Thimmanaacherla,0,0,0,45,0,0,15,30,90,0,0,0
103,12_C_65_01,ATP_C_65_Guntakal,Kasapuram,0,0,0,45,0,0,15,30,90,0,0,0
104,12_C_65_01,ATP_C_65_Guntakal,Sangala,0,0,0,45,0,0,15,30,90,0,0,0
105,12_C_65_01,ATP_C_65_Guntakal,Dosaludiki,0,0,0,45,0,0,15,30,90,0,0,0
106,12_C_65_01,ATP_C_65_Guntakal,Gundala,0,0,0,45,0,0,15,30,90,0,0,0
107,12_C_65_01,ATP_C_65_Guntakal,Konganapalli,0,0,0,45,0,0,15,30,90,0,0,0
108,12_C_65_01,ATP_C_65_Guntakal,Sankarabanda,0,0,0,45,0,0,15,30,90,0,0,0
109,12_C_65_01,ATP_C_65_Guntakal,P.K.Cheruvu,1350,2,2,45,5.4,0.007,15,30,90,3.28,9.83,13.11
110,12_C_65_01,ATP_C_65_Guntakal,Ameenpalli,0,0,0,45,0,0,15,30,90,0,0,0
111,12_C_65_01,ATP_C_65_Guntakal,Nakkaladoddi,0,0,0,45,0,0,15,30,90,0,0,0
112,12_C_65_01,ATP_C_65_Guntakal,Thimmapuram,0,0,0,45,0,0,15,30,90,0,0,0
113,12_C_65_01,ATP_C_65_Guntakal,Donimukkala,0,0,0,45,0,0,15,30,90,0,0,0
114,12_C_65_01,ATP_C_65_Guntakal,Nelagonda,0,0,0,45,0,0,15,30,90,0,0,0
115,12_C_65_01,ATP_C_65_Guntakal,Rajapuram,1200,2,2,45,5.4,0.006,15,30,90,2.91,8.74,11.65
116,12_C_65_01,ATP_C_65_Guntakal,Marnepalli,378,2,2,45,5.4,0.002,15,30,90,0.92,2.75,3.67
117,12_C_65_01,ATP_C_65_Guntakal,Peddoddi,1690,2,2,45,5.4,0.009,15,30,90,4.1,12.31,16.41
118,12_C_65_01,ATP_C_65_Guntakal,Brahmanahaplli,250,2,2,45,5.4,0.001,15,30,90,0.61,1.82,2.43
119,12_C_65_01,ATP_C_65_Guntakal,Yerragudi,820,2,2,45,5.4,0.004,15,30,90,1.99,5.97,7.96
120,12_C_65_01,ATP_C_65_Guntakal,Anaganadoddi,0,0,0,45,0,0,15,30,90,0,0,0
121,12_C_65_01,ATP_C_65_Guntakal,Abbedoddi,0,0,0,45,0,0,15,30,90,0,0,0
122,12_C_65_01,ATP_C_65_Guntakal,Guntakal,0,0,0,45,0,0,15,30,90,0,0,0
123,12_C_65_02,ATP_C_65_Kaderpet,Vajrakaruru,0,0,0,0,0,0,0,0,0,0,0,0
124,12_C_65_02,ATP_C_65_Kaderpet,Ganjikunta,0,0,0,0,0,0,0,0,0,0,0,0
125,12_C_65_02,ATP_C_65_Kaderpet,Kadamalakunta,0,0,0,0,0,0,0,0,0,0,0,0
126,12_C_65_02,ATP_C_65_Kaderpet,Tatrakal,0,0,0,0,0,0,0,0,0,0,0,0
