,,,,CA,NCA,PQA,,,,,,,,,,,,,,,
,,,,Industrial,Industrial,Industrial,,,,,,,,,,,,,,,
Sr.no,Watershed code,GW watershed name,village name,Industrial Wells,Industrial Wells,Industrial Wells,Total,,,,,,,,,,,,,,
246,12_D_46_04,ATP_D_46_Kadlur,Kudlur,,,,0,,,,,,,,,,,,,,
247,12_D_46_17,ATP_D_46_Rayadurg,74 Udegolam,0,0,,0,,,,,,,,,,,,,,
248,12_D_46_17,ATP_D_46_Rayadurg,Kontanahalli,0,0,,0,,,,,,,,,,,,,,
249,12_D_46_17,ATP_D_46_Rayadurg,Baginayanahalli,0,1,,1,,,,,,,,,,,,,,
250,12_D_46_17,ATP_D_46_Rayadurg,Rayadurg,0,0,,0,,,,,,,,,,,,,,
251,12_D_46_17,ATP_D_46_Rayadurg,Galagala,0,0,,0,,,,,,,,,,,,,,
252,12_D_46_17,ATP_D_46_Rayadurg,Gollapalli,0,0,,0,,,,,,,,,,,,,,
253,12_D_46_17,ATP_D_46_Rayadurg,Veerapuram,0,0,,0,,,,,,,,,,,,,,
254,12_D_46_17,ATP_D_46_Rayadurg,Belodu,0,0,,0,,,,,,,,,,,,,,
255,12_D_46_17,ATP_D_46_Rayadurg,Kalugodu,0,0,,0,,,,,,,,,,,,,,
256,12_D_46_17,ATP_D_46_Rayadurg,Tallakera,0,0,,0,,,,,,,,,,,,,,
257,12_D_46_17,ATP_D_46_Rayadurg,Gummagatta,0,0,,0,,,,,,,,,,,,,,
258,12_D_46_17,ATP_D_46_Rayadurg,Rangasamudram,0,0,,0,,,,,,,,,,,,,,
259,12_D_46_17,ATP_D_46_Rayadurg,Pulakunta,0,0,,0,,,,,,,,,,,,,,
260,12_D_46_16,ATP_D_46_Sollapuram,Govidavada,0,,,0,,,,,,,,,,,,,,
261,12_D_46_16,ATP_D_46_Sollapuram,Bidurukotham,0,0,,0,,,,,,,,,,,,,,
262,12_D_46_16,ATP_D_46_Sollapuram,Meenahalli,0,,,0,,,,,,,,,,,,,,
263,12_D_46_16,ATP_D_46_Sollapuram,Garudachedu,0,,,0,,,,,,,,,,,,,,
264,12_D_46_16,ATP_D_46_Sollapuram,Thumbiganur,0,,,0,,,,,,,,,,,,,,
265,12_D_46_16,ATP_D_46_Sollapuram,N.Hanumapuram,0,,,0,,,,,,,,,,,,,,
266,12_D_46_16,ATP_D_46_Sollapuram,Sollapuram,0,,,0,,,,,,,,,,,,,,
267,12_D_46_16,ATP_D_46_Sollapuram,Malyam,0,,,0,,,,,,,,,,,,,,
268,12_D_46_03,ATP_D_46_Uravakonda,Budagavi,0,0,,0,,,,,,,,,,,,,,
269,12_D_46_03,ATP_D_46_Uravakonda,Veligonda,0,0,,0,,,,,,,,,,,,,,
270,12_D_46_03,ATP_D_46_Uravakonda,Raenimakulapalli,0,0,,0,,,,,,,,,,,,,,
271,12_D_46_03,ATP_D_46_Uravakonda,Rayampalli,0,0,,0,,,,,,,,,,,,,,
272,12_D_46_03,ATP_D_46_Uravakonda,Nerimetla,0,0,,0,,,,,,,,,,,,,,
273,12_D_46_03,ATP_D_46_Uravakonda,Nimbagallu,0,0,,0,,,,,,,,,,,,,,
274,12_D_46_03,ATP_D_46_Uravakonda,Indravathi,0,0,,0,,,,,,,,,,,,,,
275,12_D_46_03,ATP_D_46_Uravakonda,Peddamusturu,0,0,,0,,,,,,,,,,,,,,
276,12_D_46_03,ATP_D_46_Uravakonda,Uravakonda,0,0,,0,,,,,,,,,,,,,,
277,12_D_46_03,ATP_D_46_Uravakonda,Chikalaguriki,0,0,,0,,,,,,,,,,,,,,
278,12_D_46_03,ATP_D_46_Uravakonda,Undabanda,0,0,,0,,,,,,,,,,,,,,
279,12_C_67_06,ATP_C_67_Yellanur,Yellanur,,,,0,,,,,,,,,,,,,,
280,12_C_67_06,ATP_C_67_Yellanur,Vennapusapalli,,10,,10,,,,,,,,,,,,,,
281,12_C_67_06,ATP_C_67_Yellanur,Kodumurthi,,,,0,,,,,,,,,,,,,,
282,12_C_67_06,ATP_C_67_Yellanur,Mallagundla,,,,0,,,,,,,,,,,,,,
283,12_C_67_06,ATP_C_67_Yellanur,Kalluru,,,,0,,,,,,,,,,,,,,
284,12_C_67_06,ATP_C_67_Yellanur,Goddumarri,,,,0,,,,,,,,,,,,,,
285,12_C_67_06,ATP_C_67_Yellanur,Singavaram,,,,0,,,,,,,,,,,,,,
286,12_C_65_20,ATP_C_65_Tadipatri,Challavaripalli,,,,0,,,,,,,,,,,,,,
287,12_C_65_21,ATP_C_65_Tadipatri,Jambulapadu,,0,,0,,,,,,,,,,,,,,
288,12_C_65_22,ATP_C_65_Tadipatri,Hussenapuram,,,,0,,,,,,,,,,,,,,
289,12_C_65_23,ATP_C_65_Tadipatri,Veerapuram,,,,0,,,,,,,,,,,,,,
290,12_C_65_24,ATP_C_65_Tadipatri,Vanganuru,,,,0,,,,,,,,,,,,,,
291,12_C_65_25,ATP_C_65_Tadipatri,Bondaladinne,,,,0,,,,,,,,,,,,,,
292,12_C_65_26,ATP_C_65_Tadipatri,Kandikaparla,,,,0,,,,,,,,,,,,,,
293,12_C_65_27,ATP_C_65_Tadipatri,Putlur,,,,0,,,,,,,,,,,,,,
294,12_C_65_28,ATP_C_65_Tadipatri,Gandlapadu,,,,0,,,,,,,,,,,,,,
295,12_C_65_29,ATP_C_65_Tadipatri,S.Guduru,,,,0,,,,,,,,,,,,,,
296,12_C_65_30,ATP_C_65_Tadipatri,Diguvapalli,,0,,0,,,,,,,,,,,,,,
297,12_C_65_31,ATP_C_65_Tadipatri,Tadipatri,,128,,128,,,,,,,,,,,,,,
298,12_C_59_07,ATP_C_59_Kacharlakunta,Kasarlakunta,,,,0,,,,,,,,,,,,,,
299,12_C_59_07,ATP_C_59_Kacharlakunta,Pathapalli,,0,,0,,,,,,,,,,,,,,
300,12_C_63_09,ATP_C_63_Bucherla,Jakkalacheruvu,,,,0,,,,,,,,,,,,,,
301,12_C_63_09,ATP_C_63_Bucherla,Bucherla,,,,0,,,,,,,,,,,,,,
302,12_C_63_09,ATP_C_63_Bucherla,Roddakampalli,,,,0,,,,,,,,,,,,,,
303,12_C_63_20,ATP_C_63_Cherukuru,Nalluru,,,,0,,,,,,,,,,,,,,
304,12_C_63_20,ATP_C_63_Cherukuru,Chinnamanthuru,,,,0,,,,,,,,,,,,,,
305,12_C_63_20,ATP_C_63_Cherukuru,Peddamanthuru,,,,0,,,,,,,,,,,,,,
306,12_C_63_20,ATP_C_63_Cherukuru,Cherukuru,,,,0,,,,,,,,,,,,,,
307,12_C_63_20,ATP_C_63_Cherukuru,Kalipi,,,,0,,,,,,,,,,,,,,
308,12_C_67_18,ATP_C_67_Chilmathur,Gangampalli,,,,0,,,,,,,,,,,,,,
309,12_C_67_18,ATP_C_67_Chilmathur,Gownivaripalli,,,,0,,,,,,,,,,,,,,
310,12_C_67_18,ATP_C_67_Chilmathur,Jowkuladinne,,,,0,,,,,,,,,,,,,,
311,12_C_67_18,ATP_C_67_Chilmathur,Bugumpalli,,,,0,,,,,,,,,,,,,,
312,12_C_67_18,ATP_C_67_Chilmathur,Mallepalli,,,,0,,,,,,,,,,,,,,
313,12_C_67_18,ATP_C_67_Chilmathur,Obulapuram,,,,0,,,,,,,,,,,,,,
314,12_C_67_18,ATP_C_67_Chilmathur,Katepalli,,,,0,,,,,,,,,,,,,,
315,12_C_67_18,ATP_C_67_Chilmathur,Ragimakulapalli,,,,0,,,,,,,,,,,,,,
316,12_C_67_18,ATP_C_67_Chilmathur,Devulacheruvu,,,,0,,,,,,,,,,,,,,
317,12_C_67_18,ATP_C_67_Chilmathur,Palasamudram,,,,0,,,,,,,,,,,,,,
318,12_C_67_18,ATP_C_67_Chilmathur,Morasalapalle,,1,,1,,,,,,,,,,,,,,
319,12_C_67_18,ATP_C_67_Chilmathur,Sibbaraopeta,,,,0,,,,,,,,,,,,,,
320,12_C_67_18,ATP_C_67_Chilmathur,Kodur,,,,0,,,,,,,,,,,,,,
321,12_C_67_18,ATP_C_67_Chilmathur,Chilamathur,,5,,5,,,,,,,,,,,,,,
322,12_C_67_18,ATP_C_67_Chilmathur,Naremuddapalli,,,,0,,,,,,,,,,,,,,
323,12_C_67_18,ATP_C_67_Chilmathur,Marrimakulapalli,,,,0,,,,,,,,,,,,,,
324,12_C_67_18,ATP_C_67_Chilmathur,Veerapuram,,,,0,,,,,,,,,,,,,,
325,12_C_67_18,ATP_C_67_Chilmathur,Settipalli,,,,0,,,,,,,,,,,,,,
326,12_C_67_18,ATP_C_67_Chilmathur,Tekuledu,,,,0,,,,,,,,,,,,,,
327,12_C_67_18,ATP_C_67_Chilmathur,Vadigepalli,,,,0,,,,,,,,,,,,,,
328,12_C_63_01,ATP_C_63_Gowrajupalli,Mulakacheruvu,,,,0,,,,,,,,,,,,,,
329,12_C_63_01,ATP_C_63_Gowrajupalli,Naranagepalli,,,,0,,,,,,,,,,,,,,
330,12_C_63_17,ATP_C_63_Hindupur,Kirikera,,2,,2,,,,,,,,,,,,,,
331,12_C_63_17,ATP_C_63_Hindupur,Kotipi,,,,0,,,,,,,,,,,,,,
332,12_C_63_17,ATP_C_63_Hindupur,Devarapalli,,2,,2,,,,,,,,,,,,,,
333,12_C_63_17,ATP_C_63_Hindupur,Santhebidanur,,,,0,,,,,,,,,,,,,,
334,12_C_63_17,ATP_C_63_Hindupur,Thingepalli,,1,,1,,,,,,,,,,,,,,
335,12_C_63_17,ATP_C_63_Hindupur,Thumukunta,,15,,15,,,,,,,,,,,,,,
336,12_C_63_17,ATP_C_63_Hindupur,Gollapuram,,,,0,,,,,,,,,,,,,,
337,12_C_63_17,ATP_C_63_Hindupur,Hindupur (R),,9,,9,,,,,,,,,,,,,,
338,12_C_63_17,ATP_C_63_Hindupur,Kotnuru,,,,0,,,,,,,,,,,,,,
339,12_C_63_17,ATP_C_63_Hindupur,Sreekatapuram,,,,0,,,,,,,,,,,,,,
340,12_C_63_17,ATP_C_63_Hindupur,Pulamathi,,,,0,,,,,,,,,,,,,,
341,12_C_63_17,ATP_C_63_Hindupur,Kodihalli,,,,0,,,,,,,,,,,,,,
342,12_C_63_17,ATP_C_63_Hindupur,Manepalli,,,,0,,,,,,,,,,,,,,
343,12_C_64_04,ATP_C_64_Kogira,Roddam Locherla,,,,0,,,,,,,,,,,,,,
344,12_C_64_04,ATP_C_64_Kogira,Kogira,,,,0,,,,,,,,,,,,,,
345,12_C_63_03,ATP_C_63_Lepakshi,Sirivaram,,,,0,,,,,,,,,,,,,,
346,12_C_63_03,ATP_C_63_Lepakshi,Kanchisamudram,,,,0,,,,,,,,,,,,,,
347,12_C_63_03,ATP_C_63_Lepakshi,Mydugolam,,,,0,,,,,,,,,,,,,,
348,12_C_63_03,ATP_C_63_Lepakshi,Cholasamudram,,,,0,,,,,,,,,,,,,,
349,12_C_63_03,ATP_C_63_Lepakshi,Kalluru,,,,0,,,,,,,,,,,,,,
350,12_C_63_03,ATP_C_63_Lepakshi,Lepaskhi,,2,,2,,,,,,,,,,,,,,
351,12_C_63_03,ATP_C_63_Lepakshi,Demakethapalli,,,,0,,,,,,,,,,,,,,
352,12_C_63_03,ATP_C_63_Lepakshi,Yagnisettipalli,,,,0,,,,,,,,,,,,,,
353,12_C_63_04,ATP_C_63_Lepakshi,Hussainapuram,,,,0,,,,,,,,,,,,,,
354,12_C_63_08,ATP_C_63_Madakasira,Amidalagondi,,,,0,,,,,,,,,,,,,,
355,12_C_63_08,ATP_C_63_Madakasira,Kothalam,,,,0,,,,,,,,,,,,,,
356,12_C_63_08,ATP_C_63_Madakasira,Chandakacherla,,,,0,,,,,,,,,,,,,,
357,12_C_63_08,ATP_C_63_Madakasira,Gowdanahalli,,,,0,,,,,,,,,,,,,,
358,12_C_63_08,ATP_C_63_Madakasira,R.Ananthapuramu,,,,0,,,,,,,,,,,,,,
359,12_C_63_08,ATP_C_63_Madakasira,Chatram,,,,0,,,,,,,,,,,,,,
360,12_C_63_08,ATP_C_63_Madakasira,Mallanayakanahalli,,,,0,,,,,,,,,,,,,,
361,12_C_63_08,ATP_C_63_Madakasira,Madakasira,,1,,1,,,,,,,,,,,,,,
362,12_C_63_08,ATP_C_63_Madakasira,Melavoi,,,,0,,,,,,,,,,,,,,
363,12_C_63_08,ATP_C_63_Madakasira,Govindapuram,,,,0,,,,,,,,,,,,,,
364,12_C_63_08,ATP_C_63_Madakasira,Jadrahalli,,,,0,,,,,,,,,,,,,,
365,12_C_63_08,ATP_C_63_Madakasira,Karesankanahalli,,,,0,,,,,,,,,,,,,,
366,12_C_63_08,ATP_C_63_Madakasira,Yerrabommanahalli,,,,0,,,,,,,,,,,,,,
367,12_C_63_08,ATP_C_63_Madakasira,Upparlahalli,,,,0,,,,,,,,,,,,,,
368,12_C_63_08,ATP_C_63_Madakasira,Haresamudram,,,,0,,,,,,,,,,,,,,
369,12_C_63_08,ATP_C_63_Madakasira,Bullasamudram,,,,0,,,,,,,,,,,,,,
370,12_C_63_08,ATP_C_63_Madakasira,Pillenahalli,,,,0,,,,,,,,,,,,,,
371,12_C_63_02,ATP_C_63_Malaguru,Narasapuram,,,,0,,,,,,,,,,,,,,
372,12_C_63_02,ATP_C_63_Malaguru,Pyadeti,,,,0,,,,,,,,,,,,,,
373,12_C_63_02,ATP_C_63_Malaguru,Ganaparthipalli,,,,0,,,,,,,,,,,,,,
374,12_C_63_02,ATP_C_63_Malaguru,Seegipalli,,,,0,,,,,,,,,,,,,,
375,12_C_63_02,ATP_C_63_Malaguru,Beechiganipalli,,,,0,,,,,,,,,,,,,,
376,12_C_63_02,ATP_C_63_Malaguru,Utakuru,,,,0,,,,,,,,,,,,,,
377,12_C_63_02,ATP_C_63_Malaguru,Sagameswarampalli,,,,0,,,,,,,,,,,,,,
378,12_C_63_02,ATP_C_63_Malaguru,Kethaganicheruvu,,,,0,,,,,,,,,,,,,,
379,12_C_63_02,ATP_C_63_Malaguru,Nadimipalli,,,,0,,,,,,,,,,,,,,
380,12_C_63_02,ATP_C_63_Malaguru,Chalivendula,,,,0,,,,,,,,,,,,,,
381,12_C_63_02,ATP_C_63_Malaguru,Maluguru,,,,0,,,,,,,,,,,,,,
382,12_C_63_02,ATP_C_63_Malaguru,Manesamudram,,,,0,,,,,,,,,,,,,,
383,12_C_63_02,ATP_C_63_Malaguru,Kondur,,,,0,,,,,,,,,,,,,,
384,12_C_63_09,ATP_C_63_Parigi,Vittapalli,,0,,0,,,,,,,,,,,,,,
385,12_C_63_09,ATP_C_63_Parigi,Sho. Beerepalli,,5,,5,,,,,,,,,,,,,,
386,12_C_63_09,ATP_C_63_Parigi,Sirekolam,,0,,0,,,,,,,,,,,,,,
387,12_C_63_09,ATP_C_63_Parigi,Parigi,,0,,0,,,,,,,,,,,,,,
388,12_C_63_09,ATP_C_63_Parigi,Yerragunta,,0,,0,,,,,,,,,,,,,,
389,12_C_63_09,ATP_C_63_Parigi,Sasanakota,,0,,0,,,,,,,,,,,,,,
390,12_C_63_09,ATP_C_63_Parigi,Kodiganahalli,,0,,0,,,,,,,,,,,,,,
391,12_C_63_09,ATP_C_63_Parigi,Moda,,0,,0,,,,,,,,,,,,,,
392,12_C_63_09,ATP_C_63_Parigi,Bandarlapalli,,0,,0,,,,,,,,,,,,,,
393,12_C_63_09,ATP_C_63_Parigi,Bevinahalli,,0,,0,,,,,,,,,,,,,,
394,12_C_63_09,ATP_C_63_Parigi,Nakkalapalli,,0,,0,,,,,,,,,,,,,,
395,12_C_63_09,ATP_C_63_Parigi,Chowluru,,0,,0,,,,,,,,,,,,,,
396,12_C_63_09,ATP_C_63_Parigi,Manuru,,0,,0,,,,,,,,,,,,,,
397,12_C_63_09,ATP_C_63_Parigi,Kallumarri,,0,,0,,,,,,,,,,,,,,
398,12_C_63_09,ATP_C_63_Parigi,C. Kodigepalli,,0,,0,,,,,,,,,,,,,,
399,12_C_63_09,ATP_C_63_Parigi,Tirumaladevarapalli,,0,,0,,,,,,,,,,,,,,
400,12_C_63_11,ATP_C_63_Roddam,Reddipalli,,,,0,,,,,,,,,,,,,,
401,12_C_63_11,ATP_C_63_Roddam,Dodagatta,,,,0,,,,,,,,,,,,,,
402,12_C_63_11,ATP_C_63_Roddam,Roddam,,,,0,,,,,,,,,,,,,,
403,12_C_63_54,ATP_C_63_Somandepalli,Adadakulapalli,,,,0,,,,,,,,,,,,,,
404,12_C_63_55,ATP_C_63_Somandepalli,Mavaturu,,,,0,,,,,,,,,,,,,,
405,12_C_63_56,ATP_C_63_Somandepalli,Nagaluru,,,,0,,,,,,,,,,,,,,
406,12_C_63_57,ATP_C_63_Somandepalli,Bokkasampalli,,,,0,,,,,,,,,,,,,,
407,12_C_63_58,ATP_C_63_Somandepalli,Venkatampuram,,,,0,,,,,,,,,,,,,,
408,12_C_63_59,ATP_C_63_Somandepalli,Turakalapatnam,,,,0,,,,,,,,,,,,,,
409,12_C_63_60,ATP_C_63_Somandepalli,Peddipalli,,,,0,,,,,,,,,,,,,,
410,12_C_63_61,ATP_C_63_Somandepalli,Sanipalli,,,,0,,,,,,,,,,,,,,
411,12_C_63_62,ATP_C_63_Somandepalli,Cholemarri,,,,0,,,,,,,,,,,,,,
412,12_C_63_63,ATP_C_63_Somandepalli,Mandli,,,,0,,,,,,,,,,,,,,
413,12_C_63_64,ATP_C_63_Somandepalli,Challapalli,,,,0,,,,,,,,,,,,,,
414,12_C_63_65,ATP_C_63_Somandepalli,Chennapuram,,,,0,,,,,,,,,,,,,,
415,12_C_63_66,ATP_C_63_Somandepalli,Magecheruvu,,,,0,,,,,,,,,,,,,,
416,12_C_63_67,ATP_C_63_Somandepalli,Kothapalli,,,,0,,,,,,,,,,,,,,
417,12_C_63_68,ATP_C_63_Somandepalli,Tungodu,,,,0,,,,,,,,,,,,,,
418,12_C_63_69,ATP_C_63_Somandepalli,Pandiparthi,,,,0,,,,,,,,,,,,,,
419,12_C_63_70,ATP_C_63_Somandepalli,Brahmanapalli,,,,0,,,,,,,,,,,,,,
420,12_C_63_71,ATP_C_63_Somandepalli,Julukunta,,,,0,,,,,,,,,,,,,,
421,12_C_63_72,ATP_C_63_Somandepalli,Chalakuru,,,,0,,,,,,,,,,,,,,
422,12_C_63_73,ATP_C_63_Somandepalli,Brahmasamudram,,,,0,,,,,,,,,,,,,,
423,12_C_63_74,ATP_C_63_Somandepalli,Gudipalli,,,,0,,,,,,,,,,,,,,
424,12_C_63_75,ATP_C_63_Somandepalli,EdulaBalapuram,,,,0,,,,,,,,,,,,,,
425,12_C_63_73,ATP_C_63_Somandepalli,Velidadakala,,,,0,,,,,,,,,,,,,,
426,12_C_64_18,ATP_C_64_Amidala,C.Musturu,,,,0,,,,,,,,,,,,,,
427,12_C_64_18,ATP_C_64_Amidala,P.Ahobilam,,,,0,,,,,,,,,,,,,,
428,12_C_64_18,ATP_C_64_Amidala,Mopidi,,,,0,,,,,,,,,,,,,,
429,12_C_64_18,ATP_C_64_Amidala,Amidala,,,,0,,,,,,,,,,,,,,
430,12_C_64_18,ATP_C_64_Amidala,Raketla,,,,0,,,,,,,,,,,,,,
431,12_C_64_18,ATP_C_64_Amidala,Mylarampalli,,,,0,,,,,,,,,,,,,,
432,12_C_64_18,ATP_C_64_Amidala,P.Koukuntla,,,,0,,,,,,,,,,,,,,
433,12_C_64_18,ATP_C_64_Amidala,Y.Rampuram,,,,0,,,,,,,,,,,,,,
434,12_C_64_04,ATP_C_46_Enumuladoddi,K.N.Palyam,,,,0,,,,,,,,,,,,,,
435,12_C_64_04,ATP_C_46_Enumuladoddi,R.Ananthapuram,,,,0,,,,,,,,,,,,,,
436,12_C_64_04,ATP_C_46_Enumuladoddi,Rallapalli,,,,0,,,,,,,,,,,,,,
437,12_C_64_04,ATP_C_46_Enumuladoddi,Kambadur,,,,0,,,,,,,,,,,,,,
438,12_C_64_04,ATP_C_46_Enumuladoddi,Thimmapuram,,,,0,,,,,,,,,,,,,,
439,12_C_64_04,ATP_C_46_Enumuladoddi,Chennampalli,,,,0,,,,,,,,,,,,,,
440,12_C_64_04,ATP_C_46_Enumuladoddi,Kurakulapalli,,,,0,,,,,,,,,,,,,,
441,12_C_64_04,ATP_C_46_Enumuladoddi,Kariganipalli,,,,0,,,,,,,,,,,,,,
442,12_C_64_04,ATP_C_46_Enumuladoddi,Yenumuladoddi,,,,0,,,,,,,,,,,,,,
443,12_C_64_04,ATP_C_46_Enumuladoddi,Mallapuram,,,,0,,,,,,,,,,,,,,
444,12_C_64_04,ATP_C_46_Enumuladoddi,Bestarapalli,,,,0,,,,,,,,,,,,,,
445,12_C_64_04,ATP_C_64_Golla,Ankampalli,,,,0,,,,,,,,,,,,,,
446,12_C_64_04,ATP_C_64_Golla,Konampalli,,,,0,,,,,,,,,,,,,,
447,12_C_64_04,ATP_C_64_Golla,Kaluvapalli,,,,0,,,,,,,,,,,,,,
448,12_C_64_05,ATP_C_64_Golla,Golla,,,,0,,,,,,,,,,,,,,
449,12_C_64_04,ATP_C_64_Korrakodu,Korrakodu,,,,0,,,,,,,,,,,,,,
450,12_C_64_04,ATP_C_64_Korrakodu,Jayapuram,,,,0,,,,,,,,,,,,,,
451,12_C_64_04,ATP_C_64_Korrakodu,Budigumma,,,,0,,,,,,,,,,,,,,
452,12_C_64_04,ATP_C_64_M.C. Palli,Makkinavaripalli,,,,0,,,,,,,,,,,,,,
453,12_C_64_04,ATP_C_64_M.C. Palli,Kondapuram,,,,0,,,,,,,,,,,,,,
454,12_C_64_04,ATP_C_64_M.C. Palli,M.C.Palli,,,,0,,,,,,,,,,,,,,
455,12_C_64_05,ATP_C_64_Manirevu,M.M.Halli,,,,0,,,,,,,,,,,,,,
456,12_C_64_05,ATP_C_64_Manirevu,Manirevu,,,,0,,,,,,,,,,,,,,
457,12_C_64_34,ATP_C_64_Mulakanur,Mulakanur,,,,0,,,,,,,,,,,,,,
458,12_C_64_34,ATP_C_64_Mulakanur,Pallur,,,,0,,,,,,,,,,,,,,
459,12_C_64_34,ATP_C_64_Mulakanur,Ramapuram,,,,0,,,,,,,,,,,,,,
460,12_C_64_34,ATP_C_64_Mulakanur,Karthanaparthi,,,,0,,,,,,,,,,,,,,
461,12_C_64_34,ATP_C_64_Mulakanur,Gulyam,,,,0,,,,,,,,,,,,,,
462,12_C_64_34,ATP_C_64_Mulakanur,Badrahalli,,,,0,,,,,,,,,,,,,,
463,12_C_64_01,ATP_C_64_Nutimadugu,Maddalacheruvu,,,,0,,,,,,,,,,,,,,
464,12_C_64_01,ATP_C_64_Nutimadugu,Nutimadugu,,,,0,,,,,,,,,,,,,,
465,12_C_64_01,ATP_C_64_Nutimadugu,Thimmasamudram,,,,0,,,,,,,,,,,,,,
466,12_C_64_01,ATP_C_64_Nutimadugu,Peruru,,,,0,,,,,,,,,,,,,,
467,12_C_64_14,ATP_C_64_Palavai,Muddinayanipalli,,,,0,,,,,,,,,,,,,,
468,12_C_64_14,ATP_C_64_Palavai,Varli,,,,0,,,,,,,,,,,,,,
469,12_C_64_14,ATP_C_64_Palavai,East Kodipalli,,,,0,,,,,,,,,,,,,,
470,12_C_64_14,ATP_C_64_Palavai,Garudapuram,,,,0,,,,,,,,,,,,,,
471,12_C_64_14,ATP_C_64_Palavai,Kurubarahalli,,,,0,,,,,,,,,,,,,,
472,12_C_64_14,ATP_C_64_Palavai,Palavoy,,,,0,,,,,,,,,,,,,,
473,12_C_64_14,ATP_C_64_Palavai,Duradakunta,,,,0,,,,,,,,,,,,,,
474,12_C_64_14,ATP_C_64_Palavai,Mudigallu,,,,0,,,,,,,,,,,,,,
475,12_C_64_22,ATP_C_64_Ramapuram,P.C.Pyadili,,,,0,,,,,,,,,,,,,,
476,12_C_64_22,ATP_C_64_Ramapuram,venkatampalle,,,,0,,,,,,,,,,,,,,
477,12_C_64_22,ATP_C_64_Ramapuram,J.Ramapuram,,,,0,,,,,,,,,,,,,,
478,12_C_64_22,ATP_C_64_Ramapuram,Lathavaram,,,,0,,,,,,,,,,,,,,
479,12_C_64_22,ATP_C_64_Ramapuram,Shaiksanipalli,,,,0,,,,,,,,,,,,,,
480,12_C_64_22,ATP_C_64_Ramapuram,Konapuram,,,,0,,,,,,,,,,,,,,
481,12_C_64_22,ATP_C_64_Ramapuram,Racherla,,,,0,,,,,,,,,,,,,,
482,12_C_64_01,ATP_C_64_Udiripikonda,udipirikonda,,,,0,,,,,,,,,,,,,,
483,12_C_64_01,ATP_C_64_Udiripikonda,Marutla,,,,0,,,,,,,,,,,,,,
484,12_C_64_01,ATP_C_64_Udiripikonda,Kalagallu,,,,0,,,,,,,,,,,,,,
485,12_C_65_07,ATP_C_65_Alluru,Talaricheruvu,,,,0,,,,,,,,,,,,,,
486,12_C_65_07,ATP_C_65_Alluru,Velamakur,,,,0,,,,,,,,,,,,,,
487,12_C_65_07,ATP_C_65_Alluru,Alur,,,,0,,,,,,,,,,,,,,
488,12_C_65_07,ATP_C_65_Alluru,Sajjaladinne,,2,,2,,,,,,,,,,,,,,
489,12_C_65_07,ATP_C_65_Alluru,Bodaipalli,,8,,8,,,,,,,,,,,,,,
490,12_C_65_08,ATP_C_65_Gudipadu,Brahmanapalli,,,,0,,,,,,,,,,,,,,
491,12_C_65_08,ATP_C_65_Gudipadu,Venkatampalli,,,,0,,,,,,,,,,,,,,
492,12_C_65_08,ATP_C_65_Gudipadu,Kavetisamudram,,,,0,,,,,,,,,,,,,,
493,12_C_65_08,ATP_C_65_Gudipadu,Chukkaluru,,,,0,,,,,,,,,,,,,,
494,12_C_65_08,ATP_C_65_Gudipadu,Puliproddatur,,,,0,,,,,,,,,,,,,,
495,12_C_65_08,ATP_C_65_Gudipadu,Gangadevipalli,,,,0,,,,,,,,,,,,,,
496,12_C_65_08,ATP_C_65_Gudipadu,Obulapuram,,,,0,,,,,,,,,,,,,,
497,12_C_65_08,ATP_C_65_Gudipadu,Konauppalapadu,,,,0,,,,,,,,,,,,,,
498,12_C_65_08,ATP_C_65_Gudipadu,Kamalapadu,,1,,1,,,,,,,,,,,,,,
499,12_C_65_08,ATP_C_65_Gudipadu,Kundanakota,,,,0,,,,,,,,,,,,,,
500,12_C_65_08,ATP_C_65_Gudipadu,Gudipadu,,,,0,,,,,,,,,,,,,,
501,12_C_65_08,ATP_C_65_Gudipadu,Nittoor,,,,0,,,,,,,,,,,,,,
502,12_C_65_08,ATP_C_65_Gudipadu,Bhogasamudram,,5,,5,,,,,,,,,,,,,,
503,12_C_65_13,ATP_C_65_Igaduru,Thimmapuram,,,,0,,,,,,,,,,,,,,
504,12_C_65_13,ATP_C_65_Igaduru,Juturu,,,,0,,,,,,,,,,,,,,
505,12_C_65_13,ATP_C_65_Igaduru,Iguduru,,,,0,,,,,,,,,,,,,,
506,12_C_65_13,ATP_C_65_Igaduru,Seetharampuram,,,,0,,,,,,,,,,,,,,
507,12_C_65_05,ATP_C_65_Kristipadu,Thondapadu,,,,0,,,,,,,,,,,,,,
508,12_C_65_05,ATP_C_65_Kristipadu,Jakkalacheruvu,,,,0,,,,,,,,,,,,,,
509,12_C_65_05,ATP_C_65_Kristipadu,Appecherla,,,,0,,,,,,,,,,,,,,
510,12_C_65_05,ATP_C_65_Kristipadu,Kristipadu,,,,0,,,,,,,,,,,,,,
511,12_C_65_05,ATP_C_65_Kristipadu,Muppalagutty,,,,0,,,,,,,,,,,,,,
512,12_C_65_05,ATP_C_65_Kristipadu,Mallenipalli,,,,0,,,,,,,,,,,,,,
513,12_C_65_05,ATP_C_65_Kristipadu,Rayalacheruvu,,2,,2,,,,,,,,,,,,,,
514,12_C_65_05,ATP_C_65_Kristipadu,Chandana,,,,0,,,,,,,,,,,,,,
