,,,,CA,NCA,PQA,,,,,,,,,,,,,,,
,,,,Industrial,Industrial,Industrial,,,,,,,,,,,,,,,
Sr.no,Watershed code,GW watershed name,village name,Industrial Wells,Industrial Wells,Industrial Wells,Total,,,,,,,,,,,,,,
780,12_C_67_15,ATP_C_69_Kokkanti,Edurudona,,,,0,,,,,,,,,,,,,,
781,12_C_67_15,ATP_C_69_Kokkanti,Diguvamandlapalli,,,,0,,,,,,,,,,,,,,
782,12_C_67_15,ATP_C_69_Kokkanti,Kokkanti,,,,0,,,,,,,,,,,,,,
783,12_C_67_15,ATP_C_69_Kokkanti,Korthikota,,,,0,,,,,,,,,,,,,,
784,12_C_67_15,ATP_C_69_Kokkanti,Maddinayanipalem,,,,0,,,,,,,,,,,,,,
785,12_C_67_15,ATP_C_69_Kokkanti,Agraharampalle,,,,0,,,,,,,,,,,,,,
786,12_C_67_15,ATP_C_69_Kokkanti,T.Sadam,,,,0,,,,,,,,,,,,,,
787,12_C_67_15,ATP_C_69_Kokkanti,Balasamudram,,,,0,,,,,,,,,,,,,,
788,12_C_67_15,ATP_C_69_Kokkanti,Tavalam,,,,0,,,,,,,,,,,,,,
789,12_C_67_15,ATP_C_69_Kokkanti,Oravoy,,,,0,,,,,,,,,,,,,,
790,12_C_69_04,ATP_C_69_N.P. Kunta,Vankamaddi,,,,0,,,,,,,,,,,,,,
791,12_C_69_04,ATP_C_69_N.P. Kunta,Dhaniyanicheruvu,,,,0,,,,,,,,,,,,,,
792,12_C_69_04,ATP_C_69_N.P. Kunta,Mudupulajuvi,,,,0,,,,,,,,,,,,,,
793,12_C_69_04,ATP_C_69_N.P. Kunta,Mekalacheruvu,,,,0,,,,,,,,,,,,,,
794,12_C_69_04,ATP_C_69_N.P. Kunta,Gootibylu,,,,0,,,,,,,,,,,,,,
795,12_C_69_04,ATP_C_69_N.P. Kunta,Gandlapenta,,,,0,,,,,,,,,,,,,,
796,12_C_69_04,ATP_C_69_N.P. Kunta,Jeenulakunta,,,,0,,,,,,,,,,,,,,
797,12_C_69_04,ATP_C_69_N.P. Kunta,Veparala,,,,0,,,,,,,,,,,,,,
798,12_C_69_04,ATP_C_69_N.P. Kunta,Kurumamidi,,,,0,,,,,,,,,,,,,,
799,12_C_69_04,ATP_C_69_N.P. Kunta,Chamalagondi,,,,0,,,,,,,,,,,,,,
800,12_C_69_04,ATP_C_69_N.P. Kunta,Somayajulapalli,,,,0,,,,,,,,,,,,,,
801,12_C_69_04,ATP_C_69_N.P. Kunta,Chamachenubylu,,,,0,,,,,,,,,,,,,,
802,12_C_69_04,ATP_C_69_N.P. Kunta,N.P.Kunta,,,,0,,,,,,,,,,,,,,
803,12_C_69_04,ATP_C_69_N.P. Kunta,Malameedapalli,,,,0,,,,,,,,,,,,,,
804,12_C_69_04,ATP_C_69_N.P. Kunta,Marrikommadinne,,,,0,,,,,,,,,,,,,,
805,12_C_69_05,ATP_C_69_N.P. Kunta,Maduguvanigondi,,,,0,,,,,,,,,,,,,,
806,12_C_69_11,ATP_C_69_Pedaballi,Pedaballi,,,,0,,,,,,,,,,,,,,
807,12_C_69_11,ATP_C_69_Pedaballi,Pedaballikothapalle,,,,0,,,,,,,,,,,,,,
808,12_C_69_01,ATP_C_69_Velichalamala,Puligundlapalli,,,,0,,,,,,,,,,,,,,
809,12_C_69_01,ATP_C_69_Velichalamala,Velichelamala,,,,0,,,,,,,,,,,,,,
810,12_C_69_01,ATP_C_69_Velichalamala,Gowkanapalli,,,,0,,,,,,,,,,,,,,
811,12_C_69_01,ATP_C_69_Velichalamala,Thummalabylu,,,,0,,,,,,,,,,,,,,
812,12_D_46_08,ATP_D_46_Agali,Ravudi,,,,0,,,,,,,,,,,,,,
813,12_D_46_08,ATP_D_46_Agali,Inagaluru,,,,0,,,,,,,,,,,,,,
814,12_D_46_08,ATP_D_46_Agali,Akkaladevarahalli,,,,0,,,,,,,,,,,,,,
815,12_D_46_08,ATP_D_46_Agali,Narasambudi,,,,0,,,,,,,,,,,,,,
816,12_D_46_08,ATP_D_46_Agali,Madhudi,,1,,1,,,,,,,,,,,,,,
817,12_D_46_08,ATP_D_46_Agali,P.Byadega,,,,0,,,,,,,,,,,,,,
818,12_D_46_08,ATP_D_46_Agali,H.D.Halli,,,,0,,,,,,,,,,,,,,
819,12_D_46_08,ATP_D_46_Agali,Agali,,,,0,,,,,,,,,,,,,,
820,12_D_46_08,ATP_D_46_Agali,Kodihalli,,,,0,,,,,,,,,,,,,,
821,12_D_46_08,ATP_D_46_Agali,M.Rayapuram,,,,0,,,,,,,,,,,,,,
822,12_D_46_08,ATP_D_46_Agali,Rolla,,,,0,,,,,,,,,,,,,,
823,12_D_46_08,ATP_D_46_Agali,Thumbinakunta,,,,0,,,,,,,,,,,,,,
824,12_D_46_08,ATP_D_46_Agali,Ratnagiri,,,,0,,,,,,,,,,,,,,
825,12_D_46_08,ATP_D_46_Agali,Kaki,,,,0,,,,,,,,,,,,,,
826,12_D_46_08,ATP_D_46_Agali,Dodderi,,,,0,,,,,,,,,,,,,,
827,12_D_46_61,ATP_D_46_Amarapuram,Valasa,,,,0,,,,,,,,,,,,,,
828,12_D_46_61,ATP_D_46_Amarapuram,Thammadehalli,,,,0,,,,,,,,,,,,,,
829,12_D_46_61,ATP_D_46_Amarapuram,Amarapuram,,,,0,,,,,,,,,,,,,,
830,12_D_46_61,ATP_D_46_Amarapuram,Halakuru,,,,0,,,,,,,,,,,,,,
831,12_D_46_02,ATP_D_B.G. Halli,Rallapalli,,,,0,,,,,,,,,,,,,,
832,12_D_46_02,ATP_D_B.G. Halli,Kekathi,,,,0,,,,,,,,,,,,,,
833,12_D_46_02,ATP_D_B.G. Halli,Gudibanda,,,,0,,,,,,,,,,,,,,
834,12_D_46_02,ATP_D_B.G. Halli,Muthukuru,,,,0,,,,,,,,,,,,,,
835,12_D_46_02,ATP_D_B.G. Halli,Mandalahalli,,,,0,,,,,,,,,,,,,,
836,12_D_46_02,ATP_D_B.G. Halli,Konkallu,,,,0,,,,,,,,,,,,,,
837,12_D_46_02,ATP_D_B.G. Halli,Rayapuram,,,,0,,,,,,,,,,,,,,
838,12_D_46_02,ATP_D_B.G. Halli,Bommagundanahalli,,,,0,,,,,,,,,,,,,,
839,12_D_46_02,ATP_D_B.G. Halli,Morubagal,,,,0,,,,,,,,,,,,,,
840,12_D_46_02,ATP_D_B.G. Halli,Gunimorubal,,,,0,,,,,,,,,,,,,,
841,12_D_46_09,ATP_D_46_Basavanahalli,Nidragatta,,,,0,,,,,,,,,,,,,,
842,12_D_46_09,ATP_D_46_Basavanahalli,Hemavathi,,,,0,,,,,,,,,,,,,,
843,12_D_46_09,ATP_D_46_Basavanahalli,Sivaram,,,,0,,,,,,,,,,,,,,
844,12_D_46_09,ATP_D_46_Basavanahalli,Veerabommanahalli,,,,0,,,,,,,,,,,,,,
845,12_D_46_09,ATP_D_46_Basavanahalli,Basavanahalli,,,,0,,,,,,,,,,,,,,
846,12_D_46_09,ATP_D_46_Basavanahalli,Kummaranagepalli,,,,0,,,,,,,,,,,,,,
847,12_D_46_09,ATP_D_46_Basavanahalli,Karikera,,,,0,,,,,,,,,,,,,,
848,12_D_46_09,ATP_D_46_Basavanahalli,Chigathurpi,,,,0,,,,,,,,,,,,,,
849,12_D_46_03,ATP_D_46_Beluguppa,Sree Rangapuram,,,,0,,,,,,,,,,,,,,
850,12_D_46_03,ATP_D_46_Beluguppa,Beluguppa,,,,0,,,,,,,,,,,,,,
851,12_D_46_03,ATP_D_46_Beluguppa,Thagguparthi,,,,0,,,,,,,,,,,,,,
852,12_D_46_03,ATP_D_46_Beluguppa,Yerragudi,,,,0,,,,,,,,,,,,,,
853,12_D_46_03,ATP_D_46_Beluguppa,Avulanne,,,,0,,,,,,,,,,,,,,
854,12_D_46_03,ATP_D_46_Beluguppa,Siripi,,,,0,,,,,,,,,,,,,,
855,12_D_46_03,ATP_D_46_Beluguppa,Duddekunta,,,,0,,,,,,,,,,,,,,
856,12_D_46_03,ATP_D_46_Beluguppa,Gangavaram,,,,0,,,,,,,,,,,,,,
857,12_D_46_02,ATP_D_46_Beluguppa,Rachumarri,,,,0,,,,,,,,,,,,,,
858,12_D_46_03,ATP_D_46_Beluguppa,Kalekurthi,,,,0,,,,,,,,,,,,,,
859,12_D_46_03,ATP_D_46_Beluguppa,Hanakanahal,,,,0,,,,,,,,,,,,,,
860,12_D_46_11,ATP_D_46_Brahmasamudram,Kannepalli,,,,0,,,,,,,,,,,,,,
861,12_D_46_11,ATP_D_46_Brahmasamudram,Theetakal,,,,0,,,,,,,,,,,,,,
862,12_D_46_11,ATP_D_46_Brahmasamudram,Pillapalalli,,,,0,,,,,,,,,,,,,,
863,12_D_46_11,ATP_D_46_Brahmasamudram,Byrasamudram,,,,0,,,,,,,,,,,,,,
864,12_D_46_11,ATP_D_46_Brahmasamudram,Chalimenahalli,,,,0,,,,,,,,,,,,,,
865,12_D_46_11,ATP_D_46_Brahmasamudram,Vepulaparthi,,,,0,,,,,,,,,,,,,,
866,12_D_46_11,ATP_D_46_Brahmasamudram,Gundiganipalli,,,,0,,,,,,,,,,,,,,
867,12_D_46_11,ATP_D_46_Brahmasamudram,Byravanithippa,,,,0,,,,,,,,,,,,,,
868,12_D_46_11,ATP_D_46_Brahmasamudram,W.Kodipalli,,,,0,,,,,,,,,,,,,,
869,12_D_46_11,ATP_D_46_Brahmasamudram,Eradikera,,,,0,,,,,,,,,,,,,,
870,12_D_46_11,ATP_D_46_Brahmasamudram,N.Gundpalli,,,,0,,,,,,,,,,,,,,
871,12_D_46_11,ATP_D_46_Brahmasamudram,Narasapuram,,,,0,,,,,,,,,,,,,,
872,12_D_46_11,ATP_D_46_Brahmasamudram,Hulikal,,,,0,,,,,,,,,,,,,,
873,12_D_46_11,ATP_D_46_Brahmasamudram,Chapiri,,,,0,,,,,,,,,,,,,,
874,12_D_46_11,ATP_D_46_Brahmasamudram,Kalyandurg,,,,0,,,,,,,,,,,,,,
875,12_D_46_11,ATP_D_46_Brahmasamudram,Adavigollapalli,,,,0,,,,,,,,,,,,,,
876,12_D_46_11,ATP_D_46_Brahmasamudram,Yatakal,,,,0,,,,,,,,,,,,,,
877,12_D_46_11,ATP_D_46_Brahmasamudram,Brahmasamudram,,,,0,,,,,,,,,,,,,,
878,12_D_46_22,ATP_D_46_Kunduripi,Kundurpi,,,,0,,,,,,,,,,,,,,
879,12_D_46_22,ATP_D_46_Kunduripi,Malayanur,,,,0,,,,,,,,,,,,,,
880,12_D_46_22,ATP_D_46_Kunduripi,Nijavalli,,,,0,,,,,,,,,,,,,,
881,12_D_46_22,ATP_D_46_Kunduripi,Jambugumpala,,,,0,,,,,,,,,,,,,,
882,12_D_46_01,ATP_D_46_Settur,Settur,,,,0,,,,,,,,,,,,,,
883,12_D_46_01,ATP_D_46_Settur,Bachepalli,,,,0,,,,,,,,,,,,,,
884,12_D_46_01,ATP_D_46_Settur,Kanthanahalli,,,,0,,,,,,,,,,,,,,
885,12_D_46_01,ATP_D_46_Settur,Ayyagarlapalli,,,,0,,,,,,,,,,,,,,
886,12_D_46_01,ATP_D_46_Settur,Chintarlapalli,,,,0,,,,,,,,,,,,,,
887,12_D_46_01,ATP_D_46_Settur,Khairevu,,,,0,,,,,,,,,,,,,,
888,12_D_46_01,ATP_D_46_Settur,Lakshmampalli,,,,0,,,,,,,,,,,,,,
889,12_D_46_01,ATP_D_46_Settur,Yerrakondapuram,,,,0,,,,,,,,,,,,,,
890,12_D_46_01,ATP_D_46_Settur,Santhukondapuram,,,,0,,,,,,,,,,,,,,
891,12_C_ 66_04,ATP_C_66_Hampapuram,Gangulakunta,,,,0,,,,,,,,,,,,,,
892,12_C_ 66_04,ATP_C_66_Hampapuram,Bommeparthy,,,,0,,,,,,,,,,,,,,
893,12_C_ 66_04,ATP_C_66_Hampapuram,Hampapuram,,,,0,,,,,,,,,,,,,,
894,12_C_ 66_04,ATP_C_66_Hampapuram,Gondireddipalli,,,,0,,,,,,,,,,,,,,
895,12_C_ 66_04,ATP_C_66_Hampapuram,Kandukur,,,,0,,,,,,,,,,,,,,
896,12_C_ 66_04,ATP_C_66_Hampapuram,Jangalapalle,,,,0,,,,,,,,,,,,,,
897,12_C_ 66_04,ATP_C_66_Hampapuram,Itikalapalli,,,,0,,,,,,,,,,,,,,
898,12_C_ 66_05,ATP_C_66_Hampapuram,Upparapalli,,,,0,,,,,,,,,,,,,,
899,12_C_ 66_06,ATP_C_66_Hampapuram,Rapthadu,,,,0,,,,,,,,,,,,,,
900,12_C_63_09,ATP_C_67_VonavoluG,Vanavolu,,,,0,,,,,,,,,,,,,,
901,12_C_63_09,ATP_C_67_VonavoluG,Jakkasamudram,,,,0,,,,,,,,,,,,,,
902,12_C_63_09,ATP_C_67_VonavoluG,Bynakuntapalli,,,,0,,,,,,,,,,,,,,
903,12_C_67_02,ATP_C_67_VonavoluG,Beedupalli,,,,0,,,,,,,,,,,,,,
904,12_C_67_02,ATP_C_67_VonavoluG,Brahmanapalli,,,,0,,,,,,,,,,,,,,
905,12_C_67_02,ATP_C_67_VonavoluG,Enumulapalli,,,,0,,,,,,,,,,,,,,
906,12_C_67_02,ATP_C_67_VonavoluG,Satarlapalli,,,,0,,,,,,,,,,,,,,
907,12_C_67_02,ATP_C_67_VonavoluG,Anagondapalem,,,,0,,,,,,,,,,,,,,
908,12_D_46_22,ATP_D_46_Appilepalli,Mulakaledu,,,,0,,,,,,,,,,,,,,
909,12_D_46_23,ATP_D_46_Appilepalli,Basapuram,,,,0,,,,,,,,,,,,,,
910,12_D_46_24,ATP_D_46_Appilepalli,Appilepalli,,,,0,,,,,,,,,,,,,,
911,12_C_67_05,ATP_C_67_Thippepalli,Allapalle,,,,0,,,,,,,,,,,,,,
912,12_C_67_05,ATP_C_67_Thippepalli,Thippepalle,,,,0,,,,,,,,,,,,,,
913,12_C_67_05,ATP_C_67_Thippepalli,M.Kothapalle,,,,0,,,,,,,,,,,,,,
914,12_C_67_05,ATP_C_67_Thippepalli,Enagaluru,,,,0,,,,,,,,,,,,,,
915,12_C_67_05,ATP_C_67_Thippepalli,Venkatapuram,,,,0,,,,,,,,,,,,,,
916,12_C_67_05,ATP_C_67_Thippepalli,O.D.Cheruvu,,,,0,,,,,,,,,,,,,,
917,12_C_67_05,ATP_C_67_Thippepalli,Sunnampalli,,,,0,,,,,,,,,,,,,,
918,12_C_67_05,ATP_C_67_Thippepalli,Tangedukunta,,,,0,,,,,,,,,,,,,,
919,12_C_67_05,ATP_C_67_Thippepalli,Arakabavipalli,,,,0,,,,,,,,,,,,,,
920,12_C_67_05,ATP_C_67_Thippepalli,S.Kuruvapalle,,,,0,,,,,,,,,,,,,,
921,12_C_67_05,ATP_C_67_Thippepalli,J.Kothapalli,,,,0,,,,,,,,,,,,,,
922,12_C_67_05,ATP_C_67_Thippepalli,Mohammadabad,,,,0,,,,,,,,,,,,,,
923,12_C_67_05,ATP_C_67_Thippepalli,Kassamudram,,,,0,,,,,,,,,,,,,,
924,12_C_66_07,ATP_C_66_Kurugunta,Goridindla,,,,0,,,,,,,,,,,,,,
925,12_C_66_07,ATP_C_66_Kurugunta,Sanapa,,,,0,,,,,,,,,,,,,,
926,12_C_66_07,ATP_C_66_Kurugunta,Madigubba,,,,0,,,,,,,,,,,,,,
927,12_C_66_07,ATP_C_66_Kurugunta,B.Yaleru,,,,0,,,,,,,,,,,,,,
928,12_C_66_07,ATP_C_66_Kurugunta,Thopudurthi,,,,0,,,,,,,,,,,,,,
929,12_C_66_07,ATP_C_66_Kurugunta,Kurugunta,,,,0,,,,,,,,,,,,,,
930,12_C_66_07,ATP_C_66_Kurugunta,Kamarupalli,,,,0,,,,,,,,,,,,,,
931,12_C_66_01,ATP_C_66_Thumucherla,Thumucherla,,,,0,,,,,,,,,,,,,,
932,12_C_66_01,ATP_C_66_Thumucherla,Tagarakunta,,,,0,,,,,,,,,,,,,,
933,12_C_66_01,ATP_C_66_Thumucherla,Narasampalli,,,,0,,,,,,,,,,,,,,
934,12_C_66_01,ATP_C_66_Thumucherla,Elakuntla,,,,0,,,,,,,,,,,,,,
935,12_C_66_01,ATP_C_66_Thumucherla,Palcherla,,,,0,,,,,,,,,,,,,,
936,12_C_66_01,ATP_C_66_Thumucherla,Gandlaparthy,,,,0,,,,,,,,,,,,,,
937,12_C_66_02,ATP_C_66_Vaddupalli,P. Yelaru,,,,0,,,,,,,,,,,,,,
938,12_C_66_02,ATP_C_66_Vaddupalli,Talupuru,,,,0,,,,,,,,,,,,,,
939,12_C_66_02,ATP_C_66_Vaddupalli,Gollapalle,,,,0,,,,,,,,,,,,,,
940,12_C_66_02,ATP_C_66_Vaddupalli,Sajjalakalva,,,,0,,,,,,,,,,,,,,
941,12_C_66_02,ATP_C_66_Vaddupalli,Papampeta,,,,0,,,,,,,,,,,,,,
942,12_C_66_02,ATP_C_66_Vaddupalli,Rachanapalli,,,,0,,,,,,,,,,,,,,
943,12_C_66_02,ATP_C_66_Vaddupalli,Brahmanapalle,,,,0,,,,,,,,,,,,,,
944,12_C_66_02,ATP_C_66_Vaddupalli,Kammuru,,,,0,,,,,,,,,,,,,,
945,12_C_66_02,ATP_C_66_Vaddupalli,Gotukuru,,1,,1,,,,,,,,,,,,,,
946,12_C_66_02,ATP_C_66_Vaddupalli,Kuderu,,1,,1,,,,,,,,,,,,,,
947,12_C_66_02,ATP_C_66_Vaddupalli,Ipperu,,,,0,,,,,,,,,,,,,,
948,12_C_66_02,ATP_C_66_Vaddupalli,Cholasamudram,,,,0,,,,,,,,,,,,,,
949,12_C_66_02,ATP_C_66_Vaddupalli,Atmakur,,,,0,,,,,,,,,,,,,,
950,12_C_66_02,ATP_C_66_Vaddupalli,Thimmapuram,,,,0,,,,,,,,,,,,,,
951,12_C_67_14,ATP_C_67_Dorigallu,P.C.Revu,,,,0,,,,,,,,,,,,,,
952,12_C_67_14,ATP_C_67_Dorigallu,Uppalapadu,,,,0,,,,,,,,,,,,,,
953,12_C_67_14,ATP_C_67_Dorigallu,Dorigallu,,,,0,,,,,,,,,,,,,,
954,12_C_67_14,ATP_C_67_Dorigallu,Kodavandlapalli,,,,0,,,,,,,,,,,,,,
955,12_C_67_14,ATP_C_67_Dorigallu,Marthadu,,,,0,,,,,,,,,,,,,,
956,12_C_67_14,ATP_C_67_Dorigallu,S.Bandlapalli,,,,0,,,,,,,,,,,,,,
957,12_C_67_14,ATP_C_67_Dorigallu,Gandlavallapalli,,,,0,,,,,,,,,,,,,,
958,12_C_67_14,ATP_C_67_Dorigallu,Yellareddypalli,,,,0,,,,,,,,,,,,,,
959,12_C_67_14,ATP_C_67_Dorigallu,Thimmanayanipalyam,,,,0,,,,,,,,,,,,,,
960,12_C_67_14,ATP_C_67_Dorigallu,Mallepalli,,,,0,,,,,,,,,,,,,,
961,12_C_67_14,ATP_C_67_Dorigallu,Tappetavaripalli,,,,0,,,,,,,,,,,,,,
962,12_C_67_14,ATP_C_67_Dorigallu,Kondaguttpalli,,,,0,,,,,,,,,,,,,,
963,12_C_67_14,ATP_C_67_Dorigallu,Devaaragudipalli,,,,0,,,,,,,,,,,,,,
964,12_C_67_14,ATP_C_67_Dorigallu,Lakkasamudram,,,,0,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
