,,,,Command Area,,Non command Area,,Poor quality area,,
,,,,Residential,,Residential,,Residential,,
Sr.no,Watershed code,GW watershed name,village name,DWDW/HP,DW PWS,DWDW/HP,DW PWS,DWDW/HP,DW PWS,Total
262,12_D_46_16,ATP_D_46_Sollapuram,Meenahalli,0,0,1,1,,,2
263,12_D_46_16,ATP_D_46_Sollapuram,Garudachedu,0,0,5,8,,,13
264,12_D_46_16,ATP_D_46_Sollapuram,Thumbiganur,1,0,0,0,,,1
265,12_D_46_16,ATP_D_46_Sollapuram,N.Hanumapuram,0,0,2,3,,,5
266,12_D_46_16,ATP_D_46_Sollapuram,Sollapuram,0,0,5,4,,,9
267,12_D_46_16,ATP_D_46_Sollapuram,Malyam,0,0,4,0,,,4
268,12_D_46_03,ATP_D_46_Uravakonda,Budagavi,0,0,0,11,,,11
269,12_D_46_03,ATP_D_46_Uravakonda,Veligonda,0,0,0,12,,,12
270,12_D_46_03,ATP_D_46_Uravakonda,Raenimakulapalli,0,0,0,5,,,5
271,12_D_46_03,ATP_D_46_Uravakonda,Rayampalli,6,11,6,1,,,24
272,12_D_46_03,ATP_D_46_Uravakonda,Nerimetla,3,9,3,1,,,16
273,12_D_46_03,ATP_D_46_Uravakonda,Nimbagallu,0,0,0,9,,,9
274,12_D_46_03,ATP_D_46_Uravakonda,Indravathi,0,0,0,13,,,13
275,12_D_46_03,ATP_D_46_Uravakonda,Peddamusturu,0,0,0,14,,,14
276,12_D_46_03,ATP_D_46_Uravakonda,Uravakonda,0,0,0,117,,,117
277,12_D_46_03,ATP_D_46_Uravakonda,Chikalaguriki,0,0,0,13,,,13
278,12_D_46_03,ATP_D_46_Uravakonda,Undabanda,4,7,4,1,,,16
279,12_C_67_06,ATP_C_67_Yellanur,Yellanur,15,21,0,0,,,36
280,12_C_67_06,ATP_C_67_Yellanur,Vennapusapalli,14,16,0,0,,,30
281,12_C_67_06,ATP_C_67_Yellanur,Kodumurthi,0,0,2,1,,,3
282,12_C_67_06,ATP_C_67_Yellanur,Mallagundla,0,1,8,15,,,24
283,12_C_67_06,ATP_C_67_Yellanur,Kalluru,11,4,0,0,,,15
284,12_C_67_06,ATP_C_67_Yellanur,Goddumarri,0,0,14,4,,,18
285,12_C_67_06,ATP_C_67_Yellanur,Singavaram,5,5,0,0,,,10
286,12_C_65_20,ATP_C_65_Tadipatri,Challavaripalli,0,0,1,4,,,5
287,12_C_65_21,ATP_C_65_Tadipatri,Jambulapadu,0,0,1,1,,,2
288,12_C_65_22,ATP_C_65_Tadipatri,Hussenapuram,0,0,5,6,,,11
289,12_C_65_23,ATP_C_65_Tadipatri,Veerapuram,0,0,8,10,,,18
