,,,,Command Area,,,,,,,,Non-Command Area,,,,,,,,Poor GW quality area,,,,,,,,,,,,,,,,,,,,,,
,,,,Irrigated,,,,,,,,Irrigated,,,,,,,,Irrigated,,,,,,,,,,,,,,,,,,,,,,
Sr.no,Watershed code,GW watershed name,village name,DW,DW PS,BW,STW,MTW,DTW,FP,Total,DW,DW PS,BW,STW,MTW,DTW,FP,Total,DW,DW PS,BW,STW,MTW,DTW,FP,Total,,,,,,,,,,,,,,,
486,12_C_65_07,ATP_C_65_Alluru,Velamakur,,,,,,,,0,,,160,,,,,160,,,,,,,,0,,,,,,,,,,,,,,,
487,12_C_65_07,ATP_C_65_Alluru,Alur,,,,,,,,0,,,202,,,,,202,,,,,,,,0,,,,,,,,,,,,,,,
488,12_C_65_07,ATP_C_65_Alluru,Sajjaladinne,,,,,,,,0,,,207,,,,,207,,,,,,,,0,,,,,,,,,,,,,,,
489,12_C_65_07,ATP_C_65_Alluru,Bodaipalli,,,,,,,,0,,,225,,,,,225,,,,,,,,0,,,,,,,,,,,,,,,
490,12_C_65_08,ATP_C_65_Gudipadu,Brahmanapalli,,,,,,,,0,,,148,,,,,148,,,,,,,,0,,,,,,,,,,,,,,,
491,12_C_65_08,ATP_C_65_Gudipadu,Venkatampalli,,,,,,,,0,,,59,,,,,59,,,,,,,,0,,,,,,,,,,,,,,,
492,12_C_65_08,ATP_C_65_Gudipadu,Kavetisamudram,,,,,,,,0,,,85,,,,,85,,,,,,,,0,,,,,,,,,,,,,,,
493,12_C_65_08,ATP_C_65_Gudipadu,Chukkaluru,,,,,,,,0,,,387,,,,,387,,,,,,,,0,,,,,,,,,,,,,,,
494,12_C_65_08,ATP_C_65_Gudipadu,Puliproddatur,,,,,,,,0,,,62,,,,,62,,,,,,,,0,,,,,,,,,,,,,,,
495,12_C_65_08,ATP_C_65_Gudipadu,Gangadevipalli,,,,,,,,0,,,38,,,,,38,,,,,,,,0,,,,,,,,,,,,,,,
496,12_C_65_08,ATP_C_65_Gudipadu,Obulapuram,,,,,,,,0,,,91,,,,,91,,,,,,,,0,,,,,,,,,,,,,,,
497,12_C_65_08,ATP_C_65_Gudipadu,Konauppalapadu,,,,,,,,0,,,253,,,,,253,,,,,,,,0,,,,,,,,,,,,,,,
498,12_C_65_08,ATP_C_65_Gudipadu,Kamalapadu,,,,,,,,0,,,157,,,,,157,,,,,,,,0,,,,,,,,,,,,,,,
499,12_C_65_08,ATP_C_65_Gudipadu,Kundanakota,,,,,,,,0,,,4,,,,,4,,,,,,,,0,,,,,,,,,,,,,,,
500,12_C_65_08,ATP_C_65_Gudipadu,Gudipadu,,,,,,,,0,,,142,,,,,142,,,,,,,,0,,,,,,,,,,,,,,,
501,12_C_65_08,ATP_C_65_Gudipadu,Nittoor,,,,,,,,0,,,211,,,,,211,,,,,,,,0,,,,,,,,,,,,,,,
502,12_C_65_08,ATP_C_65_Gudipadu,Bhogasamudram,,,,,,,,0,,,197,,,,,197,,,,,,,,0,,,,,,,,,,,,,,,
503,12_C_65_13,ATP_C_65_Igaduru,Thimmapuram,,,,,,,,0,,,3,,,,,3,,,,,,,,0,,,,,,,,,,,,,,,
504,12_C_65_13,ATP_C_65_Igaduru,Juturu,,,,,,,,0,,,284,,,,,284,,,,,,,,0,,,,,,,,,,,,,,,
505,12_C_65_13,ATP_C_65_Igaduru,Iguduru,,,,,,,,0,,,133,,,,,133,,,,,,,,0,,,,,,,,,,,,,,,
506,12_C_65_13,ATP_C_65_Igaduru,Seetharampuram,,,,,,,,0,,,31,,,,,31,,,,,,,,0,,,,,,,,,,,,,,,
507,12_C_65_05,ATP_C_65_Kristipadu,Thondapadu,,,,,,,,0,,,151,,,,,151,,,,,,,,0,,,,,,,,,,,,,,,
508,12_C_65_05,ATP_C_65_Kristipadu,Jakkalacheruvu,,,,,,,,0,,,179,,,,,179,,,,,,,,0,,,,,,,,,,,,,,,
509,12_C_65_05,ATP_C_65_Kristipadu,Appecherla,,,,,,,,0,,,159,,,,,159,,,,,,,,0,,,,,,,,,,,,,,,
510,12_C_65_05,ATP_C_65_Kristipadu,Kristipadu,,,,,,,,0,,,339,,,,,339,,,,,,,,0,,,,,,,,,,,,,,,
511,12_C_65_05,ATP_C_65_Kristipadu,Muppalagutty,,,,,,,,0,,,26,,,,,26,,,,,,,,0,,,,,,,,,,,,,,,
512,12_C_65_05,ATP_C_65_Kristipadu,Mallenipalli,,,,,,,,0,,,17,,,,,17,,,,,,,,0,,,,,,,,,,,,,,,
513,12_C_65_05,ATP_C_65_Kristipadu,Rayalacheruvu,,,,,,,,0,,,366,,,,,366,,,,,,,,0,,,,,,,,,,,,,,,
514,12_C_65_05,ATP_C_65_Kristipadu,Chandana,,,,,,,,0,,,565,,,,,565,,,,,,,,0,,,,,,,,,,,,,,,
515,12_C_65_05,ATP_C_65_Kristipadu,Thutrallapalli,,,,,,,,0,,,196,,,,,196,,,,,,,,0,,,,,,,,,,,,,,,
516,12_C_65_14,ATP_C_65_Puppala,Ravuludiki,,,,,,,,0,,,90,,,,,90,,,,,,,,0,,,,,,,,,,,,,,,
517,12_C_65_14,ATP_C_65_Puppala,Konapuram,,,,,,,,0,,,67,,,,,67,,,,,,,,0,,,,,,,,,,,,,,,
518,12_C_65_14,ATP_C_65_Puppala,Devanuppalapadu,,,,,,,,0,,,183,,,,,183,,,,,,,,0,,,,,,,,,,,,,,,
519,12_C_65_14,ATP_C_65_Puppala,Chinnayekkaluru,,,,,,,,0,,,214,,,,,214,,,,,,,,0,,,,,,,,,,,,,,,
520,12_C_65_14,ATP_C_65_Puppala,Peddayekkaluru,,,,,,,,0,,,336,,,,,336,,,,,,,,0,,,,,,,,,,,,,,,
521,12_C_65_14,ATP_C_65_Puppala,Garladinne,,,,,,,,0,,,204,,,,,204,,,,,,,,0,,,,,,,,,,,,,,,
522,12_C_65_14,ATP_C_65_Puppala,Pasaluru,,,,,,,,0,,,267,,,,,267,,,,,,,,0,,,,,,,,,,,,,,,
523,12_C_65_14,ATP_C_65_Puppala,Athiralladinne,,,,,,,,0,,,18,,,,,18,,,,,,,,0,,,,,,,,,,,,,,,
524,12_C_65_14,ATP_C_65_Puppala,Pendekallu,,,,,,,,0,,,7,,,,,7,,,,,,,,0,,,,,,,,,,,,,,,
525,12_C_65_14,ATP_C_65_Puppala,Kummetha,,,,,,,,0,,,89,,,,,89,,,,,,,,0,,,,,,,,,,,,,,,
526,12_C_65_14,ATP_C_65_Puppala,Dharmapuram,,,,,,,,0,,,299,,,,,299,,,,,,,,0,,,,,,,,,,,,,,,
527,12_C_65_14,ATP_C_65_Puppala,Puppala,,,,,,,,0,,,198,,,,,198,,,,,,,,0,,,,,,,,,,,,,,,
528,12_C_65_14,ATP_C_65_Puppala,Nagaruru,,,,,,,,0,,,304,,,,,304,,,,,,,,0,,,,,,,,,,,,,,,
529,12_C_65_14,ATP_C_65_Puppala,Vemulapadu,,,,,,,,0,,,131,,,,,131,,,,,,,,0,,,,,,,,,,,,,,,
530,12_C_65_14,ATP_C_65_Puppala,Yadiki,,,,,,,,0,,,517,,,,,517,,,,,,,,0,,,,,,,,,,,,,,,
531,12_C_65_14,ATP_C_65_Puppala,Narasapuram,,,,,,,,0,,,65,,,,,65,,,,,,,,0,,,,,,,,,,,,,,,
532,12_C_65_14,ATP_C_65_Puppala,J.Dharmapuram,,,,,,,,0,,,0,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
533,12_C_65_14,ATP_C_65_Puppala,Chintalacheruvu,,,,,,,,0,,,38,,,,,38,,,,,,,,0,,,,,,,,,,,,,,,
534,12_C_65_05,ATP_C_65_Urachinthala,Urichintala,,,,,,,,0,0,0,16,0,0,0,,16,,,,,,,,0,,,,,,,,,,,,,,,
535,12_C_65_02,ATP_C_65_Utakal,Bethapalli,,,,,,,,0,,,115,,,,,115,,,,,,,,0,,,,,,,,,,,,,,,
536,12_C_65_03,ATP_C_65_Utakal,Utakallu,,,,,,,,0,,,146,,,,,146,,,,,,,,0,,,,,,,,,,,,,,,
537,12_C_65_04,ATP_C_65_Utakal,Basinepalli,,,,,,,,0,,,110,,,,,110,,,,,,,,0,,,,,,,,,,,,,,,
538,12_C_66_08,ATP_C_66_Kanaganapalli,Muthuvakuntla,,,,,,,,0,,,295,,,,,295,,,,,,,,0,,,,,,,,,,,,,,,
539,12_C_66_08,ATP_C_66_Kanaganapalli,Kanaganapalli,,,,,,,,0,,,532,,,,,532,,,,,,,,0,,,,,,,,,,,,,,,
540,12_C_66_08,ATP_C_66_Kanaganapalli,Nasanakota,,,,,,,,0,,,302,,,,,302,,,,,,,,0,,,,,,,,,,,,,,,
541,12_C_66_08,ATP_C_66_Kanaganapalli,Ramagiri,,,,,,,,0,,,220,,,,,220,,,,,,,,0,,,,,,,,,,,,,,,
542,12_C_66_08,ATP_C_66_Kanaganapalli,Erragunta,,,,,,,,0,,,128,,,,,128,,,,,,,,0,,,,,,,,,,,,,,,
543,12_C_66_08,ATP_C_66_Kanaganapalli,Bandameedapalli,,,,,,,,0,,,305,,,,,305,,,,,,,,0,,,,,,,,,,,,,,,
544,12_C_67_01,ATP_C_67_Chigicherla,Maroor,,,,,,,,0,,,321,,,,,321,,,,,,,,0,,,,,,,,,,,,,,,
545,12_C_67_01,ATP_C_67_Chigicherla,Gotlur,,,,,,,,0,,,152,,,,,152,,,,,,,,0,,,,,,,,,,,,,,,
546,12_C_67_01,ATP_C_67_Chigicherla,Chigicherla,,,,,,,,0,,,189,,,,,189,,,,,,,,0,,,,,,,,,,,,,,,
547,12_C_67_01,ATP_C_67_Chigicherla,Edula Mustur,,,,,,,,0,,,188,,,,,188,,,,,,,,0,,,,,,,,,,,,,,,
548,12_C_67_01,ATP_C_67_Chigicherla,Raghavampalli,,,,,,,,0,,,106,,,,,106,,,,,,,,0,,,,,,,,,,,,,,,
549,12_C_67_01,ATP_C_67_Chigicherla,Bathalapalli,,,,,,,,0,,,212,,,,,212,,,,,,,,0,,,,,,,,,,,,,,,
550,12_C_67_01,ATP_C_67_Chigicherla,Manilla,,,,,,,,0,,,115,,,,,115,,,,,,,,0,,,,,,,,,,,,,,,
551,12_C_67_14,ATP_C_67_Gonipeta,Bojjireddipalli,,,,,,,,0,,,28,,,,,28,,,,,,,,0,,,,,,,,,,,,,,,
552,12_C_67_14,ATP_C_67_Gonipeta,Settipalli,,,,,,,,0,,,165,,,,,165,,,,,,,,0,,,,,,,,,,,,,,,
553,12_C_67_14,ATP_C_67_Gonipeta,Gonipeta,,,,,,,,0,,,42,,,,,42,,,,,,,,0,,,,,,,,,,,,,,,
554,12_C_67_14,ATP_C_67_Gonipeta,Somandepalli,,,,,,,,0,,,136,,,,,136,,,,,,,,0,,,,,,,,,,,,,,,
555,12_C_67_14,ATP_C_67_Gonipeta,Naginayanicheruvu,,,,,,,,0,,,35,,,,,35,,,,,,,,0,,,,,,,,,,,,,,,
556,12_C_67_14,ATP_C_67_Gonipeta,Bushiahgaripalli,,,,,,,,0,,,7,,,,,7,,,,,,,,0,,,,,,,,,,,,,,,
557,12_C_67_14,ATP_C_67_Gonipeta,Velagamakulapalli,,,,,,,,0,,,26,,,,,26,,,,,,,,0,,,,,,,,,,,,,,,
558,12_C_67_14,ATP_C_67_Gonipeta,Kotlapalli,,,,,,,,0,,,247,,,,,247,,,,,,,,0,,,,,,,,,,,,,,,
559,12_C_67_14,ATP_C_67_Gonipeta,Nidimamidi,,,,,,,,0,,,215,,,,,215,,,,,,,,0,,,,,,,,,,,,,,,
560,12_C_67_14,ATP_C_67_Gonipeta,Bandlapalli,,,,,,,,0,,,168,,,,,168,,,,,,,,0,,,,,,,,,,,,,,,
561,12_C_67_14,ATP_C_67_Gonipeta,Pakeerupalli,,,,,,,,0,,,14,,,,,14,,,,,,,,0,,,,,,,,,,,,,,,
562,12_C_67_14,ATP_C_67_Gonipeta,Mandlapalli,,,,,,,,0,,,102,,,,,102,,,,,,,,0,,,,,,,,,,,,,,,
563,12_C_67_14,ATP_C_67_Gonipeta,Boyalapalle,,,,,,,,0,,,10,,,,,10,,,,,,,,0,,,,,,,,,,,,,,,
564,12_C_67_09,ATP_C_67_Kadiri,Saidapuram,,,,,,,,0,,,98,,,,,98,,,,,,,,0,,,,,,,,,,,,,,,
565,12_C_67_09,ATP_C_67_Kadiri,Kadiri,,,,,,,,0,,,313,,,,,313,,,,,,,,0,,,,,,,,,,,,,,,
566,12_C_67_09,ATP_C_67_Kadiri,Muthukapalli,,,,,,,,0,,,42,,,,,42,,,,,,,,0,,,,,,,,,,,,,,,
567,12_C_67_09,ATP_C_67_Kadiri,Kowlepalli,,,,,,,,0,,,73,,,,,73,,,,,,,,0,,,,,,,,,,,,,,,
568,12_C_67_09,ATP_C_67_Kadiri,Bathalapalli,,,,,,,,0,,,82,,,,,82,,,,,,,,0,,,,,,,,,,,,,,,
569,12_C_67_09,ATP_C_67_Kadiri,K.Brahmanapalli,,,,,,,,0,,,167,,,,,167,,,,,,,,0,,,,,,,,,,,,,,,
570,12_C_67_09,ATP_C_67_Kadiri,Eguvapalli,,,,,,,,0,,,57,,,,,57,,,,,,,,0,,,,,,,,,,,,,,,
571,12_C_67_09,ATP_C_67_Kadiri,Maddivarigondi,,,,,,,,0,,,49,,,,,49,,,,,,,,0,,,,,,,,,,,,,,,
572,12_C_67_09,ATP_C_67_Kadiri,Kamathampalli,,,,,,,,0,,,40,,,,,40,,,,,,,,0,,,,,,,,,,,,,,,
573,12_C_67_09,ATP_C_67_Kadiri,Jogannapeta,,,,,,,,0,,,192,,,,,192,,,,,,,,0,,,,,,,,,,,,,,,
574,12_C_67_09,ATP_C_67_Kadiri,Veeraobannapalli,,,,,,,,0,,,32,,,,,32,,,,,,,,0,,,,,,,,,,,,,,,
575,12_C_67_09,ATP_C_67_Kadiri,Thummalakuntapalli,,,,,,,,0,,,68,,,,,68,,,,,,,,0,,,,,,,,,,,,,,,
576,12_C_67_15,ATP_C_67_Kalasamudram,Godduvelagala,,,,,,,,0,,,37,,,,,37,,,,,,,,0,,,,,,,,,,,,,,,
577,12_C_67_15,ATP_C_67_Kalasamudram,Chalamakuntapalli,,,,,,,,0,,,48,,,,,48,,,,,,,,0,,,,,,,,,,,,,,,
578,12_C_67_15,ATP_C_67_Kalasamudram,Alampur,,,,,,,,0,,,18,,,,,18,,,,,,,,0,,,,,,,,,,,,,,,
579,12_C_67_15,ATP_C_67_Kalasamudram,Kadirikuntapalli,,,,,,,,0,,,8,,,,,8,,,,,,,,0,,,,,,,,,,,,,,,
580,12_C_67_15,ATP_C_67_Kalasamudram,Chippalamadugu,,,,,,,,0,,,24,,,,,24,,,,,,,,0,,,,,,,,,,,,,,,
581,12_C_67_15,ATP_C_67_Kalasamudram,Kalasamudram,,,,,,,,0,,,182,,,,,182,,,,,,,,0,,,,,,,,,,,,,,,
582,12_C_67_15,ATP_C_67_Kalasamudram,Patnam,,,,,,,,0,,,238,,,,,238,,,,,,,,0,,,,,,,,,,,,,,,
583,12_C_67_15,ATP_C_67_Kalasamudram,Kutagulla,,,,,,,,0,,,216,,,,,216,,,,,,,,0,,,,,,,,,,,,,,,
584,12_C_67_08,ATP_C_67_Kanumukkala,C.K.palli,,,,,,,,0,,,339,,,,,339,,,,,,,,0,,,,,,,,,,,,,,,
585,12_C_67_08,ATP_C_67_Kanumukkala,Nagasamudram,,,,,,,,0,,,481,,,,,481,,,,,,,,0,,,,,,,,,,,,,,,
586,12_C_67_08,ATP_C_67_Kanumukkala,Pyadindi,,,,,,,,0,,,258,,,,,258,,,,,,,,0,,,,,,,,,,,,,,,
587,12_C_67_08,ATP_C_67_Kanumukkala,Medapuram,,,,,,,,0,,,605,,,,,605,,,,,,,,0,,,,,,,,,,,,,,,
588,12_C_67_08,ATP_C_67_Kanumukkala,Kanumukkala,,,,,,,,0,,,315,,,,,315,,,,,,,,0,,,,,,,,,,,,,,,
589,12_C_67_08,ATP_C_67_Kanumukkala,Veldurthi,,,,,,,,0,,,55,,,,,55,,,,,,,,0,,,,,,,,,,,,,,,
590,12_C_67_08,ATP_C_67_Kanumukkala,Pothulanagepalli,,,,,,,,0,,,257,,,,,257,,,,,,,,0,,,,,,,,,,,,,,,
591,12_C_67_08,ATP_C_67_Kanumukkala,Duddebanda,,,,,,,,0,,,319,,,,,319,,,,,,,,0,,,,,,,,,,,,,,,
592,12_C_67_08,ATP_C_67_Kanumukkala,Gutturu,,,,,,,,0,,,328,,,,,328,,,,,,,,0,,,,,,,,,,,,,,,
593,12_C_67_08,ATP_C_67_Kanumukkala,Gondipalli,,,,,,,,0,,,63,,,,,63,,,,,,,,0,,,,,,,,,,,,,,,
594,12_C_67_08,ATP_C_67_Kanumukkala,Puletipalli,,,,,,,,0,,,401,,,,,401,,,,,,,,0,,,,,,,,,,,,,,,
595,12_C_67_01,ATP_C_67_Kondakamarla,Daburuvaripalli,,,,,,,,0,,,274,,,,,274,,,,,,,,0,,,,,,,,,,,,,,,
596,12_C_67_01,ATP_C_67_Kondakamarla,Kondakamarla,,,,,,,,0,,,428,,,,,428,,,,,,,,0,,,,,,,,,,,,,,,
597,12_C_67_01,ATP_C_67_Kondakamarla,Narasambotlapalli,,,,,,,,0,,,7,,,,,7,,,,,,,,0,,,,,,,,,,,,,,,
598,12_C_67_01,ATP_C_67_Kondakamarla,Donnikota,,,,,,,,0,,,240,,,,,240,,,,,,,,0,,,,,,,,,,,,,,,
599,12_C_67_01,ATP_C_67_Kondakamarla,Kurumala,,,,,,,,0,,,193,,,,,193,,,,,,,,0,,,,,,,,,,,,,,,
600,12_C_67_01,ATP_C_67_Kondakamarla,Mutyalacheruvu,,,,,,,,0,,,115,,,,,115,,,,,,,,0,,,,,,,,,,,,,,,
601,12_C_67_01,ATP_C_67_Kondakamarla,Kondamanayanipalem,,,,,,,,0,,,20,,,,,20,,,,,,,,0,,,,,,,,,,,,,,,
602,12_C_67_02,ATP_C_67_Kondakamarla,Pulagampalli,,,,,,,,0,,,142,,,,,142,,,,,,,,0,,,,,,,,,,,,,,,
603,12_C_67_07,ATP_C_67_Kunuthuru,Muktapuram,,,,,,,,0,,,482,,,,,482,,,,,,,,0,,,,,,,,,,,,,,,
604,12_C_67_07,ATP_C_67_Kunuthuru,Dadaluru,,,,,,,,0,,,442,,,,,442,,,,,,,,0,,,,,,,,,,,,,,,
605,12_C_67_07,ATP_C_67_Kunuthuru,Subbaraopeta,,,,,,,,0,,,49,,,,,49,,,,,,,,0,,,,,,,,,,,,,,,
606,12_C_67_07,ATP_C_67_Kunuthuru,Ravulacheruvu,,,,,,,,0,,,325,,,,,325,,,,,,,,0,,,,,,,,,,,,,,,
607,12_C_67_07,ATP_C_67_Kunuthuru,Thummala,,,,,,,,0,,,98,,,,,98,,,,,,,,0,,,,,,,,,,,,,,,
608,12_C_67_07,ATP_C_67_Kunuthuru,Kunuthuru,,,,,,,,0,,,518,,,,,518,,,,,,,,0,,,,,,,,,,,,,,,
609,12_C_67_07,ATP_C_67_Kunuthuru,Regatipalli,,,,,,,,0,,,325,,,,,325,,,,,,,,0,,,,,,,,,,,,,,,
610,12_C_67_07,ATP_C_67_Kunuthuru,Mallakalva,,,,,,,,0,,,258,,,,,258,,,,,,,,0,,,,,,,,,,,,,,,
611,12_C_67_07,ATP_C_67_Kunuthuru,Dharmavaram,,,,,,,,0,,,223,,,,,223,,,,,,,,0,,,,,,,,,,,,,,,
612,12_C_67_03,ATP_C_67_Kurli,Udumulakurthi,,,,,,,,0,,,200,,,,,200,,,,,,,,0,,,,,,,,,,,,,,,
613,12_C_67_03,ATP_C_67_Kurli,Odulapalli,,,,,,,,0,,,109,,,,,109,,,,,,,,0,,,,,,,,,,,,,,,
614,12_C_67_03,ATP_C_67_Kurli,Kurli,,,,,,,,0,,,195,,,,,195,,,,,,,,0,,,,,,,,,,,,,,,
615,12_C_67_15,ATP_C_67_Mudigubba,Brahmadevaramarri,,,,,,,,0,,,66,,,,,66,,,,,,,,0,,,,,,,,,,,,,,,
616,12_C_67_15,ATP_C_67_Mudigubba,J.Kothapalli,,,,,,,,0,,,152,,,,,152,,,,,,,,0,,,,,,,,,,,,,,,
617,12_C_67_15,ATP_C_67_Mudigubba,Mudigubba,,,,,,,,0,,,283,,,,,283,,,,,,,,0,,,,,,,,,,,,,,,
618,12_C_67_15,ATP_C_67_Mudigubba,Mukthapuram,,,,,,,,0,,,71,,,,,71,,,,,,,,0,,,,,,,,,,,,,,,
619,12_C_67_15,ATP_C_67_Mudigubba,Chagapuram,,,,,,,,0,,,24,,,,,24,,,,,,,,0,,,,,,,,,,,,,,,
620,12_C_67_15,ATP_C_67_Mudigubba,Mangalamadaka,,,,,,,,0,,,198,,,,,198,,,,,,,,0,,,,,,,,,,,,,,,
621,12_C_67_15,ATP_C_67_Mudigubba,Nakkalaguttapalli,,,,,,,,0,,,4,,,,,4,,,,,,,,0,,,,,,,,,,,,,,,
622,12_C_67_15,ATP_C_67_Mudigubba,Brahmanapalli,,,,,,,,0,,,0,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
623,12_C_67_15,ATP_C_67_Mudigubba,Nelakota,,,,,,,,0,,,179,,,,,179,,,,,,,,0,,,,,,,,,,,,,,,
624,12_C_67_15,ATP_C_67_Mudigubba,Buddareddipalli,,,,,,,,0,,,28,,,,,28,,,,,,,,0,,,,,,,,,,,,,,,
625,12_C_67_15,ATP_C_67_Mudigubba,Elukuntla,,,,,,,,0,,,187,,,,,187,,,,,,,,0,,,,,,,,,,,,,,,
626,12_C_67_15,ATP_C_67_Mudigubba,Krishnapuram,,,,,,,,0,,,135,,,,,135,,,,,,,,0,,,,,,,,,,,,,,,
627,12_C_67_15,ATP_C_67_Mudigubba,Marala,,,,,,,,0,,,235,,,,,235,,,,,,,,0,,,,,,,,,,,,,,,
628,12_C_67_15,ATP_C_67_Mudigubba,Siddarampuram,,,,,,,,0,,,261,,,,,261,,,,,,,,0,,,,,,,,,,,,,,,
629,12_C_67_15,ATP_C_67_Mudigubba,Sankepalli,,,,,,,,0,,,224,,,,,224,,,,,,,,0,,,,,,,,,,,,,,,
630,12_C_67_032,ATP_C_67_Munimadugu,Pothulakunta,,,,,,,,0,,,101,,,,,101,,,,,,,,0,,,,,,,,,,,,,,,
631,12_C_67_032,ATP_C_67_Munimadugu,Virupapuram,,,,,,,,0,,,28,,,,,28,,,,,,,,0,,,,,,,,,,,,,,,
632,12_C_67_032,ATP_C_67_Munimadugu,Munimadugu,,,,,,,,0,,,286,,,,,286,,,,,,,,0,,,,,,,,,,,,,,,
633,12_C_67_032,ATP_C_67_Munimadugu,Cherlopalli,,,,,,,,0,,,1,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,
634,12_C_67_032,ATP_C_67_Munimadugu,vasudevapuram,,,,,,,,0,,,13,,,,,13,,,,,,,,0,,,,,,,,,,,,,,,
635,12_C_67_032,ATP_C_67_Munimadugu,Yerramanchi,,,,,,,,0,,,108,,,,,108,,,,,,,,0,,,,,,,,,,,,,,,
636,12_C_67_032,ATP_C_67_Munimadugu,Obulapuram,,,,,,,,0,,,58,,,,,58,,,,,,,,0,,,,,,,,,,,,,,,
637,12_C_67_032,ATP_C_67_Munimadugu,Ramapuram,,,,,,,,0,,,134,,,,,134,,,,,,,,0,,,,,,,,,,,,,,,
638,12_C_67_032,ATP_C_67_Munimadugu,Kondampalli,,,,,,,,0,,,132,,,,,132,,,,,,,,0,,,,,,,,,,,,,,,
639,12_C_67_032,ATP_C_67_Munimadugu,Penukonda,,,,,,,,0,,,414,,,,,414,,,,,,,,0,,,,,,,,,,,,,,,
640,12_C_67_04,ATP_C_67_Nallacheruvu,Chinnaramannagaripalli,,,,,,,,0,,,89,,,,,89,,,,,,,,0,,,,,,,,,,,,,,,
641,12_C_67_04,ATP_C_67_Nallacheruvu,Ulavalavandlapalli,,,,,,,,0,,,7,,,,,7,,,,,,,,0,,,,,,,,,,,,,,,
642,12_C_67_04,ATP_C_67_Nallacheruvu,Tanakal,,,,,,,,0,,,446,,,,,446,,,,,,,,0,,,,,,,,,,,,,,,
643,12_C_67_04,ATP_C_67_Nallacheruvu,Ethodu,,,,,,,,0,,,170,,,,,170,,,,,,,,0,,,,,,,,,,,,,,,
644,12_C_67_04,ATP_C_67_Nallacheruvu,Panthulacheruvu,,,,,,,,0,,,13,,,,,13,,,,,,,,0,,,,,,,,,,,,,,,
645,12_C_67_04,ATP_C_67_Nallacheruvu,Allugundu,,,,,,,,0,,,119,,,,,119,,,,,,,,0,,,,,,,,,,,,,,,
646,12_C_67_04,ATP_C_67_Nallacheruvu,Nallacheruvu,,,,,,,,0,,,352,,,,,352,,,,,,,,0,,,,,,,,,,,,,,,
647,12_C_67_04,ATP_C_67_Nallacheruvu,Mulakalapalli,,,,,,,,0,,,55,,,,,55,,,,,,,,0,,,,,,,,,,,,,,,
648,12_C_67_04,ATP_C_67_Nallacheruvu,Maddimadugu,,,,,,,,0,,,80,,,,,80,,,,,,,,0,,,,,,,,,,,,,,,
649,12_C_67_04,ATP_C_67_Nallacheruvu,Tavalamarri,,,,,,,,0,,,100,,,,,100,,,,,,,,0,,,,,,,,,,,,,,,
650,12_C_67_04,ATP_C_67_Nallacheruvu,Ubicherla,,,,,,,,0,,,136,,,,,136,,,,,,,,0,,,,,,,,,,,,,,,
651,12_C_67_04,ATP_C_67_Nallacheruvu,Kadiripulikunta,,,,,,,,0,,,97,,,,,97,,,,,,,,0,,,,,,,,,,,,,,,
652,12_C_67_04,ATP_C_67_Nallacheruvu,Talamarlavandlapalli,,,,,,,,0,,,72,,,,,72,,,,,,,,0,,,,,,,,,,,,,,,
653,12_C_67_05,ATP_C_67_Nallamada,Nallamada,,,,,,,,0,,,403,,,,,403,,,,,,,,0,,,,,,,,,,,,,,,
654,12_C_67_05,ATP_C_67_Nallamada,Chowtakuntapalli,,,,,,,,0,,,59,,,,,59,,,,,,,,0,,,,,,,,,,,,,,,
655,12_C_67_05,ATP_C_67_Nallamada,Gopepalli,,,,,,,,0,,,140,,,,,140,,,,,,,,0,,,,,,,,,,,,,,,
656,12_C_67_05,ATP_C_67_Nallamada,Reddipalli,,,,,,,,0,,,617,,,,,617,,,,,,,,0,,,,,,,,,,,,,,,
657,12_C_67_05,ATP_C_67_Nallamada,Vankarakunta,,,,,,,,0,,,152,,,,,152,,,,,,,,0,,,,,,,,,,,,,,,
658,12_C_67_05,ATP_C_67_Nallamada,Vellamaddi,,,,,,,,0,,,248,,,,,248,,,,,,,,0,,,,,,,,,,,,,,,
659,12_C_67_05,ATP_C_67_Nallamada,Nagireddipalli,,,,,,,,0,,,97,,,,,97,,,,,,,,0,,,,,,,,,,,,,,,
660,12_C_67_05,ATP_C_67_Nallamada,Yerradoddi,,,,,,,,0,,,127,,,,,127,,,,,,,,0,,,,,,,,,,,,,,,
661,12_C_67_05,ATP_C_67_Nallamada,Charupalli,,,,,,,,0,,,153,,,,,153,,,,,,,,0,,,,,,,,,,,,,,,
662,12_C_67_05,ATP_C_67_Nallamada,Malakavemula,,,,,,,,0,,,24,,,,,24,,,,,,,,0,,,,,,,,,,,,,,,
663,12_C_67_03,ATP_C_67_Pamudurthi,Gunipalli,,,,,,,,0,,,82,,,,,82,,,,,,,,0,,,,,,,,,,,,,,,
664,12_C_67_03,ATP_C_67_Pamudurthi,Agraharam,,,,,,,,0,,,184,,,,,184,,,,,,,,0,,,,,,,,,,,,,,,
665,12_C_67_03,ATP_C_67_Pamudurthi,Pamudurthi,,,,,,,,0,,,334,,,,,334,,,,,,,,0,,,,,,,,,,,,,,,
666,12_C_67_03,ATP_C_67_Pamudurthi,Vengalammacheruvu,,,,,,,,0,,,228,,,,,228,,,,,,,,0,,,,,,,,,,,,,,,
