Sr.no,,,Village name,T.Area (ha),Watershed command area ,,,,Watershed Non command Area,,,,Watershed poor quality Area,,,
,Water shed code,Watershed name,,,Recghare,Hilly,Forest,Total,Recghare,Hilly,Forest,Total,Recghare,Hilly,Forest,Total
73,03_F_14_39,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Tallapalem,54,0,0,0,0,54,0,0,54,0,0,0,0
74,03_F_14_40,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Uddapalem,125,0,0,0,0,125,0,0,125,0,0,0,0
75,03_F_14_41,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Dosuru,1198,0,0,0,0,1198,0,0,1198,0,0,0,0
76,03_F_14_42,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Maduturu,987,0,0,0,0,987,0,0,987,0,0,0,0
77,03_F_14_43,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Ravipalem,272,0,0,0,0,272,0,0,272,0,0,0,0
78,03_F_14_44,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Nadimpalli,281,0,0,0,0,281,0,0,281,0,0,0,0
79,03_F_14_45,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Dopperla,627,0,0,0,0,627,0,0,627,0,0,0,0
80,03_F_14_46,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Cheemalapalli,450,0,0,0,0,450,0,0,450,0,0,0,0
81,03_F_14_47,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Somavaram,512,0,0,0,0,512,0,0,512,0,0,0,0
82,03_F_14_48,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Anadalapalli,435,0,0,0,0,415,20,0,435,0,0,0,0
83,03_F_14_49,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Kondakarla,456,0,0,0,0,406,50,0,456,0,0,0,0
84,03_F_14_50,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,J.Agraharam,510,0,0,0,0,510,0,0,510,0,0,0,0
85,03_F_14_51,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,G.Agraharam,39,0,0,0,0,39,0,0,39,0,0,0,0
86,03_F_14_52,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Chippada,308,0,0,0,0,308,0,0,308,0,0,0,0
87,03_F_14_53,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Chuchukonda,99,99,0,0,99,0,0,0,0,0,0,0,0
88,03_F_14_54,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Melipaka,506,506,0,0,506,0,0,0,0,0,0,0,0
89,03_F_14_55,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Madakapalem,255,0,0,0,0,205,50,0,255,0,0,0,0
90,03_F_14_56,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Cherlopalem,534,0,0,0,0,484,50,0,534,0,0,0,0
91,03_F_14_57,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Pallapu Anandapuram,171,171,0,0,171,0,0,0,0,0,0,0,0
92,03_F_14_58,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Kumarapuram,109,109,0,0,109,0,0,0,0,0,0,0,0
93,03_F_14_59,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Mungapaka,1010,0,0,0,0,1010,0,0,1010,0,0,0,0
