Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,,,,,,,,,,,,,
372,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,8,Ravulakolanu,,730,730,40150,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,18,Simhadripuram,11160180080105,8,Ravulakolanu
373,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,9,Sunkesula,,659,659,36245,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,18,Simhadripuram,11160180090106,9,Sunkesula
374,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,10,Duddekunta,,847,847,46585,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,18,Simhadripuram,11160180100107,10,Duddekunta
375,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,Kasunuru,,6197,6197,340835,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,18,Simhadripuram,11160180110108,11,Kasunuru
376,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,12,Simhadripuram,3726,,3726,204930,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,18,Simhadripuram,11160180120110,12,Simhadripuram
377,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,13,Gurijala,2657,,2657,146135,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,18,Simhadripuram,11160180130111,13,Gurijala
378,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,14,Bidinamcherla,2945,,2945,161975,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,18,Simhadripuram,11160180140112,14,Bidinamcherla
379,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,15,Himakuntla,1281,,1281,70455,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,18,Simhadripuram,11160180150114,15,Himakuntla
380,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,16,Nidivelagala,402,,402,22110,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,18,Simhadripuram,11160180160110,16,Nidivelagala
381,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,17,Agraharam,813,,813,44715,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,18,Simhadripuram,11160180170114,17,Agraharam
382,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,18,Ankalammaguduru,1822,,1822,100210,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,18,Simhadripuram,11160180180116,18,Ankalammaguduru
383,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,19,Lomada,,2106,2106,115830,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,18,Simhadripuram,11160180190117,19,Lomada
384,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,1,Bhadrampalli,,895,895,49225,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,22,Thondur,11160220010101,1,Bhadrampalli
385,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,Z,RF,,,0,0,,,PENNA,69_Papaghni,Mogameru,11_C_65_39,KDP_C_69_39_SIMHADRIPURAM,11,YSR Kadapa,Z,RF,,Z,RF
386,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,2,Mudumala,2071,,2071,113905,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,7,B.Mattam,11156070020102,2,Mudumala
387,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,3,Palugurallapalli,3922,,3922,215710,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,7,B.Mattam,11156070030103,3,Palugurallapalli
388,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,8,Godlaveedu,1428,,1428,78540,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,7,B.Mattam,11156070080107,8,Godlaveedu
389,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,12,Chennakesapuram,,54,54,2970,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,8,B.Koduru,11155080120109,12,Chennakesapuram
390,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,13,Papanapalli,291,,291,16005,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,8,B.Koduru,11155080130109,13,Papanapalli
391,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,1,Akkamgundla,0,,0,0,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,51,Kasinayana,11155080010101,1,Akkamgundla
392,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,3,Katheragandla,7737,,7737,425535,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,51,Kasinayana,11155080030102,3,Katheragandla
393,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,4,Pagadalapalli,0,,0,0,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,51,Kasinayana,11155080040101,4,Pagadalapalli
394,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,5,Savisettipalli,3792,,3792,208560,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,51,Kasinayana,11155080050105,5,Savisettipalli
395,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,6,Vankamarri,780,,780,42900,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,51,Kasinayana,11155080060105,6,Vankamarri
396,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,7,Itugulapadu,3618,,3618,198990,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,51,Kasinayana,11155080070106,7,Itugulapadu
397,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,8,Akkampet,381,,381,20955,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,51,Kasinayana,11155080080108,8,Akkampet
398,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,Z,RF,,,0,0,,,PENNA,70_Sagileru,Bokkaneru,11_C_65_49,KDP_C_70_49_SAVISETTIPALLI,11,YSR Kadapa,Z,RF,,Z,RF
399,11_C_65_50,KDP_C_70_50_PORUMAMILLA,9,Munnelli,7071,,7071,388905,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,8,B.Koduru,11155080090107,9,Munnelli
400,11_C_65_50,KDP_C_70_50_PORUMAMILLA,10,Bodugundupalli,0,0,0,0,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,8,B.Koduru,11155080100108,10,Bodugundupalli
401,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,Koduru,4376,,4376,240680,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,8,B.Koduru,11155080110108,11,Koduru
402,11_C_65_50,KDP_C_70_50_PORUMAMILLA,14,Maratipalli,360,,360,19800,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,8,B.Koduru,11156080140108,14,Maratipalli
403,11_C_65_50,KDP_C_70_50_PORUMAMILLA,15,Ankanagodugunuru,461,,461,25355,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,8,B.Koduru,11155080150110,15,Ankanagodugunuru
404,11_C_65_50,KDP_C_70_50_PORUMAMILLA,16,A.Kothapalli,0,0,0,0,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,8,B.Koduru,11156080160110,16,A.Kothapalli
405,11_C_65_50,KDP_C_70_50_PORUMAMILLA,17,Madhavarayunipalli,,495,495,27225,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,8,B.Koduru,11156080170111,17,Madhavarayunipalli
406,11_C_65_50,KDP_C_70_50_PORUMAMILLA,18,Vemakunta,0,,0,0,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,8,B.Koduru,11155080180111,18,Vemakunta
407,11_C_65_50,KDP_C_70_50_PORUMAMILLA,19,Kamakunta,1070,,1070,58850,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,8,B.Koduru,11156080190111,19,Kamakunta
408,11_C_65_50,KDP_C_70_50_PORUMAMILLA,21,Mekavaripalli,1760,,1760,96800,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,8,B.Koduru,11156080210110,21,Mekavaripalli
409,11_C_65_50,KDP_C_70_50_PORUMAMILLA,10,Dammanapalli,,1667,1667,91685,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,10,Porumamilla,11155100100109,10,Dammanapalli
410,11_C_65_50,KDP_C_70_50_PORUMAMILLA,12,Porumamilla,16201,,16201,891055,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,10,Porumamilla,11155100120110,12,Porumamilla
411,11_C_65_50,KDP_C_70_50_PORUMAMILLA,13,Rangasamudram,9876,,9876,543180,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,10,Porumamilla,11155100130111,13,Rangasamudram
412,11_C_65_50,KDP_C_70_50_PORUMAMILLA,14,Puliveedu,959,,959,52745,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,10,Porumamilla,11155100140112,14,Puliveedu
413,11_C_65_50,KDP_C_70_50_PORUMAMILLA,15,Perammagaripalli,333,,333,18315,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,10,Porumamilla,11155100150112,15,Perammagaripalli
414,11_C_65_50,KDP_C_70_50_PORUMAMILLA,16,Bopparum,613,,613,33715,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,10,Porumamilla,11155100160112,16,Bopparum
415,11_C_65_50,KDP_C_70_50_PORUMAMILLA,17,Chennareddypet,558,,558,30690,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,10,Porumamilla,11155100170112,17,Chennareddypet
416,11_C_65_50,KDP_C_70_50_PORUMAMILLA,Z,RF,,,0,0,,,PENNA,70_Sagileru,Local Strm,11_C_65_50,KDP_C_70_50_PORUMAMILLA,11,YSR Kadapa,Z,RF,,Z,RF
417,11_C_65_51,KDP_C_70_51_BADVEL,20,M.Narasimhapuram,211,,211,11605,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,8,B.Koduru,11156080200112,20,M.Narasimhapuram
418,11_C_65_51,KDP_C_70_51_BADVEL,22,Peddullapalli,675,,675,37125,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,8,B.Koduru,11156080220112,22,Peddullapalli
419,11_C_65_51,KDP_C_70_51_BADVEL,23,Kondampalli,268,,268,14740,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,8,B.Koduru,11156080230112,23,Kondampalli
420,11_C_65_51,KDP_C_70_51_BADVEL,24,Prabhalaveedu,2158,,2158,118690,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,8,B.Koduru,11156080240113,24,Prabhalaveedu
421,11_C_65_51,KDP_C_70_51_BADVEL,25,Venkatapuram,0,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,8,B.Koduru,11156080250114,25,Venkatapuram
422,11_C_65_51,KDP_C_70_51_BADVEL,26,Thipparajupalli,533,,533,29315,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,8,B.Koduru,11156080260114,26,Thipparajupalli
423,11_C_65_51,KDP_C_70_51_BADVEL,27,Thangedupalli,688,,688,37840,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,8,B.Koduru,11156080270115,27,Thangedupalli
424,11_C_65_51,KDP_C_70_51_BADVEL,18,Chinnayapalli,605,,605,33275,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100180113,18,Chinnayapalli
425,11_C_65_51,KDP_C_70_51_BADVEL,19,S.Veerlapalli,0,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100190113,19,S.Veerlapalli
426,11_C_65_51,KDP_C_70_51_BADVEL,21,Siddavaram,1939,,1939,106645,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100210113,21,Siddavaram
427,11_C_65_51,KDP_C_70_51_BADVEL,22,S.Seshampalli,0,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100220113,22,S.Seshampalli
428,11_C_65_51,KDP_C_70_51_BADVEL,23,S.Lingampalli,0,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100230113,23,S.Lingampalli
429,11_C_65_51,KDP_C_70_51_BADVEL,24,T.Seshampalli,18,,18,990,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100240116,24,T.Seshampalli
430,11_C_65_51,KDP_C_70_51_BADVEL,25,T.Sallagirigela,2113,,2113,116215,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100250116,25,T.Sallagirigela
431,11_C_65_51,KDP_C_70_51_BADVEL,26,Yellopalli,479,,479,26345,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100260116,26,Yellopalli
432,11_C_65_51,KDP_C_70_51_BADVEL,27,Venkataramapuram,975,,975,53625,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100270117,27,Venkataramapuram
433,11_C_65_51,KDP_C_70_51_BADVEL,28,Routhapalli,234,,234,12870,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100280118,28,Routhapalli
434,11_C_65_51,KDP_C_70_51_BADVEL,29,Middepadu,0,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100290118,29,Middepadu
435,11_C_65_51,KDP_C_70_51_BADVEL,30,Ganugapenta,2382,,2382,131010,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100300118,30,Ganugapenta
436,11_C_65_51,KDP_C_70_51_BADVEL,31,Chinnakrishnapuram,0,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,10,Porumamilla,11155100310118,31,Chinnakrishnapuram
437,11_C_65_51,KDP_C_70_51_BADVEL,1,Appajupet,0,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110010101,1,Appajupet
438,11_C_65_51,KDP_C_70_51_BADVEL,2,Anantarajapuram,3636,,3636,199980,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110020101,2,Anantarajapuram
439,11_C_65_51,KDP_C_70_51_BADVEL,3,Ethirajupalli,1152,,1152,63360,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110030103,3,Ethirajupalli
440,11_C_65_51,KDP_C_70_51_BADVEL,4,Tiruvengalapuram,1820,,1820,100100,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110040104,4,Tiruvengalapuram
441,11_C_65_51,KDP_C_70_51_BADVEL,5,Guntapalli,0,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110050105,5,Guntapalli
442,11_C_65_51,KDP_C_70_51_BADVEL,6,Badvel,28819,,28819,1585045,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110060102,6,Badvel
443,11_C_65_51,KDP_C_70_51_BADVEL,7,Chennampalli,0,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110070106,7,Chennampalli
444,11_C_65_51,KDP_C_70_51_BADVEL,8,C.Kothapalli,0,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110080107,8,C.Kothapalli
445,11_C_65_51,KDP_C_70_51_BADVEL,9,Abbusahebpet,608,,608,33440,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110090107,9,Abbusahebpet
446,11_C_65_51,KDP_C_70_51_BADVEL,10,Chintalacheruvu,462,,462,25410,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110100107,10,Chintalacheruvu
447,11_C_65_51,KDP_C_70_51_BADVEL,11,Bayanapalli,783,,783,43065,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110110107,11,Bayanapalli
448,11_C_65_51,KDP_C_70_51_BADVEL,12,Mohiddinpuram,260,,260,14300,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110120107,12,Mohiddinpuram
449,11_C_65_51,KDP_C_70_51_BADVEL,13,Kondugaripalli,0,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110130107,13,Kondugaripalli
450,11_C_65_51,KDP_C_70_51_BADVEL,18,Kongalaveedu,1387,,1387,76285,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110180111,18,Kongalaveedu
451,11_C_65_51,KDP_C_70_51_BADVEL,19,Imadapuram,981,,981,53955,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110190107,19,Imadapuram
452,11_C_65_51,KDP_C_70_51_BADVEL,20,Godugunuru,763,,763,41965,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,11,Badvel,11155110200112,20,Godugunuru
453,11_C_65_51,KDP_C_70_51_BADVEL,1,Kalvapalli,1665,,1665,91575,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,12,Gopavaram,11155120010101,1,Kalvapalli
454,11_C_65_51,KDP_C_70_51_BADVEL,2,Lakkavaripalli,969,,969,53295,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,12,Gopavaram,11155120020101,2,Lakkavaripalli
455,11_C_65_51,KDP_C_70_51_BADVEL,3,Ramapuram,0,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,12,Gopavaram,11155120030102,3,Ramapuram
456,11_C_65_51,KDP_C_70_51_BADVEL,4,Madakalavaripalli,41807,,41807,2299385,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,12,Gopavaram,11155120040102,4,Madakalavaripalli
457,11_C_65_51,KDP_C_70_51_BADVEL,Z,RF,,,0,0,,,PENNA,70_Sagileru,Thadukuvagu,11_C_65_51,KDP_C_70_51_BADVEL,11,YSR Kadapa,Z,RF,,Z,RF
458,11_C_65_52,KDP_C_70_52_B.MATAM,1,Mallepalli,4061,,4061,223355,,,PENNA,70_Sagileru,Maderu,11_C_65_52,KDP_C_70_52_B.MATAM,11,YSR Kadapa,7,B.Mattam,11156070040104,1,Mallepalli
459,11_C_65_52,KDP_C_70_52_B.MATAM,4,Papireddypalli,876,,876,48180,,,PENNA,70_Sagileru,Maderu,11_C_65_52,KDP_C_70_52_B.MATAM,11,YSR Kadapa,7,B.Mattam,11156070050104,4,Papireddypalli
460,11_C_65_52,KDP_C_70_52_B.MATAM,5,Palugurallapalli(part),950,,950,52250,,,PENNA,70_Sagileru,Maderu,11_C_65_52,KDP_C_70_52_B.MATAM,11,YSR Kadapa,7,B.Mattam,11156070060105,5,Palugurallapalli(part)
461,11_C_65_52,KDP_C_70_52_B.MATAM,6,Somireddypalli,10268,,10268,564740,,,PENNA,70_Sagileru,Maderu,11_C_65_52,KDP_C_70_52_B.MATAM,11,YSR Kadapa,7,B.Mattam,11156070070106,6,Somireddypalli
462,11_C_65_52,KDP_C_70_52_B.MATAM,7,Chowdarivaripalli,1337,,1337,73535,,,PENNA,70_Sagileru,Maderu,11_C_65_52,KDP_C_70_52_B.MATAM,11,YSR Kadapa,7,B.Mattam,11156070090106,7,Chowdarivaripalli
463,11_C_65_52,KDP_C_70_52_B.MATAM,9,Gundapuram,508,,508,27940,,,PENNA,70_Sagileru,Maderu,11_C_65_52,KDP_C_70_52_B.MATAM,11,YSR Kadapa,7,B.Mattam,11156070100106,9,Gundapuram
464,11_C_65_52,KDP_C_70_52_B.MATAM,10,G.Narasimhapuram,421,,421,23155,,,PENNA,70_Sagileru,Maderu,11_C_65_52,KDP_C_70_52_B.MATAM,11,YSR Kadapa,7,B.Mattam,11156070140109,10,G.Narasimhapuram
465,11_C_65_52,KDP_C_70_52_B.MATAM,14,Jangamrajupalli,1262,,1262,69410,,,PENNA,70_Sagileru,Maderu,11_C_65_52,KDP_C_70_52_B.MATAM,11,YSR Kadapa,7,B.Mattam,11156070140110,14,Jangamrajupalli
466,11_C_65_52,KDP_C_70_52_B.MATAM,Z,RF,,,0,0,,,PENNA,70_Sagileru,Maderu,11_C_65_52,KDP_C_70_52_B.MATAM,11,YSR Kadapa,Z,RF,,Z,RF
467,11_C_65_53,KDP_C_70_53_REKULAKUNTA,11,Diguvanelaturu,983,,983,54065,,,PENNA,70_Sagileru,Local Strm,11_C_65_53,KDP_C_70_53_REKULAKUNTA,11,YSR Kadapa,7,B.Mattam,11156070120108,11,Diguvanelaturu
468,11_C_65_53,KDP_C_70_53_REKULAKUNTA,12,Boodavada,177,,177,9735,,,PENNA,70_Sagileru,Local Strm,11_C_65_53,KDP_C_70_53_REKULAKUNTA,11,YSR Kadapa,7,B.Mattam,11156070130108,12,Boodavada
469,11_C_65_53,KDP_C_70_53_REKULAKUNTA,13,Eguvanelaturu,633,,633,34815,,,PENNA,70_Sagileru,Local Strm,11_C_65_53,KDP_C_70_53_REKULAKUNTA,11,YSR Kadapa,7,B.Mattam,11156070150110,13,Eguvanelaturu
470,11_C_65_53,KDP_C_70_53_REKULAKUNTA,15,Rekalakunta,2874,,2874,158070,,,PENNA,70_Sagileru,Local Strm,11_C_65_53,KDP_C_70_53_REKULAKUNTA,11,YSR Kadapa,7,B.Mattam,11156070160110,15,Rekalakunta
471,11_C_65_53,KDP_C_70_53_REKULAKUNTA,16,D.Agraharam,889,,889,48895,,,PENNA,70_Sagileru,Local Strm,11_C_65_53,KDP_C_70_53_REKULAKUNTA,11,YSR Kadapa,7,B.Mattam,11156070170110,16,D.Agraharam
472,11_C_65_53,KDP_C_70_53_REKULAKUNTA,17,D.Lingampalli,0,,0,0,,,PENNA,70_Sagileru,Local Strm,11_C_65_53,KDP_C_70_53_REKULAKUNTA,11,YSR Kadapa,7,B.Mattam,11156070180111,17,D.Lingampalli
473,11_C_65_53,KDP_C_70_53_REKULAKUNTA,18,Dirsavancha,3011,,3011,165605,,,PENNA,70_Sagileru,Local Strm,11_C_65_53,KDP_C_70_53_REKULAKUNTA,11,YSR Kadapa,7,B.Mattam,11156070190111,18,Dirsavancha
474,11_C_65_53,KDP_C_70_53_REKULAKUNTA,19,D.Narasimhapuram,0,,0,0,,,PENNA,70_Sagileru,Local Strm,11_C_65_53,KDP_C_70_53_REKULAKUNTA,11,YSR Kadapa,7,B.Mattam,11156070200111,19,D.Narasimhapuram
475,11_C_65_53,KDP_C_70_53_REKULAKUNTA,20,Nagisettipalli,1607,,1607,88385,,,PENNA,70_Sagileru,Local Strm,11_C_65_53,KDP_C_70_53_REKULAKUNTA,11,YSR Kadapa,7,B.Mattam,11155110140108,20,Nagisettipalli
476,11_C_65_53,KDP_C_70_53_REKULAKUNTA,14,Vanampula,1673,,1673,92015,,,PENNA,70_Sagileru,Local Strm,11_C_65_53,KDP_C_70_53_REKULAKUNTA,11,YSR Kadapa,11,Badvel,11155110150108,14,Vanampula
