,,,,Command Area,,Non command Area,,Poor quality area,,,,,
,,,,Residential,,Residential,,Residential,,,,,
Sr.no,Watershed code,GW watershed name,village name,DWDW/HP,DW PWS,DWDW/HP,DW PWS,DWDW/HP,DW PWS,Total,,,
558,11_C_65_10,KDP_C_65_10_PENDLIMARI,Vellaturu,,,5,3,,,8,,,
559,11_C_65_10,KDP_C_65_10_PENDLIMARI,Chennamarajupalli,,,1,2,,,3,,,
560,11_C_65_10,KDP_C_65_10_PENDLIMARI,A.Ramachandrapuram,,,0,0,,,0,,,
561,11_C_65_10,KDP_C_65_10_PENDLIMARI,Pendlimarri,,,9,9,,,18,,,
562,11_C_65_10,KDP_C_65_10_PENDLIMARI,Pedddadasaripalli,,,0,0,,,0,,,
563,11_C_65_10,KDP_C_65_10_PENDLIMARI,Chinnadasaripalli,,,1,1,,,2,,,
564,11_C_65_10,KDP_C_65_10_PENDLIMARI,Pagadalapalli,,,5,2,,,7,,,
565,11_C_65_10,KDP_C_65_10_PENDLIMARI,Cheemalapenta,,,10,4,,,14,,,
566,11_C_65_10,KDP_C_65_10_PENDLIMARI,Gondipalli,,,15,6,,,21,,,
567,11_C_65_13,KDP_C_65_13_GOPAVARAM,Gopavaram,,,64,6,,,70,,,
568,11_C_65_13,KDP_C_65_13_GOPAVARAM,North Ramapuram,,,28,4,,,32,,,
569,11_C_65_13,KDP_C_65_13_GOPAVARAM,South Ramapuram,,,22,4,,,26,,,
570,11_C_65_13,KDP_C_65_13_GOPAVARAM,Brahmanapalli,,,12,2,,,14,,,
571,11_C_65_13,KDP_C_65_13_GOPAVARAM,Boddecherla,,,14,,,,14,,,
572,11_C_65_13,KDP_C_65_13_GOPAVARAM,Rekalakunta,,,4,1,,,5,,,
573,11_C_65_13,KDP_C_65_13_GOPAVARAM,Viswanathapuram,,,1,,,,1,,,
574,11_C_65_13,KDP_C_65_13_GOPAVARAM,Obulam,,,5,,,,5,,,
575,11_C_65_13,KDP_C_65_13_GOPAVARAM,RF,,,0,0,,,0,,,
576,11_C_65_14,KDP_C_65_14_MALLEMADUGU,Peddayapalli,,,4,0,,,4,,,
577,11_C_65_14,KDP_C_65_14_MALLEMADUGU,Mallemadugu,,,1,0,,,1,,,
578,11_C_65_14,KDP_C_65_14_MALLEMADUGU,RF,,,0,0,,,0,,,
579,11_C_65_15,KDP_C_65_15_MUDDANURU,Denepalli,,,6,1,,,7,,,
580,11_C_65_15,KDP_C_65_15_MUDDANURU,Aravitipalli,,,9,1,,,10,,,
581,11_C_65_15,KDP_C_65_15_MUDDANURU,Chintakunta,,,6,1,,,7,,,
582,11_C_65_15,KDP_C_65_15_MUDDANURU,Yamavaram,,,14,4,,,18,,,
583,11_C_65_15,KDP_C_65_15_MUDDANURU,Muddanuru,,,4,1,,,5,,,
584,11_C_65_15,KDP_C_65_15_MUDDANURU,Kosinepalli,,,5,1,,,6,,,
585,11_C_65_15,KDP_C_65_15_MUDDANURU,Kadaravikothapalli,,,14,2,,,16,,,
586,11_C_65_15,KDP_C_65_15_MUDDANURU,K.Thimmapuram,,,12,1,,,13,,,
587,11_C_65_15,KDP_C_65_15_MUDDANURU,Nallaballi,,,23,3,,,26,,,
588,11_C_65_15,KDP_C_65_15_MUDDANURU,Bondalakunta,,,8,1,,,9,,,
589,11_C_65_15,KDP_C_65_15_MUDDANURU,Chinnadudyala,,,5,1,,,6,,,
590,11_C_65_15,KDP_C_65_15_MUDDANURU,Kalamalla,,,14,3,,,17,,,
591,11_C_65_15,KDP_C_65_15_MUDDANURU,Malepadu,,,8,1,,,9,,,
592,11_C_65_15,KDP_C_65_15_MUDDANURU,RF,,,,,,,0,,,
593,11_C_65_26,KDP_C_69_26_Veligallu,Rajupalli,,,7,1,,,8,,,
594,11_C_65_26,KDP_C_69_26_Veligallu,Kollurupalli,,,21,0,,,21,,,
595,11_C_65_26,KDP_C_69_26_Veligallu,Thumukunta,,,29,2,,,31,,,
596,11_C_65_26,KDP_C_69_26_Veligallu,Veligallu,,,13,1,,,14,,,
597,11_C_65_27,KDP_C_69_27_GALIVEEDU,Kuppam,,,28,3,,,31,,,
598,11_C_65_27,KDP_C_69_27_GALIVEEDU,Talamudipi,,,11,0,,,11,,,
599,11_C_65_27,KDP_C_69_27_GALIVEEDU,Korlakunta,,,25,1,,,26,,,
600,11_C_65_27,KDP_C_69_27_GALIVEEDU,Pulikunta,,,21,1,,,22,,,
601,11_C_65_27,KDP_C_69_27_GALIVEEDU,Nooliveedu,,,75,3,,,78,,,
602,11_C_65_27,KDP_C_69_27_GALIVEEDU,Pandikunta,,,19,0,,,19,,,
603,11_C_65_27,KDP_C_69_27_GALIVEEDU,Garugupalle,,,23,1,,,24,,,
604,11_C_65_27,KDP_C_69_27_GALIVEEDU,Gundlacheruvu,,,22,2,,,24,,,
605,11_C_65_27,KDP_C_69_27_GALIVEEDU,Gopanapalli,,,18,1,,,19,,,
606,11_C_65_27,KDP_C_69_27_GALIVEEDU,Pyarampalle,,,18,1,,,19,,,
607,11_C_65_27,KDP_C_69_27_GALIVEEDU,Galiveedu,,,109,3,,,112,,,
608,11_C_65_27,KDP_C_69_27_GALIVEEDU,Araveedu,,,47,3,,,50,,,
609,11_C_65_27,KDP_C_69_27_GALIVEEDU,Eguvagottiveedu,,,24,1,,,25,,,
610,11_C_65_27,KDP_C_69_27_GALIVEEDU,RF,,,,,,,0,,,
611,11_C_65_28,KDP_C_69_28_SURABHI,Nersupalli,,,11,1,,,12,,,
612,11_C_65_28,KDP_C_69_28_SURABHI,Kondappagaripalli,,,5,0,,,5,,,
613,11_C_65_28,KDP_C_69_28_SURABHI,Surabhi,,,53,1,,,54,,,
614,11_C_65_28,KDP_C_69_28_SURABHI,Goltamitta,,,5,0,,,5,,,
615,11_C_65_28,KDP_C_69_28_SURABHI,Mahadevapuram,,,9,2,,,11,,,
616,11_C_65_28,KDP_C_69_28_SURABHI,RF,,,,,,,0,,,
617,11_C_65_29,KDP_C_69_29_K.Yerragudi,Ketineniyarragudi,,,14,2,,,16,,,
618,11_C_65_30,KDP_C_69_30_Chakrayapeta,Idupulapaya,,,9,4,,,13,,,
619,11_C_65_30,KDP_C_69_30_Chakrayapeta,Anjaneyapuram,,,0,0,,,0,,,
620,11_C_65_30,KDP_C_69_30_Chakrayapeta,Marella madaka,,,10,1,,,11,,,
621,11_C_65_30,KDP_C_69_30_Chakrayapeta,Gandikovur,,,8,1,,,9,,,
622,11_C_65_30,KDP_C_69_30_Chakrayapeta,Chakrayapeta,,,30,1,,,31,,,
623,11_C_65_30,KDP_C_69_30_Chakrayapeta,Chilekampalli,,,33,6,,,39,,,
624,11_C_65_30,KDP_C_69_30_Chakrayapeta,RF,,,0,0,,,0,,,
625,11_C_65_34,KDP_C_69_34_N.PALAGIRI,Udavagandla,,,6,1,,,7,,,
626,11_C_65_34,KDP_C_69_34_N.PALAGIRI,Agadur,,,18,4,,,22,,,
627,11_C_65_34,KDP_C_69_34_N.PALAGIRI,Santhakovvuru,,,23,7,,,30,,,
628,11_C_65_34,KDP_C_69_34_N.PALAGIRI,Moillacheruvu,,,14,3,,,17,,,
629,11_C_65_34,KDP_C_69_34_N.PALAGIRI,North Palagiri,,,28,5,,,33,,,
630,11_C_65_34,KDP_C_69_34_N.PALAGIRI,Animala,,,41,3,,,44,,,
631,11_C_65_34,KDP_C_69_34_N.PALAGIRI,Rami Reddipalli,,,11,3,,,14,,,
632,11_C_65_34,KDP_C_69_34_N.PALAGIRI,RF,,,0,0,,,0,,,
633,11_C_65_40,KDP_C_69_40_Thonduru,Buchupalli,,,14,2,,,16,,,
634,11_C_65_40,KDP_C_69_40_Thonduru,Thonduru,,,12,2,,,14,,,
635,11_C_65_40,KDP_C_69_40_Thonduru,Mallela,,,13,1,,,14,,,
636,11_C_65_40,KDP_C_69_40_Thonduru,RF,,,,,,,0,,,
637,11_C_65_41,KDP_C_69_41_Uppaluru,Penikalapadu,,,8,1,,,9,,,
638,11_C_65_41,KDP_C_69_41_Uppaluru,Rajulaguruvaiah palli,,,10,1,,,11,,,
639,11_C_65_41,KDP_C_69_41_Uppaluru,Peddadudyala,,,8,1,,,9,,,
640,11_C_65_41,KDP_C_69_41_Uppaluru,Velpuracharla,,,0,0,,,0,,,
641,11_C_65_41,KDP_C_69_41_Uppaluru,V.Raghavapuram,,,2,1,,,3,,,
642,11_C_65_41,KDP_C_69_41_Uppaluru,Uppaluru,,,19,2,,,21,,,
643,11_C_65_41,KDP_C_69_41_Uppaluru,Kolavali,,,21,3,,,24,,,
644,11_C_65_41,KDP_C_69_41_Uppaluru,Ankireddypalli,,,8,1,,,9,,,
645,11_C_65_41,KDP_C_69_41_Uppaluru,Veldurthi,,,11,1,,,12,,,
646,11_C_65_41,KDP_C_69_41_Uppaluru,Uruturu,,,23,2,,,25,,,
647,11_C_65_41,KDP_C_69_41_Uppaluru,Kommaddi,,,29,3,,,32,,,
648,11_C_65_41,KDP_C_69_41_Uppaluru,Niduzuvvi,,,16,2,,,18,,,
649,11_C_65_41,KDP_C_69_41_Uppaluru,Chilamkuru,,,45,3,,,48,,,
650,11_C_65_41,KDP_C_69_41_Uppaluru,Peddanapadu,,,15,2,,,17,,,
651,11_C_65_41,KDP_C_69_41_Uppaluru,Valasapalli,,,5,1,,,6,,,
652,11_C_65_41,KDP_C_69_41_Uppaluru,Koduru,,,1,1,,,2,,,
653,11_C_65_42,KDP_C_69_42_Payasampalli,Talapanuru,,,6,1,,,7,,,
654,11_C_65_42,KDP_C_69_42_Payasampalli,Payasampalli,,,14,4,,,18,,,
655,11_C_65_42,KDP_C_69_42_Payasampalli,Alidena,,,10,2,,,12,,,
656,11_C_65_42,KDP_C_69_42_Payasampalli,Lingala,,,8,2,,,10,,,
657,11_C_65_42,KDP_C_69_42_Payasampalli,Keerthipalli,,,5,1,,,6,,,
658,11_C_65_42,KDP_C_69_42_Payasampalli,Ayyavaripalli,,,10,1,,,11,,,
659,11_C_65_42,KDP_C_69_42_Payasampalli,Indukuru,,,18,3,,,21,,,
660,11_C_65_42,KDP_C_69_42_Payasampalli,T.Sunkesula,,,2,1,,,3,,,
661,11_C_65_42,KDP_C_69_42_Payasampalli,Tippaluru,,,8,1,,,9,,,
662,11_C_65_42,KDP_C_69_42_Payasampalli,Vibharapuram,,,0,0,,,0,,,
663,11_C_65_42,KDP_C_69_42_Payasampalli,Gangavaram,,,0,2,,,2,,,
664,11_C_65_42,KDP_C_69_42_Payasampalli,Mirapuram,,,3,1,,,4,,,
665,11_C_65_42,KDP_C_69_42_Payasampalli,C.Gopalapuram,,,3,1,,,4,,,
666,11_C_65_42,KDP_C_69_42_Payasampalli,Pachikalapadu,,,1,1,,,2,,,
667,11_C_65_42,KDP_C_69_42_Payasampalli,Yerragudipadu,,,11,2,,,13,,,
668,11_C_65_42,KDP_C_69_42_Payasampalli,Pandillapalli,,,12,1,,,13,,,
669,11_C_65_42,KDP_C_69_42_Payasampalli,Nallalingayapalli,,,5,1,,,6,,,
670,11_C_65_42,KDP_C_69_42_Payasampalli,Gollapalli,,,4,1,,,5,,,
671,11_C_65_42,KDP_C_69_42_Payasampalli,T.Sadipiralla,,,9,1,,,10,,,
672,11_C_65_42,KDP_C_69_42_Payasampalli,Ramachandrapuram,,,3,1,,,4,,,
673,11_C_65_42,KDP_C_69_42_Payasampalli,Apparaopalli,,,3,1,,,4,,,
674,11_C_65_42,KDP_C_69_42_Payasampalli,Jambapuram,,,8,2,,,10,,,
675,11_C_65_42,KDP_C_69_42_Payasampalli,Thurakapalli,,,8,2,,,10,,,
676,11_C_65_42,KDP_C_69_42_Payasampalli,Chinnacheppalli,,,37,6,,,43,,,
677,11_C_65_42,KDP_C_69_42_Payasampalli,Yellareddypalli,,,13,3,,,16,,,
678,11_C_65_43,KDP_C_69_43_Kamlapuram,Pillivaripalli,,,0,0,,,0,,,
679,11_C_65_43,KDP_C_69_43_Kamlapuram,Kamalapuram,,,39,8,,,47,,,
680,11_C_65_43,KDP_C_69_43_Kamlapuram,Peddacheppalli,,,37,6,,,43,,,
681,11_C_65_43,KDP_C_69_43_Kamlapuram,Dadireddypalli,,,5,1,,,6,,,
682,11_C_65_43,KDP_C_69_43_Kamlapuram,Vankamada,,,0,0,,,0,,,
683,11_C_65_43,KDP_C_69_43_Kamlapuram,Letapalli,,,5,1,,,6,,,
684,11_C_65_43,KDP_C_69_43_Kamlapuram,Podadurthi,,,13,4,,,17,,,
685,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Peddaputha,,,9,1,,,10,,,
686,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Chinnaputha,,,0,0,,,0,,,
687,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Jangampalli,,,2,1,,,3,,,
688,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Paidikalva,,,13,3,,,16,,,
689,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Konduru,,,18,2,,,20,,,
690,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Tummaluru,,,21,4,,,25,,,
691,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Chabali,,,4,0,,,4,,,
692,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Machanuru,,,17,2,,,19,,,
693,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Kothapeta,,,1,1,,,2,,,
694,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Binduraopalli,,,0,0,,,0,,,
695,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Konayapalli,,,1,0,,,1,,,
696,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Nandimandalam,,,46,7,,,53,,,
697,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,AmniViswanathapuram,,,1,3,,,4,,,
698,11_C_65_44,KDP_C_69_44_NANDIMANDALAM,Alireddypalli,,,9,2,,,11,,,
699,11_C_65_45,KDP_C_70_45_Kothakota,Gangayapalli,,,4,0,,,4,,,
700,11_C_65_45,KDP_C_70_45_Kothakota,Reddipalli,,,6,1,,,7,,,
701,11_C_65_45,KDP_C_70_45_Kothakota,Kothakota,,,17,1,,,18,,,
702,11_C_65_45,KDP_C_70_45_Kothakota,Eguvathamballapalli,,,9,1,,,10,,,
703,11_C_65_46,KDP_C_70_46_Gopavarampalli,Chennupalli,,,9,2,,,11,,,
704,11_C_65_46,KDP_C_70_46_Gopavarampalli,Gopavarampalli,,,6,2,,,8,,,
705,11_C_65_46,KDP_C_70_46_Gopavarampalli,Brahmanapalli,,,7,1,,,8,,,
706,11_C_65_46,KDP_C_70_46_Gopavarampalli,Rajupalem,,,4,3,,,7,,,
707,11_C_65_46,KDP_C_70_46_Gopavarampalli,Malluvaripalli,,,2,1,,,3,,,
708,11_C_65_46,KDP_C_70_46_Gopavarampalli,Pullareddypalli,,,9,3,,,12,,,
709,11_C_65_46,KDP_C_70_46_Gopavarampalli,Musalreddypalli,,,1,2,,,3,,,
710,11_C_65_46,KDP_C_70_46_Gopavarampalli,Mamillapalli,,,10,0,,,10,,,
711,11_C_65_46,KDP_C_70_46_Gopavarampalli,Mahanandipalli,,,9,0,,,9,,,
712,11_C_65_46,KDP_C_70_46_Gopavarampalli,Siddamurthypalli,,,6,1,,,7,,,
713,11_C_65_46,KDP_C_70_46_Gopavarampalli,Pendlamarri,,,10,3,,,13,,,
714,11_C_65_46,KDP_C_70_46_Gopavarampalli,Sankavaram,,,72,8,,,80,,,
715,11_C_65_46,KDP_C_70_46_Gopavarampalli,Markapuram,,,17,1,,,18,,,
716,11_C_65_47,KDP_C_70_46_Gopavarampalli,Pittigunta,,,6,1,,,7,,,
717,11_C_65_48,KDP_C_70_46_Gopavarampalli,Obulapuram,,,2,2,,,4,,,
718,11_C_65_46,KDP_C_70_46_Gopavarampalli,RF,,,0,0,,,0,,,
719,11_C_65_47,KDP_C_70_47_Kasinayana,Diguvathamballapalli,,,5,2,,,7,,,
720,11_C_65_47,KDP_C_70_47_Kasinayana,Ayyavaripalli,,,0,0,,,0,,,
721,11_C_65_47,KDP_C_70_47_Kasinayana,Patharamapuram,,,3,0,,,3,,,
722,11_C_65_47,KDP_C_70_47_Kasinayana,Singarayapalli,,,4,2,,,6,,,
723,11_C_65_47,KDP_C_70_47_Kasinayana,Kalasapadu,,,30,3,,,33,,,
724,11_C_65_47,KDP_C_70_47_Kasinayana,Dulamvaripalli,,,3,0,,,3,,,
725,11_C_65_47,KDP_C_70_47_Kasinayana,Tellapadu,,,8,2,,,10,,,
726,11_C_65_47,KDP_C_70_47_Kasinayana,Kondapet,,,7,0,,,7,,,
727,11_C_65_47,KDP_C_70_47_Kasinayana,Vengalampalli,,,0,,,,0,,,
728,11_C_65_47,KDP_C_70_47_Kasinayana,Rampadu,,,4,,,,4,,,
729,11_C_65_47,KDP_C_70_47_Kasinayana,Narasapuram,,,23,2,,,25,,,
730,11_C_65_47,KDP_C_70_47_Kasinayana,Uppaluru,,,9,2,,,11,,,
731,11_C_65_47,KDP_C_70_47_Kasinayana,Vasudevapuram,,,0,,,,0,,,
732,11_C_65_47,KDP_C_70_47_Kasinayana,Balayapalli,,,8,2,,,10,,,
733,11_C_65_47,KDP_C_70_47_Kasinayana,Guntuvaripalli,,,7,1,,,8,,,
734,11_C_65_47,KDP_C_70_47_Kasinayana,Ganganapalli,,,9,1,,,10,,,
735,11_C_65_47,KDP_C_70_47_Kasinayana,Moolapalli,,,4,3,,,7,,,
736,11_C_65_47,KDP_C_70_47_Kasinayana,Varikunta,,,15,4,,,19,,,
737,11_C_65_47,KDP_C_70_47_Kasinayana,Nayunipalli,,,9,0,,,9,,,
738,11_C_65_47,KDP_C_70_47_Kasinayana,RF,,,0,0,,,0,,,
739,11_C_65_48,KDP_C_70_48_Akkalreddypalli,Sancharla,,,20,2,,,22,,,
740,11_C_65_48,KDP_C_70_48_Akkalreddypalli,Akkalreddypalli,,,0,3,,,3,,,
741,11_C_65_48,KDP_C_70_48_Akkalreddypalli,Lachampeta,,,23,0,,,23,,,
742,11_C_65_48,KDP_C_70_48_Akkalreddypalli,Siddanakitchayapalli,,,1,0,,,1,,,
743,11_C_65_48,KDP_C_70_48_Akkalreddypalli,Korrapatipalli,,,5,2,,,7,,,
744,11_C_65_48,KDP_C_70_48_Akkalreddypalli,Musalreddypalli,,,15,1,,,16,,,
745,11_C_65_48,KDP_C_70_48_Akkalreddypalli,Kavalakuntla,,,4,3,,,7,,,
746,11_C_65_48,KDP_C_70_48_Akkalreddypalli,Buchampalli,,,18,1,,,19,,,
747,11_C_65_48,KDP_C_70_48_Akkalreddypalli,Cherlopalli,,,4,4,,,8,,,
748,11_C_65_48,KDP_C_70_48_Akkalreddypalli,Chinnayarasala,,,0,0,,,0,,,
749,11_C_65_48,KDP_C_70_48_Akkalreddypalli,RF,,,,0,,,0,,,
750,11_C_65_54,KDP_C_70_54_Atloor,Rajupalem,,,18,2,,,20,,,
751,11_C_65_54,KDP_C_70_54_Atloor,Yarraballi,,,6,2,,,8,,,
752,11_C_65_54,KDP_C_70_54_Atloor,Thamballagondhi,,,23,2,,,25,,,
753,11_C_65_54,KDP_C_70_54_Atloor,Gujjulavaripalli,,,8,2,,,10,,,
754,11_C_65_54,KDP_C_70_54_Atloor,S Venkatapuram,,,0,2,,,2,,,
755,11_C_65_54,KDP_C_70_54_Atloor,Kumbhagiri,,,23,1,,,24,,,
756,11_C_65_54,KDP_C_70_54_Atloor,Konduru,,,19,4,,,23,,,
757,11_C_65_54,KDP_C_70_54_Atloor,Atloor,,,35,4,,,39,,,
758,11_C_65_54,KDP_C_70_54_Atloor,PV Palli,,,0,0,,,0,,,
759,11_C_65_54,KDP_C_70_54_Atloor,Varikunta,,,11,1,,,12,,,
760,11_C_65_54,KDP_C_70_54_Atloor,Madur,,,0,,,,0,,,
761,11_C_65_54,KDP_C_70_54_Atloor,Thudur,,,0,,,,0,,,
762,11_C_65_54,KDP_C_70_54_Atloor,Uppatur,,,0,,,,0,,,
763,11_C_65_54,KDP_C_70_54_Atloor,Chenduvoy,,,0,,,,0,,,
764,11_C_65_54,KDP_C_70_54_Atloor,RF,,,0,0,,,0,,,
765,11_C_65_55,KDP_C_70_55_Muthukuru,Puttayapalli,,,8,1,,,9,,,
766,11_C_65_55,KDP_C_70_55_Muthukuru,Nallayapalli,,,5,0,,,5,,,
767,11_C_65_55,KDP_C_70_55_Muthukuru,Kamalakuru,,,32,6,,,38,,,
768,11_C_65_55,KDP_C_70_55_Muthukuru,Madapuru,,,36,3,,,39,,,
769,11_C_65_55,KDP_C_70_55_Muthukuru,Kamasamudram,,,19,1,,,20,,,
770,11_C_65_55,KDP_C_70_55_Muthukuru,Vemaluru,,,10,1,,,11,,,
771,11_C_65_55,KDP_C_70_55_Muthukuru,Muthukur,,,23,2,,,25,,,
772,11_C_65_55,KDP_C_70_55_Muthukuru,Jonnavaram,,,11,3,,,14,,,
773,11_C_65_55,KDP_C_70_55_Muthukuru,Virur,,,0,,,,0,,,
774,11_C_65_55,KDP_C_70_55_Muthukuru,Rangampalli,,,0,,,,0,,,
775,11_C_65_55,KDP_C_70_55_Muthukuru,Malinenipatnam,,,0,,,,0,,,
776,11_C_65_55,KDP_C_70_55_Muthukuru,RF,,,0,0,,,0,,,
777,11_C_65_56,KDP_C_71_56_Ramapuram,B Yarragudi,,,56,2,,,58,,,
778,11_C_65_56,KDP_C_71_56_Ramapuram,Dinnepadu,,,17,2,,,19,,,
779,11_C_65_56,KDP_C_71_56_Ramapuram,Guvvalacheruvu,,,8,1,,,9,,,
780,11_C_65_56,KDP_C_71_56_Ramapuram,Gopagudipalli,,,27,0,,,27,,,
781,11_C_65_56,KDP_C_71_56_Ramapuram,Neelakantraopet,,,8,1,,,9,,,
782,11_C_65_56,KDP_C_71_56_Ramapuram,Kalpanayunicheruvu,,,13,1,,,14,,,
783,11_C_65_56,KDP_C_71_56_Ramapuram,Suddamala,,,20,3,,,23,,,
784,11_C_65_56,KDP_C_71_56_Ramapuram,Nallaguttapalli,,,34,1,,,35,,,
785,11_C_65_56,KDP_C_71_56_Ramapuram,Saraswatipalli,,,10,0,,,10,,,
786,11_C_65_56,KDP_C_71_56_Ramapuram,Rachapalli,,,39,0,,,39,,,
787,11_C_65_56,KDP_C_71_56_Ramapuram,Vongimalla,,,51,5,,,56,,,
788,11_C_65_56,KDP_C_71_56_Ramapuram,RF,,,0,0,,,0,,,
789,11_C_65_57,KDP_C_71_57_L.R.PALLI,Gudlavaripalli,,,2,0,,,2,,,
790,11_C_65_57,KDP_C_71_57_L.R.PALLI,Anantapuram,,,22,2,,,24,,,
791,11_C_65_57,KDP_C_71_57_L.R.PALLI,Lakkireddipalli,,,64,4,,,68,,,
792,11_C_65_57,KDP_C_71_57_L.R.PALLI,Dappepalli,,,34,0,,,34,,,
793,11_C_65_57,KDP_C_71_57_L.R.PALLI,Pandillapalli,,,33,0,,,33,,,
794,11_C_65_57,KDP_C_71_57_L.R.PALLI,Narahari Bhatlapalli,,,4,0,,,4,,,
795,11_C_65_57,KDP_C_71_57_L.R.PALLI,Somabhatlapalli,,,0,0,,,0,,,
796,11_C_65_57,KDP_C_71_57_L.R.PALLI,Kurnoothala,,,50,1,,,51,,,
797,11_C_65_57,KDP_C_71_57_L.R.PALLI,Maddirevula,,,26,1,,,27,,,
798,11_C_65_57,KDP_C_71_57_L.R.PALLI,Hasanapuram,,,49,2,,,51,,,
799,11_C_65_57,KDP_C_71_57_L.R.PALLI,Chitlur,,,39,1,,,40,,,
800,11_C_65_57,KDP_C_71_57_L.R.PALLI,Guntimadugu,,,15,1,,,16,,,
801,11_C_65_57,KDP_C_71_57_L.R.PALLI,RF,,,0,0,,,0,,,
802,11_C_65_58,KDP_C_71_58_Veeraballi,Kakulavaram,,,16,0,,,16,,,
803,11_C_65_58,KDP_C_71_58_Veeraballi,Bandlapalli,,,35,3,,,38,,,
804,11_C_65_58,KDP_C_71_58_Veeraballi,Pothukurupalli,,,5,2,,,7,,,
805,11_C_65_58,KDP_C_71_58_Veeraballi,Somavaram,,,25,1,,,26,,,
806,11_C_65_58,KDP_C_71_58_Veeraballi,Veeraballi,,,112,9,,,121,,,
807,11_C_65_58,KDP_C_71_58_Veeraballi,Peddiveedu,,,38,0,,,38,,,
808,11_C_65_58,KDP_C_71_58_Veeraballi,Matli,,,74,3,,,77,,,
809,11_C_65_58,KDP_C_71_58_Veeraballi,Odiveedu,,,29,0,,,29,,,
810,11_C_65_58,KDP_C_71_58_Veeraballi,Polymerapalle,,,56,8,,,64,,,
811,11_C_65_58,KDP_C_71_58_Veeraballi,Masapeta   (R),,,40,3,,,43,,,
812,11_C_65_58,KDP_C_71_58_Veeraballi,Kasba Gollapalli,,,0,0,,,0,,,
813,11_C_65_58,KDP_C_71_58_Veeraballi,Indukurupalle,,,4,0,,,4,,,
814,11_C_65_58,KDP_C_71_58_Veeraballi,RF,,,,,,,0,,,
815,11_C_65_59,KDP_C_71_59_Chinnamandem,Diguvagottiveedu,,,30,4,,,34,,,
816,11_C_65_59,KDP_C_71_59_Chinnamandem,Kalibanda,,,11,1,,,12,,,
817,11_C_65_59,KDP_C_71_59_Chinnamandem,T.Sakibanda,,,32,6,,,38,,,
818,11_C_65_59,KDP_C_71_59_Chinnamandem,Vandadi,,,23,4,,,27,,,
819,11_C_65_59,KDP_C_71_59_Chinnamandem,Malluru,,,43,6,,,49,,,
820,11_C_65_59,KDP_C_71_59_Chinnamandem,Devagudipalle,,,12,4,,,16,,,
821,11_C_65_59,KDP_C_71_59_Chinnamandem,Chinnamandem,,,71,9,,,80,,,
822,11_C_65_59,KDP_C_71_59_Chinnamandem,Padamatikona,,,54,5,,,59,,,
823,11_C_65_59,KDP_C_71_59_Chinnamandem,Bonamala,,,15,2,,,17,,,
824,11_C_65_59,KDP_C_71_59_Chinnamandem,Katimayakunta,,,13,0,,,13,,,
825,11_C_65_59,KDP_C_71_59_Chinnamandem,Rayachoty,,,151,3,,,154,,,
826,11_C_65_59,KDP_C_71_59_Chinnamandem,Pedda Kalvapalle,,,3,1,,,4,,,
827,11_C_65_59,KDP_C_71_59_Chinnamandem,Yandapalle,,,35,3,,,38,,,
828,11_C_65_59,KDP_C_71_59_Chinnamandem,Cherlopalli,,,14,1,,,15,,,
829,11_C_65_59,KDP_C_71_59_Chinnamandem,Gorlamudiveedu,,,23,4,,,27,,,
830,11_C_65_59,KDP_C_71_59_Chinnamandem,Yennagupalle,,,0,0,,,0,,,
831,11_C_65_59,KDP_C_71_59_Chinnamandem,Madhavaram,,,74,5,,,79,,,
832,11_C_65_59,KDP_C_71_59_Chinnamandem,Botlacheruvu,,,7,0,,,7,,,
833,11_C_65_59,KDP_C_71_59_Chinnamandem,RF,,,0,0,,,0,,,
834,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Narayanareddypalle,,,30,5,,,35,,,
835,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Motakatla,,,33,1,,,34,,,
836,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Gunnikuntla,,,22,1,,,23,,,
837,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Guriginjakunta,,,17,0,,,17,,,
838,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Dudyala,,,59,1,,,60,,,
839,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Sambepalle,,,15,4,,,19,,,
840,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Routhukunta,,,20,2,,,22,,,
841,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Abbavaram,,,20,2,,,22,,,
842,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Sibyala,,,66,7,,,73,,,
843,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Pemmadapalle,,,14,2,,,16,,,
