sr.no,,,village name,No. M.I.Tanks command area,,Number of M.I.Tanks [Non command area],,"Number of M.I.Tanks PQ Area
[Poor GW Quality area]",
,Watershed code ,GW watershed name,,Number,spread ha,Number,spread ha,Number,spread ha
263,11_C_65_25,KDP_C_68_25_MYDUKURU,T.Sallabhasayapalli,,,,,,
264,11_C_65_25,KDP_C_68_25_MYDUKURU,Gollapalli,,,,,,
265,11_C_65_25,KDP_C_68_25_MYDUKURU,Gudipadu,,,,,,
266,11_C_65_25,KDP_C_68_25_MYDUKURU,Chintakunta,1,115,,,,
267,11_C_65_25,KDP_C_68_25_MYDUKURU,Yakarlapalem,,,,,,
268,11_C_65_25,KDP_C_68_25_MYDUKURU,Tippireddypalli,,,3,45,,
269,11_C_65_25,KDP_C_68_25_MYDUKURU,Mudireddypalli,,,1,11,,
270,11_C_65_25,KDP_C_68_25_MYDUKURU,Adireddypalli,,,,,,
271,11_C_65_25,KDP_C_68_25_MYDUKURU,Ganjikunta,3,73,,,,
272,11_C_65_25,KDP_C_68_25_MYDUKURU,Gaddamayapalli,,,,,,
273,11_C_65_25,KDP_C_68_25_MYDUKURU,Lingaladinne,1,24,,,,
274,11_C_65_25,KDP_C_68_25_MYDUKURU,Vanipenta,1,8,,,,
275,11_C_65_25,KDP_C_68_25_MYDUKURU,N.Mydukur,,,,,,
276,11_C_65_25,KDP_C_68_25_MYDUKURU,Miduthuru,,,,,,
277,11_C_65_25,KDP_C_68_25_MYDUKURU,Eturu,,,,,,
278,11_C_65_25,KDP_C_68_25_MYDUKURU,Thripuravaram,,,,,,
279,11_C_65_25,KDP_C_68_25_MYDUKURU,Chiyyapadu,,,,,,
280,11_C_65_25,KDP_C_68_25_MYDUKURU,Morrayapalli,,,,,,
281,11_C_65_25,KDP_C_68_25_MYDUKURU,Pitchapadu,,,,,,
282,11_C_65_25,KDP_C_68_25_MYDUKURU,Somapuram,,,,,,
283,11_C_65_25,KDP_C_68_25_MYDUKURU,Bhadripalli,,,,,,
284,11_C_65_25,KDP_C_68_25_MYDUKURU,Nerrawada,,,,,,
285,11_C_65_25,KDP_C_68_25_MYDUKURU,Kethavaram,,,,,,
286,11_C_65_25,KDP_C_68_25_MYDUKURU,Alladupalli,,,,,,
287,11_C_65_25,KDP_C_68_25_MYDUKURU,Peddaguruvaluru,,,,,,
288,11_C_65_25,KDP_C_68_25_MYDUKURU,Chinnaguruvaluru,,,,,,
289,11_C_65_31,KDP_C_69_31_VEMPALLI,Tangedupalli,0,0,,,,
290,11_C_65_31,KDP_C_69_31_VEMPALLI,U.Rajupalem,,,0,0,,
291,11_C_65_31,KDP_C_69_31_VEMPALLI,Vemaplli,0,0,,,,
292,11_C_65_31,KDP_C_69_31_VEMPALLI,T.Velamavaripalli,0,0,,,,
293,11_C_65_31,KDP_C_69_31_VEMPALLI,Addalamarri,,,0,0,,
294,11_C_65_31,KDP_C_69_31_VEMPALLI,Komarakalva,,,1,15,,
295,11_C_65_31,KDP_C_69_31_VEMPALLI,ErraBommanapalli,,,4,15,,
296,11_C_65_31,KDP_C_69_31_VEMPALLI,RF,,,,,,
297,11_C_65_32,KDP_C_69_32_TALLAPALLI,V.Kothapalli,1,18,,,,
298,11_C_65_32,KDP_C_69_32_TALLAPALLI,South palagiri,,,1,2,,
299,11_C_65_32,KDP_C_69_32_TALLAPALLI,Gonamakulapalli,,,0,0,,
300,11_C_65_32,KDP_C_69_32_TALLAPALLI,Kathaluru,0,0,,,,
301,11_C_65_32,KDP_C_69_32_TALLAPALLI,Pamuluru,,,1,5,,
302,11_C_65_32,KDP_C_69_32_TALLAPALLI,Tallapalli,0,0,,,,
303,11_C_65_33,KDP_C_69_33_VEMULA,Polepalli,0,0,,,,
304,11_C_65_33,KDP_C_69_33_VEMULA,Boggudapalli,0,0,,,,
305,11_C_65_33,KDP_C_69_33_VEMULA,Bakarapuram,0,0,,,,
