IWM_Village_Name,Location_ID
Madhavarayapu     Ra Mayya Agraharam,26562
Madhavarayapuram,26626
Madhavarayunipalle,13234
Madhavaripalem,21389
Madhirapadu,21386
Madhudi,15726
Madhupada,27324
Madhupada-1,27801
Madhupada-2,27972
Madhupam,27118
Madhurapudi,19905
Madhurapuram,21684
Madhya,24881
Madichenu Khandrika,15510
Madicherla-1,19007
Madicherla-2,20643
Madigabanda,23117
Madigapuram,25585
Madigubba,13639
Madigunta,23743
Madiki,20353
Madimalla,23366
Madimeru,24081
MADINA BANDA,23723
Madinapadu,17705
Madinenipalem,15761
Madipadu Agraharam,17612
Madire,10915
Madire-1,11318
Madireddipalle,17111
Madirepalle,13178
Madithadu,15043
Madivada,21024
Madrebu,28232
Madugula Koduru,23466
Madugula-1,17874
Madugula-2,29116
MadugulaKotapadu,29119
Madugupalle,13484
Madugupolavaram,21030
Madugur,23811
Maduguvanigondi,15023
MADUMU,22858
Madunuru,15944
Madupalle,20799
Madur,13396
Madur-1,13997
Maduramamidi,23156
Maduravada,28675
Maduthuru,21943
Magallu,17599
Magam,20930
Magandlapalle,16789
Magatapalle,21393
MAGATHAPOLAM,23529
Magecheruvu,15146
Maggamveedhi,22609
Magutur,11263
Mahadevamangalam,17039
Mahadevapalle,14731
Mahadevapatnam,21035
Mahadevapuram,11969
Mahadevapuram-1,12321
Mahadevapuram-2,19704
Mahadevipuram,24997
Mahadevipuram-1,25393
Mahajanamvaripeta,26616
Mahal,15903
Mahalakshmipuram,25787
Mahalpada,24551
Mahalrajupalle,15852
Mahammadapuram,13983
Mahammadpuram,26508
Mahanandipalle,12627
Mahankalideviputtur,16239
Mahanthipalem,27818
Maharaja Puram,17014
Maharajapuram @Siddareddipalle,15038
Maharthapuram,25147
Mahasamudram,15214
Mahasamudram-1,17063
Mahasingi,25706
Mahendrawada,20256
Maheswarapuram,21424
Mahimalur,13694
Maipalle,25638
Majara Kothapalle,17041
Majeru,21803
Majjigopalapuram,25520
Majjiguda,22158
Majjigudem,25736
Majjivalasa,27315
Majjivalasa-1,27845
Majjivalasa-2,28422
Makamabapuram,16638
Makamambavilasam,16705
Makanapalem,21331
Makanapalle,28266
Makannapalle,25218
Makannapuram,24714
Makarajola,24935
Makaram,18646
Makarampuram,24518
Makavaram,22023
Makavaram-1,26020
Makavaram-2,28741
Makavarapalem-1,18626
Makivalasa,25319
Makivalasa-1,26104
Makivalasa-2,26517
Makivalasa-3,26843
Makivalasa-4,26999
Makkapeta,17553
Makkinavarigudem,19732
Makkinavaripalle,14482
Makkuva-1,25731
Makthapuram,14018
Mala Konda Rayunipalem,12548
Mala singaram,27160
Malagam,26625
Malagovinda Puram,24913
Malagovindapuram,24684
Malaguda,22732
Malagummi,22344
Malakacherla,20448
Malakam,27185
Malakapalem,23130
Malakapalle,19976
Malakapuram,11200
Malakari puttu,22750
Malakavemula-1,14593
Malakondapentagudem,11800
Malakondapuram,12558
Malameedapalle,15100
Malameedi Kambala Dinne,13100
Malameedi Palle,12457
Malapadu,23057
Malapadu-1,23426
Malapalle,10918
Malapanagudi,12605
Malapuram-1,12690
Malasanikunta,20227
Malaseethakota,22624
Malasomapuram,28925
Malavanikothur,17376
Malayanur,14513
Maldepalle,17411
Malemarpuram,14663
Malenatham,16668
Malepadu,12299
Malepadu-1,13554
Malepadu-2,16495
Malichedu,14528
Malicherla,28171
Malikipuram-1,21491
Malinenipatnam,14106
Malinga valasa,27696
Malinguvalasa,22058
Malkapuram,11130
Malkapuram-1,11992
Malkapuram-2,17510
Malkapuram-3,17800
Malkapuram-4,17891
Malkapuram-5,20672
Malkariputtu,22284
Mallacheruvu,23614
Malladi,17813
Mallagundla,13673
Mallakalva,14362
Mallakunta,16852
Mallam,15417
Mallam Bhupathipalem,28788
Mallam Gunta,16315
Mallam Peta,10990
Mallam-1,19858
Mallam-2,28793
Mallampalle,21773
Mallampeta,23710
MALLAMPETA-1,26176
Mallampeta-2,26500
Mallanahatti,10890
Mallapalle,15140
Mallapeta,28244
Mallapurajupeta,26614
Mallapuram,10896
Mallapuram-1,13300
Mallavar Padu,11963
Mallavaram,11419
Mallavaram Mamillu,19001
Mallavaram-1,11422
Mallavaram-10,21327
Mallavaram-11,21665
Mallavaram-12,21891
Mallavaram-13,24090
Mallavaram-2,16336
Mallavaram-3,17770
Mallavaram-4,18653
Mallavaram-5,18869
Mallavaram-6,19491
Mallavaram-7,19741
Mallavaram-8,20119
Mallavaram-9,20810
Mallavarappadu,12894
Mallavaripalem,16500
Mallavilli,20757
Mallavolu,17854
Mallavolu-1,21770
Mallaya Palem,28939
Mallayagudem,19935
Mallayapalem,13431
Mallayapalem-1,15984
Mallayapalem-2,18252
Mallela,13730
Mallela puttu,22687
Mallela-1,16160
Mallela-2,17490
Mallemadugu,14538
Mallemala,15499
Mallenipalle,12675
Mallepalle,11487
Mallepalle-1,13124
Mallepalle-2,14395
Mallepalle-3,19673
Malleshwarapuram,11847
Malleswaram,20122
Malleswaram-1,20164
Malleswaram-2,20751
Malleswaram-3,20775
Malleswaram-4,21587
Mallethota,24220
Malliboinapalle,20735
Mallikarjunahalli,12261
Mallikarjunapuram,26204
Mallimunda,22078
Mallinayakanahalli,15311
Mallipadu,23378
Mallipodaru,22022
Mallipudi,20844
Mallipudi-1,28151
Mallisala,19585
Mallivalasa,22060
Malliveedu,25447
Malliveedu-1,25785
Malliveedu-2,28393
MalluBhupala patnam,18878
Malluduputtu,22173
Mallur,15288
Mallusastrula Peta,26813
Malluvaripalle,12553
Malreddipalle,15754
Maluguru,15553
Malyada,27895
Malyala,28909
Malyam,13265
Malyavantham,13843
Malyavanthuni Padu,11308
Mamadugu,17012
Mamadur,12638
Mamandur,15996
Mamandur-1,16364
Mambattu,16194
Mambedu,16575
Mamidada,19537
Mamidalapadu,10892
Mamidigunta,15673
Mamidijola,25824
Mamidikolla,21623
Mamidikuduru-1,21276
Mamidilova,28624
Mamidimanumoola,17035
Mamidimettu,24982
Mamidipalem,18911
Mamidipalem-1,28728
Mamidipalle,24537
Mamidipalle-1,25602
Mamidipalle-2,26471
Mamidipalle-3,28071
Mamidipalle-4,28366
Mamidipalle-5,28505
Mamidipalli,23583
Mamidipudi,14508
Mamidivada,21959
Mamidivalasa,19199
Mamidivalasa-1,22509
Mamidivalasa-2,26511
Mamidivalasa-3,26683
Mamidivalasa-4,26721
Mamilladoddi,20053
Mamillapalle,18299
Mamillapalle (Rural),12597
Mamillapalle (Rural)-1,14265
Mamillapalle-1,21702
Mamillapalli (U),14186
Mampa,29006
Mamuduru,13904
Mamuduru-1,20905
Manamadugu,12091
Manamala,15259
Manapuram,25277
Manavali,15486
Manchala,18267
Manchala-1,18561
Manchala-2,28464
Manchalakatta,11317
Manchamrai,22213
Manchikalapadu,11558
Manchikallu,17885
Manchili,20870
Manchuru,16113
Manda,25609
Manda  @  Diguva Manda,24673
Mandadam,17858
Mandadi,18000
Mandadi-1,26779
Mandagiri (Rural),11432
Mandalahalli,15395
Mandalapalle,15090
Mandalaparru,20704
Mandallanaidupalle,13139
Mandallapalle,13127
Mandaloor,12374
MANDANPALLE (M),16413
Mandapadu,18026
Mandapadu (Rural),21480
Mandapaka (Rural),20650
Mandapakala,21885
Mandapalle-1,14363
Mandapalle-2,14653
Mandapalle-3,20670
Mandapalle-4,24387
Mandapalle-5,24608
Mandapam,19438
Mandaparti,27702
Mandapeta (M),20328
MANDAPETA(U),20367
Mandarada,26777
Mandasa-1,24769
Mandavakuriti,26711
Mandavalli-1,21240
Mandavuru,24844
Mandi Krishnapuram,17221
Mandiba,22230
Mandiba-1,22462
Mandiba-2,22808
Mandigaruvu,23198
Mandipalle,23808
Mandipalli,23084
Mandiputtu,22847
Mandiputtu-1,27823
Mandiravalasa,27146
Mandivanam,22885
Mandlem,28936
Mandli,15181
Mandru valasa,27984
Manduru,18255
Mane Palle,18314
Maneguntapadu,13987
Manendram,17291
Manepalle,15875
Manepalle-1,21152
Manepalli,22940
Manerampalle,13266
Maneri,15895
Manesamudram,15561
Manga banda,22427
Manga Nellore,15956
Mangadu,16836
Mangagumma,27912
Mangaiah Palem,19584
Mangala Kunta,11412
Mangaladri Puram,11886
Mangalagiri (M),17996
Mangalagiri (Rural),17999
Mangalagiripadu,18093
Mangalagunta,15717
Mangalam,16210
Mangalam-1,16688
Mangalam-2,16914
Mangalamadaka,14478
Mangalamamidi,22645
Mangalampadu,16058
Mangalampeta,16357
Mangalapalem,23815
Mangalapur,14919
Mangalapuram,21815
Mangalapuram-1,24474
Mangalapuram-2,28609
Mangalapuri,15808
Mangalavaripalle,15431
Mangaliputtu,22222
Mangampadu,23326
Mangampeta,14466
Mangampeta-1,15161
Mangamuru,11856
Mangapalle,12565
Mangapathidevipeta,19764
Mangapatnam-1,13423
Mangasamudram (Rural),16987
Mangavaram,19381
Manginapadu,12128
Manginapudi-1,11031
Manginapudi-2,21729
Mangiturthi,19806
Mangollu,17540
Mangunta,16851
Mangupalle,13842
Mani Keswaram,11160
Maniga,24725
Manigadaru Khandrika,15638
Manigam,25770
Manikonda,21394
Manikurthi,11736
Manikyapuram,24602
Manimeswaram,21629
Manirevu,13695
Manjeru,20436
Manjuguda,27585
Mankenapalle,20047
Mankollu,20074
Mannangidinne,13129
Mannarupoluru,16091
Mannasamudram,16129
Mannava,18337
Mannavaram,15618
Mannavarappadu,14332
Mannegunta,11356
Mannegunta-1,15528
Mannemala,15475
Mannemutheri,16064
Mannepalle,11121
Mannesultanpalem,17804
Manneti Kota-1,12416
Mannila,13872
Mannur,14706
Mannuru,15063
Mantada,21582
Mantapampalle-1,14502
Manthena,21311
Manthina,26882
Mantikonda,24730
Mantrajola,24516
Mantriki,11196
Mantripalem,28779
Manturu,19365
Manubolu-1,14709
Manubolupadu,13539
Manugunuru,21014
Manukondavaripalem,18355
MANULALAPETA (U),15497
Manumukonda,24541
Manur,15569
Manuru,20959
Manuyapuratla,18865
Manyalanattu,15253
Manyanvaripalem,19613
Manyapu chintuva,21991
Manyapuripeta,27769
Mapakshi,17147
Mapakshi (Part),17127
Mara,25046
Maradam,26954
Maradarajapuram,25041
Maradawada,16254
Marakalakuppam,17212
Marakattu,11746
Marakuntapalle,14719
Marala,14450
Marali,18600
Maramreddipalle,12713
Marapagunta,12174
Marapalle,17449
Maratipalle,13191
Maravapalle Agraharam,13966
Mardaguda,27774
Maredipalle,15341
maredu palle,22625
Maredubaka,18789
Maredubaka-1,19261
Maredubaka-2,20347
Maredubaka-3,26832
Maredumaka,21364
Maredumilli-1,18749
Maredupalle,17006
Maredupudi,18921
Maredupudi Agarm.,28790
Maredupudi-1,28768
Marela,22612
Marella,10839
Marella-1,12179
Marella-2,15750
Marellagadda,15924
Marellamadaka,14507
Marellamudi,20243
Marellapadu,13566
Marepalle,16627
Marepalle-1,17502
Marepalle-2,28407
Mariapalle,26004
Marichettu pakalu,23821
Maridikota,25341
Marika,28258
Maripalle,26003
Maripalle  (Near)  Mondemkhallu,24789
Maripalle  (Near)  Rajjali,24736
Maripivalasa,25448
Markandeyula Peta,24112
Markapur (M),11198
Markapur (Rural),11120
Markapuram,12769
Markondapadu,20120
Markondaputti,25069
Markondaputti-1,25524
Marlagudem,19783
Marlagudem Resrved Forest,19750
Marlagunta,14871
Marlamadiki-1,11728
Marlamudi Jangalapalle,15389
Marlapadu,11890
Marlapadu-1,25655
Marlapalle,15481
Marlapalle-1,28352
Marlava,19768
Marnepalle,12499
Maroor,13992
Marri Palem,11399
Marri puttu,22538
Marri valasa,28562
Marribandam,20778
Marridatu,22775
Marriguda,23258
Marriguda-1,24723
Marrigudem,18800
Marrigunta,12796
Marrikommadinne,14875
Marrikothavalasa,26689
Marrikuntapalle,16066
Marrimaddi,23897
Marrimakulachenu Khandriga,16037
Marrimakulapalle,15700
Marrimakulapalle-1,15913
Marrimakulapalle-2,15937
Marrimanuvalasa,27760
Marripadu  (C),25203
Marripadu (K),25181
Marripadu-1,13677
Marripadu-2,16052
Marripadu-3,24952
Marripadu-4,25102
Marripadu-5,25907
Marripadu-6,26029
Marripadu-7,26189
Marripadu-8,26403
Marripaka,19620
Marripakalu,23998
Marripalem-1,18234
Marripalem-10,28772
Marripalem-2,18548
Marripalem-3,19105
Marripalem-4,19147
Marripalem-5,21988
Marripalem-6,22592
Marripalem-7,23511
MARRIPALEM-8,23977
Marripalem-9,24045
Marripalle Gopasamudram,14439
Marripalleuttarapu Khandriga,16859
Marripudi-1,11682
Marripudi-2,20033
Marriputtu,21999
Marriputtu-1,22176
Marriputtu-2,22728
Marrivada,19137
Marrivada-1,21556
Marrivalasa,22279
Marrivalasa-1,22744
Marrivalasa-2,24048
Marrivalasa-3,26180
Marrivalasa-4,26592
Marrivalasa-5,26871
Marrivalasa-6,26902
Marrivalasa-7,26922
Marrivalasa-8,27890
Marriveedu,19288
Marrivemula,18148
Marriwada,24263
Marteru,20965
Marthadu,13261
Marthadu-1,14169
Martur-1,18509
Marturu,28748
Marupaka,23920
Marupalle,27193
Marupalle-1,27999
Marupenta,25282
Maruproluvaripalem (Rural),10856
Marupuru,14356
Marutla-1,13110
Maruturu,21957
Maruvada,19287
Maruvada Kothavalasa,27743
Maruvada-1,26065
Maruvada-2,26521
Maruvada-3,27662
Maruvada-4,28003
Maruwada,24960
Masada,22572
Masahebpeta,19460
Masahebpeta-1,26280
Masakapalle,20705
Masakapuram,24395
Masampalle,19404
Masanandi,24705
Masangilli,23697
Masapet-1,14980
Masapeta,11106
Masaya Peta,11954
Maseedagraharam,27544
Maseedupuram,11906
Masenaputhi,26353
Masikachintala Valasa,25486
Masimanda,24579
Mastur,16343
Matalabpeta,26268
Matam Santhampalle,17285
Matampalle,15940
Matavalam,17068
Matchayapuram,22247
Matchupalle,22665
Matchyapuram,22603
Matehalamamidi,23867
Mathakamudi,16010
Mathala,25082
Mathamsariapalle,24493
Mathanagudem-1,19897
Mathanagudem-2,19892
Mathukumilli,20437
Mathumuru,26690
Mathyam,16963
Matikabande,23177
Matlagondi,13218
Matlam,21479
Matlapadu,19244
Matli,14928
Matlivaripalle,16015
Matsyapuram,23782
Mattagunta,21377
Mattam,22661
Mattam Bhimavaram,23966
Mattamanapathattu R.Khandriga,16398
Mattamgudem,20226
Mattamputtu,22029
Mattaparru,21425
Mattempadu,14381
Matti Padu,11583
Mattiguda,22015
Mattigunta,11280
Mattiguttapalle,17244
Matumadugu,15160
Matyapuram,23100
Mavaturu,15044
Mavillapadu,15971
Mavinamardhanahalli,13532
Mavudi,25820
Mayalur,12576
MBoddaputtu,22685
Meakalanagireddi Palle,17198
Meba,22014
Mebha,22691
Mechiri,13312
MEDALINE,20174
Medamarthi,26834
Medanulu Vengana Palle,12485
Medapadu,21248
Medapalle,19138
Medaparti,27794
Medapi,18408
Medapuram,14430
Medaveedu,23559
Medehal,12168
Medicherla,28540
Medidinne,13007
Medikonduru-1,18066
Medikurthi,16053
Medimakulapalle-1,12766
Medinaraopalem,20377
Medipalem,17663
Medipalle,20217
Medivada,23884
Medukurthy,13395
Meduru,17505
Meduru-1,21663
Meduru-2,23316
Meedipentla,14465
Meedivemula,11320
MEELAGARAMPADU,25140
Meelasathivada,25841
Meena Valluru,20681
Meenahalli,13107
Meenakota,25611
Meerapuram,12030
Meerja Peta,11479
Meesalapeta,27148
Meesalapeta-1,27644
Meesaragadda Ananthavaram,18153
Meezuru,15926
Megada,24872
Meghavaram,26169
Meghavaram-1,26460
Mekalacheruvu,15031
Mekanur,15015
Mekapadu (Z),11999
Mekava,25076
Mekavaripalle,13236
Melachur,15744
Melapattu,16897
Melavoi,15291
Melchuru,15606
Meliakanchuru,27169
Meliaputti-1,25137
Mellacheruvu,15840
Mellamarru,21833
Mellamarthi Lanka,21848
Mellavagu,18058
Melluru,20302
Melumdoddi,16761
Melumoy,16958
Melupaka,15908
Melupaka-1,21917
MelupakaJagannadhapuram,21924
MELUPATLA,16714
Menakuru,15524
Mendangi,25405
Mentada-1,27199
Mentada-2,28098
Mentepudi,21280
Meraka  Chamavaram,19416
Merakachinta,22343
Merakachinta-1,22745
Merakachinta-2,22799
Merakagudem,19666
Merakagudem-1,21380
Merakalu,22972
Merakamudidam-1,26830
Merakanapalle,21843
Merikapudi,18125
Merlapaka,16092
Merlapalem,20517
Meruipadu,20276
Metlapalle,20918
Metta Ramavaram,24295
Metta valasa,27881
Metta valasa-1,27932
Mettaguda,22127
Mettaguda-1,22579
Mettala gummi,22632
Mettapadu,23382
Mettapadu-1,23404
Mettapadu-2,27106
Mettapadu-3,27569
Mettapalem,28740
Mettapalle,27328
Mettaparru,21147
Mettavalasa,26348
Mettavalasa-1,26970
Mettavoolu,23005
Mettu,15273
Mettu Chintha,19390
Mettupalle,12152
Mettupalle-1,12233
Metturu,25136
Middepadu,13198
Midfordpeta,24113
Midthur-1,11048
Miduthuru,12743
Miduthuru-1,13641
Mikkinenipalle,12650
Miliaputti,25759
Millampalle,18371
Minagallu,13805
Minagallu-1,14125
Minamanamudi,15955
MINDI,28762
Mindivalasa Ramachandrapuram,28568
Miniki,16661
Miniminchilipadu,21057
Minumulaput,22140
Minumuluru,23031
Mir Imam Palem,21673
Mirapuram,13783
Miriam Palle,18530
Mirijapuram,20744
Mirithidungada,27977
Miriyala,17930
Mirjapuram,12586
Mirthipadu,19888
Mirthivalasa,26001
Mirthivalasa-1,26619
Mirthivalasa-2,26710
Mirthivalasa-3,27038
Mirtivalasa,26024
Mitlapalem,19003
Mitnala,11934
Mittachinthavari Palle,16552
Mittagudipadu,17798
Mittakandala,11002
Mittalapadu,23161
Mittalapadu-1,23277
Mittalapalle,12515
Mittamanipalle,13290
Mittameedapalle,14819
Mittapalem,16282
Mittapalem-1,16883
Mittapalem-2,17818
Mittapalem-3,18396
Mittapalle,12122
Mittapalle-1,14868
Mittapalle-2,16372
Mittapalle-3,17452
Mittasompuram,28923
Mittathmakuru-1,14640
Mittavada,24325
Mocherla,12655
Moda,15665
Modallavalasa,27125
Modam Palle,11928
Modameedipalle (Rural),13419
Modapalli,23086
Modatikella,25581
Modavalasa,28398
Modegunta,13982
Modekurru,20833
Modepalle,11190
Modipalle,17184
Moduga,26894
Modugulapalem,15870
Modugulapalem-1,16035
Modugulapalem-2,16206
Modugulapeta,26814
Modugulaputti,25320
Moduguvalasa,25850
Moduguvalasa-1,26050
Modukuru,18307
Modukuru-1,20425
Modumudi,21868
Mofusbandar,27627
Mogalai Uppalur,12170
Mogalaipeta,24706
Mogalidoddi,23986
MOGALIKOTTURU,24814
Mogalikuduru,21319
Mogalipuram,28634
Mogallagunta,15500
Mogallamuru,21362
Mogallapalem,14329
Mogallu,20984
Mogallur,12061
Mogallur-1,14385
Mogalthur-1,21440
Mogarala,16510
Mogaralapalle,17142
Mogili,17054
Mogilicherla,12622
MOGILIPADU,25124
Mogilipadu-1,25417
Mogilpalle,16986
Moguluru-1,17731
Mohammada Puram,11629
Mohammadabad,15315
Mohammadapuram,12753
Mohanapuram,18932
Mohiddin Puram,11132
Mohiddinpuram,26488
Mohinuddinpuram,13616
Moidavijayaram Puram,27773
Moillacheruvu,14077
Moillakalava,14137
Mojjuvada,25771
Mokalapadu,28024
Mokasharajapuram,25578
Mokasualluwada,24979
Mokhalingapuram,26038
Mokhasa Avalangi,25463
Mokhasa Kothapatnam,24025
Mokhasa Kothavalasa,28248
Mokhasa Krishnapuram,23664
Mokhasa Narasannapalem,20762
Mokhasadandigam,26030
Mokhasaduggi Valasa,27108
Mokhasaharipuram,24993
Mokhasakalvapudi,21320
Mokhasamamidi Palle,26078
Mokkalapudi,15435
Mokkaputtu,21995
Mokkaputtu-1,22033
Mokkaputtu-2,22270
Moksha Gundum,11850
Mokshaseetharamapuram,26700
Molagamudi,16411
Molaganur,15164
Molagavalli,11947
Molakaladinne,16469
Molakalapudi,15570
Molakalapundla,14723
Molakathalla,12988
Molikalu,23604
Mollapadu,27946
Molleru,19426
Mollur,14548
Momidi,14730
Mondemkhallu,24741
Mondepu Lanka,21107
Mondigedda,23376
Mondigumma,22186
Mondijanguda,27731
Mondikota,22503
Mondikota-1,23383
Mondivenganapalle,16590
Mondrayavalasa,25817
Monjaputtu,22059
Monjuguda,22134
Moogaladoddi,18571
Moogavadi,16754
Moolaboddavara,27926
Moolapalle,12740
Moolapatnam,27842
Moolasagaram (Rural),11776
Moolasowlapuram,26424
Mopada,28342
Mopadu,12459
Mopadu-1,12555
Moparru,18327
Moparru-1,21314
Mopidevi Lanka,21853
Mopidevi-1,21835
Mopidi,13111
Mopireddipalle,16816
Mopurapalle,16453
Mopuru,15030
Moragudi,13147
Moram,17043
Morampalle,16693
Morampudi,18076
Morampudi (Rural),20106
Morasalapalle,15596
Morasanapalle,17308
Mori,21521
Morrayapalle,13449
Morriguda,27163
Morriguda-1,27584
Morsapudi,20640
Mortha,20452
Morubagal-1,15178
Morusumilli,17578
Mosaidipanuku Kothuru,22849
Mosalikandi,27776
Mosalipalle,20960
Mosuru,26573
Motakatla-1,15201
Motakothuru,17273
Motarchintalapalle,14567
Mothadaka,17947
Mothagunta,17067
Mothugudem,23774
Mothukur,11342
Motravulapadu,12536
Mottakadirinur,17455
Mottu Palle,12279
Motu Palle,11219
Motukapalle,14995
Motumallela,16023
Moturu,21370
Moturupalem,21961
Movva-1,21726
Moyyalagummi,22557
Moyyeru,20745
Muchalagunta,15745
Muchalamarri,16793
Muchalapuri,12473
Mucherlavalasa,25862
Muchigeri,11071
Muchilivada,23880
Muchindra,24378
Muchintala @ Bodapadu,17563
Muchivolu,15847
Muchukota,13146
Muchumarri,18498
Mudakaru,25724
Mudampadu,15485
Mudangi,25262
Mudapaka,28591
Mudaramdoddi,17240
Mudarampalle,16991
mudasarlova,28725
Muddada,27481
Muddadajogi Valasa,26884
Muddampalle,15339
Muddanagiri,11748
Muddanapalle,17295
Muddanapalle-1,17327
Muddanur-1,13528
Muddapadu,12145
Muddappagudem,19725
Muddapuram,20510
Muddatamagi,11784
Muddavaram,11659
Muddikuppam,16811
Muddinayanapalle,13819
Muddireddipalle,15614
Muddula Busikonda,23459
Muddumudi,14609
Muddumudi-1,15837
Mudduramapuram,17172
Muddurthi,28717
Mudduru,27564
Mudiamvaripalle,15950
Mudicherla,20202
Mudigal,13742
Mudigedu,12363
Mudigolam,16809
Mudinepalle,21485
Mudipalle,16924
Mudireddipalle,13089
Mudivarthi,13919
Mudivarthi Palem,14004
Mudivedu-1,15985
Mudiyur,16587
Mudumala,13039
Mudumalagurthy,11333
Mudunuru,20618
Mudunuru-1,21473
Mudupalajuvi,15071
Mudupulavemula,16082
Muduthallapadu,21202
Muga Chinthala,11451
Mugachintala,11773
mugada,26414
Mugadavalasa,26172
Mugalamarri,16255
Mugathi,10977
Muggaulla-1,19808
Muggula,20776
Mugguru,26289
Mugumangondi,11816
Mukavalasa,25916
Mukhalingam,26041
Mukkamala,20647
Mukkamala-1,20898
Mukkamalla,12421
Mukkandlavarikothapalle,15074
Mukkapadu,21336
Mukkaputtu,22384
Mukkaravaripalle,16792
Mukkavaripalle,15087
Mukkelathuru,17024
Mukkella,11885
Mukkellapadu,28830
Mukkidipalem,15458
Mukkinada,20102
Mukkiput,22295
Mukkollu,19772
Mukkollu-1,21662
Mukkollupadu,20340
Mukkunuru,24152
Muktapuram,25131
Mukteswaram,12572
Mukteswaram-1,18480
Mukteswarapuram,17593
Mukthampuram,27777
Mukthapuram,14119
Mukthapuram-1,14352
Mukthinutala Padu (Rural),11691
Muktumpuram,18604
Mukudupalli,24064
Mukundapuram,24774
Mukundapuram-1,25462
Mukundapuram-2,26734
Mukundapuram-3,28212
Mukundapuram-4,28452
Mukundapuram-5,28613
Mukundarajapuram,28443
MUKUNDARAJUPETA,19196
Mukundavaram,19972
Mulabinnidi @ Mulalikkidi,24504
Mulachelagam,26794
Mulaga,25120
Mulagalagudem,19298
Mulagalametta,24154
Mulagalampadu,20188
Mulagalampalle,19692
Mulagapudi,19197
Mulagapudi Bennavaram,18637
Mulagarlapalem,23339
Mulagaruvu,22615
Mulagaruvu-1,22642
Mulagaruvu-2,23208
MULAGARUVU-3,23400
Mulaguntapadu,12236
Mulajammu,24509
Mulajampa,21940
Mulakala palle,28551
Mulakala Valasa,26589
Mulakalacheruvu-1,14776
Mulakalacheruvu-2,15777
Mulakalagumadam,27261
Mulakalapalle,17443
Mulakalapalle-1,21378
Mulakalapalle-2,21693
Mulakalapanta,17602
Mulakaledu,14275
Mulakallanka,19831
Mulakalur,18129
Mulakalur-1,18521
Mulakanapalle,24292
Mulakanur,14171
Mulakayala Bhimavaram,18698
Mulakayaputtu,23512
Mulakayiputtu,22801
Mulakkayavalasa,25796
Mulakkayavalasa-1,26125
Mulakkayavalasa-2,26629
Mulakoravangi,22408
Mulakuddu,28507
Mulalova,22673
Mulapadu,17774
Mulapadu Karrivanipalem,27710
Mulapalam,24804
Mulapalem,28838
Mulapalle,14224
Mulaparru,20923
Mulaparru-1,21520
Mulapeta,19867
Mulapeta-1,24043
Mulaputtu,22394
Mulasalapalem,18912
Mulathimmepalle,17189
Mulavalasa,25464
Muliaputtu,22726
Muliguda,24422
Mulikipalle,21431
Mulipadu,24765
Mulkapalle,18999
Mullapudi,21644
Mullumetta,23463
Mulluru,24245
Mulpur,18261
Mulugundam,11352
Mulugurai,22241
Mulukuduru-1,18458
Mulumudi,14205
Mulusobha,22761
MULUSUBANDA,23771
Mulyagalugu,27282
Mulyaguda,27630
Mummadivaru,18642
Mummayapalem,11298
Mummayapalem-1,15414
Mummidivaram-1,20874
Mummidivarappadu,20771
Munagacherla,17618
Munagala,10910
Munagala Palle,17665
Munagala Venkatapuram,14659
Munagala-1,11631
Munagala-2,19774
Munagalapadu,10870
Munagalapalem,16270
Munagalapudi,18650
Munagapadu,11279
Munagapadu-1,14610
Munagapadu-2,17684
Munagapaka-1,29089
MUNAGARAPALLE,23547
Munagavalasa,26675
Munamarru,20895
Munchingiputtu-1,21993
Munchingiputtu-2,22737
Mundala,24450
Mundla Padu,12052
Mundlamuru-1,11028
Mundlapadu,12328
Mundlapadu-1,17579
Mundlapalle,14002
Mundlapudi,16351
Mundlavaripalle,15636
Mundur,20404
Munellapalle,16057
Mungaladoruvu,14290
Mungamur,13284
Munganda,21018
Mungandapalem,21058
Munganna Agraharam,26241
Mungerlapalem,24070
Mungilipattukothapalle,16393
Munginapalle,28081
Munibhadra,24384
Munikudali,19912
Munimadugu,12181
Munimadugu-1,14651
Munipalle,18308
Munipalle-1,20360
Munipalle-2,21119
Munipeda,21502
Munjamamidi,18728
Munjavaram,21096
Munjavarappadu,18813
Munjeru,28296
Munjuluru,19522
Munjuluru-1,21630
Munnaluru,17769
Munnangi,28978
Munnelli,13016
Munsiri,22357
Munthamamidi,23816
Munthamamidi-1,23944
Muntimadugu,13032
Munugodu,17780
Munukulla,17475
Munulapudi,13823
Muppala Padu,11899
Muppalagutti,12710
Muppalakesaramvarikandrika,12243
Muppalla-1,12198
Muppalla-2,17668
Muppalla-3,18082
Muppalla-4,18152
Mupparru,20847
Mupparthipadu,20796
Muppavaram,10938
Muppavaram-1,11949
Muppavaram-2,20498
Murada,24528
Muradi,13222
Muragadam,25678
Muraharidondrao Khandrika,15501
Murajaribanda,22334
Murakada,21982
Murakambattu,16961
Muraliputtu,22219
Muramalla,20831
Muramanda-1,20311
Murapaka,27622
Murapaka-1,28123
Murapandi,12950
Murari,19782
Murarichintala-1,14177
Murikimallapenta,18228
Murikipudi,18413
Murlavanipalem,18930
Murthinayanipalle,17093
Murthuzapuram,18531
Murthy Palem,15809
Murugammi,12257
Murugampalli,13090
Murugu cheruvu,22212
Murukondapadu,28894
Murukuntibadra,25225
Murumoor,18645
Murvakonda,18474
Musalareddipalle,12575
Musalikunta,15412
Musalimadugu,18510
