IWM_Village_Name,Location_ID
Forest-221,18288
Forest-222,18292
Forest-223,18318
Forest-224,18363
Forest-225,18439
Forest-226,18511
Forest-227,18555
Forest-228,18595
FOREST-229,18617
Forest-23,11713
FOREST-230,18622
FOREST-231,18629
FOREST-232,18651
FOREST-233,18663
FOREST-234,18690
FOREST-235,18699
FOREST-236,18706
FOREST-237,18726
FOREST-238,18797
FOREST-239,18808
Forest-24,11752
FOREST-240,18824
FOREST-241,18825
FOREST-242,18835
FOREST-243,18842
FOREST-244,18862
FOREST-245,18875
FOREST-246,18892
FOREST-247,18896
FOREST-248,18902
FOREST-249,18939
Forest-25,11764
FOREST-250,18953
FOREST-251,18969
FOREST-252,18981
FOREST-253,18989
FOREST-254,18997
FOREST-255,19045
FOREST-256,19054
FOREST-257,19071
Forest-258,19074
FOREST-259,19092
Forest-26,11793
FOREST-260,19096
FOREST-261,19108
FOREST-262,19124
FOREST-263,19126
FOREST-264,19127
FOREST-265,19134
FOREST-266,19160
FOREST-267,19172
FOREST-268,19183
FOREST-269,19207
Forest-27,11807
FOREST-270,19228
FOREST-271,19230
FOREST-272,19232
FOREST-273,19233
FOREST-274,19284
Forest-275,19306
FOREST-276,19312
FOREST-277,19325
FOREST-278,19342
FOREST-279,19394
Forest-28,11826
FOREST-280,19407
FOREST-281,19422
FOREST-282,19433
FOREST-283,19437
FOREST-284,19440
Forest-285,19462
FOREST-286,19468
FOREST-287,19496
FOREST-288,19524
FOREST-289,19540
Forest-29,11834
FOREST-290,19550
FOREST-291,19575
Forest-292,19658
Forest-293,19702
Forest-294,19711
Forest-295,19752
Forest-296,19945
FOREST-297,19997
Forest-298,20016
FOREST-299,20036
Forest-3,10941
Forest-30,11921
Forest-300,20104
Forest-301,20136
Forest-302,20779
FOREST-303,20865
Forest-304,20961
Forest-305,21360
Forest-306,21429
FOREST-307,21926
FOREST-308,23163
FOREST-309,23613
Forest-31,12017
FOREST-310,23718
FOREST-311,23724
FOREST-312,23730
FOREST-313,23805
FOREST-314,23813
FOREST-315,23934
FOREST-316,23940
FOREST-317,23993
FOREST-318,24006
FOREST-319,24027
Forest-32,12083
FOREST-320,24075
FOREST-321,24097
FOREST-322,24400
Forest-323,24448
FOREST-324,24458
FOREST-325,24473
FOREST-326,24503
FOREST-327,24520
FOREST-328,24523
FOREST-329,24544
Forest-33,12132
Forest-330,24548
Forest-331,24566
FOREST-332,24576
FOREST-333,24586
Forest-334,24614
Forest-335,24667
FOREST-336,24670
FOREST-337,24697
FOREST-338,24698
FOREST-339,24712
Forest-34,12159
FOREST-340,24722
Forest-341,24737
FOREST-342,24739
FOREST-343,24751
Forest-344,24752
FOREST-345,24775
Forest-346,24880
FOREST-347,24890
Forest-348,24891
Forest-349,24900
Forest-35,12230
FOREST-350,24956
Forest-351,24961
Forest-352,24992
FOREST-353,25021
Forest-354,25074
FOREST-355,25178
Forest-356,25190
Forest-357,25227
Forest-358,25248
Forest-359,25347
Forest-36,12339
Forest-360,25376
Forest-361,25400
FOREST-362,25422
Forest-363,25434
Forest-364,25449
Forest-365,25526
Forest-366,25560
FOREST-367,25576
FOREST-368,25823
Forest-369,25879
Forest-37,12347
Forest-370,25923
FOREST-371,25956
Forest-372,26005
Forest-373,26023
Forest-374,26025
Forest-375,26026
FOREST-376,26034
FOREST-377,26154
Forest-378,26158
Forest-379,26357
Forest-38,12396
FOREST-380,26473
FOREST-381,26636
FOREST-382,26694
FOREST-383,26759
FOREST-384,26839
FOREST-385,27833
FOREST-386,27853
FOREST-387,27998
FOREST-388,28020
FOREST-389,28218
Forest-39,12444
FOREST-390,28276
FOREST-391,28348
FOREST-392,28358
FOREST-393,28370
FOREST-394,28468
FOREST-395,28584
FOREST-396,28600
FOREST-397,28664
Forest-398,28826
Forest-399,28827
Forest-4,11053
Forest-40,12541
Forest-400,28921
FOREST-401,28996
FOREST-402,28997
FOREST-403,28998
FOREST-404,28999
FOREST-405,29000
FOREST-406,29001
FOREST-407,29002
FOREST-408,29003
FOREST-409,29004
Forest-41,12594
FOREST-410,29005
FOREST-411,29025
FOREST-412,29030
FOREST-413,29068
FOREST-414,29074
Forest-42,12645
FOREST-43,12651
FOREST-44,12659
FOREST-45,12733
FOREST-46,12960
Forest-47,13181
FOREST-48,13204
Forest-49,13275
Forest-5,11084
FOREST-50,13311
Forest-51,13322
FOREST-52,13373
Forest-53,13568
Forest-54,13609
Forest-55,13698
Forest-56,13713
FOREST-57,13839
Forest-58,13942
Forest-59,14042
Forest-6,11105
FOREST-60,14123
Forest-61,14160
Forest-62,14252
Forest-63,14305
FOREST-64,14333
Forest-65,14353
Forest-66,14357
Forest-67,14370
Forest-68,14373
Forest-69,14426
Forest-7,11213
Forest-70,14453
Forest-71,14485
Forest-72,14512
Forest-73,14521
Forest-74,14621
Forest-75,14625
FOREST-76,14680
FOREST-77,14683
Forest-78,14712
Forest-79,14717
Forest-8,11253
Forest-80,14757
Forest-81,14764
FOREST-82,14786
Forest-83,14831
Forest-84,14838
FOREST-85,14947
Forest-86,15002
Forest-87,15014
Forest-88,15042
Forest-89,15049
Forest-9,11295
Forest-90,15128
Forest-91,15156
FOREST-92,15188
Forest-93,15192
Forest-94,15211
FOREST-95,15312
Forest-96,15328
Forest-97,15338
Forest-98,15402
Forest-99,15482
FOREST22,19206
FOREST23,19424
Foulkspeta,19493
Foxdorapeta,25975
G Dharbakulavarikhandrika,11868
G. Bhavaram,20395
G. Donthamuru-1,20046
G. Kothapalle,13113
G. Kothapalle-1,28536
G. Mamidada,20163
G. Medapadu,20055
G. Ragampeta,19885
G. Sarabhavaram,19217
G. Vemavaram,20364
G. Vemavaram-1,20792
G. Venkatampalle,12595
G. Yerrampalem,20110
G.Bheemavaram,29095
G.Cheedipalle,23984
G.Hosalli,11271
G.JagannadhaPuram,19202
G.Jambuladinne,12401
G.Koduru,18702
G.Kothapalle,20081
G.M.Kothuru,23141
G.Meka Padu,12475
G.Narasimhapuram,13303
G.Nittaputtu,23007
G.Singavaram-1,10816
G.Vattigedda,23765
Gabbada,24150
Gabbangi,22790
Gabudu puttu,22678
Gaburumamidi,22573
Gadabagalugu,22187
Gadabapalem,24145
Gadabavalasa,23223
Gadabavalasa Gangarajapuram,25146
Gadabavalasa-1,25107
Gadabavalasa-2,27049
Gadabavalasa-3,27107
Gadagamma,25794
Gadala-1,19948
Gadali,25050
Gadampalem,29022
Gadanki,16565
Gadapari,23593
GADAPASI,23926
Gadarada,19733
Gadasam,27114
Gaddamanugu,17707
Gaddamayapalle,13355
Gaddamvaripalle,16387
Gaddamvaripalle-1,16539
Gaddapuvalasa,27363
Gaddibanda,22132
Gaddibanda-1,22998
Gaddibanda-2,23188
Gaddibanda-3,27893
Gaddibanda-4,28178
Gaddibandalu,23175
GaddraiPalam,23332
Gade Hothur,12718
Gade palle,22517
Gadegudur,13094
Gadekal,12470
Gadela burugu,22163
Gadela-1,15190
Gadelapalem,19614
GADELAPUTTU,22298
Gadelavalasa,25939
Gadepudi,21671
Gadichinnampalem,19337
Gadidamvaripalle,15670
Gadidapai,25197
Gadigarevula,11471
Gadiguda,27626
Gadiguddi,25554
Gadigujji,25157
Gadigunta,22819
Gadikaram,25122
Gadikinchumanda,22752
Gadikota,12246
Gadikota-1,14679
Gadilalova,27612
Gadilanka,20855
Gadilavalasa,25941
Gadimudidam,26906
Gadirai,23644
Gadisingupuram,25242
Gadivalasa,22841
Gadivankadhara,24522
Gadivemula-1,11302
Gadivuru,25159
Gadiyapudi,11289
Gadrayi,23041
Gadugu palle,22524
Gadugupalle,22654
Gadulaputtu,22292
Gaduthuru,23421
Gaduvakurthi,18860
Gadyaguda,27448
Gaggatur,11986
Gaigampalle,23457
Gaitula Chodavaram,28026
Gajali,26219
Gajamguddivalasa,27098
Gajapathinagaram-1,27088
GAJAPATHINAGARAM-2,27415
Gajapathinagaram-3,28665
Gajapathinagarm,28450
Gajarampalle,12804
Gajarayunivalasa,26617
Gajjala Konda,11107
GAJJALABANDA,22249
Gajjanapudi,19492
Gajjangi veedhi,22458
Gajjaram,19836
Gajjedi,22696
Gajjehalli,11491
Gajulamandyam,16314
Gajulapalle-1,11907
Gajulapellore,16123
GAJULAREGA,28006
Gajullanka,21737
GAJUWAKA (M),28760
Galagala,13624
Galaganda,22167
Galagonda,22535
Galagonda-1,23335
Galavilli,26286
Galayagudem,20561
Gali bhimavaram,28697
Gali Chennaiah Palem,11457
Galijerugulla,11974
Galikonda,23557
Galipadu,23043
Galipadu-1,23536
Galivaripalle,15753
Galiveedu-1,15121
Gamalapadu,17733
Gamallakota,24199
Gambheeram,28563
Gamkonda,16841
Gamkonda-1,24017
Gampalagudem-1,17503
Gamparai,22587
Ganaparti,21915
Ganapathipalle,15326
Ganapavaram-1,17979
Ganapavaram-2,18304
Ganapavaram-3,18387
Ganapavaram-4,19701
Ganapavaram-5,20720
Ganapavaram-6,28851
Ganapavaram-7,28964
Ganapavaram-8,29044
Ganapavarigudem,20143
Ganapeswaram,17469
Ganapuram,28846
Gandaboyanapalle,16209
Gandalam,22646
Gandaluru,13336
Gandametta,27480
Gandavaram-1,13944
Gandempalle,18923
Gandepalle-1,17675
Gandepalle-2,19778
Gandepalle-3,23850
Gandepudi,21265
GANDHA,27632
Gandhamsariya,25426
Gandhavaram,28359
Gandhavaram-1,28710
Gandhinagaram,19177
Gandi Kothagudem,24237
Gandiganumala-1,18110
Gandigundam,28628
Gandikota,13264
Gandikovvur,14577
Gandipalem,12864
Gandla Seetharam Puram,12034
Gandladinne,15577
Gandlapadu,13174
GANDLAPALLE,17022
Gandlaparthi-1,13907
Gandlapenta-1,14818
Gandlavandlapalle,14257
Gandlavedu,13496
Gandra,24658
Gandrai,17519
Gandrajupalle,17036
Gandram,21674
Gandredu,20225
Gandredu-1,26986
Gandupalle,16891
Gandurupalle,14642
Ganekal-1,11202
Ganerlapalem,24053
Ganesuni Palle,12050
Ganeswara Puram,11214
Ganeswarapuram,12907
Ganga Palem,18506
Ganga Varam,11042
Gangabhagiradhi Puram,26300
Gangachollapenta,27341
Gangada,26267
Gangadevigudi,23447
Gangadevipalle,12901
Gangadharanellore,16982
Gangadharapuram,21498
Gangadipalem,17468
Gangadona Konda,10893
Gangalakurru,20972
Gangamamba Puram,16889
GangamambapuraAgraharam,21931
Gangamambapuram,17149
Gangamambapuram-1,25027
Gangammavalasa,24976
Gangampalem,19226
Gangampalle,14939
Gangampeta,26502
Ganganametta,24007
Ganganapalem,15182
Ganganapalle,12705
Ganganapalle-1,14190
Ganganapalle-2,20123
Gangannadora Palem,27265
Gangannadora Valasa,25056
Gangannagudem,19713
Gangannapadu,26486
Gangannapalavalasa @ Tatavaripalavalasa,26612
Ganganuru,23480
Gangapalem,12633
Gangaparthi,21919
Gangapatnam,13969
Gangaperuru,14309
Gangapuram,13288
Gangapuram-1,15835
Gangapuram-2,25186
Gangarajapuram,25092
Gangarajapuram-1,25217
Gangarajapuram-2,25582
Gangarajumadugula,22723
Gangarajupuram,15327
Gangarajuputtu,22682
Gangaram,26565
Gangareguvalasa,24925
Gangasani Agraharam,28605
Gangasanivalasa,27273
Gangavalli,17525
Gangavaram-1,11654
Gangavaram-10,19111
Gangavaram-11,19225
Gangavaram-12,19321
Gangavaram-13,19903
Gangavaram-14,20653
Gangavaram-15,23013
Gangavaram-16,23663
Gangavaram-17,24010
Gangavaram-18,24262
Gangavaram-19,27782
Gangavaram-2,11891
Gangavaram-20,28056
Gangavaram-21,28764
Gangavaram-22,29016
Gangavaram-3,12830
Gangavaram-4,13660
Gangavaram-5,13764
Gangavaram-6,14143
Gangavaram-7,16990
Gangavaram-8,17781
Gangavaram-9,18589
Gangayapalle,12406
GANGI GADDA,23674
Ganginayanipalle,17152
Ganginenipalem,17655
Ganginepalle,14494
Gangireddi Palle,16474
Gangireddipalle,15607
Gangivalasa,26966
Gangolu,19661
Gangubudi,28440
GANGUDI,22848
Gangudi valasa,27892
Gangulakunta,13773
Gangulavari Cheruvu Palle,13254
Gangupalem,15472
Ganguru-1,21348
Ganguvada,25141
Ganguvada-1,25598
Ganguvarisigadam,27011
Gani-1,11299
Ganiatukuru,17743
Ganigera,13101
Ganijerla,19893
Ganika,28250
Ganikapudi,18280
Ganisettipalem,28595
Ganivada,28367
Ganivani Padu,11207
Ganjaibhadra,25827
Ganjayavalasa,27301
Ganjigedda,23052
Ganjihalli,11238
Ganjikunta,12764
Ganjikunta-1,13151
Ganjipalem,11804
Ganna Varam,12043
Gannavaram-1,18562
Gannavaram-2,18977
Gannavaram-3,21106
Gannavaram-4,21273
Gannavaram-5,24252
Gannavaram-6,29032
Ganneda,22255
Gannela,27269
Gannelba,22930
Gannepalle,11128
Gannepalle-1,12996
Ganneruputtu,22952
Gantavanipalem,29102
Gantavari kothagudem,18655
Ganthimarri,14377
Ganti,20809
Ganti Pedapudi,20853
Gantikorlam,23809
Gantlam,28298
Gantyada-1,27953
Ganuga Penta,11770
Ganugachintha,15909
Ganugapadu,17495
Ganugapenta,11246
Ganugapenta-1,12993
Ganugapenta-2,13134
Ganugapenta-3,16509
Ganugula,24125
Ganugulagondi,19119
Ganugulapadu,23705
Ganugurolu,23549
Gara-1,27417
Garadolu,23569
Garagaparru,20956
Garalamadugu,14961
Garampalle,16838
Garanaidupeta,26927
Garapadu,17888
Garapadu-1,18208
Garapadu-2,21214
Garapenta,18211
Garbham-1,27000
Garellavalasa,26742
Gargeyapuram,11033
Garida,27678
Garigalapalle,17133
Garikapadu-1,17541
Garikapadu-2,17893
Garikapadu-3,18069
Garikapadu-4,18375
Garikaparru,21599
Garikapativari Khandrika,20781
Garikapeta,27764
Garikavalasa,27478
GARIKI BANDA,23971
Garikipadu,26901
Garikipalem,27621
Garimana Penta,11613
Garimanda,24021
Garimellakotha Valasa,26705
Garimenapenta,12832
Garimenapenta-1,14375
Garini Penta,18336
Garinivalasa,26119
Garisaluru,12952
Gariselapalle,14069
Garisepudi,21527
Garisingi,22834
Garisingi-1,28417
GARIVIDI-1,27406
GARIWADA,22315
Garla Peta,11948
Garladinne-1,10981
Garladinne-2,11406
Garladinne-3,12963
Garladinne-4,13167
Garlapadu,11306
Garlapadu-1,25718
Garlapadu-2,25979
Garlavalasa,26671
Garnepudi,18468
Garnikam,23893
Garnimitta,15694
Garraju Cheepurupalli,26512
Garram,22172
Garuda guda,27323
Garudabhadra,25199
Garudabilli,27708
Garudachedu,13125
Garudagunta Agraharam,15504
Garudakhandi,25332
Garudapalle,22494
Garudapuram,13960
Garugubilli-1,25470
Garugubilli-2,25973
Garugubilli-3,26925
Garugubilli-4,27306
Garugubilli-5,28611
Garugupalle,14938
Garuvuguntakhandrika,20828
Gasaba,26937
Gasabu,22553
Gasaigondi,23040
Gasarapalle,22832
Gatapadu,27347
Gatchalavalasa,27474
Gathada  @  Sriran Garaja Puram,26889
Gathalavalasa,26855
Gathapanuku,23302
Gatharagilleda,27113
Gattanaguda,27386
Gattappanayanipalle,17441
Gattaraguda,27419
Gattu,16126
Gattum,27888
Gattumalada,22153
Gattumpakalu,23770
Gattupalle,12983
Gatturamanda,22002
Gatuguda,28104
GATUGUDU,27395
Gavarampeta,24985
Gavarampeta-1,26498
Gavarapalem,28517
Gavaravaram,19873
Gavaravaram-1,20723
Gavaravaram-2,28589
Gavarayyapeta,19114
Gavigatlu,10987
Gavinivari Palem,10902
Gazanki,16675
Gazzela garuvu,28115
Gedalabanda,23465
Gedalapoluru,25334
Geddada,21329
Geddakancharam,27162
Geddakola,25516
Geddalepadu,22886
Geddaluppi,25672
Geddanapalle,19689
Geddanapalle-1,21054
Geddapalle,19352
Geddatiruvada,25130
Geddavalasa Narasimha Puram,26587
Gedelabanda,22257
Gedelapadu,22727
Gedelapeta,26931
Gedrajola,24621
GEERLA GADDA,23637
Geesada (Pamula),24532
Geethanapalle,25934
Gellapalledinne,17325
Gellavada,23706
Gemmeli,23455
Gemmelibaru,23462
GENJI GADDA,23766
Genjigedda,23394
Gesikapalle,17306
Getu valasa,27527
Ghanasara,24918
Ghantasala-1,21777
Ghatimukundapuram,24442
Gidajam,19358
Giddala puttu,22159
Giddalamamidi,22269
Giddalaput,22114
Giddalur,12567
Giddaluru-1,11930
Giddamakarajapuram,16870
Giddapalle,17284
Gidijala,28541
Giduthuru,18676
Gijaba,25038
Gilakapadu,14553
Gillibaddu,22863
Gindali,22589
Ginjangi,23385
Ginjarthi,29035
Ginjerthi,18937
Ginjeru,27859
Ginjupalle,17614
Ginnegaruvu,22578
Ginnelakota,22523
Ginnelaputtu,22330
Ginnelaram,19084
Ginnepalle,19262
Girijamambapuram,14597
Girijanapuram,19376
Girivanipalem,27800
Girliguda,27578
Gittangi,25556
Gittupalle,27475
Gnanamamba Puram  @   P.Khandriga,16128
Gobbilamadugu,18941
Gobbilapanukulu,18620
Gobbiripada,22100
Gobburu,10912
Gobburu-1,21895
Gobburu-2,27003
Gobburupalem,21902
Gobburuvaripalle,14956
Gobhyam,27090
Gochapalli,23285
Gochekka,25232
GOCHERI,22545
Godalam,26539
Godasorru,22437
Godavaripuram,25073
Godavarru,18193
Godavarru-1,21472
Godavarru-2,28976
GODDA,23405
Godda-1,25436
Goddalikarra,23236
Goddi puttu,22451
Goddiput,22126
Goddiput-1,22174
GODDUBUSULU,23093
Goddukuralabanda,23401
Goddumarri,13807
Godduvelagala,14760
Godi,21266
Godiapadu,25725
Godicherla,19254
Godichinta,23554
Godiganuru,12808
Godikommu,28331
Godikommu Singavaram,28345
Godilanka,21316
Godiriputtu,23423
Godiyada,27868
Godlaveedu,13227
Godugu mamidi palem,28326
Goduguchinta,16678
Goduguchintha,16696
Godugula,23143
Godugulaputtu,22119
Godugumamidi,23216
Godugumamidi-1,23568
Godugumamidi-2,23581
Godugunur,13654
Godugurallametta,23310
Godugurayi,18753
Gogannamattam,21419
Gogubaka,18670
Goguladinne,11277
Gogulapadu,17829
Gogulapadu-1,18171
Gogulapadu-2,20842
Gogulapalle,13622
Gogumilli,19189
Gogumilli-1,19423
Gogunta,21055
Goguvalasa,24313
Goipaka,24490
Gojara,27252
Gokanakonda,18553
Gokarajupalle,17664
Gokarlapalle,17389
Gokarnapalle,26979
Gokarnapuram,24627
Gokarnapuram-1,24984
Gokavaram-1,18586
Gokavaram-2,19441
Gokavaram-3,19572
Gokavaram-4,21711
Gokayyavalasa,26907
Gokinampadu,21435
Gokinepalle,20655
Gokivada,19795
Gokivada-1,21950
Golagam,27661
Golagam-1,28341
Golagam-2,28766
Golamalapalle,28189
Goli,17757
Goliyaputti,26544
Goljam,28251
Golla,13723
Golla Kandukur,14036
Golla Palle,11523
Golla Palle-1,28869
Golla Uppalapadu,12896
Gollachemana Palle,17106
Golladi,26474
Gollagandi,24713
Gollagudem,18688
Gollagudem-1,24339
Gollagunta-1,15543
GOLLAGUNTA-2,21948
Gollaguppa,24018
Gollagutta,11910
Gollalagudur,14278
Gollalagunta,19622
Gollalakoderu,21048
Gollalamulagam,27633
Gollalamuluvu,16180
Gollalapadu,25394
Gollalapalem,27680
Gollalapalem-1,28721
Gollalavalasa,26621
Gollalavalasa-1,26933
Gollalavalasa-2,27027
Gollamandala,17512
Gollamudi,17624
Gollanapalle,20968
Gollapadu,18112
Gollapalem,15478
Gollapalem-1,20370
Gollapalem-2,24922
Gollapalle,12772
Gollapalle  @  Venkatapuram,15795
Gollapalle-1,12918
Gollapalle-10,16348
Gollapalle-11,16544
Gollapalle-12,16981
Gollapalle-13,17056
Gollapalle-14,17085
Gollapalle-15,17134
Gollapalle-16,20694
Gollapalle-17,23323
Gollapalle-2,13246
Gollapalle-3,13564
Gollapalle-4,13633
Gollapalle-5,13856
Gollapalle-6,14037
Gollapalle-7,14243
Gollapalle-8,14963
Gollapalle-9,15988
GOLLAPALLI,26236
Gollapeta,26350
Gollaprolu-1,19767
Gollapudi,17835
Gollapudi-1,18426
Gollapuram,15957
Gollasaradhi,25267
Gollavadi Kunta Khandrika,20391
Gollavalasa,24801
Gollavarigunta,14965
Gollavaripalem,16484
Gollavidipi-1,18421
Gollavilli,21138
Gollavooru,24832
Golligondi,23658
Golliputtu,22063
GOLLIVALASA,24253
Golugonda-1,24281
GolugondaPeta,18886
Goluguvalasa,26453
Golukuppa,25774
Gomangi,22536
Gommangipadu,27982
Gommu Ayyavarigudem,29136
Gommu Koyagudem,18668
Gommugudem,18848
Gommugudem-1,29137
Gommuru,18960
Gompa,24004
Gompam,23479
GOMUVADA,23461
Gonabavi,11506
Gonasapudi,11136
Gonavaram-1,11854
Gondeli,22829
Gondhi,19470
Gondhi Kothapalle,19413
Gondi,21396
Gondi-1,26058
Gondiguda,22397
Gondiguda-1,27516
Gondiguda-2,27682
Gondiguda-3,27792
Gondigudem,23878
Gondikoda puttu,22297
Gondikota,23801
Gondimelaka,23460
Gondipadu,23181
Gondipakalu,23872
Gondipalle,14284
Gondipalle-1,14397
Gondipalle-2,14745
Gondipalle-3,23570
Gondipalli,22765
Gondiparla,10889
Gondipeta,22788
Gondirapa,22776
Gondireddipalle,13876
Gondivada,24239
Gondolu,19162
Gondupalem,28586
Gonduru,19259
Gonduvuru,22926
Goneda,19743
Gonegandla-1,11157
Gonepadu,21121
Gonepadu-1,26290
Gongivaripalle,16470
Gonipeta,14979
Gonnepalle,19670
Gonti,27317
Gontuvanipalem,19368
Gonu Narasayapalem,14668
Gonugunta,11619
Gonugur,17431
Gonumakulapalle,14231
Gonumakulapalle-1,17222
Gonupalle-1,14440
GOODIBANDA,23586
Goonagummi,23311
Gootibylu,15157
Gooty (Rural),12484
Gooty Ananta Puram,12600
Gooty Erragudi,12259
Gopagudipalle,14557
Gopakeli,24540
Gopaladoravuru,25364
Gopalakrishnarangarayapuram,26447
Gopalakrishnarangarayapuram-1,26677
Gopalapalle,28008
Gopalapatnam,19372
Gopalapatnam-1,19546
Gopalapatnam-2,24350
GOPALAPATNAM-3,28726
Gopalapenta,27093
Gopalapuram-1,10966
Gopalapuram-10,25221
Gopalapuram-11,25331
Gopalapuram-12,25588
Gopalapuram-13,26106
Gopalapuram-14,26144
Gopalapuram-15,26757
Gopalapuram-16,28767
Gopalapuram-2,12371
Gopalapuram-3,12891
Gopalapuram-4,13577
Gopalapuram-5,19508
Gopalapuram-6,19851
Gopalapuram-7,19901
Gopalapuram-8,20709
Gopalapuram-9,25068
Gopalarayudupeta,25968
Gopalareddipalem,16168
Gopalavenkata Puram,25761
Gopamambapuram,14890
Gopanapalle,15077
Gopanapalle-1,24035
Gopannapalem,20581
Gopannavalasa,26953
Gopapuram,18352
Gopapuram-1,18496
Gopavaram-1,11849
Gopavaram-2,13344
Gopavaram-3,13467
Gopavaram-4,19363
Gopavaram-5,20240
Gopavaram-6,20430
Gopavaram-7,21183
Gopavaram-8,21227
Gopavaram-9,24102
Gopavarampalle,12424
Gopavarapugudem,20983
Gopayapalle,12966
Gopem Peta,26370
Gopepalle,14826
Gopichettipalle,16773
Gopidevipeta,26338
Gopidinne-1,15609
Gopikunta Khandrika,20450
Gopinadhapatnam,20371
Gopinenipalem,17550
Gopivallabhapuram,25250
Goppili,24950
Goppilivalasa,22042
Goppugudesalu,23035
Goppula palem,28216
Goppulapalem,22823
GOPPULAPALEM-1,23561
Goppulathotamamidi,23733
Gopuvanipalem,21583
Gopuvanipalem-1,21749
Gorada,24577
Goradalu,23233
Goraganamudi,21103
Goragommi,19296
Goramamidi,18893
Goramanda,24196
Gorantla-1,11343
Gorantla-2,15203
Gorantla-3,17900
Gorantla-4,18070
Gorantlapalle,15978
Gorapalle,28632
Gorapudi,21987
Gorapur,22171
Gorati,24441
Goridindla,13751
Goriganur,13243
Gorigapudi,21840
Gorijavolu,18154
Gorijavoluguntapalem,18282
Gorinta,19883
Gorinta-1,27032
Gorinta-2,28575
Gorintada,21325
Gorivimakulapalle,17266
Gorjapadu,24703
Gorla Seetharampuram,26342
Gorlamudiveedu,15136
Gorlapeta,27856
Gorlapeta Jagannadhapuram,27672
Gorlemma,24696
Gorli,25042
Gorpadu,16556
Gorre Padu,28833
Gorregommu,27884
GORRELAMETTA,22251
Gorrelametta-1,23006
Gorrelametta-2,23393
Gorrelova,23232
Gorribanda,26085
Gorrilaputtu,23367
Gorripudi,20320
Gorsa,19957
Gorugunthala Padu,11292
Gorukallu,11581
Gosala,21442
Gosam,27821
Gosaveedu,17538
Goshada,27664
Gosigundala,12273
Gospadu-1,12039
Gosukonda Agraharam,11572
Gosulaveedu,12086
Gosuvandla Kattubadi,11967
Gotchari,22680
Goteru,20726
Gothuladoddi,28915
Gotikuppa,24860
Gotivada,24824
Gotivada Agraharam,29120
Gotivada-1,26533
Gotiwada,28681
Gotlagattu-1,11611
Gotlagudem,19349
Gotlagunta,15517
Gotlam,27866
Gotlam-1,28555
Gotlamitta,14784
Gotlapalem,13887
Gotlur,12893
Gotlur-1,14079
Gotnandi,26955
Gotta,25595
Gottamangala Puram,26203
Gottigundala-1,12972
Gottikadu,15135
Gottilapadu,18701
Gottimukkala,17739
Gottipadia,11209
Gottipadu,18236
Gottipadu-1,18391
Gottipadu-2,27457
Gottipalla,18055
Gottipalle,25705
Gottipalle-1,25869
Gottipalle-2,26836
Gottipalle-3,26961
Gottipalle-4,28473
Gottiprolu,15451
Gottipudi,15554
Gottivada,18885
Gottivalasa,25402
Gottugudem,24054
Gottumukkala,17699
Gotturu,26945
Gotukur,13411
Gotur-1,13934
Gotur-2,14165
Gounithimmepalle,17207
Govada,18357
Govada-1,28678
Govardhanagiri-1,11775
Govardhanapuram,25911
Govindampalle,15083
GOVINDAPALEM,16611
Govindapalle,12672
Govindapalle-1,13407
Govindapalle-2,17360
Govindapuram-1,15513
Govindapuram-10,28051
Govindapuram-2,18269
Govindapuram-3,19581
Govindapuram-4,24797
Govindapuram-5,25008
Govindapuram-6,25703
Govindapuram-7,26467
Govindapuram-8,26763
Govindapuram-9,27533
Govindarajupalem,19915
Govindaraopalle,15637
Govindareddipalle,16858
Govindawada,12930
Govindpalle,12020
Gowdamala,15965
Gowdanahalli,15228
Gowdegallu,10944
Gowduguda,24506
Gowduguranti,24495
Gowkanapalle,14735
Gowrampeta,19383
Gowravaram,13240
Gowravaram-1,13787
Gowravaram-2,17577
Gowridevi Peta,29054
Gowripatnam,19990
Gowripatnam-1,28638
Gowripuram,25160
Gowripuram-1,25780
Gowrivaripalle,15197
GOYYALAMETTA,23596
Goyyigunta,23516
Graddagunta,13691
Graddagunta-1,15508
Graddagunta-2,16235
Grahapati Agraharam,27599
Gramadatla,13273
GREAMSPET,17051
Griddalur,14599
Gubagundam,12431
Gudala,21189
Gudalavaripalem,16190
Gudali,15130
Gudamaliputta,22128
Gudangi,24995
Gudapadu,21743
Gudapalle,21464
Gudarevupalle,16137
GUDARI,24999
Gudavalli,21262
Gudavalli-1,28988
Gudavalluru (Kondapuram),12807
Guddam,24719
Guddigudem,19773
Guddipa,24000
Gudem,26042
Gudem  Madhavaram,17627
Gudem colony,23670
Gudem kotha veedhi,22916
Gudem Patha veedhi,23690
Gudem-1,27115
Gudem-2,27536
Gudem-3,27571
Gudem-4,28017
Gudemcheruvu,13267
Gudemgolugula Valasa,27631
Gudepuvalasa,26522
Gudepuvalasa-1,28334
GUDI MAMIDI,23703
Gudibanda-1,15205
Gudibanda-2,15685
Gudigalla Bhaga,20642
Gudigalla Rallagunta,20625
Gudigeddavenkata Puram,26712
Gudigunta,20477
Gudikal,11131
Gudikambali,18585
Gudilova,28564
Gudimallam,16307
Gudimella Padu,11689
Gudimellanka,21420
Gudimetla,11875
Gudimetla-1,17660
Gudimetlapalem,17678
Gudimula Kandrika,21545
Gudinarava,12981
Gudipadu-1,11020
Gudipadu-2,11085
Gudipadu-3,11952
Gudipadu-4,12342
Gudipadu-5,12503
Gudipadu-6,13287
