"S.No","Watershed code","Watershed Name"," Village Name","Length ","Design depth of flow","Bed width","Side Slopes","WettedPerimeter","Wetted area","Canal seepage factor"," No.of operating days of canal",," Recharge from canal (ha.m)",,"Annual Recharge"
,,,,"mts","mts","mts","( degrees )","mts","( m.sq mts.)","( ha.m/d/m.sq.m )","Monsoon ","N-Monsoon","Monsoon ","Non-Monsoon","( ha.m )"
183,"13_C_68_16-c","Ku_C_kd_Miduthuru-c","Alaganuru",25000,12,6,45,26.3,0.657,4,45,90,118.25,236.5,354.75
184,"13_C_68_16-c","Ku_C_kd_Miduthuru-c","Rollapadu",6000,1,2,45,3.7,0.022,4,45,90,3.97,7.93,11.9
185,"13_C_68_16-c","Ku_C_kd_Miduthuru-c","Talamudipi",,,,,,,,,,0,0,0
186,"13_C_68_16-c","Ku_C_kd_Miduthuru-c","Bilakalagudur",,,,,,,,,,0,0,0
187,"13_C_68_16-c","Ku_C_kd_Miduthuru-c","Bujanur",,,,,,,,,,0,0,0
188,"13_C_68_16-c","Ku_C_kd_Miduthuru-c","Chindhukur",,,,,,,,,,0,0,0
189,"13_C_68_16-c","Ku_C_kd_Miduthuru-c","Gadivemula",,,,,,,,,,0,0,0
190,"13_C_68_16-c","Ku_C_kd_Miduthuru-c","Manchalakatta",,,,,,,,,,0,0,0
191,"13_C_68_16-c","Ku_C_kd_Miduthuru-c","Korapoluru",,,,,,,,,,0,0,0
192,"13_C_68_16-c","Ku_C_kd_Miduthuru-c","Vanala",,,,,,,,,,0,0,0
193,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Pinnapuram",8500,2,6,45,10.2,0.086,4,45,30,15.56,10.38,25.94
194,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Gorukallu",23286,1,2,45,3.3,0.077,4,45,30,13.95,9.3,23.24
195,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Kondajuturu",59810,1,2,45,3.3,0.199,4,45,30,35.82,23.88,59.7
196,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Chilakala",31816,1,2,45,3.3,0.106,4,45,30,19.06,12.7,31.76
197,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Balapanuru",,,,,,,,,,0,0,0
198,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Panyam",,,,,,,,,,0,0,0
199,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Thammarajupalli",,,,,,,,,,0,0,0
