"sr.no",,,"village name","No. M.I.Tanks command area",,"Number of M.I.Tanks [Non command area]",,"Number of M.I.Tanks PQ Area
[Poor GW Quality area]",
,"Watershed code ","GW watershed name",,"Number","spread ha","Number","spread ha","Number","spread ha"
126,"13_D_45_27(B)","KU_D_TB_Devanakonda(b)","Pothugallu",1,15,,,,
127,"13_D_45_27(B)","KU_D_TB_Devanakonda(b)","Mannekunta",,,,,,
128,"13_D_45_27(B)","KU_D_TB_Devanakonda(b)","S.Erragudi",,,,,,
129,"13_D_45_27(B)","KU_D_TB_Devanakonda(b)","Matchapuram",,,1,35,,
130,"13_D_45_27(B)","KU_D_TB_Devanakonda(b)","Kapatralla",,,,,,
131,"13_D_45_27(B)","KU_D_TB_Devanakonda(b)","Thimmapuram",,,,,,
132,"13_D_45_27(B)","KU_D_TB_Devanakonda(b)","P.Kotakonda",,,,,,
133,"13_D_45_27(B)","KU_D_TB_Devanakonda(b)","RF",,,,,,
134,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Burrareddy palle",,,,,,
135,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Ramachandrapuram",,,,,,
136,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Dornipadu",,,,,,
137,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Chakrarajuvemula",,,,,,
138,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Kristipadu",,,,,,
139,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Harivaram",,,,,,
140,"13_C_68_41-c","KU_C_KD_Dornipadu-c","R.Papampalli",,,,,,
141,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Padigapadu",,,,,,
142,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Uyyalawada",,,,,,
143,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Injudu",,,,,,
144,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Kondupalli",,,,,,
145,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Pedda Yemmanuru",,,,,,
146,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Vemgampalli",,,,,,
147,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Sarvaipalli",,,,,,
148,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Suddamalla",,,,,,
149,"13_C_68_41-c","KU_C_KD_Dornipadu-c","R.Jammuladinne",,,,,,
150,"13_C_68_41-c","KU_C_KD_Dornipadu-c","Narsepalle",,,,,,
151,"13_C_68_42-c","KU_C_KD_Gospadu_c","Kampamalla",,,,,,
152,"13_C_68_42-c","KU_C_KD_Gospadu_c","Bheemunipadu",,,,,,
153,"13_C_68_42-c","KU_C_KD_Gospadu_c","Joladarasi",,,,,,
154,"13_C_68_42-c","KU_C_KD_Gospadu_c","Kallugotla",,,,,,
155,"13_C_68_42-c","KU_C_KD_Gospadu_c","Revanuru",,,,,,
156,"13_C_68_42-c","KU_C_KD_Gospadu_c","Lingala",,,,,,
157,"13_C_68_42-c","KU_C_KD_Gospadu_c","M.Uppaluru",,,,,,
158,"13_C_68_42-c","KU_C_KD_Gospadu_c","w.Govindinne",,,,,,
159,"13_C_68_42-c","KU_C_KD_Gospadu_c","Gundupapala",,,,,,
