,,,"Command area",,,,,,,,,,,,"Non-Command area",,,,,,,,,,,,"Poor quality",,,,,,,,,,,
"Sr.No","Watershed name",,"Agriculture",,,,"Domestic",,,,"Industrial",,,,"Agriculture",,,,"Domestic",,,,"Industrial",,,,"Agriculture",,,,,3.401360544,,,"Industrial",,,
,,"Type of well","yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,,,,,"yield","No.of ","Days of operation of wells          ",
,,,"lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon",,,,,"lph","wells","Monsoon","Non - Monsoon"
,"KU_C_KD_Sanjamala(b)","DW+PS/DCB",4285.714286,,40,90,4285.714286,,120,240,7142.857143,,120,240,4285.714286,,40,90,4285.714286,,120,240,7142.857143,,120,240,4285.714286,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_Sanjamala(b)","BWs",7142.857143,,40,90,5142.857143,,120,240,14285.71429,,120,240,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,8571.428571,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_Sanjamala(b)","STW",22000,,40,90,5142.857143,,120,240,3571.428571,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_Sanjamala(b)","MTW",45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_Sanjamala(b)","Deep TW",64285.71429,,40,90,10285.71429,,120,240,7142.857143,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"KU_C_KD_Sanjamala(b)","Filter Points",7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_C-KD_SIRIVELLA_C","DW",3857.142857,,40,90,857.1428571,,120,240,7142.857143,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"KU_C-KD_SIRIVELLA_C","DW+PS/DCB",7142.857143,,40,90,4285.714286,,120,240,14285.71429,,120,240,5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_C-KD_SIRIVELLA_C","BWs",14285.71429,,40,90,5142.857143,,120,240,3571.428571,,120,240,9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"KU_C-KD_SIRIVELLA_C","STW",22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"KU_C-KD_SIRIVELLA_C","MTW",45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"KU_C-KD_SIRIVELLA_C","Deep TW",64285.71429,,40,90,10285.71429,,120,240,7142.857143,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"KU_C-KD_SIRIVELLA_C","Filter Points",7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_VELUGODU","DW",3857.142857,,40,90,857.1428571,,120,240,14285.71429,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"KU_C_KD_VELUGODU","DW+PS/DCB",7142.857143,,40,90,4285.714286,,120,240,3571.428571,,120,240,5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_VELUGODU","BWs",14285.71429,,40,90,5142.857143,,120,240,7142.857143,,120,240,9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_VELUGODU","STW",22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_VELUGODU","MTW",45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_VELUGODU","Deep TW",64285.71429,,40,90,10285.71429,,120,240,7142.857143,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"KU_C_KD_VELUGODU","Filter Points",7142.857143,,40,90,5142.857143,,120,240,14285.71429,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_J.Bunglow_C","DW",1428.571429,,40,90,857.1428571,,120,240,3571.428571,,120,240,1428.571429,,40,90,857.1428571,,120,240,3571.428571,,120,240,1428.571429,,40,90,,,,,3571.428571,,120,240
,"Ku_D_LK_J.Bunglow_C","DW+PS/DCB",4285.714286,,40,90,4285.714286,,120,240,7142.857143,,120,240,4285.714286,,40,60,4285.714286,,120,240,7142.857143,,120,240,4285.714286,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_J.Bunglow_C","BWs",9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,60,5142.857143,,120,240,7142.857143,,120,240,9285.714286,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_J.Bunglow_C","STW",0,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_J.Bunglow_C","MTW",45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_J.Bunglow_C","Deep TW",0,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"Ku_D_LK_J.Bunglow_C","Filter Points",0,,40,90,5142.857143,,120,240,3571.428571,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"Ku_D_lk_Kothapalli(b)","DW",1428.571429,,40,60,857.1428571,,120,240,7142.857143,,120,240,1428.571429,,40,60,857.1428571,,120,240,3571.428571,,120,240,1428.571429,,40,90,,,,,3571.428571,,120,240
,"Ku_D_lk_Kothapalli(b)","DW+PS/DCB",5000,,40,60,4285.714286,,120,240,7142.857143,,120,240,5000,,40,60,4285.714286,,120,240,7142.857143,,120,240,5000,,40,90,,,,,7142.857143,,120,240
,"Ku_D_lk_Kothapalli(b)","BWs",8571.428571,,40,60,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,60,5142.857143,,120,240,7142.857143,,120,240,8571.428571,,40,90,,,,,7142.857143,,120,240
,"Ku_D_lk_Kothapalli(b)","STW",22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"Ku_D_lk_Kothapalli(b)","MTW",45000,,40,90,10285.71429,,120,240,14285.71429,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"Ku_D_lk_Kothapalli(b)","Deep TW",64285.71429,,40,90,10285.71429,,120,240,3571.428571,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"Ku_D_lk_Kothapalli(b)","Filter Points",7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_Pagidyala-C","DW",1428.571429,,40,90,857.1428571,,120,240,7142.857143,,120,240,1428.571429,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"Ku_D_LK_Pagidyala-C","DW+PS/DCB",5000,,40,90,4285.714286,,120,240,7142.857143,,120,240,3857.142857,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_Pagidyala-C","BWs",8571.428571,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_Pagidyala-C","STW",22000,,40,90,5142.857143,,120,240,14285.71429,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_Pagidyala-C","MTW",45000,,40,90,10285.71429,,120,240,3571.428571,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_Pagidyala-C","Deep TW",64285.71429,,40,90,10285.71429,,120,240,7142.857143,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"Ku_D_LK_Pagidyala-C","Filter Points",7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_ADONI(A)","DW",1428.571429,,40,90,857.1428571,,120,240,7142.857143,,120,240,1428.571429,,40,90,857.1428571,,120,240,1428.571429,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"KU_D_TB_ADONI(A)","DW+PS/DCB",5000,,40,90,4285.714286,,120,240,7142.857143,,120,240,5000,,40,90,4285.714286,,120,240,5000,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_ADONI(A)","BWs",8571.428571,,40,90,5142.857143,,120,240,14285.71429,,120,240,8571.428571,,40,90,5142.857143,,120,240,8571.428571,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_ADONI(A)","STW",22000,,40,90,5142.857143,,120,240,3571.428571,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_ADONI(A)","MTW",45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_ADONI(A)","Deep TW",64285.71429,,40,90,10285.71429,,120,240,7142.857143,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"KU_D_TB_ADONI(A)","Filter Points",7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_ADONI_C","DW",1428.571429,,40,90,857.1428571,,120,240,7142.857143,,120,240,1428.571429,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"KU_D_TB_ADONI_C","DW+PS/DCB",4285.714286,,40,90,4285.714286,,120,240,14285.71429,,120,240,4285.714286,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_ADONI_C","BWs",7142.857143,,40,90,5142.857143,,120,240,3571.428571,,120,240,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_ADONI_C","STW",0,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_ADONI_C","MTW",0,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_ADONI_C","Deep TW",0,,40,90,10285.71429,,120,240,7142.857143,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"KU_D_TB_ADONI_C","Filter Points",7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"Ku_D_Tb_Kodumuru(a)","DW",1428.571429,,40,90,857.1428571,,120,240,14285.71429,,120,240,1428.571429,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"Ku_D_Tb_Kodumuru(a)","DW+PS/DCB",5000,,40,90,4285.714286,,120,240,3571.428571,,120,240,5000,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"Ku_D_Tb_Kodumuru(a)","BWs",8571.428571,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"Ku_D_Tb_Kodumuru(a)","STW",22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"Ku_D_Tb_Kodumuru(a)","MTW",45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"Ku_D_Tb_Kodumuru(a)","Deep TW",64285.71429,,40,90,10285.71429,,120,240,7142.857143,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"Ku_D_Tb_Kodumuru(a)","Filter Points",7142.857143,,40,90,5142.857143,,120,240,14285.71429,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU-D_TB_KOSIGI_C","DW",3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"KU-D_TB_KOSIGI_C","DW+PS/DCB",7142.857143,,40,90,4285.714286,,120,240,7142.857143,,120,240,5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU-D_TB_KOSIGI_C","BWs",9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"KU-D_TB_KOSIGI_C","STW",22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"KU-D_TB_KOSIGI_C","MTW",45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"KU-D_TB_KOSIGI_C","Deep TW",64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"KU-D_TB_KOSIGI_C","Filter Points",7142.857143,,40,90,5142.857143,,120,240,3571.428571,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_D_V V _Chippagiri -c-(b)","DW",1428.571429,,40,90,857.1428571,,120,240,7142.857143,,120,240,1428.571429,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"KU_D_V V _Chippagiri -c-(b)","DW+PS/DCB",5000,,40,90,4285.714286,,120,240,7142.857143,,120,240,5000,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_D_V V _Chippagiri -c-(b)","BWs",8571.428571,,40,90,5142.857143,,120,240,7142.857143,,120,240,8571.428571,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"KU_D_V V _Chippagiri -c-(b)","STW",22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"KU_D_V V _Chippagiri -c-(b)","MTW",45000,,40,90,10285.71429,,120,240,14285.71429,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"KU_D_V V _Chippagiri -c-(b)","Deep TW",64285.71429,,40,90,10285.71429,,120,240,3571.428571,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"KU_D_V V _Chippagiri -c-(b)","Filter Points",7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_D_V V_ halaharvi(a)","DW",1428.571429,,40,90,857.1428571,,120,240,7142.857143,,120,240,1428.571429,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"KU_D_V V_ halaharvi(a)","DW+PS/DCB",5000,,40,90,4285.714286,,120,240,7142.857143,,120,240,5000,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_D_V V_ halaharvi(a)","BWs",9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"KU_D_V V_ halaharvi(a)","STW",22000,,40,90,5142.857143,,120,240,14285.71429,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"KU_D_V V_ halaharvi(a)","MTW",45000,,40,90,10285.71429,,120,240,3571.428571,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"KU_D_V V_ halaharvi(a)","Deep TW",64285.71429,,40,90,10285.71429,,120,240,7142.857143,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"KU_D_V V_ halaharvi(a)","Filter Points",7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_ALLAGADDA","DW",3857.142857,,40,90,857.1428571,,120,240,7142.857143,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"KU_C_KD_ALLAGADDA","DW+PS/DCB",5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_ALLAGADDA","BWs",7142.857143,,40,90,5142.857143,,120,240,14285.71429,,120,240,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_ALLAGADDA","STW",22000,,40,90,5142.857143,,120,240,3571.428571,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_ALLAGADDA","MTW",45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"KU_C_KD_ALLAGADDA","Deep TW",64285.71429,,40,90,10285.71429,,120,240,7142.857143,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"KU_C_KD_ALLAGADDA","Filter Points",7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_Midthuru_C","DW",1428.571429,,40,90,857.1428571,,120,240,7142.857143,,120,240,1428.571429,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"Ku_D_LK_Midthuru_C","DW+PS/DCB",5000,,40,90,4285.714286,,120,240,14285.71429,,120,240,4285.714286,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_Midthuru_C","BWs",8571.428571,,40,90,5142.857143,,120,240,3571.428571,,120,240,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_Midthuru_C","STW",0,,40,90,5142.857143,,120,240,7142.857143,,120,240,0,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_Midthuru_C","MTW",0,,40,90,10285.71429,,120,240,7142.857143,,120,240,0,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"Ku_D_LK_Midthuru_C","Deep TW",0,,40,90,10285.71429,,120,240,7142.857143,,120,240,0,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"Ku_D_LK_Midthuru_C","Filter Points",7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU-D-TB-C.BELAGAL_C","DW",3857.142857,,40,90,857.1428571,,120,240,14285.71429,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"KU-D-TB-C.BELAGAL_C","DW+PS/DCB",5000,,40,90,3571.428571,,120,240,3571.428571,,120,240,5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU-D-TB-C.BELAGAL_C","BWs",8571.428571,,40,90,8571.428571,,120,240,7142.857143,,120,240,9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"KU-D-TB-C.BELAGAL_C","STW",22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"KU-D-TB-C.BELAGAL_C","MTW",45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"KU-D-TB-C.BELAGAL_C","Deep TW",64285.71429,,40,90,10285.71429,,120,240,7142.857143,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"KU-D-TB-C.BELAGAL_C","Filter Points",7142.857143,,40,90,5142.857143,,120,240,14285.71429,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_GUDURU_C","DW",3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"KU_D_TB_GUDURU_C","DW+PS/DCB",5000,,40,90,4285.714286,,120,240,7142.857143,,120,240,5000,,40,90,4285.714286,,120,240,7142.857143,,120,240,5000,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_GUDURU_C","BWs",8571.428571,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_GUDURU_C","STW",22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_GUDURU_C","MTW",45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_GUDURU_C","Deep TW",64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"KU_D_TB_GUDURU_C","Filter Points",7142.857143,,40,90,5142.857143,,120,240,3571.428571,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_HOLAGUNDA_C","DW",3857.142857,,40,90,857.1428571,,120,240,7142.857143,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
,"KU_D_TB_HOLAGUNDA_C","DW+PS/DCB",5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,5000,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_HOLAGUNDA_C","BWs",10000,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_HOLAGUNDA_C","STW",22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_HOLAGUNDA_C","MTW",45000,,40,90,10285.71429,,120,240,14285.71429,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
,"KU_D_TB_HOLAGUNDA_C","Deep TW",64285.71429,,40,90,10285.71429,,120,240,3571.428571,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
,"KU_D_TB_HOLAGUNDA_C","Filter Points",7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
