gw watershed name,microbasin name,village name,iwm village
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Gurubhartlagudem,Gurubhatlagudem
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Lingagudem,Lingagudem-1
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Raghavapuram,Raghavapuram-3
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Talarlapalli,Talarlapalle-1
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Venkatrayapuram,Venkatarayapuram
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Endapalli,Endapalle
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Yarrampalli,Errampalle
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Amudalachalakka,Amudalachalaka
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Chintalapudi ,Chintalapudi-4
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Potunuru,Pothunuru
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Mallayagudem,Mallayagudem
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Urlagudem,Urlagudem
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Ayyaparajugudem,Ayyaparajugudem
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Bhogolu,Bhogole
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Chandrannapalem,Chandrannapalem
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Dharmajigudem,Dharmajigudem-1
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Kalarayanagudem,Kalarayanagudem
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Kalyanampadu,Kalyanampadu
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Konijarla,Konijerla-1
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Kothapalli,Kothapalle-22
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Lingapalem,Lingapalem-2
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Malleshwaram,Malleswaram
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Mathamgudem,Mattamgudem
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Pochavaram,Pochavaram-4
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Singagudem,Singagudem
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,T.Ch.R.Palem,Juvvachalakarayudupalem
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Mulagapalampadu,Mulagalampadu
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Yadavalli,Yedavalli
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Bapirajugudem,Bapirajugudem
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Nadipalli,Nadupalle-1
WG_I_Tammileru_Chintalapudi,WG- TAMMILERUNORTH-01-MB,Rajampalem,Rajampalem-1
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Ch.potepalli,Chelikanivanipothepalle
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Dorasanipadu,Dorasanipadu
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,G.Kothapali,G.Kothapalle
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,IS Jagannadhaprm,I.S.Jagannadhapuram
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,IS Raghavaprm ,I.S.Raghavapuram-1
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Kodigudem,Kodigudem
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Gundagolanukunta,Gundugolanukunta
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Malleswaram,Malleswaram-1
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Kommara (N),Kommara(North)
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Kommara [S],Kommara(South)
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Ammapalem,Ammapalem-3
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Devulapalli,Devulapalle-1
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Lakkavaram ,Lakkavaram-2
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Nimmalagudem,Nimmalagudem-1
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,KamavarapuKota  ,Kamavarapukota-1
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Kondagudem,Kondagudem
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Ramannapalem,Ramannapalem-6
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Ravikampadu,Ravikampadu-2
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Uppalapadu,Uppalapadu-13
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Yadavalli ,Edavalli-2
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Veerampalem,Veerampalem-2
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Kunavaram,Kunavaram-3
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Kommugudem,Kommugudem-1
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Dubacherla,Dubacherla
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Amumonilanka,Anumunilanka
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Nallajerla,Nallajerla-1
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Marellamudi,Marellamudi
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Ananthapalli,Ananthapalle
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Cheepurugudem,Cheepurugudem
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Gundepalli,Gundepalle @ Chodavaram(East)
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Chodavaram,Chodavaram (West)
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Prakasaraopalem,Prakasaraopalem
WG_I_Yerrakalva 2_Devulapalli,WG- DEVULAPALLI-03-MB,Telikacherla,Telikicherla
WG_E_Kondrukota (Polavaram),WG- POLAVARAM-09-MB,Cheeduru,Cheeduru
WG_E_Kondrukota (Polavaram),WG- POLAVARAM-09-MB,Chegondapalli,Chegondapalle
WG_E_Kondrukota (Polavaram),WG- POLAVARAM-09-MB,Kondrukota,Kondrukota
WG_E_Kondrukota (Polavaram),WG- POLAVARAM-09-MB,Koruturu,Koruturu-2
WG_E_Kondrukota (Polavaram),WG- POLAVARAM-09-MB,Pydipaka,Pydipaka
WG_E_Kondrukota (Polavaram),WG- POLAVARAM-09-MB,Ravigudem,Ravigudem-1
WG_E_Kondrukota (Polavaram),WG- POLAVARAM-09-MB,Singanapalli,Singanapalle-2
WG_E_Kondrukota (Polavaram),WG- POLAVARAM-09-MB,Sirivaka,Sirivaka
WG_E_Kondrukota (Polavaram),WG- POLAVARAM-09-MB,Sivagiri,Sivagiri-1
WG_E_Kondrukota (Polavaram),WG- POLAVARAM-09-MB,Tekuru,Tekuru-1
WG_E_Kondrukota (Polavaram),WG- POLAVARAM-09-MB,Tutugunta,Tangedukonda
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Bandapuram,Bandapuram
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Duddukuru,Duddukuru
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Bhimolu,Bhimolu
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Cherukumilli,Cherukumilli
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Chityala,Chityala-3
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Gangolu,Gangolu
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Gopalapuram,Gopalapuram-6
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Guddigudem,Guddigudem
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Karagapadu,Karagapadu
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Karicherlagudem,Karicharlagudem
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Komatikunta ,Komatigunta-1
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Kovvurupadu,Kovvurupadu
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Nandigudem ,Nandigudem
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Saggonda,Saggonda-1
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Sagipadu,Sagipadu
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Vadalakunta ,Vadalakunta
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Vellachintalagudem,Vellachintalagudem
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Venkatayapalem,Venkatayapalem-2
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Jaganadhapuram,Jagannadhapuram-5
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Annadevarapeta,Annadevarapeta
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Ballipadu,Ballipadu
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Bayyavaram,Bayyavaram-2
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Gajjaram,Gajjaram
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Kukunuru,Kukunuru
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Nallamillipadu,Nallamillipadu
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Pochavaram,Pochavaram-3
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Prakkilanka,Prakkilanka
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Ragolupalli,Ragolapalle
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Tadipudi,Thadipudi
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Tallapudi,Thallapudi-1
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Tirugudumetta,Tirugudumetta
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Tupakulagudem,Thupakulagudem
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Veerbhadrapuram,Veerabhadrapuram-1
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Vegeswarapuram,Vegeswarapuram
WG_I_Chityala_Tallapudi,WG- CHITYALA-10-MB,Peddevam,Peddevam
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Chagallu,Chagallu-4
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Daravaram,Daravaram
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Mallavaram,Mallavaram-8
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Markondapadu,Markondapadu
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Nelaturu,Nelaturu-2
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,S.Muppavaram,Singanamuppavaram
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Gowripatnam,Gowripatnam
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Kondagudem,Kondagudem-1
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Laxmipuram,Laxmipuram-5
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Arikirevala,Arikirevula
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Chidipi,Chidipi
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Chigurulanka,Chigurulanka
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Decherla,Decherla
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Dharmavaram,Dharmavaram-3
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Dommeru,Dommeru
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,I.Pangidi,Isukapatlapangidi
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Kovvuru,Kovvuru
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Kumaradevam,Kumaradevam
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Madduru,Madduru-2
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Maddurulanka,Maddurulanka
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Nandamuru,Nandamuru
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Pasivedala,Pasivedala
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Penakarametta,Penakanametta
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Togummi,Thogummi
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Vadapalli,Vadapalle-1
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Vemuluru,Vemuluru
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Malakapalli,Malakapalle
WG_I_Kovvuru_Dommeru,WG- KOVVURU-DOMMERU-MB,Ravurupadu,Ravurupadu
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Madhavaram,Madhavaram-9
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Jagannadhapuram,Jagannadhapuram-7
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Nandamuru,Nandamuru-1
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Arulla,Arulla
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Navabpalem,Nawabpalem-1
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Aurgolanu,Arugolanu
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Apparaopeta,Apparaopeta
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Atlapadu,Atlapadu
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,D.Muppavaram,D.Muppavaram
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Gopavaram,Gopavaram-5
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Jeedigunta,Jeedigunta
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Kalavacherla,Kalavacherla-2
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Korupalli,Korupalle
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Munipalli,Munipalle-1
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Nidadavolu,Nidadavole (M)
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Pandalaparru,Pandalaparru
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Pendyala,Pendyala-1
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Purushottapalli,Purushothapalle
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Timmarajupalem,Thimmarajupalem
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Vijjeswaram,Vijjeswaram
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Jeediguntalanka,Jeediguntalanka
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Korumamidi ,Korumamidi-1
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Ravimetla ,Ravimetla
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Sankarapuram,Sankarapuram-1
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Singavaram ,Singavaram-2
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Surapuram ,Surapuram
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Tadimalla,Tadimalla
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Unakaramilli ,Unakaramilli
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Vissampalem,Vissampalem
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,J.Khandrika,J.Khandrika
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Settipeta,Settipeta-1
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Brahmanagudem ,Brahmanagudem
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Chikkala ,Chikkala
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Kalavalapalli ,Kalavalapalle
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Nandigampadu,Nandigampadu
WG_I_Nidadavolu_Arugolanu,WG- NIDADAVOLU-11-MB,Unagatla,Unagatla
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Jaggannapeta,Jaggannapeta-1
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Kadakatla,Kadakatla
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,kadiadda,Kadiyedda
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Kondrupolu,Kondruprolu
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Kunchinapalli,Kunchanapalle-1
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Padala,Padala
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Tadepalli,Tadepalle-1
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Tadepalligudem (U),Tadepalligudem (M)
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Tallamudurupadu,Tallamudunurupadu
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Yagallapalli,Yagarlapalli
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Krishnayapalem,Krishnayapalem-1
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Venkataramannagudem,Venkatramannagudem
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Badampudi,Badampudi
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Bommidi,Bommidi
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Chebrolu,Chebrolu-3
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Dontavaram,Dontavaram
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Kagupadu,Kagupadu
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Kakarlamudi,Kakarlamudi
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Rachuru,Rachuru
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Ravulaparru,Ravulaparru
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Unguturu,Unguturu-2
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,V.Apparaopuram,Venkatadriapparaopuram
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Vellamilli,Vellamilli
WG_I_Jagannapeta,WG- TADEPALLIGUDEM-14-MB,Avapadu,Avapadu
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Ambarupeta,Amberpeta
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Duddepudi,Duddepudi
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Kodurupadu,Kodurupadu
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Polasanipalli,Polasanipalle
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Vempadu,Vempadu-5
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Bhimadole,Bhimadole-1
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Pulla,Pulla-1
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,D.Tirumala,Dwarakatirumala
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Dadavali,Dadavalli
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Golladikuntakhandr,Gollavadi Kunta Khandrika
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Gopikuntakhandrika,Gopikunta Khandrika
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Gunnampalli,Gunnampalle
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Jajulakunta,Jajulakunta
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Krishnapuram,Krishnapuram-15
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Lingaraopalem,Lingaraopalem-1
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Malasanikunta,Malasanikunta
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Narayanapuram,Narayanapuram-6
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,P.Kannapuram,P.Kannapuram
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Rallakunta,Rallakunta
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Ramannagudem,Ramannagudem-1
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Sarabhapuram,Sarabhapuram
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Sathenagedem,Sathenagudem
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,sattala,Sattala
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Timmapuram,Thimmapuram-16
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Tirumalapalem,Tirumalampalem
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Vkrishnaprm,Venkatakrishnapuram
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Kommugudem,Kommugudem
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,H. Lingapalem,Havelilingapalem
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Pangidigudem,Pangidigudem-3
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,M. Nagulapalli,M.Nagulapalle
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Sayanaraopalem ,Sayanaraopalem
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,V.P. Nuthanam,Vadlapatlanuthanam
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,A.Gokavaram,A.Gokavaram
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Chebrolukhandrika ©,Chebrole Khandrika
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Gopinadhapatnam,Gopinadhapatnam
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Kaikaram ©,Kaikaram
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Nallamadu,Nallamadu
WG_I_Bhimadole_Bhimadole,WG- BHIMADOLU-15-MB,Tallapuram ©,Tallapuram
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Pragadavaram,Pragadavaram
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Kanupeda,Kanupade
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Venkampalem,Venkammapalem
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Timmeriddipalli,Thimmareddipalle
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Ponukumadu,Ponukumadu
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Sankuchakarapuram,Sankuchakrapuram
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Akkireddigudem,Akkireddigudem-1
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Ch. Chintalapudi,Challachintalapudi
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Denduluru,Denduluru-2
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Dosapadu ©,Dosapadu
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Galayagudem,Galayagudem
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Gopannapalem,Gopannapalem
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Gudigunta,Gudigunta
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Komarepalli,Komirepalle
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Kothagudem,Kothagudem-4
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Kovvali ©,Kovvali
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Malakacherla,Malakacherla
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Medinaraopalem,Medinaraopalem
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Muppavaram,Muppavaram-2
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Naguladevunipadu,Naguladevunipadu
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Narasimhapuram,Narasimhapuram-2
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Pothunuru,Pothunuru-1
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Ramaraogudem,Ramaraogudem
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Sanigudem,Saanigudem
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Singavaram,Singavaram-3
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Sriramavaram,Sriramavaram
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Timmanagudem,Thimmannagudem
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Uppugudem,Uppugudem
WG_I_Gunderu_Pedavegi,WG- GUNDERU-16-MB,Vegavaram,Vegavaram-1
