gw watershed name,microbasin name,village name,iwm village
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,A. Polavaram,Ayyavaripolavaram
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Barrinkalapadu,Barrinkalapadu
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Danamvarigudem,Danamvarigudem
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Darbhagudem,Darbhagudem
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Datlavarigudem,Datlavarigudem
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Jeelugumilli,Jeelugu Milli
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Kandrikapadu,Khandrikapadu
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Madakamvarigudem,Madakamvarigudem
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Nersugudem,Nersu Gudem
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,P.Rajavaram,Palacherla Rajavaram
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Ramannapalem,Ramannapalem-4
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Tatiyakulagudem,Tatiyakulagudem
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Vankavarigudem,Vankavarigudem
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Appalarajugudem,Appalarajugudem
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Bandivarigudem ,Bandivarigudem
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Makkinavarigudem,Makkinavarigudem
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Kollivarigudem,Kollivarigudem
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Vakalapudi,Vakalapudi
WG_I_Jalavagu_Makkinavarigudem,WG- JALAVAGU-04-MB,Krishnapuram,Krishnapuram-14
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Aliveru,Aliveru
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Antarvedigudem,Antarvedigudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Busarajupalli,Busarajupalle
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Chamanapalli,Chamanapalle
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Doramamidi,Doramamidi-3
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Jaggisettigudem,Jaggisetti Gudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Korasavarigudem,Korsavarigudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Ganapavaram,Ganapavaram-4
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Jainavarigudem,Jainavarigudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Seetharamanagaram,Seetarama Nagaram
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Buttayagudem,Buttayagudem-1
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Chakradevarapalli,Chakradevarapalle
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Maisannagudem ,Mysanagudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Matannagudem-1,Mathanagudem-1
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Matannagudem-2,Mathanagudem-2
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Pattennapalem,Pattenapalem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Pullepudi  ,Pullepudi
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Taduvai,Taduvai
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Vegavaram,Vegavaram
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Peddipalli,Peddipalle-1
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,R. Ch. Gudem,Ramacharlagudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Akkampeta,Akkampeta-2
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Ankannagudem,Ankanna Gudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Gangannagudem ,Gangannagudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Mulagalampalli,Mulagalampalle
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,P. Narayanapuram,Parimpudi Narayanapuram
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Routugudem ,Rowthugudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Swarnavarigudem ,Swarnavarigudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Kammayyapalem,Kamayya Palem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Gopalapuram,Gopalapuram-5
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Tatiramudugudem,Thatiramudu Gudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Jillelagudem,Jillellagudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Bottappagudem,Bothappa Gudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,P. Ankampalem,Ankampalem-1
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Lankalapalli,Lankalapalle
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Rachannagudem,Rachannagudem
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Jagannadhapuram,Jagannadhapuram-4
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Puchikapadu,Puchikapadu
WG_I_Jalleru_Jeelugumilli,WG-JALLERU-05-MB,Veerampalem,Veerampalem
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Jangareddigudem,Guravaigudem-1
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Tirumalapuram,Tirumalapuram-1
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Srinivasapuram,Sreenivasapuram-1
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Guruvaigudem,Guravaigudem-1
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Pangidigudem,Pangidigudem-2
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Kotrupalli,Kotrupalle
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Lakshmudugudem,Lakshmudugudem
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Marlagudem,Marlagudem
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Nagampalem,Nagampalem
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Dandipudi,Dandipudi
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Chintalagudem,Chintalagudem-1
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Mangayyapalem,Mangaiah Palem
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Ramannagudem,Ramannagudem
WG_I_Baineru_Jangareddiguedem,WG- BAINERU-06-MB,Nimmalagudem,Nimmalagudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Achaiahpalem,Atchiahpalem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Ammapalem,Ammapalem-2
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,K.Kannappagudem,Kurasakannappagudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,K.R.Puram ,Kotaramachandrapuram
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Ragappagudem,Ragappagudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Ravvarigudem ,Ravvarigudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Palakunta,Palakunta
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Puliramudugudem,Puliramudugudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Itikulakota,Itikalakunta
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Merkagudem,Merakagudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Cheemalavarigudem,Cheemalavarigudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Bandarlagudem,Bandarlagudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Pandugudem,Pandugudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Bottappagudem,Bothappagudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Gunjavaram,Gunjavaram
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Koyyarajamundry,Koyarajahmundry
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Ramannapalem,Ramannapalem-3
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Khadrikagudem,Khandrikagudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Yerraigudem,Yerrayagudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Kethavaram ,Kethavaram-3
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Dippakayalapadu ,Dippakayalapadu
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Kannapuram ,Kannapuram
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Mahadevapuram,Mahadevapuram-2
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Saripalli ,Saripalle
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Bayyannagudem,Bayyanagudem
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Ramanujapuram,Ramanujapuram-1
WG_I_Turpukalva_K.R.PURAM,WG-TURPUKALAVA-07-MB,Vedantapuram,Vedanthapuram
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Gogumilli,Gogumilli-1
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Gummuluru,Gummuluru
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Kopalli,Kopalle
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Kovvada,Kovvada
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Lakshmipuram,Lakshmipuram-4
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Lankapalli,Lanka Palle
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Rajanagaram,Rajanagaram-4
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Upparelli,Upparilli
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Veerannapalem,Veeranna Palem-2
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Urrinka,Urrinka
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Rammayyakunta,Kamayyakunta
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Muddappagudem,Muddappagudem
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Kannarapadu,Kannarappadu
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Munjuluru,Munjuluru
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,L.N.D.Peta,Lakshminarayana Devipeta
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Gutala,Gutala
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Pattiseema,Pattisam
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Pragadapalli,Pragada Palle
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Venkatapuram,Venkatapuram-11
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Polavaram,Polavaram-5
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Vinjaram,Vinjaram-1
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Chilakaluru,Chilakaluru
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Dharwada,Dharvada
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Geddapalli,Geddapalle
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Nagamaplem,Nagampalem-1
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Saripallikunta,Saripallekunta
WG_E_Kovvada_Pattiseema,WG- KOVVADA-08-MB,Dondapudi,Dondapudi
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Chinnaigudem,Chinnayagudem-1
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Devarapalli ,Devarapalle-5
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Dhumantunigudem,Dhumanthunigudem
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,kurukuru,Kurukuru
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Pallantla,Pallantlai
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Tyajampudi,Tyajampudi
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Yadavolu,Yadavole
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Yarnagudem ,Yernagudem
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Gangavaram,Gangavaram-13
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Ch.Ramannagudem,Chopparamannagudem
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Eduvadalapalem,Eduvadalapalem
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Kanakadripuram,Kanakadripuram
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Kannayagudem ,Kannayagudem-1
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Parimpudi (Koyyalagudem),Parimpudi
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Kuntalagudem,Kuntalagudem
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Ponguturu,Ponguturu
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Rajavaram ,Rajavaram-5
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Yarrampeta,Yerrampeta-1
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Gavaravaram,Gavaravaram
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Veervalli,Veeravalli
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Potavaram,Pothavaram-6
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Sanjivapuram ,Sanjeevapuram
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Ammapalli,Ammepalle
WG_I_Paletivagu_Devarapalli,WG- PALETIVAGU- 12-MB,Medipalli  ,Medipalle
,,,
1,,1,
