,,,,Irrigated with surface water,,,,,,,,,,,
S.No,Watershed code,Watershed Name,Village Name,command area,,,,Non command area,,,,Poor GW quality area,,,
,,,,Paddy,,Non-paddy,,Paddy,,Non-paddy,,Paddy,,Non-paddy,
,,,,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi
1,05_I_40_01,WG_I_Tammileru_Chintalapudi,Gurubhartlagudem,78,0,0,0,,,,,0,0,0,0
2,05_I_40_02,WG_I_Tammileru_Chintalapudi,Lingagudem,0,0,0,0,,,,,0,0,0,0
3,05_I_40_03,WG_I_Tammileru_Chintalapudi,Raghavapuram,125,0,0,0,,,,,0,0,0,0
4,05_I_40_04,WG_I_Tammileru_Chintalapudi,Talarlapalli,48,0,0,0,,,,,0,0,0,0
5,05_I_40_05,WG_I_Tammileru_Chintalapudi,Venkatrayapuram,0,0,0,0,,,,,0,0,0,0
6,05_I_40_06,WG_I_Tammileru_Chintalapudi,Endapalli,152,0,0,0,,,,,0,0,0,0
7,05_I_40_07,WG_I_Tammileru_Chintalapudi,Yarrampalli,435,0,0,0,,,,,0,0,0,0
8,05_I_40_08,WG_I_Tammileru_Chintalapudi,Amudalachalakka,0,0,0,0,,,,,0,0,0,0
9,05_I_40_09,WG_I_Tammileru_Chintalapudi,Chintalapudi,587,0,0,0,,,,,0,0,0,0
10,05_I_40_10,WG_I_Tammileru_Chintalapudi,Potunuru,0,0,0,0,,,,,0,0,0,0
11,05_I_40_11,WG_I_Tammileru_Chintalapudi,Mallayagudem,0,0,0,0,,,,,0,0,0,0
12,05_I_40_12,WG_I_Tammileru_Chintalapudi,Urlagudem,0,0,0,0,,,,,0,0,0,0
13,05_I_40_13,WG_I_Tammileru_Chintalapudi,Ayyaparajugudem,4,0,0,0,,,,,0,0,0,0
14,05_I_40_14,WG_I_Tammileru_Chintalapudi,Bhogolu,39,0,0,0,,,,,0,0,0,0
15,05_I_40_15,WG_I_Tammileru_Chintalapudi,Chandrannapalem,12,0,0,0,,,,,0,0,0,0
16,05_I_40_16,WG_I_Tammileru_Chintalapudi,Dharmajigudem,4,0,0,0,,,,,0,0,0,0
17,05_I_40_17,WG_I_Tammileru_Chintalapudi,Kalarayanagudem,6,0,0,0,,,,,0,0,0,0
18,05_I_40_18,WG_I_Tammileru_Chintalapudi,Kalyanampadu,35,0,0,0,,,,,0,0,0,0
19,05_I_40_19,WG_I_Tammileru_Chintalapudi,Konijarla,12,0,0,0,,,,,0,0,0,0
20,05_I_40_20,WG_I_Tammileru_Chintalapudi,Kothapalli,46,0,0,0,,,,,0,0,0,0
21,05_I_40_21,WG_I_Tammileru_Chintalapudi,Lingapalem,22,0,0,0,,,,,0,0,0,0
22,05_I_40_22,WG_I_Tammileru_Chintalapudi,Malleshwaram,2,0,0,0,,,,,0,0,0,0
23,05_I_40_23,WG_I_Tammileru_Chintalapudi,Mathamgudem,24,0,0,0,,,,,0,0,0,0
24,05_I_40_24,WG_I_Tammileru_Chintalapudi,Pochavaram,0,0,0,0,,,,,0,0,0,0
25,05_I_40_25,WG_I_Tammileru_Chintalapudi,Singagudem,80,0,0,0,,,,,0,0,0,0
26,05_I_40_26,WG_I_Tammileru_Chintalapudi,T.Ch.R.Palem,103,0,0,0,,,,,0,0,0,0
27,05_I_40_27,WG_I_Tammileru_Chintalapudi,Mulagapalampadu,29,0,0,0,,,,,0,0,0,0
28,05_I_40_28,WG_I_Tammileru_Chintalapudi,Yadavalli,27,0,0,0,,,,,0,0,0,0
29,05_I_40_29,WG_I_Tammileru_Chintalapudi,Bapirajugudem,171,30,1701,1608,,,,,0,0,0,0
30,05_I_40_30,WG_I_Tammileru_Chintalapudi,Nadipalli,100,30,146,824,,,,,0,0,0,0
31,05_I_40_31,WG_I_Tammileru_Chintalapudi,Rajampalem,20,20,0,564,,,,,,,,
1,05_I_37_03,WG_I_Yerrakalva 2_Devulapalli,Ch.potepalli,0,0,0,0,,,,,0,0,0,0
2,05_I_37_04,WG_I_Yerrakalva 2_Devulapalli,Dorasanipadu,0,0,0,0,,,,,0,0,0,0
3,05_I_37_05,WG_I_Yerrakalva 2_Devulapalli,G.Kothapali,0,0,0,0,,,,,0,0,0,0
4,05_I_37_06,WG_I_Yerrakalva 2_Devulapalli,IS Jagannadhaprm,0,0,0,0,,,,,0,0,0,0
5,05_I_37_07,WG_I_Yerrakalva 2_Devulapalli,IS Raghavaprm,0,0,0,0,,,,,0,0,0,0
6,05_I_37_08,WG_I_Yerrakalva 2_Devulapalli,Kodigudem,0,0,0,0,,,,,0,0,0,0
7,05_I_37_09,WG_I_Yerrakalva 2_Devulapalli,Gundagolanukunta,0,0,0,0,,,,,0,0,0,0
8,05_I_37_10,WG_I_Yerrakalva 2_Devulapalli,Malleswaram,0,0,0,0,,,,,0,0,0,0
9,05_I_37_11,WG_I_Yerrakalva 2_Devulapalli,Kommara (N),0,0,0,0,,,,,0,0,0,0
10,05_I_37_12,WG_I_Yerrakalva 2_Devulapalli,Kommara [S],0,0,0,0,,,,,0,0,0,0
11,05_I_37_13,WG_I_Yerrakalva 2_Devulapalli,Ammapalem,0,0,0,0,,,,,0,0,0,0
12,05_I_37_14,WG_I_Yerrakalva 2_Devulapalli,Devulapalli,0,0,0,0,,,,,0,0,0,0
13,05_I_37_15,WG_I_Yerrakalva 2_Devulapalli,Lakkavaram,0,0,0,0,,,,,0,0,0,0
14,05_I_37_16,WG_I_Yerrakalva 2_Devulapalli,Nimmalagudem,0,0,0,0,,,,,0,0,0,0
