 ,,,,Irrigated with Groundwater,,,,,,,,,,,,Irrigated with Mi tanks,,,,,,,,,,,,Irrigated with surface water,,,,,,,,,,,
S.No,Watershed code,Watershed Name, Village Name,command area (ha),,,,"Non command area  (ha)
",,,,Poor GW Quality area,,,,command area,,,,"Non command area
 ",,,,Poor GW quality area,,,,command area,,,,"Non command area
 ",,,,Poor GW quality area,,,
,,,,Paddy,,Non-paddy,,Paddy,,Non-paddy,,Paddy,,Non-paddy,,Paddy,,Non-paddy,,Paddy,,Non-paddy,,Paddy,,Non-paddy,,Paddy,,Non-paddy,,Paddy,,Non-paddy,,Paddy,,Non-paddy,
,,,,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi
96,05_I_53,WG_I_Chityala_Tallapudi,Ballipadu,0,0,0,0,4,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,49,9,60,,,,,0,0,0,0
97,05_I_54,WG_I_Chityala_Tallapudi,Bayyavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,12,9,33,,,,,0,0,0,0
98,05_I_55,WG_I_Chityala_Tallapudi,Gajjaram,0,0,0,0,24,0,30,29,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,314,105,6,162,,,,,0,0,0,0
99,05_I_56,WG_I_Chityala_Tallapudi,Kukunuru,0,0,0,0,39,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,40,4,53,,,,,0,0,0,0
100,05_I_57,WG_I_Chityala_Tallapudi,Nallamillipadu,0,0,0,0,28,63,77,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,,,,,0,0,0,0
101,05_I_58,WG_I_Chityala_Tallapudi,Pochavaram,0,0,0,0,12,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,93,4,116,,,,,0,0,0,0
102,05_I_59,WG_I_Chityala_Tallapudi,Prakkilanka,0,0,0,0,0,0,8,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,201,6,0,,,,,0,0,0,0
103,05_I_60,WG_I_Chityala_Tallapudi,Ragolupalli,0,0,0,0,12,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,122,15,12,,,,,0,0,0,0
104,05_I_61,WG_I_Chityala_Tallapudi,Tadipudi,0,0,0,0,8,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,132,9,37,,,,,0,0,0,0
105,05_I_62,WG_I_Chityala_Tallapudi,Tallapudi,0,0,0,0,9,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,202,2,78,,,,,0,0,0,0
106,05_I_63,WG_I_Chityala_Tallapudi,Tirugudumetta,0,0,0,0,52,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,184,57,187,,,,,0,0,0,0
107,05_I_64,WG_I_Chityala_Tallapudi,Tupakulagudem,0,0,0,0,12,0,5,36,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,130,122,0,11,,,,,0,0,0,0
108,05_I_65,WG_I_Chityala_Tallapudi,Veerbhadrapuram,0,0,0,0,60,0,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,32,5,44,,,,,0,0,0,0
109,05_I_66,WG_I_Chityala_Tallapudi,Vegeswarapuram,0,0,0,0,50,0,45,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,495,84,605,,,,,0,0,0,0
110,05_I_67,WG_I_Chityala_Tallapudi,Peddevam,0,0,0,0,276,0,161,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,328,72,392,,,,,0,0,0,0
111,05_I_33_11,WG_I_Kovvuru_Dommeru,Chagallu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
112,05_I_33_12,WG_I_Kovvuru_Dommeru,Daravaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
113,05_I_33_13,WG_I_Kovvuru_Dommeru,Mallavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
