,,,,Command Area,,,,,,,Non-Command Area,,,,,,,Poor GW quality area,,,,,,
,,,,Irrigated,,,,,,,Irrigated,,,,,,,Irrigated,,,,,,
Sr.no,Watershed code,GW watershed name,village name,DW,DW PS,BW,STW,MTW,DTW,FP,DW,DW PS,BW,STW,MTW,DTW,FP,DW,DW PS,BW,STW,MTW,DTW,FP
29,10-C-74-42,Ctr-Swarna-Sri Kalahasti-Thottambedu,Pennela Padu,,0,0,,,,0,,10,20,,,,10,,,,,,,
30,10-C-74-42,Ctr-Swarna-Sri Kalahasti-Thottambedu,Konnali,,12,45,,,,1,,0,0,,,,0,,,,,,,
31,10-C-74-42,Ctr-Swarna-Sri Kalahasti-Thottambedu,Peddakannali,,70,30,,,,40,,0,0,,,,0,,,,,,,
32,10-C-74-42,Ctr-Swarna-Sri Kalahasti-Thottambedu,Sambaiahpalem,,0,0,,,,0,,8,3,,,,1,,,,,,,
33,10-C-74-42,Ctr-Swarna-Sri Kalahasti-Thottambedu,Basavaiahpalem,,0,0,,,,0,,10,3,,,,1,,,,,,,
34,10-C-74-42,Ctr-Swarna-Sri Kalahasti-Thottambedu,Forest,,0,0,,,,,,0,0,,,,0,,,,,,,
35,10-C-74-42,Ctr-Swarna-Sri Kalahasti-Thottambedu,Chukkalanidigallu,,0,0,,,,0,,32,3,,,,1,,,,,,,
36,10-C-74-42,Ctr-Swarna-Sri Kalahasti-Thottambedu,Ramapuram,,0,0,,,,0,,32,2,,,,4,,,,,,,
37,10-C-74-42,Ctr-Swarna-Sri Kalahasti-Thottambedu,Sahasralingeswarapuram,,0,0,,,,0,,1,1,,,,0,,,,,,,
38,10-C-74-42,Ctr-Swarna-Sri Kalahasti-Thottambedu,Sri Kalahasthi,,0,0,,,,0,,42,10,,,,1,,,,,,,
39,10-C-74-42,Ctr-Swarna-Sri Kalahasti-Thottambedu,Vedam,,0,0,,,,0,,50,18,,,,2,,,,,,,
40,10-C-74-42,Ctr-Swarna-Sri Kalahasti-Thottambedu,Modugulapalem,,0,0,,,,0,,41,35,,,,1,,,,,,,
41,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Tangellapalem,,40,8,,,,4,,,,,,,,,,,,,,
42,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Gowdamala,,30,10,,,,4,,,,,,,,,,,,,,
43,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Routhusuramala,,10,0,,,,5,,,,,,,,,,,,,,
44,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Forest,,,,,,,,,,,,,,,,,,,,,
45,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Parlapalli,,10,18,,,,3,,,,,,,,,,,,,,
46,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Pallemala,,40,21,,,,3,,,,,,,,,,,,,,
47,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Katuru,,35,29,,,,9,,,,,,,,,,,,,,
48,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Bhavani sankarapuram,,5,10,,,,3,,,,,,,,,,,,,,
49,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Alathuru,,50,100,,,,8,,,,,,,,,,,,,,
50,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Taripedu,,0,0,,,,1,,,,,,,,,,,,,,
51,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Chinnagunta,,0,40,,,,5,,,,,,,,,,,,,,
52,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Putteri,,5,7,,,,2,,,,,,,,,,,,,,
53,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Peddapalavedu,,10,30,,,,5,,,,,,,,,,,,,,
54,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Vijayagopalapuram,,75,10,,,,2,,,,,,,,,,,,,,
55,10-C-76-43,Ctr-Kalangi-Katuru-Katuru,Kananambedu,,10,50,,,,2,,,,,,,,,,,,,,
56,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Adavaram,,,,,,,,,102,120,,,,2,,,,,,,
57,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Katrapalli,,,,,,,,,35,49,,,,4,,,,,,,
58,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Thimmasamudram,,,,,,,,,77,64,,,,4,,,,,,,
59,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Suramala,,,,,,,,,4,22,,,,4,,,,,,,
60,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Chellamambapuram,,,,,,,,,2,8,,,,7,,,,,,,
61,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Kalathuru,,,,,,,,,60,80,,,,5,,,,,,,
62,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,KVB puram,,,,,,,,,0,50,,,,3,,,,,,,
63,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Perindesam,,,,,,,,,39,19,,,,4,,,,,,,
64,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,MA Rajulakandriga,,,,,,,,,50,50,,,,4,,,,,,,
65,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Subramanyapuram,,,,,,,,,12,13,,,,1,,,,,,,
66,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Adaram,,,,,,,,,30,17,,,,3,,,,,,,
67,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Ragigunta,,,,,,,,,53,25,,,,2,,,,,,,
68,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Rangaiah gunta,,,,,,,,,15,10,,,,1,,,,,,,
69,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Kanchera chenganna kandriga,,,,,,,,,9,2,,,,1,,,,,,,
70,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Pathapalem,,,,,,,,,26,41,,,,0,,,,,,,
71,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Kovanur,,65,30,,,,7,,,,,,,,,,,,,,
72,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Gnanamamba puram @Pavanivarikandriga,,39,33,,,,2,,,,,,,,,,,,,,
73,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Bramhanacheruvu,,,,,,,,,6,15,,,,1,,,,,,,
74,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Venkatapuram,,,,,,,,,14,24,,,,2,,,,,,,
75,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Angericheruvu,,,,,,,,,12,8,,,,3,,,,,,,
76,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Bramhanapalli,,,,,,,,,8,40,,,,2,,,,,,,
77,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Bakkapotukunta,,,,,,,,,5,13,,,,1,,,,,,,
78,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Timmanaidugunta,,,,,,,,,4,10,,,,1,,,,,,,
79,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Pudi (a) Chennakesava-puram,,,,,,,,,37,20,,,,2,,,,,,,
80,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Kandluru,,,,,,,,,11,17,,,,3,,,,,,,
81,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Anjuru,,26,14,,,,2,,,,,,,,,,,,,,
82,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Guntipedu,,,,,,,,,5,5,,,,3,,,,,,,
83,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Forest,,,,,,,,,,,,,,,,,,,,,
84,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Bonupalle,,52,9,,,,4,,,,,,,,,,,,,,
85,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Sri Krishnapuram,,21,0,,,,3,,,,,,,,,,,,,,
86,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Kanchanapalli,,5,3,,,,1,,,,,,,,,,,,,,
87,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Chittatur,,153,47,,,,6,,,,,,,,,,,,,,
88,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Dongalamadugu,,,,,,,,,15,5,,,,1,,,,,,,
89,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Sivanadhapalem,,21,9,,,,1,,,,,,,,,,,,,,
90,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Forest,,,,,,,,,,,,,,,,,,,,,
91,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Forest,,,,,,,,,,,,,,,,,,,,,
92,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Timmabhupalapuram,,12,15,,,,2,,,,,,,,,,,,,,
93,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Kothapalem,,35,15,,,,2,,,,,,,,,,,,,,
94,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Tangellapuram,,,,,,,,,7,20,,,,1,,,,,,,
95,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Vallur,,,,,,,,,14,12,,,,2,,,,,,,
96,10-C-76-44,Ctr-Kalangi-KVB Puram-KVB Puram,Vagathur,,,,,,,,,13,41,,,,2,,,,,,,
97,10-C-76-45,Ctr_Kalangi_Nirpakota,Nirpakota,,113,50,,,,2,,,,,,,,,,,,,,
98,10-C-76-45,Ctr_Kalangi_Nirpakota,Gajulapalluru,,57.5,15,,,,4,,,,,,,,,,,,,,
99,10-C-76-45,Ctr_Kalangi_Nirpakota,Kanchanaputturu,,123.75,50,,,,4,,,,,,,,,,,,,,
100,10-C-76-45,Ctr_Kalangi_Nirpakota,Padamara vanathuru,,36,36,,,,2,,,,,,,,,,,,,,
101,10-C-76-45,Ctr_Kalangi_Nirpakota,Kukkambakam,,38.75,16,,,,10,,,,,,,,,,,,,,
102,10-C-76-45,Ctr_Kalangi_Nirpakota,Talarivettu,,15,20,,,,4,,,,,,,,,,,,,,
103,10-C-76-45,Ctr_Kalangi_Nirpakota,K.V.Puram,,0,1,,,,30,,,,,,,,,,,,,,
104,10-C-76-45,Ctr_Kalangi_Nirpakota,Kallivettu,,27.5,57,,,,4,,,,,,,,,,,,,,
105,10-C-76-45,Ctr_Kalangi_Nirpakota,Chellemambapuram,,,,,,,,,0,15,,,,1,,,,,,,
106,10-C-76-45,Ctr_Kalangi_Nirpakota,Nelavoy,,30,29,,,,2,,,,,,,,,,,,,,
107,10-C-76-45,Ctr_Kalangi_Nirpakota,V.palem,,51.25,39,,,,2,,,,,,,,,,,,,,
108,10-C-76-45,Ctr_Kalangi_Nirpakota,Kambakam,,41.25,1,,,,4,,,,,,,,,,,,,,
109,10-C-76-45,Ctr_Kalangi_Nirpakota,Kadur,,26,29,,,,3,,,,,,,,,,,,,,
110,10-C-76-45,Ctr_Kalangi_Nirpakota,Nellatur,,28.75,30,,,,5,,,,,,,,,,,,,,
111,10-C-76-45,Ctr_Kalangi_Nirpakota,Gudalavaripalem,,,,,,,,,0,20,,,,2,,,,,,,
112,10-C-76-45,Ctr_Kalangi_Nirpakota,Kolathur,,,,,,,,,5,65,,,,4,,,,,,,
113,10-C-76-45,Ctr_Kalangi_Nirpakota,Thonduru,,,,,,,,,188,3,,,,3,,,,,,,
114,10-C-76-45,Ctr_Kalangi_Nirpakota,Siddama Agraharam,,,,,,,,,38,1,,,,1,,,,,,,
115,10-C-76-45,Ctr_Kalangi_Nirpakota,Vittaiah Palem,,0,7,,,,1,,,,,,,,,,,,,,
116,10-C-76-45,Ctr_Kalangi_Nirpakota,Maruduvada,,12.5,3,,,,4,,,,,,,,,,,,,,
117,10-C-76-45,Ctr_Kalangi_Nirpakota,Amburu,,22.5,4,,,,2,,,,,,,,,,,,,,
118,10-C-76-45,Ctr_Kalangi_Nirpakota,Ayyavaripalem,,11,28,,,,1,,,,,,,,,,,,,,
119,10-C-76-45,Ctr_Kalangi_Nirpakota,Santavelur,,17.5,55,,,,6,,,,,,,,,,,,,,
120,10-C-76-45,Ctr_Kalangi_Nirpakota,Satambedu,,0,4,,,,1,,,,,,,,,,,,,,
121,10-C-76-45,Ctr_Kalangi_Nirpakota,Isukapalem,,,,,,,,,2.5,61,,,,0,,,,,,,
122,10-C-76-45,Ctr_Kalangi_Nirpakota,Kuvvakolli,,36.25,31,,,,2,,,,,,,,,,,,,,
123,10-C-76-45,Ctr_Kalangi_Nirpakota,Racherla,,16.25,3,,,,3,,,,,,,,,,,,,,
124,10-C-76-45,Ctr_Kalangi_Nirpakota,Yanadivettu,,0,3,,,,1,,,,,,,,,,,,,,
125,10-C-76-45,Ctr_Kalangi_Nirpakota,Padirikuppam,,5,3,,,,2,,,,,,,,,,,,,,
126,10-C-76-45,Ctr_Kalangi_Nirpakota,Panduru,,81.25,2,,,,4,,,,,,,,,,,,,,
127,10-C-76-45,Ctr_Kalangi_Nirpakota,Kovurpadu,,8,2,,,,1,,,,,,,,,,,,,,
128,10-C-76-45,Ctr_Kalangi_Nirpakota,Thowdambattu,,92.5,6,,,,2,,,,,,,,,,,,,,
129,10-C-76-45,Ctr_Kalangi_Nirpakota,Chinnapandur,,13.75,4,,,,2,,,,,,,,,,,,,,
130,10-C-76-45,Ctr_Kalangi_Nirpakota,Aruduru,,69,15,,,,4,,,,,,,,,,,,,,
131,10-C-76-45,Ctr_Kalangi_Nirpakota,Chavali Lingamanaidupalli,,19,79,,,,2,,,,,,,,,,,,,,
132,10-C-76-45,Ctr_Kalangi_Nirpakota,Kurinjalem,,,,,,,,,23.75,3,,,,2,,,,,,,
133,10-C-76-45,Ctr_Kalangi_Nirpakota,Forest,,,,,,,,,,,,,,,,,,,,,
134,10-C-76-45,Ctr_Kalangi_Nirpakota,388 Arur,,,,,,,,,113.75,2,,,,3,,,,,,,
135,10-C-76-45,Ctr_Kalangi_Nirpakota,Appaiahpalem,,,,,,,,,17.5,1,,,,2,,,,,,,
136,10-C-76-45,Ctr_Kalangi_Nirpakota,Pedda Etipakam,,,,,,,,,57.5,1,,,,4,,,,,,,
137,10-C-76-45,Ctr_Kalangi_Nirpakota,Chinna Etipakam,,,,,,,,,94,1,,,,4,,,,,,,
138,10-C-76-45,Ctr_Kalangi_Nirpakota,P.V.Puram,,,,,,,,,99,1,,,,2,,,,,,,
139,10-C-76-45,Ctr_Kalangi_Nirpakota,Rajagopalapuram,,120,1,,,,5,,,,,,,,,,,,,,
140,10-C-76-45,Ctr_Kalangi_Nirpakota,Kannavaram,,,,,,,,,146,83,,,,8,,,,,,,
141,10-C-76-45,Ctr_Kalangi_Nirpakota,Forest,,,,,,,,,,,,,,,,,,,,,
142,10-C-76-45,Ctr_Kalangi_Nirpakota,Birakuppam,,,,,,,,,95,30,,,,2,,,,,,,
143,10-C-76-45,Ctr_Kalangi_Nirpakota,Tripuranthakapuram kota,,,,,,,,,55,1,,,,6,,,,,,,
144,10-C-69-1,CTR_C_69_PAPAGHNI_KANDUKURU,Kandukur,,,,,,,,,6,93,0,0,0,0,,,,,,,
145,10-C-69-1,CTR_C_69_PAPAGHNI_KANDUKURU,Pattemvandla palle,,,,,,,,,27,215,0,0,0,17,,,,,,,
146,10-C-69-1,CTR_C_69_PAPAGHNI_KANDUKURU,T.Sadum,,,,,,,,,14,128,0,0,0,7,,,,,,,
147,10-C-69-1,CTR_C_69_PAPAGHNI_KANDUKURU,Anantapuram,,,,,,,,,2,15,0,0,0,1,,,,,,,
148,10-C-69-1,CTR_C_69_PAPAGHNI_KANDUKURU,Chinna Pongupalli,,,,,,,,,2,27,0,0,0,1,,,,,,,
149,10-C-69-2,Ctr_Papa_K Kota,Kadirinaduni Kota,,,,,,,,,2,52,0,0,0,0,,,,,,,
150,10-C-69-2,Ctr_Papa_K Kota,Nayuni Cheruvu Palle,,,,,,,,,2,48,0,0,0,0,,,,,,,
151,10-C-69-2,Ctr_Papa_K Kota,Marellagadda,,,,,,,,,0,8,0,0,0,0,,,,,,,
152,10-C-69-2,Ctr_Papa_K Kota,Forest,,,,,,,,,,,,,,,,,,,,,
153,10-C-69-2,Ctr_Papa_K Kota,Pulikallu,,,,,,,,,24,149,0,0,0,0,,,,,,,
154,10-C-69-2,Ctr_Papa_K Kota,Katnagallu,,,,,,,,,36,93,0,0,0,,,,,,,,
155,10-C-69-2,Ctr_Papa_K Kota,Jagadamvari Palle,,,,,,,,,2,13,0,0,0,,,,,,,,
156,10-C-69-3,Ctr-Papa-PTM,Pedda Thippa Samudram,,,,,,,,,7,103,0,0,0,3,,,,,,,
157,10-C-69-3,Ctr-Papa-PTM,Maddaiahgaripalli,,,,,,,,0,15,95,0,0,0,0,,,,,,,
158,10-C-69-3,Ctr-Papa-PTM,Mallela,,,,,,,,0,14,100,0,0,0,10,,,,,,,
159,10-C-69-3,Ctr-Papa-PTM,Amalla Banda Kota,,,,,,,,0,1,23,0,0,0,1,,,,,,,
160,10-C-69-3,Ctr-Papa-PTM,Sampathi Kota,,,,,,,,0,18,110,0,0,0,5,,,,,,,
161,10-C-69-3,Ctr-Papa-PTM,Buchi Palle,,,,,,,,0,12,93,0,0,0,3,,,,,,,
162,10-C-69-3,Ctr-Papa-PTM,Tummara Kunta,,,,,,,,0,31,160,0,0,0,41,,,,,,,
163,10-C-69-3,Ctr-Papa-PTM,Chennappagaripalli,,,,,,,,0,0,0,0,0,0,0,,,,,,,
164,10-C-69-3,Ctr-Papa-PTM,Chennaiahgaripalli,,,,,,,,0,0,13,0,0,0,0,,,,,,,
165,10-C-69-4,Ctr_Papa_Gummasamudram,B.Kothakota,,,,,,,,0,15,175,0,0,0,17,,,,,,,
166,10-C-69-4,Ctr_Papa_Gummasamudram,Badikayalapalle,,,,,,,,0,7,65,0,0,0,20,,,,,,,
167,10-C-69-4,Ctr_Papa_Gummasamudram,Boyyappagaripalle,,,,,,,,0,32,260,0,0,0,21,,,,,,,
168,10-C-69-4,Ctr_Papa_Gummasamudram,Beerangi,,,,,,,,0,8,198,0,0,0,10,,,,,,,
169,10-C-69-4,Ctr_Papa_Gummasamudram,Gattu,,,,,,,,0,17,350,0,0,0,48,,,,,,,
170,10-C-69-4,Ctr_Papa_Gummasamudram,Gollapalle,,,,,,,,0,7,165,0,0,0,14,,,,,,,
171,10-C-69-4,Ctr_Papa_Gummasamudram,Gummasamudram,,,,,,,,0,11,173,0,0,0,14,,,,,,,
172,10-C-69-4,Ctr_Papa_Gummasamudram,Kotavooru,,,,,,,,0,7,96,0,0,0,9,,,,,,,
173,10-C-69-4,Ctr_Papa_Gummasamudram,Thummanagutta,,,,,,,,0,6,72,0,0,0,17,,,,,,,
174,10-C-69-4,Ctr_Papa_Gummasamudram,Forest,,,,,,,,,,,,,,,,,,,,,
175,10-C-69-4,Ctr_Papa_Gummasamudram,Burakaykota,,,,,,,,0,1,101,0,0,0,43,,,,,,,
176,10-C-69-4,Ctr_Papa_Gummasamudram,Devalacheruvu,,,,,,,,0,6,164,0,0,0,8,,,,,,,
177,10-C-69-4,Ctr_Papa_Gummasamudram,Devarapalli,,,,,,,,0,0,13,0,0,0,0,,,,,,,
178,10-C-69-4,Ctr_Papa_Gummasamudram,M.Nayanipalli,,,,,,,,0,5,234,0,0,0,14,,,,,,,
179,10-C-69-4,Ctr_Papa_Gummasamudram,Nadigadda Timmapalli,,,,,,,,0,0,11,0,0,0,0,,,,,,,
180,10-C-69-4,Ctr_Papa_Gummasamudram,Peddapalem,,,,,,,,0,2,63,0,0,0,8,,,,,,,
181,10-C-69-4,Ctr_Papa_Gummasamudram,Vepurikota,,,,,,,,0,6,138,0,0,0,13,,,,,,,
182,10-C-69-4,Ctr_Papa_Gummasamudram,Forest,,,,,,,,,,,,,,,,,,,,,
183,10-C-69-4,Ctr_Papa_Gummasamudram,Boorlapalle,,,,,,,,0,11,140,0,0,0,4,,,,,,,
184,10-C-69-4,Ctr_Papa_Gummasamudram,Kamsala vandla palle,,,,,,,,0,1,55,0,0,0,0,,,,,,,
185,10-C-69-4,Ctr_Papa_Gummasamudram,Madumuru,,,,,,,,0,5,83,0,0,0,2,,,,,,,
186,10-C-69-4,Ctr_Papa_Gummasamudram,Rangasamudram,,,,,,,,0,6,300,0,0,0,5,,,,,,,
187,10-C-69-5,Ctr-Papa-Molakalacheruvu,Forest,,,,,,,,,,,,,,,,,,,,,
188,10-C-69-5,Ctr-Papa-Molakalacheruvu,Molakacheruvu,,,,,,,,,2,80,,,,2,,,,,,,
189,10-C-69-5,Ctr-Papa-Molakalacheruvu,Gudupalle,,,,,,,,,2,52,,,,4,,,,,,,
190,10-C-69-5,Ctr-Papa-Molakalacheruvu,Kalva Palle,,,,,,,,,9,63,,,,4,,,,,,,
191,10-C-69-6,Ctr-Papa-Sompalle-Sompalle,Diguvapalli,,,,,,,,,,,,,,,,,,,,,
192,10-C-69-6,Ctr-Papa-Sompalle-Sompalle,Junjurupenta,,,,,,,,,4,23,,,,5,,,,,,,
193,10-C-69-6,Ctr-Papa-Sompalle-Sompalle,Gangireddipalli,,,,,,,,,10,29,,,,2,,,,,,,
194,10-C-69-6,Ctr-Papa-Sompalle-Sompalle,Kotlapalli,,,,,,,,,3,28,,,,,,,,,,,
195,10-C-69-6,Ctr-Papa-Sompalle-Sompalle,Forest,,,,,,,,,,,,,,,,,,,,,
196,10-C-69-6,Ctr-Papa-Sompalle-Sompalle,Sompalli,,,,,,,,,3,192,,,,11,,,,,,,
197,10-C-69-6,Ctr-Papa-Sompalle-Sompalle,Chowdasamudram,,,,,,,,,10,92,,,,4,,,,,,,
198,10-C-69-7,Ctr-Papa-Peddaeru east- Bandrevu,Gopidinne,,,,,,,,,12,55,,,,19,,,,,,,
199,10-C-69-7,Ctr-Papa-Peddaeru east- Bandrevu,Kotala,,,,,,,,,10,27,,,,10,,,,,,,
200,10-C-69-7,Ctr-Papa-Peddaeru east- Bandrevu,Forest,,,,,,,,,,,,,,,,,,,,,
201,10-C-69-7,Ctr-Papa-Peddaeru east- Bandrevu,Musalikunta,,,,,,,,,30,27,,,,26,,,,,,,
202,10-C-69-7,Ctr-Papa-Peddaeru east- Bandrevu,Bandrevu,,,,,,,,,16,46,,,,12,,,,,,,
203,10-C-69-8,Ctr-Papa-Mudivedu,Pitchandlapalli,,,,,,,,,1,172,,,,11,,,,,,,
204,10-C-69-8,Ctr-Papa-Mudivedu,Mudivedu,,,,,,,,,3,65,,,,13,,,,,,,
205,10-C-69-8,Ctr-Papa-Mudivedu,Forest,,,,,,,,,,,,,,,,,,,,,
206,10-C-69-8,Ctr-Papa-Mudivedu,Tamballapalli,,,,,,,,,21,91,,,,16,,,,,,,
207,10-C-69-8,Ctr-Papa-Mudivedu,Kannemadugu,,,,,,,,,12,88,,,,14,,,,,,,
208,10-C-69-8,Ctr-Papa-Mudivedu,Errasanipalli,,,,,,,,,5,37,,,,1,,,,,,,
209,10-C-69-8,Ctr-Papa-Mudivedu,Eddulavaripalli,,,,,,,,,4,61,,,,6,,,,,,,
210,10-C-69-8,Ctr-Papa-Mudivedu,Panchalamari,,,,,,,,,8,33,,,,2,,,,,,,
211,10-C-69-8,Ctr-Papa-Mudivedu,Marri makulapalli,,,,,,,,,4,29,,,,10,,,,,,,
212,10-C-69-8,Ctr-Papa-Mudivedu,Renu makulapalli,,,,,,,,,21,38,,,,13,,,,,,,
213,10-C-69-8,Ctr-Papa-Mudivedu,Kosuvaripalli,,,,,,,,,24,233,,,,29,,,,,,,
