,,7,"Command area",,0.3,,,,,,,,,,"Non-Command area",,,,,,,,,,,,"Poor quality",,,,,,,,,,,
"Sr.No","Watershed name",,"Agriculture",,,,"Domestic",,,,"Industrial",,,,"Agriculture",,,,"Domestic",,,,"Industrial",,,,"Agriculture",,,,,,,,"Industrial",,,
,,"Type of well","yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,,,,,"yield","No.of ","Days of operation of wells          ",
,,,"lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon",,,,,"lph","wells","Monsoon","Non - Monsoon"
138,"Ctr-Ch-Thettuvanka-Vayalpadu","MTW",,,,,,,,,,,,,14175,,45,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
139,"Ctr-Ch-Thettuvanka-Vayalpadu","Deep TW",,,,,,,,,,,,,20250,,45,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
140,"Ctr-Ch-Thettuvanka-Vayalpadu","Filter Points",,,,,,,,,,,,,3150,,45,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
141,"Ctr-Ch-Regadakalva-Madanapalle","DW",,,,,,,,,,,,,1215,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
142,"Ctr-Ch-Regadakalva-Madanapalle","DW+PS/DCB",,,,,,,,,,,,,1350,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
143,"Ctr-Ch-Regadakalva-Madanapalle","BWs",,,,,,,,,,,,,2025,,50,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
144,"Ctr-Ch-Regadakalva-Madanapalle","STW",,,,,,,,,,,,,6930,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
145,"Ctr-Ch-Regadakalva-Madanapalle","MTW",,,,,,,,,,,,,14175,,50,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
146,"Ctr-Ch-Regadakalva-Madanapalle","Deep TW",,,,,,,,,,,,,20250,,50,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
147,"Ctr-Ch-Regadakalva-Madanapalle","Filter Points",,,,,,,,,,,,,3600,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
148,"Ctr-Ch-Reservoir-Nimmanapalle","DW",,,,,,,,,,,,,1215,,40,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
149,"Ctr-Ch-Reservoir-Nimmanapalle","DW+PS/DCB",,,,,,,,,,,,,1125,,40,90,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
150,"Ctr-Ch-Reservoir-Nimmanapalle","BWs",,,,,,,,,,,,,1800,,40,90,1800,,120,240,1800,,120,240,,,,,,,,,1800,,,
151,"Ctr-Ch-Reservoir-Nimmanapalle","STW",,,,,,,,,,,,,0,,40,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
152,"Ctr-Ch-Reservoir-Nimmanapalle","MTW",,,,,,,,,,,,,0,,40,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
153,"Ctr-Ch-Reservoir-Nimmanapalle","Deep TW",,,,,,,,,,,,,0,,40,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
154,"Ctr-Ch-Reservoir-Nimmanapalle","Filter Points",,,,,,,,,,,,,1800,,40,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
155,"Ctr-Kor-Kundetivanka","DW",,,,,,,,,,,,,1215,,50,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
156,"Ctr-Kor-Kundetivanka","DW+PS/DCB",,,,,,,,,,,,,1125,,50,88,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
157,"Ctr-Kor-Kundetivanka","BWs",,,,,,,,,,,,,2250,,50,90,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
158,"Ctr-Kor-Kundetivanka","STW",,,,,,,,,,,,,0,,50,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
159,"Ctr-Kor-Kundetivanka","MTW",,,,,,,,,,,,,0,,50,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
160,"Ctr-Kor-Kundetivanka","Deep TW",,,,,,,,,,,,,0,,50,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
161,"Ctr-Kor-Kundetivanka","Filter Points",,,,,,,,,,,,,2025,,50,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
162,"Ctr-Ch-Bahudaeast-Marrikuntapalle","DW",,,,,,,,,,,,,1215,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
163,"Ctr-Ch-Bahudaeast-Marrikuntapalle","DW+PS/DCB",,,,,,,,,,,,,1350,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
164,"Ctr-Ch-Bahudaeast-Marrikuntapalle","BWs",,,,,,,,,,,,,2610,,50,100,2700,,120,240,2925,,120,240,,,,,,,,,2925,,,
165,"Ctr-Ch-Bahudaeast-Marrikuntapalle","STW",,,,,,,,,,,,,6930,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
166,"Ctr-Ch-Bahudaeast-Marrikuntapalle","MTW",,,,,,,,,,,,,14175,,50,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
167,"Ctr-Ch-Bahudaeast-Marrikuntapalle","Deep TW",,,,,,,,,,,,,20250,,50,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
168,"Ctr-Ch-Bahudaeast-Marrikuntapalle","Filter Points",,,,,,,,,,,,,2700,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
169,"Ctr-Ch-Bahudawest-Kalakada","DW",,,,,,,,,,,,,1215,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
170,"Ctr-Ch-Bahudawest-Kalakada","DW+PS/DCB",,,,,,,,,,,,,1125,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
171,"Ctr-Ch-Bahudawest-Kalakada","BWs",,,,,,,,,,,,,2250,,50,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
172,"Ctr-Ch-Bahudawest-Kalakada","STW",,,,,,,,,,,,,0,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
173,"Ctr-Ch-Bahudawest-Kalakada","MTW",,,,,,,,,,,,,0,,50,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
174,"Ctr-Ch-Bahudawest-Kalakada","Deep TW",,,,,,,,,,,,,0,,50,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
175,"Ctr-Ch-Bahudawest-Kalakada","Filter Points",,,,,,,,,,,,,1800,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
176,"Ctr-Ch-KV PalleVanka-KV Palle","DW",,,,,,,,,,,,,1215,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
177,"Ctr-Ch-KV PalleVanka-KV Palle","DW+PS/DCB",,,,,,,,,,,,,1350,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
178,"Ctr-Ch-KV PalleVanka-KV Palle","BWs",,,,,,,,,,,,,2475,,50,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
179,"Ctr-Ch-KV PalleVanka-KV Palle","STW",,,,,,,,,,,,,0,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
180,"Ctr-Ch-KV PalleVanka-KV Palle","MTW",,,,,,,,,,,,,0,,50,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
181,"Ctr-Ch-KV PalleVanka-KV Palle","Deep TW",,,,,,,,,,,,,0,,50,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
182,"Ctr-Ch-KV PalleVanka-KV Palle","Filter Points",,,,,,,,,,,,,2250,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
183,"Ctr-Ch-Sorakayalapeta-Vagalla","DW",,,,,,,,,,,,,1215,,60,110,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
184,"Ctr-Ch-Sorakayalapeta-Vagalla","DW+PS/DCB",,,,,,,,,,,,,1125,,60,110,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
185,"Ctr-Ch-Sorakayalapeta-Vagalla","BWs",,,,,,,,,,,,,1935,,60,110,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
186,"Ctr-Ch-Sorakayalapeta-Vagalla","STW",,,,,,,,,,,,,0,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
187,"Ctr-Ch-Sorakayalapeta-Vagalla","MTW",,,,,,,,,,,,,0,,60,110,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
188,"Ctr-Ch-Sorakayalapeta-Vagalla","Deep TW",,,,,,,,,,,,,0,,60,110,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
189,"Ctr-Ch-Sorakayalapeta-Vagalla","Filter Points",,,,,,,,,,,,,1800,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
190,"Ctr-Ch-Chinthalavari Palle-Kalikiri","DW",,,,,,,,,,,,,1215,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
191,"Ctr-Ch-Chinthalavari Palle-Kalikiri","DW+PS/DCB",,,,,,,,,,,,,1125,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
192,"Ctr-Ch-Chinthalavari Palle-Kalikiri","BWs",,,,,,,,,,,,,2025,,50,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
193,"Ctr-Ch-Chinthalavari Palle-Kalikiri","STW",,,,,,,,,,,,,0,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
194,"Ctr-Ch-Chinthalavari Palle-Kalikiri","MTW",,,,,,,,,,,,,0,,50,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
195,"Ctr-Ch-Chinthalavari Palle-Kalikiri","Deep TW",,,,,,,,,,,,,0,,50,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
196,"Ctr-Ch-Chinthalavari Palle-Kalikiri","Filter Points",,,,,,,,,,,,,1800,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
197,"Ctr-Ch-Valligatla-Kanduru","DW",,,,,,,,,,,,,1215,,45,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
198,"Ctr-Ch-Valligatla-Kanduru","DW+PS/DCB",,,,,,,,,,,,,1350,,45,90,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
199,"Ctr-Ch-Valligatla-Kanduru","BWs",,,,,,,,,,,,,2475,,45,90,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
200,"Ctr-Ch-Valligatla-Kanduru","STW",,,,,,,,,,,,,0,,45,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
201,"Ctr-Ch-Valligatla-Kanduru","MTW",,,,,,,,,,,,,0,,45,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
202,"Ctr-Ch-Valligatla-Kanduru","Deep TW",,,,,,,,,,,,,0,,45,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
203,"Ctr-Ch-Valligatla-Kanduru","Filter Points",,,,,,,,,,,,,1800,,45,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
204,"Ctr-Ch-Peddavagu West-Somala","DW",,,,,,,,,,,,,1215,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
205,"Ctr-Ch-Peddavagu West-Somala","DW+PS/DCB",,,,,,,,,,,,,1350,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
206,"Ctr-Ch-Peddavagu West-Somala","BWs",,,,,,,,,,,,,2475,,50,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
207,"Ctr-Ch-Peddavagu West-Somala","STW",,,,,,,,,,,,,0,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
208,"Ctr-Ch-Peddavagu West-Somala","MTW",,,,,,,,,,,,,0,,50,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
209,"Ctr-Ch-Peddavagu West-Somala","Deep TW",,,,,,,,,,,,,0,,50,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
210,"Ctr-Ch-Peddavagu West-Somala","Filter Points",,,,,,,,,,,,,1800,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
211,"Ctr_Ch_Peddaupparapalle_Peddaupparapalle","DW",,,,,,,,,,,,,1215,,50,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
212,"Ctr_Ch_Peddaupparapalle_Peddaupparapalle","DW+PS/DCB",,,,,,,,,,,,,1575,,50,90,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
213,"Ctr_Ch_Peddaupparapalle_Peddaupparapalle","BWs",,,,,,,,,,,,,2925,,50,90,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
214,"Ctr_Ch_Peddaupparapalle_Peddaupparapalle","STW",,,,,,,,,,,,,6930,,50,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
215,"Ctr_Ch_Peddaupparapalle_Peddaupparapalle","MTW",,,,,,,,,,,,,14175,,50,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
216,"Ctr_Ch_Peddaupparapalle_Peddaupparapalle","Deep TW",,,,,,,,,,,,,20250,,50,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
217,"Ctr_Ch_Peddaupparapalle_Peddaupparapalle","Filter Points",,,,,,,,,,,,,1800,,50,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
218,"Ctr-Ch-Peddavagueast-Sadum","DW",,,,,,,,,,,,,1215,,40,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
219,"Ctr-Ch-Peddavagueast-Sadum","DW+PS/DCB",,,,,,,,,,,,,1350,,40,90,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
220,"Ctr-Ch-Peddavagueast-Sadum","BWs",,,,,,,,,,,,,2925,,40,90,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
221,"Ctr-Ch-Peddavagueast-Sadum","STW",,,,,,,,,,,,,0,,40,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
222,"Ctr-Ch-Peddavagueast-Sadum","MTW",,,,,,,,,,,,,0,,40,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
223,"Ctr-Ch-Peddavagueast-Sadum","Deep TW",,,,,,,,,,,,,0,,40,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
224,"Ctr-Ch-Peddavagueast-Sadum","Filter Points",,,,,,,,,,,,,2250,,40,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
225,"Ctr-Ch-CG Gallu Vanka-Rompicherla","DW",,,,,,,,,,,,,1215,,55,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
226,"Ctr-Ch-CG Gallu Vanka-Rompicherla","DW+PS/DCB",,,,,,,,,,,,,1350,,55,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
227,"Ctr-Ch-CG Gallu Vanka-Rompicherla","BWs",,,,,,,,,,,,,2475,,55,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
228,"Ctr-Ch-CG Gallu Vanka-Rompicherla","STW",,,,,,,,,,,,,0,,55,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
229,"Ctr-Ch-CG Gallu Vanka-Rompicherla","MTW",,,,,,,,,,,,,0,,55,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
230,"Ctr-Ch-CG Gallu Vanka-Rompicherla","Deep TW",,,,,,,,,,,,,0,,55,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
231,"Ctr-Ch-CG Gallu Vanka-Rompicherla","Filter Points",,,,,,,,,,,,,2250,,55,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
232,"Ctr-ch-GM Vanka-Mellacheruvu","DW",,,,,,,,,,,,,1215,,60,110,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
233,"Ctr-ch-GM Vanka-Mellacheruvu","DW+PS/DCB",,,,,,,,,,,,,1350,,60,110,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
234,"Ctr-ch-GM Vanka-Mellacheruvu","BWs",,,,,,,,,,,,,2250,,60,110,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
235,"Ctr-ch-GM Vanka-Mellacheruvu","STW",,,,,,,,,,,,,0,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
236,"Ctr-ch-GM Vanka-Mellacheruvu","MTW",,,,,,,,,,,,,0,,60,110,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
237,"Ctr-ch-GM Vanka-Mellacheruvu","Deep TW",,,,,,,,,,,,,0,,60,110,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
238,"Ctr-ch-GM Vanka-Mellacheruvu","Filter Points",,,,,,,,,,,,,1800,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
239,"Ctr-Ch-Jillelamanda-Jillelamanda","DW",,,,,,,,,,,,,1215,,60,110,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
240,"Ctr-Ch-Jillelamanda-Jillelamanda","DW+PS/DCB",,,,,,,,,,,,,1350,,60,110,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
241,"Ctr-Ch-Jillelamanda-Jillelamanda","BWs",,,,,,,,,,,,,2925,,60,110,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
242,"Ctr-Ch-Jillelamanda-Jillelamanda","STW",,,,,,,,,,,,,6930,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
243,"Ctr-Ch-Jillelamanda-Jillelamanda","MTW",,,,,,,,,,,,,14175,,60,110,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
244,"Ctr-Ch-Jillelamanda-Jillelamanda","Deep TW",,,,,,,,,,,,,20250,,60,110,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
245,"Ctr-Ch-Jillelamanda-Jillelamanda","Filter Points",,,,,,,,,,,,,2250,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
246,"Ctr-Ch-Gajuleru-Y V Palem","DW",,,,,,,,,,,,,1215,,60,120,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
247,"Ctr-Ch-Gajuleru-Y V Palem","DW+PS/DCB",,,,,,,,,,,,,1575,,60,120,1575,,120,240,2250,,120,240,,,,,,,,,2250,,,
248,"Ctr-Ch-Gajuleru-Y V Palem","BWs",,,,,,,,,,,,,2925,,60,120,3150,,120,240,2925,,120,240,,,,,,,,,2925,,,
249,"Ctr-Ch-Gajuleru-Y V Palem","STW",,,,,,,,,,,,,6930,,60,120,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
250,"Ctr-Ch-Gajuleru-Y V Palem","MTW",,,,,,,,,,,,,14175,,60,120,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
251,"Ctr-Ch-Gajuleru-Y V Palem","Deep TW",,,,,,,,,,,,,20250,,60,120,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
252,"Ctr-Ch-Gajuleru-Y V Palem","Filter Points",,,,,,,,,,,,,2250,,60,120,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
253,"Ctr-Swarna-Nagapatla-Nagapatla","DW",,,,,,,,,,,,,1215,,60,110,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
254,"Ctr-Swarna-Nagapatla-Nagapatla","DW+PS/DCB",,,,,,,,,,,,,1350,,60,110,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
255,"Ctr-Swarna-Nagapatla-Nagapatla","BWs",,,,,,,,,,,,,2475,,60,110,2475,,120,240,2250,,120,240,,,,,,,,,2250,,,
256,"Ctr-Swarna-Nagapatla-Nagapatla","STW",,,,,,,,,,,,,6930,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
257,"Ctr-Swarna-Nagapatla-Nagapatla","MTW",,,,,,,,,,,,,14175,,60,110,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
258,"Ctr-Swarna-Nagapatla-Nagapatla","Deep TW",,,,,,,,,,,,,20250,,60,110,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
259,"Ctr-Swarna-Nagapatla-Nagapatla","Filter Points",,,,,,,,,,,,,2250,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
260,"Ctr-Swarna-Bheema-Kotala","DW",,,,,,,,,,,,,1215,,60,110,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
261,"Ctr-Swarna-Bheema-Kotala","DW+PS/DCB",,,,,,,,,,,,,1350,,60,110,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
262,"Ctr-Swarna-Bheema-Kotala","BWs",,,,,,,,,,,,,2925,,60,110,2700,,120,240,2700,,120,240,,,,,,,,,2700,,,
263,"Ctr-Swarna-Bheema-Kotala","STW",,,,,,,,,,,,,6930,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
264,"Ctr-Swarna-Bheema-Kotala","MTW",,,,,,,,,,,,,14175,,60,110,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
265,"Ctr-Swarna-Bheema-Kotala","Deep TW",,,,,,,,,,,,,20250,,60,110,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
266,"Ctr-Swarna-Bheema-Kotala","Filter Points",,,,,,,,,,,,,2250,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
267,"Ctr-Swarna-Gadanki-Gadanki","DW",,,,,,,,,,,,,1215,,60,110,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
268,"Ctr-Swarna-Gadanki-Gadanki","DW+PS/DCB",,,,,,,,,,,,,1350,,60,110,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
269,"Ctr-Swarna-Gadanki-Gadanki","BWs",,,,,,,,,,,,,2700,,60,110,2700,,120,240,2700,,120,240,,,,,,,,,2700,,,
270,"Ctr-Swarna-Gadanki-Gadanki","STW",,,,,,,,,,,,,0,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
271,"Ctr-Swarna-Gadanki-Gadanki","MTW",,,,,,,,,,,,,0,,60,110,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
272,"Ctr-Swarna-Gadanki-Gadanki","Deep TW",,,,,,,,,,,,,0,,60,110,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
273,"Ctr-Swarna-Gadanki-Gadanki","Filter Points",,,,,,,,,,,,,2250,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
274,"Ctr-Swarna-Panapakam-Panapakam","DW",,,,,,,,,,,,,1215,,60,110,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
275,"Ctr-Swarna-Panapakam-Panapakam","DW+PS/DCB",,,,,,,,,,,,,1350,,60,110,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
276,"Ctr-Swarna-Panapakam-Panapakam","BWs",,,,,,,,,,,,,2700,,60,110,2700,,120,240,2700,,120,240,,,,,,,,,2700,,,
277,"Ctr-Swarna-Panapakam-Panapakam","STW",,,,,,,,,,,,,6930,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
278,"Ctr-Swarna-Panapakam-Panapakam","MTW",,,,,,,,,,,,,14175,,60,110,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
279,"Ctr-Swarna-Panapakam-Panapakam","Deep TW",,,,,,,,,,,,,20250,,60,110,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
280,"Ctr-Swarna-Panapakam-Panapakam","Filter Points",,,,,,,,,,,,,1800,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
281,"Ctr-Swarna_Kuppambadur","DW",,,,,,,,,,,,,1215,,60,120,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
282,"Ctr-Swarna_Kuppambadur","DW+PS/DCB",,,,,,,,,,,,,1350,,60,120,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
283,"Ctr-Swarna_Kuppambadur","BWs",,,,,,,,,,,,,2475,,60,120,2700,,120,240,2700,,120,240,,,,,,,,,2700,,,
284,"Ctr-Swarna_Kuppambadur","STW",,,,,,,,,,,,,0,,60,120,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
285,"Ctr-Swarna_Kuppambadur","MTW",,,,,,,,,,,,,0,,60,120,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
286,"Ctr-Swarna_Kuppambadur","Deep TW",,,,,,,,,,,,,0,,60,120,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
287,"Ctr-Swarna_Kuppambadur","Filter Points",,,,,,,,,,,,,1800,,60,120,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
288,"Ctr-Swarna-Kalyani_Tiruchanuru","DW",,,,,,,,,,,,,1215,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
289,"Ctr-Swarna-Kalyani_Tiruchanuru","DW+PS/DCB",,,,,,,,,,,,,2250,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
290,"Ctr-Swarna-Kalyani_Tiruchanuru","BWs",,,,,,,,,,,,,2700,,50,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
291,"Ctr-Swarna-Kalyani_Tiruchanuru","STW",,,,,,,,,,,,,6930,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
292,"Ctr-Swarna-Kalyani_Tiruchanuru","MTW",,,,,,,,,,,,,14175,,50,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
293,"Ctr-Swarna-Kalyani_Tiruchanuru","Deep TW",,,,,,,,,,,,,20250,,50,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
294,"Ctr-Swarna-Kalyani_Tiruchanuru","Filter Points",,,,,,,,,,,,,2700,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
295,"Ctr-Swarna-Avvachari Kona-Mamanduru","DW",,,,,,,,,,,,,1215,,65,110,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
296,"Ctr-Swarna-Avvachari Kona-Mamanduru","DW+PS/DCB",,,,,,,,,,,,,1800,,65,110,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
297,"Ctr-Swarna-Avvachari Kona-Mamanduru","BWs",,,,,,,,,,,,,3150,,65,110,2700,,120,240,2700,,120,240,,,,,,,,,2700,,,
298,"Ctr-Swarna-Avvachari Kona-Mamanduru","STW",,,,,,,,,,,,,0,,65,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
299,"Ctr-Swarna-Avvachari Kona-Mamanduru","MTW",,,,,,,,,,,,,0,,65,110,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
300,"Ctr-Swarna-Avvachari Kona-Mamanduru","Deep TW",,,,,,,,,,,,,0,,65,110,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
301,"Ctr-Swarna-Avvachari Kona-Mamanduru","Filter Points",,,,,,,,,,,,,2700,,65,110,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
302,"Ctr-Swarna-Rayalcheruvu-Durgasamudram","DW",,,,,,,,,,,,,1215,,60,110,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
303,"Ctr-Swarna-Rayalcheruvu-Durgasamudram","DW+PS/DCB",,,,,,,,,,,,,1350,,60,110,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
