,,7,"Command area",,0.3,,,,,,,,,,"Non-Command area",,,,,,,,,,,,"Poor quality",,,,,,,,,,,
"Sr.No","Watershed name",,"Agriculture",,,,"Domestic",,,,"Industrial",,,,"Agriculture",,,,"Domestic",,,,"Industrial",,,,"Agriculture",,,,,,,,"Industrial",,,
,,"Type of well","yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,,,,,"yield","No.of ","Days of operation of wells          ",
,,,"lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon",,,,,"lph","wells","Monsoon","Non - Monsoon"
304,"Ctr-Swarna-Rayalcheruvu-Durgasamudram","BWs",,,,,,,,,,,,,2475,,60,110,2700,,120,240,2700,,120,240,,,,,,,,,2700,,,
305,"Ctr-Swarna-Rayalcheruvu-Durgasamudram","STW",,,,,,,,,,,,,0,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
306,"Ctr-Swarna-Rayalcheruvu-Durgasamudram","MTW",,,,,,,,,,,,,0,,60,110,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
307,"Ctr-Swarna-Rayalcheruvu-Durgasamudram","Deep TW",,,,,,,,,,,,,0,,60,110,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
308,"Ctr-Swarna-Rayalcheruvu-Durgasamudram","Filter Points",,,,,,,,,,,,,2250,,60,110,2700,,120,240,2700,,120,240,,,,,,,,,2700,,,
309,"Ctr-Swarna-Thondamanadu-Yerpedu","DW",,,,,,,,,,,,,1215,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
310,"Ctr-Swarna-Thondamanadu-Yerpedu","DW+PS/DCB",,,,,,,,,,,,,1350,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
311,"Ctr-Swarna-Thondamanadu-Yerpedu","BWs",,,,,,,,,,,,,2700,,50,100,3150,,120,240,3150,,120,240,,,,,,,,,3150,,,
312,"Ctr-Swarna-Thondamanadu-Yerpedu","STW",,,,,,,,,,,,,0,,50,100,0,,120,240,0,,120,240,,,,,,,,,0,,,
313,"Ctr-Swarna-Thondamanadu-Yerpedu","MTW",,,,,,,,,,,,,0,,50,100,0,,120,240,0,,120,240,,,,,,,,,0,,,
314,"Ctr-Swarna-Thondamanadu-Yerpedu","Deep TW",,,,,,,,,,,,,0,,50,100,0,,120,240,0,,120,240,,,,,,,,,0,,,
315,"Ctr-Swarna-Thondamanadu-Yerpedu","Filter Points",,,,,,,,,,,,,2700,,50,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
316,"Ctr-Swarna-Valagalamanda-Muchuvolu","DW",,,,,,,,,,,,,1215,,60,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
317,"Ctr-Swarna-Valagalamanda-Muchuvolu","DW+PS/DCB",,,,,,,,,,,,,2250,,60,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
318,"Ctr-Swarna-Valagalamanda-Muchuvolu","BWs",,,,,,,,,,,,,2925,,60,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
319,"Ctr-Swarna-Valagalamanda-Muchuvolu","STW",,,,,,,,,,,,,0,,60,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
320,"Ctr-Swarna-Valagalamanda-Muchuvolu","MTW",,,,,,,,,,,,,0,,60,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
321,"Ctr-Swarna-Valagalamanda-Muchuvolu","Deep TW",,,,,,,,,,,,,0,,60,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
322,"Ctr-Swarna-Valagalamanda-Muchuvolu","Filter Points",,,,,,,,,,,,,2700,,60,100,4050,,120,240,2250,,120,240,,,,,,,,,2250,,,
323,"Ctr-Swarna_Inagaluru_Inagaluru","DW",,,,,,,,,,,,,1215,,60,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
324,"Ctr-Swarna_Inagaluru_Inagaluru","DW+PS/DCB",,,,,,,,,,,,,2700,,60,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
325,"Ctr-Swarna_Inagaluru_Inagaluru","BWs",,,,,,,,,,,,,3375,,60,100,2700,,120,240,3375,,120,240,,,,,,,,,3375,,,
326,"Ctr-Swarna_Inagaluru_Inagaluru","STW",,,,,,,,,,,,,0,,60,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
327,"Ctr-Swarna_Inagaluru_Inagaluru","MTW",,,,,,,,,,,,,0,,60,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
328,"Ctr-Swarna_Inagaluru_Inagaluru","Deep TW",,,,,,,,,,,,,0,,60,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
329,"Ctr-Swarna_Inagaluru_Inagaluru","Filter Points",,,,,,,,,,,,,3600,,60,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
330,"Ctr-Arani-Sivagiri Vanka-Nindra","DW",,,,,,,,,,,,,1215,,40,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
331,"Ctr-Arani-Sivagiri Vanka-Nindra","DW+PS/DCB",,,,,,,,,,,,,1800,,40,90,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
332,"Ctr-Arani-Sivagiri Vanka-Nindra","BWs",,,,,,,,,,,,,2700,,40,90,2925,,120,240,2250,,120,240,,,,,,,,,2250,,,
333,"Ctr-Arani-Sivagiri Vanka-Nindra","STW",,,,,,,,,,,,,0,,40,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
334,"Ctr-Arani-Sivagiri Vanka-Nindra","MTW",,,,,,,,,,,,,0,,40,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
335,"Ctr-Arani-Sivagiri Vanka-Nindra","Deep TW",,,,,,,,,,,,,0,,40,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
336,"Ctr-Arani-Sivagiri Vanka-Nindra","Filter Points",,,,,,,,,,,,,2700,,40,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
337,"Ctr-Arani-Arani-Narayana vanam","DW",,,,,,,,,,,,,1350,,60,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
338,"Ctr-Arani-Arani-Narayana vanam","DW+PS/DCB",,,,,,,,,,,,,2250,,60,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
339,"Ctr-Arani-Arani-Narayana vanam","BWs",,,,,,,,,,,,,2925,,60,100,3150,,120,240,3150,,120,240,,,,,,,,,3150,,,
340,"Ctr-Arani-Arani-Narayana vanam","STW",,,,,,,,,,,,,0,,60,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
341,"Ctr-Arani-Arani-Narayana vanam","MTW",,,,,,,,,,,,,0,,60,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
342,"Ctr-Arani-Arani-Narayana vanam","Deep TW",,,,,,,,,,,,,0,,60,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
343,"Ctr-Arani-Arani-Narayana vanam","Filter Points",,,,,,,,,,,,,2700,,60,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
344,"Ctr-Kor-Nagari","DW",,,,,,,,,,,,,1350,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
345,"Ctr-Kor-Nagari","DW+PS/DCB",,,,,,,,,,,,,2250,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
346,"Ctr-Kor-Nagari","BWs",,,,,,,,,,,,,2700,,50,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
347,"Ctr-Kor-Nagari","STW",,,,,,,,,,,,,0,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
348,"Ctr-Kor-Nagari","MTW",,,,,,,,,,,,,0,,50,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
349,"Ctr-Kor-Nagari","Deep TW",,,,,,,,,,,,,0,,50,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
350,"Ctr-Kor-Nagari","Filter Points",,,,,,,,,,,,,2250,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
351,"Ctr_Kor_Vijayapuram","DW",,,,,,,,,,,,,1215,,40,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
352,"Ctr_Kor_Vijayapuram","DW+PS/DCB",,,,,,,,,,,,,1575,,40,90,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
353,"Ctr_Kor_Vijayapuram","BWs",,,,,,,,,,,,,2475,,40,90,2700,,120,240,2700,,120,240,,,,,,,,,2700,,,
354,"Ctr_Kor_Vijayapuram","STW",,,,,,,,,,,,,0,,40,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
355,"Ctr_Kor_Vijayapuram","MTW",,,,,,,,,,,,,0,,40,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
356,"Ctr_Kor_Vijayapuram","Deep TW",,,,,,,,,,,,,0,,40,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
357,"Ctr_Kor_Vijayapuram","Filter Points",,,,,,,,,,,,,1800,,40,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
358,"Ctr-Kor-Annuru","DW",,,,,,,,,,,,,1215,,40,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
359,"Ctr-Kor-Annuru","DW+PS/DCB",,,,,,,,,,,,,1350,,40,88,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
360,"Ctr-Kor-Annuru","BWs",,,,,,,,,,,,,2025,,40,90,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
361,"Ctr-Kor-Annuru","STW",,,,,,,,,,,,,0,,40,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
362,"Ctr-Kor-Annuru","MTW",,,,,,,,,,,,,0,,40,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
363,"Ctr-Kor-Annuru","Deep TW",,,,,,,,,,,,,0,,40,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
364,"Ctr-Kor-Annuru","Filter Points",,,,,,,,,,,,,1800,,40,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
365,"Ctr-Kor-S R Puram","DW",,,,,,,,,,,,,1215,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
366,"Ctr-Kor-S R Puram","DW+PS/DCB",,,,,,,,,,,,,1350,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
367,"Ctr-Kor-S R Puram","BWs",,,,,,,,,,,,,2475,,50,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
368,"Ctr-Kor-S R Puram","STW",,,,,,,,,,,,,0,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
369,"Ctr-Kor-S R Puram","MTW",,,,,,,,,,,,,0,,50,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
370,"Ctr-Kor-S R Puram","Deep TW",,,,,,,,,,,,,0,,50,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
371,"Ctr-Kor-S R Puram","Filter Points",,,,,,,,,,,,,2025,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
372,"Ctr-Kor-Palasamudram","DW",,,,,,,,,,,,,1215,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
373,"Ctr-Kor-Palasamudram","DW+PS/DCB",,,,,,,,,,,,,1350,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
374,"Ctr-Kor-Palasamudram","BWs",,,,,,,,,,,,,2250,,50,100,2925,,120,240,2700,,120,240,,,,,,,,,2700,,,
375,"Ctr-Kor-Palasamudram","STW",,,,,,,,,,,,,0,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
376,"Ctr-Kor-Palasamudram","MTW",,,,,,,,,,,,,0,,50,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
377,"Ctr-Kor-Palasamudram","Deep TW",,,,,,,,,,,,,0,,50,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
378,"Ctr-Kor-Palasamudram","Filter Points",,,,,,,,,,,,,2250,,50,100,2700,,120,240,2700,,120,240,,,,,,,,,2700,,,
379,"ctr_pa_GDNellore_GDNellore","DW",,,,,,,,,,,,,1215,,50,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
380,"ctr_pa_GDNellore_GDNellore","DW+PS/DCB",,,,,,,,,,,,,1350,,50,90,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
381,"ctr_pa_GDNellore_GDNellore","BWs",,,,,,,,,,,,,2475,,50,90,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
382,"ctr_pa_GDNellore_GDNellore","STW",,,,,,,,,,,,,0,,50,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
383,"ctr_pa_GDNellore_GDNellore","MTW",,,,,,,,,,,,,0,,50,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
384,"ctr_pa_GDNellore_GDNellore","Deep TW",,,,,,,,,,,,,0,,50,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
385,"ctr_pa_GDNellore_GDNellore","Filter Points",,,,,,,,,,,,,1575,,50,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
386,"ctr-pa-Mangalampetavanka-puthalapattu","DW",,,,,,,,,,,,,1215,,60,110,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
387,"ctr-pa-Mangalampetavanka-puthalapattu","DW+PS/DCB",,,,,,,,,,,,,1125,,60,110,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
388,"ctr-pa-Mangalampetavanka-puthalapattu","BWs",,,,,,,,,,,,,2250,,60,110,2925,,120,240,2700,,120,240,,,,,,,,,2700,,,
389,"ctr-pa-Mangalampetavanka-puthalapattu","STW",,,,,,,,,,,,,0,,60,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
390,"ctr-pa-Mangalampetavanka-puthalapattu","MTW",,,,,,,,,,,,,0,,60,110,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
391,"ctr-pa-Mangalampetavanka-puthalapattu","Deep TW",,,,,,,,,,,,,0,,60,110,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
392,"ctr-pa-Mangalampetavanka-puthalapattu","Filter Points",,,,,,,,,,,,,2025,,60,110,3150,,120,240,2250,,120,240,,,,,,,,,2250,,,
393,"ctr-pa-Gargeyavanka-Irala","DW",,,,,,,,,,,,,1215,,55,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
394,"ctr-pa-Gargeyavanka-Irala","DW+PS/DCB",,,,,,,,,,,,,1350,,55,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
395,"ctr-pa-Gargeyavanka-Irala","BWs",,,,,,,,,,,,,2610,,55,100,3150,,120,240,2250,,120,240,,,,,,,,,2250,,,
396,"ctr-pa-Gargeyavanka-Irala","STW",,,,,,,,,,,,,0,,55,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
397,"ctr-pa-Gargeyavanka-Irala","MTW",,,,,,,,,,,,,0,,55,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
398,"ctr-pa-Gargeyavanka-Irala","Deep TW",,,,,,,,,,,,,0,,55,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
399,"ctr-pa-Gargeyavanka-Irala","Filter Points",,,,,,,,,,,,,1575,,55,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
400,"ctr-pa-Godduvanka-Thavanampalli","DW",,,,,,,,,,,,,1215,,50,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
401,"ctr-pa-Godduvanka-Thavanampalli","DW+PS/DCB",,,,,,,,,,,,,1125,,50,90,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
402,"ctr-pa-Godduvanka-Thavanampalli","BWs",,,,,,,,,,,,,2250,,50,90,2925,,120,240,2250,,120,240,,,,,,,,,2250,,,
403,"ctr-pa-Godduvanka-Thavanampalli","STW",,,,,,,,,,,,,0,,50,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
404,"ctr-pa-Godduvanka-Thavanampalli","MTW",,,,,,,,,,,,,0,,50,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
405,"ctr-pa-Godduvanka-Thavanampalli","Deep TW",,,,,,,,,,,,,0,,50,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
406,"ctr-pa-Godduvanka-Thavanampalli","Filter Points",,,,,,,,,,,,,2250,,50,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
407,"ctr-pa-Niva-Chittoor","DW",,,,,,,,,,,,,1215,,45,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
408,"ctr-pa-Niva-Chittoor","DW+PS/DCB",,,,,,,,,,,,,1575,,45,90,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
409,"ctr-pa-Niva-Chittoor","BWs",,,,,,,,,,,,,2925,,45,90,3150,,120,240,2250,,120,240,,,,,,,,,2250,,,
410,"ctr-pa-Niva-Chittoor","STW",,,,,,,,,,,,,0,,45,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
411,"ctr-pa-Niva-Chittoor","MTW",,,,,,,,,,,,,0,,45,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
412,"ctr-pa-Niva-Chittoor","Deep TW",,,,,,,,,,,,,0,,45,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
413,"ctr-pa-Niva-Chittoor","Filter Points",,,,,,,,,,,,,2250,,45,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
414,"ctr-pa-Gudipala-Gudipala","DW",,,,,,,,,,,,,1215,,40,80,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
415,"ctr-pa-Gudipala-Gudipala","DW+PS/DCB",,,,,,,,,,,,,1350,,40,80,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
416,"ctr-pa-Gudipala-Gudipala","BWs",,,,,,,,,,,,,2250,,40,80,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
417,"ctr-pa-Gudipala-Gudipala","STW",,,,,,,,,,,,,0,,40,80,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
418,"ctr-pa-Gudipala-Gudipala","MTW",,,,,,,,,,,,,0,,40,80,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
419,"ctr-pa-Gudipala-Gudipala","Deep TW",,,,,,,,,,,,,0,,40,80,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
420,"ctr-pa-Gudipala-Gudipala","Filter Points",,,,,,,,,,,,,1800,,40,80,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
421,"ctr-pa-kaundinya -Gangavaram","DW",,,,,,,,,,,,,1215,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
422,"ctr-pa-kaundinya -Gangavaram","DW+PS/DCB",,,,,,,,,,,,,1350,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
423,"ctr-pa-kaundinya -Gangavaram","BWs",,,,,,,,,,,,,2475,,50,100,2700,,120,240,2700,,120,240,,,,,,,,,2700,,,
424,"ctr-pa-kaundinya -Gangavaram","STW",,,,,,,,,,,,,6930,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
425,"ctr-pa-kaundinya -Gangavaram","MTW",,,,,,,,,,,,,14175,,50,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
426,"ctr-pa-kaundinya -Gangavaram","Deep TW",,,,,,,,,,,,,20250,,50,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
427,"ctr-pa-kaundinya -Gangavaram","Filter Points",,,,,,,,,,,,,2700,,50,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
428,"ctr_pa_Penrevula peddavanka","DW",,,,,,,,,,,,,1215,,45,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
429,"ctr_pa_Penrevula peddavanka","DW+PS/DCB",,,,,,,,,,,,,1350,,45,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
430,"ctr_pa_Penrevula peddavanka","BWs",,,,,,,,,,,,,2385,,45,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
431,"ctr_pa_Penrevula peddavanka","STW",,,,,,,,,,,,,0,,45,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
432,"ctr_pa_Penrevula peddavanka","MTW",,,,,,,,,,,,,0,,45,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
433,"ctr_pa_Penrevula peddavanka","Deep TW",,,,,,,,,,,,,0,,45,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
434,"ctr_pa_Penrevula peddavanka","Filter Points",,,,,,,,,,,,,2025,,45,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
435,"ctr-pa-Laddigamvanka-Chowdepalli","DW",,,,,,,,,,,,,1215,,55,110,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
436,"ctr-pa-Laddigamvanka-Chowdepalli","DW+PS/DCB",,,,,,,,,,,,,1800,,55,110,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
437,"ctr-pa-Laddigamvanka-Chowdepalli","BWs",,,,,,,,,,,,,2835,,55,110,3150,,120,240,2250,,120,240,,,,,,,,,2250,,,
438,"ctr-pa-Laddigamvanka-Chowdepalli","STW",,,,,,,,,,,,,0,,55,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
439,"ctr-pa-Laddigamvanka-Chowdepalli","MTW",,,,,,,,,,,,,0,,55,110,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
440,"ctr-pa-Laddigamvanka-Chowdepalli","Deep TW",,,,,,,,,,,,,0,,55,110,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
441,"ctr-pa-Laddigamvanka-Chowdepalli","Filter Points",,,,,,,,,,,,,2250,,55,110,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
442,"ctr-pa-Ramasamudram","DW",,,,,,,,,,,,,1215,,50,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
443,"ctr-pa-Ramasamudram","DW+PS/DCB",,,,,,,,,,,,,1350,,50,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
444,"ctr-pa-Ramasamudram","BWs",,,,,,,,,,,,,2925,,50,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
445,"ctr-pa-Ramasamudram","STW",,,,,,,,,,,,,0,,50,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
446,"ctr-pa-Ramasamudram","MTW",,,,,,,,,,,,,0,,50,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
447,"ctr-pa-Ramasamudram","Deep TW",,,,,,,,,,,,,0,,50,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
448,"ctr-pa-Ramasamudram","Filter Points",,,,,,,,,,,,,2250,,50,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
449,"Ctr-pa-Peddapanjani","DW",,,,,,,,,,,,,1215,,55,105,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
450,"Ctr-pa-Peddapanjani","DW+PS/DCB",,,,,,,,,,,,,1125,,55,105,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
451,"Ctr-pa-Peddapanjani","BWs",,,,,,,,,,,,,2475,,55,105,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
452,"Ctr-pa-Peddapanjani","STW",,,,,,,,,,,,,6930,,55,105,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
453,"Ctr-pa-Peddapanjani","MTW",,,,,,,,,,,,,14175,,55,105,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
454,"Ctr-pa-Peddapanjani","Deep TW",,,,,,,,,,,,,20250,,55,105,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
455,"Ctr-pa-Peddapanjani","Filter Points",,,,,,,,,,,,,2250,,55,105,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
456,"Ctr-pa-Kaundinya p1","DW",,,,,,,,,,,,,1215,,55,100,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
457,"Ctr-pa-Kaundinya p1","DW+PS/DCB",,,,,,,,,,,,,1575,,55,100,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
458,"Ctr-pa-Kaundinya p1","BWs",,,,,,,,,,,,,2475,,55,100,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
459,"Ctr-pa-Kaundinya p1","STW",,,,,,,,,,,,,0,,55,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
460,"Ctr-pa-Kaundinya p1","MTW",,,,,,,,,,,,,0,,55,100,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
461,"Ctr-pa-Kaundinya p1","Deep TW",,,,,,,,,,,,,0,,55,100,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
462,"Ctr-pa-Kaundinya p1","Filter Points",,,,,,,,,,,,,2250,,55,100,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
463,"Ctr-pa-Kaigaleru","DW",,,,,,,,,,,,,1215,,40,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
464,"Ctr-pa-Kaigaleru","DW+PS/DCB",,,,,,,,,,,,,1350,,40,90,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
465,"Ctr-pa-Kaigaleru","BWs",,,,,,,,,,,,,2250,,40,90,2475,,120,240,2250,,120,240,,,,,,,,,2250,,,
466,"Ctr-pa-Kaigaleru","STW",,,,,,,,,,,,,0,,40,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
467,"Ctr-pa-Kaigaleru","MTW",,,,,,,,,,,,,0,,40,90,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
468,"Ctr-pa-Kaigaleru","Deep TW",,,,,,,,,,,,,0,,40,90,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
469,"Ctr-pa-Kaigaleru","Filter Points",,,,,,,,,,,,,2250,,40,90,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
470,"Ctr-pa-Duggamma eru","DW",,,,,,,,,,,,,1215,,45,80,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
471,"Ctr-pa-Duggamma eru","DW+PS/DCB",,,,,,,,,,,,,1350,,45,80,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
472,"Ctr-pa-Duggamma eru","BWs",,,,,,,,,,,,,2250,,45,80,2700,,120,240,2250,,120,240,,,,,,,,,2250,,,
473,"Ctr-pa-Duggamma eru","STW",,,,,,,,,,,,,0,,45,80,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
474,"Ctr-pa-Duggamma eru","MTW",,,,,,,,,,,,,0,,45,80,3240,,120,240,2250,,120,240,,,,,,,,,2250,,,
475,"Ctr-pa-Duggamma eru","Deep TW",,,,,,,,,,,,,0,,45,80,3240,,120,240,4500,,120,240,,,,,,,,,4500,,,
476,"Ctr-pa-Duggamma eru","Filter Points",,,,,,,,,,,,,1800,,45,80,1620,,120,240,2250,,120,240,,,,,,,,,2250,,,
477,"Ctr-pa-Thotlachruvu vanka","DW",,,,,,,,,,,,,1215,,45,90,180,,120,240,1125,,120,240,,,,,,,,,1125,,,
478,"Ctr-pa-Thotlachruvu vanka","DW+PS/DCB",,,,,,,,,,,,,1350,,45,90,1350,,120,240,2250,,120,240,,,,,,,,,2250,,,
