sr.no,,,village name,No. M.I.Tanks command area,,Number of M.I.Tanks [Non command area],,"Number of M.I.Tanks PQ Area
[Poor GW Quality area]",
,Watershed code ,GW watershed name,,Number,spread ha,Number,spread ha,Number,spread ha
289,10-C-71-12,Ctr-Ch-Doddipalle-Enugondapalem,Ratiguntapalli,,,1,14,,
290,10-C-71-12,Ctr-Ch-Doddipalle-Enugondapalem,Errakotapalli,,,13,87,,
291,10-C-71-12,Ctr-Ch-Doddipalle-Enugondapalem,Nawabpeta,,,6,51,,
292,10-C-71-12,Ctr-Ch-Doddipalle-Enugondapalem,Mudiamvaripalli,,,6,21,,
293,10-C-71-12,Ctr-Ch-Doddipalle-Enugondapalem,Enugondapalem,,,16,42,,
294,10-C-71-12,Ctr-Ch-Doddipalle-Enugondapalem,Kalakada Doddipalle,,,4,58,,
295,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Nagarimadugu,,,6,39,,
296,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Velagapalli,,,3,13,,
297,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Jarravaripalli,,,5,53,,
298,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Ayyavaripalli,,,4,16,,
299,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Chintaparti,,,12,92,,
300,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Jamallapalli,,,2,6,,
301,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Budidavedu,,,6,17,,
302,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Tsakirevupalli,,,5,71,,
303,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Manchur,,,14,93,,
304,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Forest,,,,,,
305,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Amilepalli,,,5,31,,
306,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Arigalavaripalli,,,3,12,,
307,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Settivaripalli,,,5,132,,
308,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Ramapuram,,,8,126,,
309,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Marripadu,,,6,108,,
310,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Tarigonda,,,14,127,,
311,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,T.Rachapalli,,,,,,
312,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Matlivaripalli,,,1,3,,
313,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Potuvaripalli,,,3,5,,
314,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Forest,,,,,,
315,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Forest,,,,,,
316,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Parapatla,,,3,25,,
317,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Chikatipalli,,,10,55,,
318,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Gundluru,,,17,70,,
319,10-C-71-13,Ctr-Ch-Marripadu-Tarikonda,Mahalrajupalli,,,3,21,,
320,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,CTM,,,16,381,,
321,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Kothavaripalli,,,17,356,,
322,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Kasiraopeta,,,3,251,,
323,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Pothapolu,,,25,435,,
324,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Kurabalakota,,,30,132,,
325,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Thettu,,,15,36,,
326,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Angallu,,,14,49,,
327,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Bramhanapalli,,,,,,
328,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Mutakavaripalli,,,7,68,,
329,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Forest,,,,,,
330,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Valmiki Puram,,,13,39,,
331,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Chintalavaripalli,,,6,30,,
332,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Aramadaka,,,2,12,,
333,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Kuraparti,,,5,18,,
334,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Vitalam,,,4,28,,
335,10-C-71-14,Ctr-Ch-Thettuvanka-Vayalpadu,Kollabailu,,,7,33,,
336,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Madanapalli,,,16,120,,
337,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Bandamidakampalli,,,1,14,,
338,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Kampalli,,,1,3,,
339,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Basinikonda,,,17,133,,
340,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Venkappakota,,,2,7,,
341,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Pamayyagaripalli,,,1,4,,
342,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Valasapalli,,,11,70,,
343,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Molakaladinne,,,1,4,,
344,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Penchupadu,,,20,28,,
345,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Malepadu,,,26,25,,
346,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Teneegalavandlapalli,,,5,7,,
347,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Vempalli,,,31,116,,
348,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Ponnetipalem,,,4,16,,
349,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Chippili,,,0,0,,
350,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Papireddigaripalli,,,1,0,,
351,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Ankisettipalli,,,1,6,,
352,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Forest,,,1,3,,
353,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Chandramakulapalli,,,12,92,,
354,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Bodevaripalli,,,12,105,,
355,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Palempalli,,,26,100,,
356,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Rachavetivaripalli,,,9,97,,
357,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Machireddigaripalli,,,3,28,,
358,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Reddivaripalli,,,13,98,,
359,10-C-71-15,Ctr-Ch-Regadakalva-Madanapalle,Bandlapayi,,,10,41,,
360,10-C-71-16,Ctr-Ch-Reservoir-Nimmanapalle,Nimmanapalli,,,11,96,,
361,10-C-71-16,Ctr-Ch-Reservoir-Nimmanapalle,Mustooru,,,18,100,,
362,10-C-71-16,Ctr-Ch-Reservoir-Nimmanapalle,Choukillavaripalli,,,1,51,,
363,10-C-71-16,Ctr-Ch-Reservoir-Nimmanapalle,Tavalam,,,16,69,,
364,10-C-71-16,Ctr-Ch-Reservoir-Nimmanapalle,Agraharam,,,16,69,,
365,10-C-71-16,Ctr-Ch-Reservoir-Nimmanapalle,Vengamvaripalli,,,39,116,,
366,10-C-71-16,Ctr-Ch-Reservoir-Nimmanapalle,Forest,,,,,,
367,10-C-71-16,Ctr-Ch-Reservoir-Nimmanapalle,Forest,,,,,,
368,10-C-71-16,Ctr-Ch-Reservoir-Nimmanapalle,Forest,,,,,,
369,10-C-71-16,Ctr-Ch-Reservoir-Nimmanapalle,Mugalamarri,,,4,25,,
370,10-C-79-52,Ctr-Kor-Kundetivanka,Alathur,,,4,50,,
371,10-C-79-52,Ctr-Kor-Kundetivanka,Annuru kasabagayat,,,5,36,,
372,10-C-79-52,Ctr-Kor-Kundetivanka,Battuvaripalli,,,3,18,,
373,10-C-79-52,Ctr-Kor-Kundetivanka,Gazanki,,,,,,
374,10-C-79-52,Ctr-Kor-Kundetivanka,Kasava Raja Pura Agraharam,,,3,5,,
375,10-C-79-52,Ctr-Kor-Kundetivanka,Karvetinagarm,,,16,65,,
376,10-C-79-52,Ctr-Kor-Kundetivanka,Katherapalle,,,3,16,,
377,10-C-79-52,Ctr-Kor-Kundetivanka,Kesavakuppam,,,4,5,,
378,10-C-79-52,Ctr-Kor-Kundetivanka,Kollagunta,,,3,3,,
379,10-C-79-52,Ctr-Kor-Kundetivanka,Makamamba Vilasam,,,3,19,,
380,10-C-79-52,Ctr-Kor-Kundetivanka,Mukkara vari palli,,,2,10,,
381,10-C-79-52,Ctr-Kor-Kundetivanka,Nissanka Durgam,,,3,22,,
382,10-C-79-52,Ctr-Kor-Kundetivanka,Ponnagallu,,,5,29,,
383,10-C-79-52,Ctr-Kor-Kundetivanka,Rajakumara Venkata Bahadur Peta,,,4,20,,
384,10-C-79-52,Ctr-Kor-Kundetivanka,Thirumala Kondamamba gari Peta,,,1,1,,
385,10-C-79-52,Ctr-Kor-Kundetivanka,Viratapuram - Ammapalle RF,,,1,1,,
386,10-C-79-52,Ctr-Kor-Kundetivanka,Yerramarajupalli,,,5,8,,
387,10-C-79-52,Ctr-Kor-Kundetivanka,Kamachinnayapalli,,,51,104,,
388,10-C-79-52,Ctr-Kor-Kundetivanka,Chillamakulapalli,,,1,23,,
389,10-C-79-52,Ctr-Kor-Kundetivanka,Chokkamadugu,,,1,8,,
390,10-C-79-52,Ctr-Kor-Kundetivanka,Muddikuppam,,,7,36,,
391,10-C-79-52,Ctr-Kor-Kundetivanka,Nelavai,,,3,15,,
392,10-C-79-52,Ctr-Kor-Kundetivanka,Pillarikuppam,,,1,27,,
393,10-C-79-52,Ctr-Kor-Kundetivanka,Venkatapuram,,,2,28,,
394,10-C-79-52,Ctr-Kor-Kundetivanka,Aggichenupalli,,,7,18,,
395,10-C-79-52,Ctr-Kor-Kundetivanka,Allamadugu,,,8,27,,
396,10-C-79-52,Ctr-Kor-Kundetivanka,Bramhanapalli,,,6,11,,
397,10-C-79-52,Ctr-Kor-Kundetivanka,Chenchugudi,,,7,15,,
398,10-C-79-52,Ctr-Kor-Kundetivanka,Devaragudipalli,,,2,7,,
399,10-C-79-52,Ctr-Kor-Kundetivanka,Goduguchinta,,,5,14,,
400,10-C-79-52,Ctr-Kor-Kundetivanka,Inam kothur,,,1,2,,
401,10-C-79-52,Ctr-Kor-Kundetivanka,Jakkadona,,,11,33,,
402,10-C-79-52,Ctr-Kor-Kundetivanka,Jarlabailu,,,,,,
403,10-C-79-52,Ctr-Kor-Kundetivanka,Kommaragunta,,,9,17,,
404,10-C-79-52,Ctr-Kor-Kundetivanka,Kondakindapalli,,,5,6,,
405,10-C-79-52,Ctr-Kor-Kundetivanka,Kurivikuppam,,,3,5,,
406,10-C-79-52,Ctr-Kor-Kundetivanka,KVM Agraharam,,,4,16,,
407,10-C-79-52,Ctr-Kor-Kundetivanka,Makamamba-puram,,,,,,
408,10-C-79-52,Ctr-Kor-Kundetivanka,Mambedu,,,9,18,,
409,10-C-79-52,Ctr-Kor-Kundetivanka,Mandivenganapalli,,,6,28,,
410,10-C-79-52,Ctr-Kor-Kundetivanka,Marepalli,,,1,3,,
411,10-C-79-52,Ctr-Kor-Kundetivanka,Pachikapallam,,,4,7,,
412,10-C-79-52,Ctr-Kor-Kundetivanka,Perumallapalli,,,,,,
413,10-C-79-52,Ctr-Kor-Kundetivanka,Petagunta,,,3,30,,
414,10-C-79-52,Ctr-Kor-Kundetivanka,TKM puram,,,5,6,,
415,10-C-79-52,Ctr-Kor-Kundetivanka,Vedurukuppam,,,3,11,,
416,10-C-79-52,Ctr-Kor-Kundetivanka,Venugopalapuram,,,7,32,,
417,10-C-79-52,Ctr-Kor-Kundetivanka,Veperi,,,7,18,,
418,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Marrikuntapalli,,,18,124,,
419,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Medikurti,,,11,114,,
420,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Pallavolu,,,4,29,,
421,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Boppasamudram,,,3,20,,
422,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Galivaripalli,,,7,33,,
423,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Gyarampalli,,,9,44,,
424,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Hissapalli,,,3,8,,
425,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Timmapuram,,,12,77,,
426,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Titavaguntapalli,,,18,64,,
427,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Tuvapalli,,,6,14,,
428,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Gandaboyanapalli,,,10,48,,
429,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Tatiguntapalli,,,21,114,,
430,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Forest,,,,,,
431,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Forest,,,,,,
432,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Mahal,,,,,,
433,10-C-71-18,Ctr-Ch-Bahudawest-Kalakada,Kalakada,,,9,28,,
434,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Maddipatla Vari Palle,,,22,66,,
435,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Khambham Vari Palli,,,32,158,,
436,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Garnimitta,,,29,122,,
437,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Matampalli,,,19,38,,
438,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Marella,,,22,25,,
439,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Forest,,,,,,
440,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Nuthana Kalva,,,43,70,,
441,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Pattegada,,,11,30,,
442,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Sandravaripalli,,,1,4,,
443,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Munellapalli,,,7,42,,
444,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Vagalla,,,17,21,,
445,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Ketamreddipalle,,,,,,
446,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Kasireddipalle,,,0,0,,
447,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Yerlampalle,,,,,,
448,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Gorandlapalli,,,8,21,,
449,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Sorakayalapeta,,,10,43,,
450,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Forest,,,,,,
451,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Forest,,,,,,
452,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Kavalipalli,,,3,8,,
453,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,M Cheruvu,,,5,28,,
454,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Avuvaripalle,,,0,,,
455,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Mudupulavemula,,,2,9,,
456,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Vootupalli,,,12,22,,
457,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,79 Chinthamakula palli,,,10,32,,
458,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Palamanda,,,25,73,,
459,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Forest,,,,,,
460,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Forest,,,,,,
461,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Vepulabilu,,,10,25,,
462,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Forest,,,,,,
463,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Guttapalem,,,24,87,,
464,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Kalikiri Reddy Palli,,,25,104,,
465,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Kalikiri,,,11,76,,
466,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Korlakunta,,,9,23,,
467,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Nellimanda,,,27,52,,
468,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Kamireddipalli,,,2,5,,
469,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Valligatla,,,18,72,,
470,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Kanduru,,,11,42,,
471,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Mittapalli,,,15,52,,
472,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Tamminayanipalli,,,19,38,,
473,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Forest,,,,,,
474,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Forest,,,,,,
475,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Forest,,,,,,
476,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Khambhamvaripalle,,,33,71,,
477,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Gaddamvaripalli,,,39,94,,
478,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Forest,,,,,,
479,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Ammagaripalli,,,29,56,,
480,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Gongivaripalli,,,23,68,,
481,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Timmanayanapalle,,,16,57,,
482,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Avulapalli,,,17,120,,
483,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Irikipenta,,,16,95,,
484,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Nanjampeta,,,16,71,,
485,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,S Nadimpalli,,,10,46,,
486,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Somala,,,29,58,,
487,10-C-71-24,Ctr_Ch_Peddaupparapalle_Peddaupparapalle,Peddaupparapalli,,,27,75,,
488,10-C-71-25,Ctr-Ch-Peddavagueast-Sadum,81 Upparapalli,,,16,103,,
489,10-C-71-25,Ctr-Ch-Peddavagueast-Sadum,Tatiguntapalem T,,,29,70,,
490,10-C-71-25,Ctr-Ch-Peddavagueast-Sadum,Nadigadda,,,25,65,,
491,10-C-71-25,Ctr-Ch-Peddavagueast-Sadum,Yerrativaripalli,,,26,111,,
492,10-C-71-25,Ctr-Ch-Peddavagueast-Sadum,Buragamanda,,,36,98,,
493,10-C-71-25,Ctr-Ch-Peddavagueast-Sadum,Cherukuvaripalli,,,41,137,,
494,10-C-71-25,Ctr-Ch-Peddavagueast-Sadum,Sodam,,,31,132,,
495,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Bakarapeta,,,13,30,,
496,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Chinnagottigallu,,,20,96,,
497,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Chitte cherla,,,56,229,,
498,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Digavuru,,,9,64,,
499,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Egavuru,,,17,45,,
500,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Kotabilu,,,11,89,,
501,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Rangannagarigadda,,,10,41,,
502,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Tippereddipalle,,,34,153,,
503,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Chattevari Palle,,,22,117,,
504,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Agraharam,,,12,89,,
505,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Bodu Malluvaripalle,,,5,13,,
506,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Doddipalli,,,23,85,,
507,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Erragundlapalli,,,10,54,,
508,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Gudarevulapalli,,,6,40,,
509,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Piler,,,5,26,,
510,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Regallu,,,38,133,,
511,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,103Reddivaripalle,,,28,87,,
512,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Ayyavandlapalli,,,31,128,,
513,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Bodireddigaripalli,,,26,90,,
514,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Devalampet,,,16,72,,
515,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Venkatadasaripalli,,,33,87,,
516,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Reddivari Palle,,,22,54,,
517,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Bandakindapalli,,,6,22,,
518,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Bommayapalli,,,32,132,,
519,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Motu Mallela,,,42,189,,
520,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Pedda Mallela,,,44,222,,
521,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Peddagottigallu,,,11,47,,
522,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Rompicherla,,,43,92,,
523,10-C-71-26,Ctr-Ch-CG Gallu Vanka-Rompicherla,Forest,,,,,,
524,10-C-71-27,Ctr-ch-GM Vanka-Mellacheruvu,Jandla,,,5,17,,
525,10-C-71-27,Ctr-ch-GM Vanka-Mellacheruvu,Talupula,,,46,116,,
526,10-C-71-27,Ctr-ch-GM Vanka-Mellacheruvu,Mellacheruvu,,,14,34,,
527,10-C-71-27,Ctr-ch-GM Vanka-Mellacheruvu,Forest,,,,,,
528,10-C-71-27,Ctr-ch-GM Vanka-Mellacheruvu,Forest,,,,,,
529,10-C-71-28,Ctr-Ch-Jillelamanda-Jillelamanda,Forest,,,,,,
530,10-C-71-28,Ctr-Ch-Jillelamanda-Jillelamanda,Forest,,,,,,
531,10-C-71-28,Ctr-Ch-Jillelamanda-Jillelamanda,Jillellamanda,,,20,69,,
532,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,Ustikayalapenta,,,30,42,,
533,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,VRAgraharam,,,10,36,,
534,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,BVPalli,,,126,227,,
535,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,Yellamanda,,,53,78,,
536,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,Nerabilu,,,45,175,,
537,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,Chintagunta,,,25,190,,
538,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,YVpalem,,,27,163,,
539,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,UM Agraharam,,,,,,
540,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,Udayamanikyam,,,40,151,,
541,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,Kammalayapalli,,,27,167,,
542,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,Forest,,,,,,
543,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,Forest,,,,,,
544,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,Forest,,,,,,
545,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,Devarakonda,,,18,58,,
546,10-C-71-29,Ctr-Ch-Gajuleru-Y V Palem,Ganugachinta,,,34,91,,
547,10-C-74-30,Ctr-Swarna-Nagapatla-Nagapatla,Nagapatla,,,,,,
548,10-C-74-30,Ctr-Swarna-Nagapatla-Nagapatla,Narasingapuram,,,,,,
549,10-C-74-30,Ctr-Swarna-Nagapatla-Nagapatla,Mittapalem,,,1,117,,
550,10-C-74-30,Ctr-Swarna-Nagapatla-Nagapatla,Forest,,,,,,
551,10-C-74-30,Ctr-Swarna-Nagapatla-Nagapatla,Forest,,,,,,
552,10-C-74-30,Ctr-Swarna-Nagapatla-Nagapatla,Forest,,,,,,
553,10-C-74-31,Ctr-Swarna-Bheema-Kotala,Kotala,,,1,16,,
554,10-C-74-31,Ctr-Swarna-Bheema-Kotala,Arepalli,,,,,,
555,10-C-74-31,Ctr-Swarna-Bheema-Kotala,Pullaiahgaripalli,,,1,1,,
556,10-C-74-31,Ctr-Swarna-Bheema-Kotala,Seshapuram,,,,,,
557,10-C-74-31,Ctr-Swarna-Bheema-Kotala,Bhimavaram,,,,,,
558,10-C-74-31,Ctr-Swarna-Bheema-Kotala,Chinnaramapuram,,,,,,
559,10-C-74-31,Ctr-Swarna-Bheema-Kotala,Konreddikandriga,,,1,13,,
560,10-C-74-31,Ctr-Swarna-Bheema-Kotala,68_Ramireddipalli,,,1,1,,
561,10-C-74-31,Ctr-Swarna-Bheema-Kotala,Forest,,,,,,
562,10-C-74-31,Ctr-Swarna-Bheema-Kotala,Forest,,,,,,
563,10-C-74-32,Ctr-Swarna-Gadanki-Gadanki,Adenapalli,,,11,47,,
564,10-C-74-32,Ctr-Swarna-Gadanki-Gadanki,Gadanki,,,5,23,,
565,10-C-74-32,Ctr-Swarna-Gadanki-Gadanki,Forest,,,,,,
566,10-C-74-32,Ctr-Swarna-Gadanki-Gadanki,MungilipattuKothapalle,,,1,3,,
567,10-C-74-33,Ctr-Swarna-Panapakam-Panapakam,Panapakam,,,3,8,,
568,10-C-74-33,Ctr-Swarna-Panapakam-Panapakam,Kalroad palli,,,1,2,,
569,10-C-74-33,Ctr-Swarna-Panapakam-Panapakam,Mamanduru,,,,,,
570,10-C-74-33,Ctr-Swarna-Panapakam-Panapakam,Ayitepalli,,,1,1,,
571,10-C-74-33,Ctr-Swarna-Panapakam-Panapakam,Forest,,,,,,
572,10-C-74-33,Ctr-Swarna-Panapakam-Panapakam,Agarala,,,2,6,,
573,10-C-74-34,Ctr-Swarna_Kuppambadur,Chandragiri,,,3,2,,
574,10-C-74-34,Ctr-Swarna_Kuppambadur,Dornakombala,,,0,0,,
575,10-C-74-34,Ctr-Swarna_Kuppambadur,Reddivaripalli,,,1,31,,
576,10-C-74-34,Ctr-Swarna_Kuppambadur,Thondavada,,,3,5,,
577,10-C-74-34,Ctr-Swarna_Kuppambadur,Forest,,,,,,
