"Sr.no",,,"Village name","T.Area (ha)","Watershed command area ",,,,"Watershed Non command Area",,,,"Watershed poor quality Area",,,,,,,,,,,,,,,,,
,"Water shed code","Watershed name",,,"Recghare","Hilly","Forest","Total","Recghare","Hilly","Forest","Total","Recghare","Hilly","Forest","Total",,,,,,,,,,,,,,
287,"09_C_72_13","NLR_C_72_KOVUR","Chellayapalem",354,354,0,21,354,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",18,"Buchireddipalem",9126180060109,6,"Chellayapalem"
288,"09_C_72_13","NLR_C_72_KOVUR","Kavetipalem",195,195,0,0,195,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",18,"Buchireddipalem",9126180070110,7,"Kavetipalem"
289,"09_C_72_13","NLR_C_72_KOVUR","Panchedu",855,855,0,24,855,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",18,"Buchireddipalem",9126180080110,8,"Panchedu"
290,"09_C_72_13","NLR_C_72_KOVUR","Minagallu",1027,1027,0,2,1027,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",18,"Buchireddipalem",9126180090111,9,"Minagallu"
291,"09_C_72_13","NLR_C_72_KOVUR","Jonnawada",460,440,20,0,460,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",18,"Buchireddipalem",9127180100112,10,"Jonnawada"
292,"09_C_72_13","NLR_C_72_KOVUR","Penuballe",961,921,40,0,961,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",18,"Buchireddipalem",9127180110113,11,"Penuballe"
293,"09_C_72_13","NLR_C_72_KOVUR","Kalayakagolu",391,391,0,0,391,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",18,"Buchireddipalem",9127180120114,12,"Kalayakagolu"
294,"09_C_72_13","NLR_C_72_KOVUR","Srirangarajapuram",149,149,,,149,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",18,"Buchireddipalem",9127180130114,13,"Srirangarajapuram"
295,"09_C_72_13","NLR_C_72_KOVUR","Damaramadugu",1061,1061,0,0,1061,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",18,"Buchireddipalem",9127180140115,14,"Damaramadugu"
296,"09_C_72_13","NLR_C_72_KOVUR","Korimerla kandriga",65,0,,,,65,,0,65,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam",9128190040105,4,"Korimerla kandriga"
297,"09_C_72_13","NLR_C_72_KOVUR","Talupurupadu",671,0,0,0,,671,,,671,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam ",9128190050106,5,"Talupurupadu"
298,"09_C_72_13","NLR_C_72_KOVUR","Chennavarappadu",546,546,0,0,546,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam ",9127190060107,6,"Chennavarappadu"
299,"09_C_72_13","NLR_C_72_KOVUR","Marripadu",2604,2604,0,884,2604,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam ",9127190070108,7,"Marripadu"
300,"09_C_72_13","NLR_C_72_KOVUR","Jangala khandrika",560,560,,0,560,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam ",9127190080109,8,"Jangala khandrika"
301,"09_C_72_13","NLR_C_72_KOVUR","Kaligirikonduru",451,451,,,451,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam ",9127190090109,9,"Kaligirikonduru"
302,"09_C_72_13","NLR_C_72_KOVUR","Vangallu",2081,2051,30,0,2081,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam ",9127190100110,10,"Vangallu"
303,"09_C_72_13","NLR_C_72_KOVUR","Tarunavai",1420,1420,0,0,1420,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam ",9127190110111,11,"Tarunavai"
304,"09_C_72_13","NLR_C_72_KOVUR","Sangam ",2249,2109,140,528,2249,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam ",9127190120112,12,"Sangam "
305,"09_C_72_13","NLR_C_72_KOVUR","Korimerla",1057,0,0,,,1057,0,,1057,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam",9127190130105,13,"Korimerla"
306,"09_C_72_13","NLR_C_72_KOVUR","Padamatipalem",2406,2406,0,0,2406,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam ",9127190140113,14,"Padamatipalem"
307,"09_C_72_13","NLR_C_72_KOVUR","Duvvuru",1884,1884,0,0,1884,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam ",9127190150117,15,"Duvvuru"
308,"09_C_72_13","NLR_C_72_KOVUR","Makthapuram",1538,1538,0,561,1538,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam ",9127190160117,16,"Makthapuram"
309,"09_C_72_13","NLR_C_72_KOVUR","Annareddipalem",2662,2662,0,837,2662,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",19,"Sangam ",9127190170120,17,"Annareddipalem"
310,"09_C_72_13","NLR_C_72_KOVUR","Patur",1130,1130,0,0,1130,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",26,"Kovur ",9127260010101,1,"Patur"
311,"09_C_72_13","NLR_C_72_KOVUR","Gangavaram",416,416,,,416,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",26,"Kovur ",9127260020102,2,"Gangavaram"
312,"09_C_72_13","NLR_C_72_KOVUR","Pothireddipalem",789,789,,,789,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",26,"Kovur ",9127260030103,3,"Pothireddipalem"
313,"09_C_72_13","NLR_C_72_KOVUR","Padugupadu",531,531,,,531,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",26,"Kovur ",9127260040104,4,"Padugupadu"
314,"09_C_72_13","NLR_C_72_KOVUR","Kovur",2182,2182,,,2182,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",26,"Kovur ",9127260050105,5,"Kovur"
315,"09_C_72_13","NLR_C_72_KOVUR","Modegunta",317,317,,,317,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",26,"Kovur ",9127260060106,6,"Modegunta"
316,"09_C_72_13","NLR_C_72_KOVUR","Veguru",1072,1072,,,1072,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",26,"Kovur ",9127260070107,7,"Veguru"
317,"09_C_72_13","NLR_C_72_KOVUR","Leguntapadu",487,487,,,487,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",26,"Kovur ",9127260080108,8,"Leguntapadu"
318,"09_C_72_13","NLR_C_72_KOVUR","Inamadugu",1113,1113,,,1113,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",26,"Kovur ",9127260090109,9,"Inamadugu"
319,"09_C_72_13","NLR_C_72_KOVUR","Cherlopalem",740,740,,,740,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_13","NLR_C_72_KOVUR",9,"Nellore",26,"Kovur ",9127260070207,10,"Cherlopalem"
321,"09_C_72_19","NLR_C_72_NELLORE","Ayyavaripalem",749,0,,0,,739,10,83,749,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",24,"Podalakur ",9129240170117,17,"Ayyavaripalem"
322,"09_C_72_19","NLR_C_72_NELLORE","Toderu",2215,0,,0,,2207,8,320,2215,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",24,"Podalakur ",9129240180118,18,"Toderu"
323,"09_C_72_19","NLR_C_72_NELLORE","Marupuru",2562,0,,0,,2552,10,1279,2562,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",24,"Podalakur ",9129240190119,19,"Marupuru"
324,"09_C_72_19","NLR_C_72_NELLORE","Kandamur",1490,1410,80,540,1490,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250010121,1,"Kandamur"
325,"09_C_72_19","NLR_C_72_NELLORE","Sajjapuram",737,717,20,,737,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250030103,3,"Sajjapuram"
326,"09_C_72_19","NLR_C_72_NELLORE","Vellanti",1396,1356,40,150,1396,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250040104,4,"Vellanti"
327,"09_C_72_19","NLR_C_72_NELLORE","Mulumudi",2263,2043,220,,2263,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250050106,5,"Mulumudi"
328,"09_C_72_19","NLR_C_72_NELLORE","Devarapalem",1761,0,,,,1761,,469,1761,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250060108,6,"Devarapalem"
329,"09_C_72_19","NLR_C_72_NELLORE","Pottepalem",1631,1631,,207,1631,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250070110,7,"Pottepalem"
330,"09_C_72_19","NLR_C_72_NELLORE","Nellore rural",3826,3706,120,1343,3826,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250080199,8,"Nellore rural"
331,"09_C_72_19","NLR_C_72_NELLORE","Nellore urban",1679,1679,,,1679,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250090199,9,"Nellore urban"
332,"09_C_72_19","NLR_C_72_NELLORE","Allipuram",779,779,,,779,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250100112,10,"Allipuram"
333,"09_C_72_19","NLR_C_72_NELLORE","Gudipallipadu",1185,1185,,,1185,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250110114,11,"Gudipallipadu"
334,"09_C_72_19","NLR_C_72_NELLORE","Pedacherukuru",373,373,,,373,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250120117,12,"Pedacherukuru"
335,"09_C_72_19","NLR_C_72_NELLORE","Chintareddipalem",654,654,,,654,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250130118,13,"Chintareddipalem"
336,"09_C_72_19","NLR_C_72_NELLORE","Kondayapalem-Nellore urban",645,645,,,645,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250160199,16,"Kondayapalem-Nellore urban"
337,"09_C_72_19","NLR_C_72_NELLORE","Padarupalli-Nellore urban",388,0,,,,388,,,388,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250170199,17,"Padarupalli-Nellore urban"
338,"09_C_72_19","NLR_C_72_NELLORE","Vedayapalem-Nellore urban",319,0,0,,,319,,191,319,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250180199,18,"Vedayapalem-Nellore urban"
339,"09_C_72_19","NLR_C_72_NELLORE","Ambapuram",508,0,,,,508,,,508,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250190121,19,"Ambapuram"
340,"09_C_72_19","NLR_C_72_NELLORE","Vogurupadu",237,0,,,,237,,,237,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250200121,20,"Vogurupadu"
341,"09_C_72_19","NLR_C_72_NELLORE","Akkacheruvupadu",265,0,,,,265,,,265,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250210121,21,"Akkacheruvupadu"
342,"09_C_72_19","NLR_C_72_NELLORE","Mannavarappadu",258,0,,,,258,,,258,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250220122,22,"Mannavarappadu"
343,"09_C_72_19","NLR_C_72_NELLORE","Mogallapalem",312,312,,,312,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250230123,23,"Mogallapalem"
344,"09_C_72_19","NLR_C_72_NELLORE","South Mopuru",1877,1877,,433,1877,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250240123,24,"South Mopuru"
345,"09_C_72_19","NLR_C_72_NELLORE","Upputuru",433,433,,,433,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250250124,25,"Upputuru"
346,"09_C_72_19","NLR_C_72_NELLORE","Bujabujanellore",378,378,,,378,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",25,"Nellore rural ",9129250290126,29,"Bujabujanellore"
347,"09_C_72_19","NLR_C_72_NELLORE","Pallepadu",652,652,,,652,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270010101,1,"Pallepadu"
348,"09_C_72_19","NLR_C_72_NELLORE","Leburu-I",1005,1005,,,1005,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270020102,2,"Leburu-I"
349,"09_C_72_19","NLR_C_72_NELLORE","Nidumusali",503,503,,,503,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270030103,3,"Nidumusali"
350,"09_C_72_19","NLR_C_72_NELLORE","Mudivartipalem",839,839,,,839,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270040104,4,"Mudivartipalem"
351,"09_C_72_19","NLR_C_72_NELLORE","Kuditipalem",1400,1400,,,1400,0,,,,931.1740890688,,,931.1740890688,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270050105,5,"Kuditipalem"
352,"09_C_72_19","NLR_C_72_NELLORE","Gangapatnam",2359,2359,,,2359,0,,,,1255.0607287449,,,1255.0607287449,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270060106,6,"Gangapatnam"
353,"09_C_72_19","NLR_C_72_NELLORE","Mypadu",904,904,,,904,0,,,,80.971659919,,,80.971659919,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270070108,7,"Mypadu"
354,"09_C_72_19","NLR_C_72_NELLORE","Somarajupalli",896,896,,,896,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270080109,8,"Somarajupalli"
355,"09_C_72_19","NLR_C_72_NELLORE","Komarika",754,754,,,754,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270090111,9,"Komarika"
356,"09_C_72_19","NLR_C_72_NELLORE","Punnur",382,382,,,382,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270100113,10,"Punnur"
357,"09_C_72_19","NLR_C_72_NELLORE","Leburu-II",1361,1361,,,1361,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270110114,11,"Leburu-II"
358,"09_C_72_19","NLR_C_72_NELLORE","Indukurupeta - II",1330,1330,,,1330,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270120116,12,"Indukurupeta - II"
359,"09_C_72_19","NLR_C_72_NELLORE","Indukurupeta 1",917,917,,,917,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270130118,13,"Indukurupeta 1"
360,"09_C_72_19","NLR_C_72_NELLORE","Jangamvani Doruvu",51,51,,,51,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270140119,14,"Jangamvani Doruvu"
361,"09_C_72_19","NLR_C_72_NELLORE","Pogadadoruvu kandriga",59,59,,,59,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270150120,15,"Pogadadoruvu kandriga"
362,"09_C_72_19","NLR_C_72_NELLORE","Koruturu",1083,1083,,,1083,0,,,,80.971659919,,,80.971659919,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",27,"Indukurupeta ",9131270160120,16,"Koruturu"
363,"09_C_72_19","NLR_C_72_NELLORE","Narukuru",315,315,,,315,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",28,"T.P.Gudur ",9131280020102,2,"Narukuru"
364,"09_C_72_19","NLR_C_72_NELLORE","Peduru",987,987,,,987,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",28,"T.P.Gudur ",9131280030103,3,"Peduru"
365,"09_C_72_19","NLR_C_72_NELLORE","Mungaladoruvu",161,161,,,161,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",28,"T.P.Gudur ",9131280040105,4,"Mungaladoruvu"
366,"09_C_72_19","NLR_C_72_NELLORE","South Amlur",853,853,,,853,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",28,"T.P.Gudur ",9131280050106,5,"South Amlur"
367,"09_C_72_19","NLR_C_72_NELLORE","Vilukanipalle",299,299,,,299,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",28,"T.P.Gudur ",9131280060107,6,"Vilukanipalle"
368,"09_C_72_19","NLR_C_72_NELLORE","Potlapudi",353,353,,,353,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",28,"T.P.Gudur ",9131280070108,7,"Potlapudi"
369,"09_C_72_19","NLR_C_72_NELLORE","Kottapalem",418,418,,,418,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",28,"T.P.Gudur ",9131280080109,8,"Kottapalem"
370,"09_C_72_19","NLR_C_72_NELLORE","Venkannapalem",708,708,,,708,0,,,,0,,,,,,"Penna",,"Lower Pennar","09_C_72_19","NLR_C_72_NELLORE",9,"Nellore",28,"T.P.Gudur ",9131280090110,9,"Venkannapalem"
372,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Gollapalle",643,643,,,643,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",20,"Chejarla",9128200050108,5,"Gollapalle"
373,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Perumallapadu",1294,1294,,,1294,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",20,"Chejarla",9128200060109,6,"Perumallapadu"
374,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Pelleru",1976,1976,,,1976,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",20,"Chejarla",9128200070110,7,"Pelleru"
375,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Mamuduru",2052,2020,32,,2052,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",20,"Chejarla",9128200080111,8,"Mamuduru"
376,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Pathapadu",1668,1668,,,1668,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",20,"Chejarla",9128200090112,9,"Pathapadu"
377,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Paderu",1379,1379,,,1379,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",20,"Chejarla",9128200100114,10,"Paderu"
378,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Vavileru",1970,1950,20,132,1970,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",20,"Chejarla",9128200110115,11,"Vavileru"
379,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Yeturu",3047,0,,,,3047,,938,3047,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",20,"Chejarla",9128200120116,12,"Yeturu"
380,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Chittalur",2080,0,,,,2080,,409,2080,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",20,"Chejarla",9128200140119,14,"Chittalur"
381,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Bogasamudram",559,559,,,559,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",24,"Podalakur",9128240010101,1,"Bogasamudram"
382,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Bathulapalle",1141,1141,0,0,1141,0,0,0,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",24,"Podalakur",9128240020101,2,"Bathulapalle"
383,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Surayapalem",1037,1037,0,0,1037,0,0,0,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",24,"Podalakur",9128240030102,3,"Surayapalem"
384,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","viroor",1306,1306,,,1306,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",24,"Podalakur",9128240040103,4,"viroor"
385,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Nedurupalli",1538,1538,,,1538,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",24,"Podalakur",9128240050104,5,"Nedurupalli"
386,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Velikantipalem",378,378,,,378,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",24,"Podalakur",9128240060105,6,"Velikantipalem"
387,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Nallapalem",744,734,10,102,744,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",24,"Podalakur",9128240070106,7,"Nallapalem"
388,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Tatiparti",1719,1719,,,1719,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",24,"Podalakur",9128240080106,8,"Tatiparti"
389,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Mohammadapuram",864,848,16,,864,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",24,"Podalakur",9128240090107,9,"Mohammadapuram"
390,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Battlapallipadu",280,280,,,280,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",24,"Podalakur",9128240100106,10,"Battlapallipadu"
391,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Prabhugiripatnam",3879,3769,110,,3879,0,,1284,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",24,"Podalakur",9128240110108,11,"Prabhugiripatnam"
392,"09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM","Navur",3221,3211,10,,3221,0,,,,0,,,0,,,"Penna",,"Lower Pennar","09_C_72_18","NLR_C_72_PRABHUGIRIPATNAM",9,"Nellore",24,"Podalakur",9128240120110,12,"Navur"
