"Sr.no",,,"Village name","T.Area (ha)","Watershed command area ",,,,"Watershed Non command Area",,,,"Watershed poor quality Area",,,,,,,,,,,,,,,,,
,"Water shed code","Watershed name",,,"Recghare","Hilly","Forest","Total","Recghare","Hilly","Forest","Total","Recghare","Hilly","Forest","Total",,,,,,,,,,,,,,
656,"09_C_72_10","NLR_C_72_ALLAMPADU","Nagarajupadu",254,,,,,254,254,,45,,,,,,,"Penna",,"Lower Pennar","09_C_72_10","NLR_C_72_ALLAMPADU",9,"Nellore",11,"Marripadu",9124110070106,7,"Nagarajupadu"
657,"09_C_72_10","NLR_C_72_ALLAMPADU","Niradanampadu",733,,,,,733,643,90,0,,,,,,,"Penna",,"Lower Pennar","09_C_72_10","NLR_C_72_ALLAMPADU",9,"Nellore",11,"Marripadu ",9124110080106,8,"Niradanampadu"
658,"09_C_72_10","NLR_C_72_ALLAMPADU","Bheemavaram",2116,,,,,2116,2116,,0,,,,,,,"Penna",,"Lower Pennar","09_C_72_10","NLR_C_72_ALLAMPADU",9,"Nellore",11,"Marripadu",9124110090107,9,"Bheemavaram"
659,"09_C_72_10","NLR_C_72_ALLAMPADU","Allampadu",3263,,,,,3263,3263,,67,,,,,,,"Penna",,"Lower Pennar","09_C_72_10","NLR_C_72_ALLAMPADU",9,"Nellore",11,"Marripadu",9124110100108,10,"Allampadu"
660,"09_C_72_10","NLR_C_72_ALLAMPADU","Irlapadu",2491,,,,,2491,2491,,397,,,,,,,"Penna",,"Lower Pennar","09_C_72_10","NLR_C_72_ALLAMPADU",9,"Nellore",11,"Marripadu",9124110110111,11,"Irlapadu"
661,"09_C_72_10","NLR_C_72_ALLAMPADU","Pegallapadu",933,,,,,933,933,,0,,,,,,,"Penna",,"Lower Pennar","09_C_72_10","NLR_C_72_ALLAMPADU",9,"Nellore",11,"Marripadu",9124110120112,12,"Pegallapadu"
662,"09_C_72_10","NLR_C_72_ALLAMPADU","Brahmanapalli",1493,,,,,1493,1493,,28,,,,,,,"Penna",,"Lower Pennar","09_C_72_10","NLR_C_72_ALLAMPADU",9,"Nellore",11,"Marripadu",9124110130113,13,"Brahmanapalli"
664,"09_C_61_3","NLR_C_61_KOTTAPETA","Iskadamarla",1859,,,,,1859,1859,,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",3,"Kondapuram ",9124030010101,1,"Iskadamarla"
665,"09_C_61_3","NLR_C_61_KOTTAPETA","Kasturinaidupalle",254,,,,,254,254,0,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",3,"Kondapuram ",9125030020100,2,"Kasturinaidupalle"
666,"09_C_61_3","NLR_C_61_KOTTAPETA","Veligandla",899,,,,,899,899,,260,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",3,"Kondapuram ",9125030030102,3,"Veligandla"
667,"09_C_61_3","NLR_C_61_KOTTAPETA","Marrigunta",1120,,,,,1120,1120,,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",3,"Kondapuram ",9125030040103,4,"Marrigunta"
668,"09_C_61_3","NLR_C_61_KOTTAPETA","Godavalluru",1645,,,,,1645,1645,0,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",3,"Kondapuram ",9125030050104,5,"Godavalluru"
669,"09_C_61_3","NLR_C_61_KOTTAPETA","Turpu Yerraballi",2317,,,,,2317,2317,,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",3,"Kondapuram ",9124030180115,18,"Turpu Yerraballi"
670,"09_C_61_3","NLR_C_61_KOTTAPETA","Garimenapenta",2292,,,,,2292,2292,,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",3,"Kondapuram ",9124030190116,19,"Garimenapenta"
671,"09_C_61_3","NLR_C_61_KOTTAPETA","Challagirigalla",965,,,,,965,965,,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",3,"Kondapuram ",9124030210116,21,"Challagirigalla"
672,"09_C_61_3","NLR_C_61_KOTTAPETA","Chakalikonda",3051,,,,,3051,3046,5,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",8,"Vinjamur ",9124080010101,1,"Chakalikonda"
673,"09_C_61_3","NLR_C_61_KOTTAPETA","Janardhanapuram",392,,,,,392,392,,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",8,"Vinjamur ",9124080020102,2,"Janardhanapuram"
674,"09_C_61_3","NLR_C_61_KOTTAPETA","Teddupadu",1494,,,,,1494,1494,0,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",9,"Duttalur ",9124090010101,1,"Teddupadu"
675,"09_C_61_3","NLR_C_61_KOTTAPETA","Timmapuram",609,,,,,609,609,0,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",9,"Duttalur ",9124090020102,2,"Timmapuram"
676,"09_C_61_3","NLR_C_61_KOTTAPETA","Kothapeta",2349,,,,,2349,2295,54,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",9,"Duttalur",9124090030103,3,"Kothapeta"
677,"09_C_61_3","NLR_C_61_KOTTAPETA","Narrawada",2887,,,,,2887,2887,0,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",9,"Duttalur ",9124090040105,4,"Narrawada"
678,"09_C_61_3","NLR_C_61_KOTTAPETA","Mandalapalle",531,,,,,531,491,40,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",9,"Duttalur ",9124090050107,5,"Mandalapalle"
679,"09_C_61_3","NLR_C_61_KOTTAPETA","M.N.Palle",1322,,,,,1322,1292,30,85,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",9,"Duttalur ",9124090060107,6,"M.N.Palle"
680,"09_C_61_3","NLR_C_61_KOTTAPETA","Somalaregada",1058,,,,,1058,1058,,7096,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",9,"Duttalur ",9124090070108,7,"Somalaregada"
681,"09_C_61_3","NLR_C_61_KOTTAPETA","S.V.Chintala",893,,,,,893,893,0,0,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",10,"Udayagiri",9124100120105,12,"S.V.Chintala"
682,"09_C_61_3","NLR_C_61_KOTTAPETA","Tirumalapuram",1864,,,,,1864,1824,40,0,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",10,"Udayagiri",9124100130105,13,"Tirumalapuram"
683,"09_C_61_3","NLR_C_61_KOTTAPETA","Appasamudram",4336,,,,,4336,4288,48,1190,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",10,"Udayagiri",9124100140109,14,"Appasamudram"
684,"09_C_61_3","NLR_C_61_KOTTAPETA","Kondayapalem",4268,,,,,4268,4268,0,1485.44,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",10,"Udayagiri",9124100150111,15,"Kondayapalem"
686,"09_C_61_3","NLR_C_61_KOTTAPETA",,,,,,,0,,,,,,,,,,"Penna",,"Maneru","09_C_61_3","NLR_C_61_KOTTAPETA",9,"Nellore",,,,,
687,"09_C_61_1","NLR_C_61_S.R.PURAM","Veligondla hills",12695,,,,,12695.01,0.01,12695,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",,0,"Veligondla hills"
688,"09_C_61_1","NLR_C_61_S.R.PURAM","Chintodu",591,,,,,591,591,0,267,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010010101,1,"Chintodu"
689,"09_C_61_1","NLR_C_61_S.R.PURAM","Pabbuletipalli",1304,,,,,1304,1304,0,441,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010020101,2,"Pabbuletipalli"
690,"09_C_61_1","NLR_C_61_S.R.PURAM","Chinanagampalli",441,,,,,441,316,125,41,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010030102,3,"Chinanagampalli"
691,"09_C_61_1","NLR_C_61_S.R.PURAM","Pedanagampalli",300,,,,,300,170,130,129,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010040102,4,"Pedanagampalli"
692,"09_C_61_1","NLR_C_61_S.R.PURAM","Gundupalli",809,,,,,809,649,160,249,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010050103,5,"Gundupalli"
693,"09_C_61_1","NLR_C_61_S.R.PURAM","Maramreddipalli",1382,,,,,1382,1357,25,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010060104,6,"Maramreddipalli"
694,"09_C_61_1","NLR_C_61_S.R.PURAM","Devisettipalli",113,,,,,113,113,0,34,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010070105,7,"Devisettipalli"
695,"09_C_61_1","NLR_C_61_S.R.PURAM","Jayapuram",269,,,,,269,269,,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010080106,8,"Jayapuram"
696,"09_C_61_1","NLR_C_61_S.R.PURAM","Nemalladinne",279,,,,,279,279,0,53.3279352227,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010090107,9,"Nemalladinne"
697,"09_C_61_1","NLR_C_61_S.R.PURAM","S.R.Puram",1865,,,,,1865,1865,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010100108,10,"S.R.Puram"
698,"09_C_61_1","NLR_C_61_S.R.PURAM","Narayanampeta",277,,,,,277,277,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010110108,11,"Narayanampeta"
699,"09_C_61_1","NLR_C_61_S.R.PURAM","Pandrangi",289,,,,,289,289,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010120108,12,"Pandrangi"
700,"09_C_61_1","NLR_C_61_S.R.PURAM","Singareddipalli",580,,,,,580,580,0,49,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010130109,13,"Singareddipalli"
701,"09_C_61_1","NLR_C_61_S.R.PURAM","Ayyavaripalle",632,,,,,632,632,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010140110,14,"Ayyavaripalle"
702,"09_C_61_1","NLR_C_61_S.R.PURAM","Gangavaram",1124,,,,,1124,1124,0,124.2307692308,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010150107,15,"Gangavaram"
703,"09_C_61_1","NLR_C_61_S.R.PURAM","Balayapalle",569,,,,,569,569,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010160111,16,"Balayapalle"
704,"09_C_61_1","NLR_C_61_S.R.PURAM","Devarajusurayapalle",428,,,,,428,428,,109,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010170112,17,"Devarajusurayapalle"
705,"09_C_61_1","NLR_C_61_S.R.PURAM","Devammacheruvu",384,,,,,384,341.1428571429,42.8571428571,58.3333333333,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010180113,18,"Devammacheruvu"
706,"09_C_61_1","NLR_C_61_S.R.PURAM","Vempallitoka",162,,,,,162,93,69,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010190113,19,"Vempallitoka"
707,"09_C_61_1","NLR_C_61_S.R.PURAM","Basinenipalle",802,,,,,802,802,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010200114,20,"Basinenipalle"
708,"09_C_61_1","NLR_C_61_S.R.PURAM","Padamatirompidodla",610,,,,,610,610,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",1,"S.R.Puram",9124010210114,21,"Padamatirompidodla"
709,"09_C_61_1","NLR_C_61_S.R.PURAM","Peddireddipalle",1312,,,,,1312,962,350,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020020102,2,"Peddireddipalle"
710,"09_C_61_1","NLR_C_61_S.R.PURAM","Totalacheruvupalle",1377,,,,,1377,1377,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020070106,7,"Totalacheruvupalle"
711,"09_C_61_1","NLR_C_61_S.R.PURAM","Yerramreddipalle",112,,,,,112,112,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020080107,8,"Yerramreddipalle"
712,"09_C_61_1","NLR_C_61_S.R.PURAM","Bongarajulapadu",0,,,,,0.01,0.01,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020150100,15,"Bongarajulapadu"
713,"09_C_61_1","NLR_C_61_S.R.PURAM","Narasimhapuram",951,,,,,951,951,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020160115,16,"Narasimhapuram"
714,"09_C_61_1","NLR_C_61_S.R.PURAM","Bhaskarapuram",862,,,,,862,862,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020170116,17,"Bhaskarapuram"
715,"09_C_61_1","NLR_C_61_S.R.PURAM","Varikuntapadu",1444,,,,,1444,1444,,,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020180116,18,"Varikuntapadu"
716,"09_C_61_1","NLR_C_61_S.R.PURAM","Kancheruvu",731,,,,,731,581,150,264.74,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020190117,19,"Kancheruvu"
717,"09_C_61_1","NLR_C_61_S.R.PURAM","Iskapalle",548,,,,,548,548,,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020200118,20,"Iskapalle"
718,"09_C_61_1","NLR_C_61_S.R.PURAM","Guvvadi",3271,,,,,3271,3271,0,625,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020210119,21,"Guvvadi"
719,"09_C_61_1","NLR_C_61_S.R.PURAM","Thurpuboyamadugula",2043,,,,,2043,2043,,213.3603238866,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020220122,22,"Thurpuboyamadugula"
720,"09_C_61_1","NLR_C_61_S.R.PURAM","Alivelumangapuram",381,,,,,381,381,,,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020230122,23,"Alivelumangapuram"
721,"09_C_61_1","NLR_C_61_S.R.PURAM","Turpuchennampalle",410,,,,,410,410,0,,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020240123,24,"Turpuchennampalle"
722,"09_C_61_1","NLR_C_61_S.R.PURAM","Jadadevi",1007,,,,,1007,1007,,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020250124,25,"Jadadevi"
723,"09_C_61_1","NLR_C_61_S.R.PURAM","Kaniampadu",2177,,,,,2177,2177,0,349.9190283401,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020260124,26,"Kaniampadu"
724,"09_C_61_1","NLR_C_61_S.R.PURAM","Ramadevulapadu",1325,,,,,1325,1325,,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020270116,27,"Ramadevulapadu"
725,"09_C_61_1","NLR_C_61_S.R.PURAM","Ganeswarapuram",570,,,,,570,570,0,59.9190283401,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",2,"V.K.Padu ",9124020280115,28,"Ganeswarapuram"
726,"09_C_61_1","NLR_C_61_S.R.PURAM","Yerrabotlapalli",611,,,,,611,611,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",3,"Kondapuram ",9124030200116,20,"Yerrabotlapalli"
727,"09_C_61_1","NLR_C_61_S.R.PURAM","Udayagiri konda",3321.2121212121,,,,,2486,0.1,2485.9,,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",,0,"Udayagiri konda"
728,"09_C_61_1","NLR_C_61_S.R.PURAM","Bairamkonda hills",3721,,,,,3721,0.1,3720.9,,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",,0,"Bairamkonda hills"
729,"09_C_61_1","NLR_C_61_S.R.PURAM","Pappulavaripalle",388,,,,,388,388,0,37.44,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",9124100110108,1,"Pappulavaripalle"
730,"09_C_61_1","NLR_C_61_S.R.PURAM","Kotayapalle",202,,,,,202,202,0,36.4777327935,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",9124100020101,2,"Kotayapalle"
731,"09_C_61_1","NLR_C_61_S.R.PURAM","Arlapadia",605,,,,,605,605,0,110.9311740891,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",9124100030101,3,"Arlapadia"
732,"09_C_61_1","NLR_C_61_S.R.PURAM","Krishnampalle",1067,,,,,1067,1067,0,335.2226720648,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",9124100040102,4,"Krishnampalle"
733,"09_C_61_1","NLR_C_61_S.R.PURAM","Chowdepalle",1182,,,,,1182,1182,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",9124100050100,5,"Chowdepalle"
734,"09_C_61_1","NLR_C_61_S.R.PURAM","Gandipalem",1014,,,,,1014,1014,0,39,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",9124100060103,6,"Gandipalem"
735,"09_C_61_1","NLR_C_61_S.R.PURAM","Gudinarava",619,,,,,619,619,0,0,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",9124100070105,7,"Gudinarava"
736,"09_C_61_1","NLR_C_61_S.R.PURAM","Gannepalle",1109,,,,,1109,1109,0,,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",9124100080106,8,"Gannepalle"
737,"09_C_61_1","NLR_C_61_S.R.PURAM","Kurrapalle",512,,,,,512,512,0,,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",9124100090107,9,"Kurrapalle"
738,"09_C_61_1","NLR_C_61_S.R.PURAM","Sakunalapalle",771,,,,,771,771,,,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",9124100100107,10,"Sakunalapalle"
739,"09_C_61_1","NLR_C_61_S.R.PURAM","Pullayapalle",2508,,,,,2508,2508,,,,,,,,,"Penna",,"Maneru","09_C_61_1","NLR_C_61_S.R.PURAM",9,"Nellore",10,"Udayagiri",9124100110108,11,"Pullayapalle"
741,"09_C_61_2","NLR_C_61_VEMPADU","Pamurupalle",673,,,,,673,623,50,,,,,,,,"Penna",,"Maneru","09_C_61_2","NLR_C_61_VEMPADU",9,"Nellore",2,"V.K.Padu ",9124020010101,1,"Pamurupalle"
742,"09_C_61_2","NLR_C_61_VEMPADU","Todugupalle",237,,,,,237,237,,,,,,,,,"Penna",,"Maneru","09_C_61_2","NLR_C_61_VEMPADU",9,"Nellore",2,"V.K.Padu ",9124020030101,3,"Todugupalle"
743,"09_C_61_2","NLR_C_61_VEMPADU","Turpupalem",1553,,,,,1553,1553,0,0,,,,,,,"Penna",,"Maneru","09_C_61_2","NLR_C_61_VEMPADU",9,"Nellore",2,"V.K.Padu ",9124020040103,4,"Turpupalem"
744,"09_C_61_2","NLR_C_61_VEMPADU","Viruvooru",2416,,,,,2416,2316,100,0,,,,,,,"Penna",,"Maneru","09_C_61_2","NLR_C_61_VEMPADU",9,"Nellore",2,"V.K.Padu ",9124020050103,5,"Viruvooru"
745,"09_C_61_2","NLR_C_61_VEMPADU","Kondayapalem",1065,,,,,1065,1065,0,0,,,,,,,"Penna",,"Maneru","09_C_61_2","NLR_C_61_VEMPADU",9,"Nellore",2,"V.K.Padu ",9124020060105,6,"Kondayapalem"
746,"09_C_61_2","NLR_C_61_VEMPADU","Gollapalli",983,,,,,983,983,0,40,,,,,,,"Penna",,"Maneru","09_C_61_2","NLR_C_61_VEMPADU",9,"Nellore",2,"V.K.Padu ",9124020090108,9,"Gollapalli"
747,"09_C_61_2","NLR_C_61_VEMPADU","Mohmadapuram",599,,,,,599,449,150,121,,,,,,,"Penna",,"Maneru","09_C_61_2","NLR_C_61_VEMPADU",9,"Nellore",2,"V.K.Padu ",9124020100108,10,"Mohmadapuram"
748,"09_C_61_2","NLR_C_61_VEMPADU","Vempadu",1585,,,,,1585,1325,260,32,,,,,,,"Penna",,"Maneru","09_C_61_2","NLR_C_61_VEMPADU",9,"Nellore",2,"V.K.Padu ",9124020110109,11,"Vempadu"
749,"09_C_61_2","NLR_C_61_VEMPADU","Damancherla",2056,,,,,2056,2056,0,,,,,,,,"Penna",,"Maneru","09_C_61_2","NLR_C_61_VEMPADU",9,"Nellore",2,"V.K.Padu ",9124020120100,12,"Damancherla"
750,"09_C_61_2","NLR_C_61_VEMPADU","Dakkanuru",1160,,,,,1160,1160,0,,,,,,,,"Penna",,"Maneru","09_C_61_2","NLR_C_61_VEMPADU",9,"Nellore",2,"V.K.Padu ",9124020130113,13,"Dakkanuru"
751,"09_C_61_2","NLR_C_61_VEMPADU","Turpurompidodla",1162,,,,,1162,1162,0,,,,,,,,"Penna",,"Maneru","09_C_61_2","NLR_C_61_VEMPADU",9,"Nellore",2,"V.K.Padu ",9124020140114,14,"Turpurompidodla"
753,"09_C_75_43","NLR_C_75_REDDYPALEM","Pambali",773,,,,,773,773,,51,,,,,,,"Penna",,"Minor drainage between Swarnmukhi and Kalangi","09_C_75_43","NLR_C_75_REDDYPALEM",9,"Nellore",40,"Vakadu",9132400380116,38,"Pambali"
754,"09_C_75_43","NLR_C_75_REDDYPALEM","Reddipalem-I",3318,,,,,3318,3318,,0,,,,,,,"Penna",,"Minor drainage between Swarnmukhi and Kalangi","09_C_75_43","NLR_C_75_REDDYPALEM",9,"Nellore",40,"Vakadu",9132400390117,39,"Reddipalem-I"
755,"09_C_75_43","NLR_C_75_REDDYPALEM","Reddipalem-II",4452,,,,,4452,4452,,0,,,,,,,"Penna",,"Minor drainage between Swarnmukhi and Kalangi","09_C_75_43","NLR_C_75_REDDYPALEM",9,"Nellore",40,"Vakadu",9132400400118,40,"Reddipalem-II"
756,"09_C_75_43","NLR_C_75_REDDYPALEM","Poodirayadoruvu",2488,,,,,2488,2488,,,,,,,,,"Penna",,"Minor drainage between Swarnmukhi and Kalangi","09_C_75_43","NLR_C_75_REDDYPALEM",9,"Nellore",40,"Vakadu",9132400410119,41,"Poodirayadoruvu"
757,"09_C_75_43","NLR_C_75_REDDYPALEM","Gollapalem",164,,,,,164,164,,0,,,,,,,"Penna",,"Minor drainage between Swarnmukhi and Kalangi","09_C_75_43","NLR_C_75_REDDYPALEM",9,"Nellore",41,"Chittamur",9132410310113,31,"Gollapalem"
758,"09_C_75_43","NLR_C_75_REDDYPALEM","Kothapalem",179,,,,,179,179,,0,,,,,,,"Penna",,"Minor drainage between Swarnmukhi and Kalangi","09_C_75_43","NLR_C_75_REDDYPALEM",9,"Nellore",41,"Chittamur",9133410320111,32,"Kothapalem"
759,"09_C_75_43","NLR_C_75_REDDYPALEM","Kokkupalem",202,,,,,202,202,,0,,,,,,,"Penna",,"Minor drainage between Swarnmukhi and Kalangi","09_C_75_43","NLR_C_75_REDDYPALEM",9,"Nellore",41,"Chittamur",9133410330111,33,"Kokkupalem"
760,"09_C_75_43","NLR_C_75_REDDYPALEM","Pallamparthy",368,,,,,368,368,,0,,,,,,,"Penna",,"Minor drainage between Swarnmukhi and Kalangi","09_C_75_43","NLR_C_75_REDDYPALEM",9,"Nellore",41,"Chittamur",9133410350121,35,"Pallamparthy"
761,"09_C_75_43","NLR_C_75_REDDYPALEM","Yellore",855,,,,,855,855,,,,,,,,,"Penna",,"Minor drainage between Swarnmukhi and Kalangi","09_C_75_43","NLR_C_75_REDDYPALEM",9,"Nellore",41,"Chittamur",9133410360122,36,"Yellore"
762,"09_C_75_43","NLR_C_75_REDDYPALEM","Veligajulapalli",502,,,,,502,502,,0,,,,,,,"Penna",,"Minor drainage between Swarnmukhi and Kalangi","09_C_75_43","NLR_C_75_REDDYPALEM",9,"Nellore",41,"Chittamur",9133410370122,37,"Veligajulapalli"
763,"09_C_75_43","NLR_C_75_REDDYPALEM","Buradagali Kotapalem",2239,,,,,2239,2239,,0,,,,,,,"Penna",,"Minor drainage between Swarnmukhi and Kalangi","09_C_75_43","NLR_C_75_REDDYPALEM",9,"Nellore",41,"Chittamur",9133410380123,38,"Buradagali Kotapalem"
