Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,
302,09_C_72_13,NLR_C_72_KOVUR,10,Vangallu,2082,,2082,114510,,
303,09_C_72_13,NLR_C_72_KOVUR,11,Tarunavai,2209,,2209,121495,,
304,09_C_72_13,NLR_C_72_KOVUR,12,Sangam ,10698,,10698,588390,,
305,09_C_72_13,NLR_C_72_KOVUR,13,Korimerla,,1921,1921,105655,,
306,09_C_72_13,NLR_C_72_KOVUR,14,Padamatipalem,6319,,6319,347545,,
307,09_C_72_13,NLR_C_72_KOVUR,15,Duvvuru,7397,,7397,406835,,
308,09_C_72_13,NLR_C_72_KOVUR,16,Makthapuram,1472,,1472,80960,,
309,09_C_72_13,NLR_C_72_KOVUR,17,Annareddipalem,2900,,2900,159500,,
310,09_C_72_13,NLR_C_72_KOVUR,1,Patur,4883,,4883,268565,,
311,09_C_72_13,NLR_C_72_KOVUR,2,Gangavaram,2228,,2228,122540,,
312,09_C_72_13,NLR_C_72_KOVUR,3,Pothireddipalem,4981,,4981,273955,,
313,09_C_72_13,NLR_C_72_KOVUR,4,Padugupadu,13919,,13919,765545,,
314,09_C_72_13,NLR_C_72_KOVUR,5,Kovur,32082,,32082,1764510,,
315,09_C_72_13,NLR_C_72_KOVUR,6,Modegunta,1093,,1093,60115,,
316,09_C_72_13,NLR_C_72_KOVUR,7,Veguru,5185,,5185,285175,,
317,09_C_72_13,NLR_C_72_KOVUR,8,Leguntapadu,3045,,3045,167475,,
318,09_C_72_13,NLR_C_72_KOVUR,9,Inamadugu,7509,,7509,412995,,
319,09_C_72_13,NLR_C_72_KOVUR,10,Cherlopalem,1673,,1673,92015,,
321,09_C_72_19,NLR_C_72_NELLORE,17,Ayyavaripalem,,883,883,48565,,
322,09_C_72_19,NLR_C_72_NELLORE,18,Toderu,,2154,2154,118470,,
323,09_C_72_19,NLR_C_72_NELLORE,19,Marupuru,,2209,2209,121495,,
324,09_C_72_19,NLR_C_72_NELLORE,1,Kandamur,1639,,1639,90145,,
325,09_C_72_19,NLR_C_72_NELLORE,3,Sajjapuram,1019,,1019,56045,,
326,09_C_72_19,NLR_C_72_NELLORE,4,Vellanti,3877,,3877,213235,,
327,09_C_72_19,NLR_C_72_NELLORE,5,Mulumudi,4040,,4040,222200,,
328,09_C_72_19,NLR_C_72_NELLORE,6,Devarapalem,,4543,4543,249865,,
329,09_C_72_19,NLR_C_72_NELLORE,7,Pottepalem,3140,,3140,172700,,
330,09_C_72_19,NLR_C_72_NELLORE,8,Nellore rural,35560,,35560,1955800,,
331,09_C_72_19,NLR_C_72_NELLORE,9,Nellore urban,461075,,461075,25359125,,
332,09_C_72_19,NLR_C_72_NELLORE,10,Allipuram,8198,,8198,450890,,
333,09_C_72_19,NLR_C_72_NELLORE,11,Gudipallipadu,16487,,16487,906785,,
334,09_C_72_19,NLR_C_72_NELLORE,12,Pedacherukuru,3212,,3212,176660,,
335,09_C_72_19,NLR_C_72_NELLORE,13,Chintareddipalem,4288,,4288,235840,,
336,09_C_72_19,NLR_C_72_NELLORE,16,Kondayapalem-Nellore urban,10000,,10000,550000,,
337,09_C_72_19,NLR_C_72_NELLORE,17,Padarupalli-Nellore urban,,8500,8500,467500,,
338,09_C_72_19,NLR_C_72_NELLORE,18,Vedayapalem-Nellore urban,,12000,12000,660000,,
339,09_C_72_19,NLR_C_72_NELLORE,19,Ambapuram,,8000,8000,440000,,
340,09_C_72_19,NLR_C_72_NELLORE,20,Vogurupadu,,487,487,26785,,
341,09_C_72_19,NLR_C_72_NELLORE,21,Akkacheruvupadu,,513,513,28215,,
342,09_C_72_19,NLR_C_72_NELLORE,22,Mannavarappadu,,880,880,48400,,
343,09_C_72_19,NLR_C_72_NELLORE,23,Mogallapalem,698,,698,38390,,
344,09_C_72_19,NLR_C_72_NELLORE,24,South Mopuru,4219,,4219,232045,,
345,09_C_72_19,NLR_C_72_NELLORE,25,Upputuru,711,,711,39105,,
346,09_C_72_19,NLR_C_72_NELLORE,29,Bujabujanellore,10927,,10927,600985,,
347,09_C_72_19,NLR_C_72_NELLORE,1,Pallepadu,3056,,3056,168080,,
348,09_C_72_19,NLR_C_72_NELLORE,2,Leburu-I,3148,,3148,173140,,
349,09_C_72_19,NLR_C_72_NELLORE,3,Nidumusali,1472,,1472,80960,,
350,09_C_72_19,NLR_C_72_NELLORE,4,Mudivartipalem,2150,,2150,118250,,
351,09_C_72_19,NLR_C_72_NELLORE,5,Kuditipalem,2688,,2688,147840,,
352,09_C_72_19,NLR_C_72_NELLORE,6,Gangapatnam,7223,,7223,397265,,
353,09_C_72_19,NLR_C_72_NELLORE,7,Mypadu,6532,,6532,359260,,
354,09_C_72_19,NLR_C_72_NELLORE,8,Somarajupalli,3646,,3646,200530,,
355,09_C_72_19,NLR_C_72_NELLORE,9,Komarika,4271,,4271,234905,,
356,09_C_72_19,NLR_C_72_NELLORE,10,Punnur,1402,,1402,77110,,
357,09_C_72_19,NLR_C_72_NELLORE,11,Leburu-II,4979,,4979,273845,,
358,09_C_72_19,NLR_C_72_NELLORE,12,Indukurupeta - II,8255,,8255,454025,,
359,09_C_72_19,NLR_C_72_NELLORE,13,Indukurupeta 1,6133,,6133,337315,,
360,09_C_72_19,NLR_C_72_NELLORE,14,Jangamvani Doruvu,459,,459,25245,,
361,09_C_72_19,NLR_C_72_NELLORE,15,Pogadadoruvu kandriga,266,,266,14630,,
362,09_C_72_19,NLR_C_72_NELLORE,16,Koruturu,2863,,2863,157465,,
363,09_C_72_19,NLR_C_72_NELLORE,2,Narukuru,2678,,2678,147290,,
364,09_C_72_19,NLR_C_72_NELLORE,3,Peduru,4103,,4103,225665,,
365,09_C_72_19,NLR_C_72_NELLORE,4,Mungaladoruvu,1029,,1029,56595,,
366,09_C_72_19,NLR_C_72_NELLORE,5,South Amlur,2215,,2215,121825,,
367,09_C_72_19,NLR_C_72_NELLORE,6,Vilukanipalle,1382,,1382,76010,,
368,09_C_72_19,NLR_C_72_NELLORE,7,Potlapudi,1996,,1996,109780,,
369,09_C_72_19,NLR_C_72_NELLORE,8,Kottapalem,1370,,1370,75350,,
370,09_C_72_19,NLR_C_72_NELLORE,9,Venkannapalem,2478,,2478,136290,,
372,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,5,Gollapalle,808,,808,44440,,
373,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,6,Perumallapadu,1749,,1749,96195,,
374,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,7,Pelleru,2266,,2266,124630,,
375,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,8,Mamuduru,2700,,2700,148500,,
376,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,9,Pathapadu,1754,,1754,96470,,
377,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,10,Paderu,1200,,1200,66000,,
378,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,11,Vavileru,2154,,2154,118470,,
379,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,12,Yeturu,,2998,2998,164890,,
380,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,14,Chittalur,,2992,2992,164560,,
381,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,1,Bogasamudram,545,,545,29975,,
382,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,2,Bathulapalle,844,,844,46420,,
383,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,3,Surayapalem,1829,,1829,100595,,
384,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,4,viroor,2998,,2998,164890,,
385,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,5,Nedurupalli,2525,,2525,138875,,
386,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,6,Velikantipalem,419,,419,23045,,
387,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,7,Nallapalem,1019,,1019,56045,,
388,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,8,Tatiparti,4559,,4559,250745,,
389,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,9,Mohammadapuram,3379,,3379,185845,,
390,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,10,Battlapallipadu,302,,302,16610,,
391,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,11,Prabhugiripatnam,2757,,2757,151635,,
392,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,12,Navur,3066,,3066,168630,,
393,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,13,Althurti,1078,,1078,59290,,
394,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,14,Ravilla Yeruguntapalem,846,,846,46530,,
395,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,15,Kanuparti,1816,,1816,99880,,
396,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,16,Nandivai,292,,292,16060,,
397,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,2,Gollakandukur,1688,,1688,92840,,
399,09_C_75_45,NLR_C_75_IRKAM,24,Venadu,0,2042,2042,112310,,
400,09_C_75_45,NLR_C_75_IRKAM,25,Irkam,0,1820,1820,100100,,
401,09_C_75_45,NLR_C_75_IRKAM,0,Pulicat lake,0,,0,0,,
403,09_C_75_44,NLR_C_75_SHAR,7,Karikadu,0.01,743,743.01,40865.55,,
404,09_C_75_44,NLR_C_75_SHAR,19,Damarayakandriga,0,0,0,0,,
405,09_C_75_44,NLR_C_75_SHAR,23,Velukaadu,0,550,550,30250,,
406,09_C_75_44,NLR_C_75_SHAR,38,Atakani Tippa,0,728,728,40040,,
407,09_C_75_44,NLR_C_75_SHAR,39,Koridi,0,1063,1063,58465,,
408,09_C_75_44,NLR_C_75_SHAR,40,Damaraya,0,888,888,48840,,
409,09_C_75_44,NLR_C_75_SHAR,41,Kadapatra,0,1439,1439,79145,,
410,09_C_75_44,NLR_C_75_SHAR,42,Pantrangam,0,730,730,40150,,
411,09_C_75_44,NLR_C_75_SHAR,43,Shar Project,0,6097,6097,335335,,
412,09_C_75_44,NLR_C_75_SHAR,0,Pulicat lake,0,,0,0,,
414,09_C_73_21,NLR_C_73_DEGAPUDI,13,Nernur,,1791,1791,98505,,
415,09_C_73_21,NLR_C_73_DEGAPUDI,12,Thanamcherla,,805,805,44275,,
416,09_C_73_21,NLR_C_73_DEGAPUDI,13,Thokapalem,,220,220,12100,,
417,09_C_73_21,NLR_C_73_DEGAPUDI,14,Kambhalapalle,,1591,1591,87505,,
418,09_C_73_21,NLR_C_73_DEGAPUDI,15,Adurupalle,,435,435,23925,,
419,09_C_73_21,NLR_C_73_DEGAPUDI,16,Sanayapalem,,730,730,40150,,
420,09_C_73_21,NLR_C_73_DEGAPUDI,17,Thatipalle,,400,400,22000,,
421,09_C_73_21,NLR_C_73_DEGAPUDI,18,Nayanipalle,,205,205,11275,,
422,09_C_73_21,NLR_C_73_DEGAPUDI,19,Sankurathiripalle,,1034,1034,56870,,
423,09_C_73_21,NLR_C_73_DEGAPUDI,20,Vepinapi Akkamambapuram,,0,0,0,,
424,09_C_73_21,NLR_C_73_DEGAPUDI,21,Tumaya,,794,794,43670,,
425,09_C_73_21,NLR_C_73_DEGAPUDI,23,Gilakapadu,,2679,2679,147345,,
426,09_C_73_21,NLR_C_73_DEGAPUDI,24,Gandurupalli,,408,408,22440,,
427,09_C_73_21,NLR_C_73_DEGAPUDI,25,Chuttupalem,,322,322,17710,,
428,09_C_73_21,NLR_C_73_DEGAPUDI,26,M.Venkatapuram,,321,321,17655,,
429,09_C_73_21,NLR_C_73_DEGAPUDI,27,Gonu narasayapalem,,249,249,13695,,
430,09_C_73_21,NLR_C_73_DEGAPUDI,28,Veerayapalem,,357,357,19635,,
431,09_C_73_21,NLR_C_73_DEGAPUDI,21,Podalakur,,16662,16662,916410,,
432,09_C_73_21,NLR_C_73_DEGAPUDI,22,Guravayapalem,,235,235,12925,,
433,09_C_73_21,NLR_C_73_DEGAPUDI,23,Mogalluru,,1854,1854,101970,,
434,09_C_73_21,NLR_C_73_DEGAPUDI,24,Ankupalle,,927,927,50985,,
435,09_C_73_21,NLR_C_73_DEGAPUDI,25,Pulikallu,,1330,1330,73150,,
436,09_C_73_21,NLR_C_73_DEGAPUDI,26,Vavintparti,,902,902,49610,,
437,09_C_73_21,NLR_C_73_DEGAPUDI,27,Utchapalli,,571,571,31405,,
438,09_C_73_21,NLR_C_73_DEGAPUDI,28,Duggunta Rajupalem,,593,593,32615,,
439,09_C_73_21,NLR_C_73_DEGAPUDI,29,Inukurthy,,1916,1916,105380,,
440,09_C_73_21,NLR_C_73_DEGAPUDI,30,Marripalle Gopasamudram,,920,920,50600,,
441,09_C_73_21,NLR_C_73_DEGAPUDI,33,Degapudi,,1543,1543,84865,,
442,09_C_73_21,NLR_C_73_DEGAPUDI,34,Degapudirajupalem,,204,204,11220,,
443,09_C_73_21,NLR_C_73_DEGAPUDI,35,Duggunta,,1152,1152,63360,,
444,09_C_73_21,NLR_C_73_DEGAPUDI,36,Utlapalem,,1034,1034,56870,,
445,09_C_73_21,NLR_C_73_DEGAPUDI,1,Munagapadu,,240,240,13200,,
446,09_C_73_21,NLR_C_73_DEGAPUDI,2,Perumallapadu,,3099,3099,170445,,
447,09_C_73_21,NLR_C_73_DEGAPUDI,3,Malichedu,,512,512,28160,,
448,09_C_73_21,NLR_C_73_DEGAPUDI,4,Kalichedu,,1738,1738,95590,,
449,09_C_73_21,NLR_C_73_DEGAPUDI,5,Devaravemuru,1321,,1321,72655,,
450,09_C_73_21,NLR_C_73_DEGAPUDI,6,Turimerla,,2152,2152,118360,,
451,09_C_73_21,NLR_C_73_DEGAPUDI,7,Orupalle,,318,318,17490,,
452,09_C_73_21,NLR_C_73_DEGAPUDI,8,Tocham,,557,557,30635,,
453,09_C_73_21,NLR_C_73_DEGAPUDI,9,Krishnareddipalle,,506,506,27830,,
454,09_C_73_21,NLR_C_73_DEGAPUDI,10,Timmanaramapuram,,0,0,0,,
455,09_C_73_21,NLR_C_73_DEGAPUDI,11,Komatigunta rajupalem,,667,667,36685,,
456,09_C_73_21,NLR_C_73_DEGAPUDI,12,Gulimcherla,,722,722,39710,,
457,09_C_73_21,NLR_C_73_DEGAPUDI,13,Chaganam,,3284,3284,180620,,
458,09_C_73_21,NLR_C_73_DEGAPUDI,14,Jaflapuram,,223,223,12265,,
459,09_C_73_21,NLR_C_73_DEGAPUDI,15,Jogipalle,,329,329,18095,,
460,09_C_73_21,NLR_C_73_DEGAPUDI,16,Utukur,,2067,2067,113685,,
461,09_C_73_21,NLR_C_73_DEGAPUDI,17,Pokkandala,,531,531,29205,,
462,09_C_73_21,NLR_C_73_DEGAPUDI,18,Griddalur,,4255,4255,234025,,
464,09_C_73_22,NLR_C_73_KASUMUR,20,Chatagotla,,1161,1161,63855,,
465,09_C_73_22,NLR_C_73_KASUMUR,31,Parlapalle,,733,733,40315,,
466,09_C_73_22,NLR_C_73_KASUMUR,32,Biradavolu,,2891,2891,159005,,
467,09_C_73_22,NLR_C_73_KASUMUR,26,Mattempadu,,324,324,17820,,
468,09_C_73_22,NLR_C_73_KASUMUR,27,Amancherla,,3950,3950,217250,,
469,09_C_73_22,NLR_C_73_KASUMUR,28,Dontali,,1162,1162,63910,,
470,09_C_73_22,NLR_C_73_KASUMUR,1,Palicherlapadu,,1201,1201,66055,,
471,09_C_73_22,NLR_C_73_KASUMUR,2,Kuricherlapadu,2320,,2320,127600,,
472,09_C_73_22,NLR_C_73_KASUMUR,3,Kasumuru,6894,,6894,379170,,
473,09_C_73_22,NLR_C_73_KASUMUR,4,Kandalapadu,722,,722,39710,,
474,09_C_73_22,NLR_C_73_KASUMUR,11,Kanupuru bit I,5500,,5500,302500,,
475,09_C_73_22,NLR_C_73_KASUMUR,12,Kanupuru bit II,2650,,2650,145750,,
476,09_C_73_22,NLR_C_73_KASUMUR,13,Idimepalli,2141,,2141,117755,,
477,09_C_73_22,NLR_C_73_KASUMUR,14,Survepalli bit-II,5129,,5129,282095,,
478,09_C_73_22,NLR_C_73_KASUMUR,20,Edagali,2528,,2528,139040,,
479,09_C_73_22,NLR_C_73_KASUMUR,1,Vadlapudi,5197,,5197,285835,,
480,09_C_73_22,NLR_C_73_KASUMUR,2,Akkampeta,1141,,1141,62755,,
481,09_C_73_22,NLR_C_73_KASUMUR,3,Cherukumudi,2675,,2675,147125,,
482,09_C_73_22,NLR_C_73_KASUMUR,4,Muddumudi,750,,750,41250,,
483,09_C_73_22,NLR_C_73_KASUMUR,5,Anupallipadu,,66,66,3630,,
484,09_C_73_22,NLR_C_73_KASUMUR,6,Gurivendapudi,,1192,1192,65560,,
485,09_C_73_22,NLR_C_73_KASUMUR,7,Bandepalle,2380,,2380,130900,,
486,09_C_73_22,NLR_C_73_KASUMUR,8,Parlapadu,347,,347,19085,,
487,09_C_73_22,NLR_C_73_KASUMUR,10,Kuditipalle,500,,500,27500,,
488,09_C_73_22,NLR_C_73_KASUMUR,11,Kagitalapur,,1762,1762,96910,,
489,09_C_73_22,NLR_C_73_KASUMUR,12,Manubolu,9838,,9838,541090,,
490,09_C_73_22,NLR_C_73_KASUMUR,13,Piduru,,2849,2849,156695,,
491,09_C_73_22,NLR_C_73_KASUMUR,14,Kolanukuduru,,1227,1227,67485,,
492,09_C_73_22,NLR_C_73_KASUMUR,15,Pidurupalem,,1107,1107,60885,,
493,09_C_73_22,NLR_C_73_KASUMUR,16,Venkannapalem,,1313,1313,72215,,
494,09_C_73_22,NLR_C_73_KASUMUR,17,Baddevolu,,1825,1825,100375,,
495,09_C_73_22,NLR_C_73_KASUMUR,18,Kattuvapalle,,1229,1229,67595,,
497,09_C_73_23,NLR_C_73_MUTTUKUR,14,Vaviletipadu,4305,,4305,236775,,
498,09_C_73_23,NLR_C_73_MUTTUKUR,15,Gundlapalem,1779,,1779,97845,,
499,09_C_73_23,NLR_C_73_MUTTUKUR,30,Kallurupalli,5595,,5595,307725,,
500,09_C_73_23,NLR_C_73_MUTTUKUR,31,Kanupartipadu,3117,,3117,171435,,
501,09_C_73_23,NLR_C_73_MUTTUKUR,32,Kakupalli-1,3129,,3129,172095,,
502,09_C_73_23,NLR_C_73_MUTTUKUR,33,Kakupalli-II,,3187,3187,175285,,
503,09_C_73_23,NLR_C_73_MUTTUKUR,34,Penubarti,1957,,1957,107635,,
504,09_C_73_23,NLR_C_73_MUTTUKUR,1,China Cherukur,2109,,2109,115995,,
505,09_C_73_23,NLR_C_73_MUTTUKUR,10,Koduru I,3064,,3064,168520,,
506,09_C_73_23,NLR_C_73_MUTTUKUR,11,Koduru-II,4980,,4980,273900,,
507,09_C_73_23,NLR_C_73_MUTTUKUR,12,Koduru Khandriga,85,,85,4675,,
508,09_C_73_23,NLR_C_73_MUTTUKUR,13,Eduru  II,1792,,1792,98560,,
509,09_C_73_23,NLR_C_73_MUTTUKUR,14,Eduru I,3052,,3052,167860,,
510,09_C_73_23,NLR_C_73_MUTTUKUR,15,Totapalli,3300,,3300,181500,,
511,09_C_73_23,NLR_C_73_MUTTUKUR,16,T.P.Gudur  II,4019,,4019,221045,,
512,09_C_73_23,NLR_C_73_MUTTUKUR,17,Varigonda,5676,,5676,312180,,
513,09_C_73_23,NLR_C_73_MUTTUKUR,18,T.P.Gudur I,2208,,2208,121440,,
514,09_C_73_23,NLR_C_73_MUTTUKUR,19,Anantapuram,2755,,2755,151525,,
515,09_C_73_23,NLR_C_73_MUTTUKUR,20,Sivaramapuram,199,,199,10945,,
516,09_C_73_23,NLR_C_73_MUTTUKUR,1,Brahmadevam,6254,,6254,343970,,
517,09_C_73_23,NLR_C_73_MUTTUKUR,2,Pidatapoluru,5334,,5334,293370,,
518,09_C_73_23,NLR_C_73_MUTTUKUR,3,Amudalapadu,267,,267,14685,,
519,09_C_73_23,NLR_C_73_MUTTUKUR,4,Pynaapuram,2933,,2933,161315,,
520,09_C_73_23,NLR_C_73_MUTTUKUR,5,Nelaturu,2774,,2774,152570,,
521,09_C_73_23,NLR_C_73_MUTTUKUR,6,Mamidipudi,1559,,1559,85745,,
522,09_C_73_23,NLR_C_73_MUTTUKUR,7,Valluruvari kandriga,470,,470,25850,,
523,09_C_73_23,NLR_C_73_MUTTUKUR,8,Valluru,3162,,3162,173910,,
524,09_C_73_23,NLR_C_73_MUTTUKUR,9,Survepalli bit-5,1831,,1831,100705,,
525,09_C_73_23,NLR_C_73_MUTTUKUR,10,Epuru bit 1A,5212,,5212,286660,,
526,09_C_73_23,NLR_C_73_MUTTUKUR,11,Narikellapalli,3731,,3731,205205,,
527,09_C_73_23,NLR_C_73_MUTTUKUR,12,Molluru,1913,,1913,105215,,
528,09_C_73_23,NLR_C_73_MUTTUKUR,13,Muttukur,14333,,14333,788315,,
529,09_C_73_23,NLR_C_73_MUTTUKUR,14,Krishnapatnam,5686,,5686,312730,,
530,09_C_73_23,NLR_C_73_MUTTUKUR,15,Epuru bit 1B,2544,,2544,139920,,
531,09_C_73_23,NLR_C_73_MUTTUKUR,5,Kumkumpudi,1076,,1076,59180,,
532,09_C_73_23,NLR_C_73_MUTTUKUR,6,Kakutur,4829,,4829,265595,,
533,09_C_73_23,NLR_C_73_MUTTUKUR,7,Kantepalli,,2053,2053,112915,,
534,09_C_73_23,NLR_C_73_MUTTUKUR,8,Nagulavaram,,375,375,20625,,
535,09_C_73_23,NLR_C_73_MUTTUKUR,9,Anikepalli,5219,,5219,287045,,
536,09_C_73_23,NLR_C_73_MUTTUKUR,10,Survepalli - I,3658,,3658,201190,,
537,09_C_73_23,NLR_C_73_MUTTUKUR,15,Survepalli - III,3116,,3116,171380,,
538,09_C_73_23,NLR_C_73_MUTTUKUR,16,Survepalli- IV,2630,,2630,144650,,
539,09_C_73_23,NLR_C_73_MUTTUKUR,17,Punjulurupadu,1050,,1050,57750,,
540,09_C_73_23,NLR_C_73_MUTTUKUR,18,Epuru bit II,4373,,4373,240515,,
541,09_C_73_23,NLR_C_73_MUTTUKUR,19,Pudiparti,3811,,3811,209605,,
543,09_C_62_5,NLR_C_62_CHINNA ANNALUR,10,Kommi,,2248,2248,123640,,
544,09_C_62_5,NLR_C_62_CHINNA ANNALUR,11,Satyavolu,,2161,2161,118855,,
545,09_C_62_5,NLR_C_62_CHINNA ANNALUR,13,Mallavarappadu,,18,18,990,,
546,09_C_62_5,NLR_C_62_CHINNA ANNALUR,14,Ganugapenta,,1100,1100,60500,,
547,09_C_62_5,NLR_C_62_CHINNA ANNALUR,15,Aadimurtipuram,,799,799,43945,,
548,09_C_62_5,NLR_C_62_CHINNA ANNALUR,23,Settipalem,,348,348,19140,,
549,09_C_62_5,NLR_C_62_CHINNA ANNALUR,24,T.Jangalapalli,,576,576,31680,,
550,09_C_62_5,NLR_C_62_CHINNA ANNALUR,25,Kunkuvaripalem,,541,541,29755,,
551,09_C_62_5,NLR_C_62_CHINNA ANNALUR,26,Ramanujapuram,,776,776,42680,,
552,09_C_62_5,NLR_C_62_CHINNA ANNALUR,1,Chowdavaram,,1354,1354,74470,,
553,09_C_62_5,NLR_C_62_CHINNA ANNALUR,1,Tellapadu,,1848,1848,101640,,
554,09_C_62_5,NLR_C_62_CHINNA ANNALUR,2,Chinnaannalur,,8917,8917,490435,,
555,09_C_62_5,NLR_C_62_CHINNA ANNALUR,3,Dubagunta,,893,893,49115,,
557,09_C_62_4,NLR_C_62_GOTTIGUNDALA,6,Nekunampeta,,2982,2982,164010,,
558,09_C_62_4,NLR_C_62_GOTTIGUNDALA,7,Saipeta,,5220,5220,287100,,
559,09_C_62_4,NLR_C_62_GOTTIGUNDALA,8,Bheemavarappadu,,1085,1085,59675,,
560,09_C_62_4,NLR_C_62_GOTTIGUNDALA,9,Kumara Venkatapuram,,0,0,0,,
561,09_C_62_4,NLR_C_62_GOTTIGUNDALA,12,Parlapalli,,1082,1082,59510,,
562,09_C_62_4,NLR_C_62_GOTTIGUNDALA,16,T.Brahmanapalli,,347,347,19085,,
563,09_C_62_4,NLR_C_62_GOTTIGUNDALA,17,Chintaladeevi,,1778,1778,97790,,
564,09_C_62_4,NLR_C_62_GOTTIGUNDALA,22,Gottigundala,,3820,3820,210100,,
565,09_C_62_4,NLR_C_62_GOTTIGUNDALA,3,Katepalli,,1552,1552,85360,,
566,09_C_62_4,NLR_C_62_GOTTIGUNDALA,4,Tamidipadu,,1610,1610,88550,,
567,09_C_62_4,NLR_C_62_GOTTIGUNDALA,5,Utukur,,2266,2266,124630,,
568,09_C_62_4,NLR_C_62_GOTTIGUNDALA,6,Ravipadu,,800,800,44000,,
569,09_C_62_4,NLR_C_62_GOTTIGUNDALA,7,Nandigunta,,1062,1062,58410,,
571,09_C_76_41,NLR_C_76_KADALUR,12,Kannembattu,,1136,1136,62480,,
572,09_C_76_41,NLR_C_76_KADALUR,19,Padamati Kandriga,,129,129,7095,,
573,09_C_76_41,NLR_C_76_KADALUR,20,Zuvvichelika,,0,0,0,,
574,09_C_76_41,NLR_C_76_KADALUR,21,Vatrapalem,,1064,1064,58520,,
575,09_C_76_41,NLR_C_76_KADALUR,24,Nukalapalem,,473,473,26015,,
576,09_C_76_41,NLR_C_76_KADALUR,1,VENDLURUPADU,,901,901,49555,,
577,09_C_76_41,NLR_C_76_KADALUR,2,MAMBATTU,,2811,2811,154605,,
578,09_C_76_41,NLR_C_76_KADALUR,5,KADALURU,,2411,2411,132605,,
580,09_C_76_39,NLR_C_76_VEDURUPATTU,18,Punabaka,,1738,1738,95590,,
581,09_C_76_39,NLR_C_76_VEDURUPATTU,19,Settigunta,,1,1,55,,
582,09_C_76_39,NLR_C_76_VEDURUPATTU,20,Ardamala,,710,710,39050,,
583,09_C_76_39,NLR_C_76_VEDURUPATTU,21,Arlapadu,,700,700,38500,,
584,09_C_76_39,NLR_C_76_VEDURUPATTU,25,Nandimala,,667,667,36685,,
585,09_C_76_39,NLR_C_76_VEDURUPATTU,26,Erragunta,,56,56,3080,,
586,09_C_76_39,NLR_C_76_VEDURUPATTU,27,Udipudi,,176,176,9680,,
587,09_C_76_39,NLR_C_76_VEDURUPATTU,31,Vedurupattu,,1164,1164,64020,,
588,09_C_76_39,NLR_C_76_VEDURUPATTU,1,Velagalaponnuru,,534,534,29370,,
589,09_C_76_39,NLR_C_76_VEDURUPATTU,2,Suddamadugu tageli,,308,308,16940,,
590,09_C_76_39,NLR_C_76_VEDURUPATTU,6,Suggupalli,,739,739,40645,,
591,09_C_76_39,NLR_C_76_VEDURUPATTU,7,Ramachandragunta,,221,221,12155,,
592,09_C_76_39,NLR_C_76_VEDURUPATTU,8,Mattakamudi,,1201,1201,66055,,
594,09_C_76_40,NLR_C_76_YEKOLLU,8,Rosanur,,1537,1537,84535,,
595,09_C_76_40,NLR_C_76_YEKOLLU,24,Bangarupeta,,594,594,32670,,
596,09_C_76_40,NLR_C_76_YEKOLLU,28,Modugulapalem,,562,562,30910,,
597,09_C_76_40,NLR_C_76_YEKOLLU,15,Vengamambapuram,,0,0,0,,
598,09_C_76_40,NLR_C_76_YEKOLLU,16,Venumbaka,,1840,1840,101200,,
599,09_C_76_40,NLR_C_76_YEKOLLU,17,Ekollu,,3548,3548,195140,,
600,09_C_76_40,NLR_C_76_YEKOLLU,18,Akkarabaka,,3037,3037,167035,,
601,09_C_76_40,NLR_C_76_YEKOLLU,20,Anepudi/Nadimakandriga,,541,541,29755,,
602,09_C_76_40,NLR_C_76_YEKOLLU,24,Suraguntatageli,,30,30,1650,,
603,09_C_76_40,NLR_C_76_YEKOLLU,25,Adapamudi,,25,25,1375,,
604,09_C_76_40,NLR_C_76_YEKOLLU,26,Surapuagraharam,,489,489,26895,,
605,09_C_76_40,NLR_C_76_YEKOLLU,27,Melupaka,,486,486,26730,,
