Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,
606,09_C_76_40,NLR_C_76_YEKOLLU,28,Maavillapadu,,398,398,21890,,
607,09_C_76_40,NLR_C_76_YEKOLLU,29,Thanayali,,1687,1687,92785,,
608,09_C_76_40,NLR_C_76_YEKOLLU,30,Buduru,,1221,1221,67155,,
609,09_C_76_40,NLR_C_76_YEKOLLU,32,Utchuru,,2090,2090,114950,,
610,09_C_76_40,NLR_C_76_YEKOLLU,33,Vetagiripalem,,612,612,33660,,
611,09_C_76_40,NLR_C_76_YEKOLLU,34,Buradamadugu,,244,244,13420,,
612,09_C_76_40,NLR_C_76_YEKOLLU,35,Modugulapalem,,540,540,29700,,
613,09_C_76_40,NLR_C_76_YEKOLLU,36,Lingampadu,,142,142,7810,,
614,09_C_76_40,NLR_C_76_YEKOLLU,37,Tallampadu,,1426,1426,78430,,
615,09_C_76_40,NLR_C_76_YEKOLLU,38,Ayyapalem,,223,223,12265,,
616,09_C_76_40,NLR_C_76_YEKOLLU,39,Minamanamoodi,,739,739,40645,,
617,09_C_76_40,NLR_C_76_YEKOLLU,40,Chandanamudi,,503,503,27665,,
618,09_C_76_40,NLR_C_76_YEKOLLU,41,Togaramudi,,589,589,32395,,
619,09_C_76_40,NLR_C_76_YEKOLLU,42,Sridanamalli,,1455,1455,80025,,
620,09_C_76_40,NLR_C_76_YEKOLLU,43,Maneri,,279,279,15345,,
621,09_C_76_40,NLR_C_76_YEKOLLU,44,Mallayapalem,,175,175,9625,,
622,09_C_76_40,NLR_C_76_YEKOLLU,3,Atchukatla,,410,410,22550,,
623,09_C_76_40,NLR_C_76_YEKOLLU,4,Manganellore,,1192,1192,65560,,
624,09_C_76_40,NLR_C_76_YEKOLLU,5,Dama Nellore,,1430,1430,78650,,
625,09_C_76_40,NLR_C_76_YEKOLLU,9,Uggumudi,,868,868,47740,,
626,09_C_76_40,NLR_C_76_YEKOLLU,10,Mangalampadu,,2293,2293,126115,,
627,09_C_76_40,NLR_C_76_YEKOLLU,11,Ilupuru,,1257,1257,69135,,
628,09_C_76_40,NLR_C_76_YEKOLLU,13,Sullurupeta,,27504,27504,1512720,,
629,09_C_76_40,NLR_C_76_YEKOLLU,14,Sulluru Japthikattubadi,,269,269,14795,,
630,09_C_76_40,NLR_C_76_YEKOLLU,16,Errabalem,,7803,7803,429165,,
631,09_C_76_40,NLR_C_76_YEKOLLU,18,Kesavareddipalem,,2403,2403,132165,,
632,09_C_76_40,NLR_C_76_YEKOLLU,23,Mannarpoluru,,6645,6645,365475,,
633,09_C_76_40,NLR_C_76_YEKOLLU,25,Nadendlavarikandriga,,718,718,39490,,
634,09_C_76_40,NLR_C_76_YEKOLLU,26,Sarvareddikandriga,,890,890,48950,,
635,09_C_76_40,NLR_C_76_YEKOLLU,27,Samantamallam,,893,893,49115,,
636,09_C_76_40,NLR_C_76_YEKOLLU,28,Aabaka,,668,668,36740,,
637,09_C_76_40,NLR_C_76_YEKOLLU,30,Komminenipalli,,997,997,54835,,
638,09_C_76_40,NLR_C_76_YEKOLLU,31,Kotapoluru,,4198,4198,230890,,
640,09_C_72_10,NLR_C_72_ALLAMPADU,0,Veligonda hills,,0,0,0,,
641,09_C_72_10,NLR_C_72_ALLAMPADU,12,Papampalle,,798,798,43890,,
642,09_C_72_10,NLR_C_72_ALLAMPADU,13,Venkatampeta,,1228,1228,67540,,
643,09_C_72_10,NLR_C_72_ALLAMPADU,14,Ayyanapalle,,0,0,0,,
644,09_C_72_10,NLR_C_72_ALLAMPADU,15,Nandipadu,,2610,2610,143550,,
645,09_C_72_10,NLR_C_72_ALLAMPADU,0,Udayagiri konda,,0,0,0,,
646,09_C_72_10,NLR_C_72_ALLAMPADU,16,Bandaganipalle,,1986,1986,109230,,
647,09_C_72_10,NLR_C_72_ALLAMPADU,17,Gangulavaricheruvupalle,,3041,3041,167255,,
648,09_C_72_10,NLR_C_72_ALLAMPADU,0,Yerrakonda hills,,0,0,0,,
649,09_C_72_10,NLR_C_72_ALLAMPADU,0,Velikonda hills,,0,0,0,,
650,09_C_72_10,NLR_C_72_ALLAMPADU,1,Chabolu,,1558,1558,85690,,
651,09_C_72_10,NLR_C_72_ALLAMPADU,2,Kampasamudram,,2134,2134,117370,,
652,09_C_72_10,NLR_C_72_ALLAMPADU,3,Budawada,,3541,3541,194755,,
653,09_C_72_10,NLR_C_72_ALLAMPADU,4,Chilakapadu,,2323,2323,127765,,
654,09_C_72_10,NLR_C_72_ALLAMPADU,5,Kadirinenipalle,,791,791,43505,,
655,09_C_72_10,NLR_C_72_ALLAMPADU,6,Chinamachanur,,908,908,49940,,
656,09_C_72_10,NLR_C_72_ALLAMPADU,7,Nagarajupadu,,1040,1040,57200,,
657,09_C_72_10,NLR_C_72_ALLAMPADU,8,Niradanampadu,,734,734,40370,,
658,09_C_72_10,NLR_C_72_ALLAMPADU,9,Bheemavaram,,1457,1457,80135,,
659,09_C_72_10,NLR_C_72_ALLAMPADU,10,Allampadu,,4346,4346,239030,,
660,09_C_72_10,NLR_C_72_ALLAMPADU,11,Irlapadu,,1584,1584,87120,,
661,09_C_72_10,NLR_C_72_ALLAMPADU,12,Pegallapadu,,1232,1232,67760,,
662,09_C_72_10,NLR_C_72_ALLAMPADU,13,Brahmanapalli,,2313,2313,127215,,
664,09_C_61_3,NLR_C_61_KOTTAPETA,1,Iskadamarla,,2050,2050,112750,,
665,09_C_61_3,NLR_C_61_KOTTAPETA,2,Kasturinaidupalle,,,0,0,,
666,09_C_61_3,NLR_C_61_KOTTAPETA,3,Veligandla,,1231,1231,67705,,
667,09_C_61_3,NLR_C_61_KOTTAPETA,4,Marrigunta,,893,893,49115,,
668,09_C_61_3,NLR_C_61_KOTTAPETA,5,Godavalluru,,2762,2762,151910,,
669,09_C_61_3,NLR_C_61_KOTTAPETA,18,Turpu Yerraballi,,3477,3477,191235,,
670,09_C_61_3,NLR_C_61_KOTTAPETA,19,Garimenapenta,,3163,3163,173965,,
671,09_C_61_3,NLR_C_61_KOTTAPETA,21,Challagirigalla,,399,399,21945,,
672,09_C_61_3,NLR_C_61_KOTTAPETA,1,Chakalikonda,,3061,3061,168355,,
673,09_C_61_3,NLR_C_61_KOTTAPETA,2,Janardhanapuram,,844,844,46420,,
674,09_C_61_3,NLR_C_61_KOTTAPETA,1,Teddupadu,,890,890,48950,,
675,09_C_61_3,NLR_C_61_KOTTAPETA,2,Timmapuram,,207,207,11385,,
676,09_C_61_3,NLR_C_61_KOTTAPETA,3,Kothapeta,,2322,2322,127710,,
677,09_C_61_3,NLR_C_61_KOTTAPETA,4,Narrawada,,3685,3685,202675,,
678,09_C_61_3,NLR_C_61_KOTTAPETA,5,Mandalapalle,,306,306,16830,,
679,09_C_61_3,NLR_C_61_KOTTAPETA,6,M.N.Palle,,1526,1526,83930,,
680,09_C_61_3,NLR_C_61_KOTTAPETA,7,Somalaregada,,1091,1091,60005,,
681,09_C_61_3,NLR_C_61_KOTTAPETA,12,S.V.Chintala,,582,582,32010,,
682,09_C_61_3,NLR_C_61_KOTTAPETA,13,Tirumalapuram,,1267,1267,69685,,
683,09_C_61_3,NLR_C_61_KOTTAPETA,14,Appasamudram,,3878,3878,213290,,
684,09_C_61_3,NLR_C_61_KOTTAPETA,15,Kondayapalem,,15870,15870,872850,,
686,09_C_61_3,NLR_C_61_KOTTAPETA,,,,,0,0,,
687,09_C_61_1,NLR_C_61_S.R.PURAM,0,Veligondla hills,,0,0,0,,
688,09_C_61_1,NLR_C_61_S.R.PURAM,1,Chintodu,,55,55,3025,,
689,09_C_61_1,NLR_C_61_S.R.PURAM,2,Pabbuletipalli,,998,998,54890,,
690,09_C_61_1,NLR_C_61_S.R.PURAM,3,Chinanagampalli,,828,828,45540,,
691,09_C_61_1,NLR_C_61_S.R.PURAM,4,Pedanagampalli,,71,71,3905,,
692,09_C_61_1,NLR_C_61_S.R.PURAM,5,Gundupalli,,1254,1254,68970,,
693,09_C_61_1,NLR_C_61_S.R.PURAM,6,Maramreddipalli,,1091,1091,60005,,
694,09_C_61_1,NLR_C_61_S.R.PURAM,7,Devisettipalli,,391,391,21505,,
695,09_C_61_1,NLR_C_61_S.R.PURAM,8,Jayapuram,,359,359,19745,,
696,09_C_61_1,NLR_C_61_S.R.PURAM,9,Nemalladinne,,313,313,17215,,
697,09_C_61_1,NLR_C_61_S.R.PURAM,10,S.R.Puram,,6054,6054,332970,,
698,09_C_61_1,NLR_C_61_S.R.PURAM,11,Narayanampeta,,598,598,32890,,
699,09_C_61_1,NLR_C_61_S.R.PURAM,12,Pandrangi,,396,396,21780,,
700,09_C_61_1,NLR_C_61_S.R.PURAM,13,Singareddipalli,,1837,1837,101035,,
701,09_C_61_1,NLR_C_61_S.R.PURAM,14,Ayyavaripalle,,1306,1306,71830,,
702,09_C_61_1,NLR_C_61_S.R.PURAM,15,Gangavaram,,1402,1402,77110,,
703,09_C_61_1,NLR_C_61_S.R.PURAM,16,Balayapalle,,1161,1161,63855,,
704,09_C_61_1,NLR_C_61_S.R.PURAM,17,Devarajusurayapalle,,937,937,51535,,
705,09_C_61_1,NLR_C_61_S.R.PURAM,18,Devammacheruvu,,462,462,25410,,
706,09_C_61_1,NLR_C_61_S.R.PURAM,19,Vempallitoka,,151,151,8305,,
707,09_C_61_1,NLR_C_61_S.R.PURAM,20,Basinenipalle,,2364,2364,130020,,
708,09_C_61_1,NLR_C_61_S.R.PURAM,21,Padamatirompidodla,,757,757,41635,,
709,09_C_61_1,NLR_C_61_S.R.PURAM,2,Peddireddipalle,,2289,2289,125895,,
710,09_C_61_1,NLR_C_61_S.R.PURAM,7,Totalacheruvupalle,,1757,1757,96635,,
711,09_C_61_1,NLR_C_61_S.R.PURAM,8,Yerramreddipalle,,532,532,29260,,
712,09_C_61_1,NLR_C_61_S.R.PURAM,15,Bongarajulapadu,,0,0,0,,
713,09_C_61_1,NLR_C_61_S.R.PURAM,16,Narasimhapuram,,473,473,26015,,
714,09_C_61_1,NLR_C_61_S.R.PURAM,17,Bhaskarapuram,,319,319,17545,,
715,09_C_61_1,NLR_C_61_S.R.PURAM,18,Varikuntapadu,,2707,2707,148885,,
716,09_C_61_1,NLR_C_61_S.R.PURAM,19,Kancheruvu,,974,974,53570,,
717,09_C_61_1,NLR_C_61_S.R.PURAM,20,Iskapalle,,528,528,29040,,
718,09_C_61_1,NLR_C_61_S.R.PURAM,21,Guvvadi,,3294,3294,181170,,
719,09_C_61_1,NLR_C_61_S.R.PURAM,22,Thurpuboyamadugula,,828,828,45540,,
720,09_C_61_1,NLR_C_61_S.R.PURAM,23,Alivelumangapuram,,409,409,22495,,
721,09_C_61_1,NLR_C_61_S.R.PURAM,24,Turpuchennampalle,,570,570,31350,,
722,09_C_61_1,NLR_C_61_S.R.PURAM,25,Jadadevi,,1325,1325,72875,,
723,09_C_61_1,NLR_C_61_S.R.PURAM,26,Kaniampadu,,865,865,47575,,
724,09_C_61_1,NLR_C_61_S.R.PURAM,27,Ramadevulapadu,,450,450,24750,,
725,09_C_61_1,NLR_C_61_S.R.PURAM,28,Ganeswarapuram,,796,796,43780,,
726,09_C_61_1,NLR_C_61_S.R.PURAM,20,Yerrabotlapalli,,169,169,9295,,
727,09_C_61_1,NLR_C_61_S.R.PURAM,0,Udayagiri konda,,0,0,0,,
728,09_C_61_1,NLR_C_61_S.R.PURAM,0,Bairamkonda hills,,,0,0,,
729,09_C_61_1,NLR_C_61_S.R.PURAM,1,Pappulavaripalle,,146,146,8030,,
730,09_C_61_1,NLR_C_61_S.R.PURAM,2,Kotayapalle,,276,276,15180,,
731,09_C_61_1,NLR_C_61_S.R.PURAM,3,Arlapadia,,610,610,33550,,
732,09_C_61_1,NLR_C_61_S.R.PURAM,4,Krishnampalle,,1182,1182,65010,,
733,09_C_61_1,NLR_C_61_S.R.PURAM,5,Chowdepalle,,,0,0,,
734,09_C_61_1,NLR_C_61_S.R.PURAM,6,Gandipalem,,3481,3481,191455,,
735,09_C_61_1,NLR_C_61_S.R.PURAM,7,Gudinarava,,725,725,39875,,
736,09_C_61_1,NLR_C_61_S.R.PURAM,8,Gannepalle,,1053,1053,57915,,
737,09_C_61_1,NLR_C_61_S.R.PURAM,9,Kurrapalle,,599,599,32945,,
738,09_C_61_1,NLR_C_61_S.R.PURAM,10,Sakunalapalle,,837,837,46035,,
739,09_C_61_1,NLR_C_61_S.R.PURAM,11,Pullayapalle,,845,845,46475,,
741,09_C_61_2,NLR_C_61_VEMPADU,1,Pamurupalle,,241,241,13255,,
742,09_C_61_2,NLR_C_61_VEMPADU,3,Todugupalle,,296,296,16280,,
743,09_C_61_2,NLR_C_61_VEMPADU,4,Turpupalem,,273,273,15015,,
744,09_C_61_2,NLR_C_61_VEMPADU,5,Viruvooru,,2448,2448,134640,,
745,09_C_61_2,NLR_C_61_VEMPADU,6,Kondayapalem,,1725,1725,94875,,
746,09_C_61_2,NLR_C_61_VEMPADU,9,Gollapalli,,952,952,52360,,
747,09_C_61_2,NLR_C_61_VEMPADU,10,Mohmadapuram,,326,326,17930,,
748,09_C_61_2,NLR_C_61_VEMPADU,11,Vempadu,,2132,2132,117260,,
749,09_C_61_2,NLR_C_61_VEMPADU,12,Damancherla,,4537,4537,249535,,
750,09_C_61_2,NLR_C_61_VEMPADU,13,Dakkanuru,,658,658,36190,,
751,09_C_61_2,NLR_C_61_VEMPADU,14,Turpurompidodla,,1124,1124,61820,,
753,09_C_75_43,NLR_C_75_REDDYPALEM,38,Pambali,,395,395,21725,,
754,09_C_75_43,NLR_C_75_REDDYPALEM,39,Reddipalem-I,,3354,3354,184470,,
755,09_C_75_43,NLR_C_75_REDDYPALEM,40,Reddipalem-II,,1566,1566,86130,,
756,09_C_75_43,NLR_C_75_REDDYPALEM,41,Poodirayadoruvu,,2570,2570,141350,,
757,09_C_75_43,NLR_C_75_REDDYPALEM,31,Gollapalem,,98,98,5390,,
758,09_C_75_43,NLR_C_75_REDDYPALEM,32,Kothapalem,,0,0,0,,
759,09_C_75_43,NLR_C_75_REDDYPALEM,33,Kokkupalem,,517,517,28435,,
760,09_C_75_43,NLR_C_75_REDDYPALEM,35,Pallamparthy,,363,363,19965,,
761,09_C_75_43,NLR_C_75_REDDYPALEM,36,Yellore,,563,563,30965,,
762,09_C_75_43,NLR_C_75_REDDYPALEM,37,Veligajulapalli,,301,301,16555,,
763,09_C_75_43,NLR_C_75_REDDYPALEM,38,Buradagali Kotapalem,,1679,1679,92345,,
764,09_C_75_43,NLR_C_75_REDDYPALEM,40,Kummarapalem,,765,765,42075,,
766,09_C_74_35,NLR_C_74_CHAVALI,4,Chavali,,2343,2343,128865,,
767,09_C_74_35,NLR_C_74_CHAVALI,5,Pennepalli,,656,656,36080,,
768,09_C_74_35,NLR_C_74_CHAVALI,10,Jeellpatur,,1358,1358,74690,,
769,09_C_74_35,NLR_C_74_CHAVALI,11,Chillakur,,1578,1578,86790,,
770,09_C_74_35,NLR_C_74_CHAVALI,12,Pellakur,,1640,1640,90200,,
771,09_C_74_35,NLR_C_74_CHAVALI,13,Kotturu,,731,731,40205,,
772,09_C_74_35,NLR_C_74_CHAVALI,14,Chintapudi,,1631,1631,89705,,
773,09_C_74_35,NLR_C_74_CHAVALI,16,P.C.K.Khandriga,,363,363,19965,,
774,09_C_74_35,NLR_C_74_CHAVALI,17,Nelaballi,,1948,1948,107140,,
775,09_C_74_35,NLR_C_74_CHAVALI,22,Chembedu,,2502,2502,137610,,
776,09_C_74_35,NLR_C_74_CHAVALI,23,Chennappanaidupeta,,1227,1227,67485,,
778,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,3,Valamedu,,772,772,42460,,
779,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,4,Pamanji,,100,100,5500,,
780,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,5,Vagarru,,1256,1256,69080,,
781,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,6,Pathetipalem,,28,28,1540,,
782,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,7,Jamin Kotapalem,,613,613,33715,,
783,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,8,Gangannapalem,,996,996,54780,,
784,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,10,Namakad bit-1,,0,0,0,,
785,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,11,Polla khandrika,,0,0,0,,
786,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,12,Iskanattu,,52,52,2860,,
787,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,13,Juvvinattu,,159,159,8745,,
788,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,14,Andalamala,,484,484,26620,,
789,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,15,Boodalavagu,,580,580,31900,,
790,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,16,Konduru,,534,534,29370,,
791,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,17,Namakad bit-ii,,0,0,0,,
792,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,18,Kapparampadu,,0,0,0,,
793,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,19,Manyalapattu,,206,206,11330,,
794,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,20,Gundlu,,166,166,9130,,
795,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,21,Nagulamarri,,0,0,0,,
796,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,22,Chennappagarimitta,,0,0,0,,
797,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,23,Kothacheruvu,,309,309,16995,,
798,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,24,Peddacheruvu,,0,0,0,,
799,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,25,Nellipudi,,1943,1943,106865,,
800,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,26,Vakadu,,8195,8195,450725,,
801,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,27,Kasipuram,,384,384,21120,,
802,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,28,Kondapuram,,1840,1840,101200,,
803,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,29,Muttembaka,,816,816,44880,,
804,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,30,Kalluru,,1315,1315,72325,,
805,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,31,Kodiwaka,,460,460,25300,,
806,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,32,Uttarapolam,,0,0,0,,
807,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,33,Cherukumolam,,0,0,0,,
808,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,34,Durgavaram,,208,208,11440,,
809,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,35,Tirumur,,811,811,44605,,
810,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,36,Cheemalapadu,,410,410,22550,,
811,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,37,Duggarajapatnam,,3393,3393,186615,,
812,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,5,Pellakur,,1050,1050,57750,,
813,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,6,Gunupadu,,3794,3794,208670,,
814,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,7,Mettu,,1970,1970,108350,,
815,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,11,Padartivari kandriga,,0,0,0,,
816,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,12,Pittuvaripalle,,273,273,15015,,
817,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,13,Vadlavanipalle,,0,0,0,,
818,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,14,Patragunta,,235,235,12925,,
819,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,15,Pothunayanipalle,,0,0,0,,
820,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,16,Mangalavanipalle,,5,5,275,,
821,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,17,Mukkidipalem,,213,213,11715,,
822,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,18,Gangapalem,,0,0,0,,
823,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,19,Mallam,,4177,4177,229735,,
824,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,34,Jalapeddipalem,,164,164,9020,,
825,09_C_74_37,NLR_C_74_DUGGARAJUPATNAM,41,Rayapeddipalem,,0,0,0,,
827,09_C_74_34,NLR_C_74_KOTA,17,Tonukumala,,720,720,39600,,
828,09_C_74_34,NLR_C_74_KOTA,24,Annambaka,,741,741,40755,,
829,09_C_74_34,NLR_C_74_KOTA,29,Pallamala,,957,957,52635,,
830,09_C_74_34,NLR_C_74_KOTA,30,Pallamala Khandriga,,0,0,0,,
831,09_C_74_34,NLR_C_74_KOTA,2,Kesavaram,,2508,2508,137940,,
832,09_C_74_34,NLR_C_74_KOTA,3,Chittedu,,4268,4268,234740,,
833,09_C_74_34,NLR_C_74_KOTA,4,Kothapalem,,2752,2752,151360,,
834,09_C_74_34,NLR_C_74_KOTA,5,Nellorupalli,,1584,1584,87120,,
835,09_C_74_34,NLR_C_74_KOTA,9,Putchalapalle,,806,806,44330,,
836,09_C_74_34,NLR_C_74_KOTA,10,Illukurupadu,,481,481,26455,,
837,09_C_74_34,NLR_C_74_KOTA,11,Uthamanellore,,937,937,51535,,
838,09_C_74_34,NLR_C_74_KOTA,12,Kota,,16237,16237,893035,,
839,09_C_74_34,NLR_C_74_KOTA,13,Chendodu,,4364,4364,240020,,
840,09_C_74_34,NLR_C_74_KOTA,15,Gudali,,6320,6320,347600,,
841,09_C_74_34,NLR_C_74_KOTA,16,Lakshamakka kandra,,1382,1382,76010,,
842,09_C_74_34,NLR_C_74_KOTA,17,Thinnelapudi,,1408,1408,77440,,
843,09_C_74_34,NLR_C_74_KOTA,18,Vanjivaka,,2052,2052,112860,,
844,09_C_74_34,NLR_C_74_KOTA,19,Allampadu,,570,570,31350,,
845,09_C_74_34,NLR_C_74_KOTA,1,Yaragatipalle,,1218,1218,66990,,
846,09_C_74_34,NLR_C_74_KOTA,2,Molaganur,,550,550,30250,,
847,09_C_74_34,NLR_C_74_KOTA,9,Pulikorru,,2012,2012,110660,,
849,09_C_74_38,NLR_C_74_NELAPATTU,4,Addepudi,,368,368,20240,,
850,09_C_74_38,NLR_C_74_NELAPATTU,8,Eswarawaka,,2328,2328,128040,,
851,09_C_74_38,NLR_C_74_NELAPATTU,22,Tadimedu,,554,554,30470,,
852,09_C_74_38,NLR_C_74_NELAPATTU,23,Mannemala,,906,906,49830,,
853,09_C_74_38,NLR_C_74_NELAPATTU,24,Yellasiri,,3459,3459,190245,,
854,09_C_74_38,NLR_C_74_NELAPATTU,25,Molakalapudi,,1244,1244,68420,,
855,09_C_74_38,NLR_C_74_NELAPATTU,26,Chillamur,,1663,1663,91465,,
856,09_C_74_38,NLR_C_74_NELAPATTU,27,North Voraturu,,518,518,28490,,
857,09_C_74_38,NLR_C_74_NELAPATTU,28,Aruru,,2472,2472,135960,,
858,09_C_74_38,NLR_C_74_NELAPATTU,29,Perantalamitta,,279,279,15345,,
859,09_C_74_38,NLR_C_74_NELAPATTU,39,Kalakurtipadu,,662,662,36410,,
860,09_C_74_38,NLR_C_74_NELAPATTU,30,Aravaperimidi,,818,818,44990,,
861,09_C_74_38,NLR_C_74_NELAPATTU,31,Revulagunta,,12,12,660,,
862,09_C_74_38,NLR_C_74_NELAPATTU,32,Puderu,,1603,1603,88165,,
863,09_C_74_38,NLR_C_74_NELAPATTU,1,Nelaballi,,1628,1628,89540,,
864,09_C_74_38,NLR_C_74_NELAPATTU,2,Nellorepalli,,432,432,23760,,
865,09_C_74_38,NLR_C_74_NELAPATTU,3,Mutchalagunta,,246,246,13530,,
866,09_C_74_38,NLR_C_74_NELAPATTU,4,Kothapalli,,1219,1219,67045,,
867,09_C_74_38,NLR_C_74_NELAPATTU,5,Singanalaturu,,1141,1141,62755,,
868,09_C_74_38,NLR_C_74_NELAPATTU,6,Kattuvapalli,,849,849,46695,,
869,09_C_74_38,NLR_C_74_NELAPATTU,8,K.D.Kandriga,,189,189,10395,,
870,09_C_74_38,NLR_C_74_NELAPATTU,9,Anegottam,,302,302,16610,,
871,09_C_74_38,NLR_C_74_NELAPATTU,10,Karatamudi,,216,216,11880,,
872,09_C_74_38,NLR_C_74_NELAPATTU,11,Poolatota,,1231,1231,67705,,
873,09_C_74_38,NLR_C_74_NELAPATTU,12,Padamatikandriga/Arigundram,,128,128,7040,,
874,09_C_74_38,NLR_C_74_NELAPATTU,13,Mylangam,,428,428,23540,,
875,09_C_74_38,NLR_C_74_NELAPATTU,14,Nelapattu,,785,785,43175,,
876,09_C_74_38,NLR_C_74_NELAPATTU,21,Kalluru,,1435,1435,78925,,
877,09_C_74_38,NLR_C_74_NELAPATTU,22,Kalluru kandriga,,477,477,26235,,
879,09_C_74_33,NLR_C_74_OZILI,8,Rajanagaram,,0,0,0,,
880,09_C_74_33,NLR_C_74_OZILI,9,Arimenipadu,,2252,2252,123860,,
881,09_C_74_33,NLR_C_74_OZILI,11,Pedaparia,,1162,1162,63910,,
882,09_C_74_33,NLR_C_74_OZILI,12,Rajupalem,,688,688,37840,,
883,09_C_74_33,NLR_C_74_OZILI,13,Rudrayapalem,,370,370,20350,,
884,09_C_74_33,NLR_C_74_OZILI,14,Acharlaparlapalli,,331,331,18205,,
885,09_C_74_33,NLR_C_74_OZILI,15,Kurugonda,,3410,3410,187550,,
886,09_C_74_33,NLR_C_74_OZILI,16,Kondavallipadu,,293,293,16115,,
887,09_C_74_33,NLR_C_74_OZILI,17,Vijayanellore,,38,38,2090,,
888,09_C_74_33,NLR_C_74_OZILI,18,Venkatareddipalem,,415,415,22825,,
889,09_C_74_33,NLR_C_74_OZILI,19,Vakativarikhandriga,,183,183,10065,,
890,09_C_74_33,NLR_C_74_OZILI,20,Rachapalem,,1084,1084,59620,,
891,09_C_74_33,NLR_C_74_OZILI,21,Pinapariapadu,,132,132,7260,,
892,09_C_74_33,NLR_C_74_OZILI,22,Chillamanuchenu,,1514,1514,83270,,
893,09_C_74_33,NLR_C_74_OZILI,24,Gurramkonda,,646,646,35530,,
894,09_C_74_33,NLR_C_74_OZILI,25,Karjimedu,,144,144,7920,,
895,09_C_74_33,NLR_C_74_OZILI,26,Veerlagunapadu,,623,623,34265,,
896,09_C_74_33,NLR_C_74_OZILI,27,Tirumalapudi,,651,651,35805,,
897,09_C_74_33,NLR_C_74_OZILI,28,Kundam,,518,518,28490,,
898,09_C_74_33,NLR_C_74_OZILI,31,Machavaram,,663,663,36465,,
899,09_C_74_33,NLR_C_74_OZILI,32,Saguturu,,1033,1033,56815,,
900,09_C_74_33,NLR_C_74_OZILI,33,Batlakanupuru,,1398,1398,76890,,
901,09_C_74_33,NLR_C_74_OZILI,34,Raghavareddipalem,,41,41,2255,,
902,09_C_74_33,NLR_C_74_OZILI,35,Ozili,,2718,2718,149490,,
903,09_C_74_33,NLR_C_74_OZILI,36,Manamala,,1121,1121,61655,,
904,09_C_74_33,NLR_C_74_OZILI,37,Bathalapuram,,411,411,22605,,
905,09_C_74_33,NLR_C_74_OZILI,38,Nemallapudi,,851,851,46805,,
906,09_C_74_33,NLR_C_74_OZILI,39,Karaballavolu,,1065,1065,58575,,
907,09_C_74_33,NLR_C_74_OZILI,40,Mummayapalem,,786,786,43230,,
908,09_C_74_33,NLR_C_74_OZILI,43,Manavali,,875,875,48125,,
909,09_C_74_33,NLR_C_74_OZILI,44,Punnepalli,,815,815,44825,,
