,,,,Command Area,,Non command Area,,Poor quality area,,
Sr.no,Watershed code,GW watershed name,village name,Residential,,Residential,,Residential,,
180,09_C_72_17,NLR_C_72_CHEJARLA,Kesamanenipalle,,,16,1,,,17
181,09_C_72_17,NLR_C_72_CHEJARLA,Chinagopavaram,,,21,1,,,22
182,09_C_72_17,NLR_C_72_CHEJARLA,Kanupurupalle,,,31,1,,,32
183,09_C_72_16,NLR_C_72_KALUVOYA,Kotitheertham,20,2,,,,,22
184,09_C_72_16,NLR_C_72_KALUVOYA,Veligonda hills,,,,,,,0
185,09_C_72_16,NLR_C_72_KALUVOYA,Kullur,50,5,,,,,55
186,09_C_72_16,NLR_C_72_KALUVOYA,Brahmanapalle,23,1,,,,,24
187,09_C_72_16,NLR_C_72_KALUVOYA,Baddevolu,22,2,,,,,24
188,09_C_72_16,NLR_C_72_KALUVOYA,Kaluvai,60,8,,,,,68
189,09_C_72_16,NLR_C_72_KALUVOYA,Iskapalle,2,1,,,,,3
190,09_C_72_16,NLR_C_72_KALUVOYA,Nukanapalle,10,2,,,,,12
191,09_C_72_16,NLR_C_72_KALUVOYA,Telugurayapuram,10,2,,,,,12
192,09_C_72_16,NLR_C_72_KALUVOYA,Topuguntaagraharam,,,4,2,,,6
193,09_C_72_16,NLR_C_72_KALUVOYA,Madannagaripalle,,,22,2,,,24
194,09_C_72_16,NLR_C_72_KALUVOYA,Chintalapalem,,,15,2,,,17
195,09_C_72_16,NLR_C_72_KALUVOYA,Uyyalapalle,,,14,2,,,16
196,09_C_72_16,NLR_C_72_KALUVOYA,Koturupalle,,,4,1,,,5
197,09_C_72_16,NLR_C_72_KALUVOYA,Yerraballe,,,7,1,,,8
198,09_C_72_16,NLR_C_72_KALUVOYA,Tegacherla,,,16,2,,,18
199,09_C_72_14,NLR_C_72_KODAVALUR,Dundigum,,,24,1,,,25
200,09_C_72_14,NLR_C_72_KODAVALUR,Marellapadu,,,11,1,,,12
201,09_C_72_14,NLR_C_72_KODAVALUR,Katrayapadu,,,10,1,,,11
202,09_C_72_14,NLR_C_72_KODAVALUR,Lingalapadu,,,9,1,,,10
203,09_C_72_14,NLR_C_72_KODAVALUR,Rangasamudram,,,6,1,,,7
204,09_C_72_14,NLR_C_72_KODAVALUR,Itampadu,,,15,1,,,16
205,09_C_72_14,NLR_C_72_KODAVALUR,Chennuru,37,2,,,,,39
206,09_C_72_14,NLR_C_72_KODAVALUR,Velupodu,,,22,1,,,23
207,09_C_72_14,NLR_C_72_KODAVALUR,Dagadarti,26,1,,,,,27
208,09_C_72_14,NLR_C_72_KODAVALUR,Turimerla,29,,,,,,29
209,09_C_72_14,NLR_C_72_KODAVALUR,Yelamanchipadu,16,1,,,,,17
210,09_C_72_14,NLR_C_72_KODAVALUR,Pedaputtedu,55,1,,,,,56
211,09_C_72_14,NLR_C_72_KODAVALUR,Chawataputtedu,18,,,,,,18
212,09_C_72_14,NLR_C_72_KODAVALUR,Uchaguntapalem,16,1,,,,,17
213,09_C_72_14,NLR_C_72_KODAVALUR,North Amuluru,,,4,1,,,5
214,09_C_72_14,NLR_C_72_KODAVALUR,North Mopuru,10,1,,,,,11
215,09_C_72_14,NLR_C_72_KODAVALUR,Indupuru,6,1,,,,,7
216,09_C_72_14,NLR_C_72_KODAVALUR,Purini,4,2,,,,,6
217,09_C_72_14,NLR_C_72_KODAVALUR,Beeramgunta,18,0,,,,,18
218,09_C_72_14,NLR_C_72_KODAVALUR,Kalambotlavarikhandra,7,1,,,,,8
219,09_C_72_14,NLR_C_72_KODAVALUR,Anantabatlavarikandriga,6,1,,,,,7
220,09_C_72_14,NLR_C_72_KODAVALUR,Varini,8,11,,,,,19
221,09_C_72_14,NLR_C_72_KODAVALUR,Talamanchi,29,6,,,,,35
222,09_C_72_14,NLR_C_72_KODAVALUR,Damegunta,9,2,,,,,11
223,09_C_72_14,NLR_C_72_KODAVALUR,Basavaipalem,5,2,,,,,7
224,09_C_72_14,NLR_C_72_KODAVALUR,Venkannapuram,9,3,,,,,12
225,09_C_72_14,NLR_C_72_KODAVALUR,Gundalammapalem,5,2,,,,,7
226,09_C_72_14,NLR_C_72_KODAVALUR,Naidupalem,12,5,,,,,17
227,09_C_72_14,NLR_C_72_KODAVALUR,Bodduvaripalem,3,0,,,,,3
228,09_C_72_14,NLR_C_72_KODAVALUR,Gotlapalem,9,1,,,,,10
229,09_C_72_14,NLR_C_72_KODAVALUR,Kothavangallu,15,5,,,,,20
230,09_C_72_14,NLR_C_72_KODAVALUR,Gandavaram,4,2,,,,,6
231,09_C_72_14,NLR_C_72_KODAVALUR,Kodavalur,5,1,,,,,6
232,09_C_72_13,NLR_C_72_KOVUR,Kunalammapadu,,,7,3,,,10
233,09_C_72_13,NLR_C_72_KOVUR,Hasanapuram,,,4,1,,,5
234,09_C_72_13,NLR_C_72_KOVUR,Zuvvalaguntapalle,,,10,1,,,11
235,09_C_72_13,NLR_C_72_KOVUR,Srikolanu,,,3,2,,,5
236,09_C_72_13,NLR_C_72_KOVUR,Thiruveedipadu,,,10,2,,,12
237,09_C_72_13,NLR_C_72_KOVUR,Parlapalli,12,2,,,,,14
238,09_C_72_13,NLR_C_72_KOVUR,Chowkicherla,17,4,,,,,21
239,09_C_72_13,NLR_C_72_KOVUR,Dampuru,10,3,,,,,13
240,09_C_72_13,NLR_C_72_KOVUR,Vavilla,20,2,,,,,22
241,09_C_72_13,NLR_C_72_KOVUR,Dandigunta,4,2,,,,,6
242,09_C_72_13,NLR_C_72_KOVUR,Utukur,5,8,,,,,13
243,09_C_72_13,NLR_C_72_KOVUR,Alaganipadu,4,2,,,,,6
244,09_C_72_13,NLR_C_72_KOVUR,Vidavalur,45,8,,,,,53
245,09_C_72_13,NLR_C_72_KOVUR,Mudivarti,6,6,,,,,12
246,09_C_72_13,NLR_C_72_KOVUR,Allurpadu,6,3,,,,,9
247,09_C_72_13,NLR_C_72_KOVUR,Ramannapalem,0,2,,,,,2
248,09_C_72_13,NLR_C_72_KOVUR,North rajupalem,5,6,,,,,11
249,09_C_72_13,NLR_C_72_KOVUR,Yellayapalem,8,6,,,,,14
250,09_C_72_13,NLR_C_72_KOVUR,Maneguntapadu,4,4,,,,,8
251,09_C_72_13,NLR_C_72_KOVUR,Munulapudi,12,2,,,,,14
252,09_C_72_13,NLR_C_72_KOVUR,Vavveru,32,20,,,,,52
253,09_C_72_13,NLR_C_72_KOVUR,Nagamambapuram,15,2,,,,,17
254,09_C_72_13,NLR_C_72_KOVUR,Rebala,8,8,,,,,16
255,09_C_72_13,NLR_C_72_KOVUR,Iskapalem,19,9,,,,,28
256,09_C_72_13,NLR_C_72_KOVUR,Chellayapalem,3,2,,,,,5
257,09_C_72_13,NLR_C_72_KOVUR,Kavetipalem,5,1,,,,,6
258,09_C_72_13,NLR_C_72_KOVUR,Panchedu,5,2,,,,,7
259,09_C_72_13,NLR_C_72_KOVUR,Minagallu,86,4,,,,,90
260,09_C_72_13,NLR_C_72_KOVUR,Jonnawada,8,6,,,,,14
261,09_C_72_13,NLR_C_72_KOVUR,Penuballe,4,3,,,,,7
262,09_C_72_13,NLR_C_72_KOVUR,Kalayakagolu,3,2,,,,,5
263,09_C_72_13,NLR_C_72_KOVUR,Srirangarajapuram,5,1,,,,,6
