S.No,Watershed code,Watershed Name, Village Name,Length ,Design depth of flow,Bed width,Side Slopes,WettedPerimeter,Wetted area,Canal seepage factor, No.of operating days of canal,, Recharge from canal (ha.m),,Annual Recharge,,,,,,,,,
,,,,mts,mts,mts,( degrees ),mts,( m.sq mts.),( ha.m/d/m.sq.m ),Monsoon ,N-Monsoon,Monsoon ,Non-Monsoon,( ha.m ),,,,,,,,,
193,09_C_72_11,NLR_C_72_GANDLAVEEDU,Boilachiruvella,6000,3,3,45,8.1,0.049,,,,0,0,0,,,,,,,,,
194,09_C_72_11,NLR_C_72_GANDLAVEEDU,Chiruvellakandriga,1500,2,4,45,7.4,0.011,,,,0,0,0,,,,,,,,,
195,09_C_72_11,NLR_C_72_GANDLAVEEDU,Narampeta,1250,1.5,3,45,5.5,0.007,,,,0,0,0,,,,,,,,,
196,09_C_72_11,NLR_C_72_GANDLAVEEDU,Mahimalur,9750,1.9,3.5,45,6.7,0.066,,,,0,0,0,,,,,,,,,
197,09_C_72_11,NLR_C_72_GANDLAVEEDU,Nagulapadu,1250,1.5,3,45,5.5,0.007,,,,0,0,0,,,,,,,,,
198,09_C_72_11,NLR_C_72_GANDLAVEEDU,Nuvvurupadu,,,,45,0,0,,,,0,0,0,,,,,,,,,
199,09_C_72_11,NLR_C_72_GANDLAVEEDU,Jangalapalli,,,,45,0,0,,,,0,0,0,,,,,,,,,
200,09_C_72_11,NLR_C_72_GANDLAVEEDU,Depuru,,,,45,0,0,,,,0,0,0,,,,,,,,,
201,09_C_72_11,NLR_C_72_GANDLAVEEDU,Battepadu,1250,1.5,3,45,5.5,0.007,,,,0,0,0,,,,,,,,,
202,09_C_72_11,NLR_C_72_GANDLAVEEDU,Minagallu,,,,45,0,0,,,,0,0,0,,,,,,,,,
203,09_C_72_16,NLR_C_72_KALUVOYA,Kotitheertham,10000,2,6,45,9.4,0.094,3.5,90,90,29.59,29.59,59.18,,,,,,,,,
204,09_C_72_16,NLR_C_72_KALUVOYA,Veligonda hills,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
205,09_C_72_16,NLR_C_72_KALUVOYA,Kullur,4500,2.5,12,45,16.2,0.073,3.5,30,90,7.67,23.02,30.7,,,,,,,,,
206,09_C_72_16,NLR_C_72_KALUVOYA,Brahmanapalle,250,2,6,45,9.4,0.002,3.5,30,90,0.25,0.74,0.99,,,,,,,,,
207,09_C_72_16,NLR_C_72_KALUVOYA,Baddevolu,500,2,6,45,9.4,0.005,3.5,30,90,0.49,1.48,1.97,,,,,,,,,
208,09_C_72_16,NLR_C_72_KALUVOYA,Kaluvai,2500,3,12,45,17.1,0.043,3.5,30,90,4.49,13.46,17.95,,,,,,,,,
209,09_C_72_16,NLR_C_72_KALUVOYA,Iskapalle,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
210,09_C_72_16,NLR_C_72_KALUVOYA,Nukanapalle,500,2,10,45,13.4,0.007,3.5,30,90,0.7,2.11,2.81,,,,,,,,,
211,09_C_72_16,NLR_C_72_KALUVOYA,Telugurayapuram,3750,2.5,10,45,14.2,0.053,3.5,30,90,5.61,16.82,22.43,,,,,,,,,
212,09_C_72_16,NLR_C_72_KALUVOYA,Topuguntaagraharam,3750,3,10,45,15.1,0.057,3.5,30,90,5.94,17.83,23.77,,,,,,,,,
213,09_C_72_16,NLR_C_72_KALUVOYA,Madannagaripalle,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
214,09_C_72_16,NLR_C_72_KALUVOYA,Chintalapalem,6875,2.5,10,45,14.2,0.098,3.5,30,90,10.28,30.84,41.13,,,,,,,,,
215,09_C_72_16,NLR_C_72_KALUVOYA,Uyyalapalle,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
216,09_C_72_16,NLR_C_72_KALUVOYA,Koturupalle,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
217,09_C_72_16,NLR_C_72_KALUVOYA,Yerraballe,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
218,09_C_72_16,NLR_C_72_KALUVOYA,Tegacherla,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
219,09_C_72_14,NLR_C_72_KODAVALUR,Dundigum,,,,45,0,0,3.5,90,90,0,0,0,,,,,,,,,
220,09_C_72_14,NLR_C_72_KODAVALUR,Marellapadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
221,09_C_72_14,NLR_C_72_KODAVALUR,Katrayapadu,6500,3,6,45,11.1,0.072,3.5,30,90,7.57,22.71,30.28,,,,,,,,,
222,09_C_72_14,NLR_C_72_KODAVALUR,Lingalapadu,1750,3,6,45,11.1,0.019,3.5,30,90,2.04,6.11,8.15,,,,,,,,,
223,09_C_72_14,NLR_C_72_KODAVALUR,Rangasamudram,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
224,09_C_72_14,NLR_C_72_KODAVALUR,Itampadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
225,09_C_72_14,NLR_C_72_KODAVALUR,Chennuru,8000,2.5,6,45,10.2,0.082,3.5,30,90,8.6,25.81,34.42,,,,,,,,,
226,09_C_72_14,NLR_C_72_KODAVALUR,Velupodu,5500,2.5,6,45,10.2,0.056,3.5,30,90,5.92,17.75,23.66,,,,,,,,,
227,09_C_72_14,NLR_C_72_KODAVALUR,Dagadarti,5750,4,6,45,12.8,0.074,3.5,30,90,7.72,23.16,30.88,,,,,,,,,
228,09_C_72_14,NLR_C_72_KODAVALUR,Turimerla,1000,2.5,4,45,8.2,0.008,3.5,30,90,0.87,2.6,3.46,,,,,,,,,
229,09_C_72_14,NLR_C_72_KODAVALUR,Yelamanchipadu,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
230,09_C_72_14,NLR_C_72_KODAVALUR,Pedaputtedu,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
231,09_C_72_14,NLR_C_72_KODAVALUR,Chawataputtedu,2000,2,4,45,7.4,0.015,3.5,30,90,1.55,4.66,6.21,,,,,,,,,
232,09_C_72_14,NLR_C_72_KODAVALUR,Uchaguntapalem,2500,2,4,45,7.4,0.018,3.5,30,90,1.94,5.82,7.76,,,,,,,,,
233,09_C_72_14,NLR_C_72_KODAVALUR,North Amuluru,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
234,09_C_72_14,NLR_C_72_KODAVALUR,North Mopuru,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
235,09_C_72_14,NLR_C_72_KODAVALUR,Indupuru,2500,2.5,6,45,10.2,0.026,3.5,30,90,2.69,8.07,10.75,,,,,,,,,
236,09_C_72_14,NLR_C_72_KODAVALUR,Purini,2500,2.5,6,45,10.2,0.026,3.5,30,90,2.69,8.07,10.75,,,,,,,,,
237,09_C_72_14,NLR_C_72_KODAVALUR,Beeramgunta,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
238,09_C_72_14,NLR_C_72_KODAVALUR,Kalambotlavarikhandra,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
239,09_C_72_14,NLR_C_72_KODAVALUR,Anantabatlavarikandriga,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
240,09_C_72_14,NLR_C_72_KODAVALUR,Varini,6250,2,4.5,45,7.9,0.049,3.5,30,90,5.18,15.54,20.72,,,,,,,,,
241,09_C_72_14,NLR_C_72_KODAVALUR,Talamanchi,6250,2.5,6,45,10.2,0.064,3.5,30,90,6.72,20.17,26.89,,,,,,,,,
242,09_C_72_14,NLR_C_72_KODAVALUR,Damegunta,3750,1.5,3,45,5.5,0.021,3.5,30,90,2.18,6.55,8.73,,,,,,,,,
243,09_C_72_14,NLR_C_72_KODAVALUR,Basavaipalem,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
244,09_C_72_14,NLR_C_72_KODAVALUR,Venkannapuram,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
245,09_C_72_14,NLR_C_72_KODAVALUR,Gundalammapalem,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
246,09_C_72_14,NLR_C_72_KODAVALUR,Naidupalem,2500,2,4,45,7.4,0.018,3.5,30,90,1.94,5.82,7.76,,,,,,,,,
247,09_C_72_14,NLR_C_72_KODAVALUR,Bodduvaripalem,10000,2,4.5,45,7.9,0.079,3.5,30,90,8.29,24.87,33.16,,,,,,,,,
248,09_C_72_14,NLR_C_72_KODAVALUR,Gotlapalem,5250,3,6,45,11.1,0.058,3.5,30,90,6.11,18.34,24.46,,,,,,,,,
249,09_C_72_14,NLR_C_72_KODAVALUR,Kothavangallu,6250,3,6,45,11.1,0.069,3.5,30,90,7.28,21.84,29.11,,,,,,,,,
250,09_C_72_14,NLR_C_72_KODAVALUR,Gandavaram,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
251,09_C_72_14,NLR_C_72_KODAVALUR,Kodavalur,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
252,09_C_72_13,NLR_C_72_KOVUR,Kunalammapadu,,,,45,0,0,3.5,90,90,0,0,0,,,,,,,,,
253,09_C_72_13,NLR_C_72_KOVUR,Hasanapuram,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
254,09_C_72_13,NLR_C_72_KOVUR,Zuvvalaguntapalle,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
255,09_C_72_13,NLR_C_72_KOVUR,Srikolanu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
256,09_C_72_13,NLR_C_72_KOVUR,Thiruveedipadu,1000,2.5,6,45,10.2,0.01,3.5,30,90,1.08,3.23,4.3,,,,,,,,,
257,09_C_72_13,NLR_C_72_KOVUR,Parlapalli,5000,2,4.5,45,7.9,0.039,3.5,30,90,4.14,12.43,16.58,,,,,,,,,
258,09_C_72_13,NLR_C_72_KOVUR,Chowkicherla,5500,2,4.5,45,7.9,0.043,3.5,30,90,4.56,13.68,18.24,,,,,,,,,
259,09_C_72_13,NLR_C_72_KOVUR,Dampuru,5000,2,4.5,45,7.9,0.039,3.5,30,90,4.14,12.43,16.58,,,,,,,,,
260,09_C_72_13,NLR_C_72_KOVUR,Vavilla,3750,2,4.5,45,7.9,0.03,3.5,30,90,3.11,9.32,12.43,,,,,,,,,
261,09_C_72_13,NLR_C_72_KOVUR,Dandigunta,8750,2,4.5,45,7.9,0.069,3.5,30,90,7.25,21.76,29.01,,,,,,,,,
262,09_C_72_13,NLR_C_72_KOVUR,Utukur,5500,2,4.5,45,7.9,0.043,3.5,30,90,4.56,13.68,18.24,,,,,,,,,
263,09_C_72_13,NLR_C_72_KOVUR,Alaganipadu,3750,2,4.5,45,7.9,0.03,,,,0,0,0,,,,,,,,,
264,09_C_72_13,NLR_C_72_KOVUR,Vidavalur,6500,2,4.5,45,7.9,0.051,,,,0,0,0,,,,,,,,,
265,09_C_72_13,NLR_C_72_KOVUR,Mudivarti,7500,2,4.5,45,7.9,0.059,,,,0,0,0,,,,,,,,,
266,09_C_72_13,NLR_C_72_KOVUR,Allurpadu,,,,45,0,0,,,,0,0,0,,,,,,,,,
267,09_C_72_13,NLR_C_72_KOVUR,Ramannapalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
268,09_C_72_13,NLR_C_72_KOVUR,North rajupalem,,,,45,,,,,,,,,,,,,,,,,
269,09_C_72_13,NLR_C_72_KOVUR,Yellayapalem,5000,2,4,45,7.4,0.037,,,,0,0,0,,,,,,,,,
270,09_C_72_13,NLR_C_72_KOVUR,Maneguntapadu,3750,2,4,45,7.4,0.028,,,,0,0,0,,,,,,,,,
271,09_C_72_13,NLR_C_72_KOVUR,Munulapudi,1250,1,4,45,5.7,0.007,,,,0,0,0,,,,,,,,,
272,09_C_72_13,NLR_C_72_KOVUR,Vavveru,5000,1,4,45,5.7,0.028,,,,0,0,0,,,,,,,,,
273,09_C_72_13,NLR_C_72_KOVUR,Nagamambapuram,,,,45,0,0,,,,0,0,0,,,,,,,,,
274,09_C_72_13,NLR_C_72_KOVUR,Rebala,3500,1,4,45,5.7,0.02,,,,0,0,0,,,,,,,,,
275,09_C_72_13,NLR_C_72_KOVUR,Iskapalem,5000,1,4,45,5.7,0.028,,,,0,0,0,,,,,,,,,
276,09_C_72_13,NLR_C_72_KOVUR,Chellayapalem,6250,1,4,45,5.7,0.036,,,,0,0,0,,,,,,,,,
277,09_C_72_13,NLR_C_72_KOVUR,Kavetipalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
278,09_C_72_13,NLR_C_72_KOVUR,Panchedu,6250,4,6,45,12.8,0.08,,,,0,0,0,,,,,,,,,
279,09_C_72_13,NLR_C_72_KOVUR,Minagallu,2500,4,6,45,12.8,0.032,,,,0,0,0,,,,,,,,,
280,09_C_72_13,NLR_C_72_KOVUR,Jonnawada,,,,45,0,0,,,,0,0,0,,,,,,,,,
281,09_C_72_13,NLR_C_72_KOVUR,Penuballe,2500,2,4,45,7.4,0.018,,,,0,0,0,,,,,,,,,
282,09_C_72_13,NLR_C_72_KOVUR,Kalayakagolu,,,,45,0,0,,,,0,0,0,,,,,,,,,
283,09_C_72_13,NLR_C_72_KOVUR,Srirangarajapuram,,,,45,0,0,,,,0,0,0,,,,,,,,,
284,09_C_72_13,NLR_C_72_KOVUR,Damaramadugu,,,,45,0,0,,,,0,0,0,,,,,,,,,
285,09_C_72_13,NLR_C_72_KOVUR,Korimerla kandriga,,,,45,0,0,,,,0,0,0,,,,,,,,,
286,09_C_72_13,NLR_C_72_KOVUR,Talupurupadu,,,,45,0,0,,,,0,0,0,,,,,,,,,
287,09_C_72_13,NLR_C_72_KOVUR,Chennavarappadu,1750,3,8,45,13.1,0.023,,,,0,0,0,,,,,,,,,
288,09_C_72_13,NLR_C_72_KOVUR,Marripadu,5000,3,9,45,14.1,0.07,,,,0,0,0,,,,,,,,,
289,09_C_72_13,NLR_C_72_KOVUR,Jangala khandrika,,,,45,0,0,,,,0,0,0,,,,,,,,,
290,09_C_72_13,NLR_C_72_KOVUR,Kaligirikonduru,,,,45,0,0,,,,0,0,0,,,,,,,,,
291,09_C_72_13,NLR_C_72_KOVUR,Vangallu,,,,45,0,0,,,,0,0,0,,,,,,,,,
292,09_C_72_13,NLR_C_72_KOVUR,Tarunavai,4000,3,9,45,14.1,0.056,,,,0,0,0,,,,,,,,,
293,09_C_72_13,NLR_C_72_KOVUR,Sangam,500,3,9,45,14.1,0.007,,,,0,0,0,,,,,,,,,
294,09_C_72_13,NLR_C_72_KOVUR,Korimerla,,,,45,0,0,,,,0,0,0,,,,,,,,,
295,09_C_72_13,NLR_C_72_KOVUR,Padamatipalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
296,09_C_72_13,NLR_C_72_KOVUR,Duvvuru,,,,45,0,0,,,,0,0,0,,,,,,,,,
297,09_C_72_13,NLR_C_72_KOVUR,Makthapuram,,,,45,0,0,,,,0,0,0,,,,,,,,,
298,09_C_72_13,NLR_C_72_KOVUR,Annareddipalem,5000,1,4.5,45,6.2,0.031,,,,0,0,0,,,,,,,,,
299,09_C_72_13,NLR_C_72_KOVUR,Patur,4000,2.5,5.5,45,9.7,0.039,,,,0,0,0,,,,,,,,,
300,09_C_72_13,NLR_C_72_KOVUR,Gangavaram,,,,45,0,0,,,,0,0,0,,,,,,,,,
301,09_C_72_13,NLR_C_72_KOVUR,Pothireddipalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
302,09_C_72_13,NLR_C_72_KOVUR,Padugupadu,5000,2.5,5.5,45,9.7,0.049,,,,0,0,0,,,,,,,,,
303,09_C_72_13,NLR_C_72_KOVUR,Kovur,11250,2.5,5.5,45,9.7,0.11,,,,0,0,0,,,,,,,,,
304,09_C_72_13,NLR_C_72_KOVUR,Modegunta,,,,45,0,0,,,,0,0,0,,,,,,,,,
305,09_C_72_13,NLR_C_72_KOVUR,Veguru,11250,1.5,5.5,45,8,0.091,,,,0,0,0,,,,,,,,,
306,09_C_72_13,NLR_C_72_KOVUR,Leguntapadu,1250,1,4,45,5.7,0.007,,,,0,0,0,,,,,,,,,
307,09_C_72_13,NLR_C_72_KOVUR,Inamadugu,11250,1.5,4.5,45,7,0.079,,,,0,0,0,,,,,,,,,
308,09_C_72_13,NLR_C_72_KOVUR,Cherlopalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
309,09_C_72_19,NLR_C_72_NELLORE,Ayyavaripalem,,,,45,0,0,3.5,90,90,0,0,0,,,,,,,,,
310,09_C_72_19,NLR_C_72_NELLORE,Toderu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
311,09_C_72_19,NLR_C_72_NELLORE,Marupuru,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
312,09_C_72_19,NLR_C_72_NELLORE,Kandamur,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
313,09_C_72_19,NLR_C_72_NELLORE,Sajjapuram,3250,2,6,45,9.4,0.031,3.5,30,90,3.21,9.62,12.82,,,,,,,,,
314,09_C_72_19,NLR_C_72_NELLORE,Vellanti,1500,2,6,45,9.4,0.014,3.5,30,90,1.48,4.44,5.92,,,,,,,,,
315,09_C_72_19,NLR_C_72_NELLORE,Mulumudi,3750,2,6,45,9.4,0.035,3.5,30,90,3.7,11.1,14.8,,,,,,,,,
316,09_C_72_19,NLR_C_72_NELLORE,Devarapalem,2250,2,6,45,9.4,0.021,3.5,30,90,2.22,6.66,8.88,,,,,,,,,
317,09_C_72_19,NLR_C_72_NELLORE,Pottepalem,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
318,09_C_72_19,NLR_C_72_NELLORE,Nellore rural,1250,2.5,6,45,10.2,0.013,3.5,30,90,1.34,4.03,5.38,,,,,,,,,
319,09_C_72_19,NLR_C_72_NELLORE,Nellore urban,5000,2.5,6,45,10.2,0.051,3.5,30,90,5.38,16.13,21.51,,,,,,,,,
320,09_C_72_19,NLR_C_72_NELLORE,Allipuram,5000,2,3,45,6.4,0.032,3.5,30,90,3.36,10.07,13.43,,,,,,,,,
321,09_C_72_19,NLR_C_72_NELLORE,Gudipallipadu,1250,2,2,45,5.4,0.007,3.5,30,90,0.71,2.12,2.83,,,,,,,,,
322,09_C_72_19,NLR_C_72_NELLORE,Pedacherukuru,3750,2,3,45,6.4,0.024,3.5,30,90,2.52,7.55,10.07,,,,,,,,,
323,09_C_72_19,NLR_C_72_NELLORE,Chintareddipalem,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
324,09_C_72_19,NLR_C_72_NELLORE,Kondayapalem-Nellore urban,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
325,09_C_72_19,NLR_C_72_NELLORE,Padarupalli-Nellore urban,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
326,09_C_72_19,NLR_C_72_NELLORE,Vedayapalem-Nellore urban,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
327,09_C_72_19,NLR_C_72_NELLORE,Ambapuram,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
328,09_C_72_19,NLR_C_72_NELLORE,Vogurupadu,1500,2.5,6.5,45,10.7,0.016,3.5,30,90,1.69,5.08,6.77,,,,,,,,,
329,09_C_72_19,NLR_C_72_NELLORE,Akkacheruvupadu,1500,2.5,6.5,45,10.7,0.016,3.5,30,90,1.69,5.08,6.77,,,,,,,,,
330,09_C_72_19,NLR_C_72_NELLORE,Mannavarappadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
331,09_C_72_19,NLR_C_72_NELLORE,Mogallapalem,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
332,09_C_72_19,NLR_C_72_NELLORE,South Mopuru,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
333,09_C_72_19,NLR_C_72_NELLORE,Upputuru,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
334,09_C_72_19,NLR_C_72_NELLORE,Bujabujanellore,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
335,09_C_72_19,NLR_C_72_NELLORE,Pallepadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
336,09_C_72_19,NLR_C_72_NELLORE,Leburu-I,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
337,09_C_72_19,NLR_C_72_NELLORE,Nidumusali,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
338,09_C_72_19,NLR_C_72_NELLORE,Mudivartipalem,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
339,09_C_72_19,NLR_C_72_NELLORE,Kuditipalem,1500,2.5,6.5,45,10.7,0.016,3.5,30,90,1.69,5.08,6.77,,,,,,,,,
340,09_C_72_19,NLR_C_72_NELLORE,Gangapatnam,1500,2.5,6.5,45,10.7,0.016,3.5,30,90,1.69,5.08,6.77,,,,,,,,,
341,09_C_72_19,NLR_C_72_NELLORE,Mypadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
342,09_C_72_19,NLR_C_72_NELLORE,Somarajupalli,3500,2,3.5,45,6.9,0.024,3.5,30,90,2.53,7.6,10.13,,,,,,,,,
343,09_C_72_19,NLR_C_72_NELLORE,Komarika,3750,2,6,45,9.4,0.035,3.5,30,90,3.7,11.1,14.8,,,,,,,,,
344,09_C_72_19,NLR_C_72_NELLORE,Punnur,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
345,09_C_72_19,NLR_C_72_NELLORE,Leburu-II,3750,3,10,45,15.1,0.057,3.5,30,90,5.94,17.83,23.77,,,,,,,,,
346,09_C_72_19,NLR_C_72_NELLORE,Indukurupeta - II,5000,3,6,45,11.1,0.055,3.5,30,90,5.82,17.47,23.29,,,,,,,,,
347,09_C_72_19,NLR_C_72_NELLORE,Indukurupeta 1,5000,2,3,45,6.4,0.032,3.5,30,90,3.36,10.07,13.43,,,,,,,,,
348,09_C_72_19,NLR_C_72_NELLORE,Jangamvani Doruvu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
349,09_C_72_19,NLR_C_72_NELLORE,Pogadadoruvu kandriga,1250,1.5,2.5,45,5,0.006,3.5,30,90,0.66,1.99,2.65,,,,,,,,,
350,09_C_72_19,NLR_C_72_NELLORE,Koruturu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
351,09_C_72_19,NLR_C_72_NELLORE,Narukuru,1250,2,4,45,7.4,0.009,3.5,30,90,0.97,2.91,3.88,,,,,,,,,
352,09_C_72_19,NLR_C_72_NELLORE,Peduru,10000,2,4.5,45,7.9,0.079,3.5,30,90,8.29,24.87,33.16,,,,,,,,,
353,09_C_72_19,NLR_C_72_NELLORE,Mungaladoruvu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
354,09_C_72_19,NLR_C_72_NELLORE,South Amlur,7500,1.5,3.5,45,6,0.045,3.5,30,90,4.76,14.28,19.04,,,,,,,,,
355,09_C_72_19,NLR_C_72_NELLORE,Vilukanipalle,1250,1.5,3,45,5.5,0.007,3.5,30,90,0.73,2.18,2.91,,,,,,,,,
356,09_C_72_19,NLR_C_72_NELLORE,Potlapudi,3750,1.5,3.5,45,6,0.023,3.5,30,90,2.38,7.14,9.52,,,,,,,,,
357,09_C_72_19,NLR_C_72_NELLORE,Kottapalem,5000,1.5,3,45,5.5,0.028,3.5,30,90,2.91,8.73,11.65,,,,,,,,,
358,09_C_72_19,NLR_C_72_NELLORE,Venkannapalem,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
359,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Gollapalle,4250,3,6,45,11.1,0.047,3.5,90,90,14.85,14.85,29.7,,,,,,,,,
360,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Perumallapadu,7250,2.5,6,45,10.2,0.074,3.5,30,90,7.8,23.39,31.19,,,,,,,,,
361,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Pelleru,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
362,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Mamuduru,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
363,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Pathapadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
364,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Paderu,1250,2,4,45,7.4,0.009,3.5,30,90,0.97,2.91,3.88,,,,,,,,,
365,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Vavileru,3000,2,3,45,6.4,0.019,3.5,30,90,2.01,6.04,8.06,,,,,,,,,
366,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Yeturu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
367,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Chittalur,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
368,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Bogasamudram,1000,2.5,5,45,9.2,0.009,3.5,30,90,0.97,2.91,3.88,,,,,,,,,
369,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Bathulapalle,3000,2.5,6,45,10.2,0.031,3.5,30,90,3.23,9.68,12.91,,,,,,,,,
370,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Surayapalem,1500,2.5,6,45,10.2,0.015,3.5,30,90,1.61,4.84,6.45,,,,,,,,,
371,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,viroor,3250,1.5,3,45,5.5,0.018,3.5,30,90,1.89,5.68,7.57,,,,,,,,,
372,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Nedurupalli,5000,2,5,45,8.4,0.042,3.5,30,90,4.41,13.22,17.63,,,,,,,,,
373,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Velikantipalem,2500,1.5,3,45,5.5,0.014,3.5,30,90,1.46,4.37,5.82,,,,,,,,,
374,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Nallapalem,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
375,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Tatiparti,3000,1.5,3,45,5.5,0.017,3.5,30,90,1.75,5.24,6.99,,,,,,,,,
376,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Mohammadapuram,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
377,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Battlapallipadu,7000,1.5,3,45,5.5,0.039,3.5,30,90,4.08,12.23,16.3,,,,,,,,,
378,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Prabhugiripatnam,8500,3,7,45,12.1,0.103,3.5,30,90,10.79,32.37,43.17,,,,,,,,,
379,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Navur,3250,2,5.5,45,8.9,0.029,3.5,30,90,3.04,9.11,12.14,,,,,,,,,
380,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Althurti,500,1.2,3,45,5,0.003,3.5,30,90,0.26,0.79,1.06,,,,,,,,,
381,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Ravilla Yeruguntapalem,1000,1.2,3,45,5,0.005,3.5,30,90,0.53,1.59,2.12,,,,,,,,,
382,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Kanuparti,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
383,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Nandivai,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
384,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Gollakandukur,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
