S.No,Watershed code,Watershed Name, Village Name,Length ,Design depth of flow,Bed width,Side Slopes,WettedPerimeter,Wetted area,Canal seepage factor, No.of operating days of canal,, Recharge from canal (ha.m),,Annual Recharge,,,,,,,,,
,,,,mts,mts,mts,( degrees ),mts,( m.sq mts.),( ha.m/d/m.sq.m ),Monsoon ,N-Monsoon,Monsoon ,Non-Monsoon,( ha.m ),,,,,,,,,
385,09_C_75_45,NLR_C_75_IRKAM,Venadu,,,,45,0,0,3.5,90,90,0,0,0,,,,,,,,,
386,09_C_75_45,NLR_C_75_IRKAM,Irkam,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
387,09_C_75_45,NLR_C_75_IRKAM,Pulicat lake,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
388,09_C_75_44,NLR_C_75_SHAR,Karikadu,,,,45,0,0,3.5,90,90,0,0,0,,,,,,,,,
389,09_C_75_44,NLR_C_75_SHAR,Damarayakandriga,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
390,09_C_75_44,NLR_C_75_SHAR,Velukaadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
391,09_C_75_44,NLR_C_75_SHAR,Atakani Tippa,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
392,09_C_75_44,NLR_C_75_SHAR,Koridi,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
393,09_C_75_44,NLR_C_75_SHAR,Damaraya,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
394,09_C_75_44,NLR_C_75_SHAR,Kadapatra,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
395,09_C_75_44,NLR_C_75_SHAR,Pantrangam,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
396,09_C_75_44,NLR_C_75_SHAR,Shar Project,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
397,09_C_75_44,NLR_C_75_SHAR,Pulicat lake,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
398,09_C_73_21,NLR_C_73_DEGAPUDI,Nernur,,,,45,0,0,3.5,90,90,0,0,0,,,,,,,,,
399,09_C_73_21,NLR_C_73_DEGAPUDI,Thanamcherla,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
400,09_C_73_21,NLR_C_73_DEGAPUDI,Thokapalem,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
401,09_C_73_21,NLR_C_73_DEGAPUDI,Kambhalapalle,100,2,5,45,8.4,0.001,3.5,30,90,0.09,0.26,0.35,,,,,,,,,
402,09_C_73_21,NLR_C_73_DEGAPUDI,Adurupalle,100,2,5,45,8.4,0.001,3.5,30,90,0.09,0.26,0.35,,,,,,,,,
403,09_C_73_21,NLR_C_73_DEGAPUDI,Sanayapalem,100,1,5,45,6.7,0.001,3.5,30,90,0.07,0.21,0.28,,,,,,,,,
404,09_C_73_21,NLR_C_73_DEGAPUDI,Thatipalle,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
405,09_C_73_21,NLR_C_73_DEGAPUDI,Nayanipalle,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
406,09_C_73_21,NLR_C_73_DEGAPUDI,Sankurathiripalle,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
407,09_C_73_21,NLR_C_73_DEGAPUDI,Vepinapi Akkamambapuram,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
408,09_C_73_21,NLR_C_73_DEGAPUDI,Tumaya,0,0,0,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
409,09_C_73_21,NLR_C_73_DEGAPUDI,Gilakapadu,,,,45,0,0,,,,0,0,0,,,,,,,,,
410,09_C_73_21,NLR_C_73_DEGAPUDI,Gandurupalli,,,,45,0,0,,,,0,0,0,,,,,,,,,
411,09_C_73_21,NLR_C_73_DEGAPUDI,Chuttupalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
412,09_C_73_21,NLR_C_73_DEGAPUDI,M.Venkatapuram,,,,45,0,0,,,,0,0,0,,,,,,,,,
413,09_C_73_21,NLR_C_73_DEGAPUDI,Gonu narasayapalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
414,09_C_73_21,NLR_C_73_DEGAPUDI,Veerayapalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
415,09_C_73_21,NLR_C_73_DEGAPUDI,Podalakur,,,,45,0,0,,,,0,0,0,,,,,,,,,
416,09_C_73_21,NLR_C_73_DEGAPUDI,Guravayapalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
417,09_C_73_21,NLR_C_73_DEGAPUDI,Mogalluru,,,,45,0,0,,,,0,0,0,,,,,,,,,
418,09_C_73_21,NLR_C_73_DEGAPUDI,Ankupalle,,,,45,0,0,,,,0,0,0,,,,,,,,,
419,09_C_73_21,NLR_C_73_DEGAPUDI,Pulikallu,,,,45,0,0,,,,0,0,0,,,,,,,,,
420,09_C_73_21,NLR_C_73_DEGAPUDI,Vavintparti,,,,45,0,0,,,,0,0,0,,,,,,,,,
421,09_C_73_21,NLR_C_73_DEGAPUDI,Utchapalli,,,,45,0,0,,,,0,0,0,,,,,,,,,
422,09_C_73_21,NLR_C_73_DEGAPUDI,Duggunta Rajupalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
423,09_C_73_21,NLR_C_73_DEGAPUDI,Inukurthy,,,,45,0,0,,,,0,0,0,,,,,,,,,
424,09_C_73_21,NLR_C_73_DEGAPUDI,Marripalle Gopasamudram,,,,45,0,0,,,,0,0,0,,,,,,,,,
425,09_C_73_21,NLR_C_73_DEGAPUDI,Degapudi,,,,45,0,0,,,,0,0,0,,,,,,,,,
426,09_C_73_21,NLR_C_73_DEGAPUDI,Degapudirajupalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
427,09_C_73_21,NLR_C_73_DEGAPUDI,Duggunta,,,,45,0,0,,,,0,0,0,,,,,,,,,
428,09_C_73_21,NLR_C_73_DEGAPUDI,Utlapalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
429,09_C_73_21,NLR_C_73_DEGAPUDI,Munagapadu,,,,45,0,0,,,,0,0,0,,,,,,,,,
430,09_C_73_21,NLR_C_73_DEGAPUDI,Perumallapadu,,,,45,0,0,,,,0,0,0,,,,,,,,,
431,09_C_73_21,NLR_C_73_DEGAPUDI,Malichedu,,,,45,0,0,,,,0,0,0,,,,,,,,,
432,09_C_73_21,NLR_C_73_DEGAPUDI,Kalichedu,,,,45,0,0,,,,0,0,0,,,,,,,,,
433,09_C_73_21,NLR_C_73_DEGAPUDI,Devaravemuru,,,,45,0,0,,,,0,0,0,,,,,,,,,
434,09_C_73_21,NLR_C_73_DEGAPUDI,Turimerla,,,,45,0,0,,,,0,0,0,,,,,,,,,
435,09_C_73_21,NLR_C_73_DEGAPUDI,Orupalle,,,,45,0,0,,,,0,0,0,,,,,,,,,
436,09_C_73_21,NLR_C_73_DEGAPUDI,Tocham,,,,45,0,0,,,,0,0,0,,,,,,,,,
437,09_C_73_21,NLR_C_73_DEGAPUDI,Krishnareddipalle,,,,45,0,0,,,,0,0,0,,,,,,,,,
438,09_C_73_21,NLR_C_73_DEGAPUDI,Timmanaramapuram,,,,45,0,0,,,,0,0,0,,,,,,,,,
439,09_C_73_21,NLR_C_73_DEGAPUDI,Komatigunta rajupalem,,,,45,0,0,,,,0,0,0,,,,,,,,,
440,09_C_73_21,NLR_C_73_DEGAPUDI,Gulimcherla,,,,45,0,0,,,,0,0,0,,,,,,,,,
441,09_C_73_21,NLR_C_73_DEGAPUDI,Chaganam,,,,45,0,0,,,,0,0,0,,,,,,,,,
442,09_C_73_21,NLR_C_73_DEGAPUDI,Jaflapuram,,,,45,0,0,,,,0,0,0,,,,,,,,,
443,09_C_73_21,NLR_C_73_DEGAPUDI,Jogipalle,,,,45,0,0,,,,0,0,0,,,,,,,,,
444,09_C_73_21,NLR_C_73_DEGAPUDI,Utukur,,,,45,0,0,,,,0,0,0,,,,,,,,,
445,09_C_73_21,NLR_C_73_DEGAPUDI,Pokkandala,,,,45,0,0,,,,0,0,0,,,,,,,,,
446,09_C_73_21,NLR_C_73_DEGAPUDI,Griddalur,,,,45,0,0,,,,0,0,0,,,,,,,,,
447,09_C_73_22,NLR_C_73_KASUMUR,Chatagotla,,,,45,0,0,3.5,90,90,0,0,0,,,,,,,,,
448,09_C_73_22,NLR_C_73_KASUMUR,Parlapalle,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
449,09_C_73_22,NLR_C_73_KASUMUR,Biradavolu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
450,09_C_73_22,NLR_C_73_KASUMUR,Mattempadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
451,09_C_73_22,NLR_C_73_KASUMUR,Amancherla,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
452,09_C_73_22,NLR_C_73_KASUMUR,Dontali,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
453,09_C_73_22,NLR_C_73_KASUMUR,Palicherlapadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
454,09_C_73_22,NLR_C_73_KASUMUR,Kuricherlapadu,4000,2,4,45,7.4,0.03,3.5,30,90,3.11,9.32,12.42,,,,,,,,,
455,09_C_73_22,NLR_C_73_KASUMUR,Kasumuru,9750,2,6,45,9.4,0.092,3.5,30,90,9.62,28.85,38.47,,,,,,,,,
456,09_C_73_22,NLR_C_73_KASUMUR,Kandalapadu,1750,2,6,45,9.4,0.016,3.5,30,90,1.73,5.18,6.9,,,,,,,,,
457,09_C_73_22,NLR_C_73_KASUMUR,Kanupuru bit I,1000,2,6,45,9.4,0.009,3.5,30,90,0.99,2.96,3.95,,,,,,,,,
458,09_C_73_22,NLR_C_73_KASUMUR,Kanupuru bit II,4250,2,6,45,9.4,0.04,3.5,30,90,4.19,12.58,16.77,,,,,,,,,
459,09_C_73_22,NLR_C_73_KASUMUR,Idimepalli,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
460,09_C_73_22,NLR_C_73_KASUMUR,Survepalli bit-II,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
461,09_C_73_22,NLR_C_73_KASUMUR,Edagali,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
462,09_C_73_22,NLR_C_73_KASUMUR,Vadlapudi,6750,2.5,6,45,10.2,0.069,3.5,30,90,7.26,21.78,29.04,,,,,,,,,
463,09_C_73_22,NLR_C_73_KASUMUR,Akkampeta,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
464,09_C_73_22,NLR_C_73_KASUMUR,Cherukumudi,1250,1.5,3,45,5.5,0.007,3.5,30,90,0.73,2.18,2.91,,,,,,,,,
465,09_C_73_22,NLR_C_73_KASUMUR,Muddumudi,1000,2,4,45,7.4,0.007,3.5,30,90,0.78,2.33,3.11,,,,,,,,,
466,09_C_73_22,NLR_C_73_KASUMUR,Anupallipadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
467,09_C_73_22,NLR_C_73_KASUMUR,Gurivendapudi,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
468,09_C_73_22,NLR_C_73_KASUMUR,Bandepalle,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
469,09_C_73_22,NLR_C_73_KASUMUR,Parlapadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
470,09_C_73_22,NLR_C_73_KASUMUR,Kuditipalle,1750,1.5,3,45,5.5,0.01,3.5,30,90,1.02,3.06,4.08,,,,,,,,,
471,09_C_73_22,NLR_C_73_KASUMUR,Kagitalapur,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
472,09_C_73_22,NLR_C_73_KASUMUR,Manubolu,1250,1.5,3,45,5.5,0.007,3.5,30,90,0.73,2.18,2.91,,,,,,,,,
473,09_C_73_22,NLR_C_73_KASUMUR,Piduru,750,1.5,3,45,5.5,0.004,3.5,30,90,0.44,1.31,1.75,,,,,,,,,
474,09_C_73_22,NLR_C_73_KASUMUR,Kolanukuduru,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
475,09_C_73_22,NLR_C_73_KASUMUR,Pidurupalem,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
476,09_C_73_22,NLR_C_73_KASUMUR,Venkannapalem,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
477,09_C_73_22,NLR_C_73_KASUMUR,Baddevolu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
478,09_C_73_22,NLR_C_73_KASUMUR,Kattuvapalle,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
479,09_C_73_23,NLR_C_73_MUTTUKUR,Vaviletipadu,2500,2.5,6,45,10.2,0.026,3.5,90,90,8.07,8.07,16.13,,,,,,,,,
480,09_C_73_23,NLR_C_73_MUTTUKUR,Gundlapalem,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
481,09_C_73_23,NLR_C_73_MUTTUKUR,Kallurupalli,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
482,09_C_73_23,NLR_C_73_MUTTUKUR,Kanupartipadu,5000,2.5,6,45,10.2,0.051,3.5,30,90,5.38,16.13,21.51,,,,,,,,,
483,09_C_73_23,NLR_C_73_MUTTUKUR,Kakupalli-1,3750,2.5,6,45,10.2,0.038,3.5,30,90,4.03,12.1,16.13,,,,,,,,,
484,09_C_73_23,NLR_C_73_MUTTUKUR,Kakupalli-II,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
485,09_C_73_23,NLR_C_73_MUTTUKUR,Penubarti,3750,2.5,6,45,10.2,0.038,3.5,30,90,4.03,12.1,16.13,,,,,,,,,
486,09_C_73_23,NLR_C_73_MUTTUKUR,China Cherukur,6250,1.5,3,45,5.5,0.035,3.5,30,90,3.64,10.92,14.56,,,,,,,,,
487,09_C_73_23,NLR_C_73_MUTTUKUR,Koduru I,3750,1.5,3,45,5.5,0.021,3.5,30,90,2.18,6.55,8.73,,,,,,,,,
488,09_C_73_23,NLR_C_73_MUTTUKUR,Koduru-II,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
489,09_C_73_23,NLR_C_73_MUTTUKUR,Koduru Khandriga,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
490,09_C_73_23,NLR_C_73_MUTTUKUR,Eduru  II,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
491,09_C_73_23,NLR_C_73_MUTTUKUR,Eduru I,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
492,09_C_73_23,NLR_C_73_MUTTUKUR,Totapalli,3750,1.5,3,45,5.5,0.021,3.5,30,90,2.18,6.55,8.73,,,,,,,,,
493,09_C_73_23,NLR_C_73_MUTTUKUR,T.P.Gudur  II,5000,1.5,3,45,5.5,0.028,3.5,30,90,2.91,8.73,11.65,,,,,,,,,
494,09_C_73_23,NLR_C_73_MUTTUKUR,Varigonda,10000,1.5,3,45,5.5,0.055,3.5,30,90,5.82,17.47,23.29,,,,,,,,,
495,09_C_73_23,NLR_C_73_MUTTUKUR,T.P.Gudur I,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
496,09_C_73_23,NLR_C_73_MUTTUKUR,Anantapuram,1250,1.5,3,45,5.5,0.007,3.5,30,90,0.73,2.18,2.91,,,,,,,,,
497,09_C_73_23,NLR_C_73_MUTTUKUR,Sivaramapuram,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
498,09_C_73_23,NLR_C_73_MUTTUKUR,Brahmadevam,5000,2,5.5,45,8.9,0.044,3.5,30,90,4.67,14.01,18.68,,,,,,,,,
499,09_C_73_23,NLR_C_73_MUTTUKUR,Pidatapoluru,6250,1.5,4,45,6.5,0.041,3.5,30,90,4.3,12.89,17.18,,,,,,,,,
500,09_C_73_23,NLR_C_73_MUTTUKUR,Amudalapadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
501,09_C_73_23,NLR_C_73_MUTTUKUR,Pynaapuram,2500,1.5,4,45,6.5,0.016,3.5,30,90,1.72,5.15,6.87,,,,,,,,,
502,09_C_73_23,NLR_C_73_MUTTUKUR,Nelaturu,1250,1,4,45,5.7,0.007,3.5,30,90,0.75,2.24,2.99,,,,,,,,,
503,09_C_73_23,NLR_C_73_MUTTUKUR,Mamidipudi,5000,1,3,45,4.7,0.023,3.5,30,90,2.47,7.4,9.86,,,,,,,,,
504,09_C_73_23,NLR_C_73_MUTTUKUR,Valluruvari kandriga,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
505,09_C_73_23,NLR_C_73_MUTTUKUR,Valluru,5000,1,3.5,45,5.2,0.026,3.5,30,90,2.73,8.19,10.91,,,,,,,,,
506,09_C_73_23,NLR_C_73_MUTTUKUR,Survepalli bit-5,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
507,09_C_73_23,NLR_C_73_MUTTUKUR,Epuru bit 1A,2500,1,3,45,4.7,0.012,3.5,30,90,1.23,3.7,4.93,,,,,,,,,
508,09_C_73_23,NLR_C_73_MUTTUKUR,Narikellapalli,4000,1,3,45,4.7,0.019,3.5,30,90,1.97,5.92,7.89,,,,,,,,,
509,09_C_73_23,NLR_C_73_MUTTUKUR,Molluru,1250,1,3,45,4.7,0.006,3.5,30,90,0.62,1.85,2.47,,,,,,,,,
510,09_C_73_23,NLR_C_73_MUTTUKUR,Muttukur,3250,2,5,45,8.4,0.027,3.5,30,90,2.86,8.59,11.46,,,,,,,,,
511,09_C_73_23,NLR_C_73_MUTTUKUR,Krishnapatnam,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
512,09_C_73_23,NLR_C_73_MUTTUKUR,Epuru bit 1B,250,1.5,3,45,5.5,0.001,3.5,30,90,0.15,0.44,0.58,,,,,,,,,
513,09_C_73_23,NLR_C_73_MUTTUKUR,Kumkumpudi,6000,2.5,6,45,10.2,0.061,3.5,30,90,6.45,19.36,25.81,,,,,,,,,
514,09_C_73_23,NLR_C_73_MUTTUKUR,Kakutur,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
515,09_C_73_23,NLR_C_73_MUTTUKUR,Kantepalli,6250,2,5,45,8.4,0.052,3.5,30,90,5.51,16.53,22.03,,,,,,,,,
516,09_C_73_23,NLR_C_73_MUTTUKUR,Nagulavaram,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
517,09_C_73_23,NLR_C_73_MUTTUKUR,Anikepalli,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
518,09_C_73_23,NLR_C_73_MUTTUKUR,Survepalli - I,3750,2,6,45,9.4,0.035,3.5,30,90,3.7,11.1,14.8,,,,,,,,,
519,09_C_73_23,NLR_C_73_MUTTUKUR,Survepalli - III,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
520,09_C_73_23,NLR_C_73_MUTTUKUR,Survepalli- IV,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
521,09_C_73_23,NLR_C_73_MUTTUKUR,Punjulurupadu,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
522,09_C_73_23,NLR_C_73_MUTTUKUR,Epuru bit II,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
523,09_C_73_23,NLR_C_73_MUTTUKUR,Pudiparti,,,,45,0,0,3.5,30,90,0,0,0,,,,,,,,,
,,,,,,,,,,Total,,,25000,,,,52.06,0.21,,,,27.33,65.87,93.2
