,,,,CA,NCA,PQA,
,,,,Industrial,Industrial,Industrial,
Sr.no,Watershed code,GW watershed name,village name,Industrial Wells,Industrial Wells,Industrial Wells,Total 
350,09_C_72_19,NLR_C_72_NELLORE,Mudivartipalem,,,,0
351,09_C_72_19,NLR_C_72_NELLORE,Kuditipalem,,,,0
352,09_C_72_19,NLR_C_72_NELLORE,Gangapatnam,,,,0
353,09_C_72_19,NLR_C_72_NELLORE,Mypadu,,,,0
354,09_C_72_19,NLR_C_72_NELLORE,Somarajupalli,,,,0
355,09_C_72_19,NLR_C_72_NELLORE,Komarika,,,,0
356,09_C_72_19,NLR_C_72_NELLORE,Punnur,,,,0
357,09_C_72_19,NLR_C_72_NELLORE,Leburu-II,,,,0
358,09_C_72_19,NLR_C_72_NELLORE,Indukurupeta - II,,,,0
359,09_C_72_19,NLR_C_72_NELLORE,Indukurupeta 1,,,,0
360,09_C_72_19,NLR_C_72_NELLORE,Jangamvani Doruvu,,,,0
361,09_C_72_19,NLR_C_72_NELLORE,Pogadadoruvu kandriga,,,,0
362,09_C_72_19,NLR_C_72_NELLORE,Koruturu,,,,0
363,09_C_72_19,NLR_C_72_NELLORE,Narukuru,,,,0
364,09_C_72_19,NLR_C_72_NELLORE,Peduru,,,,0
365,09_C_72_19,NLR_C_72_NELLORE,Mungaladoruvu,,,,0
366,09_C_72_19,NLR_C_72_NELLORE,South Amlur,,,,0
367,09_C_72_19,NLR_C_72_NELLORE,Vilukanipalle,,,,0
368,09_C_72_19,NLR_C_72_NELLORE,Potlapudi,,,,0
369,09_C_72_19,NLR_C_72_NELLORE,Kottapalem,,,,0
370,09_C_72_19,NLR_C_72_NELLORE,Venkannapalem,,,,0
371,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Gollapalle,,,,0
372,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Perumallapadu,,,,0
373,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Pelleru,,,,0
374,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Mamuduru,,,,0
375,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Pathapadu,,,,0
376,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Paderu,,,,0
377,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Vavileru,,,,0
378,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Yeturu,,,,0
379,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Chittalur,,,,0
380,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Bogasamudram,,,,0
381,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Bathulapalle,,,,0
382,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Surayapalem,,,,0
383,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,viroor,,,,0
384,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Nedurupalli,,,,0
385,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Velikantipalem,,,,0
386,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Nallapalem,,,,0
387,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Tatiparti,,,,0
388,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Mohammadapuram,,,,0
389,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Battlapallipadu,,,,0
390,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Prabhugiripatnam,,,,0
391,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Navur,,,,0
392,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Althurti,,,,0
393,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Ravilla Yeruguntapalem,,,,0
394,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Kanuparti,,,,0
395,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Nandivai,,,,0
396,09_C_72_18,NLR_C_72_PRABHUGIRIPATNAM,Gollakandukur,,,,0
397,09_C_75_45,NLR_C_75_IRKAM,Venadu,,,,0
398,09_C_75_45,NLR_C_75_IRKAM,Irkam,,,,0
399,09_C_75_45,NLR_C_75_IRKAM,Pulicat lake,,,,0
400,09_C_75_44,NLR_C_75_SHAR,Karikadu,,,,0
401,09_C_75_44,NLR_C_75_SHAR,Damarayakandriga,,,,0
402,09_C_75_44,NLR_C_75_SHAR,Velukaadu,,,,0
403,09_C_75_44,NLR_C_75_SHAR,Atakani Tippa,,,,0
404,09_C_75_44,NLR_C_75_SHAR,Koridi,,,,0
405,09_C_75_44,NLR_C_75_SHAR,Damaraya,,,,0
406,09_C_75_44,NLR_C_75_SHAR,Kadapatra,,,,0
407,09_C_75_44,NLR_C_75_SHAR,Pantrangam,,,,0
408,09_C_75_44,NLR_C_75_SHAR,Shar Project,,,,0
409,09_C_75_44,NLR_C_75_SHAR,Pulicat lake,,,,0
410,09_C_73_21,NLR_C_73_DEGAPUDI,Nernur,,,,0
411,09_C_73_21,NLR_C_73_DEGAPUDI,Thanamcherla,,,,0
412,09_C_73_21,NLR_C_73_DEGAPUDI,Thokapalem,,,,0
413,09_C_73_21,NLR_C_73_DEGAPUDI,Kambhalapalle,,,,0
414,09_C_73_21,NLR_C_73_DEGAPUDI,Adurupalle,,,,0
415,09_C_73_21,NLR_C_73_DEGAPUDI,Sanayapalem,,,,0
416,09_C_73_21,NLR_C_73_DEGAPUDI,Thatipalle,,,,0
417,09_C_73_21,NLR_C_73_DEGAPUDI,Nayanipalle,,,,0
418,09_C_73_21,NLR_C_73_DEGAPUDI,Sankurathiripalle,,,,0
419,09_C_73_21,NLR_C_73_DEGAPUDI,Vepinapi Akkamambapuram,,,,0
420,09_C_73_21,NLR_C_73_DEGAPUDI,Tumaya,,,,0
421,09_C_73_21,NLR_C_73_DEGAPUDI,Gilakapadu,,,,0
422,09_C_73_21,NLR_C_73_DEGAPUDI,Gandurupalli,,,,0
423,09_C_73_21,NLR_C_73_DEGAPUDI,Chuttupalem,,,,0
424,09_C_73_21,NLR_C_73_DEGAPUDI,M.Venkatapuram,,,,0
425,09_C_73_21,NLR_C_73_DEGAPUDI,Gonu narasayapalem,,,,0
426,09_C_73_21,NLR_C_73_DEGAPUDI,Veerayapalem,,,,0
427,09_C_73_21,NLR_C_73_DEGAPUDI,Podalakur,,,,0
428,09_C_73_21,NLR_C_73_DEGAPUDI,Guravayapalem,,,,0
429,09_C_73_21,NLR_C_73_DEGAPUDI,Mogalluru,,,,0
430,09_C_73_21,NLR_C_73_DEGAPUDI,Ankupalle,,,,0
431,09_C_73_21,NLR_C_73_DEGAPUDI,Pulikallu,,,,0
432,09_C_73_21,NLR_C_73_DEGAPUDI,Vavintparti,,,,0
433,09_C_73_21,NLR_C_73_DEGAPUDI,Utchapalli,,,,0
434,09_C_73_21,NLR_C_73_DEGAPUDI,Duggunta Rajupalem,,,,0
435,09_C_73_21,NLR_C_73_DEGAPUDI,Inukurthy,,,,0
436,09_C_73_21,NLR_C_73_DEGAPUDI,Marripalle Gopasamudram,,,,0
437,09_C_73_21,NLR_C_73_DEGAPUDI,Degapudi,,,,0
438,09_C_73_21,NLR_C_73_DEGAPUDI,Degapudirajupalem,,,,0
439,09_C_73_21,NLR_C_73_DEGAPUDI,Duggunta,,,,0
440,09_C_73_21,NLR_C_73_DEGAPUDI,Utlapalem,,,,0
441,09_C_73_21,NLR_C_73_DEGAPUDI,Munagapadu,,,,0
442,09_C_73_21,NLR_C_73_DEGAPUDI,Perumallapadu,,,,0
443,09_C_73_21,NLR_C_73_DEGAPUDI,Malichedu,,,,0
444,09_C_73_21,NLR_C_73_DEGAPUDI,Kalichedu,,,,0
445,09_C_73_21,NLR_C_73_DEGAPUDI,Devaravemuru,,,,0
446,09_C_73_21,NLR_C_73_DEGAPUDI,Turimerla,,,,0
447,09_C_73_21,NLR_C_73_DEGAPUDI,Orupalle,,,,0
448,09_C_73_21,NLR_C_73_DEGAPUDI,Tocham,,,,0
449,09_C_73_21,NLR_C_73_DEGAPUDI,Krishnareddipalle,,,,0
450,09_C_73_21,NLR_C_73_DEGAPUDI,Timmanaramapuram,,,,0
451,09_C_73_21,NLR_C_73_DEGAPUDI,Komatigunta rajupalem,,,,0
452,09_C_73_21,NLR_C_73_DEGAPUDI,Gulimcherla,,,,0
453,09_C_73_21,NLR_C_73_DEGAPUDI,Chaganam,,,,0
454,09_C_73_21,NLR_C_73_DEGAPUDI,Jaflapuram,,,,0
455,09_C_73_21,NLR_C_73_DEGAPUDI,Jogipalle,,,,0
456,09_C_73_21,NLR_C_73_DEGAPUDI,Utukur,,,,0
457,09_C_73_21,NLR_C_73_DEGAPUDI,Pokkandala,,,,0
458,09_C_73_21,NLR_C_73_DEGAPUDI,Griddalur,,,,0
459,09_C_73_22,NLR_C_73_KASUMUR,Chatagotla,,,,0
460,09_C_73_22,NLR_C_73_KASUMUR,Parlapalle,,,,0
461,09_C_73_22,NLR_C_73_KASUMUR,Biradavolu,,,,0
462,09_C_73_22,NLR_C_73_KASUMUR,Mattempadu,,,,0
463,09_C_73_22,NLR_C_73_KASUMUR,Amancherla,,,,0
464,09_C_73_22,NLR_C_73_KASUMUR,Dontali,,,,0
465,09_C_73_22,NLR_C_73_KASUMUR,Palicherlapadu,,,,0
466,09_C_73_22,NLR_C_73_KASUMUR,Kuricherlapadu,,,,0
467,09_C_73_22,NLR_C_73_KASUMUR,Kasumuru,,,,0
468,09_C_73_22,NLR_C_73_KASUMUR,Kandalapadu,,,,0
469,09_C_73_22,NLR_C_73_KASUMUR,Kanupuru bit I,,,,0
470,09_C_73_22,NLR_C_73_KASUMUR,Kanupuru bit II,,,,0
471,09_C_73_22,NLR_C_73_KASUMUR,Idimepalli,,,,0
472,09_C_73_22,NLR_C_73_KASUMUR,Survepalli bit-II,,,,0
473,09_C_73_22,NLR_C_73_KASUMUR,Edagali,,,,0
474,09_C_73_22,NLR_C_73_KASUMUR,Vadlapudi,,,,0
475,09_C_73_22,NLR_C_73_KASUMUR,Akkampeta,,,,0
476,09_C_73_22,NLR_C_73_KASUMUR,Cherukumudi,,,,0
477,09_C_73_22,NLR_C_73_KASUMUR,Muddumudi,,,,0
478,09_C_73_22,NLR_C_73_KASUMUR,Anupallipadu,,,,0
479,09_C_73_22,NLR_C_73_KASUMUR,Gurivendapudi,,,,0
480,09_C_73_22,NLR_C_73_KASUMUR,Bandepalle,,,,0
481,09_C_73_22,NLR_C_73_KASUMUR,Parlapadu,,,,0
482,09_C_73_22,NLR_C_73_KASUMUR,Kuditipalle,,,,0
483,09_C_73_22,NLR_C_73_KASUMUR,Kagitalapur,,,,0
484,09_C_73_22,NLR_C_73_KASUMUR,Manubolu,,,,0
485,09_C_73_22,NLR_C_73_KASUMUR,Piduru,,,,0
486,09_C_73_22,NLR_C_73_KASUMUR,Kolanukuduru,,,,0
487,09_C_73_22,NLR_C_73_KASUMUR,Pidurupalem,,,,0
488,09_C_73_22,NLR_C_73_KASUMUR,Venkannapalem,,,,0
489,09_C_73_22,NLR_C_73_KASUMUR,Baddevolu,,,,0
490,09_C_73_22,NLR_C_73_KASUMUR,Kattuvapalle,,,,0
491,09_C_73_23,NLR_C_73_MUTTUKUR,Vaviletipadu,,,,0
492,09_C_73_23,NLR_C_73_MUTTUKUR,Gundlapalem,,,,0
493,09_C_73_23,NLR_C_73_MUTTUKUR,Kallurupalli,,,,0
494,09_C_73_23,NLR_C_73_MUTTUKUR,Kanupartipadu,,,,0
495,09_C_73_23,NLR_C_73_MUTTUKUR,Kakupalli-1,,,,0
496,09_C_73_23,NLR_C_73_MUTTUKUR,Kakupalli-II,,,,0
497,09_C_73_23,NLR_C_73_MUTTUKUR,Penubarti,,,,0
498,09_C_73_23,NLR_C_73_MUTTUKUR,China Cherukur,,,,0
499,09_C_73_23,NLR_C_73_MUTTUKUR,Koduru I,,,,0
500,09_C_73_23,NLR_C_73_MUTTUKUR,Koduru-II,,,,0
501,09_C_73_23,NLR_C_73_MUTTUKUR,Koduru Khandriga,,,,0
502,09_C_73_23,NLR_C_73_MUTTUKUR,Eduru  II,,,,0
503,09_C_73_23,NLR_C_73_MUTTUKUR,Eduru I,,,,0
504,09_C_73_23,NLR_C_73_MUTTUKUR,Totapalli,,,,0
505,09_C_73_23,NLR_C_73_MUTTUKUR,T.P.Gudur  II,,,,0
506,09_C_73_23,NLR_C_73_MUTTUKUR,Varigonda,,,,0
507,09_C_73_23,NLR_C_73_MUTTUKUR,T.P.Gudur I,,,,0
508,09_C_73_23,NLR_C_73_MUTTUKUR,Anantapuram,,,,0
509,09_C_73_23,NLR_C_73_MUTTUKUR,Sivaramapuram,,,,0
510,09_C_73_23,NLR_C_73_MUTTUKUR,Brahmadevam,,,,0
511,09_C_73_23,NLR_C_73_MUTTUKUR,Pidatapoluru,,,,0
512,09_C_73_23,NLR_C_73_MUTTUKUR,Amudalapadu,,,,0
513,09_C_73_23,NLR_C_73_MUTTUKUR,Pynaapuram,,,,0
514,09_C_73_23,NLR_C_73_MUTTUKUR,Nelaturu,,,,0
515,09_C_73_23,NLR_C_73_MUTTUKUR,Mamidipudi,,,,0
516,09_C_73_23,NLR_C_73_MUTTUKUR,Valluruvari kandriga,,,,0
517,09_C_73_23,NLR_C_73_MUTTUKUR,Valluru,,,,0
518,09_C_73_23,NLR_C_73_MUTTUKUR,Survepalli bit-5,,,,0
519,09_C_73_23,NLR_C_73_MUTTUKUR,Epuru bit 1A,,,,0
520,09_C_73_23,NLR_C_73_MUTTUKUR,Narikellapalli,,,,0
521,09_C_73_23,NLR_C_73_MUTTUKUR,Molluru,,,,0
522,09_C_73_23,NLR_C_73_MUTTUKUR,Muttukur,,,,0
523,09_C_73_23,NLR_C_73_MUTTUKUR,Krishnapatnam,,,,0
524,09_C_73_23,NLR_C_73_MUTTUKUR,Epuru bit 1B,,,,0
525,09_C_73_23,NLR_C_73_MUTTUKUR,Kumkumpudi,,,,0
526,09_C_73_23,NLR_C_73_MUTTUKUR,Kakutur,,,,0
527,09_C_73_23,NLR_C_73_MUTTUKUR,Kantepalli,,,,0
528,09_C_73_23,NLR_C_73_MUTTUKUR,Nagulavaram,,,,0
529,09_C_73_23,NLR_C_73_MUTTUKUR,Anikepalli,,,,0
530,09_C_73_23,NLR_C_73_MUTTUKUR,Survepalli - I,,,,0
531,09_C_73_23,NLR_C_73_MUTTUKUR,Survepalli - III,,,,0
532,09_C_73_23,NLR_C_73_MUTTUKUR,Survepalli- IV,,,,0
533,09_C_73_23,NLR_C_73_MUTTUKUR,Punjulurupadu,,,,0
534,09_C_73_23,NLR_C_73_MUTTUKUR,Epuru bit II,,,,0
535,09_C_73_23,NLR_C_73_MUTTUKUR,Pudiparti,,,,0
536,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Kommi,,,,0
537,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Satyavolu,,,,0
538,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Mallavarappadu,,,,0
539,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Ganugapenta,,,,0
540,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Aadimurtipuram,,,,0
541,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Settipalem,,,,0
542,09_C_62_5,NLR_C_62_CHINNA ANNALUR,T.Jangalapalli,,,,0
543,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Kunkuvaripalem,,,,0
544,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Ramanujapuram,,,,0
545,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Chowdavaram,,,,0
546,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Tellapadu,,,,0
547,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Chinnaannalur,,,,0
548,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Dubagunta,,,,0
549,09_C_62_5,NLR_C_62_CHINNA ANNALUR,Total,,0,,0
550,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Nekunampeta,,,,0
551,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Saipeta,,,,0
552,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Bheemavarappadu,,,,0
553,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Kumara Venkatapuram,,,,0
554,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Parlapalli,,,,0
555,09_C_62_4,NLR_C_62_GOTTIGUNDALA,T.Brahmanapalli,,,,0
556,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Chintaladeevi,,,,0
557,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Gottigundala,,,,0
558,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Katepalli,,,,0
559,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Tamidipadu,,,,0
560,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Utukur,,,,0
561,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Ravipadu,,,,0
562,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Nandigunta,,,,0
563,09_C_62_4,NLR_C_62_GOTTIGUNDALA,Total,,0,,0
564,09_C_76_41,NLR_C_76_KADALUR,Kannembattu,,,,0
565,09_C_76_41,NLR_C_76_KADALUR,Padamati Kandriga,,,,0
566,09_C_76_41,NLR_C_76_KADALUR,Zuvvichelika,,,,0
567,09_C_76_41,NLR_C_76_KADALUR,Vatrapalem,,,,0
568,09_C_76_41,NLR_C_76_KADALUR,Nukalapalem,,,,0
569,09_C_76_41,NLR_C_76_KADALUR,VENDLURUPADU,,,,0
570,09_C_76_41,NLR_C_76_KADALUR,MAMBATTU,,,,0
571,09_C_76_41,NLR_C_76_KADALUR,KADALURU,,,,0
572,09_C_76_41,NLR_C_76_KADALUR,Total,,0,,0
573,09_C_76_39,NLR_C_76_VEDURUPATTU,Punabaka,,,,0
574,09_C_76_39,NLR_C_76_VEDURUPATTU,Settigunta,,,,0
575,09_C_76_39,NLR_C_76_VEDURUPATTU,Ardamala,,,,0
576,09_C_76_39,NLR_C_76_VEDURUPATTU,Arlapadu,,,,0
577,09_C_76_39,NLR_C_76_VEDURUPATTU,Nandimala,,,,0
578,09_C_76_39,NLR_C_76_VEDURUPATTU,Erragunta,,,,0
579,09_C_76_39,NLR_C_76_VEDURUPATTU,Udipudi,,,,0
580,09_C_76_39,NLR_C_76_VEDURUPATTU,Vedurupattu,,,,0
581,09_C_76_39,NLR_C_76_VEDURUPATTU,Velagalaponnuru,,,,0
582,09_C_76_39,NLR_C_76_VEDURUPATTU,Suddamadugu tageli,,,,0
583,09_C_76_39,NLR_C_76_VEDURUPATTU,Suggupalli,,,,0
584,09_C_76_39,NLR_C_76_VEDURUPATTU,Ramachandragunta,,,,0
585,09_C_76_39,NLR_C_76_VEDURUPATTU,Mattakamudi,,,,0
586,09_C_76_39,NLR_C_76_VEDURUPATTU,Total,,0,,0
587,09_C_76_40,NLR_C_76_YEKOLLU,Rosanur,,,,0
588,09_C_76_40,NLR_C_76_YEKOLLU,Bangarupeta,,,,0
589,09_C_76_40,NLR_C_76_YEKOLLU,Modugulapalem,,,,0
590,09_C_76_40,NLR_C_76_YEKOLLU,Vengamambapuram,,,,0
591,09_C_76_40,NLR_C_76_YEKOLLU,Venumbaka,,,,0
592,09_C_76_40,NLR_C_76_YEKOLLU,Ekollu,,,,0
593,09_C_76_40,NLR_C_76_YEKOLLU,Akkarabaka,,,,0
594,09_C_76_40,NLR_C_76_YEKOLLU,Anepudi/Nadimakandriga,,,,0
595,09_C_76_40,NLR_C_76_YEKOLLU,Suraguntatageli,,,,0
596,09_C_76_40,NLR_C_76_YEKOLLU,Adapamudi,,,,0
597,09_C_76_40,NLR_C_76_YEKOLLU,Surapuagraharam,,,,0
598,09_C_76_40,NLR_C_76_YEKOLLU,Melupaka,,,,0
599,09_C_76_40,NLR_C_76_YEKOLLU,Maavillapadu,,,,0
600,09_C_76_40,NLR_C_76_YEKOLLU,Thanayali,,,,0
601,09_C_76_40,NLR_C_76_YEKOLLU,Buduru,,,,0
602,09_C_76_40,NLR_C_76_YEKOLLU,Utchuru,,,,0
603,09_C_76_40,NLR_C_76_YEKOLLU,Vetagiripalem,,,,0
604,09_C_76_40,NLR_C_76_YEKOLLU,Buradamadugu,,,,0
605,09_C_76_40,NLR_C_76_YEKOLLU,Modugulapalem,,,,0
606,09_C_76_40,NLR_C_76_YEKOLLU,Lingampadu,,,,0
607,09_C_76_40,NLR_C_76_YEKOLLU,Tallampadu,,,,0
608,09_C_76_40,NLR_C_76_YEKOLLU,Ayyapalem,,,,0
609,09_C_76_40,NLR_C_76_YEKOLLU,Minamanamoodi,,,,0
610,09_C_76_40,NLR_C_76_YEKOLLU,Chandanamudi,,,,0
611,09_C_76_40,NLR_C_76_YEKOLLU,Togaramudi,,,,0
612,09_C_76_40,NLR_C_76_YEKOLLU,Sridanamalli,,,,0
613,09_C_76_40,NLR_C_76_YEKOLLU,Maneri,,,,0
614,09_C_76_40,NLR_C_76_YEKOLLU,Mallayapalem,,,,0
615,09_C_76_40,NLR_C_76_YEKOLLU,Atchukatla,,,,0
616,09_C_76_40,NLR_C_76_YEKOLLU,Manganellore,,,,0
617,09_C_76_40,NLR_C_76_YEKOLLU,Dama Nellore,,,,0
618,09_C_76_40,NLR_C_76_YEKOLLU,Uggumudi,,,,0
619,09_C_76_40,NLR_C_76_YEKOLLU,Mangalampadu,,,,0
620,09_C_76_40,NLR_C_76_YEKOLLU,Ilupuru,,,,0
621,09_C_76_40,NLR_C_76_YEKOLLU,Sullurupeta,,,,0
622,09_C_76_40,NLR_C_76_YEKOLLU,Sulluru Japthikattubadi,,,,0
623,09_C_76_40,NLR_C_76_YEKOLLU,Errabalem,,,,0
624,09_C_76_40,NLR_C_76_YEKOLLU,Kesavareddipalem,,,,0
625,09_C_76_40,NLR_C_76_YEKOLLU,Mannarpoluru,,,,0
626,09_C_76_40,NLR_C_76_YEKOLLU,Nadendlavarikandriga,,,,0
627,09_C_76_40,NLR_C_76_YEKOLLU,Sarvareddikandriga,,,,0
628,09_C_76_40,NLR_C_76_YEKOLLU,Samantamallam,,,,0
629,09_C_76_40,NLR_C_76_YEKOLLU,Aabaka,,,,0
630,09_C_76_40,NLR_C_76_YEKOLLU,Komminenipalli,,,,0
631,09_C_76_40,NLR_C_76_YEKOLLU,Kotapoluru,,,,0
632,09_C_76_40,NLR_C_76_YEKOLLU,Total,,0,,0
633,09_C_72_10,NLR_C_72_ALLAMPADU,Veligonda hills,,,,0
634,09_C_72_10,NLR_C_72_ALLAMPADU,Papampalle,,,,0
635,09_C_72_10,NLR_C_72_ALLAMPADU,Venkatampeta,,,,0
636,09_C_72_10,NLR_C_72_ALLAMPADU,Ayyanapalle,,,,0
637,09_C_72_10,NLR_C_72_ALLAMPADU,Nandipadu,,,,0
638,09_C_72_10,NLR_C_72_ALLAMPADU,Udayagiri konda,,,,0
639,09_C_72_10,NLR_C_72_ALLAMPADU,Bandaganipalle,,,,0
640,09_C_72_10,NLR_C_72_ALLAMPADU,Gangulavaricheruvupalle,,,,0
641,09_C_72_10,NLR_C_72_ALLAMPADU,Yerrakonda hills,,,,0
642,09_C_72_10,NLR_C_72_ALLAMPADU,Velikonda hills,,,,0
643,09_C_72_10,NLR_C_72_ALLAMPADU,Chabolu,,,,0
644,09_C_72_10,NLR_C_72_ALLAMPADU,Kampasamudram,,,,0
645,09_C_72_10,NLR_C_72_ALLAMPADU,Budawada,,,,0
646,09_C_72_10,NLR_C_72_ALLAMPADU,Chilakapadu,,,,0
647,09_C_72_10,NLR_C_72_ALLAMPADU,Kadirinenipalle,,,,0
648,09_C_72_10,NLR_C_72_ALLAMPADU,Chinamachanur,,,,0
649,09_C_72_10,NLR_C_72_ALLAMPADU,Nagarajupadu,,,,0
650,09_C_72_10,NLR_C_72_ALLAMPADU,Niradanampadu,,,,0
651,09_C_72_10,NLR_C_72_ALLAMPADU,Bheemavaram,,,,0
652,09_C_72_10,NLR_C_72_ALLAMPADU,Allampadu,,,,0
653,09_C_72_10,NLR_C_72_ALLAMPADU,Irlapadu,,,,0
654,09_C_72_10,NLR_C_72_ALLAMPADU,Pegallapadu,,,,0
655,09_C_72_10,NLR_C_72_ALLAMPADU,Brahmanapalli,,,,0
656,09_C_72_10,NLR_C_72_ALLAMPADU,Total,,0,,0
657,09_C_61_3,NLR_C_61_KOTTAPETA,Iskadamarla,,,,0
658,09_C_61_3,NLR_C_61_KOTTAPETA,Kasturinaidupalle,,,,0
659,09_C_61_3,NLR_C_61_KOTTAPETA,Veligandla,,,,0
660,09_C_61_3,NLR_C_61_KOTTAPETA,Marrigunta,,,,0
661,09_C_61_3,NLR_C_61_KOTTAPETA,Godavalluru,,,,0
662,09_C_61_3,NLR_C_61_KOTTAPETA,Turpu Yerraballi,,,,0
663,09_C_61_3,NLR_C_61_KOTTAPETA,Garimenapenta,,,,0
664,09_C_61_3,NLR_C_61_KOTTAPETA,Challagirigalla,,,,0
665,09_C_61_3,NLR_C_61_KOTTAPETA,Chakalikonda,,,,0
666,09_C_61_3,NLR_C_61_KOTTAPETA,Janardhanapuram,,,,0
667,09_C_61_3,NLR_C_61_KOTTAPETA,Teddupadu,,,,0
668,09_C_61_3,NLR_C_61_KOTTAPETA,Timmapuram,,,,0
669,09_C_61_3,NLR_C_61_KOTTAPETA,Kothapeta,,,,0
670,09_C_61_3,NLR_C_61_KOTTAPETA,Narrawada,,,,0
671,09_C_61_3,NLR_C_61_KOTTAPETA,Mandalapalle,,,,0
672,09_C_61_3,NLR_C_61_KOTTAPETA,M.N.Palle,,,,0
673,09_C_61_3,NLR_C_61_KOTTAPETA,Somalaregada,,,,0
674,09_C_61_3,NLR_C_61_KOTTAPETA,S.V.Chintala,,,,0
675,09_C_61_3,NLR_C_61_KOTTAPETA,Tirumalapuram,,,,0
676,09_C_61_3,NLR_C_61_KOTTAPETA,Appasamudram,,,,0
677,09_C_61_3,NLR_C_61_KOTTAPETA,Kondayapalem,,,,0
678,09_C_61_3,NLR_C_61_KOTTAPETA,Total,,0,,0
679,09_C_61_3,NLR_C_61_KOTTAPETA,,,,,0
680,09_C_61_1,NLR_C_61_S.R.PURAM,Veligondla hills,,,,0
681,09_C_61_1,NLR_C_61_S.R.PURAM,Chintodu,,,,0
682,09_C_61_1,NLR_C_61_S.R.PURAM,Pabbuletipalli,,,,0
683,09_C_61_1,NLR_C_61_S.R.PURAM,Chinanagampalli,,,,0
684,09_C_61_1,NLR_C_61_S.R.PURAM,Pedanagampalli,,,,0
685,09_C_61_1,NLR_C_61_S.R.PURAM,Gundupalli,,,,0
686,09_C_61_1,NLR_C_61_S.R.PURAM,Maramreddipalli,,,,0
687,09_C_61_1,NLR_C_61_S.R.PURAM,Devisettipalli,,,,0
688,09_C_61_1,NLR_C_61_S.R.PURAM,Jayapuram,,,,0
689,09_C_61_1,NLR_C_61_S.R.PURAM,Nemalladinne,,,,0
690,09_C_61_1,NLR_C_61_S.R.PURAM,S.R.Puram,,1,,1
691,09_C_61_1,NLR_C_61_S.R.PURAM,Narayanampeta,,,,0
692,09_C_61_1,NLR_C_61_S.R.PURAM,Pandrangi,,,,0
693,09_C_61_1,NLR_C_61_S.R.PURAM,Singareddipalli,,,,0
694,09_C_61_1,NLR_C_61_S.R.PURAM,Ayyavaripalle,,,,0
695,09_C_61_1,NLR_C_61_S.R.PURAM,Gangavaram,,,,0
696,09_C_61_1,NLR_C_61_S.R.PURAM,Balayapalle,,,,0
697,09_C_61_1,NLR_C_61_S.R.PURAM,Devarajusurayapalle,,,,0
698,09_C_61_1,NLR_C_61_S.R.PURAM,Devammacheruvu,,,,0
699,09_C_61_1,NLR_C_61_S.R.PURAM,Vempallitoka,,,,0
