Sr.no,,,Village name,T.Area (ha),Watershed command area ,,,,Watershed Non command Area,,,,Watershed poor quality Area,,,,,,,,,,,,,,,,,
,Water shed code,Watershed name,,,Recghare,Hilly,Forest,Total,Recghare,Hilly,Forest,Total,Recghare,Hilly,Forest,Total,Water shed code,Watershed name,DIS code,district,mandal code,mandal,janmaboomi code,village code,,,,,,
394,10-C-79-52,Ctr-Kor-Kundetivanka,Muddikuppam,664,,,,,568,96,162,664,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,47,S.R.Puram,10138470210112,,Muddikuppam
395,10-C-79-52,Ctr-Kor-Kundetivanka,Nelavai,693,,,,,693,0,0,693,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,47,S.R.Puram,10138470220113,,Nelavai
396,10-C-79-52,Ctr-Kor-Kundetivanka,Pillarikuppam,431,,,,,288,143,51,431,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,47,S.R.Puram,10138470170108,,Pillarikuppam
397,10-C-79-52,Ctr-Kor-Kundetivanka,Venkatapuram,838,,,,,581,257,0,838,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,47,S.R.Puram,10138470180109,,Venkatapuram
398,10-C-79-52,Ctr-Kor-Kundetivanka,Aggichenupalli,394,,,,,389,5,0,394,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430160117,,Aggichenupalli
399,10-C-79-52,Ctr-Kor-Kundetivanka,Allamadugu,7196,,,,,6060,1136,1720,7196,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430220121,,Allamadugu
400,10-C-79-52,Ctr-Kor-Kundetivanka,Bramhanapalli,479,,,,,479,0,0,479,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430060106,,Bramhanapalli
401,10-C-79-52,Ctr-Kor-Kundetivanka,Chenchugudi,649,,,,,649,0,0,649,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430130115,,Chenchugudi
402,10-C-79-52,Ctr-Kor-Kundetivanka,Devaragudipalli,801,,,,,562,239,0,801,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430240125,,Devaragudipalli
403,10-C-79-52,Ctr-Kor-Kundetivanka,Goduguchinta,306,,,,,306,0,0,306,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430210120,,Goduguchinta
404,10-C-79-52,Ctr-Kor-Kundetivanka,Inam kothur,327,,,,,245,82,0,327,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430070108,,Inam kothur
405,10-C-79-52,Ctr-Kor-Kundetivanka,Jakkadona,2939,,,,,2491,448,737,2939,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10148430010101,,Jakkadona
406,10-C-79-52,Ctr-Kor-Kundetivanka,Jarlabailu,1336,,,,,1336,0,0,1336,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430200120,,Jarlabailu
407,10-C-79-52,Ctr-Kor-Kundetivanka,Kommaragunta,1160,,,,,303,857,0,1160,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430090111,,Kommaragunta
408,10-C-79-52,Ctr-Kor-Kundetivanka,Kondakindapalli,321,,,,,321,0,0,321,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430230124,,Kondakindapalli
409,10-C-79-52,Ctr-Kor-Kundetivanka,Kurivikuppam,432,,,,,105,327,0,432,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430040105,,Kurivikuppam
410,10-C-79-52,Ctr-Kor-Kundetivanka,KVM Agraharam,224,,,,,224,0,0,224,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430030104,,KVM Agraharam
411,10-C-79-52,Ctr-Kor-Kundetivanka,Makamamba-puram,138,,,,,138,0,0,138,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430170115,,Makamamba-puram
412,10-C-79-52,Ctr-Kor-Kundetivanka,Mambedu,3541,,,,,3077,464,387,3541,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430120114,,Mambedu
413,10-C-79-52,Ctr-Kor-Kundetivanka,Mandivenganapalli,698,,,,,698,0,0,698,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430050107,,Mandivenganapalli
414,10-C-79-52,Ctr-Kor-Kundetivanka,Marepalli,129,,,,,126,3,0,129,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430180118,,Marepalli
415,10-C-79-52,Ctr-Kor-Kundetivanka,Pachikapallam,670,,,,,87,583,0,670,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430100112,,Pachikapallam
416,10-C-79-52,Ctr-Kor-Kundetivanka,Perumallapalli,260,,,,,197,63,0,260,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430190119,,Perumallapalli
417,10-C-79-52,Ctr-Kor-Kundetivanka,Petagunta,1250,,,,,1146,104,0,1250,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430020103,,Petagunta
418,10-C-79-52,Ctr-Kor-Kundetivanka,TKM puram,258,,,,,255,3,0,258,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430110113,,TKM puram
419,10-C-79-52,Ctr-Kor-Kundetivanka,Vedurukuppam,940,,,,,775,165,0,940,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430080109,,Vedurukuppam
420,10-C-79-52,Ctr-Kor-Kundetivanka,Venugopalapuram,406,,,,,357,49,0,406,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430150116,,Venugopalapuram
421,10-C-79-52,Ctr-Kor-Kundetivanka,Veperi,704,,,,,583,121,0,704,,,,,,,Koratleru,Kundetivanka,Vedurukuppam,10-C-79-52,Ctr-Kor-Kundetivanka,10,Chittoor,43,Vedurukuppam,10138430140104,,Veperi
422,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Marrikuntapalli,2317,,,,,2065,252,316,2317,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,32,Kalikiri,10146320090110,,Marrikuntapalli
423,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Medikurti,1893,,,,,1893,0,0,1893,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,32,Kalikiri,10146320050106,,Medikurti
424,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Pallavolu,1607,,,,,1607,0,34,1607,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,32,Kalikiri,10146320060107,,Pallavolu
425,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Boppasamudram,219,,,,,219,0,0,219,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,9,KV Palli,10146090020102,,Boppasamudram
426,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Galivaripalli,1231,,,,,964,267,0,1231,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,9,KV Palli,10146090030102,,Galivaripalli
427,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Gyarampalli,1112,,,,,1101,11,0,1112,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,9,KV Palli,10146050210118,,Gyarampalli
428,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Hissapalli,246,,,,,246,0,0,246,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,9,KV Palli,10146090110112,,Hissapalli
429,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Timmapuram,1042,,,,,1025,17,0,1042,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,9,KV Palli,10146090100111,,Timmapuram
430,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Titavaguntapalli,1661,,,,,1152,509,640,1661,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,9,KV Palli,10146090130113,,Titavaguntapalli
431,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Tuvapalli,1168,,,,,1143,25,343,1168,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,9,KV Palli,10146090010101,,Tuvapalli
432,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Gandaboyanapalli,4772,,,,,4762,10,2475,4772,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,33,Valmiki Puram,10146330090110,,Gandaboyanapalli
433,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Tatiguntapalli,2162,,,,,2162,0,0,2162,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,33,Valmiki Puram,10146330080108,,Tatiguntapalli
434,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Forest,,,,,,,,,,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,33,Valmiki Puram,,,Forest
435,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Forest,,,,,,,,,,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,,Nimmanapalle,,,Forest
436,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,Mahal,123,,,,,123,0,0,123,,,,,,,Cheyyeru,Bahuda east,Bahuda east,10-C-71-17,Ctr-Ch-Bahudaeast-Marrikuntapalle,10,Chittoor,32,Kalikiri,10146320010101,,Mahal
437,10-C-71-18,Ctr-Ch-Bahudawest-Kalakada,Kalakada,4071,,,,,3838,233,0,4071,,,,,,,Cheyyeru,Bahudawest,Bahudawest,10-C-71-18,Ctr-Ch-Bahudawest-Kalakada,10,Chittoor,8,Kalakada,10146080150112,15,Kalakada
438,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Maddipatla Vari Palle,2564,,,,,2452,112,422,2564,,,,,,,Cheyyeru,Pallevanka,Pallevanka,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,10,Chittoor,9,KV Palli,10146090050105,5,Maddipatla Vari Palle
439,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Khambham Vari Palli,3426,,,,,3071,355,253,3426,,,,,,,Cheyyeru,Pallevanka,Pallevanka,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,10,Chittoor,9,KV Palli,10146090090110,9,Khambham Vari Palli
440,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Garnimitta,3142,,,,,2903,239,0,3142,,,,,,,Cheyyeru,Pallevanka,Pallevanka,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,10,Chittoor,9,KV Palli,10146090040103,4,Garnimitta
441,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Matampalli,938,,,,,917,21,349,938,,,,,,,Cheyyeru,Pallevanka,Pallevanka,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,10,Chittoor,9,KV Palli,10146090200117,20,Matampalli
442,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Marella,4884,,,,,3891,993,1210,4884,,,,,,,Cheyyeru,Pallevanka,Pallevanka,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,10,Chittoor,9,KV Palli,10146090080108,8,Marella
443,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Forest,694,,,,,0,694,,694,,,,,,,Cheyyeru,Pallevanka,Pallevanka,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,10,Chittoor,9,KV Palli,,,Forest
444,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,Nuthana Kalva,3343,,,,,2596,747,369,3343,,,,,,,Cheyyeru,Pallevanka,Pallevanka,10-C-71-19,Ctr-Ch-KV PalleVanka-KV Palle,10,Chittoor,9,KV Palli,10146090060106,6,Nuthana Kalva
445,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Pattegada,1412,,,,,1207,205,0,1412,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,32,Kalikiri,1014630100112,10,Pattegada
446,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Sandravaripalli,1011,,,,,894,117,334,1011,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,32,Kalikiri,10146320080109,8,Sandravaripalli
447,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Munellapalli,1207,,,,,1068,139,380,1207,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,32,Kalikiri,10146320070108,7,Munellapalli
448,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Vagalla,1055,,,,,957,98,227,1055,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,9,KV Palli,10147090140114,14,Vagalla
449,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Ketamreddipalle,13,,,,,13,0,0,13,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,9,KV Palli,10147090150114,15,Ketamreddipalle
450,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Kasireddipalle,30,,,,,30,0,0,30,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,9,KV Palli,10147090160114,16,Kasireddipalle
451,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Yerlampalle,13,,,,,0,13,0,13,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,9,KV Palli,10146080070106,19,Yerlampalle
452,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Gorandlapalli,1624,,,,,1536,88,499,1624,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,9,KV Palli,10147090170115,17,Gorandlapalli
453,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Sorakayalapeta,1129,,,,,944,185,0,1129,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,9,KV Palli,10147090180116,18,Sorakayalapeta
454,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Forest,,,,,,0,,,,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,9,KV Palli,,,Forest
455,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Forest,,,,,,0,,,,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,31,Piler,,,Forest
456,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Kavalipalli,414,,,,,318,96,0,414,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,31,Piler,10147310060105,6,Kavalipalli
457,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,M Cheruvu,413,,,,,294,119,0,413,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,31,Piler,10147310070105,7,M Cheruvu
458,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Avuvaripalle,59,,,,,59,0,0,59,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,31,Piler,10147310050105,5,Avuvaripalle
459,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,Mudupulavemula,1759,,,,,1228,531,0,1759,,,,,,,Cheyyeru,Sorakayala peta,,10-C-71-20,Ctr-Ch-Sorakayalapeta-Vagalla,10,Chittoor,31,Piler,10147310040104,4,Mudupulavemula
460,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Vootupalli,2225,,,,,1498,727,0,2225,,,,,,,Cheyyeru,Chinthalavaripalle,,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,10,Chittoor,40,Sodam,10147400010101,1,Vootupalli
461,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,79 Chinthamakula palli,916,,,,,785,131,0,916,,,,,,,Cheyyeru,Chinthalavaripalle,,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,10,Chittoor,40,Sodam,10147400020103,2,79 Chinthamakula palli
462,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Palamanda,1498,,,,,1133,365,0,1498,,,,,,,Cheyyeru,Chinthalavaripalle,,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,10,Chittoor,40,Sodam,10147400030104,3,Palamanda
463,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Forest,,,,,,0,,,,,,,,,,Cheyyeru,Chinthalavaripalle,,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,10,Chittoor,40,Sodam,,,Forest
464,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Forest,,,,,,0,,,,,,,,,,Cheyyeru,Chinthalavaripalle,,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,10,Chittoor,31,Piler,,,Forest
465,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Vepulabilu,1356,,,,,841,515,0,1356,,,,,,,Cheyyeru,Chinthalavaripalle,,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,10,Chittoor,31,Piler,10147310080106,8,Vepulabilu
466,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Forest,,,,,,0,,,,,,,,,,Cheyyeru,Chinthalavaripalle,,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,10,Chittoor,,Valmiki puram,,,Forest
467,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Guttapalem,2320,,,,,2118,202,336,2320,,,,,,,Cheyyeru,Chinthalavaripalle,,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,10,Chittoor,32,Kalikiri,10146320140114,14,Guttapalem
468,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Kalikiri Reddy Palli,1891,,,,,1705,186,342,1891,,,,,,,Cheyyeru,Chinthalavaripalle,,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,10,Chittoor,32,Kalikiri,10146320130113,13,Kalikiri Reddy Palli
469,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Kalikiri,1525,,,,,1521,4,0,1525,,,,,,,Cheyyeru,Chinthalavaripalle,,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,10,Chittoor,32,Kalikiri,10146320120113,12,Kalikiri
470,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,Korlakunta,1366,,,,,1344,22,0,1366,,,,,,,Cheyyeru,Chinthalavaripalle,,10-C-71-21,Ctr-Ch-Chinthalavari Palle-Kalikiri,10,Chittoor,32,Kalikiri,1014320110112,11,Korlakunta
471,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Nellimanda,1727,,,,,1431,296,661,1727,,,,,,,Cheyyeru,Valligatla,,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,10,Chittoor,39,Somala,10147390060103,6,Nellimanda
472,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Kamireddipalli,713,,,,,680,33,265,713,,,,,,,Cheyyeru,Valligatla,,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,10,Chittoor,39,Somala,10147390040104,4,Kamireddipalli
473,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Valligatla,2946,,,,,2895,51,1934,2946,,,,,,,Cheyyeru,Valligatla,,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,10,Chittoor,39,Somala,10147390050105,5,Valligatla
474,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Kanduru,2602,,,,,2570,32,1864,2602,,,,,,,Cheyyeru,Valligatla,,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,10,Chittoor,39,Somala,10147390030101,3,Kanduru
475,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Mittapalli,1185,,,,,1049,136,328,1185,,,,,,,Cheyyeru,Valligatla,,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,10,Chittoor,39,Somala,10147390010101,1,Mittapalli
476,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Tamminayanipalli,1425,,,,,1306,119,401,1425,,,,,,,Cheyyeru,Valligatla,,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,10,Chittoor,39,Somala,10147390020102,2,Tamminayanipalli
477,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Forest,,,,,,0,,,,,,,,,,Cheyyeru,Valligatla,,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,10,Chittoor,38,Chowdepalli,,,Forest
478,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Forest,,,,,,0,,,,,,,,,,Cheyyeru,Valligatla,,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,10,Chittoor,31,Piler,,,Forest
479,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Forest,,,,,,0,,,,,,,,,,Cheyyeru,Valligatla,,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,10,Chittoor,40,Sodam,,,Forest
480,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,Khambhamvaripalle,2009,,,,,1981,28,0,2009,,,,,,,Cheyyeru,Valligatla,,10-C-71-22,Ctr-Ch-Valligatla-Kanduru,10,Chittoor,40,Sodam,10147390040104,4,Khambhamvaripalle
481,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Gaddamvaripalli,2286,,,,,2286,0,542,2286,,,,,,,Cheyyeru,Peddavagu west,Peddavagu west,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,10,Chittoor,38,Chowdepalli,10143380040106,4,Gaddamvaripalli
482,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Forest,,,,,,0,,,,,,,,,,Cheyyeru,Peddavagu west,Peddavagu west,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,10,Chittoor,40,Sodam,,,Forest
483,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Ammagaripalli,1780,,,,,1722,58,0,1780,,,,,,,Cheyyeru,Peddavagu west,Peddavagu west,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,10,Chittoor,40,Sodam,10147400070108,7,Ammagaripalli
484,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Gongivaripalli,1627,,,,,1413,214,0,1627,,,,,,,Cheyyeru,Peddavagu west,Peddavagu west,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,10,Chittoor,40,Sodam,10147400080110,8,Gongivaripalli
485,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Timmanayanapalle,1195,,,,,1178,17,0,1195,,,,,,,Cheyyeru,Peddavagu west,Peddavagu west,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,10,Chittoor,40,Sodam,10147400090811,9,Timmanayanapalle
486,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Avulapalli,8997,,,,,8997,0,7583,8997,,,,,,,Cheyyeru,Peddavagu west,Peddavagu west,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,10,Chittoor,39,Somala,10143390120112,12,Avulapalli
487,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Irikipenta,3340,,,,,2643,697,1811,3340,,,,,,,Cheyyeru,Peddavagu west,Peddavagu west,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,10,Chittoor,39,Somala,10143390070106,7,Irikipenta
488,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,Nanjampeta,1221,,,,,1198,23,217,1221,,,,,,,Cheyyeru,Peddavagu west,Peddavagu west,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,10,Chittoor,39,Somala,10147390110110,11,Nanjampeta
489,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,S Nadimpalli,1930,,,,,1123,807,850,1930,,,,,,,Cheyyeru,Peddavagu west,Peddavagu west,10-C-71-23,Ctr-Ch-Peddavagu West-Somala,10,Chittoor,39,Somala,10147390090108,9,S Nadimpalli
