,,,,DW,DW PS,BW,STW,MTW,DTW,FP,TOTAL_cai,DW,DW PS,BW,STW,MTW,DTW,FP,TOTAL_NCAi,DW,DW PS,BW,STW,MTW,DTW,FP,TOTAL_PQI,DWDW/HP,DW PWS,TOTAL_CAR,DWDW/HP,DW PWS,TOTAL_NCAR,DWDW/HP,DW PWS,TOTAL_PQR,Industrial Wells_C,Industrial Wells_NCA,Industrial Wells_PQ
,,,,DW,DW PS,BW,STW,MTW,DTW,FP,TOTAL_cai,DW,DW PS,BW,STW,MTW,DTW,FP,TOTAL_NCAi,DW,DW PS,BW,STW,MTW,DTW,FP,TOTAL_PQI,DWDW/HP,DW PWS,TOTAL_CAR,DWDW/HP,DW PWS,TOTAL_NCAR,DWDW/HP,DW PWS,TOTAL_PQR,Industrial Wells_C,Industrial Wells_NCA,Industrial Wells_PQ
