"S.No","Watershed code","Watershed Name"," Village Name","Length ","Design depth of flow","Bed width","Side Slopes","WettedPerimeter","Wetted area","Canal seepage factor"," No.of operating days of canal",," Recharge from canal (ha.m)",,"Annual Recharge"
,,,,"mts","mts","mts","( degrees )","mts","( m.sq mts.)","( ha.m/d/m.sq.m )","Monsoon ","N-Monsoon","Monsoon ","Non-Monsoon","( ha.m )"
67,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Busarlapalli",3200,1,2.5,30,4.9,0.01568,15,30,90,7.056,21.168,28.224
68,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","G.Lakshmipuram",2000,1,2.5,30,4.9,0.0098,15,30,90,4.41,13.23,17.64
69,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Ramachandrapuram",1200,1,2.5,30,4.9,0.00588,15,30,90,2.646,7.938,10.584
70,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Pidathalapudi",800,1,2.5,30,4.9,0.00392,15,30,90,1.764,5.292,7.056
71,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Gonuguntla",2400,1,2.5,30,4.9,0.01176,15,30,90,5.292,15.876,21.168
72,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Tripurasundaripuram",800,1,2.5,30,4.9,0.00392,15,30,90,1.764,5.292,7.056
73,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","China Uyyalavada",800,1,2.5,30,4.9,0.00392,15,30,90,1.764,5.292,7.056
74,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Gummalampadu",2200,1,2.5,30,4.9,0.01078,15,30,90,4.851,14.553,19.404
75,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Enikapadu",1200,1,2.5,30,4.9,0.00588,15,30,90,2.646,7.938,10.584
76,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","B.Machavaram(Madduluru)",2000,1,2.5,30,4.9,0.0098,15,30,90,4.41,13.23,17.64
77,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Mattipadu(Vemulapadu)",2000,1,2.5,30,4.9,0.0098,15,30,90,4.41,13.23,17.64
78,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Chilakapadu",3600,1,2.5,30,4.9,0.01764,15,30,90,7.938,23.814,31.752
79,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","P.Takkellapadu",3600,1,2.5,30,4.9,0.01764,15,30,90,7.938,23.814,31.752
80,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Konaganivaripalem",,1,2.5,30,4.9,0,15,30,90,0,0,0
81,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","S.N.Puram",2800,1,2.5,30,4.9,0.01372,15,30,90,6.174,18.522,24.696
82,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Boddikurapadu",2600,1,2.5,30,4.9,0.01274,15,30,90,5.733,17.199,22.932
83,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Surayapalem",0,1,2.5,30,4.9,0,15,30,90,0,0,0
84,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Karumanchi",1000,1,2.5,30,4.9,0.0049,15,30,90,2.205,6.615,8.82
85,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Nidamaluru",,1,2.5,30,4.9,0,15,30,90,0,0,0
86,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Ponduru",650,1,2.5,30,4.9,0.003185,15,30,90,1.43325,4.29975,5.733
87,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Turpu Naidupalem",3000,1,2.5,30,4.9,0.0147,15,30,90,6.615,19.845,26.46
88,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","G.kattubadi",800,1,2.5,30,4.9,0.00392,15,30,90,1.764,5.292,7.056
89,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Mallavarappadu",4800,1,2.5,30,4.9,0.02352,15,30,90,10.584,31.752,42.336
90,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Kanduluru",0,1,2.5,30,4.9,0,15,30,90,0,0,0
91,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Marlapadu",800,1,2.5,30,4.9,0.00392,15,30,90,1.764,5.292,7.056
92,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Konijedu",800,1,2.5,30,4.9,0.00392,15,30,90,1.764,5.292,7.056
93,"08_C_58_47","PKM_C_G&M_Kothapatnam","Aluru",2329,1.5,4,30,7.6,0.0177004,15,90,90,23.89554,23.89554,47.79108
94,"08_C_58_47","PKM_C_G&M_Kothapatnam","Padarthi",1500,1.5,4,30,7.6,0.0114,15,90,90,15.39,15.39,30.78
95,"08_C_58_47","PKM_C_G&M_Kothapatnam","Kothapatnam ",1500,1.5,4,30,7.6,0.0114,15,90,90,15.39,15.39,30.78
96,"08_C_58_47","PKM_C_G&M_Kothapatnam","Rajupalem",402,1.5,4,30,7.6,0.0030552,15,90,90,4.12452,4.12452,8.24904
97,"08_C_58_47","PKM_C_G&M_Kothapatnam","P.kandrika",200,1.5,4,30,7.6,0.00152,15,90,90,2.052,2.052,4.104
98,"08_C_58_47","PKM_C_G&M_Kothapatnam","Ethamukkala",1012,1.5,4,30,7.6,0.0076912,15,90,90,10.38312,10.38312,20.76624
99,"08_C_58_47","PKM_C_G&M_Kothapatnam","Madanuru",1000,1.5,4,30,7.6,0.0076,15,90,90,10.26,10.26,20.52
100,"08_C_56_17","PKM_C_Romperu_Ballikurava","Vemavaram",2000,1.5,3.5,30,7.1,0.0142,15,90,90,19.17,19.17,38.34
101,"08_C_56_17","PKM_C_Romperu_Ballikurava","Konidena",4000,1.5,3.5,30,7.1,0.0284,15,90,90,38.34,38.34,76.68
102,"08_C_56_17","PKM_C_Romperu_Ballikurava","Ballikurava ",1500,1.5,3.5,30,7.1,0.01065,15,90,90,14.3775,14.3775,28.755
103,"08_C_56_17","PKM_C_Romperu_Ballikurava","Chennupalli",2000,1.5,3.5,30,7.1,0.0142,15,90,90,19.17,19.17,38.34
104,"08_C_56_17","PKM_C_Romperu_Ballikurava","Muktheswaram",2000,1.5,3.5,30,7.1,0.0142,15,90,90,19.17,19.17,38.34
105,"08_C_56_17","PKM_C_Romperu_Ballikurava","Guntupalli",2000,1.5,3.5,30,7.1,0.0142,15,90,90,19.17,19.17,38.34
106,"08_C_56_17","PKM_C_Romperu_Ballikurava","Vallapalli",2000,1.5,3.5,30,7.1,0.0142,15,90,90,19.17,19.17,38.34
107,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Garlapadu",1800,1.5,4,30,7.6,0.01368,15,60,90,12.312,18.468,30.78
108,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Gadiyapudi",1800,1.5,4,30,7.6,0.01368,15,60,90,12.312,18.468,30.78
109,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Mallavaram",3200,1.5,4,30,7.6,0.02432,15,60,90,21.888,32.832,54.72
110,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Venkateswarapuram",3200,1.5,4,30,7.6,0.02432,15,60,90,21.888,32.832,54.72
111,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Doddavaram ",1800,1.5,4,30,7.6,0.01368,15,60,90,12.312,18.468,30.78
112,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Nelaturu",3200,1.5,4,30,7.6,0.02432,15,60,90,21.888,32.832,54.72
113,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Maddipadu ",1800,1.5,4,30,7.6,0.01368,15,60,90,12.312,18.468,30.78
114,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Lingamguntla",7800,1.5,4,30,7.6,0.05928,15,60,90,53.352,80.028,133.38
115,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Ilapavuluru",2100,1.5,4,30,7.6,0.01596,15,60,90,14.364,21.546,35.91
116,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Rangasaipuram",1000,1.5,4,30,7.6,0.0076,15,60,90,6.84,10.26,17.1
117,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Pallamalli",3400,1.5,4,30,7.6,0.02584,15,60,90,23.256,34.884,58.14
118,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Nekunambad",1000,1.5,4,30,7.6,0.0076,15,60,90,6.84,10.26,17.1
119,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Chandrapadu",1600,1.5,4,30,7.6,0.01216,15,60,90,10.944,16.416,27.36
120,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","T.Gudipadu",200,1.5,4,30,7.6,0.00152,15,60,90,1.368,2.052,3.42
