,,,,CA,NCA,PQA,,,,,
,,,,Industrial,Industrial,Industrial,,,,,
Sr.no,Watershed code,GW watershed name,village name,Industrial Wells,Industrial Wells,Industrial Wells,Total ,,,,
576,08_C_61_38,PKM_C_MN_C.S.Puram,Bonthavaripalli,,,,0,,,,
577,08_C_61_38,PKM_C_MN_C.S.Puram,Bodavuladinne,,,,0,,,,
578,08_C_61_38,PKM_C_MN_C.S.Puram,Kondaboyinapalli,,,,0,,,,
579,08_C_61_38,PKM_C_MN_C.S.Puram,Ranganayunanipalli,,,,0,,,,
580,08_C_61_38,PKM_C_MN_C.S.Puram,Darsithimmakkapalli,,,,0,,,,
581,08_C_61_38,PKM_C_MN_C.S.Puram,C.S.Puram,,,,0,,,,
582,08_C_61_38,PKM_C_MN_C.S.Puram,Kovelampadu,,,,0,,,,
583,08_C_61_38,PKM_C_MN_C.S.Puram,Anikepalli,,,,0,,,,
584,08_C_61_38,PKM_C_MN_C.S.Puram,Nallamadugula,,,,0,,,,
585,08_C_61_38,PKM_C_MN_C.S.Puram,Uppalapadu,,,,0,,,,
586,08_C_61_38,PKM_C_MN_C.S.Puram,Gunthachennampalli,,,,0,,,,
587,08_C_61_38,PKM_C_MN_C.S.Puram,Regulachilaka,,,,0,,,,
588,08_C_61_38,PKM_C_MN_C.S.Puram,Chennapanayudipalli,,,,0,,,,
589,08_C_61_38,PKM_C_MN_C.S.Puram,Vatlabayalu,,,,0,,,,
590,08_C_61_38,PKM_C_MN_C.S.Puram,Malameedipalli,,,,0,,,,
591,08_C_61_38,PKM_C_MN_C.S.Puram,Kothapalli,,,,0,,,,
592,08_C_61_38,PKM_C_MN_C.S.Puram,Ambavaram,,,,0,,,,
593,08_C_61_38,PKM_C_MN_C.S.Puram,M.Venganapalli,,,,0,,,,
594,08_C_61_38,PKM_C_MN_C.S.Puram,R.F,,,,0,,,,
595,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,Murikimallapenta(RF),,0.001,,0.001,,,,
596,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,Rachakonda,,0.001,,0.001,,,,
597,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,Yandrapalli,,0.001,,0.001,,,,
598,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,Komarolu,,0.001,,0.001,,,,
599,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,Chapalamadugu,,0.001,,0.001,,,,
600,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,Kavalakuntla,,0.001,,0.001,,,,
601,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,RF,,0.001,,0.001,,,,
602,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Malakondapentagudam,,0.001,,0.001,,,,
603,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Isukagundam,,0.001,,0.001,,,,
604,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Ambavaram,,0.001,,0.001,,,,
605,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Narava,,0.001,,0.001,,,,
606,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Narasimhunipalli,,0.001,,0.001,,,,
607,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Kongalaveedu,,0.001,,0.001,,,,
608,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Giddalur,,0.001,,0.001,,,,
609,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Modampalli,,0.001,,0.001,,,,
610,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Chattireddypalli,,0.001,,0.001,,,,
611,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Kristnamsettipalli,,0.001,,0.001,,,,
612,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Kanchipalli,,0.001,,0.001,,,,
613,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Bogada,,0.001,,0.001,,,,
614,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Kothakota,,0.001,,0.001,,,,
615,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Mundlapadu,,0.001,,0.001,,,,
616,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Kommanur,,0.001,,0.001,,,,
617,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Sanjeevaraopeta,,0.001,,0.001,,,,
618,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Gadikota,,0.001,,0.001,,,,
619,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,Uyyalavada,,0.001,,0.001,,,,
620,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,R.Forest ,,0.001,,0.001,,,,
621,08-c-60-56,PKM-C-PL-S.KONDA,Muppala,,0,,0,,,,
622,08-c-60-56,PKM-C-PL-S.KONDA,Singarabhotlapalem,,0,,0,,,,
623,08-c-60-56,PKM-C-PL-S.KONDA,V.K.Kandrika,,0,,0,,,,
624,08-c-60-56,PKM-C-PL-S.KONDA,N.V.V.Kandrika,,0,,0,,,,
625,08-c-60-56,PKM-C-PL-S.KONDA,Nandanavanam,,0,,0,,,,
626,08-c-60-56,PKM-C-PL-S.KONDA,K.Bitragunta,,0,,0,,,,
627,08-c-60-56,PKM-C-PL-S.KONDA,J.G.Kandrika,,0,,0,,,,
628,08-c-60-56,PKM-C-PL-S.KONDA,M.K.Kandrika,,0,,0,,,,
629,08-c-60-56,PKM-C-PL-S.KONDA,Pandulapadu,,0,,0,,,,
630,08-c-60-56,PKM-C-PL-S.KONDA,Jillelamudi,,0,,0,,,,
631,08-c-60-56,PKM-C-PL-S.KONDA,Vikkiralapeta,,0,,0,,,,
632,08-c-60-56,PKM-C-PL-S.KONDA,Palukuru,,0,,0,,,,
633,08-c-60-56,PKM-C-PL-S.KONDA,KondiKandukuru,,0,,0,,,,
634,08-c-60-56,PKM-C-PL-S.KONDA,Kovvuru,,0,,0,,,,
635,08-c-60-56,PKM-C-PL-S.KONDA,Kanumalla,,0,,0,,,,
636,08-c-60-56,PKM-C-PL-S.KONDA,kalikavaya,,0,,0,,,,
637,08-c-60-56,PKM-C-PL-S.KONDA,Mulaguntapadu,,0,,0,,,,
638,08-c-60-56,PKM-C-PL-S.KONDA,Somarajupalli,,0,,0,,,,
639,08-c-60-56,PKM-C-PL-S.KONDA,Pakala,,0,,0,,,,
640,08-c-60-56,PKM-C-PL-S.KONDA,Singarayakonda,,0,,0,,,,
641,08_C_70_37,PKM_C_Sagileru_Allinagaram,Allinagaram,,,,0,,,,
642,08_C_70_37,PKM_C_Sagileru_Allinagaram,R.F,,,,0,,,,
643,08_C_44_9(1),PKM_D_LK_Garinipenta,Ballagondipenta,,,,0,,,,
644,08_C_44_9(1),PKM_D_LK_Garinipenta,Garnipenta,,,,0,,,,
645,08_C_44_9(1),PKM_D_LK_Garinipenta,R.F,,,,0,,,,
646,08_C_57_27,PKM_C_GKM_Korisapadu,Somavarrappadu,,,,0,,,,
647,08_C_57_27,PKM_C_GKM_Korisapadu,Korisapadu ,,,,0,,,,
648,08_C_57_27,PKM_C_GKM_Korisapadu,Dyvalaravuru,,,,0,,,,
649,08_C_57_27,PKM_C_GKM_Korisapadu,Annangi,,,,0,,,,
650,08_C_57_27,PKM_C_GKM_Korisapadu,Gundlapalli,,,,0,,,,
651,08_C_57_27,PKM_C_GKM_Korisapadu,Rachavaripalem,,,,0,,,,
652,08_C_57_27,PKM_C_GKM_Korisapadu,Kirthipadu,,,,0,,,,
653,08_C_57_27,PKM_C_GKM_Korisapadu,Kothakota,,,,0,,,,
654,08_C_57_27,PKM_C_GKM_Korisapadu,Nidamanuru,,,,0,,,,
655,08_C_57_27,PKM_C_GKM_Korisapadu,Chadalawada,,,,0,,,,
656,08_C_57_27,PKM_C_GKM_Korisapadu,Chervanuppalapadu,,,,0,,,,
657,08_C_57_27,PKM_C_GKM_Korisapadu,Ammanabrolu,,,,0,,,,
658,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,Pedakandukuru,,0,,0,,,,
659,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,Ayyavaripalli,,0,,0,,,,
660,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,Donakonda,,0,,0,,,,
661,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,Arthaveedu,,0,,0,,,,
662,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,Papinenipalli,,0,,0,,,,
663,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,Bollupalli,,0,,0,,,,
664,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,Erragunta,,0,,0,,,,
665,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,Bogulu,,0,,0,,,,
666,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,Lingapuram,,0,,0,,,,
667,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,Lingapuram Kandrika,,0,,0,,,,
668,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,RF,,0,,0,,,,
669,08_C_56_45,PKM_C_Romperu_N.G.Padu,Pamidipadu,,,,0,,,,
670,08_C_56_45,PKM_C_Romperu_N.G.Padu,Prasangalapadu,,,,0,,,,
671,08_C_56_45,PKM_C_Romperu_N.G.Padu,Rachapudi,,,,0,,,,
672,08_C_56_45,PKM_C_Romperu_N.G.Padu,Pothavaram,,,,0,,,,
673,08_C_56_45,PKM_C_Romperu_N.G.Padu,Raparla,,,,0,,,,
674,08_C_56_45,PKM_C_Romperu_N.G.Padu,Machavaram,,,,0,,,,
675,08_C_56_45,PKM_C_Romperu_N.G.Padu,Naguluppalapadu,,,,0,,,,
676,08_C_56_45,PKM_C_Romperu_N.G.Padu,Kandlagunta,,,,0,,,,
677,08_C_56_45,PKM_C_Romperu_N.G.Padu,Uppugonduru,,,,0,,,,
678,08_C_56_45,PKM_C_Romperu_N.G.Padu,Mattigunta,,,,0,,,,
679,08_C_56_45,PKM_C_Romperu_N.G.Padu,Kanuparthi,,,,0,,,,
680,08_C_56_45,PKM_C_Romperu_N.G.Padu,Pedaganjam,,,,0,,,,
681,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Pochamukkalapalli,,0,,0,,,,
682,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Sangapuram,,0,,0,,,,
683,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Kalavalapalli,,0,,0,,,,
684,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Tellabadu,,0,,0,,,,
685,08-C-59-11,PKM-C-MUSI-K.K.MITLA,P.Kambhampadu,,0,,0,,,,
686,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Ganimanapadu,,0,,0,,,,
687,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Vagimadugu,,0,,0,,,,
688,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Mummaipalem,,0,,0,,,,
689,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Basavapuram,,0,,0,,,,
690,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Munagapadu,,0,,0,,,,
691,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Veligandla,,0,,0,,,,
692,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Chintagunta,,0,,0,,,,
693,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Buradapaelm,,0,,0,,,,
694,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Ambapuram,,0,,0,,,,
695,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Regumanupalli,,0,,0,,,,
696,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Gurralamadugu,,0,,0,,,,
697,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Garladenne,,0,,0,,,,
698,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Marripalem,,0,,0,,,,
699,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Vaddimadugu,,0,,0,,,,
700,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Bodapadu,,0,,0,,,,
701,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Aswarayunipalem,,0,,0,,,,
702,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Edurrallapadu,,0,,0,,,,
703,08-C-59-11,PKM-C-MUSI-K.K.MITLA,K.K.Mitla,,0,,0,,,,
704,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Katragunta,,0,,0,,,,
705,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Tuvvapadu,,0,,0,,,,
706,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Vinjavarthipadu,,0,,0,,,,
707,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Salanutala,,0,,0,,,,
708,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Nagampalli,,0,,0,,,,
709,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Budamkayalapadu,,0,,0,,,,
710,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Garimenapenta,,0,,0,,,,
711,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Gajjalakonda,,0,,0,,,,
712,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Igalapadu,,0,,0,,,,
713,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Kesavabotlapalem,,0,,0,,,,
714,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Pamulapadu,,0,,0,,,,
715,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Kunchipalli,,0,,0,,,,
716,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Dasallapalli,,0,,0,,,,
717,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Ramulaveedu,,0,,0,,,,
718,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Ganugapenta,,0,,0,,,,
719,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Potalapadu,,0,,0,,,,
720,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Kandallapalli,,0,,0,,,,
721,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Ragasamudram,,0,,0,,,,
722,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Kalujuvvalapadu,,0,,0,,,,
723,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Jangamreddypalli,,0,,0,,,,
724,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Obayapalli,,0,,0,,,,
725,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Mangalakunta,,0,,0,,,,
726,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Kondareddypalli,,0,,0,,,,
727,08-C-59-11,PKM-C-MUSI-K.K.MITLA,Lakshmakkapalli,,0,,0,,,,
728,08-C-60-39,PKM-C-PL-VELIGANDLA,Takkellapadu(k),,0,,0,,,,
729,08-C-60-39,PKM-C-PL-VELIGANDLA,P.nagulavaram,,0,,0,,,,
730,08-C-60-39,PKM-C-PL-VELIGANDLA,J.Narasayapalli,,0,,0,,,,
731,08-C-60-39,PKM-C-PL-VELIGANDLA,K.K.B.Kandrika,,0,,0,,,,
732,08-C-60-39,PKM-C-PL-VELIGANDLA,P.Rallapalli,,0,,0,,,,
733,08-C-60-39,PKM-C-PL-VELIGANDLA,Ganesunipalli,,0,,0,,,,
734,08-C-60-39,PKM-C-PL-VELIGANDLA,Panduva,,0,,0,,,,
735,08-C-60-39,PKM-C-PL-VELIGANDLA,G.Sitaramapuram,,0,,0,,,,
736,08-C-60-39,PKM-C-PL-VELIGANDLA,Gannavaram,,0,,0,,,,
737,08-C-60-39,PKM-C-PL-VELIGANDLA,Gurugupadu,,0,,0,,,,
738,08-C-60-39,PKM-C-PL-VELIGANDLA,Kankanampadu,,0,,0,,,,
739,08-C-60-39,PKM-C-PL-VELIGANDLA,K.Agraharam,,0,,0,,,,
740,08-C-60-39,PKM-C-PL-VELIGANDLA,Ballavaram,,0,,0,,,,
741,08-C-60-39,PKM-C-PL-VELIGANDLA,Perugupall,,0,,0,,,,
742,08-C-60-39,PKM-C-PL-VELIGANDLA,Hussainpuram,,0,,0,,,,
743,08-C-60-39,PKM-C-PL-VELIGANDLA,Bontaguntapalli,,0,,0,,,,
744,08-C-60-39,PKM-C-PL-VELIGANDLA,Mogulluru,,0,,0,,,,
745,08-C-60-39,PKM-C-PL-VELIGANDLA,Veligandla,,0,,0,,,,
746,08-C-60-39,PKM-C-PL-VELIGANDLA,Ramagopalapuram,,0,,0,,,,
747,08-C-60-39,PKM-C-PL-VELIGANDLA,Ramalingapuram,,0,,0,,,,
748,08-C-60-39,PKM-C-PL-VELIGANDLA,Immadicheruvu,,0,,0,,,,
749,08-C-60-39,PKM-C-PL-VELIGANDLA,Vedullacheruvu,,0,,0,,,,
750,08-C-60-39,PKM-C-PL-VELIGANDLA,Kotalapalli,,0,,0,,,,
751,08-C-60-40,PKM-C-PL-VELIGANDLA,RF,,,,0,,,,
752,08-C-57-35,Pkm_C-Gkm_Racherla,Errabalem,,,,0,,,,
753,08-C-57-35,Pkm_C-Gkm_Racherla,Ananthapalli,,,,0,,,,
754,08-C-57-35,Pkm_C-Gkm_Racherla,Turimella,,,,0,,,,
755,08-C-57-35,Pkm_C-Gkm_Racherla,Akaveedu,,,,0,,,,
756,08-C-57-35,Pkm_C-Gkm_Racherla,Venthurlapadu,,,,0,,,,
757,08-C-57-35,Pkm_C-Gkm_Racherla,Chinnaganipalli,,,,0,,,,
758,08-C-57-35,Pkm_C-Gkm_Racherla,Chollaveedu,,,,0,,,,
759,08-C-57-35,Pkm_C-Gkm_Racherla,J.P.Cheruvu,,,,0,,,,
760,08-C-57-35,Pkm_C-Gkm_Racherla,Anumalapalli,,,,0,,,,
761,08-C-57-35,Pkm_C-Gkm_Racherla,Racherla,,,,0,,,,
762,08-C-57-35,Pkm_C-Gkm_Racherla,Timmapuram,,,,0,,,,
763,08-C-57-35,Pkm_C-Gkm_Racherla,RF,,,,0,,,,
764,08-D-44-03,PKM-D-KRISHNA-PALUTLA,Palutla,,0,,0,,,,
765,08-D-44-03,PKM-D-KRISHNA-PALUTLA,Ponnalaboilu,,0,,0,,,,
766,08-D-44-03,PKM-D-KRISHNA-PALUTLA,Narutadikala,,0,,0,,,,
767,08-D-44-03,PKM-D-KRISHNA-PALUTLA,Alatam,,0,,0,,,,
768,08-D-44-03,PKM-D-KRISHNA-PALUTLA,Burugundla,,0,,0,,,,
769,08-D-44-03,PKM-D-KRISHNA-PALUTLA,Guttalacheruvu,,0,,0,,,,
770,08-D-44-03,PKM-D-KRISHNA-PALUTLA,Baipenta,,0,,0,,,,
771,08-D-44-03,PKM-D-KRISHNA-PALUTLA,Naidakkacherla,,0,,0,,,,
772,08-D-44-03,PKM-D-KRISHNA-PALUTLA,Resrve forest,,,,0,,,,
773,08_C_60_41,Pkm_C_PL_Ponnalulu,Rajavulapadu,,0.001,,0.001,,,,
774,08_C_60_41,Pkm_C_PL_Ponnalulu,Manginapadu,,0.001,,0.001,,,,
775,08_C_60_41,Pkm_C_PL_Ponnalulu,Chennipadu,,0.001,,0.001,,,,
776,08_C_60_41,Pkm_C_PL_Ponnalulu,P.B.puram,,0.001,,0.001,,,,
777,08_C_60_41,Pkm_C_PL_Ponnalulu,Ravulakollu,,0.001,,0.001,,,,
778,08_C_60_41,Pkm_C_PL_Ponnalulu,Uppaladinna,,0.001,,0.001,,,,
779,08_C_60_41,Pkm_C_PL_Ponnalulu,Vempadu,,0.001,,0.001,,,,
780,08_C_60_41,Pkm_C_PL_Ponnalulu,Vellaturu,,0.001,,0.001,,,,
781,08_C_60_41,Pkm_C_PL_Ponnalulu,Ponnaluru,,0.001,,0.001,,,,
782,08_C_60_41,Pkm_C_PL_Ponnalulu,P.G.Kandrika,,0.001,,0.001,,,,
783,08_C_60_41,Pkm_C_PL_Ponnalulu,Cherukuru,,0.001,,0.001,,,,
784,08_C_60_41,Pkm_C_PL_Ponnalulu,Boganampadu,,0.001,,0.001,,,,
785,08_C_60_41,Pkm_C_PL_Ponnalulu,Malepadu,,0.001,,0.001,,,,
786,08_C_60_41,Pkm_C_PL_Ponnalulu,Lingamguntla,,0.001,,0.001,,,,
787,08_C_60_41,Pkm_C_PL_Ponnalulu,Veerannapalem,,0.001,,0.001,,,,
788,08-C-60-49,PKM-C-PL-JARUGUMALLI,Tangella,,,,0,,,,
789,08-C-60-49,PKM-C-PL-JARUGUMALLI,Ayyaparajupalem,,,,0,,,,
790,08-C-60-49,PKM-C-PL-JARUGUMALLI,Tangutur,,,,0,,,,
791,08-C-60-49,PKM-C-PL-JARUGUMALLI,Velagapudi,,,,0,,,,
792,08-C-60-49,PKM-C-PL-JARUGUMALLI,Jayavaram,,,,0,,,,
793,08-C-60-49,PKM-C-PL-JARUGUMALLI,P.M.kandrika-1,,,,0,,,,
794,08-C-60-49,PKM-C-PL-JARUGUMALLI,N.N.Kandrika,,,,0,,,,
795,08-C-60-49,PKM-C-PL-JARUGUMALLI,Vardhinenipalem,,,,0,,,,
796,08-C-60-49,PKM-C-PL-JARUGUMALLI,Pachhava,,,,0,,,,
797,08-C-60-49,PKM-C-PL-JARUGUMALLI,K-Agraharam,,,,0,,,,
798,08-C-60-49,PKM-C-PL-JARUGUMALLI,Kamepalli,,,,0,,,,
799,08-C-60-49,PKM-C-PL-JARUGUMALLI,Chathukapadu,,,,0,,,,
800,08-C-60-49,PKM-C-PL-JARUGUMALLI,I.M.Kandrika,,,,0,,,,
801,08-C-60-49,PKM-C-PL-JARUGUMALLI,Pydipadu,,,,0,,,,
802,08-C-60-49,PKM-C-PL-JARUGUMALLI,Ramachandrapuram,,,,0,,,,
803,08-C-60-49,PKM-C-PL-JARUGUMALLI,N.M.V.Kandrika,,,,0,,,,
804,08-C-60-49,PKM-C-PL-JARUGUMALLI,Narasingolu,,,,0,,,,
805,08-C-60-49,PKM-C-PL-JARUGUMALLI,Chirukurapadu,,,,0,,,,
806,08-C-60-49,PKM-C-PL-JARUGUMALLI,Davagudur,,,,0,,,,
807,08-C-60-49,PKM-C-PL-JARUGUMALLI,P.G.Kandrika,,,,0,,,,
808,08-C-60-49,PKM-C-PL-JARUGUMALLI,Jarugumalli,,,,0,,,,
809,08-C-60-49,PKM-C-PL-JARUGUMALLI,Vaviletipadu,,,,0,,,,
810,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Viranchipuram,,,,0,,,,
811,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Pd.Gogulapalli,,,,0,,,,
812,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Jammalamadaka,,,,0,,,,
813,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Vangapadu,,,,0,,,,
814,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Krishnapuram,,,,0,,,,
815,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Guravajipeta,,,,0,,,,
816,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Chirladinne,,,,0,,,,
817,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Vijayagopalapuram,,,,0,,,,
818,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Balavenkatapuram,,,,0,,,,
819,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Ballipalli,,,,0,,,,
820,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Umamaheswarapuram,,,,0,,,,
821,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Raviguntapalli,,,,0,,,,
822,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Chodavaram,,,,0,,,,
823,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Marapaguntla,,,,0,,,,
824,08-C-60-39(31),PKM-C-PL-BALLIPALLI,Nagireddipalle,,,,0,,,,
825,08-C-60-39(31),PKM-C-PL-BALLIPALLI,RF,,,,0,,,,
826,08_C_70_37,PKM_C_Sagileru_Komarolu,Nallaguntla,,,,0,,,,
827,08_C_70_37,PKM_C_Sagileru_Komarolu,Rajupalem,,,,0,,,,
828,08_C_70_37,PKM_C_Sagileru_Komarolu,G.Moranaipalli,,,,0,,,,
829,08_C_70_37,PKM_C_Sagileru_Komarolu,Vennampalli,,,,0,,,,
830,08_C_70_37,PKM_C_Sagileru_Komarolu,Lingareddypalli,,,,0,,,,
831,08_C_70_37,PKM_C_Sagileru_Komarolu,Krishnampalli,,,,0,,,,
832,08_C_70_37,PKM_C_Sagileru_Komarolu,Idamakallu,,,,0,,,,
833,08_C_70_37,PKM_C_Sagileru_Komarolu,Pullareddypalli,,,,0,,,,
834,08_C_70_37,PKM_C_Sagileru_Komarolu,Chintalapalli,,,,0,,,,
835,08_C_70_37,PKM_C_Sagileru_Komarolu,Komarole,,,,0,,,,
836,08_C_70_37,PKM_C_Sagileru_Komarolu,Badinenipalli,,,,0,,,,
837,08_C_70_37,PKM_C_Sagileru_Komarolu,Ramavaripalli,,,,0,,,,
838,08_C_70_37,PKM_C_Sagileru_Komarolu,Suravaripalli,,,,0,,,,
839,08_C_70_37,PKM_C_Sagileru_Komarolu,Mottupalli,,,,0,,,,
840,08_C_70_37,PKM_C_Sagileru_Komarolu,Bedusupalli,,,,0,,,,
841,08_C_70_37,PKM_C_Sagileru_Komarolu,Brahmanapalli,,,,0,,,,
842,08_C_70_37,PKM_C_Sagileru_Komarolu,Reddicherla,,,,0,,,,
843,08_C_70_37,PKM_C_Sagileru_Komarolu,Podilikondapalli,,,,0,,,,
844,08_C_70_37,PKM_C_Sagileru_Komarolu,forest&hilly area,,,,0,,,,
845,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Pedanagulavaram,,,,0,,,,
846,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Vemulakota,,,,0,,,,
847,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Idupur,,,,0,,,,
848,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Nikarampalli,,,,0,,,,
849,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Jammanapalli,,,,0,,,,
850,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Kalabheemunipadu,,,,0,,,,
851,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Akkacheruvu,,,,0,,,,
852,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Gottipadia,,,,0,,,,
853,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Devarajugattu,,,,0,,,,
854,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Kothapalli,,,,0,,,,
855,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Gobbur,,,,0,,,,
856,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Tangirallapalli,,,,0,,,,
857,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Cumbumpadu,,,,0,,,,
858,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Peddaraveedu,,,,0,,,,
859,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Sunkesula,,,,0,,,,
860,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,Kalanuthala,,,,0,,,,
861,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,RF,,,,0,,,,
862,08-c-61-53,PKM-C-MN-L.Samudram,Kalavalla,,0,,0,,,,
863,08-c-61-53,PKM-C-MN-L.Samudram,Bodavada,,0,,0,,,,
864,08-c-61-53,PKM-C-MN-L.Samudram,Renimadugu,,0,,0,,,,
865,08-c-61-53,PKM-C-MN-L.Samudram,Mogilicherla,,0,,0,,,,
866,08-c-61-53,PKM-C-MN-L.Samudram,J.R.Kandrika,,0,,0,,,,
867,08-c-61-53,PKM-C-MN-L.Samudram,Vengalapuram,,0,,0,,,,
868,08-c-61-53,PKM-C-MN-L.Samudram,Muktheswaram,,0,,0,,,,
869,08-c-61-53,PKM-C-MN-L.Samudram,Malakondarayunipalem,,0,,0,,,,
870,08-c-61-53,PKM-C-MN-L.Samudram,V.R.Kota,,0,,0,,,,
