,,,,CA,NCA,PQA,,,,,
,,,,Industrial,Industrial,Industrial,,,,,
Sr.no,Watershed code,GW watershed name,village name,Industrial Wells,Industrial Wells,Industrial Wells,Total ,,,,
277,08_C_55_18,PKM_C_Ogeru_S.Maguluru,Elchuru,0,,,0,,,,
278,08_C_55_18,PKM_C_Ogeru_S.Maguluru,Kommalapadu,0,,,0,,,,
279,08-c-57-44,PKM-C-GKM-ONGOLE,Mangamuru,0,,,0,,,,
280,08-c-57-44,PKM-C-GKM-ONGOLE,Koppolu,0,,,0,,,,
281,08-c-57-44,PKM-C-GKM-ONGOLE,Ongole,20,,,20,,,,
282,08-c-57-44,PKM-C-GKM-ONGOLE,Kothamamidipalem,0,,,0,,,,
283,08-c-57-44,PKM-C-GKM-ONGOLE,Vengamukkapalem,0,,,0,,,,
284,08-c-57-44,PKM-C-GKM-ONGOLE,Sarvareddypalem,0,,,0,,,,
285,08-c-57-44,PKM-C-GKM-ONGOLE,Yerrajerla,0,,,0,,,,
286,08-c-57-44,PKM-C-GKM-ONGOLE,Cheruvukommupalem,0,,,0,,,,
287,08-c-57-44,PKM-C-GKM-ONGOLE,Mangaladripuram,0,,,0,,,,
288,08-c-57-44,PKM-C-GKM-ONGOLE,Pelluru,0,,,0,,,,
289,08-c-57-44,PKM-C-GKM-ONGOLE,Narasapuram,0,,,0,,,,
290,08-c-57-44,PKM-C-GKM-ONGOLE,Malleswarapuram ,0,,,0,,,,
291,08-c-57-44,PKM-C-GKM-ONGOLE,Valluru,0,,,0,,,,
292,08-c-57-44,PKM-C-GKM-ONGOLE,Somavarappadu,0,,,0,,,,
293,08-c-57-44,PKM-C-GKM-ONGOLE,Valluru kavali manyam,0,,,0,,,,
294,08-c-57-44,PKM-C-GKM-ONGOLE,Vasepallipadu,0,,,0,,,,
295,08_C_58_23,PKM_C_Romperu_Chirala,Vada,5,0,0,5,,,,
296,08_C_58_23,PKM_C_Romperu_Chirala,Ipurupalem,5,0,0,5,,,,
297,08_C_58_23,PKM_C_Romperu_Chirala,Perala,15,0,0,15,,,,
298,08_C_58_23,PKM_C_Romperu_Chirala,CHIRALA ,20,0,0,20,,,,
299,08_C_58_23,PKM_C_Romperu_Chirala,Gavinivaripalem,0,0,0,0,,,,
300,08_C_57_14,PKM_C_GKM_Mundlamuru,Tanamchintala,,,,0,,,,
301,08_C_57_14,PKM_C_GKM_Mundlamuru,Pothavaram,,,,0,,,,
302,08_C_57_14,PKM_C_GKM_Mundlamuru,Devavaram,,,,0,,,,
303,08_C_57_14,PKM_C_GKM_Mundlamuru,Thimmayapalem,,,,0,,,,
304,08_C_57_14,PKM_C_GKM_Mundlamuru,Vemula,,,,0,,,,
305,08_C_57_14,PKM_C_GKM_Mundlamuru,Vemulabanda,,,,0,,,,
306,08_C_57_14,PKM_C_GKM_Mundlamuru,Umamaheswarapuram,,,,0,,,,
307,08_C_57_14,PKM_C_GKM_Mundlamuru,Thammaluru,,,,0,,,,
308,08_C_57_14,PKM_C_GKM_Mundlamuru,Peddaravipadu,,,,0,,,,
309,08_C_57_14,PKM_C_GKM_Mundlamuru,N.V. Kandrika,,,,0,,,,
310,08_C_57_14,PKM_C_GKM_Mundlamuru,Chintalapudi,,,,0,,,,
311,08_C_57_14,PKM_C_GKM_Mundlamuru,Kellampalli,,,,0,,,,
312,08_C_57_14,PKM_C_GKM_Mundlamuru,Basavapuram,,,,0,,,,
313,08_C_57_14,PKM_C_GKM_Mundlamuru,Peddaullagallu,,,,0,,,,
314,08_C_57_14,PKM_C_GKM_Mundlamuru,Chinnaullagallu,,,,0,,,,
315,08_C_57_14,PKM_C_GKM_Mundlamuru,Pasupugallu,,,,0,,,,
316,08_C_57_14,PKM_C_GKM_Mundlamuru,Mundlamur ,,,,0,,,,
317,08_C_57_14,PKM_C_GKM_Mundlamuru,Vempadu,,,,0,,,,
318,08_C_57_14,PKM_C_GKM_Mundlamuru,Polavaram,,,,0,,,,
319,08_C_57_14,PKM_C_GKM_Mundlamuru,Sankarapuram,,,,0,,,,
320,08_C_57_14,PKM_C_GKM_Mundlamuru,Avisanavaripalem,,,,0,,,,
321,08_C_57_14,PKM_C_GKM_Mundlamuru,Malkapuram,,,,0,,,,
322,08_C_57_14,PKM_C_GKM_Mundlamuru,Kunkupadu,,,,0,,,,
323,08_C_57_14,PKM_C_GKM_Mundlamuru,Nannurupadu,,,,0,,,,
324,08_C_57_14,PKM_C_GKM_Mundlamuru,Modepalli,,,,0,,,,
325,08_C_57_01(14),PKM_C_GKM_Edara,Edara,0.001,0,0,0.001,,,,
326,08_C_57_01(14),PKM_C_GKM_Edara,Bhimavaram,0.001,0,0,0.001,,,,
327,08_C_57_01(14),PKM_C_GKM_Edara,Jammulamadaka,0.001,0,0,0.001,,,,
328,08_C_57_01(14),PKM_C_GKM_Edara,Purimetla,0.001,0,0,0.001,,,,
329,08_C_57_01(14),PKM_C_GKM_Edara,Kommavaram,0.001,0,0,0.001,,,,
330,08_C_57_01(14),PKM_C_GKM_Edara,Marella,0.001,0,0,0.001,,,,
331,08_C_57_01(14),PKM_C_GKM_Edara,Botlapalli,0.001,0,0,0.001,,,,
332,08_C_57_01(14),PKM_C_GKM_Edara,Kambhampadu,0.001,0,0,0.001,,,,
333,08_C_57_01(14),PKM_C_GKM_Edara,Nujellapalli,0.001,0,0,0.001,,,,
334,08_C_57_01(14),PKM_C_GKM_Edara,Ramayapalem,0.001,0,0,0.001,,,,
335,08_C_57_01(14),PKM_C_GKM_Edara,Koticalapudi,0.001,0,0.001,0.002,,,,
336,08-C-57-5(2),PKM-C-GKM-MARRIVEMULA,Chennapalem,0,0,0,0,,,,
337,08-C-57-5(2),PKM-C-GKM-MARRIVEMULA,Sathakodu,0,0,0,0,,,,
338,08-C-57-5(2),PKM-C-GKM-MARRIVEMULA,Marrivemula,0,0,0,0,,,,
339,08-C-57-5(2),PKM-C-GKM-MARRIVEMULA,Mutukula,0,0,0,0,,,,
340,08-C-57-5(2),PKM-C-GKM-MARRIVEMULA,Narasapuram,0,0,0,0,,,,
341,08-C-57-5(2),PKM-C-GKM-MARRIVEMULA,RF,0,0,0,0,,,,
342,08_C_59_05,PKM_C_Musi_Donakonda,Lankojipalli,,25,,25,,,,
343,08_C_59_05,PKM_C_Musi_Donakonda,Yerra Obanapalli,,,,0,,,,
344,08_C_59_05,PKM_C_Musi_Donakonda,Ramachandrapuram,,,,0,,,,
345,08_C_59_05,PKM_C_Musi_Donakonda,Rajampalli,,,,0,,,,
346,08_C_59_05,PKM_C_Musi_Donakonda,Annavaram,,,,0,,,,
347,08_C_59_05,PKM_C_Musi_Donakonda,Kottapalli,,,,0,,,,
348,08_C_59_05,PKM_C_Musi_Donakonda,Bandalapaya,,,,0,,,,
349,08_C_59_05,PKM_C_Musi_Donakonda,Abbayapalem,,,,0,,,,
350,08_C_59_05,PKM_C_Musi_Donakonda,Tummedalapadu,,,,0,,,,
351,08_C_59_05,PKM_C_Musi_Donakonda,Chandaluru,,,,0,,,,
352,08_C_59_05,PKM_C_Musi_Donakonda,Chalivendra,,,,0,,,,
353,08_C_59_05,PKM_C_Musi_Donakonda,Venkatachalampalli,,,,0,,,,
354,08_C_59_05,PKM_C_Musi_Donakonda,Balapuram,,,,0,,,,
355,08_C_59_05,PKM_C_Musi_Donakonda,Jammigumpala,,,,0,,,,
356,08_C_59_05,PKM_C_Musi_Donakonda,Bukkapuram,,,,0,,,,
357,08_C_59_05,PKM_C_Musi_Donakonda,BandiVeligandla,,,,0,,,,
358,08_C_59_05,PKM_C_Musi_Donakonda,Ganeswarapuram,,,,0,,,,
359,08_C_59_05,PKM_C_Musi_Donakonda,Venkatapuram,,,,0,,,,
360,08_C_59_05,PKM_C_Musi_Donakonda,Jamukaladinne,,,,0,,,,
361,08_C_59_05,PKM_C_Musi_Donakonda,Lakshmnarayanaipuram,,,,0,,,,
362,08_C_59_05,PKM_C_Musi_Donakonda,Korlamadugu,,,,0,,,,
363,08_C_59_05,PKM_C_Musi_Donakonda,Krishnapuram,,,,0,,,,
364,08_C_59_05,PKM_C_Musi_Donakonda,Peddauyyalawada,,,,0,,,,
365,08_C_59_05,PKM_C_Musi_Donakonda,DONAKONDA (Badapuram),,,,0,,,,
366,08_C_59_05,PKM_C_Musi_Donakonda,Veeravenkatapuram,,,,0,,,,
367,08_C_59_05,PKM_C_Musi_Donakonda,Yerrapalem,,,,0,,,,
368,08_C_59_05,PKM_C_Musi_Donakonda,Obbapuram,,,,0,,,,
369,08_C_59_05,PKM_C_Musi_Donakonda,Narasimhanayunipalli,,,,0,,,,
370,08_C_59_05,PKM_C_Musi_Donakonda,Indlacheruvu,,,,0,,,,
371,08_C_59_05,PKM_C_Musi_Donakonda,Ragamukkalapalli,,,,0,,,,
372,08_C_59_05,PKM_C_Musi_Donakonda,P.Venkatapuram,,,,0,,,,
373,08_C_59_05,PKM_C_Musi_Donakonda,L.N.Puram,,,,0,,,,
374,08_C_59_05,PKM_C_Musi_Donakonda,Peddammapalem,,,,0,,,,
375,08_C_59_05,PKM_C_Musi_Donakonda,Gudipadu,,,,0,,,,
376,08_C_59_05,PKM_C_Musi_Donakonda,Aravallipadu,,,,0,,,,
377,08_C_59_05,PKM_C_Musi_Donakonda,Vaddipadu,,,,0,,,,
378,08_C_59_05,PKM_C_Musi_Donakonda,Potlapadu,,,,0,,,,
379,08_C_59_05,PKM_C_Musi_Donakonda,Gangadonakonda,,,,0,,,,
380,08_C_59_05,PKM_C_Musi_Donakonda,PadamaraGangavaram,,,,0,,,,
381,08_C_59_05,PKM_C_Musi_Donakonda,Alavalapadu,,,,0,,,,
382,08_C_59_05,PKM_C_Musi_Donakonda,Bodanampadu,,,,0,,,,
383,08_C_57_10(18),PKM_C_GKM_Kunduru,Kunduru(W),,,,0,,,,
384,08_C_57_10(18),PKM_C_GKM_Kunduru,Kunduru(E),,,,0,,,,
385,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Battipadu,,0,,0,,,,
386,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Chandavaram,,0,,0,,,,
387,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Polepalli,,0,,0,,,,
388,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Padamati laxmipuram,,0,,0,,,,
389,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Ramapuram,,0,,0,,,,
390,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Rudrasamudram,,0,,0,,,,
391,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Bhumanapalli,,0,,0,,,,
392,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Mallampet,,0,,0,,,,
393,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,kocherlakota,,0,,0,,,,
394,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Siddayapalem,,0,,0,,,,
395,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Anantvaram,,0,,0,,,,
396,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Manginapudi,0,0,,0,,,,
397,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Jagannadapuram,0,0,,0,,,,
398,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Kasipuram,0,0,,0,,,,
399,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,kalluru,0,0,,0,,,,
400,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Naidupalem,0,0,,0,,,,
401,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Avulamanda,0,0,,0,,,,
402,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,Mustlagangavaram,0,0,,0,,,,
403,08_C_56_26,PKM_C_Romperu_J.Panguluru,Bollapalli,0,0,0,0,,,,
404,08_C_56_26,PKM_C_Romperu_J.Panguluru,Duddukuru,0,0,0,0,,,,
405,08_C_56_26,PKM_C_Romperu_J.Panguluru,Koniki,0,0,0,0,,,,
406,08_C_56_26,PKM_C_Romperu_J.Panguluru,Gangavaram,0,0,0,0,,,,
407,08_C_56_26,PKM_C_Romperu_J.Panguluru,Alavalapadu,0,0,0,0,,,,
408,08_C_56_26,PKM_C_Romperu_J.Panguluru,Bayatamanjuluru,0,0,0,0,,,,
409,08_C_56_26,PKM_C_Romperu_J.Panguluru,Budavada,0,0,0,0,,,,
410,08_C_56_26,PKM_C_Romperu_J.Panguluru,Chandaluru,0,0,0,0,,,,
411,08_C_56_26,PKM_C_Romperu_J.Panguluru,J.Pangulur,0,0,0,0,,,,
412,08_C_56_26,PKM_C_Romperu_J.Panguluru,Kondamanjuluru,0,0,0,0,,,,
413,08_C_56_26,PKM_C_Romperu_J.Panguluru,Kondamuru,0,0,0,0,,,,
414,08_C_56_26,PKM_C_Romperu_J.Panguluru,Kotapadu,0,0,0,0,,,,
415,08_C_56_26,PKM_C_Romperu_J.Panguluru,Muppavaram,0,0,0,0,,,,
416,08_C_56_26,PKM_C_Romperu_J.Panguluru,Nujellapalli,0,0,0,0,,,,
417,08_C_56_26,PKM_C_Romperu_J.Panguluru,Renangivaram,0,0,0,0,,,,
418,08_C_56_26,PKM_C_Romperu_J.Panguluru,Takkellapadu,0,0,0,0,,,,
419,08_C_56_26,PKM_C_Romperu_J.Panguluru,Turpu Kopperapadu,0,46,0,46,,,,
420,08_C_56_26,PKM_C_Romperu_J.Panguluru,P.Gudipadu,0,0,0,0,,,,
421,08_C_56_26,PKM_C_Romperu_J.Panguluru,Ravinuthala,0,0,0,0,,,,
422,08_C_56_26,PKM_C_Romperu_J.Panguluru,Edumudi,0,0,0,0,,,,
423,08_C_56_26,PKM_C_Romperu_J.Panguluru,Maddirala Muppalla,0,0,0,0,,,,
424,08_C_56_26,PKM_C_Romperu_J.Panguluru,Chinaganjam,0,0,0,0,,,,
425,08_C_56_26,PKM_C_Romperu_J.Panguluru,Chinthagumpalli,0,0,0,0,,,,
426,08_C_56_26,PKM_C_Romperu_J.Panguluru,Kadavakuduru,0,0,0,0,,,,
427,08_C_56_26,PKM_C_Romperu_J.Panguluru,Gonasapudi,0,0,0,0,,,,
428,08_C_56_26,PKM_C_Romperu_J.Panguluru,Motupalli,0,0,0,0,,,,
429,08_C_57_16,PKM_C_GKM_Addanki,Mylavaram,,,0,0,,,,
430,08_C_57_16,PKM_C_GKM_Addanki,Upalapadu,,,0,0,,,,
431,08_C_57_16,PKM_C_GKM_Addanki,Vemparala,,,0,0,,,,
432,08_C_57_16,PKM_C_GKM_Addanki,China Kothapalli,,,0,0,,,,
433,08_C_57_16,PKM_C_GKM_Addanki,Dharmavaram,,,0,0,,,,
434,08_C_57_16,PKM_C_GKM_Addanki,Kalavakuru,,,0,0,,,,
435,08_C_57_16,PKM_C_GKM_Addanki,Gopalapuram,,,0,0,,,,
436,08_C_57_16,PKM_C_GKM_Addanki,Narasimhapuram,,,0,0,,,,
437,08_C_57_16,PKM_C_GKM_Addanki,Bommanampadu,,,0,0,,,,
438,08_C_57_16,PKM_C_GKM_Addanki,North Addanki,,,0,0,,,,
439,08_C_57_16,PKM_C_GKM_Addanki,South Addanki,,,0,0,,,,
440,08_C_57_16,PKM_C_GKM_Addanki,Manikeswaram,,,0,0,,,,
441,08_C_57_16,PKM_C_GKM_Addanki,S.L.Gudipadu,,,0,0,,,,
442,08_C_57_16,PKM_C_GKM_Addanki,Vaidana,,,0,0,,,,
443,08_C_57_16,PKM_C_GKM_Addanki,Kukatlapalli,,,0,0,,,,
444,08_C_57_16,PKM_C_GKM_Addanki,Gorrepadu,,,0,0,,,,
445,08_C_57_16,PKM_C_GKM_Addanki,Kopperapadu,,,0,0,,,,
446,08_C_57_16,PKM_C_GKM_Addanki,Kasyapuram,,,0,0,,,,
447,08_C_57_16,PKM_C_GKM_Addanki,Anamanamuru,,,0,0,,,,
448,08_C_57_16,PKM_C_GKM_Addanki,Bodduvaripalem  (Medrametla),,,0,0,,,,
449,08_C_57_16,PKM_C_GKM_Addanki,Chakrayapalem,,,0,0,,,,
450,08_C_56_22,PKM_C_Romperu_Parchuru,Uppumaguluru,,,,0,,,,
451,08_C_56_21,PKM_C_Romperu_Parchuru,Ramakuru,,,,0,,,,
452,08_C_56_21,PKM_C_Romperu_Parchuru,Bobbepalli,,,,0,,,,
453,08_C_56_21,PKM_C_Romperu_Parchuru,Darsi,,,,0,,,,
454,08_C_56_21,PKM_C_Romperu_Parchuru,Jangameswarapuram,,,,0,,,,
455,08_C_56_21,PKM_C_Romperu_Parchuru,Jonnathali,,,,0,,,,
456,08_C_56_21,PKM_C_Romperu_Parchuru,Konanki,,,,0,,,,
457,08_C_56_21,PKM_C_Romperu_Parchuru,Lakkavaram,,,,0,,,,
458,08_C_56_21,PKM_C_Romperu_Parchuru,MARTURU ,,,,0,,,,
459,08_C_56_21,PKM_C_Romperu_Parchuru,Nagarajupalli,,,,0,,,,
460,08_C_56_21,PKM_C_Romperu_Parchuru,Rajupalem,,,,0,,,,
461,08_C_56_21,PKM_C_Romperu_Parchuru,Vallaparla,,,,0,,,,
462,08_C_56_21,PKM_C_Romperu_Parchuru,Adusumilli,,,,0,,,,
463,08_C_56_21,PKM_C_Romperu_Parchuru,Bodavada mandaGunta,,,,0,,,,
464,08_C_56_21,PKM_C_Romperu_Parchuru,Chennubotlapalem,,,,0,,,,
465,08_C_56_21,PKM_C_Romperu_Parchuru,Cherukuru,,,,0,,,,
466,08_C_56_21,PKM_C_Romperu_Parchuru,Devarapalli,,,,0,,,,
467,08_C_56_21,PKM_C_Romperu_Parchuru,Garnepudi,,,,0,,,,
468,08_C_56_21,PKM_C_Romperu_Parchuru,Gollapudi,,,,0,,,,
469,08_C_56_21,PKM_C_Romperu_Parchuru,Inagallu,,,,0,,,,
470,08_C_56_21,PKM_C_Romperu_Parchuru,Parchur ,,,,0,,,,
471,08_C_56_21,PKM_C_Romperu_Parchuru,Ramanayapalem,,,,0,,,,
472,08_C_56_21,PKM_C_Romperu_Parchuru,Upputuru,,,,0,,,,
473,08_C_56_21,PKM_C_Romperu_Parchuru,Veerannapalem,,,,0,,,,
474,08_C_56_21,PKM_C_Romperu_Parchuru,Yedubodu,,,,0,,,,
475,08_C_56_21,PKM_C_Romperu_Parchuru,Ananthavaram,,,,0,,,,
476,08_C_56_21,PKM_C_Romperu_Parchuru,Gannavaram,,,,0,,,,
477,08_C_56_21,PKM_C_Romperu_Parchuru,Jagarlamudi,,,,0,,,,
478,08_C_56_21,PKM_C_Romperu_Parchuru,Poluru,,,,0,,,,
479,08_C_56_21,PKM_C_Romperu_Parchuru,Vijanampadu,,,,0,,,,
480,08_C_56_21,PKM_C_Romperu_Parchuru,Yaddanapudi ,,,,0,,,,
481,08_C_56_21,PKM_C_Romperu_Parchuru,Yanamadala,,,,0,,,,
482,08-D-44-03,PKM-D-KRISHNA-PEDDARUTLA,Chinnarutla,,,,0,,,,
483,08-D-44-03,PKM-D-KRISHNA-PEDDARUTLA,Peddarutla,,,,0,,,,
484,08-D-44-03,PKM-D-KRISHNA-PEDDARUTLA,DORNALA-R.F.,,,,0,,,,
485,08-D-44-03,PKM-D-KRISHNA-PEDDARUTLA,Nekkanti,,,,0,,,,
486,08-D-44-03,PKM-D-KRISHNA-PEDDARUTLA,Darubailu,,,,0,,,,
487,08-D-44-03,PKM-D-KRISHNA-PEDDARUTLA,R.F.,,,,0,,,,
488,08-C-MN-13(53),PKM-C-MN-RALLAPADU,Rallapadu,,0,,0,,,,
489,08-c-61-17(52),PKM-C-MN-Tiragalladinne,East Kodigudlapadu,,,,0,,,,
490,08-c-61-17(52),PKM-C-MN-Tiragalladinne,Tiragandla Dinne,,,,0,,,,
491,08-c-61-17(52),PKM-C-MN-Tiragalladinne,Puttamnaidupalle,,,,0,,,,
492,08-c-61-17(52),PKM-C-MN-Tiragalladinne,Karollapadu,,,,0,,,,
493,08-C-61-55,PKM-C-MN-ULAVAPADU,Swarnajipuram,,0,,0,,,,
494,08-C-61-55,PKM-C-MN-ULAVAPADU,Ammavaripalem,,0,,0,,,,
495,08-C-61-55,PKM-C-MN-ULAVAPADU,Potluru,,0,,0,,,,
496,08-C-61-55,PKM-C-MN-ULAVAPADU,Mocharla,,0,,0,,,,
497,08-C-61-55,PKM-C-MN-ULAVAPADU,Chevuru,,0,,0,,,,
498,08-C-61-55,PKM-C-MN-ULAVAPADU,Ravuru,,0,,0,,,,
499,08-C-61-55,PKM-C-MN-ULAVAPADU,Mannetikota,,0,,0,,,,
500,08-C-61-55,PKM-C-MN-ULAVAPADU,Karedu,,0,,0,,,,
501,08-C-61-55,PKM-C-MN-ULAVAPADU,K.Rajupalem alis Ulavapadu,,0,,0,,,,
502,08-C-61-55,PKM-C-MN-ULAVAPADU,K.S.R.Kandrika,,0,,0,,,,
503,08-C-61-55,PKM-C-MN-ULAVAPADU,Bhimavaram,,0,,0,,,,
504,08-C-61-55,PKM-C-MN-ULAVAPADU,Krishnapuram,,0,,0,,,,
505,08-C-61-55,PKM-C-MN-ULAVAPADU,Veerapalli,,0,,0,,,,
506,08-C-61-55,PKM-C-MN-ULAVAPADU,Chagollu,,0,,0,,,,
507,08-C-61-55,PKM-C-MN-ULAVAPADU,Chakicherla,,0,,0,,,,
508,08-C-61-55,PKM-C-MN-ULAVAPADU,Ramayapatnam,,0,,0,,,,
509,08-C-61-55,PKM-C-MN-ULAVAPADU,Baddipudi,,0,,0,,,,
510,08-C-57-25(01),PKM-C-GKM-Boyalapalli,Amanigudipadu,,0.001,,0.001,,,,
511,08-C-57-25(01),PKM-C-GKM-Boyalapalli,Gurijapalli,,0.001,,0.001,,,,
512,08-C-57-25(01),PKM-C-GKM-Boyalapalli,Boyalapalli,,0.001,,0.001,,,,
513,08-C-57-25(01),PKM-C-GKM-Boyalapalli,S.Boyalapalli,,0.001,,0.001,,,,
514,08-C-57-25(01),PKM-C-GKM-Boyalapalli,Gurrapusala,,0.001,,0.001,,,,
515,08-C-57-25(01),PKM-C-GKM-Boyalapalli,Lalapuram,,0.001,,0.001,,,,
516,08-C-57-25(01),PKM-C-GKM-Boyalapalli,Gollavidipi,,0.001,,0.001,,,,
517,08-C-57-25(01),PKM-C-GKM-Boyalapalli,Gangapalem,,0.001,,0.001,,,,
518,08-C-57-25(01),PKM-C-GKM-Boyalapalli,Ramachandrapuram,,0.001,,0.001,,,,
519,08-C-57-25(01),PKM-C-GKM-Boyalapalli,Katuruvaripalli,,0.001,,0.001,,,,
520,08-C-57-25(01),PKM-C-GKM-Boyalapalli,Muktampuram,,0.001,,0.001,,,,
521,08-C-57-25(01),PKM-C-GKM-Boyalapalli,Timmannapalem,,0.001,,0.001,,,,
522,08-C-57-25(01),PKM-C-GKM-Boyalapalli,RF,,0.001,,0.001,,,,
523,08-C-MN-36(38),PKM-C-MN-Pedda Rajupalem,Pedda Rajupalem,,,,0,,,,
524,08-C-MN-36(38),PKM-C-MN-Pedda Rajupalem,Nalajanampadu,,,,0,,,,
525,08_C_60_32,PKM_C_PL_H.M.Padu,Chinamanagundam,,,,0,,,,
526,08_C_60_32,PKM_C_PL_H.M.Padu,Gotlagattu,,,,0,,,,
527,08_C_60_32,PKM_C_PL_H.M.Padu,Pedavenkatarayapalli,,,,0,,,,
528,08_C_60_32,PKM_C_PL_H.M.Padu,Anandapuram,,,,0,,,,
529,08_C_60_32,PKM_C_PL_H.M.Padu,Ummanapalli,,,,0,,,,
530,08_C_60_32,PKM_C_PL_H.M.Padu,Hanumanthapuram,,,,0,,,,
531,08_C_60_32,PKM_C_PL_H.M.Padu,Vemulapadu,,,,0,,,,
532,08_C_60_32,PKM_C_PL_H.M.Padu,Mohammadapuram,,,,0,,,,
533,08_C_60_32,PKM_C_PL_H.M.Padu,Timmareddypalli,,,,0,,,,
534,08_C_60_32,PKM_C_PL_H.M.Padu,Rasidupuram,,,,0,,,,
535,08_C_60_32,PKM_C_PL_H.M.Padu,Kotitippala,,,,0,,,,
536,08_C_60_32,PKM_C_PL_H.M.Padu,Kondareddypalli,,,,0,,,,
537,08_C_60_32,PKM_C_PL_H.M.Padu,Neelakantapuram,,,,0,,,,
538,08_C_60_32,PKM_C_PL_H.M.Padu,Nallagandla,,,,0,,,,
539,08_C_60_32,PKM_C_PL_H.M.Padu,Chinagollapalli,,,,0,,,,
540,08_C_60_32,PKM_C_PL_H.M.Padu,Pedagollapalli,,,,0,,,,
541,08_C_60_32,PKM_C_PL_H.M.Padu,Valicherla,,,,0,,,,
542,08_C_60_32,PKM_C_PL_H.M.Padu,Nandanavanam,,,,0,,,,
543,08_C_60_32,PKM_C_PL_H.M.Padu,Veeraramapuram,,,,0,,,,
544,08_C_60_32,PKM_C_PL_H.M.Padu,Ramayapalli,,,,0,,,,
545,08_C_60_32,PKM_C_PL_H.M.Padu,Muppalapadu,,,,0,,,,
546,08_C_60_32,PKM_C_PL_H.M.Padu,Viragareddypalli,,,,0,,,,
547,08_C_60_32,PKM_C_PL_H.M.Padu,Dasallapalli,,,,0,,,,
548,08_C_60_32,PKM_C_PL_H.M.Padu,Kutagundla,,,,0,,,,
549,08_C_60_32,PKM_C_PL_H.M.Padu,Doddichintala,,,,0,,,,
550,08_C_60_32,PKM_C_PL_H.M.Padu,H.M.PADU,,,,0,,,,
551,08_C_60_32,PKM_C_PL_H.M.Padu,Hazipuram,,,,0,,,,
552,08_C_60_32,PKM_C_PL_H.M.Padu,Masayapeta,,,,0,,,,
553,08_C_60_32,PKM_C_PL_H.M.Padu,Upendrapuram,,,,0,,,,
554,08_C_60_32,PKM_C_PL_H.M.Padu,Manamadugu,,,,0,,,,
555,08-C-57-21(33),PKM-C-GKM-KONAPALLI,Salakalveedu,,0.001,,0.001,,,,
556,08-C-57-21(33),PKM-C-GKM-KONAPALLI,Chinnaobenenipall,,0.001,,0.001,,,,
557,08-C-57-21(33),PKM-C-GKM-KONAPALLI,Pitakayagulla,,0.001,,0.001,,,,
558,08-C-57-21(33),PKM-C-GKM-KONAPALLI,Basinepalli,,0.001,,0.001,,,,
559,08-C-57-21(33),PKM-C-GKM-KONAPALLI,M.P.Cheruvu,,0.001,,0.001,,,,
560,08-C-57-21(33),PKM-C-GKM-KONAPALLI,P-Venkatapuram,,0.001,,0.001,,,,
561,08-C-57-21(33),PKM-C-GKM-KONAPALLI,Galijerugulla,,0.001,,0.001,,,,
562,08-C-57-21(33),PKM-C-GKM-KONAPALLI,Konapalli,,0.001,,0.001,,,,
563,08-C-57-21(33),PKM-C-GKM-KONAPALLI,RF,,0.001,,0.001,,,,
564,08-C-57-21(33),PKM-C-GKM-KONAPALLI,Tungodu(RF),,0.001,,0.001,,,,
565,08-C-57-21(33),PKM-C-GKM-KONAPALLI,Devakamarri(RF),,0.001,,0.001,,,,
566,08-C-57-21(33),PKM-C-GKM-KONAPALLI,Talaneelalu(RF),,0.001,,0.001,,,,
567,08-C-57-21(33),PKM-C-GKM-KONAPALLI,Ravipadu,,0.001,,0.001,,,,
568,08_C_61_38,PKM_C_MN_C.S.Puram,Venkatayacheruvu,,,,0,,,,
569,08_C_61_38,PKM_C_MN_C.S.Puram,Boyamadugula,,,,0,,,,
570,08_C_61_38,PKM_C_MN_C.S.Puram,Mundlapadu,,,,0,,,,
571,08_C_61_38,PKM_C_MN_C.S.Puram,Chintalapalem,,,,0,,,,
572,08_C_61_38,PKM_C_MN_C.S.Puram,Arivemula,,,,0,,,,
573,08_C_61_38,PKM_C_MN_C.S.Puram,Ekunampuram,,,,0,,,,
574,08_C_61_38,PKM_C_MN_C.S.Puram,Thummagunta,,,,0,,,,
575,08_C_61_38,PKM_C_MN_C.S.Puram,Darsiguntapeta,,,,0,,,,
