Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,,
806,08-C-60-49,PKM-C-PL-JARUGUMALLI,14,Davagudur,,1601,1601,88055,,,
807,08-C-60-49,PKM-C-PL-JARUGUMALLI,19,P.G.Kandrika,,0,0,0,,,
808,08-C-60-49,PKM-C-PL-JARUGUMALLI,20,Jarugumalli,,5912,5912,325160,,,
809,08-C-60-49,PKM-C-PL-JARUGUMALLI,18,Vaviletipadu,,2017,2017,110935,,,
810,08-C-60-39(31),PKM-C-PL-BALLIPALLI,6,Viranchipuram,,0,0,0,,,
811,08-C-60-39(31),PKM-C-PL-BALLIPALLI,7,Pd.Gogulapalli,,3053,3053,167915,,,
812,08-C-60-39(31),PKM-C-PL-BALLIPALLI,31,Jammalamadaka,,957,957,52635,,,
813,08-C-60-39(31),PKM-C-PL-BALLIPALLI,33,Vangapadu,,1467,1467,80685,,,
814,08-C-60-39(31),PKM-C-PL-BALLIPALLI,34,Krishnapuram,,490,490,26950,,,
815,08-C-60-39(31),PKM-C-PL-BALLIPALLI,35,Guravajipeta,,2952,2952,162360,,,
816,08-C-60-39(31),PKM-C-PL-BALLIPALLI,36,Chirladinne,,2450,2450,134750,,,
817,08-C-60-39(31),PKM-C-PL-BALLIPALLI,37,Vijayagopalapuram,,468,468,25740,,,
818,08-C-60-39(31),PKM-C-PL-BALLIPALLI,38,Balavenkatapuram,,357,357,19635,,,
819,08-C-60-39(31),PKM-C-PL-BALLIPALLI,39,Ballipalli,,2396,2396,131780,,,
820,08-C-60-39(31),PKM-C-PL-BALLIPALLI,30,Umamaheswarapuram,,33,33,1815,,,
821,08-C-60-39(31),PKM-C-PL-BALLIPALLI,6,Raviguntapalli,,2539,2539,139645,,,
822,08-C-60-39(31),PKM-C-PL-BALLIPALLI,24,Chodavaram,,776,776,42680,,,
823,08-C-60-39(31),PKM-C-PL-BALLIPALLI,25,Marapaguntla,,1120,1120,61600,,,
824,08-C-60-39(31),PKM-C-PL-BALLIPALLI,26,Nagireddipalle,,1316,1316,72380,,,
825,08-C-60-39(31),PKM-C-PL-BALLIPALLI,,RF,,,0,0,,,
826,08_C_70_37,PKM_C_Sagileru_Komarolu,4,Nallaguntla,,2273,2273,125015,,,
827,08_C_70_37,PKM_C_Sagileru_Komarolu,5,Rajupalem,,3404,3404,187220,,,
828,08_C_70_37,PKM_C_Sagileru_Komarolu,6,G.Moranaipalli,,0,0,0,,,
829,08_C_70_37,PKM_C_Sagileru_Komarolu,7,Vennampalli,,186,186,10230,,,
830,08_C_70_37,PKM_C_Sagileru_Komarolu,8,Lingareddypalli,,56,56,3080,,,
831,08_C_70_37,PKM_C_Sagileru_Komarolu,9,Krishnampalli,,449,449,24695,,,
832,08_C_70_37,PKM_C_Sagileru_Komarolu,10,Idamakallu,,2837,2837,156035,,,
833,08_C_70_37,PKM_C_Sagileru_Komarolu,11,Pullareddypalli,,856,856,47080,,,
834,08_C_70_37,PKM_C_Sagileru_Komarolu,12,Chintalapalli,,2918,2918,160490,,,
835,08_C_70_37,PKM_C_Sagileru_Komarolu,13,Komarole,,10746,10746,591030,,,
836,08_C_70_37,PKM_C_Sagileru_Komarolu,14,Badinenipalli,,627,627,34485,,,
837,08_C_70_37,PKM_C_Sagileru_Komarolu,15,Ramavaripalli,,147,147,8085,,,
838,08_C_70_37,PKM_C_Sagileru_Komarolu,16,Suravaripalli,,989,989,54395,,,
839,08_C_70_37,PKM_C_Sagileru_Komarolu,17,Mottupalli,,415,415,22825,,,
840,08_C_70_37,PKM_C_Sagileru_Komarolu,18,Bedusupalli,,257,257,14135,,,
841,08_C_70_37,PKM_C_Sagileru_Komarolu,19,Brahmanapalli,,621,621,34155,,,
842,08_C_70_37,PKM_C_Sagileru_Komarolu,20,Reddicherla,,5141,5141,282755,,,
843,08_C_70_37,PKM_C_Sagileru_Komarolu,7,Podilikondapalli,,2494,2494,137170,,,
844,08_C_70_37,PKM_C_Sagileru_Komarolu,,forest&hilly area,,,0,0,,,
845,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,3,Pedanagulavaram,,2161,2161,118855,,,
846,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,14,Vemulakota,,5540,5540,304700,,,
847,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,4,Idupur,,4364,4364,240020,,,
848,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,2,Nikarampalli,,1840,1840,101200,,,
849,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,1,Jammanapalli,,1131,1131,62205,,,
850,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,15,Kalabheemunipadu,,1540,1540,84700,,,
851,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,16,Akkacheruvu,,262,262,14410,,,
852,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,7,Gottipadia,,2012,2012,110660,,,
853,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,16,Devarajugattu,,1533,1533,84315,,,
854,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,12,Kothapalli,,828,828,45540,,,
855,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,11,Gobbur,,2648,2648,145640,,,
856,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,6,Tangirallapalli,,2416,2416,132880,,,
857,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,5,Cumbumpadu,,2049,2049,112695,,,
858,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,13,Peddaraveedu,,5547,5547,305085,,,
859,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,14,Sunkesula,,4622,4622,254210,,,
860,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,15,Kalanuthala,,4046,4046,222530,,,
861,08-C-57-06,PKM-C-GKM-PEDDARAVEEDU,,RF,,,0,0,,,
862,08-c-61-53,PKM-C-MN-L.Samudram,21,Kalavalla,,2481,2481,136455,,,
863,08-c-61-53,PKM-C-MN-L.Samudram,24,Bodavada,,1269,1269,69795,,,
864,08-c-61-53,PKM-C-MN-L.Samudram,29,Renimadugu,,1374,1374,75570,,,
865,08-c-61-53,PKM-C-MN-L.Samudram,9,Mogilicherla,,2768,2768,152240,,,
866,08-c-61-53,PKM-C-MN-L.Samudram,1,J.R.Kandrika,,0,0,0,,,
867,08-c-61-53,PKM-C-MN-L.Samudram,2,Vengalapuram,,947,947,52085,,,
868,08-c-61-53,PKM-C-MN-L.Samudram,3,Muktheswaram,,196,196,10780,,,
869,08-c-61-53,PKM-C-MN-L.Samudram,4,Malakondarayunipalem,,927,927,50985,,,
870,08-c-61-53,PKM-C-MN-L.Samudram,5,V.R.Kota,,2715,2715,149325,,,
871,08-c-61-53,PKM-C-MN-L.Samudram,6,Viswanathapuram,,852,852,46860,,,
872,08-c-61-53,PKM-C-MN-L.Samudram,7,Thimmareddypalem,,2199,2199,120945,,,
873,08-c-61-53,PKM-C-MN-L.Samudram,8,LingaSamudram,,6718,6718,369490,,,
874,08-c-61-53,PKM-C-MN-L.Samudram,10,Narasimhapuram,,420,420,23100,,,
875,08-c-61-53,PKM-C-MN-L.Samudram,11,Racheruvurajupalem,,675,675,37125,,,
876,08-c-61-53,PKM-C-MN-L.Samudram,12,Pentralla,,1018,1018,55990,,,
877,08-c-61-53,PKM-C-MN-L.Samudram,14,Chimalapenta,,857,857,47135,,,
878,08-c-61-53,PKM-C-MN-L.Samudram,15,Gangapalem,,863,863,47465,,,
879,08-c-61-53,PKM-C-MN-L.Samudram,16,T.Rajupalem,,0,0,0,,,
880,08-c-61-53,PKM-C-MN-L.Samudram,17,Tunugunta,,632,632,34760,,,
881,08_C_59_12,PKM_C_Musi_Podili,7,Nagarajukunta,,1519,1519,83545,,,
882,08_C_59_12,PKM_C_Musi_Podili,20,Veerabhadrapuram,,48,48,2640,,,
883,08_C_59_12,PKM_C_Musi_Podili,21,Siddavaram,,2992,2992,164560,,,
884,08_C_59_12,PKM_C_Musi_Podili,31,Bachchalakurapadu,,1086,1086,59730,,,
885,08_C_59_12,PKM_C_Musi_Podili,32,Chinarikatla,,2893,2893,159115,,,
886,08_C_59_12,PKM_C_Musi_Podili,33,Irasalagundam,,1094,1094,60170,,,
887,08_C_59_12,PKM_C_Musi_Podili,7,Mallavaram,,1306,1306,71830,,,
888,08_C_59_12,PKM_C_Musi_Podili,8,Zuvvaleru,,1115,1115,61325,,,
889,08_C_59_12,PKM_C_Musi_Podili,9,Sudanagunta,,1819,1819,100045,,,
890,08_C_59_12,PKM_C_Musi_Podili,10,Tummagunta,,1193,1193,65615,,,
891,08_C_59_12,PKM_C_Musi_Podili,11,Kondayapalem,,736,736,40480,,,
892,08_C_59_12,PKM_C_Musi_Podili,12,Salakanuthala,,543,543,29865,,,
893,08_C_59_12,PKM_C_Musi_Podili,13,Mugachintala,,1372,1372,75460,,,
894,08_C_59_12,PKM_C_Musi_Podili,14,Dondaleru,,1192,1192,65560,,,
895,08_C_59_12,PKM_C_Musi_Podili,15,Obulakkapalli,,966,966,53130,,,
896,08_C_59_12,PKM_C_Musi_Podili,16,Kambalapadu,,4210,4210,231550,,,
897,08_C_59_12,PKM_C_Musi_Podili,17,Jahulapuram,,132,132,7260,,,
898,08_C_59_12,PKM_C_Musi_Podili,18,Nandipalem,,1364,1364,75020,,,
899,08_C_59_12,PKM_C_Musi_Podili,19,Ramayakandrika,,645,645,35475,,,
900,08_C_59_12,PKM_C_Musi_Podili,20,Madalavaripalem,,993,993,54615,,,
901,08_C_59_12,PKM_C_Musi_Podili,21,Akkacheruvu,,1205,1205,66275,,,
902,08_C_59_12,PKM_C_Musi_Podili,22,Podili,,31145,31145,1712975,,,
903,08_C_59_12,PKM_C_Musi_Podili,23,Nimmavaram,,803,803,44165,,,
904,08_C_59_12,PKM_C_Musi_Podili,24,Tigadurthipadu,,442,442,24310,,,
905,08_C_59_12,PKM_C_Musi_Podili,25,Amudalapalli,,572,572,31460,,,
906,08_C_59_12,PKM_C_Musi_Podili,26,Annavaram,,792,792,43560,,,
907,08_C_59_12,PKM_C_Musi_Podili,,Chintagumpalli,,521,521,28655,,,
908,08_C__57_34,PKM-C-GKM-CUMBUM,2,Gannepalli,,4831,4831,265705,,,
909,08_C__57_34,PKM-C-GKM-CUMBUM,5,Kakarla,,4625,4625,254375,,,
910,08_C__57_34,PKM-C-GKM-CUMBUM,3,Maguturu,,2422,2422,133210,,,
911,08_C__57_34,PKM-C-GKM-CUMBUM,4,P.Basireddypalli,,317,317,17435,,,
912,08_C__57_34,PKM-C-GKM-CUMBUM,1,Velagalapaya,,1809,1809,99495,,,
913,08_C__57_35,PKM-C-GKM-CUMBUM,7,Chinthalapalem,,976,976,53680,,,
914,08_C__57_34,PKM-C-GKM-CUMBUM,5,Aurangabad,,367,367,20185,,,
915,08_C__57_34,PKM-C-GKM-CUMBUM,10,Cumbum,,15169,15169,834295,,,
916,08_C__57_34,PKM-C-GKM-CUMBUM,7,Hajarat gudem,,550,550,30250,,,
917,08_C__57_34,PKM-C-GKM-CUMBUM,1,Jangamguntla,,2322,2322,127710,,,
918,08_C__57_34,PKM-C-GKM-CUMBUM,8,Kagitalagudem,,410,410,22550,,,
919,08_C__57_34,PKM-C-GKM-CUMBUM,4,Kandulapuram,,10766,10766,592130,,,
920,08_C__57_34,PKM-C-GKM-CUMBUM,2,Lanjakota,,2277,2277,125235,,,
921,08_C__57_34,PKM-C-GKM-CUMBUM,3,Nadimpalli,,382,382,21010,,,
922,08_C__57_34,PKM-C-GKM-CUMBUM,19,Badekhanpet,,183,183,10065,,,
923,08_C__57_34,PKM-C-GKM-CUMBUM,22,Bhupathipalli,,3944,3944,216920,,,
924,08_C__57_34,PKM-C-GKM-CUMBUM,23,Bondalapadu,,796,796,43780,,,
925,08_C__57_34,PKM-C-GKM-CUMBUM,18,Chintakunta,,4450,4450,244750,,,
926,08_C__57_34,PKM-C-GKM-CUMBUM,21,Malyavanthunipadu,,1633,1633,89815,,,
927,08_C__57_34,PKM-C-GKM-CUMBUM,20,Tippayapalem,,2874,2874,158070,,,
928,08_C__57_34,PKM-C-GKM-CUMBUM,,RF,,,0,0,,,
929,08_C_57_09,PKM_C_GKM_Markapuram(NC),12,Pedaobinenipalli,,1126,1126,61930,,,
930,08_C_57_09,PKM_C_GKM_Markapuram(NC),13,Retlapalli,,553,553,30415,,,
931,08_C_57_09,PKM_C_GKM_Markapuram(NC),14,Pothavaram,,0,0,0,,,
932,08_C_57_09,PKM_C_GKM_Markapuram(NC),5,Pedayachavaram,,4610,4610,253550,,,
933,08_C_57_09,PKM_C_GKM_Markapuram(NC),7,Rayavaram,,6422,6422,353210,,,
934,08_C_57_09,PKM_C_GKM_Markapuram(NC),8,Goguladinne,,1778,1778,97790,,,
935,08_C_57_09,PKM_C_GKM_Markapuram(NC),9,Markapur,,71092,71092,3910060,,,
936,08_C_57_09,PKM_C_GKM_Markapuram(NC),10,Narasimhapuram,,165,165,9075,,,
937,08_C_57_09,PKM_C_GKM_Markapuram(NC),11,Krishnapuram,,0,0,0,,,
938,08_C_57_09,PKM_C_GKM_Markapuram(NC),12,Yellapuram,,0,0,0,,,
939,08_C_57_09,PKM_C_GKM_Markapuram(NC),13,Sivarampuram,,139,139,7645,,,
940,08_C_57_09,PKM_C_GKM_Markapuram(NC),1,Goruguntalapadu,,366,366,20130,,,
941,08_C_57_09,PKM_C_GKM_Markapuram(NC),2,Sitanagulavaram,,1496,1496,82280,,,
942,08_C_57_09,PKM_C_GKM_Markapuram(NC),3,Surepalli,,625,625,34375,,,
943,08_C_57_09,PKM_C_GKM_Markapuram(NC),4,Kethagudipi,,2795,2795,153725,,,
944,08_C_57_09,PKM_C_GKM_Markapuram(NC),12,Tummalacheruvu,,1930,1930,106150,,,
945,08_C_57_09,PKM_C_GKM_Markapuram(NC),13,Tellapadu,,0,0,0,,,
946,08_C_57_09,PKM_C_GKM_Markapuram(NC),14,Tarlupadu,,5628,5628,309540,,,
947,08_C_57_09,PKM_C_GKM_Markapuram(NC),15,Karumanupalli,,685,685,37675,,,
948,08_C_57_09,PKM_C_GKM_Markapuram(NC),16,Meerjapet,,1648,1648,90640,,,
949,08_C_57_09,PKM_C_GKM_Markapuram(NC),17,Gollapalli,,782,782,43010,,,
950,08_C_57_09,PKM_C_GKM_Markapuram(NC),18,Rolagampadu,,692,692,38060,,,
951,08_C_57_09,PKM_C_GKM_Markapuram(NC),19,Fatehpuram,,294,294,16170,,,
952,08_C_57_09,PKM_C_GKM_Markapuram(NC),20,Nagandlamudipi,,2033,2033,111815,,,
953,08_C_57_09,PKM_C_GKM_Markapuram(NC),21,Chennareddypalli,,3018,3018,165990,,,
954,08_C_57_09,PKM_C_GKM_Markapuram(NC),22,Tadivaripalli,,1858,1858,102190,,,
955,08_C_57_09,PKM_C_GKM_Markapuram(NC),24,Jagannadhapuram,,825,825,45375,,,
956,08_C_57_10,PKM_C_GKM_Markapuram(NC),,RF,,,0,0,,,
957,08-C-61-50,PKM-C-MN-KANDUKUR,22,Lakshmakkapalli,,615,615,33825,,,
958,08-C-61-50,PKM-C-MN-KANDUKUR,19,Chowtapalem,,1784,1784,98120,,,
959,08-C-61-50,PKM-C-MN-KANDUKUR,20,Ippagunta,,2721,2721,149655,,,
960,08-C-61-50,PKM-C-MN-KANDUKUR,21,Venkannapalem,,872,872,47960,,,
961,08-C-61-50,PKM-C-MN-KANDUKUR,25,Yedluripadu,,2710,2710,149050,,,
962,08-C-61-50,PKM-C-MN-KANDUKUR,9,Anantasagaram,,1115,1115,61325,,,
963,08-C-61-50,PKM-C-MN-KANDUKUR,10,Mahadevapuram,,0,0,0,,,
964,08-C-61-50,PKM-C-MN-KANDUKUR,11,Oguru,,3319,3319,182545,,,
965,08-C-61-50,PKM-C-MN-KANDUKUR,12,Kandukuru,,57246,57246,3148530,,,
966,08-C-61-50,PKM-C-MN-KANDUKUR,13,Kancharagunta,,805,805,44275,,,
967,08-C-61-50,PKM-C-MN-KANDUKUR,14,Kondamudusupalem,,2886,2886,158730,,,
968,08-C-61-50,PKM-C-MN-KANDUKUR,15,Anandapuram,,0,0,0,,,
969,08-C-61-50,PKM-C-MN-KANDUKUR,16,Mopadu,,3010,3010,165550,,,
970,08-C-61-50,PKM-C-MN-KANDUKUR,17,Machavaram,,6415,6415,352825,,,
971,08-C-61-50,PKM-C-MN-KANDUKUR,18,Madhanagopalapuram,,409,409,22495,,,
972,08-C-61-50,PKM-C-MN-KANDUKUR,19,Paluru,,1730,1730,95150,,,
973,08-C-61-50,PKM-C-MN-KANDUKUR,20,Dondapadu,,477,477,26235,,,
974,08-C-61-50,PKM-C-MN-KANDUKUR,1,Polinenicheruvu,,1589,1589,87395,,,
975,08-C-61-50,PKM-C-MN-KANDUKUR,3,Ramachandrapuram,,1856,1856,102080,,,
976,08-C-61-50,PKM-C-MN-KANDUKUR,4,Navabpalem,,1420,1420,78100,,,
977,08-C-61-50,PKM-C-MN-KANDUKUR,5,Polinenipalem,,2017,2017,110935,,,
978,08-C-61-50,PKM-C-MN-KANDUKUR,6,v.v.palem,,3622,3622,199210,,,
979,08-C-61-50,PKM-C-MN-KANDUKUR,7,Chundi,,4350,4350,239250,,,
980,08-C-61-50,PKM-C-MN-KANDUKUR,8,Ramalingapuram,,119,119,6545,,,
981,08-C-61-50,PKM-C-MN-KANDUKUR,9,Ayyavaripalli,,1521,1521,83655,,,
982,08-C-61-50,PKM-C-MN-KANDUKUR,10,Z-uppalapadu,,790,790,43450,,,
983,08-C-61-50,PKM-C-MN-KANDUKUR,11,Kondasamudram,,1251,1251,68805,,,
984,08-C-61-50,PKM-C-MN-KANDUKUR,12,Sameerapalem,,1837,1837,101035,,,
985,08-C-61-50,PKM-C-MN-KANDUKUR,13,Pokuru,,7870,7870,432850,,,
986,08-C-61-50,PKM-C-MN-KANDUKUR,14,Nukavaram,,535,535,29425,,,
987,08-C-61-50,PKM-C-MN-KANDUKUR,15,Kakuturu,,1527,1527,83985,,,
988,08-C-61-50,PKM-C-MN-KANDUKUR,16,K.V.Kandrika,,0.001,0.001,0.055,,,
989,08-C-61-50,PKM-C-MN-KANDUKUR,17,Singamanenipalli,,1469,1469,80795,,,
990,08-C-61-50,PKM-C-MN-KANDUKUR,18,Kondareddypalem,,299,299,16445,,,
991,08-C-61-50,PKM-C-MN-KANDUKUR,19,Naladalapuru,,2059,2059,113245,,,
992,08-C-61-50,PKM-C-MN-KANDUKUR,20,Sakhavaram,,2992,2992,164560,,,
993,08-C-61-50,PKM-C-MN-KANDUKUR,1,P.Agraharam,,461,461,25355,,,
994,08-C-61-50,PKM-C-MN-KANDUKUR,2,Parakondapadu,,1303,1303,71665,,,
995,08-C-61-50,PKM-C-MN-KANDUKUR,3,Doppalampadu,,981,981,53955,,,
996,08-C-61-50,PKM-C-MN-KANDUKUR,1,Atmakuru,,1818,1818,99990,,,
997,08-C-61-50,PKM-C-MN-KANDUKUR,6,Binginapalli,,4226,4226,232430,,,
998,08-C-61-50,PKM-C-MN-KANDUKUR,8,Sanampudi,,4264,4264,234520,,,
999,08-C-57-07,PKM-C-GKM-DORNALA,3,Obulakkalapalli,,474,474,26070,,,
1000,08-C-57-07,PKM-C-GKM-DORNALA,7,Thokapalli,,2044,2044,112420,,,
1001,08-C-57-07,PKM-C-GKM-DORNALA,2,Chatlamitta,,3120,3120,171600,,,
1002,08-C-57-07,PKM-C-GKM-DORNALA,9,Badveedu,,3462,3462,190410,,,
1003,08-C-57-07,PKM-C-GKM-DORNALA,10,Pragallapadu,,654,654,35970,,,
1004,08-C-57-07,PKM-C-GKM-DORNALA,1,Sanikavaram,,5996,5996,329780,,,
1005,08-C-57-07,PKM-C-GKM-DORNALA,8,Boyanagumpala,,2597,2597,142835,,,
1006,08-C-57-07,PKM-C-GKM-DORNALA,4,Aambapuram,,412,412,22660,,,
1007,08-C-57-07,PKM-C-GKM-DORNALA,7,Dornala,,11993,11993,659615,,,
1008,08-C-57-07,PKM-C-GKM-DORNALA,13,Nallaguntla,,1967,1967,108185,,,
1009,08-C-57-07,PKM-C-GKM-DORNALA,15,Y-cherlopalli,,2811,2811,154605,,,
1010,08-C-57-07,PKM-C-GKM-DORNALA,8,Yadavalli,,3533,3533,194315,,,
1011,08-C-57-07,PKM-C-GKM-DORNALA,17,Ainamukkala,,6907,6907,379885,,,
1012,08-C-57-07,PKM-C-GKM-DORNALA,6,Pedabommalapuram,,4293,4293,236115,,,
1013,08-C-57-07,PKM-C-GKM-DORNALA,18,Chinadornala,,3865,3865,212575,,,
1014,08-C-57-07,PKM-C-GKM-DORNALA,19,Katakanipalli,,4234,4234,232870,,,
1015,08-C-57-07,PKM-C-GKM-DORNALA,5,Chinthala(RF),,693,693,38115,,,
1016,08-C-57-07,PKM-C-GKM-DORNALA,4,Tummalabayalu(RF),,510,510,28050,,,
1017,08-C-57-07,PKM-C-GKM-DORNALA,9,Peddachama(RF),,19,19,1045,,,
1018,08-C-57-07,PKM-C-GKM-DORNALA,10,Rollapenta(RF),,36,36,1980,,,
1019,08-C-57-07,PKM-C-GKM-DORNALA,12,Chinnamanthanala(RF),,222,222,12210,,,
1020,08-C-57-07,PKM-C-GKM-DORNALA,11,Peddamanthanala(RF),,430,430,23650,,,
1021,08-C-57-07,PKM-C-GKM-DORNALA,14,Nallaguntlagudam(RF),,585,585,32175,,,
1022,08-C-57-07,PKM-C-GKM-DORNALA,16,Chilakacherla(RF),,1459,1459,80245,,,
1023,08-C-57-07,PKM-C-GKM-DORNALA,1,Marripalem(RF),,418,418,22990,,,
1024,08-C-57-07,PKM-C-GKM-DORNALA,31,Lingamvaripalle,,0,0,0,,,
1025,08-C-57-08,PKM-C-GKM-DORNALA,,RF,,,0,0,,,
1026,08-C-61-54,PKM-C-MN-GUDLURU,18,Anneboinapalli,,3056,3056,168080,,,
1027,08-C-61-54,PKM-C-MN-GUDLURU,19,Chinna Pavani,,3226,3226,177430,,,
1028,08-C-61-54,PKM-C-MN-GUDLURU,20,Mutyalampadu,,8460,8460,465300,,,
1029,08-C-61-54,PKM-C-MN-GUDLURU,4,Gudlapalem,,1640,1640,90200,,,
1030,08-C-61-54,PKM-C-MN-GUDLURU,5,Kothapet,,1387,1387,76285,,,
1031,08-C-61-54,PKM-C-MN-GUDLURU,7,Gudluru,,8989,8989,494395,,,
1032,08-C-61-54,PKM-C-MN-GUDLURU,8,Basireddypalem,,2686,2686,147730,,,
1033,08-C-61-54,PKM-C-MN-GUDLURU,9,Dharakanipadu,,2251,2251,123805,,,
1034,08-C-61-54,PKM-C-MN-GUDLURU,10,Puretipalli,,2686,2686,147730,,,
1035,08-C-61-54,PKM-C-MN-GUDLURU,11,Venkampeta,,347,347,19085,,,
1036,08-C-61-54,PKM-C-MN-GUDLURU,12,Chinna latrapi,,3188,3188,175340,,,
1037,08-C-61-54,PKM-C-MN-GUDLURU,13,Nayudupalem,,1439,1439,79145,,,
1038,08-C-61-54,PKM-C-MN-GUDLURU,7,Baddipudi,,1773,1773,97515,,,
1039,08-C-60-31,PKM-C-PL-KANIGIRI,34,Peddarikatla,,4294,4294,236170,,,
1040,08-C-60-31,PKM-C-PL-KANIGIRI,1,G.Mekapadu,,1237,1237,68035,,,
1041,08-C-60-31,PKM-C-PL-KANIGIRI,1,Ganugupenta,,488,488,26840,,,
1042,08-C-60-31,PKM-C-PL-KANIGIRI,2,Baduguleru,,1910,1910,105050,,,
1043,08-C-60-31,PKM-C-PL-KANIGIRI,3,Challagirigala,,3163,3163,173965,,,
1044,08-C-60-31,PKM-C-PL-KANIGIRI,4,Dirisavancha,,1105,1105,60775,,,
1045,08-C-60-31,PKM-C-PL-KANIGIRI,5,Yadavalli,,2263,2263,124465,,,
1046,08-C-60-31,PKM-C-PL-KANIGIRI,6,P.P.kandrika,,0,0,0,,,
1047,08-C-60-31,PKM-C-PL-KANIGIRI,7,Kanchipuram,,7,7,385,,,
1048,08-C-60-31,PKM-C-PL-KANIGIRI,8,Punugodu,,2133,2133,117315,,,
1049,08-C-60-31,PKM-C-PL-KANIGIRI,9,Kanigiri,,37420,37420,2058100,,,
1050,08-C-60-31,PKM-C-PL-KANIGIRI,10,Thummagunta,,1086,1086,59730,,,
1051,08-C-60-31,PKM-C-PL-KANIGIRI,11,Chakirala,,4399,4399,241945,,,
1052,08-C-60-31,PKM-C-PL-KANIGIRI,12,Sankavaram,,7335,7335,403425,,,
1053,08-C-60-31,PKM-C-PL-KANIGIRI,13,Somanipalli,,0,0,0,,,
1054,08-C-60-31,PKM-C-PL-KANIGIRI,14,Bommireddypalli,,2416,2416,132880,,,
1055,08-C-60-31,PKM-C-PL-KANIGIRI,15,Gudipadu,,1788,1788,98340,,,
1056,08-C-60-31,PKM-C-PL-KANIGIRI,16,Tallur,,2376,2376,130680,,,
1057,08-C-60-31,PKM-C-PL-KANIGIRI,17,Hajeespuram,,2901,2901,159555,,,
1058,08-C-60-31,PKM-C-PL-KANIGIRI,18,Kodigudlapadu,,961,961,52855,,,
1059,08-C-60-31,PKM-C-PL-KANIGIRI,19,Chinaeerlapadu,,890,890,48950,,,
1060,08-C-60-31,PKM-C-PL-KANIGIRI,20,Peramgudipadu,,884,884,48620,,,
1061,08-C-60-31,PKM-C-PL-KANIGIRI,21,Polavaram,,540,540,29700,,,
1062,08-C-60-31,PKM-C-PL-KANIGIRI,22,Nimmamaheswarapuram,,336,336,18480,,,
1063,08-C-60-31,PKM-C-PL-KANIGIRI,23,Kalagatla,,430,430,23650,,,
1064,08-C-60-31,PKM-C-PL-KANIGIRI,24,Gosulaveedu,,1004,1004,55220,,,
1065,08-C-60-31,PKM-C-PL-KANIGIRI,25,Ayyannapalem,,0,0,0,,,
1066,08-C-60-31,PKM-C-PL-KANIGIRI,26,Rachagundlapadu,,168,168,9240,,,
1067,08-C-60-31,PKM-C-PL-KANIGIRI,27,Lingojipuram,,0,0,0,,,
1068,08-C-60-31,PKM-C-PL-KANIGIRI,28,Chinaalavalapadu,,2468,2468,135740,,,
1069,08-C-60-31,PKM-C-PL-KANIGIRI,32,Chennakesavapuram,,0,0,0,,,
1070,08-C-60-31,PKM-C-PL-KANIGIRI,20,Vemavaram,,1554,1554,85470,,,
1071,08-C-60-31,PKM-C-PL-KANIGIRI,21,Ramachandrapuram,,0,0,0,,,
1072,08-C-60-31,PKM-C-PL-KANIGIRI,22,Garlapeta,,2020,2020,111100,,,
1073,08-C-60-31,PKM-C-PL-KANIGIRI,23,Vankamarripalem,,400,400,22000,,,
1074,08-C-60-31,PKM-C-PL-KANIGIRI,4,Gogulapally,,563,563,30965,,,
1075,08-C-60-31,PKM-C-PL-KANIGIRI,1,Z.Mekapadu,,943,943,51865,,,
1076,08-C-60-31,PKM-C-PL-KANIGIRI,2,Kotapadu,,2676,2676,147180,,,
1077,08_C_56_33,PKM_C_GKM_B.PETA,1,J-Krishnapuram,,1402,1402,77110,,,
1078,08_C_56_33,PKM_C_GKM_B.PETA,2,Vandutla,,449,449,24695,,,
1079,08_C_56_33,PKM_C_GKM_B.PETA,3,Poosalapadu,,5466,5466,300630,,,
1080,08_C_56_33,PKM_C_GKM_B.PETA,4,Papayapalli,,3387,3387,186285,,,
1081,08_C_56_33,PKM_C_GKM_B.PETA,5,B.pet,,7606,7606,418330,,,
1082,08_C_56_33,PKM_C_GKM_B.PETA,6,Somavarapupet,,1098,1098,60390,,,
1083,08_C_56_33,PKM_C_GKM_B.PETA,8,Nekunambad,,964,964,53020,,,
1084,08_C_56_33,PKM_C_GKM_B.PETA,10,D-krishnapuram,,0,0,0,,,
1085,08_C_56_33,PKM_C_GKM_B.PETA,18,Mokshagundam,,2127,2127,116985,,,
