Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,,
258,08_C_57_13,PKM_C_GKM_Darsi,3,Vittalapuram,1075,0,1075,59125,,,
259,08_C_57_13,PKM_C_GKM_Darsi,5,TALLURU,8313,0,8313,457215,,,
260,08_C_57_13,PKM_C_GKM_Darsi,6,Madhava varam,2439,0,2439,134145,,,
261,08_C_57_13,PKM_C_GKM_Darsi,7,Ramabhadrapuram,755,0,755,41525,,,
262,08_C_57_13,PKM_C_GKM_Darsi,8,Bellamkondavaripalem,1115,0,1115,61325,,,
263,08_C_57_13,PKM_C_GKM_Darsi,9,Sarvamitta,0,0,0,0,,,
264,08_C_57_13,PKM_C_GKM_Darsi,10,Lakkavaram,4474,0,4474,246070,,,
265,08_C_57_13,PKM_C_GKM_Darsi,14,Nagambotlapalem,8972,0,8972,493460,,,
266,08_C_57_13,PKM_C_GKM_Darsi,15,Somavarappadu,1388,0,1388,76340,,,
267,08_C_57_13,PKM_C_GKM_Darsi,16,Siva ramapuram,3721,0,3721,204655,,,
268,08_C_57_13,PKM_C_GKM_Darsi,19,Denuvukonda,4931,0,4931,271205,,,
269,08_C_55_18,PKM_C_Ogeru_S.Maguluru,1,Kopparapalem,8740,0,8740,480700,,,
270,08_C_55_18,PKM_C_Ogeru_S.Maguluru,1,Vellalacheruvu,5485,0,5485,301675,,,
271,08_C_55_18,PKM_C_Ogeru_S.Maguluru,2,Gopapuram Agraharam,0,0,0,0,,,
272,08_C_55_18,PKM_C_Ogeru_S.Maguluru,3,Kamepalli,2557,0,2557,140635,,,
273,08_C_55_18,PKM_C_Ogeru_S.Maguluru,4,Santhamaguluru ,9687,0,9687,532785,,,
274,08_C_55_18,PKM_C_Ogeru_S.Maguluru,5,Tangedumalli,6604,0,6604,363220,,,
275,08_C_55_18,PKM_C_Ogeru_S.Maguluru,6,Gurizepalli,1642,0,1642,90310,,,
276,08_C_55_18,PKM_C_Ogeru_S.Maguluru,7,Kopparam,8740,0,8740,480700,,,
277,08_C_55_18,PKM_C_Ogeru_S.Maguluru,8,Elchuru,8915,0,8915,490325,,,
278,08_C_55_18,PKM_C_Ogeru_S.Maguluru,11,Kommalapadu,8550,0,8550,470250,,,
279,08-c-57-44,PKM-C-GKM-ONGOLE,16,Mangamuru,3851,0,3851,211805,,,
280,08-c-57-44,PKM-C-GKM-ONGOLE,6,Koppolu,4837,0,4837,266035,,,
281,08-c-57-44,PKM-C-GKM-ONGOLE,9,Ongole,204746,0,204746,11261030,,,
282,08-c-57-44,PKM-C-GKM-ONGOLE,11,Kothamamidipalem,164,0,164,9020,,,
283,08-c-57-44,PKM-C-GKM-ONGOLE,12,Vengamukkapalem,2404,0,2404,132220,,,
284,08-c-57-44,PKM-C-GKM-ONGOLE,13,Sarvareddypalem,2181,0,2181,119955,,,
285,08-c-57-44,PKM-C-GKM-ONGOLE,14,Yerrajerla,2913,0,2913,160215,,,
286,08-c-57-44,PKM-C-GKM-ONGOLE,15,Cheruvukommupalem,3062,0,3062,168410,,,
287,08-c-57-44,PKM-C-GKM-ONGOLE,16,Mangaladripuram,892,0,892,49060,,,
288,08-c-57-44,PKM-C-GKM-ONGOLE,17,Pelluru,3012,0,3012,165660,,,
289,08-c-57-44,PKM-C-GKM-ONGOLE,18,Narasapuram,684,0,684,37620,,,
290,08-c-57-44,PKM-C-GKM-ONGOLE,19,Malleswarapuram ,0,0,0,0,,,
291,08-c-57-44,PKM-C-GKM-ONGOLE,9,Valluru,3476,0,3476,191180,,,
292,08-c-57-44,PKM-C-GKM-ONGOLE,10,Somavarappadu,0,0,0,0,,,
293,08-c-57-44,PKM-C-GKM-ONGOLE,11,Valluru kavali manyam,0,0,0,0,,,
294,08-c-57-44,PKM-C-GKM-ONGOLE,12,Vasepallipadu,1044,0,1044,57420,,,
295,08_C_58_23,PKM_C_Romperu_Chirala,1,Vada,0,0,0,0,,,
296,08_C_58_23,PKM_C_Romperu_Chirala,2,Ipurupalem,40482,0,40482,2226510,,,
297,08_C_58_23,PKM_C_Romperu_Chirala,3,Perala,0,0,0,0,,,
298,08_C_58_23,PKM_C_Romperu_Chirala,4,CHIRALA ,120236,0,120236,6612980,,,
299,08_C_58_23,PKM_C_Romperu_Chirala,5,Gavinivaripalem,12108,0,12108,665940,,,
300,08_C_57_14,PKM_C_GKM_Mundlamuru,7,Tanamchintala,1579,,1579,86845,,,
301,08_C_57_14,PKM_C_GKM_Mundlamuru,8,Pothavaram,1634,,1634,89870,,,
302,08_C_57_14,PKM_C_GKM_Mundlamuru,9,Devavaram,2243,,2243,123365,,,
303,08_C_57_14,PKM_C_GKM_Mundlamuru,10,Thimmayapalem,1441,,1441,79255,,,
304,08_C_57_14,PKM_C_GKM_Mundlamuru,6,Vemula,3370,,3370,185350,,,
305,08_C_57_14,PKM_C_GKM_Mundlamuru,7,Vemulabanda,1957,,1957,107635,,,
306,08_C_57_14,PKM_C_GKM_Mundlamuru,8,Umamaheswarapuram,3433,,3433,188815,,,
307,08_C_57_14,PKM_C_GKM_Mundlamuru,9,Thammaluru,1108,,1108,60940,,,
308,08_C_57_14,PKM_C_GKM_Mundlamuru,14,Peddaravipadu,2118,,2118,116490,,,
309,08_C_57_14,PKM_C_GKM_Mundlamuru,15,N.V. Kandrika,49,,49,2695,,,
310,08_C_57_14,PKM_C_GKM_Mundlamuru,16,Chintalapudi,1052,,1052,57860,,,
311,08_C_57_14,PKM_C_GKM_Mundlamuru,17,Kellampalli,2815,,2815,154825,,,
312,08_C_57_14,PKM_C_GKM_Mundlamuru,18,Basavapuram,1112,,1112,61160,,,
313,08_C_57_14,PKM_C_GKM_Mundlamuru,21,Peddaullagallu,3590,,3590,197450,,,
314,08_C_57_14,PKM_C_GKM_Mundlamuru,22,Chinnaullagallu,741,,741,40755,,,
315,08_C_57_14,PKM_C_GKM_Mundlamuru,23,Pasupugallu,2802,,2802,154110,,,
316,08_C_57_14,PKM_C_GKM_Mundlamuru,24,Mundlamur ,2493,,2493,137115,,,
317,08_C_57_14,PKM_C_GKM_Mundlamuru,25,Vempadu,1633,,1633,89815,,,
318,08_C_57_14,PKM_C_GKM_Mundlamuru,26,Polavaram,2688,,2688,147840,,,
319,08_C_57_14,PKM_C_GKM_Mundlamuru,27,Sankarapuram,2332,,2332,128260,,,
320,08_C_57_14,PKM_C_GKM_Mundlamuru,28,Avisanavaripalem,80,,80,4400,,,
321,08_C_57_14,PKM_C_GKM_Mundlamuru,4,Malkapuram,1926,,1926,105930,,,
322,08_C_57_14,PKM_C_GKM_Mundlamuru,13,Kunkupadu,1288,,1288,70840,,,
323,08_C_57_14,PKM_C_GKM_Mundlamuru,17,Nannurupadu,714,,714,39270,,,
324,08_C_57_14,PKM_C_GKM_Mundlamuru,18,Modepalli,1226,,1226,67430,,,
325,08_C_57_01(14),PKM_C_GKM_Edara,1,Edara,4412,0,4412,242660,,,
326,08_C_57_01(14),PKM_C_GKM_Edara,2,Bhimavaram,1574,0,1574,86570,,,
327,08_C_57_01(14),PKM_C_GKM_Edara,3,Jammulamadaka,1347,0,1347,74085,,,
328,08_C_57_01(14),PKM_C_GKM_Edara,4,Purimetla,2223,0,2223,122265,,,
329,08_C_57_01(14),PKM_C_GKM_Edara,5,Kommavaram,762,0,762,41910,,,
330,08_C_57_01(14),PKM_C_GKM_Edara,10,Marella,4510,0,4510,248050,,,
331,08_C_57_01(14),PKM_C_GKM_Edara,11,Botlapalli,535,0,535,29425,,,
332,08_C_57_01(14),PKM_C_GKM_Edara,12,Kambhampadu,1101,0,1101,60555,,,
333,08_C_57_01(14),PKM_C_GKM_Edara,13,Nujellapalli,1986,0,1986,109230,,,
334,08_C_57_01(14),PKM_C_GKM_Edara,12,Ramayapalem,3494,0,3494,192170,,,
335,08_C_57_01(14),PKM_C_GKM_Edara,14,Koticalapudi,2349,0,2349,129195,,,
336,08-C-57-5(2),PKM-C-GKM-MARRIVEMULA,4,Chennapalem,,93,93,5115,,,
337,08-C-57-5(2),PKM-C-GKM-MARRIVEMULA,6,Sathakodu,,1572,1572,86460,,,
338,08-C-57-5(2),PKM-C-GKM-MARRIVEMULA,5,Marrivemula,,1488,1488,81840,,,
339,08-C-57-5(2),PKM-C-GKM-MARRIVEMULA,14,Mutukula,,1457,1457,80135,,,
340,08-C-57-5(2),PKM-C-GKM-MARRIVEMULA,15,Narasapuram,0,,0,0,,,
341,08-C-57-5(2),PKM-C-GKM-MARRIVEMULA,,RF,,,0,0,,,
342,08_C_59_05,PKM_C_Musi_Donakonda,13,Lankojipalli,1833,,1833,100815,,,
343,08_C_59_05,PKM_C_Musi_Donakonda,17,Yerra Obanapalli,1520,,1520,83600,,,
344,08_C_59_05,PKM_C_Musi_Donakonda,20,Ramachandrapuram,1546,,1546,85030,,,
345,08_C_59_05,PKM_C_Musi_Donakonda,21,Rajampalli,3919,,3919,215545,,,
346,08_C_59_05,PKM_C_Musi_Donakonda,31,Annavaram,1205,,1205,66275,,,
347,08_C_59_05,PKM_C_Musi_Donakonda,33,Kottapalli,2118,,2118,116490,,,
348,08_C_59_05,PKM_C_Musi_Donakonda,1,Bandalapaya,,0,0,0,,,
349,08_C_59_05,PKM_C_Musi_Donakonda,2,Abbayapalem,,811,811,44605,,,
350,08_C_59_05,PKM_C_Musi_Donakonda,3,Tummedalapadu,,449,449,24695,,,
351,08_C_59_05,PKM_C_Musi_Donakonda,4,Chandaluru,,4427,4427,243485,,,
352,08_C_59_05,PKM_C_Musi_Donakonda,5,Chalivendra,,838,838,46090,,,
353,08_C_59_05,PKM_C_Musi_Donakonda,6,Venkatachalampalli,,1069,1069,58795,,,
354,08_C_59_05,PKM_C_Musi_Donakonda,12,Balapuram,,0,0,0,,,
355,08_C_59_05,PKM_C_Musi_Donakonda,14,Jammigumpala,,944,944,51920,,,
356,08_C_59_05,PKM_C_Musi_Donakonda,15,Bukkapuram,,0,0,0,,,
357,08_C_59_05,PKM_C_Musi_Donakonda,16,BandiVeligandla,,1235,1235,67925,,,
358,08_C_59_05,PKM_C_Musi_Donakonda,18,Ganeswarapuram,,426,426,23430,,,
359,08_C_59_05,PKM_C_Musi_Donakonda,19,Venkatapuram,,2062,2062,113410,,,
360,08_C_59_05,PKM_C_Musi_Donakonda,30,Jamukaladinne,,982,982,54010,,,
361,08_C_59_05,PKM_C_Musi_Donakonda,32,Lakshmnarayanaipuram,,765,765,42075,,,
362,08_C_59_05,PKM_C_Musi_Donakonda,34,Korlamadugu,,770,770,42350,,,
363,08_C_59_05,PKM_C_Musi_Donakonda,36,Krishnapuram,,934,934,51370,,,
364,08_C_59_05,PKM_C_Musi_Donakonda,37,Peddauyyalawada,,776,776,42680,,,
365,08_C_59_05,PKM_C_Musi_Donakonda,7,DONAKONDA (Badapuram),,4162,4162,228910,,,
366,08_C_59_05,PKM_C_Musi_Donakonda,8,Veeravenkatapuram,,798,798,43890,,,
367,08_C_59_05,PKM_C_Musi_Donakonda,9,Yerrapalem,,886,886,48730,,,
368,08_C_59_05,PKM_C_Musi_Donakonda,10,Obbapuram,,1255,1255,69025,,,
369,08_C_59_05,PKM_C_Musi_Donakonda,11,Narasimhanayunipalli,,1012,1012,55660,,,
370,08_C_59_05,PKM_C_Musi_Donakonda,12,Indlacheruvu,,1903,1903,104665,,,
371,08_C_59_05,PKM_C_Musi_Donakonda,13,Ragamukkalapalli,,446,446,24530,,,
372,08_C_59_05,PKM_C_Musi_Donakonda,21,P.Venkatapuram,,1665,1665,91575,,,
373,08_C_59_05,PKM_C_Musi_Donakonda,22,L.N.Puram,,0,0,0,,,
374,08_C_59_05,PKM_C_Musi_Donakonda,23,Peddammapalem,,1442,1442,79310,,,
375,08_C_59_05,PKM_C_Musi_Donakonda,24,Gudipadu,,3384,3384,186120,,,
376,08_C_59_05,PKM_C_Musi_Donakonda,25,Aravallipadu,,2442,2442,134310,,,
377,08_C_59_05,PKM_C_Musi_Donakonda,26,Vaddipadu,,1473,1473,81015,,,
378,08_C_59_05,PKM_C_Musi_Donakonda,13,Potlapadu,,2616,2616,143880,,,
379,08_C_59_05,PKM_C_Musi_Donakonda,14,Gangadonakonda,,1871,1871,102905,,,
380,08_C_59_05,PKM_C_Musi_Donakonda,15,PadamaraGangavaram,,2101,2101,115555,,,
381,08_C_59_05,PKM_C_Musi_Donakonda,16,Alavalapadu,,1120,1120,61600,,,
382,08_C_59_05,PKM_C_Musi_Donakonda,17,Bodanampadu,,1991,1991,109505,,,
383,08_C_57_10(18),PKM_C_GKM_Kunduru,9,Kunduru(W),3598,,3598,197890,,,
384,08_C_57_10(18),PKM_C_GKM_Kunduru,10,Kunduru(E),3750,,3750,206250,,,
385,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,1,Battipadu,402,0,402,22110,,,
386,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,2,Chandavaram,4016,0,4016,220880,,,
387,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,3,Polepalli,3101,0,3101,170555,,,
388,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,4,Padamati laxmipuram,0,1493,1493,82115,,,
389,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,5,Ramapuram,0,1675,1675,92125,,,
390,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,6,Rudrasamudram,0,2629,2629,144595,,,
391,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,14,Bhumanapalli,0,1345,1345,73975,,,
392,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,15,Mallampet,0,2658,2658,146190,,,
393,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,16,kocherlakota,0,4012,4012,220660,,,
394,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,17,Siddayapalem,0,990,990,54450,,,
395,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,18,Anantvaram,0,691,691,38005,,,
396,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,19,Manginapudi,0,1753,1753,96415,,,
397,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,1,Jagannadapuram,54,0,54,2970,,,
398,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,2,Kasipuram,0,569,569,31295,,,
399,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,3,kalluru,2786,0,2786,153230,,,
400,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,4,Naidupalem,2515,0,2515,138325,,,
401,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,5,Avulamanda,3497,0,3497,192335,,,
402,08_C_57_06(05),PKM-C-GKM-RUDRASAMUDRAM,6,Mustlagangavaram,1135,0,1135,62425,,,
403,08_C_56_26,PKM_C_Romperu_J.Panguluru,3,Chinthagumpalli,1312,0,1312,72160,,,
404,08_C_56_26,PKM_C_Romperu_J.Panguluru,4,Kadavakuduru,0,4337,4337,238535,,,
405,08_C_56_26,PKM_C_Romperu_J.Panguluru,5,Motupalli,0,3567,3567,196185,,,
406,08_C_56_26,PKM_C_Romperu_J.Panguluru,,Gonasapudi,3099,,3099,170445,,,
407,08_C_56_26,PKM_C_Romperu_J.Panguluru,6,Chinaganjam,0,19060,19060,1048300,,,
408,08_C_56_26,PKM_C_Romperu_J.Panguluru,7,Koniki,0,2812,2812,154660,,,
409,08_C_56_26,PKM_C_Romperu_J.Panguluru,9,Duddukuru,0,3013,3013,165715,,,
410,08_C_56_26,PKM_C_Romperu_J.Panguluru,,Gangavaram,0,3117,3117,171435,,,
411,08_C_56_26,PKM_C_Romperu_J.Panguluru,2,Kondamanjuluru,5811,0,5811,319605,,,
412,08_C_56_26,PKM_C_Romperu_J.Panguluru,3,Bayatamanjuluru,1627,0,1627,89485,,,
413,08_C_56_26,PKM_C_Romperu_J.Panguluru,4,Muppavaram,4038,0,4038,222090,,,
414,08_C_56_26,PKM_C_Romperu_J.Panguluru,5,Kondamuru,2380,0,2380,130900,,,
415,08_C_56_26,PKM_C_Romperu_J.Panguluru,6,Kotapadu,2366,0,2366,130130,,,
416,08_C_56_26,PKM_C_Romperu_J.Panguluru,7,Budavada,4107,0,4107,225885,,,
417,08_C_56_26,PKM_C_Romperu_J.Panguluru,8,J.Pangulur,6087,0,6087,334785,,,
418,08_C_56_26,PKM_C_Romperu_J.Panguluru,9,Renangivaram,1590,0,1590,87450,,,
419,08_C_56_26,PKM_C_Romperu_J.Panguluru,11,Alavalapadu,2995,0,2995,164725,,,
420,08_C_56_26,PKM_C_Romperu_J.Panguluru,12,Takkellapadu,1652,0,1652,90860,,,
421,08_C_56_26,PKM_C_Romperu_J.Panguluru,13,Turpu Kopperapadu,0,1912,1912,105160,,,
422,08_C_56_26,PKM_C_Romperu_J.Panguluru,14,Chandaluru,4476,0,4476,246180,,,
423,08_C_56_26,PKM_C_Romperu_J.Panguluru,15,Nujellapalli,1444,0,1444,79420,,,
424,08_C_56_26,PKM_C_Romperu_J.Panguluru,5,P.Gudipadu,1965,0,1965,108075,,,
425,08_C_56_26,PKM_C_Romperu_J.Panguluru,6,Ravinuthala,8279,0,8279,455345,,,
426,08_C_56_26,PKM_C_Romperu_J.Panguluru,13,Bollapalli,4575,0,4575,251625,,,
427,08_C_56_26,PKM_C_Romperu_J.Panguluru,15,Edumudi,0,2748,2748,151140,,,
428,08_C_56_26,PKM_C_Romperu_J.Panguluru,16,Maddirala Muppalla,1702,0,1702,93610,,,
429,08_C_57_16,PKM_C_GKM_Addanki,1,Mylavaram,1097,0,1097,60335,,,
430,08_C_57_16,PKM_C_GKM_Addanki,2,Upalapadu,1423,0,1423,78265,,,
431,08_C_57_16,PKM_C_GKM_Addanki,3,Vemparala,2296,0,2296,126280,,,
432,08_C_57_16,PKM_C_GKM_Addanki,4,China Kothapalli,4664,0,4664,256520,,,
433,08_C_57_16,PKM_C_GKM_Addanki,5,Dharmavaram,5842,0,5842,321310,,,
434,08_C_57_16,PKM_C_GKM_Addanki,6,Kalavakuru,5395,0,5395,296725,,,
435,08_C_57_16,PKM_C_GKM_Addanki,8,Gopalapuram,1057,0,1057,58135,,,
436,08_C_57_16,PKM_C_GKM_Addanki,9,Narasimhapuram,0,0,0,0,,,
437,08_C_57_16,PKM_C_GKM_Addanki,10,Bommanampadu,2872,0,2872,157960,,,
438,08_C_57_16,PKM_C_GKM_Addanki,11,North Addanki,33083,0,33083,1819565,,,
439,08_C_57_16,PKM_C_GKM_Addanki,15,South Addanki,14939,0,14939,821645,,,
440,08_C_57_16,PKM_C_GKM_Addanki,16,Manikeswaram,1785,0,1785,98175,,,
441,08_C_57_16,PKM_C_GKM_Addanki,7,S.L.Gudipadu,2051,0,2051,112805,,,
442,08_C_57_16,PKM_C_GKM_Addanki,10,Vaidana,3182,0,3182,175010,,,
443,08_C_57_16,PKM_C_GKM_Addanki,11,Kukatlapalli,3268,0,3268,179740,,,
444,08_C_57_16,PKM_C_GKM_Addanki,12,Gorrepadu,4140,0,4140,227700,,,
445,08_C_57_16,PKM_C_GKM_Addanki,13,Kopperapadu,3285,0,3285,180675,,,
446,08_C_57_16,PKM_C_GKM_Addanki,10,Kasyapuram,820,0,820,45100,,,
447,08_C_57_16,PKM_C_GKM_Addanki,1,Anamanamuru,1068,0,1068,58740,,,
448,08_C_57_16,PKM_C_GKM_Addanki,2,Bodduvaripalem  (Medrametla),17885,0,17885,983675,,,
449,08_C_57_16,PKM_C_GKM_Addanki,7,Chakrayapalem,1314,0,1314,72270,,,
450,08_C_56_22,PKM_C_Romperu_Parchuru,2,Uppumaguluru,4479,,4479,246345,,,
451,08_C_56_21,PKM_C_Romperu_Parchuru,1,Ramakuru,3881,,3881,213455,,,
452,08_C_56_21,PKM_C_Romperu_Parchuru,4,Bobbepalli,,5371,5371,295405,,,
453,08_C_56_21,PKM_C_Romperu_Parchuru,6,Darsi,,3911,3911,215105,,,
454,08_C_56_21,PKM_C_Romperu_Parchuru,7,Jangameswarapuram,,209,209,11495,,,
455,08_C_56_21,PKM_C_Romperu_Parchuru,5,Jonnathali,,2387,2387,131285,,,
456,08_C_56_21,PKM_C_Romperu_Parchuru,10,Konanki,5857,0,5857,322135,,,
457,08_C_56_21,PKM_C_Romperu_Parchuru,9,Lakkavaram,843,0,843,46365,,,
458,08_C_56_21,PKM_C_Romperu_Parchuru,3,MARTURU ,21434,,21434,1178870,,,
459,08_C_56_21,PKM_C_Romperu_Parchuru,1,Nagarajupalli,3872,0,3872,212960,,,
460,08_C_56_21,PKM_C_Romperu_Parchuru,2,Rajupalem,4270,0,4270,234850,,,
461,08_C_56_21,PKM_C_Romperu_Parchuru,8,Vallaparla,0,10151,10151,558305,,,
462,08_C_56_21,PKM_C_Romperu_Parchuru,4,Adusumilli,0,2064,2064,113520,,,
463,08_C_56_21,PKM_C_Romperu_Parchuru,8,Bodavada mandaGunta,0,1259,1259,69245,,,
464,08_C_56_21,PKM_C_Romperu_Parchuru,10,Chennubotlapalem,0,642,642,35310,,,
465,08_C_56_21,PKM_C_Romperu_Parchuru,6,Cherukuru,7080,,7080,389400,,,
466,08_C_56_21,PKM_C_Romperu_Parchuru,9,Devarapalli,0,1930,1930,106150,,,
467,08_C_56_21,PKM_C_Romperu_Parchuru,1,Garnepudi,0,2777,2777,152735,,,
468,08_C_56_21,PKM_C_Romperu_Parchuru,5,Gollapudi,1149,,1149,63195,,,
469,08_C_56_21,PKM_C_Romperu_Parchuru,3,Inagallu,0,2538,2538,139590,,,
470,08_C_56_21,PKM_C_Romperu_Parchuru,11,Parchur ,0,13375,13375,735625,,,
471,08_C_56_21,PKM_C_Romperu_Parchuru,7,Ramanayapalem,0,1938,1938,106590,,,
472,08_C_56_21,PKM_C_Romperu_Parchuru,13,Upputuru,4272,7448,11720,644600,,,
473,08_C_56_21,PKM_C_Romperu_Parchuru,14,Veerannapalem,0,5382,5382,296010,,,
474,08_C_56_21,PKM_C_Romperu_Parchuru,2,Yedubodu,0,1270,1270,69850,,,
475,08_C_56_21,PKM_C_Romperu_Parchuru,1,Ananthavaram,3359,0,3359,184745,,,
476,08_C_56_21,PKM_C_Romperu_Parchuru,7,Gannavaram,2212,0,2212,121660,,,
477,08_C_56_21,PKM_C_Romperu_Parchuru,4,Jagarlamudi,3455,0,3455,190025,,,
478,08_C_56_21,PKM_C_Romperu_Parchuru,3,Poluru,4036,0,4036,221980,,,
479,08_C_56_21,PKM_C_Romperu_Parchuru,2,Vijanampadu,0,1053,1053,57915,,,
480,08_C_56_21,PKM_C_Romperu_Parchuru,5,Yaddanapudi ,4112,0,4112,226160,,,
481,08_C_56_21,PKM_C_Romperu_Parchuru,6,Yanamadala,4099,0,4099,225445,,,
482,08-D-44-03,PKM-D-KRISHNA-PEDDARUTLA,2,Chinnarutla,,185,185,10175,,,
483,08-D-44-03,PKM-D-KRISHNA-PEDDARUTLA,3,Peddarutla,,27,27,1485,,,
484,08-D-44-03,PKM-D-KRISHNA-PEDDARUTLA,,DORNALA-R.F.,,,0,0,,,
485,08-D-44-03,PKM-D-KRISHNA-PEDDARUTLA,4,Nekkanti,,139,139,7645,,,
486,08-D-44-03,PKM-D-KRISHNA-PEDDARUTLA,12,Darubailu,,0,0,0,,,
487,08-D-44-03,PKM-D-KRISHNA-PEDDARUTLA,,R.F.,,,0,0,,,
488,08-C-MN-13(53),PKM-C-MN-RALLAPADU,13,Rallapadu,,886,886,48730,,,
489,08-c-61-17(52),PKM-C-MN-Tiragalladinne,16,East Kodigudlapadu,,1778,1778,97790,,,
490,08-c-61-17(52),PKM-C-MN-Tiragalladinne,17,Tiragandla Dinne,,1552,1552,85360,,,
491,08-c-61-17(52),PKM-C-MN-Tiragalladinne,18,Puttamnaidupalle,,577,577,31735,,,
492,08-c-61-17(52),PKM-C-MN-Tiragalladinne,27,Karollapadu,,372,372,20460,,,
493,08-C-61-55,PKM-C-MN-ULAVAPADU,6,Swarnajipuram,,3624,3624,199320,,,
494,08-C-61-55,PKM-C-MN-ULAVAPADU,14,Ammavaripalem,,2577,2577,141735,,,
495,08-C-61-55,PKM-C-MN-ULAVAPADU,15,Potluru,,1480,1480,81400,,,
496,08-C-61-55,PKM-C-MN-ULAVAPADU,16,Mocharla,,3784,3784,208120,,,
497,08-C-61-55,PKM-C-MN-ULAVAPADU,17,Chevuru,,4868,4868,267740,,,
498,08-C-61-55,PKM-C-MN-ULAVAPADU,18,Ravuru,,3195,3195,175725,,,
499,08-C-61-55,PKM-C-MN-ULAVAPADU,2,Mannetikota,,2877,2877,158235,,,
500,08-C-61-55,PKM-C-MN-ULAVAPADU,3,Karedu,,12573,12573,691515,,,
501,08-C-61-55,PKM-C-MN-ULAVAPADU,4,K.Rajupalem alis Ulavapadu,,13106,13106,720830,,,
502,08-C-61-55,PKM-C-MN-ULAVAPADU,5,K.S.R.Kandrika,,0,0,0,,,
503,08-C-61-55,PKM-C-MN-ULAVAPADU,6,Bhimavaram,,5321,5321,292655,,,
504,08-C-61-55,PKM-C-MN-ULAVAPADU,8,Krishnapuram,,1505,1505,82775,,,
505,08-C-61-55,PKM-C-MN-ULAVAPADU,9,Veerapalli,,2069,2069,113795,,,
506,08-C-61-55,PKM-C-MN-ULAVAPADU,10,Chagollu,,2418,2418,132990,,,
507,08-C-61-55,PKM-C-MN-ULAVAPADU,11,Chakicherla,,8222,8222,452210,,,
508,08-C-61-55,PKM-C-MN-ULAVAPADU,12,Ramayapatnam,,2236,2236,122980,,,
509,08-C-61-55,PKM-C-MN-ULAVAPADU,7,Baddipudi,,1773,1773,97515,,,
510,08-C-57-25(01),PKM-C-GKM-Boyalapalli,28,Amanigudipadu,,3556,3556,195580,,,
511,08-C-57-25(01),PKM-C-GKM-Boyalapalli,27,Gurijapalli,,2404,2404,132220,,,
512,08-C-57-25(01),PKM-C-GKM-Boyalapalli,25,Boyalapalli,,1221,1221,67155,,,
513,08-C-57-25(01),PKM-C-GKM-Boyalapalli,26,S.Boyalapalli,,1221,1221,67155,,,
514,08-C-57-25(01),PKM-C-GKM-Boyalapalli,30,Gurrapusala,,3398,3398,186890,,,
515,08-C-57-25(01),PKM-C-GKM-Boyalapalli,23,Lalapuram,,185,185,10175,,,
516,08-C-57-25(01),PKM-C-GKM-Boyalapalli,21,Gollavidipi,,2546,2546,140030,,,
517,08-C-57-25(01),PKM-C-GKM-Boyalapalli,24,Gangapalem,,619,619,34045,,,
518,08-C-57-25(01),PKM-C-GKM-Boyalapalli,22,Ramachandrapuram,,439,439,24145,,,
519,08-C-57-25(01),PKM-C-GKM-Boyalapalli,29,Katuruvaripalli,,284,284,15620,,,
520,08-C-57-25(01),PKM-C-GKM-Boyalapalli,14,Muktampuram,,127,127,6985,,,
521,08-C-57-25(01),PKM-C-GKM-Boyalapalli,13,Timmannapalem,,725,725,39875,,,
522,08-C-57-25(01),PKM-C-GKM-Boyalapalli,,RF,,1983,1983,109065,,,
523,08-C-MN-36(38),PKM-C-MN-Pedda Rajupalem,36,Pedda Rajupalem,,2052,2052,112860,,,
524,08-C-MN-36(38),PKM-C-MN-Pedda Rajupalem,37,Nalajanampadu,,180,180,9900,,,
525,08_C_60_32,PKM_C_PL_H.M.Padu,26,Chinamanagundam,,1780,1780,97900,,,
526,08_C_60_32,PKM_C_PL_H.M.Padu,29,Gotlagattu,,3696,3696,203280,,,
527,08_C_60_32,PKM_C_PL_H.M.Padu,1,Pedavenkatarayapalli,,0,0,0,,,
528,08_C_60_32,PKM_C_PL_H.M.Padu,2,Anandapuram,,114,114,6270,,,
529,08_C_60_32,PKM_C_PL_H.M.Padu,3,Ummanapalli,,1243,1243,68365,,,
530,08_C_60_32,PKM_C_PL_H.M.Padu,4,Hanumanthapuram,,1392,1392,76560,,,
