,,,Command area,,,,,,,,,,,,Non-Command area,,,,,,,,,,,,Poor quality,,,,,,,,,,,
Sr.No,Watershed name,,Agriculture,,,,Domestic,,,,Industrial,,,,Agriculture,,,,Domestic,,,,Industrial,,,,Agriculture,,,,,,,3.401360544,Industrial,,,
,,Type of well,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,,,,,yield,No.of ,Days of operation of wells          ,
,,,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,,,,,lph,wells,Monsoon,Non - Monsoon
97,PKM_C_ROMPERU_INKOLLU,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
98,PKM_C_ROMPERU_INKOLLU,Filter Points,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
99,PKM_C_ROMPERU_INKOLLU,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,,,,,1428.571429,,120,240
100,PKM_C_ROMPERU_INKOLLU,DW+PS/DCB,4285.714286,,40,60,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,,,,,2857.142857,,120,240
101,PKM_C_ROMPERU_INKOLLU,BWs,7142.857143,,40,80,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
102,PKM_C_ROMPERU_INKOLLU,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
103,PKM_C_ROMPERU_INKOLLU,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
104,PKM_C_ROMPERU_INKOLLU,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
105,PKM_C_ROMPERU_INKOLLU,Filter Points,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
106,PKM_C_Ogeru_S.Maguluru,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,,,,,1428.571429,,120,240
107,PKM_C_Ogeru_S.Maguluru,DW+PS/DCB,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,,,,,2857.142857,,120,240
108,PKM_C_Ogeru_S.Maguluru,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
109,PKM_C_Ogeru_S.Maguluru,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
110,PKM_C_Ogeru_S.Maguluru,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
111,PKM_C_Ogeru_S.Maguluru,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
112,PKM_C_Ogeru_S.Maguluru,Filter Points,7142.857143,,40,90,1428.571429,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
113,PKM-C-GKM-ONGOLE,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,,,,,1428.571429,,120,240
114,PKM-C-GKM-ONGOLE,DW+PS/DCB,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,,,,,2857.142857,,120,240
115,PKM-C-GKM-ONGOLE,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
116,PKM-C-GKM-ONGOLE,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
117,PKM-C-GKM-ONGOLE,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
118,PKM-C-GKM-ONGOLE,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
119,PKM-C-GKM-ONGOLE,Filter Points,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
120,PKM_C_Romperu_Chirala,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,,,,,1428.571429,,120,240
121,PKM_C_Romperu_Chirala,DW+PS/DCB,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,,,,,2857.142857,,120,240
122,PKM_C_Romperu_Chirala,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
123,PKM_C_Romperu_Chirala,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
124,PKM_C_Romperu_Chirala,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
125,PKM_C_Romperu_Chirala,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
126,PKM_C_Romperu_Chirala,Filter Points,7142.857143,,40,90,857.1428571,,120,240,7142.857143,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
127,PKM_C_GKM_Mundlamuru,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,,,,,1428.571429,,120,240
128,PKM_C_GKM_Mundlamuru,DW+PS/DCB,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,,,,,2857.142857,,120,240
129,PKM_C_GKM_Mundlamuru,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
130,PKM_C_GKM_Mundlamuru,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
131,PKM_C_GKM_Mundlamuru,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
132,PKM_C_GKM_Mundlamuru,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
133,PKM_C_GKM_Mundlamuru,Filter Points,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
134,PKM_C_GKM_Mundlamuru,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,,,,,1428.571429,,120,240
135,PKM_C_GKM_Mundlamuru,DW+PS/DCB,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,,,,,2857.142857,,120,240
136,PKM_C_GKM_Mundlamuru,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
137,PKM_C_GKM_Mundlamuru,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
138,PKM_C_GKM_Mundlamuru,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
139,PKM_C_GKM_Mundlamuru,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
140,PKM_C_GKM_Mundlamuru,Filter Points,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
141,PKM_C_GKM_Edara,DW,2142.857143,,40,90,285.7142857,,120,240,1428.571429,,120,240,2142.857143,,40,90,285.7142857,,120,240,1428.571429,,120,240,2142.857143,,40,90,,,,,1428.571429,,120,240
142,PKM_C_GKM_Edara,DW+PS/DCB,2857.142857,,40,90,285.7142857,,120,240,2857.142857,,120,240,2857.142857,,40,90,285.7142857,,120,240,2857.142857,,120,240,2857.142857,,40,90,,,,,2857.142857,,120,240
143,PKM_C_GKM_Edara,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,6428.571429,,40,90,857.1428571,,120,240,4285.714286,,120,240,6428.571429,,40,90,,,,,4285.714286,,120,240
144,PKM_C_GKM_Edara,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
145,PKM_C_GKM_Edara,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
146,PKM_C_GKM_Edara,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
147,PKM_C_GKM_Edara,Filter Points,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
148,PKM-C-GKM-MARRIVEMULA,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,,,,,1428.571429,,120,240
149,PKM-C-GKM-MARRIVEMULA,DW+PS/DCB,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,,,,,2857.142857,,120,240
150,PKM-C-GKM-MARRIVEMULA,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
151,PKM-C-GKM-MARRIVEMULA,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
152,PKM-C-GKM-MARRIVEMULA,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
153,PKM-C-GKM-MARRIVEMULA,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
154,PKM-C-GKM-MARRIVEMULA,Filter Points,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
155,PKM_C_Musi_Donakonda,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,,,,,1428.571429,,120,240
156,PKM_C_Musi_Donakonda,DW+PS/DCB,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,,,,,2857.142857,,120,240
157,PKM_C_Musi_Donakonda,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
158,PKM_C_Musi_Donakonda,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
159,PKM_C_Musi_Donakonda,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
160,PKM_C_Musi_Donakonda,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
161,PKM_C_Musi_Donakonda,Filter Points,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
162,PKM-C-GKM-RUDRASAMUDRAM,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,,,,,1428.571429,,120,240
163,PKM-C-GKM-RUDRASAMUDRAM,DW+PS/DCB,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,,,,,2857.142857,,120,240
164,PKM-C-GKM-RUDRASAMUDRAM,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,5714.285714,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
165,PKM-C-GKM-RUDRASAMUDRAM,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
166,PKM-C-GKM-RUDRASAMUDRAM,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
167,PKM-C-GKM-RUDRASAMUDRAM,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
168,PKM-C-GKM-RUDRASAMUDRAM,Filter Points,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
169,PKM_C_Romperu_J.Panguluru,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,,,,,1428.571429,,120,240
170,PKM_C_Romperu_J.Panguluru,DW+PS/DCB,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,,,,,2857.142857,,120,240
171,PKM_C_Romperu_J.Panguluru,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
172,PKM_C_Romperu_J.Panguluru,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
173,PKM_C_Romperu_J.Panguluru,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
174,PKM_C_Romperu_J.Panguluru,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
175,PKM_C_Romperu_J.Panguluru,Filter Points,7142.857143,,40,90,5142.857143,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
176,PKM_C_GKM_Addanki,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,40,90,1428.571429,,40,90,0,,,,,,,,0,,,
177,PKM_C_GKM_Addanki,DW+PS/DCB,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,40,90,2857.142857,,40,90,0,,,,,,,,0,,,
178,PKM_C_GKM_Addanki,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,40,90,4285.714286,,40,90,0,,,,,,,,0,,,
179,PKM_C_GKM_Addanki,STW,0,,,,0,,,,2857.142857,,120,240,22000,,40,90,0,,40,90,0,,40,90,0,,,,,,,,0,,,
180,PKM_C_GKM_Addanki,MTW,0,,,,0,,,,0,,0,0,45000,,40,90,0,,40,90,0,,40,90,0,,,,,,,,0,,,
181,PKM_C_GKM_Addanki,Deep TW,0,,,,0,,,,0,,0,0,64285.71429,,40,90,0,,40,90,0,,40,90,0,,,,,,,,0,,,
182,PKM_C_GKM_Addanki,Filter Points,7142.857143,,40,90,0,,,,0,,0,0,7142.857143,,40,90,857.1428571,,40,90,0,,40,90,0,,,,,,,,0,,,
183,PKM_C_Romperu_Parchuru,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,,,,,1428.571429,,120,240
184,PKM_C_Romperu_Parchuru,DW+PS/DCB,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,,,,,2857.142857,,120,240
185,PKM_C_Romperu_Parchuru,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
186,PKM_C_Romperu_Parchuru,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
187,PKM_C_Romperu_Parchuru,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
188,PKM_C_Romperu_Parchuru,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
189,PKM_C_Romperu_Parchuru,Filter Points,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
190,PKM_C_GKM_Darsi,DW,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,285.7142857,,120,240,1428.571429,,120,240,2857.142857,,40,90,,,,,1428.571429,,120,240
191,PKM_C_GKM_Darsi,DW+PS/DCB,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,571.4285714,,120,240,2857.142857,,120,240,4285.714286,,40,90,,,,,2857.142857,,120,240
192,PKM_C_GKM_Darsi,BWs,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
193,PKM_C_GKM_Darsi,STW,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
194,PKM_C_GKM_Darsi,MTW,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
195,PKM_C_GKM_Darsi,Deep TW,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
196,PKM_C_GKM_Darsi,Filter Points,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,857.1428571,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,4285.714286,,120,240
197,PKM-D-KRISHNA-PEDDARUTLA,DW,,,,,,,,,,,,,2142.857143,,40,90,285.7142857,,120,240,1428.571429,,120,240,,,,,,,,,,,,
198,PKM-D-KRISHNA-PEDDARUTLA,DW+PS/DCB,,,,,,,,,,,,,2857.142857,,40,90,285.7142857,,120,240,2857.142857,,120,240,,,,,,,,,,,,
199,PKM-D-KRISHNA-PEDDARUTLA,BWs,,,,,,,,,,,,,6428.571429,,40,90,857.1428571,,120,240,4285.714286,,120,240,,,,,,,,,,,,
200,PKM-D-KRISHNA-PEDDARUTLA,S TW,,,,,,,,,,,,,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,,,,,,,,,,,,
201,PKM-D-KRISHNA-PEDDARUTLA,M TW,,,,,,,,,,,,,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,,,,,,,,,,,,
202,PKM-D-KRISHNA-PEDDARUTLA,D TW,,,,,,,,,,,,,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,,,,,,,,,,,,
203,PKM-D-KRISHNA-PEDDARUTLA,Filter Points,,,,,,,,,,,,,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,,,,,,,,,,,,
204,PKM-C-MN-RALLAPADU,DW,,,,,,,,,,,,,2142.857143,,40,90,285.7142857,,120,240,1428.571429,,120,240,,,,,,,,,,,,
205,PKM-C-MN-RALLAPADU,DW+PS/DCB,,,,,,,,,,,,,2857.142857,,45,88,285.7142857,,120,240,2857.142857,,120,240,,,,,,,,,,,,
206,PKM-C-MN-RALLAPADU,BWs,,,,,,,,,,,,,6428.571429,,45,90,857.1428571,,120,240,4285.714286,,120,240,,,,,,,,,,,,
207,PKM-C-MN-RALLAPADU,S TW,,,,,,,,,,,,,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,,,,,,,,,,,,
208,PKM-C-MN-RALLAPADU,M TW,,,,,,,,,,,,,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,,,,,,,,,,,,
209,PKM-C-MN-RALLAPADU,D TW,,,,,,,,,,,,,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,,,,,,,,,,,,
210,PKM-C-MN-RALLAPADU,Filter Points,,,,,,,,,,,,,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,,,,,,,,,,,,
211,PKM-C-MN-Tiragalladinne,DW,,,,,,,,,,,,,2142.857143,,40,90,285.7142857,,120,240,1428.571429,,120,240,,,,,,,,,,,,
212,PKM-C-MN-Tiragalladinne,DW+PS/DCB,,,,,,,,,,,,,2857.142857,,40,90,571.4285714,,120,240,2857.142857,,120,240,,,,,,,,,,,,
213,PKM-C-MN-Tiragalladinne,BWs,,,,,,,,,,,,,6428.571429,,40,90,857.1428571,,120,240,4285.714286,,120,240,,,,,,,,,,,,
214,PKM-C-MN-Tiragalladinne,S TW,,,,,,,,,,,,,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,,,,,,,,,,,,
215,PKM-C-MN-Tiragalladinne,M TW,,,,,,,,,,,,,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,,,,,,,,,,,,
216,PKM-C-MN-Tiragalladinne,D TW,,,,,,,,,,,,,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,,,,,,,,,,,,
217,PKM-C-MN-Tiragalladinne,Filter Points,,,,,,,,,,,,,7142.857143,,40,90,5142.857143,,120,240,7142.857143,,120,240,,,,,,,,,,,,
218,PKM-C-MN-ULAVAPADU,DW,,,,,,,,,,,,,2142.857143,,40,90,285.7142857,,120,240,1428.571429,,120,240,,,,,,,,,,,,
219,PKM-C-MN-ULAVAPADU,DW+PS/DCB,,,,,,,,,,,,,2857.142857,,45,88,285.7142857,,120,240,2857.142857,,120,240,,,,,,,,,,,,
220,PKM-C-MN-ULAVAPADU,BWs,,,,,,,,,,,,,4285.714286,,45,90,857.1428571,,120,240,4285.714286,,120,240,,,,,,,,,,,,
221,PKM-C-MN-ULAVAPADU,S TW,,,,,,,,,,,,,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,,,,,,,,,,,,
222,PKM-C-MN-ULAVAPADU,M TW,,,,,,,,,,,,,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,,,,,,,,,,,,
223,PKM-C-MN-ULAVAPADU,D TW,,,,,,,,,,,,,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,,,,,,,,,,,,
