,,,,"Command Area",,"Non command Area",,"Poor quality area",,
,,,,"Residential",,"Residential",,"Residential",,
"Sr.no","Watershed code","GW watershed name","village name","DWDW/HP","DW PWS","DWDW/HP","DW PWS","DWDW/HP","DW PWS","Total"
190,"07-C-54-51","GNT-C-54-Vemuru","Balijepally",39,0.001,0,0,0,0,39.001
191,"07-C-54-51","GNT-C-54-Vemuru","Abbanagudavalli",37,0.001,0,0,0,0,37.001
192,"07-C-54-51","GNT-C-54-Vemuru","Penumarru",73,0.001,0,0,0,0,73.001
193,"07-C-55-37","GNT-C-55-Boddu-Velpuru","Gogulapadu",90,0,0,0,0,0,90
194,"07-C-55-37","GNT-C-55-Boddu-Velpuru","Alawala",31,0,0,0,0,0,31
195,"07-C-55-37","GNT-C-55-Boddu-Velpuru","Thurumella",57,0,0,0,0,0,57
196,"07-C-55-37","GNT-C-55-Boddu-Velpuru","Annavarappadu",31,0,0,0,0,0,31
197,"07-C-55-37","GNT-C-55-Boddu-Velpuru","Velpuru",56,0,0,0,0,0,56
198,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Talluru",86,0,0,0,0,0,86
199,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Bethapudi",59,0,0,0,0,0,59
200,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Vemavaram",21,0,0,0,0,0,21
201,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Phyrangipuram",76,0,0,0,0,0,76
202,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Havusuganesa",35,0,0,0,0,0,35
203,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Repudi",13,0,0,0,0,0,13
204,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Nudurupadu",146,0,0,0,0,0,146
205,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Kondaveedu",48,0,0,0,0,0,48
206,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Solasa",74,0,0,0,0,0,74
207,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Chirumamilla",66,0,0,0,0,0,66
208,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Kondaveedu Hill & Forest",0,0,0,0,0,0,0
209,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Etukuru",28,3,0,0,0,0,31
210,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Ankireddypalem",122,12,0,0,0,0,134
211,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Potturu",56,15,0,0,0,0,71
212,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Chowdavaram",140,6,0,0,0,0,146
213,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Godavarru",43,0,0,0,0,0,43
214,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Vadlamudi",96,0,0,0,0,0,96
