Sr.No,,,Agriculture,,,,Domestic,,,,Industrial,,,,Agriculture,,,,Domestic,,,,Industrial,,,,Agriculture,,,,,,,,Industrial,,,,,,,,,,,,,,,,Watershed name
,Watershed name,Type of well,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,,,,,yield,No.of ,Days of operation of wells          ,,,,,,,,,,,,,,GNT_C_54_Amarthaluru
,,,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,,,,,lph,wells,Monsoon,Non - Monsoon,,,,,,,,,,,,,GNT_C_54_Bapatla
338,GNT-D-50-Dandi-Gurajala,DW+PS/DCB,7142.8571428572,50,40,90,1428.5714285714,10,120,240,4285.7142857143,30,120,240,5714.2857142857,40,40,90,1428.5714285714,10,120,240,4285.7142857143,30,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
339,GNT-D-50-Dandi-Gurajala,BWs,7142.8571428572,50,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,6428.5714285714,45,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
340,GNT-D-50-Dandi-Gurajala,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
341,GNT-D-50-Dandi-Gurajala,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
342,GNT-D-50-Dandi-Gurajala,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
343,GNT-D-50-Dandi-Gurajala,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
344,GNT-D-50 Mada-Pedakurapadu,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
345,GNT-D-50 Mada-Pedakurapadu,DW+PS/DCB,4285.7142857143,30,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
346,GNT-D-50 Mada-Pedakurapadu,BWs,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
347,GNT-D-50 Mada-Pedakurapadu,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
348,GNT-D-50 Mada-Pedakurapadu,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
349,GNT-D-50 Mada-Pedakurapadu,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
350,GNT-D-50 Mada-Pedakurapadu,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
351,GNT-D-50-Nagarjuna-Macherla,DW,3857.1428571429,27,30,80,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,30,80,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
352,GNT-D-50-Nagarjuna-Macherla,DW+PS/DCB,4285.7142857143,30,30,80,1428.5714285714,10,120,240,7142.8571428572,50,120,240,4285.7142857143,30,30,80,1428.5714285714,10,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
353,GNT-D-50-Nagarjuna-Macherla,BWs,6428.5714285714,45,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,6428.5714285714,45,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
354,GNT-D-50-Nagarjuna-Macherla,STW,22000,154,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
355,GNT-D-50-Nagarjuna-Macherla,MTW,45000,315,30,80,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,30,80,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
356,GNT-D-50-Nagarjuna-Macherla,Deep TW,64285.7142857143,450,30,80,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,30,80,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
357,GNT-D-50-Nagarjuna-Macherla,Filter Points,7142.8571428572,50,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
358,GNT-D-50-Naguleru-Dachepalle,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
359,GNT-D-50-Naguleru-Dachepalle,DW+PS/DCB,4285.7142857143,30,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,4285.7142857143,30,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
360,GNT-D-50-Naguleru-Dachepalle,BWs,6428.5714285714,45,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,6428.5714285714,45,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
361,GNT-D-50-Naguleru-Dachepalle,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
362,GNT-D-50-Naguleru-Dachepalle,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
363,GNT-D-50-Naguleru-Dachepalle,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
364,GNT-D-50-Naguleru-Dachepalle,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
365,GNT-D-50-Narasing-Narasingapadu,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
366,GNT-D-50-Narasing-Narasingapadu,DW+PS/DCB,4285.7142857143,30,30,70,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
367,GNT-D-50-Narasing-Narasingapadu,BWs,5714.2857142857,40,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
368,GNT-D-50-Narasing-Narasingapadu,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
369,GNT-D-50-Narasing-Narasingapadu,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
370,GNT-D-50-Narasing-Narasingapadu,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
371,GNT-D-50-Narasing-Narasingapadu,Filter Points,7142.8571428572,50,40,90,857.1428571429,6,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
372,GNT-D-50-Pedda-1-Guntur,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
373,GNT-D-50-Pedda-1-Guntur,DW+PS/DCB,7142.8571428572,50,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
374,GNT-D-50-Pedda-1-Guntur,BWs,6428.5714285714,45,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
375,GNT-D-50-Pedda-1-Guntur,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
376,GNT-D-50-Pedda-1-Guntur,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
377,GNT-D-50-Pedda-1-Guntur,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
378,GNT-D-50-Pedda-1-Guntur,Filter Points,6428.5714285714,45,30,80,1428.5714285714,10,120,240,7142.8571428572,50,120,240,6428.5714285714,45,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
379,GNT-D-50-Ralla-Machavaram,DW,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
380,GNT-D-50-Ralla-Machavaram,DW+PS/DCB,7142.8571428572,50,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
381,GNT-D-50-Ralla-Machavaram,BWs,14285.7142857143,100,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
382,GNT-D-50-Ralla-Machavaram,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
383,GNT-D-50-Ralla-Machavaram,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
384,GNT-D-50-Ralla-Machavaram,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
385,GNT-D-50-Ralla-Machavaram,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
386,GNT-D-50- Voppi-Voppicherla,DW,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
387,GNT-D-50- Voppi-Voppicherla,DW+PS/DCB,7142.8571428572,50,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
388,GNT-D-50- Voppi-Voppicherla,BWs,14285.7142857143,100,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
389,GNT-D-50- Voppi-Voppicherla,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
390,GNT-D-50- Voppi-Voppicherla,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
391,GNT-D-50- Voppi-Voppicherla,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
392,GNT-D-50- Voppi-Voppicherla,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
393,GNT-D-50-Chandra-Mutukur,DW,0,,,,0,,,,0,,,,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
394,GNT-D-50-Chandra-Mutukur,DW+PS/DCB,0,,,,0,,,,0,,,,3285.7142857143,23,45,88,1428.5714285714,10,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
395,GNT-D-50-Chandra-Mutukur,BWs,0,,,,0,,,,0,,,,6428.5714285714,45,45,90,2857.1428571429,20,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
396,GNT-D-50-Chandra-Mutukur,STW,0,,,,0,,,,0,,,,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
397,GNT-D-50-Chandra-Mutukur,MTW,0,,,,0,,,,0,,,,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
398,GNT-D-50-Chandra-Mutukur,Deep TW,0,,,,0,,,,0,,,,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
399,GNT-D-50-Chandra-Mutukur,Filter Points,0,,,,0,,,,0,,,,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
400,GNT-D-50-Chintala-Taduvoy,DW,0,,,,0,,,,0,,,,3285.7142857143,23,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
401,GNT-D-50-Chintala-Taduvoy,DW+PS/DCB,0,,,,0,,,,0,,,,4285.7142857143,30,45,88,2142.8571428572,15,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
402,GNT-D-50-Chintala-Taduvoy,BWs,0,,,,0,,,,0,,,,5714.2857142857,40,45,90,2857.1428571429,20,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
403,GNT-D-50-Chintala-Taduvoy,STW,0,,,,0,,,,0,,,,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
404,GNT-D-50-Chintala-Taduvoy,MTW,0,,,,0,,,,0,,,,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
405,GNT-D-50-Chintala-Taduvoy,Deep TW,0,,,,0,,,,0,,,,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
406,GNT-D-50-Chintala-Taduvoy,Filter Points,0,,,,0,,,,0,,,,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
407,GNT-D-50-Jakkulagundam,DW,0,,,,0,,,,0,,,,3857.1428571429,27,40,90,571.4285714286,4,120,240,3571.4285714286,25,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
408,GNT-D-50-Jakkulagundam,DW+PS/DCB,0,,,,0,,,,0,,,,3285.7142857143,23,45,88,2857.1428571429,20,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
409,GNT-D-50-Jakkulagundam,BWs,0,,,,0,,,,0,,,,7142.8571428572,50,45,90,3571.4285714286,25,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
410,GNT-D-50-Jakkulagundam,STW,0,,,,0,,,,0,,,,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
411,GNT-D-50-Jakkulagundam,MTW,0,,,,0,,,,0,,,,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
412,GNT-D-50-Jakkulagundam,Deep TW,0,,,,0,,,,0,,,,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
413,GNT-D-50-Jakkulagundam,Filter Points,0,,,,0,,,,0,,,,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
414,GNT-D-50-Jerri-Sirigiripadu,DW,0,,,,0,,,,0,,,,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
415,GNT-D-50-Jerri-Sirigiripadu,DW+PS/DCB,0,,,,0,,,,0,,,,3285.7142857143,23,45,88,1428.5714285714,10,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
416,GNT-D-50-Jerri-Sirigiripadu,BWs,0,,,,0,,,,0,,,,6428.5714285714,45,45,90,3571.4285714286,25,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
417,GNT-D-50-Jerri-Sirigiripadu,STW,0,,,,0,,,,0,,,,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
418,GNT-D-50-Jerri-Sirigiripadu,MTW,0,,,,0,,,,0,,,,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
419,GNT-D-50-Jerri-Sirigiripadu,Deep TW,0,,,,0,,,,0,,,,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
420,GNT-D-50-Jerri-Sirigiripadu,Filter Points,0,,,,0,,,,0,,,,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
421,GNT-D-50-Munigundla-Vijayapuri South,DW,0,,,,0,,,,0,,,,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
422,GNT-D-50-Munigundla-Vijayapuri South,DW+PS/DCB,0,,,,0,,,,0,,,,3285.7142857143,23,35,80,1428.5714285714,10,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
423,GNT-D-50-Munigundla-Vijayapuri South,BWs,0,,,,0,,,,0,,,,5714.2857142857,40,45,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
424,GNT-D-50-Munigundla-Vijayapuri South,STW,0,,,,0,,,,0,,,,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
425,GNT-D-50-Munigundla-Vijayapuri South,MTW,0,,,,0,,,,0,,,,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
426,GNT-D-50-Munigundla-Vijayapuri South,Deep TW,0,,,,0,,,,0,,,,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
427,GNT-D-50-Munigundla-Vijayapuri South,Filter Points,0,,,,0,,,,0,,,,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
428,GNT-D-50-Remidicherla,DW,0,,,,0,,,,0,,,,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
429,GNT-D-50-Remidicherla,DW+PS/DCB,0,,,,0,,,,0,,,,3285.7142857143,23,45,88,1428.5714285714,10,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
430,GNT-D-50-Remidicherla,BWs,0,,,,0,,,,0,,,,6428.5714285714,45,45,90,3571.4285714286,25,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
431,GNT-D-50-Remidicherla,STW,0,,,,0,,,,0,,,,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
432,GNT-D-50-Remidicherla,MTW,0,,,,0,,,,0,,,,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
433,GNT-D-50-Remidicherla,Deep TW,0,,,,0,,,,0,,,,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
434,GNT-D-50-Remidicherla,Filter Points,0,,,,0,,,,0,,,,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,0,,,,,,,,0,,,,,,,,,,,,,,,,
435,GNT-C-57-Gundla-2-Thimmapuram-Part_Ongole,DW,3857,27,40,90,857,6,120,240,3571,25,120,240,3857,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,1,1,1,1,1,1,1,1,,,,,
436,GNT-C-57-Gundla-2-Thimmapuram-Part_Ongole,DW+PS/DCB,7143,50,40,90,4286,30,120,240,7143,50,120,240,5714,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
437,GNT-C-57-Gundla-2-Thimmapuram-Part_Ongole,BWs,14286,100,40,90,5143,36,120,240,7143,50,120,240,9286,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
