"Sr.No","watershed code","gw watershed name","Village code","village name","Population [command area]","Population [non command area]","total Population","LPCD"
130,"07-C-54-56","GNT-C-54-Repalle",3,"Bethapudi",6883,0,6883,378565.000055
131,"07-C-54-56","GNT-C-54-Repalle",4,"Peteru",8547,0,8547,470085.000055
132,"07-C-54-56","GNT-C-54-Repalle",5,"Penumudi",3534,0,3534,194370.000055
133,"07-C-54-56","GNT-C-54-Repalle",6,"Chatragadda",1893,0,1893,104115.000055
134,"07-C-54-56","GNT-C-54-Repalle",7,"Komarajugadda",1985,0,1985,109175.000055
135,"07-C-54-56","GNT-C-54-Repalle",8,"Nalluru",1862,0,1862,102410.000055
136,"07-C-54-56","GNT-C-54-Repalle",9,"Aravapalli",1900,0,1900,104500.000055
137,"07-C-54-56","GNT-C-54-Repalle",10,"Repalle",50866,0,50866,2797630.000055
138,"07-C-54-56","GNT-C-54-Repalle",11,"Uuppudi",2982,0,2982,164010.000055
139,"07-C-54-56","GNT-C-54-Repalle",12,"Isukapalle",2143,0,2143,117865.000055
140,"07-C-54-56","GNT-C-54-Repalle",13,"Singupalem",3656,0,3656,201080.000055
141,"07-C-54-56","GNT-C-54-Repalle",14,"Visweswaram",794,0,794,43670.000055
142,"07-C-54-56","GNT-C-54-Repalle",15,"Chodayapalem",5387,0,5387,296285.000055
143,"07-C-54-56","GNT-C-54-Repalle",16,"Kaithepalle",2520,0,2520,138600.000055
144,"07-C-54-56","GNT-C-54-Repalle",17,"Pothumeraka(With Marshes area)",5126,0,5126,281930.000055
145,"07-C-54-56","GNT-C-54-Repalle",18,"Gangadipalem(With Marshes area)",9198,0,9198,505890.000055
146,"07-C-54-55","GNT-C-54-Tenali",1,"Kolakaluru",15607,0,15607,858385.00055
147,"07-C-54-55","GNT-C-54-Tenali",2,"Devarapally",0,0,0,0.00055
148,"07-C-54-55","GNT-C-54-Tenali",3,"Nandivelugu",6880,0,6880,378400.00055
149,"07-C-54-55","GNT-C-54-Tenali",4,"Kathevaram",13209,0,13209,726495.00055
150,"07-C-54-55","GNT-C-54-Tenali",5,"Gudivada",5593,0,5593,307615.00055
151,"07-C-54-55","GNT-C-54-Tenali",6,"Sangamjagarlamudi",5447,0,5447,299585.00055
152,"07-C-54-55","GNT-C-54-Tenali",7,"Angalakuduru",9920,0,9920,545600.00055
153,"07-C-54-55","GNT-C-54-Tenali",8,"Nelapadu",1078,0,1078,59290.00055
154,"07-C-54-55","GNT-C-54-Tenali",9,"Burripalem",3306,0,3306,181830.00055
155,"07-C-54-55","GNT-C-54-Tenali",10,"Chinaravuru",5058,0,5058,278190.00055
156,"07-C-54-55","GNT-C-54-Tenali",11,"Pedaravuru",7088,0,7088,389840.00055
157,"07-C-54-55","GNT-C-54-Tenali",12,"Pinapadu",1908,0,1908,104940.00055
158,"07-C-54-55","GNT-C-54-Tenali",13,"Tenali",164937,0,164937,9071535.00055
159,"07-C-54-54","GNT-C-54-Tsunduru",1,"Edlapalle",8300,0,8300,456500.000055
160,"07-C-54-54","GNT-C-54-Tsunduru",2,"Chinaparimi",3623,0,3623,199265.000055
161,"07-C-54-54","GNT-C-54-Tsunduru",3,"Valiveru",5034,0,5034,276870.000055
162,"07-C-54-54","GNT-C-54-Tsunduru",4,"Penugudurupadu",1974,0,1974,108570.000055
163,"07-C-54-54","GNT-C-54-Tsunduru",5,"Kothapalli Narikellapadu",533,0,533,29315.000055
164,"07-C-54-54","GNT-C-54-Tsunduru",6,"Thottempudi",1177,0,1177,64735.000055
165,"07-C-54-54","GNT-C-54-Tsunduru",7,"Vetapalem",5459,0,5459,300245.000055
166,"07-C-54-54","GNT-C-54-Tsunduru",8,"Tsunduru",5965,0,5965,328075.000055
167,"07-C-54-54","GNT-C-54-Tsunduru",9,"Pedagadelavarru",2698,0,2698,148390.000055
168,"07-C-54-54","GNT-C-54-Tsunduru",10,"Manduru",2632,0,2632,144760.000055
169,"07-C-54-54","GNT-C-54-Tsunduru",11,"Alapadu",2029,0,2029,111595.000055
170,"07-C-54-54","GNT-C-54-Tsunduru",12,"Modukuru",6354,0,6354,349470.000055
171,"07-C-54-51","GNT-C-54-Vemuru",1,"Pulichintalapalem",0,0,0,0.000055
172,"07-C-54-51","GNT-C-54-Vemuru",2,"Jampani",7863,0,7863,432465.000055
173,"07-C-54-51","GNT-C-54-Vemuru",3,"Chadalavada",2955,0,2955,162525.000055
174,"07-C-54-51","GNT-C-54-Vemuru",4,"Kuchallapadu",2407,0,2407,132385.000055
