GW Watershed Name,Iwm basin names,GW Village Name,iwm village names
GNT-D-50-Jerri-Sirigiripadu,GNT-D-50- JERRI-SIRIGIRIPADU-MB,Gottipalla,Gottipalla
GNT_C_54_Amarthaluru,GNT-C-54-AMARTHALURU-MB,Govada,Govada
GNT-C-55-Nalanda-Narasaraopet,GNT-C-55-NALANDA-NARASARAOPET-MB,Govindapuram,Govindapuram-2
GNT-C-54-Cherukupalli,GNT-C-54-CHERUKUPALLI-MB,Gudavalli,Gudavalli-1
GNT-D-50 Mada-Pedakurapadu,GNT-D-50-MADDA-PEDAKURAPADU-MB,Gudipudi,Gudipudi
GNT_C_54_Bapatla,GNT-C-54-BAPATLA-MB,Gudipudi,Gudipudi-1
GNT-C-54-Tenali,GNT-C-54-TENALI-MB,Gudivada,Gudivada-1
GNT-D-50-Remidicherla,GNT-D-50- REMIDI-REMIDICHERLA-MB,Gummanampadu,Gummanampadu-1
GNT-C-57-Konkeru-Savalyapuram,GNT-C-57-KONKER-SAVALYAPURAM-MB,Gundepalle,Gundepalle
GNT-C-55-Pedda-2-Mangalagiri,GNT-C-55-PEDDA-2-MANGALAGIRI-MB,Gundimeda,Gundimeda
GNT-C-55-Nakka-Muppalla,GNT-C-55-NAKKA-MUPPALLA-MB,Gundlapadu,Gundalapadu
GNT-D-50-Macherla-Macherrla,GNT-D-50-MACHERLA-MACHRLA-MB,Gundlapadu,Gundlapadu
GNT-D-50-Narasing-Narasingapadu,GNT-D-50-NARASING-NARISINGAPADU-MB,Gundlapalli,Gundlapalle-4
GNT-C-55-Nalanda-Narasaraopet,GNT-C-55-NALANDA-NARASARAOPET-MB,Guntagarlapadu,Guntagarlapadu
GNT-C-55-Pedda-2-Mangalagiri,GNT-C-55-PEDDA-2-MANGALAGIRI-MB,Guntur,Guntur (M Corp.)
GNT-D-50-Dandi-Gurajala,GNT-D-50-DANDI-GURAJALA-MB,Gurajala,Gurazala-1
GNT-C-54-Kolluru,GNT-C-54-KOLLURU-MB,Gurivindapalle,Gurivindapalle-1
GNT-C-57-Kandaleru-1-Bollapalli-Part_Ongole,GNT-C-57-KANDLERU-1-BOLLAPALLI-PART_ONGOL-MB,Gutlapalle,Gutlapalle
GNT-D-50-Erra-2-Piduguralla,GNT-D-50- ERRA-2-PIDUGURALLA-MB,Guttikonda,Guttikonda
GNT-D-50-Erra-2-Piduguralla,GNT-D-50- ERRA-2-PIDUGURALLA-MB,"Guttikonda & 
Venkatayapalem Forest & Hills",Guttikonda
