"Sr.no",,,"Village name","T.Area (ha)","Watershed command area ",,,,"Watershed Non command Area",,,,"Watershed poor quality Area",,,
,"Water shed code","Watershed name",,,"Recghare","Hilly","Forest","Total","Recghare","Hilly","Forest","Total","Recghare","Hilly","Forest","Total"
46,"07-C-54-62","GNT-C-54-Duggirala","Duggirala",805,805,0,0,805,0,0,0,0,0,0,0,0
47,"07-C-54-62","GNT-C-54-Duggirala","Emani",2316,2316,0,0,2316,0,0,0,0,0,0,0,0
48,"07-C-54-62","GNT-C-54-Duggirala","Chintalapudi",375,375,0,0,375,0,0,0,0,0,0,0,0
49,"07-C-54-62","GNT-C-54-Duggirala","Devarapalli Agraharam",70,70,0,0,70,0,0,0,0,0,0,0,0
50,"07-C-54-52","GNT-C-54-Karlapalem","Yazali",2420,2419.999,0.001,0.001,2420,0,0,0.001,0,1199.99999999,0,0.000001,1200
51,"07-C-54-52","GNT-C-54-Karlapalem","Bhuddam",485,484.999,0.001,0.001,485,0,0,0.001,0,199.99999999,0,0.000001,200
52,"07-C-54-52","GNT-C-54-Karlapalem","Karlapalem",2623,2622.999,0.001,0.001,2623,0,0,0.001,0,1199.99999999,0,0.000001,1200
53,"07-C-54-52","GNT-C-54-Karlapalem","Ganapavaram",1902,1901.999,0.001,0.001,1902,0,0,0.001,0,1901.99999999,0,0.000001,1902
54,"07-C-54-52","GNT-C-54-Karlapalem","Pareli",2640,2639.999,0.001,0.001,2640,0,0,0.001,0,2639.99999999,0,0.000001,2640
55,"07-C-54-50","GNT-C-54-Kollipara","Vallabhapuram",1858,1858,0,0,1858,0,0,0,0,0,0,0.000001,0
56,"07-C-54-50","GNT-C-54-Kollipara","Munnangi",1350,1350,0,0,1350,0,0,0,0,0,0,0.000001,0
57,"07-C-54-50","GNT-C-54-Kollipara","Dhanthaluru",320,320,0,0,320,0,0,0,0,0,0,0.000001,0
58,"07-C-54-50","GNT-C-54-Kollipara","Kunchavaram",144,144,0,0,144,0,0,0,0,0,0,0.000001,0
59,"07-C-54-50","GNT-C-54-Kollipara","Athota",711,711,0,0,711,0,0,0,0,0,0,0.000001,0
60,"07-C-54-50","GNT-C-54-Kollipara","Siripuram",405,405,0,0,405,0,0,0,0,0,0,0.000001,0
61,"07-C-54-50","GNT-C-54-Kollipara","Chivaluru",518,518,0,0,518,0,0,0,0,0,0,0.000001,0
62,"07-C-54-50","GNT-C-54-Kollipara","Pidaparru",628,628,0,0,628,0,0,0,0,0,0,0.000001,0
63,"07-C-54-50","GNT-C-54-Kollipara","Kollipara",1743,1743,0,0,1743,0,0,0,0,0,0,0.000001,0
64,"07-C-54-50","GNT-C-54-Kollipara","Bommuvaripalem",1331,1331,0,0,1331,0,0,0,0,0,0,0.000001,0
65,"07-C-54-50","GNT-C-54-Kollipara","Annavaram",520,520,0,0,520,0,0,0,0,0,0,0.000001,0
66,"07-C-54-50","GNT-C-54-Kollipara","Thumuluru",582,582,0,0,582,0,0,0,0,0,0,0.000001,0
67,"07-C-54-50","GNT-C-54-Kollipara","Davuluru",1295,1295,0,0,1295,0,0,0,0,0,0,0.000001,0
68,"07-C-54-50","GNT-C-54-Kollipara","Chemudupadu",570,570,0,0,570,0,0,0,0,0,0,0.000001,0
69,"07-C-54-49","GNT-C-54-Kolluru","Ananthavaram",1030,1030,0,0,1030,0,0,0,0,0,0,0,0
70,"07-C-54-49","GNT-C-54-Kolluru","Chilumuru",475,475,0,0,475,0,0,0,0,0,0,0,0
71,"07-C-54-49","GNT-C-54-Kolluru","Ipur",915,915,0,0,915,0,0,0,0,0,0,0,0
72,"07-C-54-49","GNT-C-54-Kolluru","Gajullanka",881,881,0,0,881,0,0,0,0,0,0,0,0
73,"07-C-54-49","GNT-C-54-Kolluru","Pedalanka",760,760,0,0,760,0,0,0,0,0,0,0,0
74,"07-C-54-49","GNT-C-54-Kolluru","Kollur",1856,1856,0,0,1856,0,0,0,0,0,0,0,0
75,"07-C-54-49","GNT-C-54-Kolluru","Boddulurupadu",110,110,0,0,110,0,0,0,0,0,0,0,0
76,"07-C-54-49","GNT-C-54-Kolluru","Ravikampadu",1490,1490,0,0,1490,0,0,0,0,0,0,0,0
77,"07-C-54-49","GNT-C-54-Kolluru","Gurivindapalle",128,128,0,0,128,0,0,0,0,0,0,0,0
78,"07-C-54-49","GNT-C-54-Kolluru","Chinapulivarru",494,494,0,0,494,0,0,0,0,0,0,0,0
79,"07-C-54-49","GNT-C-54-Kolluru","Donepudi",884,884,0,0,884,0,0,0,0,0,0,0,0
80,"07-C-54-49","GNT-C-54-Kolluru","Potharlanka",1821,1821,0,0,1821,0,0,0,0,0,0,0,0
81,"07-C-54-57","GNT-C-54-Nagaram","Peddavaram",471,471,0,0,471,0,0,0,0,470.99999999,0,0.000001,471
82,"07-C-54-57","GNT-C-54-Nagaram","Thotapalle",473,473,0,0,473,0,0,0,0,472.99999999,0,0.000001,473
83,"07-C-54-57","GNT-C-54-Nagaram","Dhulipudi",1686,1686,0,0,1686,0,0,0,0,1199.99999999,0,0.000001,1200
84,"07-C-54-57","GNT-C-54-Nagaram","Pamidimarru",450,450,0,0,450,0,0,0,0,249.99999999,0,0.000001,250
85,"07-C-54-57","GNT-C-54-Nagaram","Eletipalem",1176,1176,0,0,1176,0,0,0,0,499.99999999,0,0.000001,500
86,"07-C-54-57","GNT-C-54-Nagaram","Nagaram",724,724,0,0,724,0,0,0,0,399.99999999,0,0.000001,400
87,"07-C-54-57","GNT-C-54-Nagaram","Pudivada",827,827,0,0,827,0,0,0,0,449.99999999,0,0.000001,450
88,"07-C-54-57","GNT-C-54-Nagaram","Siripudi",676,676,0,0,676,0,0,0,0,675.99999999,0,0.000001,676
89,"07-C-54-57","GNT-C-54-Nagaram","Pedapalle",1475,1475,0,0,1475,0,0,0,0,1474.99999999,0,0.000001,1475
90,"07-C-54-57","GNT-C-54-Nagaram","Pedamatlapudi",1704,1704,0,0,1704,0,0,0,0,1499.99999999,0,0.000001,1500
91,"07-C-54-57","GNT-C-54-Nagaram","Edupalle",997,997,0,0,997,0,0,0,0,996.99999999,0,0.000001,997
92,"07-C-54-57","GNT-C-54-Nagaram","Allaparru",3864,3864,0,0,3864,0,0,0,0,3863.99999999,0,0.000001,3864
93,"07-C-54-58","GNT-C-54-Nizampatnam","Nizampatnam",2276,2276,0,0,2276,-0.000001,0.000001,0.000001,0,2275.99999999,0,0.000001,2276
94,"07-C-54-58","GNT-C-54-Nizampatnam","Amudalapalle(With Marshes)",1669,1669,0,0,1669,-0.000001,0.000001,0.000001,0,999.99999999,0,0.000001,1000
95,"07-C-54-58","GNT-C-54-Nizampatnam","Pregnam",975,975,0,0,975,-0.000001,0.000001,0.000001,0,974.99999999,0,0.000001,975
96,"07-C-54-58","GNT-C-54-Nizampatnam","Muthupalle Agraharam",344,344,0,0,344,-0.000001,0.000001,0.000001,0,343.99999999,0,0.000001,344
97,"07-C-54-58","GNT-C-54-Nizampatnam","Pallapatla",590,590,0,0,590,-0.000001,0.000001,0.000001,0,349.99999999,0,0.000001,350
98,"07-C-54-58","GNT-C-54-Nizampatnam","Kuchinapudi",2006,2006,0,0,2006,-0.000001,0.000001,0.000001,0,999.99999999,0,0.000001,1000
99,"07-C-54-58","GNT-C-54-Nizampatnam","Adavuladeevi(With Marshes)",3021,3021,0,173,3021,-0.000001,0.000001,0.000001,0,2499.99999999,0,0.000001,2500
100,"07-C-54-58","GNT-C-54-Nizampatnam","Dindi(Including Marshes)",2166,2166,0,1294,2166,-0.000001,0.000001,0.000001,0,2165.99999999,0,0.000001,2166
101,"07-C-54-58","GNT-C-54-Nizampatnam","Nizampatnam forest",2964,2964,0,2964,2964,-0.000001,0.000001,0.000001,0,2963.99999999,0,0.000001,2964
102,"07-C-54-59","GNT-C-54-Ponnuru","Jupudi",633,633,0,0,633,0,0,0.000001,0,633,0,0,633
103,"07-C-54-59","GNT-C-54-Ponnuru","B. Kodur",847,847,0,0,847,0,0,0.000001,0,847,0,0,847
104,"07-C-54-59","GNT-C-54-Ponnuru","Vellaluru",466,466,0,0,466,0,0,0.000001,0,466,0,0,466
105,"07-C-54-59","GNT-C-54-Ponnuru","Mamillapalle",563,563,0,0,563,0,0,0.000001,0,0.000001,0,0,0.000001
106,"07-C-54-59","GNT-C-54-Ponnuru","Aremanda",505,505,0,0,505,0,0,0.000001,0,0.000001,0,0,0.000001
107,"07-C-54-59","GNT-C-54-Ponnuru","Dandamudi",562,562,0,0,562,0,0,0.000001,0,562,0,0,562
108,"07-C-54-59","GNT-C-54-Ponnuru","Munipalle",1032,1032,0,0,1032,0,0,0.000001,0,500,0,0,500
109,"07-C-54-59","GNT-C-54-Ponnuru","P.T.Parru",571,571,0,0,571,0,0,0.000001,0,0.000001,0,0,0.000001
110,"07-C-54-59","GNT-C-54-Ponnuru","Doppalapudi",365,365,0,0,365,0,0,0.000001,0,0.000001,0,0,0.000001
111,"07-C-54-59","GNT-C-54-Ponnuru","Mannava",1276,1276,0,0,1276,0,0,0.000001,0,600,0,0,600
112,"07-C-54-59","GNT-C-54-Ponnuru","Upparapalem",1078,1078,0,0,1078,0,0,0.000001,0,1078,0,0,1078
113,"07-C-54-59","GNT-C-54-Ponnuru","Ponnur",2614,2614,0,0,2614,0,0,0.000001,0,0.000001,0,0,0.000001
114,"07-C-54-59","GNT-C-54-Ponnuru","Kondamudi",1272,1272,0,0,1272,0,0,0.000001,0,0.000001,0,0,0.000001
115,"07-C-54-59","GNT-C-54-Ponnuru","Jadavalli",316,316,0,0,316,0,0,0.000001,0,316,0,0,316
116,"07-C-54-59","GNT-C-54-Ponnuru","Vaddimukkala",240,240,0,0,240,0,0,0.000001,0,0.000001,0,0,0.000001
117,"07-C-54-59","GNT-C-54-Ponnuru","Chintalapudi",871,871,0,0,871,0,0,0.000001,0,0.000001,0,0,0.000001
118,"07-C-54-59","GNT-C-54-Ponnuru","Vallabharaopalem",1716,1716,0,0,1716,0,0,0.000001,0,0.000001,0,0,0.000001
119,"07-C-54-59","GNT-C-54-Ponnuru","Nandur",1186,1186,0,0,1186,0,0,0.000001,0,0.000001,0,0,0.000001
120,"07-C-54-59","GNT-C-54-Ponnuru","Mulukuduru",1096,1096,0,0,1096,0,0,0.000001,0,0.000001,0,0,0.000001
121,"07-C-54-53","GNT-C-54-P.V.Palem","Komali",915,915,0,0,915,0,0,0.000001,0,0,0,0.000001,0
122,"07-C-54-53","GNT-C-54-P.V.Palem","Sangupalem Koduru",954,954,0,0,954,0,0,0.000001,0,0,0,0.000001,0
123,"07-C-54-53","GNT-C-54-P.V.Palem","Chandole",1333,1333,0,0,1333,0,0,0.000001,0,0,0,0.000001,0
124,"07-C-54-53","GNT-C-54-P.V.Palem","Pittalavanipalem",1470,1470,0,0,1470,0,0,0.000001,0,0,0,0.000001,0
125,"07-C-54-53","GNT-C-54-P.V.Palem","Khajipalem",1112,1112,0,0,1112,0,0,0.000001,0,0,0,0.000001,0
126,"07-C-54-53","GNT-C-54-P.V.Palem","Alluru",1646,1646,0,0,1646,0,0,0.000001,0,0,0,0.000001,0
127,"07-C-54-56","GNT-C-54-Repalle","Parisapadu",112,112,0,0,112,0,0,0.00001,0,0.44999999,0,0.000001,0.45
128,"07-C-54-56","GNT-C-54-Repalle","Karumuru",361,361,0,0,361,2,0,0.00001,0,360.99999999,0,0.000001,361
129,"07-C-54-56","GNT-C-54-Repalle","Bethapudi",900,900,0,0,900,6,0,0.00001,0,499.99999999,0,0.000001,500
130,"07-C-54-56","GNT-C-54-Repalle","Peteru",859,859,0,0,859,42,0,0.00001,0,299.99999999,0,0.000001,300
131,"07-C-54-56","GNT-C-54-Repalle","Penumudi",553,553,0,0,553,6,0,0.00001,0,299.99999999,0,0.000001,300
132,"07-C-54-56","GNT-C-54-Repalle","Chatragadda",449,449,0,0,449,10,0,0.00001,0,199.99999999,0,0.000001,200
133,"07-C-54-56","GNT-C-54-Repalle","Komarajugadda",693,693,0,0,693,45,0,0.00001,0,0,0,0.000001,0.000001
134,"07-C-54-56","GNT-C-54-Repalle","Nalluru",780,780,0,0,780,15,0,0.00001,0,0,0,0.000001,0.000001
135,"07-C-54-56","GNT-C-54-Repalle","Aravapalli",437,437,0,0,437,0,0,0.00001,0,436.99999999,0,0.000001,437
136,"07-C-54-56","GNT-C-54-Repalle","Repalle",1097,1097,0,0,1097,7,0,0.00001,0,599.99999999,0,0.000001,600
137,"07-C-54-56","GNT-C-54-Repalle","Uuppudi",764,764,0,0,764,0,0,0.00001,0,763.99999999,0,0.000001,764
138,"07-C-54-56","GNT-C-54-Repalle","Isukapalle",1051,1051,0,0,1051,8,0,0.00001,0,499.99999999,0,0.000001,500
139,"07-C-54-56","GNT-C-54-Repalle","Singupalem",1529,1529,0,0,1529,45,0,0.00001,0,0,0,0.000001,0
140,"07-C-54-56","GNT-C-54-Repalle","Visweswaram",317,317,0,0,317,11,0,0.00001,0,316.99999999,0,0.000001,317
141,"07-C-54-56","GNT-C-54-Repalle","Chodayapalem",1774,1774,0,0,1774,0,0,0.00001,0,1773.99999999,0,0.000001,1774
142,"07-C-54-56","GNT-C-54-Repalle","Kaithepalle",931,931,0,0,931,0,0,0.00001,0,930.99999999,0,0.000001,931
143,"07-C-54-56","GNT-C-54-Repalle","Pothumeraka(With Marshes area)",4594,4594,0,0,4594,0,0,0.00001,0,4593.99999999,0,0.000001,4594
144,"07-C-54-56","GNT-C-54-Repalle","Gangadipalem(With Marshes area)",6059,6059,0,377,6059,0,0,0.00001,0,6058.99999999,0,0.000001,6059
145,"07-C-54-55","GNT-C-54-Tenali","Kolakaluru",2558,2558,0,0,2558,0.45,0,0.000001,0.45,0,0,0.000001,0
146,"07-C-54-55","GNT-C-54-Tenali","Devarapally",11,11,0,0,11,0.000001,0,0.000001,0.000001,0,0,0.000001,0
147,"07-C-54-55","GNT-C-54-Tenali","Nandivelugu",470,470,0,0,470,0.000001,0,0.000001,0.000001,0,0,0.000001,0
148,"07-C-54-55","GNT-C-54-Tenali","Kathevaram",1696,1696,0,0,1696,0.000001,0,0.000001,0.000001,0,0,0.000001,0
149,"07-C-54-55","GNT-C-54-Tenali","Gudivada",760,760,0,0,760,0.000001,0,0.000001,0.000001,0,0,0.000001,0
150,"07-C-54-55","GNT-C-54-Tenali","Sangamjagarlamudi",370,370,0,0,370,0.000001,0,0.000001,0.000001,0,0,0.000001,0
151,"07-C-54-55","GNT-C-54-Tenali","Angalakuduru",911,911,0,0,911,0.000001,0,0.000001,0.000001,0,0,0.000001,0
152,"07-C-54-55","GNT-C-54-Tenali","Nelapadu",1473,1473,0,0,1473,0.000001,0,0.000001,0.000001,0,0,0.000001,0
153,"07-C-54-55","GNT-C-54-Tenali","Burripalem",702,702,0,0,702,0.000001,0,0.000001,0.000001,0,0,0.000001,0
154,"07-C-54-55","GNT-C-54-Tenali","Chinaravuru",895,895,0,0,895,0.000001,0,0.000001,0.000001,0,0,0.000001,0
155,"07-C-54-55","GNT-C-54-Tenali","Pedaravuru",872,872,0,0,872,0.000001,0,0.000001,0.000001,0,0,0.000001,0
156,"07-C-54-55","GNT-C-54-Tenali","Pinapadu",402,402,0,0,402,0.000001,0,0.000001,0.000001,0,0,0.000001,0
157,"07-C-54-55","GNT-C-54-Tenali","Tenali",1511,1511,0,0,1511,0.000001,0,0.000001,0.000001,0,0,0.000001,0
158,"07-C-54-54","GNT-C-54-Tsunduru","Edlapalle",1580,1580,0,0,1580,0,0,0.00001,0,0,0,0.000001,0
159,"07-C-54-54","GNT-C-54-Tsunduru","Chinaparimi",534,534,0,0,534,0,0,0.00001,0,0,0,0.000001,0
160,"07-C-54-54","GNT-C-54-Tsunduru","Valiveru",1131,1131,0,0,1131,0,0,0.00001,0,0,0,0.000001,0
161,"07-C-54-54","GNT-C-54-Tsunduru","Penugudurupadu",541,541,0,0,541,0,0,0.00001,0,0,0,0.000001,0
162,"07-C-54-54","GNT-C-54-Tsunduru","Kothapalli Narikellapadu",412,412,0,0,412,0,0,0.00001,0,0,0,0.000001,0
163,"07-C-54-54","GNT-C-54-Tsunduru","Thottempudi",215,215,0,0,215,0,0,0.00001,0,0,0,0.000001,0
164,"07-C-54-54","GNT-C-54-Tsunduru","Vetapalem",982,982,0,0,982,0,0,0.00001,0,0,0,0.000001,0
165,"07-C-54-54","GNT-C-54-Tsunduru","Tsunduru",1163,1163,0,0,1163,0,0,0.00001,0,0,0,0.000001,0
166,"07-C-54-54","GNT-C-54-Tsunduru","Pedagadelavarru",831,831,0,0,831,0,0,0.00001,0,0,0,0.000001,0
167,"07-C-54-54","GNT-C-54-Tsunduru","Manduru",722,722,0,0,722,0,0,0.00001,0,0,0,0.000001,0
168,"07-C-54-54","GNT-C-54-Tsunduru","Alapadu",678,678,0,0,678,0,0,0.00001,0,0,0,0.000001,0
169,"07-C-54-54","GNT-C-54-Tsunduru","Modukuru",1694,1694,0,0,1694,0,0,0.00001,0,0,0,0.000001,0
170,"07-C-54-51","GNT-C-54-Vemuru","Pulichintalapalem",104,104,0,0,104,0,0,0.000001,0,0,0,0.000001,0
171,"07-C-54-51","GNT-C-54-Vemuru","Jampani",2049,2049,0,0,2049,0,0,0.000001,0,0,0,0.000001,0
172,"07-C-54-51","GNT-C-54-Vemuru","Chadalavada",716,716,0,0,716,0,0,0.000001,0,0,0,0.000001,0
173,"07-C-54-51","GNT-C-54-Vemuru","Kuchallapadu",716,716,0,0,716,0,0,0.000001,0,0,0,0.000001,0
174,"07-C-54-51","GNT-C-54-Vemuru","Varahapuram",206,206,0,0,206,0,0,0.000001,0,0,0,0.000001,0
175,"07-C-54-51","GNT-C-54-Vemuru","Vemuru",2284,2284,0,0,2284,0,0,0.000001,0,0,0,0.000001,0
176,"07-C-54-51","GNT-C-54-Vemuru","Pothumarru",128,128,0,0,128,0,0,0.000001,0,0,0,0.000001,0
177,"07-C-54-51","GNT-C-54-Vemuru","Peravalipalem",991,991,0,0,991,0,0,0.000001,0,0,0,0.000001,0
178,"07-C-54-51","GNT-C-54-Vemuru","Peravali",1852,1852,0,0,1852,0,0,0.000001,0,0,0,0.000001,0
179,"07-C-54-51","GNT-C-54-Vemuru","Chavali",1039,1039,0,0,1039,0,0,0.000001,0,0,0,0.000001,0
180,"07-C-54-51","GNT-C-54-Vemuru","Balijepally",222,222,0,0,222,0,0,0.000001,0,0,0,0.000001,0
181,"07-C-54-51","GNT-C-54-Vemuru","Abbanagudavalli",167,167,0,0,167,0,0,0.000001,0,0,0,0.000001,0
182,"07-C-54-51","GNT-C-54-Vemuru","Penumarru",744,744,0,0,744,0,0,0.000001,0,0,0,0.000001,0
183,"07-C-55-37","GNT-C-55-Boddu-Velpuru","Gogulapadu",1728,1728,0,0,1728,0,0,0.000001,0,0,0,0.000001,0
184,"07-C-55-37","GNT-C-55-Boddu-Velpuru","Alawala",966,966,0,0,966,0,0,0.000001,0,0,0,0.000001,0
185,"07-C-55-37","GNT-C-55-Boddu-Velpuru","Thurumella",1897,1897,0,0,1897,0,0,0.000001,0,0,0,0.000001,0
186,"07-C-55-37","GNT-C-55-Boddu-Velpuru","Annavarappadu",340,340,0,0,340,0,0,0.000001,0,0,0,0.000001,0
187,"07-C-55-37","GNT-C-55-Boddu-Velpuru","Velpuru",2205,2205,0,0,2205,0,0,0.000001,0,0,0,0.000001,0
188,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Talluru",1255,1255,0,0,1255,0,0,0,0,0,0,0.000001,0
