S.No,Watershed code,Watershed Name, Village Name,Length ,Design depth of flow,Bed width,Side Slopes,WettedPerimeter,Wetted area,Canal seepage factor, No.of operating days of canal,, Recharge from canal (ha.m),,Annual Recharge,,,,,,,,,,,,,,
278,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,NARAYANAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080020102,002,NARAYANAPURAM
279,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,SHERMAHAMMADPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080030103,003,SHERMAHAMMADPURAM
280,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,IBRAHIMBAD,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080040106,004,IBRAHIMBAD
281,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,POLAGRAHARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080050107,005,POLAGRAHARAM
282,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,THAMMUNAIDUPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080060107,006,THAMMUNAIDUPETA
283,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,JARAPINAIDUPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080070107,007,JARAPINAIDUPETA
284,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,PUDIVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080080108,008,PUDIVALASA
285,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,KUSALAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080090109,009,KUSALAPURAM
286,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,DUPPALAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080100110,010,DUPPALAVALASA
287,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,THOTAPALEM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080110110,11,THOTAPALEM
288,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,DOMAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080120111,012,DOMAM
289,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,SHERMOHAMMADPURAMPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080130111,013,SHERMOHAMMADPURAMPETA
290,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,JARAJAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080140112,014,JARAJAM
291,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,ETCHERLA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080150113,015,ETCHERLA
292,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,CHINARAOPALLE,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080160114,016,CHINARAOPALLE
293,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,MASEEDAGRAHARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080180114,018,MASEEDAGRAHARAM
294,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,SANTHASEETHARAMPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080190114,019,SANTHASEETHARAMPURAM
295,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,MUDDADA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080210116,021,MUDDADA
296,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,KONGARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080220118,022,KONGARAM
297,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,PONNADA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080230119,023,PONNADA
298,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,BONTALAKODURU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080240120,024,BONTALAKODURU
299,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,DHARMAVARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080250121,025,DHARMAVARAM
300,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,KALURIACARYULAAGRAHARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080260116,026,KALURIACARYULAAGRAHARAM
301,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,OLETIACHAMMAAGRAHARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,08,Etcherla,01017080270123,027,OLETIACHAMMAAGRAHARAM
302,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,NAGULAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01014050010101,001,NAGULAVALASA
303,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,PENTA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01014050020102,002,PENTA
304,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,MARRIVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01014050030103,003,MARRIVALASA
305,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,NAKKAPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01014050040104,004,NAKKAPETA
306,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,TENKALA DUGGAVALSA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050050105,005,TENKALA DUGGAVALSA
307,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,GEDELAPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01014050060104,006,GEDELAPETA
308,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,PALAKHANDYAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050070106,007,PALAKHANDYAM
309,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,METTAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050080107,008,METTAVALASA
310,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,JAGANNADHAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050090106,009,JAGANNADHAPURAM
311,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,SEETHARAMPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050100106,010,SEETHARAMPURAM
312,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,SANTHAVURITY,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050110108,011,SANTHAVURITY
313,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,ANANDAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050120110,012,ANANDAPURAM
314,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,ABOTHULAPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050130110,013,ABOTHULAPETA
315,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,VANDRANGI,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050140111,014,VANDRANGI
316,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,NIDDAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050150112,015,NIDDAM
317,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,GOBBURU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050160113,016,GOBBURU
318,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,GANGUVARISIGADAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050170114,017,GANGUVARISIGADAM
319,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,VENKAYYAPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050180115,018,VENKAYYAPETA
320,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,YENDUVAPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050190115,019,YENDUVAPETA
321,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,JAGANNADHAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050200116,020,JAGANNADHAVALASA
322,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,NARISHMAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050290122,029,NARISHMAPURAM
323,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,YENDUVA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050310122,031,YENDUVA
324,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,S.P.RAMACHANDRAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050320124,032,S.P.RAMACHANDRAPURAM
325,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,CHETTUPODILAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050330125,033,CHETTUPODILAM
326,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,MADHUPAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050340126,034,MADHUPAM
327,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,KAPPARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050350127,035,KAPPARAM
328,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,VELAGADA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050360128,036,VELAGADA
329,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,CHANDRAYYAPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050370128,037,CHANDRAYYAPETA
330,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,NADIMIVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050380129,038,NADIMIVALASA
331,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,NARAYANAGAJAPATHIRAJUPU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,05,G.Sigadam,01018050430131,043,NARAYANAGAJAPATHIRAJUPU
332,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,KOLLIPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090010101,001,KOLLIPETA
333,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,GOKARNPALLE,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090020102,002,GOKARNPALLE
334,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,GANDREDU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090030103,003,GANDREDU
335,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,TADIVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090040103,004,TADIVALASA
336,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,BODDEPALLE,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090050104,005,BODDEPALLE
337,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,ALAMAJIPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090060105,006,ALAMAJIPETA
338,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,PENUBARTHI,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090070105,007,PENUBARTHI
339,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,GORINTA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090080106,008,GORINTA
340,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,RAPAKA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090090107,009,RAPAKA
341,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,LAIDAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090100101,010,LAIDAM
342,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,KONCHADA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090110109,011,KONCHADA
343,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,PONDURU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090120110,012,PONDURU
344,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,MALAKAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090130111,013,MALAKAM
345,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,THANDYAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090140112,014,THANDYAM
346,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,KRISHNAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090190115,019,KRISHNAPURAM
347,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,VENKATARAYUNIGUDEM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090210117,021,VENKATARAYUNIGUDEM
348,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,KOTIPALLE,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090220118,022,KOTIPALLE
349,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,DALLAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090230119,023,DALLAVALASA
350,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,PILLALAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090240120,024,PILLALAVALASA
351,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,THOLAPI,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090250121,025,THOLAPI
352,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,ATCHIPOLAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090260122,026,ATCHIPOLAVALASA
353,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,MODDALAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090270123,027,MODDALAVALASA
354,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,SINGURU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090280122,028,SINGURU
355,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,KINTHALI,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090290124,029,KINTHALI
356,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,RAMADASUPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01017090300125,030,RAMADASUPURAM
357,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,KANIMETTA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090310125,031,KANIMETTA
358,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,DHARMAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01018090320126,032,DHARMAPURAM
359,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,BURIDIKANCHARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01017090330127,033,BURIDIKANCHARAM
360,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,NANDIVADA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,09,Ponduru,01017090340128,034,NANDIVADA
361,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,THATIPADU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,03,R.AMDALAVALASA,01014030450134,045,THATIPADU
362,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,BURADA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,03,R.AMDALAVALASA,01014030460135,046,BURADA
363,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,LATCHANNA VALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,03,R.AMDALAVALASA,01014030470136,047,LATCHANNA VALASA
364,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,BALAKAVI VALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,03,R.AMDALAVALASA,01013030510139,051,BALAKAVI VALASA
365,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,AGURU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,04,RAJAM,01013040040102,004,AGURU
366,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,KANCHARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,04,RAJAM,01013040050104,005,KANCHARAM
367,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,KONDAMPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,04,RAJAM,01013040060105,006,KONDAMPETA
368,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,RAJAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,04,RAJAM,01013040070106,007,RAJAM
369,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,GURAVAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Nagavali,Relligedda,01_F_06_03,Skl_F_Nagavali_Relligedda_Rajam,1,Srikakulam,04,RAJAM,01013040080107,008,GURAVAM
