S.No,Watershed code,Watershed Name, Village Name,Length ,Design depth of flow,Bed width,Side Slopes,WettedPerimeter,Wetted area,Canal seepage factor, No.of operating days of canal,, Recharge from canal (ha.m),,Annual Recharge,,,,,,,,,,,,,,
698,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,CHERUKUPALLE,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,30,NANDIGAM,01003300720121,072,CHERUKUPALLE
699,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,MARLAPADU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,30,NANDIGAM,01003300730122,073,MARLAPADU
700,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,LOTHURU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320010101,001,LOTHURU
701,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,KANTRAGADA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320020102,002,KANTRAGADA
702,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,RAGHUNADHAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320030103,003,RAGHUNADHAPURAM
703,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,S.GOVINDAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320040104,004,S.GOVINDAPURAM
704,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,MAHADEVIPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320050103,005,MAHADEVIPURAM
705,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,KOTIA (U.I),,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320060102,006,KOTIA (U.I)
706,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,RENTIKOTA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320070102,007,RENTIKOTA
707,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,R.K.PURAM (U.I),,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320080105,008,R.K.PURAM (U.I)
708,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PEDANCHALA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320090105,009,PEDANCHALA
709,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,MARADARAJAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320100105,010,MARADARAJAPURAM
710,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,ALLUKHOLA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320110104,011,ALLUKHOLA
711,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,LODDABHADRA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320120103,012,LODDABHADRA
712,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,TARLAKOTA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320130106,013,TARLAKOTA
713,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,GUDARI,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320140199,014,GUDARI
714,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,ADIVIKOTTURU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320150199,015,ADIVIKOTTURU
715,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,KAIJOLA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320160106,016,KAIJOLA
716,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,ITTAPADU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320170199,017,ITTAPADU
717,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,SUNNADA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320180103,018,SUNNADA
718,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,POTRIYA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320190103,019,POTRIYA
719,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,GODAVARIPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320200107,020,GODAVARIPURAM
720,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,VEERA RAMACHANDRAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320210107,021,VEERA RAMACHANDRAPURAM
721,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,CHINANCHALA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320220107,022,CHINANCHALA
722,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,EDURAPALLE,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320230108,023,EDURAPALLE
723,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,GANGUVADA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320240108,024,GANGUVADA
724,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,JAGANNADHAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320250105,025,JAGANNADHAPURAM
725,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,RAJAGOPALAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320260107,026,RAJAGOPALAPURAM
726,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,SASANAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320270103,027,SASANAM
727,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,MOGILIPADU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320280199,028,MOGILIPADU
728,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,NEMALI,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320290199,029,NEMALI
729,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,KOSANGIPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320300199,030,KOSANGIPURAM
730,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,R.K.PURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320310109,031,R.K.PURAM
731,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,BODDAPADU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320370113,037,BODDAPADU
732,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PENTIBHADRA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320380199,038,PENTIBHADRA
733,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,INGILIGAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320390199,039,INGILIGAM
734,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,ANANTHAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320400199,040,ANANTHAPURAM
735,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,KAMBRIGAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320440108,044,KAMBRIGAM
736,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,SOGODIYA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320450108,045,SOGODIYA
737,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,KEDARIPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320460108,046,KEDARIPURAM
738,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,BANTUKOTTURU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320470114,047,BANTUKOTTURU
739,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,KESIPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320480114,048,KESIPURAM
740,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,NEELIBHADRA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320490114,049,NEELIBHADRA
741,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PEDDANARAYANAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320500114,050,PEDDANARAYANAPURAM
742,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PANDASASANAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320510115,051,PANDASASANAM
743,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,LAXMIPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320520116,052,LAXMIPURAM
744,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PARSAMBA   (KASIBUGGA),,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320530199,053,PARSAMBA   (KASIBUGGA)
745,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,AMBUSOLI,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320570199,057,AMBUSOLI
746,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,JAYARAMACHANDRA PURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002320580199,058,JAYARAMACHANDRA PURAM
747,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PAYAKARAMPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320590199,059,PAYAKARAMPURAM
748,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,MEELAGARAMPADU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320600199,060,MEELAGARAMPADU
749,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,TALLABHADRA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320610199,061,TALLABHADRA
750,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PESARAPADU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320620199,062,PESARAPADU
751,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,CHINABADAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320630199,063,CHINABADAM
752,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,RAJAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320640199,064,RAJAPURAM
753,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,KISTUPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320650116,065,KISTUPURAM
754,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PATHAJAGADEVAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320660117,066,PATHAJAGADEVAPURAM
755,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,BRAHMANATARLA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320670115,067,BRAHMANATARLA
756,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PURNABHADRA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320680118,068,PURNABHADRA
757,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,AMALAKUDIA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320690118,069,AMALAKUDIA
758,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,GOPIVALLABHAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320700119,070,GOPIVALLABHAPURAM
759,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,TEKKALIPATNAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320710119,071,TEKKALIPATNAM
760,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,TOTAVOORU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320720119,072,TOTAVOORU
761,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,MODUGULAPUTTI,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320730119,073,MODUGULAPUTTI
762,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,VEERABHADRAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320740118,074,VEERABHADRAPURAM
763,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,SARIYAPALLE,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320760117,076,SARIYAPALLE
764,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,GARUDAKHANDI,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320770117,077,GARUDAKHANDI
765,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,GOPALAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320780117,078,GOPALAPURAM
766,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,ANTHARAKUDDA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01003320790199,079,ANTHARAKUDDA
767,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PALASA (PT),,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,32,PALASA,01002840010000,042,PALASA (PT)
768,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,GARUDABHADRA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310040104,004,GARUDABHADRA
769,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,RAJAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310050105,005,RAJAM
770,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,BATHUPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310060106,006,BATHUPURAM
771,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,AKKUPALLE,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310070107,007,AKKUPALLE
772,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,BYPALLE,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310080108,008,BYPALLE
773,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PEDAVANKA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310090109,009,PEDAVANKA
774,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,CHINAVANKA,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310100110,010,CHINAVANKA
775,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,GOLLASARADHI,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310110111,011,GOLLASARADHI
776,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,RITTAPADU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310120106,012,RITTAPADU
777,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,GOPALADORAVURU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310130106,013,GOPALADORAVURU
778,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PALLISARADHI,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310140111,014,PALLISARADHI
779,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,DOKULAPADU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310150112,015,DOKULAPADU
780,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,SARADAPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310160113,016,SARADAPURAM
781,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,KIDISINGI,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310170113,017,KIDISINGI
782,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,GOLLALAPADU,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310180110,018,GOLLALAPADU
783,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,PEDDABADAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310190114,019,PEDDABADAM
784,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,NAGARAMPALLE,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310200115,020,NAGARAMPALLE
785,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,MAHADEVIPURAM,,,,,,,,,,0,0,0,,,Between Mahanadi & Godavari,Pundi Minor Drainage,Bendigedda,01_F_03_01,Skl_F_PMD_Bendigedda_Palasa,1,Srikakulam,31,V.KOTTURU,01003310210116,021,MAHADEVIPURAM
