,,,,Command Area,,Non command Area,,Poor quality area,,
,,,,Residential,,Residential,,Residential,,
Sr.no,Watershed code,GW watershed name,village name,DWDW/HP,DW PWS,DWDW/HP,DW PWS,DWDW/HP,DW PWS,Total
47,03_F_14_24,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Vijayarampuram,0,0,10,1,0,0,11
48,03_F_14_24,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Lalam Koduru,0,0,22,3,0,0,25
49,03_F_14_24,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Manyapuchintuva,0,0,4,1,0,0,5
50,03_F_14_24,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Krishnapalem,0,0,8,2,0,0,10
51,03_F_14_24,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Anandapuram,0,0,0,0,0,0,0
52,03_F_14_24,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Chatametta,0,0,0,0,0,0,0
53,03_F_14_24,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Gurjapalem,0,0,15,2,0,0,17
54,03_F_14_24,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Nakkapalem,0,0,4,0,0,0,4
55,03_F_14_24,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Chebrolu Veerappakondra,0,0,0,0,0,0,0
56,03_F_14_24,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Bhogapuram,0,0,15,3,0,0,18
57,03_F_14_24,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Dibbapalem,0,0,42,4,0,0,46
58,03_F_14_24,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Duppituru,0,0,34,5,0,0,39
59,03_F_14_25,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Veduruvada,0,0,31,3,0,0,34
60,03_F_14_26,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Janguluru,0,0,3,0,0,0,3
61,03_F_14_27,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Marturu,0,0,10,3,0,0,13
62,03_F_14_28,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Chodapalli,0,0,41,5,0,0,46
63,03_F_14_29,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Khajipalem,12,3,0,0,0,0,15
64,03_F_14_30,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Jaggampeta,8,3,0,0,0,0,11
65,03_F_14_31,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Haripalem,18,3,0,0,0,0,21
66,03_F_14_32,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Timmarajupeta,4,4,0,0,0,0,8
67,03_F_14_33,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Pedapadu,13,3,0,0,0,0,16
68,03_F_14_34,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Vupparavaram,15,5,0,0,0,0,20
69,03_F_14_35,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,M.Jagannadhapuram,19,3,0,0,0,0,22
70,03_F_14_36,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Yerravaram,11,1,0,0,0,0,12
71,03_F_14_37,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Pudimadaka,0,0,5,2,0,0,7
72,03_F_14_38,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Jogannapalem,0,0,7,2,0,0,9
73,03_F_14_39,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Tallapalem,0,0,0,0,0,0,0
