,,,Command area,,,,,,,,,,,,Non-Command area,,,,,,,,,,,,Poor quality,,,,,,,,,,,
Sr.No,Watershed name,,Agriculture,,,,Domestic,,,,Industrial,,,,Agriculture,,,,Domestic,,,,Industrial,,,,Agriculture,,,,,,,,Industrial,,,
,,Type of well,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,,,,,yield,No.of ,Days of operation of wells          ,
,,,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,,,,,lph,wells,Monsoon,Non - Monsoon
113,Kri-D-49-Gampalagudem,DW,0,,20,80,571.4285714,,120,240,0,,120,240,3857.142857,,40,90,3857.142857,,120,240,3857.142857,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
114,Kri-D-49-Gampalagudem,DW+PS/DCB,6428.571429,,20,80,0,,120,240,0,,120,240,3285.714286,,40,90,3285.714286,,120,240,3285.714286,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
115,Kri-D-49-Gampalagudem,BWs,8000,,20,80,10857.14286,,120,240,1428.571429,,120,240,7000,,40,90,7000,,120,240,7000,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
116,Kri-D-49-Gampalagudem,STW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,22000,,40,90,,,,,7142.857143,,120,240
117,Kri-D-49-Gampalagudem,MTW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,45000,,40,90,,,,,7142.857143,,120,240
118,Kri-D-49-Gampalagudem,Deep TW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
119,Kri-D-49-Gampalagudem,Filter Points,12000,,20,80,7142.857143,,120,240,0,,120,240,7142.857143,,40,90,7142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
120,Kri-D-51-Kanchikacherla ,DW,2142.857143,,20,80,714.2857143,,120,240,0,,120,240,2142.857143,,40,90,1428.571429,,120,240,2142.857143,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
121,Kri-D-51-Kanchikacherla ,DW+PS/DCB,4285.714286,,20,80,0,,120,240,0,,120,240,2142.857143,,40,90,2142.857143,,120,240,2142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
122,Kri-D-51-Kanchikacherla ,BWs,7142.857143,,20,80,10714.28571,,120,240,1428.571429,,120,240,6000,,40,90,3571.428571,,120,240,142.8571429,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
123,Kri-D-51-Kanchikacherla ,STW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,22000,,40,90,,,,,7142.857143,,120,240
124,Kri-D-51-Kanchikacherla ,MTW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,45000,,40,90,,,,,7142.857143,,120,240
125,Kri-D-51-Kanchikacherla ,Deep TW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
126,Kri-D-51-Kanchikacherla ,Filter Points,12000,,20,80,0,,120,240,0,,120,240,10000,,40,90,10000,,120,240,10000,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
127,Kri-I-40-Chatrai,DW,0,,20,80,571.4285714,,120,240,0,,120,240,0,,30,80,571.4285714,,120,240,0,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
128,Kri-I-40-Chatrai,DW+PS/DCB,0,,20,80,0,,120,240,0,,120,240,0,,30,80,0,,120,240,0,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
129,Kri-I-40-Chatrai,BWs,9000,,20,80,6000,,120,240,1428.571429,,120,240,9000,,30,80,5714.285714,,120,240,1428.571429,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
130,Kri-I-40-Chatrai,STW,17857.14286,,20,80,0,,120,240,0,,120,240,0,,30,80,0,,120,240,0,,120,240,22000,,40,90,,,,,7142.857143,,120,240
131,Kri-I-40-Chatrai,MTW,0,,20,80,0,,120,240,0,,120,240,0,,30,80,0,,120,240,0,,120,240,45000,,40,90,,,,,7142.857143,,120,240
132,Kri-I-40-Chatrai,Deep TW,0,,20,80,0,,120,240,0,,120,240,0,,30,80,0,,120,240,0,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
133,Kri-I-40-Chatrai,Filter Points,0,,20,80,0,,120,240,0,,120,240,0,,30,80,0,,120,240,0,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
134,Kri-I-41-Nuzvid,DW,0,,20,80,1285.714286,,120,240,0,,120,240,0,,30,80,857.1428571,,120,240,0,,120,240,0,,40,90,,,,,3571.428571,,120,240
135,Kri-I-41-Nuzvid,DW+PS/DCB,5714.285714,,20,80,0,,120,240,0,,120,240,5714.285714,,30,80,0,,120,240,0,,120,240,0,,40,90,,,,,7142.857143,,120,240
136,Kri-I-41-Nuzvid,BWs,9000,,20,80,20000,,120,240,1428.571429,,120,240,9000,,30,80,6428.571429,,120,240,1428.571429,,120,240,0,,40,90,,,,,7142.857143,,120,240
137,Kri-I-41-Nuzvid,STW,17142.85714,,20,80,0,,120,240,0,,120,240,17142.85714,,30,80,0,,120,240,0,,120,240,0,,40,90,,,,,7142.857143,,120,240
138,Kri-I-41-Nuzvid,MTW,20000,,20,80,0,,120,240,0,,120,240,20000,,30,80,0,,120,240,0,,120,240,0,,40,90,,,,,7142.857143,,120,240
139,Kri-I-41-Nuzvid,Deep TW,0,,20,80,0,,120,240,0,,120,240,0,,30,80,0,,120,240,0,,120,240,0,,40,90,,,,,14285.71429,,120,240
140,Kri-I-41-Nuzvid,Filter Points,0,,20,80,0,,120,240,0,,120,240,0,,30,80,0,,120,240,0,,120,240,0,,40,90,,,,,7142.857143,,120,240
141,kri-I-42-Ganginenipalem,DW,0,,20,80,571.4285714,,120,240,0,,120,240,3857.142857,,40,90,3857.142857,,120,240,3857.142857,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
142,kri-I-42-Ganginenipalem,DW+PS/DCB,0,,20,80,0,,120,240,0,,120,240,3285.714286,,40,90,3285.714286,,120,240,3285.714286,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
143,kri-I-42-Ganginenipalem,BWs,8000,,20,80,6428.571429,,120,240,1428.571429,,120,240,7000,,40,90,7000,,120,240,7000,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
144,kri-I-42-Ganginenipalem,STW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,22000,,40,90,,,,,7142.857143,,120,240
145,kri-I-42-Ganginenipalem,MTW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,45000,,40,90,,,,,7142.857143,,120,240
146,kri-I-42-Ganginenipalem,Deep TW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
147,kri-I-42-Ganginenipalem,Filter Points,0,,20,80,0,,120,240,7142.857143,,120,240,7142.857143,,40,90,7142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
148,Kri-I-42-Mylavaram,DW,0,,20,80,571.4285714,,120,240,0,,120,240,0,,40,90,571.4285714,,120,240,0,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
149,Kri-I-42-Mylavaram,DW+PS/DCB,5714.285714,,20,80,0,,120,240,0,,120,240,5714.285714,,40,90,0,,120,240,0,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
150,Kri-I-42-Mylavaram,BWs,7142.857143,,20,80,5714.285714,,120,240,2142.857143,,120,240,7142.857143,,40,90,5000,,120,240,2142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
151,Kri-I-42-Mylavaram,STW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,22000,,40,90,,,,,7142.857143,,120,240
152,Kri-I-42-Mylavaram,MTW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,45000,,40,90,,,,,7142.857143,,120,240
153,Kri-I-42-Mylavaram,Deep TW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
154,Kri-I-42-Mylavaram,Filter Points,0,,20,80,7142.857143,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
155,Kri-I-42-Reddigudem,DW,0,,20,80,571.4285714,,120,240,0,,120,240,2142.857143,,40,90,857.1428571,,120,240,2142.857143,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
156,Kri-I-42-Reddigudem,DW+PS/DCB,6428.571429,,20,80,0,,120,240,0,,120,240,4285.714286,,40,90,2142.857143,,120,240,2142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
157,Kri-I-42-Reddigudem,BWs,8000,,20,80,6428.571429,,120,240,2142.857143,,120,240,7142.857143,,40,90,3571.428571,,120,240,142.8571429,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
158,Kri-I-42-Reddigudem,STW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,22000,,40,90,,,,,7142.857143,,120,240
159,Kri-I-42-Reddigudem,MTW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,45000,,40,90,,,,,7142.857143,,120,240
160,Kri-I-42-Reddigudem,Deep TW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
161,Kri-I-42-Reddigudem,Filter Points,0,,20,80,0,,120,240,0,,120,240,10000,,40,90,10000,,120,240,10000,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
162,Kri-I-42-G.Konduru,DW,0,,20,80,1000,,120,240,0,,120,240,2142.857143,,40,90,1428.571429,,120,240,2142.857143,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
163,Kri-I-42-G.Konduru,DW+PS/DCB,4285.714286,,20,80,0,,120,240,0,,120,240,2142.857143,,40,90,2142.857143,,120,240,2142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
164,Kri-I-42-G.Konduru,BWs,7142.857143,,20,80,17857.14286,,120,240,1428.571429,,120,240,6000,,40,90,3571.428571,,120,240,142.8571429,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
165,Kri-I-42-G.Konduru,STW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,22000,,40,90,,,,,7142.857143,,120,240
166,Kri-I-42-G.Konduru,MTW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,45000,,40,90,,,,,7142.857143,,120,240
167,Kri-I-42-G.Konduru,Deep TW,0,,20,80,0,,120,240,0,,120,240,0,,40,90,0,,120,240,0,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
168,Kri-I-42-G.Konduru,Filter Points,14285.71429,,20,80,0,,120,240,0,,120,240,10000,,40,90,10000,,120,240,10000,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
169,Kri-I-42-Gannavaram,DW,0,,20,80,857.1428571,,120,240,0,,120,240,2142.857143,,30,60,2142.857143,,120,240,2142.857143,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
170,Kri-I-42-Gannavaram,DW+PS/DCB,5714.285714,,20,80,0,,120,240,0,,120,240,2142.857143,,30,60,2142.857143,,120,240,2142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
171,Kri-I-42-Gannavaram,BWs,9000,,20,80,6428.571429,,120,240,714.2857143,,120,240,6000,,30,60,6000,,120,240,6000,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
172,Kri-I-42-Gannavaram,STW,0,,20,80,0,,120,240,0,,120,240,18000,,30,60,18000,,120,240,18000,,120,240,22000,,40,90,,,,,7142.857143,,120,240
173,Kri-I-42-Gannavaram,MTW,0,,20,80,0,,120,240,0,,120,240,20000,,30,60,20000,,120,240,20000,,120,240,45000,,40,90,,,,,7142.857143,,120,240
174,Kri-I-42-Gannavaram,Deep TW,0,,20,80,0,,120,240,0,,120,240,25000,,30,60,25000,,120,240,25000,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
175,Kri-I-42-Gannavaram,Filter Points,15000,,20,80,0,,120,240,0,,120,240,7142.857143,,30,60,7142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
176,Kri-I-42-Agiripalli,DW,0,,20,80,857.1428571,,120,240,0,,120,240,2142.857143,,40,90,2142.857143,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
177,Kri-I-42-Agiripalli,DW+PS/DCB,5714.285714,,20,80,0,,120,240,0,,120,240,2142.857143,,40,90,2142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
178,Kri-I-42-Agiripalli,BWs,7142.857143,,20,80,7857.142857,,120,240,1428.571429,,120,240,6000,,40,90,6000,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
179,Kri-I-42-Agiripalli,STW,17857.14286,,20,80,0,,120,240,0,,120,240,17142.85714,,40,90,17142.85714,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
180,Kri-I-42-Agiripalli,MTW,0,,20,80,0,,120,240,0,,120,240,20000,,40,90,20000,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
181,Kri-I-42-Agiripalli,Deep TW,0,,20,80,0,,120,240,0,,120,240,25000,,40,90,25000,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
182,Kri-I-42-Agiripalli,Filter Points,0,,20,80,0,,120,240,0,,120,240,7142.857143,,40,90,7142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
183,Kri-I-42-Bapulapadu,DW,0,,20,80,857.1428571,,120,240,0,,120,240,0,,30,80,857.1428571,,120,240,0,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
184,Kri-I-42-Bapulapadu,DW+PS/DCB,5000,,20,80,0,,120,240,0,,120,240,5000,,30,80,0,,120,240,0,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
185,Kri-I-42-Bapulapadu,BWs,7142.857143,,20,80,10000,,120,240,1428.571429,,120,240,0,,30,80,5000,,120,240,1428.571429,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
186,Kri-I-42-Bapulapadu,STW,17857.14286,,20,80,0,,120,240,0,,120,240,17857.14286,,30,80,0,,120,240,0,,120,240,22000,,40,90,,,,,7142.857143,,120,240
187,Kri-I-42-Bapulapadu,MTW,21428.57143,,20,80,0,,120,240,0,,120,240,0,,30,80,0,,120,240,0,,120,240,45000,,40,90,,,,,7142.857143,,120,240
188,Kri-I-42-Bapulapadu,Deep TW,0,,20,80,0,,120,240,0,,120,240,0,,30,80,0,,120,240,0,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
189,Kri-I-42-Bapulapadu,Filter Points,0,,20,80,0,,120,240,0,,120,240,0,,30,80,0,,120,240,0,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
190,Kri-I-40-Musunuru,DW,0,,,,0,,,,0,,,,0,,30,80,857.1428571,,120,240,0,,120,240,0,,,,,,,,0,,,
191,Kri-I-40-Musunuru,DW+PS/DCB,0,,,,0,,,,0,,,,5714.285714,,30,90,0,,120,240,0,,120,240,0,,,,,,,,0,,,
192,Kri-I-40-Musunuru,BWs,0,,,,0,,,,0,,,,9000,,30,90,7142.857143,,120,240,1428.571429,,120,240,0,,,,,,,,0,,,
193,Kri-I-40-Musunuru,S TW,0,,,,0,,,,0,,,,17142.85714,,30,90,0,,120,240,0,,120,240,0,,,,,,,,0,,,
194,Kri-I-40-Musunuru,M TW,0,,,,0,,,,0,,,,20000,,30,90,0,,120,240,0,,120,240,0,,,,,,,,0,,,
195,Kri-I-40-Musunuru,D TW,0,,,,0,,,,0,,,,0,,30,80,0,,120,240,0,,120,240,0,,,,,,,,0,,,
196,Kri-I-40-Musunuru,Filter Points,0,,,,0,,,,0,,,,0,,30,80,0,,120,240,0,,120,240,0,,,,,,,,0,,,
197,Kri-I-42-Chillaboinapalli,DW,0,,,,0,,,,0,,,,0,,30,80,857.1428571,,120,240,0,,120,240,0,,,,,,,,0,,,
198,Kri-I-42-Chillaboinapalli,DW+PS/DCB,0,,,,0,,,,0,,,,5714.285714,,30,80,0,,120,240,0,,120,240,0,,,,,,,,0,,,
199,Kri-I-42-Chillaboinapalli,BWs,0,,,,0,,,,0,,,,9000,,30,80,7142.857143,,120,240,1428.571429,,120,240,0,,,,,,,,0,,,
200,Kri-I-42-Chillaboinapalli,S TW,0,,,,0,,,,0,,,,17142.85714,,30,80,0,,120,240,0,,120,240,0,,,,,,,,0,,,
201,Kri-I-42-Chillaboinapalli,M TW,0,,,,0,,,,0,,,,20000,,30,80,0,,120,240,0,,120,240,0,,,,,,,,0,,,
202,Kri-I-42-Chillaboinapalli,D TW,0,,,,0,,,,0,,,,0,,30,80,0,,120,240,0,,120,240,0,,,,,,,,0,,,
203,Kri-I-42-Chillaboinapalli,Filter Points,0,,,,0,,,,0,,,,0,,30,80,0,,120,240,0,,120,240,0,,,,,,,,0,,,
205,Kri-I-42-Unguturu,DW,0,,30,80,857.1428571,,120,240,0,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
206,Kri-I-42-Unguturu,DW+PS/DCB,0,,30,80,0,,120,240,0,,120,240,5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
207,Kri-I-42-Unguturu,BWs,0,,30,80,10000,,120,240,1428.571429,,120,240,9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
208,Kri-I-42-Unguturu,STW,0,,30,80,0,,120,240,0,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
209,Kri-I-42-Unguturu,MTW,0,,30,80,0,,120,240,0,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
210,Kri-I-42-Unguturu,Deep TW,0,,30,80,0,,120,240,0,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
211,Kri-I-42-Unguturu,Filter Points,15000,,30,80,0,,120,240,0,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
212,Kri-I-42-Bapulapadu delta,DW,0,,40,90,1428.571429,,120,240,0,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
213,Kri-I-42-Bapulapadu delta,DW+PS/DCB,0,,40,90,0,,120,240,0,,120,240,5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
214,Kri-I-42-Bapulapadu delta,BWs,0,,40,90,15714.28571,,120,240,1428.571429,,120,240,9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
215,Kri-I-42-Bapulapadu delta,STW,0,,40,90,0,,120,240,0,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
216,Kri-I-42-Bapulapadu delta,MTW,0,,40,90,0,,120,240,0,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
217,Kri-I-42-Bapulapadu delta,Deep TW,0,,40,90,0,,120,240,0,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
218,Kri-I-42-Bapulapadu delta,Filter Points,15000,,30,90,0,,120,240,0,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
219,Kri-I-52-Penamaluru,DW,0,,20,80,1428.571429,,120,240,0,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
220,Kri-I-52-Penamaluru,DW+PS/DCB,0,,20,80,0,,120,240,0,,120,240,5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
221,Kri-I-52-Penamaluru,BWs,0,,20,80,17857.14286,,120,240,714.2857143,,120,240,9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
222,Kri-I-52-Penamaluru,STW,0,,20,80,0,,120,240,0,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
223,Kri-I-52-Penamaluru,MTW,0,,20,80,0,,120,240,0,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
224,Kri-I-52-Penamaluru,Deep TW,0,,20,80,0,,120,240,0,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
225,Kri-I-52-Penamaluru,Filter Points,15000,,20,80,0,,120,240,0,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
226,Kri-I-52-Kankipadu,DW,0,,20,80,857.1428571,,120,240,0,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
227,Kri-I-52-Kankipadu,DW+PS/DCB,0,,20,80,0,,120,240,0,,120,240,5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
228,Kri-I-52-Kankipadu,BWs,0,,20,80,14285.71429,,120,240,1428.571429,,120,240,9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
229,Kri-I-52-Kankipadu,STW,0,,20,80,0,,120,240,0,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
230,Kri-I-52-Kankipadu,MTW,0,,20,80,0,,120,240,0,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
231,Kri-I-52-Kankipadu,Deep TW,0,,20,80,0,,120,240,0,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
232,Kri-I-52-Kankipadu,Filter Points,15000,,20,80,0,,120,240,0,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
233,Kri-I-52-Vuyyuru,DW,0,,20,80,1142.857143,,120,240,0,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
234,Kri-I-52-Vuyyuru,DW+PS/DCB,0,,20,80,0,,120,240,0,,120,240,5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
235,Kri-I-52-Vuyyuru,BWs,0,,20,80,15714.28571,,120,240,1428.571429,,120,240,9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
236,Kri-I-52-Vuyyuru,STW,0,,20,80,0,,120,240,0,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
237,Kri-I-52-Vuyyuru,MTW,0,,20,80,0,,120,240,0,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
238,Kri-I-52-Vuyyuru,Deep TW,0,,20,80,0,,120,240,0,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
239,Kri-I-52-Vuyyuru,Filter Points,15000,,20,80,0,,120,240,0,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
240,Kri-I-52-Pedaparupudi,DW,0,,40,90,1142.857143,,120,240,0,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
241,Kri-I-52-Pedaparupudi,DW+PS/DCB,0,,40,90,0,,120,240,0,,120,240,5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
242,Kri-I-52-Pedaparupudi,BWs,0,,40,90,15000,,120,240,1428.571429,,120,240,9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
243,Kri-I-52-Pedaparupudi,STW,0,,40,90,0,,120,240,0,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
244,Kri-I-52-Pedaparupudi,MTW,0,,40,90,0,,120,240,0,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
245,Kri-I-52-Pedaparupudi,Deep TW,0,,40,90,0,,120,240,0,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
246,Kri-I-52-Pedaparupudi,Filter Points,15000,,20,80,0,,120,240,0,,120,240,7857.142857,,40,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
247,Kri-I-52-Gudivada,DW,0,,40,90,1428.571429,,120,240,0,,120,240,3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
248,Kri-I-52-Gudivada,DW+PS/DCB,0,,40,90,0,,120,240,0,,120,240,5714.285714,,40,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
249,Kri-I-52-Gudivada,BWs,0,,40,90,27142.85714,,120,240,714.2857143,,120,240,9285.714286,,40,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
250,Kri-I-52-Gudivada,STW,0,,40,90,0,,120,240,0,,120,240,22000,,40,90,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
251,Kri-I-52-Gudivada,MTW,0,,40,90,0,,120,240,0,,120,240,45000,,40,90,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
252,Kri-I-52-Gudivada,Deep TW,0,,40,90,0,,120,240,0,,120,240,64285.71429,,40,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
