,,,,Command Area,,Non command Area,,Poor quality area,,,,,
,,,,Residential,,Residential,,Residential,,,,,
Sr.no,Watershed code,GW watershed name,village name,DWDW/HP,DW PWS,DWDW/HP,DW PWS,DWDW/HP,DW PWS,Total,,,
270,06-I-42-03,kri-I-42-Ganginenipalem,Munagapadu,21,2,0,0,,,23,,,
271,06-I-42-03,kri-I-42-Ganginenipalem,Ch.Madhavaram,42,2,0,0,,,44,,,
272,06-I-42-03,kri-I-42-Ganginenipalem,Gaddamanugu,21,3,0,0,,,24,,,
273,06-I-42-03,kri-I-42-Ganginenipalem,G.Konduru,54,5,0,0,,,59,,,
274,06-I-42-03,kri-I-42-Ganginenipalem,Pinapaka,16,1,0,0,,,17,,,
275,06-I-42-03,kri-I-42-Ganginenipalem,Petrampadu,23,0,0,0,,,23,,,
276,06-I-42-03,kri-I-42-Ganginenipalem,Loya,0,0,0,0,,,0,,,
277,06-I-42-03,kri-I-42-Ganginenipalem,Duggiralapadu,19,4,0,0,,,23,,,
278,06-I-42-03,kri-I-42-Ganginenipalem,Narsaiahgudem,5,0,0,0,,,5,,,
279,06-I-42-03,kri-I-42-Ganginenipalem,Atkuru,24,3,0,0,,,27,,,
280,06-I-42-06,Kri-I-42-Mylavaram,Morsumilli,29,5,,,,,34,,,
281,06-I-42-06,Kri-I-42-Mylavaram,Mulakalapenta,,,3,1,,,4,,,
282,06-I-42-06,Kri-I-42-Mylavaram,Pulluru,123,14,,,,,137,,,
283,06-I-42-06,Kri-I-42-Mylavaram,Dasullapalem,,,10,4,,,14,,,
284,06-I-42-06,Kri-I-42-Mylavaram,Jangalapalli,,,8,1,,,9,,,
285,06-I-42-06,Kri-I-42-Mylavaram,Chandrugudem,60,5,,,,,65,,,
286,06-I-42-06,Kri-I-42-Mylavaram,Sabjjapadu,,,4,1,,,5,,,
287,06-I-42-06,Kri-I-42-Mylavaram,Pondugala,30,6,,,,,36,,,
288,06-I-42-10,Kri-I-42-Reddigudem,Cheemalapadu,79,10,0,0,,,89,,,
289,06-I-42-10,Kri-I-42-Reddigudem,Madhavaram(West),12,3,0,0,,,15,,,
290,06-I-42-10,Kri-I-42-Reddigudem,Madhavaram(East),15,4,0,0,,,19,,,
291,06-I-42-10,Kri-I-42-Reddigudem,Kudapa,40,10,0,0,,,50,,,
292,06-I-42-10,Kri-I-42-Reddigudem,Kunaparajuparva,44,8,0,0,,,52,,,
293,06-I-42-10,Kri-I-42-Reddigudem,Maddulaparva,37,8,0,0,,,45,,,
294,06-I-42-10,Kri-I-42-Reddigudem,Rudravaram,38,5,0,0,,,43,,,
295,06-I-42-10,Kri-I-42-Reddigudem,Reddigudem,52,12,0,0,,,64,,,
296,06-I-42-10,Kri-I-42-Reddigudem,Rangapuram,60,12,0,0,,,72,,,
297,06-I-42-10,Kri-I-42-Reddigudem,Narukullapadu,27,4,0,0,,,31,,,
298,06-I-42-10,Kri-I-42-Reddigudem,Naguluru,34,7,0,0,,,41,,,
299,06-I-42-10,Kri-I-42-Reddigudem,Patha Nagulru,16,2,0,0,,,18,,,
300,06-I-42-10,Kri-I-42-Reddigudem,Anneraopeta,22,5,0,0,,,27,,,
301,06-I-42-10,Kri-I-42-Reddigudem,Vedurubeedem,9,4,0,0,,,13,,,
302,06-I-42-10,Kri-I-42-Reddigudem,Chandrala,50,5,0,0,,,55,,,
303,06-I-42-10,Kri-I-42-Reddigudem,Keerthirayanigudem,9,2,0,0,,,11,,,
304,06-I-42-10,Kri-I-42-Reddigudem,Velvadam,36,3,0,0,,,39,,,
305,06-I-42-10,Kri-I-42-Reddigudem,T.Gannavaram,12,2,0,0,,,14,,,
306,06-I-42-10,Kri-I-42-Reddigudem,Tolukodu,42,4,0,0,,,46,,,
307,06-I-42-10,Kri-I-42-Reddigudem,Kanimerla,7,4,0,0,,,11,,,
308,06-I-42-10,Kri-I-42-Reddigudem,Parvathapuram,4,0,0,0,,,4,,,
309,06-I-42-10,Kri-I-42-Reddigudem,Ganapavaram,26,2,0,0,,,28,,,
310,06-I-42-10,Kri-I-42-Reddigudem,Koduru,22,4,0,0,,,26,,,
311,06-I-42-17,Kri-I-42-G.Konduru,Gurrajupalem,13,2,0,0,,,15,,,
312,06-I-42-17,Kri-I-42-G.Konduru,Nandigama,8,2,0,0,,,10,,,
313,06-I-42-17,Kri-I-42-G.Konduru,Kuntamukkala,42,3,0,0,,,45,,,
314,06-I-42-17,Kri-I-42-G.Konduru,Bhimavarappadu,16,4,0,0,,,20,,,
315,06-I-42-17,Kri-I-42-G.Konduru,Venkatapuram,19,3,0,0,,,22,,,
316,06-I-42-17,Kri-I-42-G.Konduru,Vellaturu,50,3,0,0,,,53,,,
317,06-I-42-17,Kri-I-42-G.Konduru,Chevuturu,34,6,0,0,,,40,,,
318,06-I-42-17,Kri-I-42-G.Konduru,H.Mutyalampadu,12,2,0,0,,,14,,,
319,06-I-42-17,Kri-I-42-G.Konduru,Kandulampadu,11,2,0,0,,,13,,,
320,06-I-42-17,Kri-I-42-G.Konduru,Chegireddipadu,9,0,0,0,,,9,,,
321,06-I-42-17,Kri-I-42-G.Konduru,Velagaleru,34,4,0,0,,,38,,,
322,06-I-42-17,Kri-I-42-G.Konduru,Kavuluru,30,2,0,0,,,32,,,
323,06-I-42-17,Kri-I-42-G.Konduru,Kadempothavaram,0,0,0,0,,,0,,,
324,06-I-42-17,Kri-I-42-G.Konduru,Kondapalli,107,1,0,0,,,108,,,
325,06-I-42-17,Kri-I-42-G.Konduru,Tummalapalem,3,2,0,0,,,5,,,
326,06-I-42-17,Kri-I-42-G.Konduru,Ilaprolu,16,1,0,0,,,17,,,
327,06-I-42-17,Kri-I-42-G.Konduru,Guntupalli,15,4,0,0,,,19,,,
328,06-I-42-17,Kri-I-42-G.Konduru,Kothuru,17,2,0,0,,,19,,,
329,06-I-42-17,Kri-I-42-G.Konduru,Tadepalli,18,4,0,0,,,22,,,
330,06-I-42-17,Kri-I-42-G.Konduru,Paidurupadu,23,0,0,0,,,23,,,
331,06-I-42-17,Kri-I-42-G.Konduru,Gollapudi,13,7,0,0,,,20,,,
332,06-I-42-17,Kri-I-42-G.Konduru,Rayanapadu,17,2,0,0,,,19,,,
333,06-I-42-17,Kri-I-42-G.Konduru,Shabada,4,0,0,0,,,4,,,
334,06-I-42-17,Kri-I-42-G.Konduru,Vemavaram,0,1,0,0,,,1,,,
335,06-I-42-17,Kri-I-42-G.Konduru,Jakkampudi,18,1,0,0,,,19,,,
336,06-I-42-17,Kri-I-42-G.Konduru,Mylavaram,138,7,0,0,,,145,,,
337,06-I-42-17,Kri-I-42-G.Konduru,Malkapuram,0,0,0,0,,,0,,,
338,06-I-42-17,Kri-I-42-G.Konduru,Gudurupadu,0,0,0,0,,,0,,,
339,06-I-42-23,Kri-I-42-Gannavaram,Kanasanapalli,13,4,0,0,,,17,,,
340,06-I-42-23,Kri-I-42-Gannavaram,Adavinekkalam,14,4,0,0,,,18,,,
341,06-I-42-23,Kri-I-42-Gannavaram,Pothavarappadu,9,2,0,0,,,11,,,
342,06-I-42-23,Kri-I-42-Gannavaram,Pinnamareddipalli,14,3,0,0,,,17,,,
343,06-I-42-23,Kri-I-42-Gannavaram,Gollanapalli,19,4,0,0,,,23,,,
344,06-I-42-23,Kri-I-42-Gannavaram,Gopavarapugudem,9,3,0,0,,,12,,,
345,06-I-42-23,Kri-I-42-Gannavaram,Purushottamapatnam,13,4,0,0,,,17,,,
346,06-I-42-23,Kri-I-42-Gannavaram,Kondapavuluru,16,3,0,0,,,19,,,
347,06-I-42-23,Kri-I-42-Gannavaram,Vedurupavuluru,21,2,0,0,,,23,,,
348,06-I-42-23,Kri-I-42-Gannavaram,Surampalli,22,4,0,0,,,26,,,
349,06-I-42-23,Kri-I-42-Gannavaram,Savarigudem,6,4,0,0,,,10,,,
350,06-I-42-23,Kri-I-42-Gannavaram,Jakkulanekkalam,7,4,0,0,,,11,,,
351,06-I-42-23,Kri-I-42-Gannavaram,Ramachandrapuram,3,2,0,0,,,5,,,
352,06-I-42-23,Kri-I-42-Gannavaram,Veerapanenigudem,26,6,0,0,,,32,,,
353,06-I-42-23,Kri-I-42-Gannavaram,Nunna,30,6,0,0,,,36,,,
354,06-I-42-23,Kri-I-42-Gannavaram,K.V.Khandrika,3,2,0,0,,,5,,,
355,06-I-42-23,Kri-I-42-Gannavaram,Pathapadu,19,5,0,0,,,24,,,
356,06-I-42-23,Kri-I-42-Gannavaram,Nainavaram,32,1,0,0,,,33,,,
357,06-I-42-23,Kri-I-42-Gannavaram,Ambapuram,28,3,0,0,,,31,,,
358,06-I-42-23,Kri-I-42-Gannavaram,Ramavarappadu,20,5,0,0,,,25,,,
359,06-I-42-23,Kri-I-42-Gannavaram,Prasadampadu,15,4,0,0,,,19,,,
360,06-I-42-23,Kri-I-42-Gannavaram,Enikepadu,16,7,0,0,,,23,,,
361,06-I-42-23,Kri-I-42-Gannavaram,Nidamanuru,16,11,0,0,,,27,,,
362,06-I-42-23,Kri-I-42-Gannavaram,Dane Atkuru,10,1,0,0,,,11,,,
363,06-I-42-23,Kri-I-42-Gannavaram,Gudavalli,12,4,0,0,,,16,,,
364,06-I-42-23,Kri-I-42-Gannavaram,Gunadala,4,0,0,0,,,4,,,
365,06-I-42-23,Kri-I-42-Gannavaram,Payakapuram,0,2,0,0,,,2,,,
366,06-I-42-24,Kri-I-42-Gannavaram,Vijayawada town,124,15,0,0,,,139,,,
367,06-I-42-25,Kri-I-42-Gannavaram,Bhavanipuram,50,10,0,0,,,60,,,
368,06-I-42-26,Kri-I-42-Gannavaram,Patamata,113,10,0,0,,,123,,,
369,06-I-42-16,Kri-I-42-Agiripalli,Agiripalli,38,11,0,0,,,49,,,
370,06-I-42-16,Kri-I-42-Agiripalli,Thotapalli,16,4,0,0,,,20,,,
371,06-I-42-16,Kri-I-42-Agiripalli,Nugondapalli,17,4,0,0,,,21,,,
372,06-I-42-16,Kri-I-42-Agiripalli,Malliboinapalli,4,0,0,0,,,4,,,
373,06-I-42-16,Kri-I-42-Agiripalli,Eadara,59,14,0,0,,,73,,,
374,06-I-42-16,Kri-I-42-Agiripalli,Baddanapalli,25,7,0,0,,,32,,,
375,06-I-42-16,Kri-I-42-Agiripalli,Tadepalli,8,1,0,0,,,9,,,
376,06-I-42-16,Kri-I-42-Agiripalli,Vadlamanu,13,5,0,0,,,18,,,
377,06-I-42-16,Kri-I-42-Agiripalli,Chopparametla,13,4,0,0,,,17,,,
378,06-I-42-16,Kri-I-42-Agiripalli,Narasigapalem,19,4,0,0,,,23,,,
379,06-I-42-16,Kri-I-42-Agiripalli,Sunkollu,23,7,0,0,,,30,,,
380,06-I-42-16,Kri-I-42-Agiripalli,Bathulavarigudem,17,4,0,0,,,21,,,
381,06-I-42-16,Kri-I-42-Agiripalli,Eanamadala,25,7,0,0,,,32,,,
382,06-I-42-16,Kri-I-42-Agiripalli,Narsupeta,30,1,0,0,,,31,,,
383,06-I-42-16,Kri-I-42-Agiripalli,Metlapalli,4,1,0,0,,,5,,,
384,06-I-42-16,Kri-I-42-Agiripalli,Tempalli,4,4,0,0,,,8,,,
385,06-I-42-16,Kri-I-42-Agiripalli,Chikkavaram,6,4,0,0,,,10,,,
386,06-I-42-16,Kri-I-42-Agiripalli,Buthumillipadu,10,1,0,0,,,11,,,
387,06-I-42-16,Kri-I-42-Agiripalli,B.B.Gudem,5,2,0,0,,,7,,,
388,06-I-42-16,Kri-I-42-Agiripalli,Gannavaram,19,14,0,0,,,33,,,
389,06-I-42-16,Kri-I-42-Agiripalli,Chinnaoutapalli,3,4,0,0,,,7,,,
390,06-I-42-16,Kri-I-42-Agiripalli,Kesarapalli,15,3,0,0,,,18,,,
391,06-I-42-16,Kri-I-42-Agiripalli,Allapuram,10,2,0,0,,,12,,,
392,06-I-42-16,Kri-I-42-Agiripalli,Buddavaram,12,4,0,0,,,16,,,
393,06-I-42-16,Kri-I-42-Agiripalli,Ajjempudi,9,1,0,0,,,10,,,
394,06-I-42-16,Kri-I-42-Agiripalli,V.N.Puram,8,1,0,0,,,9,,,
395,06-I-42-16,Kri-I-42-Agiripalli,Balliparru,0,1,0,0,,,1,,,
396,06-I-42-16,Kri-I-42-Agiripalli,Pedaoutapalli,21,3,0,0,,,24,,,
397,06-I-42-16,Kri-I-42-Agiripalli,Atkuru,10,3,0,0,,,13,,,
398,06-I-42-15,Kri-I-42-Bapulapadu,Anathasagaram,16,1,,,,,17,,,
399,06-I-42-15,Kri-I-42-Bapulapadu,Eadulagudem,9,5,,,,,14,,,
400,06-I-42-15,Kri-I-42-Bapulapadu,Kalaturu,12,4,,,,,16,,,
401,06-I-42-15,Kri-I-42-Bapulapadu,Krishnavaram,15,4,,,,,19,,,
402,06-I-42-15,Kri-I-42-Bapulapadu,Suravaram,15,4,,,,,19,,,
403,06-I-42-15,Kri-I-42-Bapulapadu,Sagguru,16,4,,,,,20,,,
404,06-I-42-15,Kri-I-42-Bapulapadu,Ravicherla,30,3,,,,,33,,,
405,06-I-42-15,Kri-I-42-Bapulapadu,Bapulapadu,35,5,,,,,40,,,
406,06-I-42-15,Kri-I-42-Bapulapadu,Mallavalli,33,7,,,,,40,,,
407,06-I-42-15,Kri-I-42-Bapulapadu,Remella,6,4,,,,,10,,,
408,06-I-42-15,Kri-I-42-Bapulapadu,Singannagudem,,,2,4,,,6,,,
409,06-I-42-15,Kri-I-42-Bapulapadu,Rangannagudem,,,4,3,,,7,,,
410,06-I-42-15,Kri-I-42-Bapulapadu,Shobanadripuram,,,2,2,,,4,,,
411,06-I-42-15,Kri-I-42-Bapulapadu,Veeravalli,33,3,,,,,36,,,
412,06-I-42-15,Kri-I-42-Bapulapadu,Kodurupadu,20,2,,,,,22,,,
413,06-I-42-15,Kri-I-42-Bapulapadu,Ampapuram,22,2,,,,,24,,,
414,06-I-42-15,Kri-I-42-Bapulapadu,Veleru,5,4,,,,,9,,,
415,06-I-42-15,Kri-I-42-Bapulapadu,Seri Narasannapalem,15,2,,,,,17,,,
416,06-I-42-15,Kri-I-42-Bapulapadu,Bandarugudem,16,3,,,,,19,,,
417,06-I-42-15,Kri-I-42-Bapulapadu,Sagguru Amani,0,0,,,,,0,,,
418,06-I-40-13,Kri-I-40-Musunuru,Ramanakkapeta,,,24,5,,,29,,,
419,06-I-40-13,Kri-I-40-Musunuru,Surepalli,,,11,6,,,17,,,
420,06-I-40-13,Kri-I-40-Musunuru,Lopudi,,,14,7,,,21,,,
421,06-I-40-13,Kri-I-40-Musunuru,Gullapudi,,,20,10,,,30,,,
422,06-I-40-13,Kri-I-40-Musunuru,Chekkapalli,,,5,8,,,13,,,
423,06-I-40-13,Kri-I-40-Musunuru,Akkireddigudem,,,1,5,,,6,,,
424,06-I-40-13,Kri-I-40-Musunuru,Chintalavalli,,,15,6,,,21,,,
425,06-I-40-13,Kri-I-40-Musunuru,Musunuru,,,27,9,,,36,,,
426,06-I-40-13,Kri-I-40-Musunuru,Yallapurm,,,9,3,,,12,,,
427,06-I-40-13,Kri-I-40-Musunuru,Gopavaram,,,28,9,,,37,,,
428,06-I-40-13,Kri-I-40-Musunuru,Katrenipadu,,,17,6,,,23,,,
429,06-I-40-13,Kri-I-40-Musunuru,Tallavalli,,,1,0,,,1,,,
430,06-I-40-16,Kri-I-42-Chillaboinapalli,Balive,,,15,4,,,19,,,
431,06-I-40-16,Kri-I-42-Chillaboinapalli,Velupucherla,,,28,9,,,37,,,
432,06-I-40-16,Kri-I-42-Chillaboinapalli,Chillaboinapalli,,,8,3,,,11,,,
433,06-I-40-16,Kri-I-42-Chillaboinapalli,Madicherla,,,5,3,,,8,,,
,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
