S.No,Watershed code,Watershed Name, Village Name,Length ,Design depth of flow,Bed width,Side Slopes,WettedPerimeter,Wetted area,Canal seepage factor, No.of operating days of canal,, Recharge from canal (ha.m),,Annual Recharge,,
,,,,mts,mts,mts,( degrees ),mts,( m.sq mts.),( ha.m/d/m.sq.m ),Monsoon ,N-Monsoon,Monsoon ,Non-Monsoon,( ha.m ),,
173,06-D-49-08,Kri-D-49-Tiruvuru,Chittela,2152,3,2,30,14,0.030128,3.5,0,20,0,2.10896,2.10896,Kakarla Major,Major
174,06-D-49-07,Kri-D-49-Tiruvuru,Chittela,323,1.9,0.4,30,8,0.002584,3.5,0,20,0,0.18088,0.18088,12R,Minor
175,06-D-49-06,Kri-D-49-Tiruvuru,Chittela,825,3.9,0.5,30,16.1,0.0132825,3.5,0,20,0,0.929775,0.929775,14R,Minor
176,06-D-49-05,Kri-D-49-Tiruvuru,Chittela,880,4,0.4,30,16.4,0.014432,3.5,0,20,0,1.01024,1.01024,23R,Minor
177,06-D-49-04,Kri-D-49-Tiruvuru,Chittela,400,1,0.3,30,4.3,0.00172,3.5,0,20,0,0.1204,0.1204,24R,Minor
178,06-D-49-08,Kri-D-49-Tiruvuru,Kokilampadu,2152,3,2,30,14,0.030128,3.5,0,20,0,2.10896,2.10896,Kakarla Major,Major
179,06-D-49-07,Kri-D-49-Tiruvuru,Kokilampadu,1181,3,0.5,30,12.5,0.0147625,3.5,0,20,0,1.033375,1.033375,8R,Minor
180,06-D-49-06,Kri-D-49-Tiruvuru,Kokilampadu,338,3,0.5,30,12.5,0.004225,3.5,0,20,0,0.29575,0.29575,15L,Minor
181,06-D-49-05,Kri-D-49-Tiruvuru,Kokilampadu,75,4,0.7,30,16.7,0.0012525,3.5,0,20,0,0.087675,0.087675,16R,Minor
182,06-D-49-08,Kri-D-49-Tiruvuru,Anjaneyapuram,2152,3,2,30,14,0.030128,3.5,0,20,0,2.10896,2.10896,Kakarla Major,Major
183,06-D-49-07,Kri-D-49-Tiruvuru,Anjaneyapuram,323,1.9,0.4,30,8,0.002584,3.5,0,20,0,0.18088,0.18088,12R,Minor
184,06-D-49-06,Kri-D-49-Tiruvuru,Anjaneyapuram,50,2,0.4,30,8.4,0.00042,3.5,0,20,0,0.0294,0.0294,17L,Minor
185,06-D-49-05,Kri-D-49-Tiruvuru,Anjaneyapuram,883,3,0.6,30,12.6,0.0111258,3.5,0,20,0,0.778806,0.778806,19 R ,Minor
186,06-D-49-04,Kri-D-49-Tiruvuru,Anjaneyapuram,880,4,0.4,30,16.4,0.014432,3.5,0,20,0,1.01024,1.01024,23R,Minor
187,06-D-49-08,Kri-D-49-Tiruvuru,Lakshmipuram,2152,3,2,30,14,0.030128,3.5,0,20,0,2.10896,2.10896,Kakarla Major,Major
188,06-D-49-07,Kri-D-49-Tiruvuru,Lakshmipuram,323,1.9,0.4,30,8,0.002584,3.5,0,20,0,0.18088,0.18088,12R,Minor
189,06-D-49-06,Kri-D-49-Tiruvuru,Lakshmipuram,825,3.9,0.5,30,16.1,0.0132825,3.5,0,20,0,0.929775,0.929775,14R,Minor
190,06-D-49-05,Kri-D-49-Tiruvuru,Lakshmipuram,338,3,0.5,30,12.5,0.004225,3.5,0,20,0,0.29575,0.29575,15R,Minor
191,06-D-49-04,Kri-D-49-Tiruvuru,Lakshmipuram,75,4,0.7,30,16.7,0.0012525,3.5,0,20,0,0.087675,0.087675,16R,Minor
192,06-D-49-03,Kri-D-49-Tiruvuru,Lakshmipuram,50,2,0.4,30,8.4,0.00042,3.5,0,20,0,0.0294,0.0294,17L,Minor
193,06-D-49-02,Kri-D-49-Tiruvuru,Lakshmipuram,883,2,0.4,30,8.4,0.0074172,3.5,0,20,0,0.519204,0.519204,19 R ,Minor
194,06-D-49-09,Kri-D-49-A.Konduru,Vallampatla,3299,0.4,2.5,30,3.46,0.01141454,3.5,0,20,0,0.7990178,0.7990178,Ganugapadu major,Major
195,06-D-49-08,Kri-D-49-A.Konduru,Vallampatla,2200,0.3,0.45,30,1.17,0.002574,3.5,0,20,0,0.18018,0.18018,1R,Minor
196,06-D-49-07,Kri-D-49-A.Konduru,Vallampatla,1275,0.3,0.45,30,1.17,0.00149175,3.5,0,20,0,0.1044225,0.1044225,5L,Sub-minor
197,06-D-49-06,Kri-D-49-A.Konduru,Vallampatla,730,0.3,0.45,30,1.17,0.0008541,3.5,0,20,0,0.059787,0.059787,5R,Sub-minor
198,06-D-49-09,Kri-D-49-A.Konduru,Marepalli,1063,0.3,0.8,30,1.52,0.00161576,3.5,0,20,0,0.1131032,0.1131032,22L (Kakarla major),Minor
199,06-D-49-09,Kri-D-49-A.Konduru,Polisettipadu,3299,0.4,2.5,30,3.46,0.01141454,3.5,0,20,0,0.7990178,0.7990178,Ganugapadu major,Major
200,06-D-49-08,Kri-D-49-A.Konduru,Polisettipadu,2020,0.3,0.45,30,1.17,0.0023634,3.5,0,20,0,0.165438,0.165438,6R,Minor
201,06-D-49-07,Kri-D-49-A.Konduru,Polisettipadu,730,0.3,0.45,30,1.17,0.0008541,3.5,0,20,0,0.059787,0.059787,5R,Sub-minor
202,06-D-49-06,Kri-D-49-A.Konduru,Polisettipadu,3973,0.3,0.45,30,1.17,0.00464841,3.5,0,20,0,0.3253887,0.3253887,11R,Sub-minor
203,06-D-49-09,Kri-D-49-A.Konduru,Mallela,1460,0.3,0.45,30,1.17,0.0017082,3.5,0,20,0,0.119574,0.119574,Mallela major-I,Major
204,06-D-49-09,Kri-D-49-A.Konduru,Mallela,450,0.3,0.45,30,1.17,0.0005265,3.5,0,20,0,0.036855,0.036855,Mallela major-II,Major
205,06-D-49-09,Kri-D-49-A.Konduru,Vemireddipalli,,,,30,0,0,3.5,0,20,0,0,0,,
206,06-D-49-10,Kri-D-49-A.Konduru,Ramannapalem,2690,3.17,2,30,14.68,0.0394892,3.5,0,20,0,2.764244,2.764244,Kakarla Major,Major
207,06-D-49-11,Kri-D-49-Vissannapeta,Kambhampadu,3299,0.4,2.5,30,4.1,0.0135259,3.5,0,20,0,0.946813,0.946813,Gampalagudem major,Major
208,06-D-49-11,Kri-D-49-Vissannapeta,Kambhampadu,4510,0.3,0.45,30,1.65,0.0074415,3.5,0,20,0,0.520905,0.520905,14L,Minor 
209,06-D-49-11,Kri-D-49-Vissannapeta,Kambhampadu,1380,0.3,0.45,30,1.65,0.002277,3.5,0,20,0,0.15939,0.15939,5R,Sub Minor
210,06-D-49-11,Kri-D-49-Vissannapeta,Atlapragada,2753,1.55,5.3,60,8.879571669,0.0244454608,3.5,0,20,0,1.7111822563,1.7111822563,Jamalapuram Major,Major
211,06-D-49-11,Kri-D-49-Vissannapeta,A.Konduru,2753,1.55,5.3,60,8.879571669,0.0244454608,3.5,0,20,0,1.7111822563,1.7111822563,Jamalapuram Major,Major
212,06-D-49-11,Kri-D-49-Vissannapeta,Kummarikuntla,2753,1.55,5.3,60,8.879571669,0.0244454608,3.5,0,20,0,1.7111822563,1.7111822563,Jamalapuram Major,Major
213,06-D-49-11,Kri-D-49-Vissannapeta,Repudi,5000,0.3,0.45,30,1.65,0.00825,3.5,0,20,0,0.5775,0.5775,Repudi Major-I,Major
214,06-D-49-11,Kri-D-49-Vissannapeta,Repudi,2009,1.2,20.3,30,25.1,0.0504259,3.5,0,20,0,3.529813,3.529813,Mylavaram branch canal,Branch
215,06-D-49-11,Kri-D-49-Vissannapeta,Repudi,2753,1.55,5.3,60,8.879571669,0.0244454608,3.5,0,20,0,1.7111822563,1.7111822563,Jamalapuram Major,Major
216,06-D-49-11,Kri-D-49-Vissannapeta,Gollamandala,3299,0.4,2.5,30,4.1,0.0135259,3.5,0,20,0,0.946813,0.946813,Gampalagudem major,Major
217,06-D-49-11,Kri-D-49-Vissannapeta,Gollamandala,1780,0.3,0.45,30,1.65,0.002937,3.5,0,20,0,0.20559,0.20559,6L ,Minor 
218,06-D-49-11,Kri-D-49-Vissannapeta,Koduru,650,0.3,0.45,30,1.65,0.0010725,3.5,0,20,0,0.075075,0.075075,21L,Minor 
219,06-D-49-11,Kri-D-49-Vissannapeta,Koduru,2753,1.55,5.3,60,8.879571669,0.0244454608,3.5,0,20,0,1.7111822563,1.7111822563,Jamalapuram Major,Major
220,06-D-49-11,Kri-D-49-Vissannapeta,Tatakuntla,,,,,,,3.5,,,,,,,
221,06-D-49-11,Kri-D-49-Vissannapeta,Telladevarapalli,,,,,,,3.5,,,,,,,
222,06-D-49-11,Kri-D-49-Vissannapeta,Vissannapeta,1490,1.7,21,30,27.8,0.041422,3.5,0,20,0,2.89954,2.89954,Nuzvidu branch canal,Branch
223,06-D-49-11,Kri-D-49-Vissannapeta,Chandrupatla,1490,1.7,21,30,27.8,0.041422,3.5,120,20,17.39724,2.89954,20.29678,Nuzvidu branch canal,Branch
224,06-D-49-11,Kri-D-49-Vissannapeta,Narsapuram,,,,,,,3.5,,,,,,,
225,06-D-49-11,Kri-D-49-Vissannapeta,Putrela,,,,,,,3.5,,,,,,,
226,06-D-49-11,Kri-D-49-Vissannapeta,Kalagara,,,,,,,3.5,,,,,,,
227,06-D-49-11,Kri-D-49-Vissannapeta,Korlamanda,,,,,,,3.5,,,,,,,
228,06-D-49-11,Kri-D-49-Vissannapeta,Chanubanda,,,,,,,3.5,,,,,,,
229,06-D-49-11,Kri-D-49-Vissannapeta,Krishnaraopalem,,,,,,,3.5,,,,,,,
230,06-D-49-11,Kri-D-49-Vissannapeta,Kanumuru,2753,1.55,5.3,60,8.879571669,0.0244454608,3.5,120,20,10.267093538,1.7111822563,11.9782757943,Jamalapuram Major,Major
231,06-D-49-11,Kri-D-49-Vissannapeta,Muchinapalli,2753,1.55,5.3,60,8.879571669,0.0244454608,3.5,120,20,10.267093538,1.7111822563,11.9782757943,Jamalapuram Major,Major
232,06-D-49-11,Kri-D-49-Vissannapeta,Ganugapadu,2753,0.75,5.3,60,7.0320508076,0.0193592359,3.5,0,20,0,1.3551465111,1.3551465111,Jamalapuram Major,Major
233,06-D-49-07,Kri-D-49-Gampalagudem,Gampalagudem,1609,0.75,2.5,60,4.2320508076,0.0068093697,3.5,20,20,0.4766558825,0.4766558825,0.9533117649,Gampalagudemd  Major,Major
234,06-D-49-07,Kri-D-49-Gampalagudem,Gampalagudem,265,0.3,0.8,60,1.492820323,0.0003955974,3.5,0,20,0,0.027691817,0.027691817,"15R,16R,17R Minor of Gampagudem Major",Minor
235,06-D-49-07,Kri-D-49-Gampalagudem,Arlapadu,1609,0.75,2.5,60,4.2320508076,0.0068093697,3.5,0,20,0,0.4766558825,0.4766558825,Gampalagudemd  Major,Major
236,06-D-49-07,Kri-D-49-Gampalagudem,Arlapadu,1575,0.44,1.2,60,2.2161364738,0.0034904149,3.5,0,20,0,0.2443290462,0.2443290462,Arlapado Major,Major
237,06-D-49-07,Kri-D-49-Gampalagudem,Arlapadu,355,0.6,0.8,60,2.1856406461,0.0007759024,3.5,0,20,0,0.0543131701,0.0543131701,6L Minor of Arlapadu Major,Minor
238,06-D-49-07,Kri-D-49-Gampalagudem,Arlapadu,986,0.75,2.8,60,4.5320508076,0.0044686021,3.5,0,20,0,0.3128021467,0.3128021467,Peddakomera Major,Major
239,06-D-49-07,Kri-D-49-Gampalagudem,Chennavaram,986,0.75,2.8,60,4.5320508076,0.0044686021,3.5,0,20,0,0.3128021467,0.3128021467,Peddakomera Major,Major
240,06-D-49-07,Kri-D-49-Gampalagudem,Chennavaram,908,0.47,0.8,60,1.8854185061,0.00171196,3.5,0,20,0,0.1198372002,0.1198372002,19R Minor of Peddakomera Major,Minor
241,06-D-49-07,Kri-D-49-Gampalagudem,Gosaveedu,908,0.47,0.8,60,1.8854185061,0.00171196,3.5,0,20,0,0.1198372002,0.1198372002,19R Minor of Peddakomera Major,Minor
242,06-D-49-07,Kri-D-49-Gampalagudem,Kothapalli,908,0.47,0.8,60,1.8854185061,0.00171196,3.5,0,20,0,0.1198372002,0.1198372002,19R Minor of Peddakomera Major,Minor
243,06-D-49-07,Kri-D-49-Gampalagudem,Lingala,1609,0.75,2.5,60,4.2320508076,0.0068093697,3.5,0,20,0,0.4766558825,0.4766558825,Gampalagudemd  Major,Major
244,06-D-49-07,Kri-D-49-Gampalagudem,Lingala,420,0.3,0.8,60,1.492820323,0.0006269845,3.5,0,20,0,0.0438889175,0.0438889175,6LGullapudi Minor of Gampalagudem Major,Minor
245,06-D-49-07,Kri-D-49-Gampalagudem,Lingala,1900,0.34,1,60,1.7851963661,0.0033918731,3.5,0,20,0,0.2374311167,0.2374311167,11R Lingala Minor of Gampalagudem major,Minor
246,06-D-49-07,Kri-D-49-Gampalagudem,Lingala,3625,0.5,0.9,60,2.0547005384,0.0074482895,3.5,0,20,0,0.5213802616,0.5213802616,13L Minor of Gampalagudem Major,Minor
247,06-D-49-07,Kri-D-49-Gampalagudem,Lingala,2105,0.46,1.4,60,2.4623244953,0.0051831931,3.5,0,20,0,0.3628235144,0.3628235144,Lingala Major,Major
248,06-D-49-07,Kri-D-49-Gampalagudem,Lingala,740,0.33,0.8,60,1.5621023553,0.0011559557,3.5,0,20,0,0.080916902,0.080916902,6R Minor of Lingala major,Minor
249,06-D-49-07,Kri-D-49-Gampalagudem,Meduru,986,0.75,2.8,60,4.5320508076,0.0044686021,3.5,0,20,0,0.3128021467,0.3128021467,Peddakomera Major,Major
250,06-D-49-07,Kri-D-49-Gampalagudem,Meduru,673,0.43,1.3,60,2.293042463,0.0015432176,3.5,0,20,0,0.1080252304,0.1080252304,8R Minor ofPedakomera major,Minor
251,06-D-49-07,Kri-D-49-Gampalagudem,Meduru,685,0.23,0.75,60,1.2811622477,0.0008775961,3.5,0,20,0,0.0614317298,0.0614317298,15L Minor of Peddakomera Major,Minor
252,06-D-49-07,Kri-D-49-Gampalagudem,Meduru,1480,0.3,0.8,60,1.492820323,0.0022093741,3.5,0,20,0,0.1546561855,0.1546561855,17L Minor of Peddakomera Major,Minor
253,06-D-49-07,Kri-D-49-Gampalagudem,Meduru,908,0.47,0.8,60,1.8854185061,0.00171196,3.5,0,20,0,0.1198372002,0.1198372002,19R Minor of Peddakomera Major,Minor
254,06-D-49-07,Kri-D-49-Gampalagudem,Pedakomira,,,,,,,,,,,,,,
255,06-D-49-07,Kri-D-49-Gampalagudem,Vinagadapa,2753,1.55,5.3,60,8.879571669,0.0244454608,3.5,0,20,0,1.7111822563,1.7111822563,Jamalapuram Major,Major
256,06-D-49-07,Kri-D-49-Gampalagudem,Narikampadu,,,,,,,,,,,,,,
257,06-D-49-07,Kri-D-49-Gampalagudem,Anumullanka,2753,1.55,5.3,60,8.879571669,0.0244454608,3.5,0,20,0,1.7111822563,1.7111822563,Jamalapuram Major,Major
258,06-D-49-07,Kri-D-49-Gampalagudem,Gullapudi,1609,0.75,2.5,60,4.2320508076,0.0068093697,3.5,0,20,0,0.4766558825,0.4766558825,Gampalagudemd  Major,Major
259,06-D-49-07,Kri-D-49-Gampalagudem,Gullapudi,420,0.3,0.8,60,1.492820323,0.0006269845,3.5,0,20,0,0.0438889175,0.0438889175,6LGullapudi Minor of Gampalagudem Major,Minor
260,06-D-49-03,Kri-D-49-Jayanthi,Veerullapadu,981,1.3,7.4,60,10.4022213998,0.0102045792,3.5,0,20,0,0.7143205435,0.7143205435,Mulapadu major,Major
261,06-D-49-03,Kri-D-49-Jayanthi,Jayanthi,981,1.3,7.4,60,10.4022213998,0.0102045792,3.5,0,20,0,0.7143205435,0.7143205435,Mulapadu major,Major
262,06-D-49-03,Kri-D-49-Jayanthi,Dodda Devarapadu,981,1.3,7.4,60,10.4022213998,0.0102045792,3.5,30,20,1.0714808153,0.7143205435,1.7858013588,Mulapadu major,Major
263,06-D-49-03,Kri-D-49-Jayanthi,Ramapuram,981,1.3,7.4,60,10.4022213998,0.0102045792,3.5,0,20,0,0.7143205435,0.7143205435,Mulapadu major,Major
264,06-D-51-18,Kri-D-51-Kanchikacherla ,Peddapuram,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
265,06-D-51-18,Kri-D-51-Kanchikacherla ,Peddapuram,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
266,06-D-51-18,Kri-D-51-Kanchikacherla ,G.Madhavaram,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
267,06-D-51-18,Kri-D-51-Kanchikacherla ,G.Madhavaram,1615,1,3.3,60,5.6094010768,0.0090591827,3.5,0,20,0,0.6341427917,0.6341427917,Ibrahimpatnam major,Major
268,06-D-51-18,Kri-D-51-Kanchikacherla ,Thimmapuram,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
269,06-D-51-18,Kri-D-51-Kanchikacherla ,Alluru,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
270,06-D-51-18,Kri-D-51-Kanchikacherla ,Alluru,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
271,06-D-51-18,Kri-D-51-Kanchikacherla ,Chennaraopalem,981,1.1,7.4,60,9.9403411844,0.0087546448,3.5,0,20,0,0.9192377062,0.9192377062,Mulapadu Major,Major
272,06-D-51-18,Kri-D-51-Kanchikacherla ,Chennaraopalem,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
273,06-D-51-18,Kri-D-51-Kanchikacherla ,Jujjuru,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
274,06-D-51-18,Kri-D-51-Kanchikacherla ,Jujjuru,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
275,06-D-51-18,Kri-D-51-Kanchikacherla ,N.R.Palem,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
276,06-D-51-18,Kri-D-51-Kanchikacherla ,N.R.Palem,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
277,06-D-51-18,Kri-D-51-Kanchikacherla ,Jaganadhapuram,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
278,06-D-51-18,Kri-D-51-Kanchikacherla ,Ponnavaram,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
279,06-D-51-18,Kri-D-51-Kanchikacherla ,Peerakalapadu,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
280,06-D-51-18,Kri-D-51-Kanchikacherla ,Gottumukkala,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
281,06-D-51-18,Kri-D-51-Kanchikacherla ,Gottumukkala,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
282,06-D-51-18,Kri-D-51-Kanchikacherla ,Kanchikacherla,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
283,06-D-51-18,Kri-D-51-Kanchikacherla ,Paritala,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
284,06-D-51-18,Kri-D-51-Kanchikacherla ,Paritala,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
285,06-D-51-18,Kri-D-51-Kanchikacherla ,Bathinapadu,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
286,06-D-51-18,Kri-D-51-Kanchikacherla ,Chevitikallu,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
287,06-D-51-18,Kri-D-51-Kanchikacherla ,Kunikanapadu,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
288,06-D-51-18,Kri-D-51-Kanchikacherla ,Ghani Atkur,981,1.1,7.4,60,9.9403411844,0.0097514747,3.5,0,20,0,0.6826032291,0.6826032291,Mulapadu Major,Major
289,06-D-51-18,Kri-D-51-Kanchikacherla ,Damuluru,,,,,,,,,,,,,,
290,06-D-51-18,Kri-D-51-Kanchikacherla ,Chilukuru,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
291,06-D-51-18,Kri-D-51-Kanchikacherla ,Ketanakonda,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
292,06-D-51-18,Kri-D-51-Kanchikacherla ,Kachavaram,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
293,06-D-51-18,Kri-D-51-Kanchikacherla ,Kotikalapudi,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
294,06-D-51-18,Kri-D-51-Kanchikacherla ,Mulapadu,,,,,,,,,,,,0,,
295,06-D-51-18,Kri-D-51-Kanchikacherla ,Jupudi,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
296,06-D-51-18,Kri-D-51-Kanchikacherla ,Ibrahimpatnam,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
297,06-D-51-18,Kri-D-51-Kanchikacherla ,Z.N.Pothavaram,,,,,,,,,,,,0,,
298,06-D-51-18,Kri-D-51-Kanchikacherla ,Trilochanapuram,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
299,06-D-51-18,Kri-D-51-Kanchikacherla ,Jamimachavaram,1615,1,3.3,60,5.6094010768,0.0075673096,3.5,0,20,0,0.7945675126,0.7945675126,Ibrahimpatnam major,Major
300,06-D-51-18,Kri-D-51-Kanchikacherla ,Navepothavaram,,,,,,,,,,,,,,
301,06-I-40-12,Kri-I-40-Chatrai,Somavaram,11658,0.35,8.3,60,8.7849742261,0.1024152295,3.5,80,20,28.6762642679,7.169066067,35.8453303348,Upper reach Vempaju Major,Major
302,06-I-40-12,Kri-I-40-Chatrai,Kothagudem,23508,0,9.2,60,9.2,0.2162736,3.5,80,20,60.556608,15.139152,75.69576,Lower reach of Vempadu Major,Major
303,06-I-40-12,Kri-I-40-Chatrai,Tummagudem,11658,0.35,8.3,60,8.7849742261,0.1024152295,3.5,80,20,28.6762642679,21.1487448976,49.8250091654,Upper reach Vempaju Major,Major
304,06-I-40-12,Kri-I-40-Chatrai,Chittapur,,,,,,,,,,,,,,
305,06-I-40-12,Kri-I-40-Chatrai,Arugolanupeta,,,,,,,,,,,,,,
306,06-I-40-12,Kri-I-40-Chatrai,Janardhanavaram,5584,0.95,11,60,12.3163586138,0.0687745465,3.5,80,20,19.2568730198,14.2019438521,33.4588168719,Head reach Vempadu Major,Major
307,06-I-40-12,Kri-I-40-Chatrai,Chatrai,5584,0.95,11,60,12.3163586138,0.0687745465,3.5,80,20,19.2568730198,4.8142182549,24.0710912747,Head reach Vempadu Major,Major
308,06-I-40-12,Kri-I-40-Chatrai,Polavaram,,,,,,,,,,,,,,
309,06-I-40-12,Kri-I-40-Chatrai,Buruggudem,,,,,,,,,,,,,,
310,06-I-40-12,Kri-I-40-Chatrai,Parvathapuram,,,,,,,,,,,,,,
311,06-I-40-12,Kri-I-40-Chatrai,Chinnampeta,,,,,,,,,,,,,,
312,06-I-40-12,Kri-I-40-Chatrai,Kotapadu,,,,,,,,,,,,,,
313,06-I-40-12,Kri-I-40-Chatrai,Mankollu,,,,,,,,,,,,,,
314,06-I-40-12,Kri-I-40-Chatrai,Pothanapalli,,,,,,,,,,,,,,
315,06-I-40-12,Kri-I-40-Chatrai,Kondaparva,,,,,,,,,,,,,,
316,06-I-41-14,Kri-I-41-Nuzvid,Vattigudipadu,2000,0.65,1.8,30,4.4,0.0088,17.5,0,20,0,3.08,3.08,Gollapalli minor,Minor
317,06-I-41-14,Kri-I-41-Nuzvid,Vattigudipadu,9000,0.33,0.72,31,2.0014586574,0.0180131279,17.5,0,20,0,6.3045947709,6.3045947709,Vattigudipadu Sub Minor,Sub minor
318,06-I-41-14,Kri-I-41-Nuzvid,Kothapalli,,,,,,,,,,,,,,
319,06-I-41-14,Kri-I-41-Nuzvid,Billanapalli,,,,,,,,,,,,,,
320,06-I-41-14,Kri-I-41-Nuzvid,Koyyuru,,,,,,,,,,,,,,
321,06-I-41-14,Kri-I-41-Nuzvid,Bommuluru,,,,,,,,,,,,,,
322,06-I-41-14,Kri-I-41-Nuzvid,B.Kandrika,,,,,,,,,,,,,,
323,06-I-41-14,Kri-I-41-Nuzvid,Korlagunta,,,,,,,,,,,,,,
324,06-I-41-14,Kri-I-41-Nuzvid,Nuzvid,3675,0.59,1.15,30,3.51,0.01289925,17.5,0,20,0,4.5147375,4.5147375,Nuzvidu Major,Major
325,06-I-41-14,Kri-I-41-Nuzvid,Digavalli,,,,,,,,,,,,,,
326,06-I-41-14,Kri-I-41-Nuzvid,Mukkullapadu,,,,,,,,,,,,,,
327,06-I-41-14,Kri-I-41-Nuzvid,Annavaram,,,,,,,,,,,,,,
328,06-I-41-14,Kri-I-41-Nuzvid,H.M.Gudem,,,,,,,,,,,,,,
329,06-I-41-14,Kri-I-41-Nuzvid,Venkatayapalem,,,,,,,,,,,,,,
330,06-I-41-14,Kri-I-41-Nuzvid,Boravancha,2000,0.6,1.5,30,3.9,0.0078,17.5,0,20,0,2.73,2.73,Nuzvidu Major,Major
331,06-I-41-14,Kri-I-41-Nuzvid,Boravancha,1500,0.75,3,30,6,0.009,17.5,0,20,0,3.15,3.15,Gollapalli minor,Minor
332,06-I-41-14,Kri-I-41-Nuzvid,Pothureddipalli,,,,,,,,,,,,,,
333,06-I-41-14,Kri-I-41-Nuzvid,Jangamagudem,,,,,,,,,,,,,,
334,06-I-41-14,Kri-I-41-Nuzvid,Thukkuluru,,,,,,,,,,,,,,
335,06-I-41-14,Kri-I-41-Nuzvid,Ramannagudem,1000,0.65,1.5,30,4.1,0.0041,17.5,0,20,0,1.435,1.435,Gollapalli minor,Minor
336,06-I-41-14,Kri-I-41-Nuzvid,Polasanapalli,2000,0.35,0.8,30,2.2,0.0044,17.5,0,20,0,1.54,1.54,Gollapalli minor,Minor
337,06-I-41-14,Kri-I-41-Nuzvid,Morsapudi,900,0.2,0.4,30,1.2,0.00108,17.5,0,20,0,0.378,0.378,Gollapalli minor,Minor
338,06-I-41-14,Kri-I-41-Nuzvid,Devaragunta,,,,,,,,,,,0,0,,
339,06-I-41-14,Kri-I-41-Nuzvid,Vempadu,,,,,,,,,,,0,0,,
340,06-I-41-14,Kri-I-41-Nuzvid,Gollapalli,,,,,,,,,,,0,0,,
341,06-I-41-14,Kri-I-41-Nuzvid,Meerjapuram,,,,,,,,,,,0,0,,
