,,,,Command Area,,,,,,,,Non-Command Area,,,,,,,,Poor GW quality area,,,,,,,,,,,,,,,,,,,,,,
,,,,Irrigated,,,,,,,,Irrigated,,,,,,,,Irrigated,,,,,,,,,,,,,,,,,,,,,,
Sr.no,Watershed code,GW watershed name,village name,DW,DW PS,BW,STW,MTW,DTW,FP,Total,DW,DW PS,BW,STW,MTW,DTW,FP,Total,DW,DW PS,BW,STW,MTW,DTW,FP,Total,,,,,,,,,,,,,,,
33,06-D-49-01,Kri-D-49-Vatsavai,Malkapuram,0,94,0,0,0,0,0,94,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
34,06-D-49-01,Kri-D-49-Vatsavai,Gowravaram,0,82,0,0,0,0,0,82,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
35,06-D-49-01,Kri-D-49-Vatsavai,Pochampalli,0,67,0,0,0,0,0,67,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
36,06-D-49-01,Kri-D-49-Vatsavai,Bandipalem,0,96,0,0,0,0,0,96,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
37,06-D-49-01,Kri-D-49-Vatsavai,Penuganchiprolu,0,208,187,0,,0,26,421,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
38,06-D-49-01,Kri-D-49-Vatsavai,Lingagudem,0,5,10,0,0,0,0,15,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
39,06-D-49-01,Kri-D-49-Vatsavai,Kollikulla,0,82,33,0,0,0,0,115,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
40,06-D-49-01,Kri-D-49-Vatsavai,Subbayagudem,0,73,21,0,0,0,0,94,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
41,06-D-49-01,Kri-D-49-Vatsavai,Mundlapadu,0,18,21,0,0,0,0,39,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
42,06-D-49-01,Kri-D-49-Vatsavai,Konakanchi,0,63,5,0,0,0,0,68,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
43,06-D-49-01,Kri-D-49-Vatsavai,Nawabpeta,0,55,30,0,0,0,0,85,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
44,06-D-49-01,Kri-D-49-Vatsavai,Venkatapuram,0,23,95,0,0,0,0,118,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
45,06-D-49-01,Kri-D-49-Vatsavai,Senagapadu,0,32,5,0,0,0,0,37,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
46,06-D-49-01,Kri-D-49-Vatsavai,Thotacherala,0,42,5,0,0,0,0,47,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
47,06-D-49-01,Kri-D-49-Vatsavai,Munagacherla,0,30,5,0,0,0,0,35,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
48,06-D-49-01,Kri-D-49-Vatsavai,Nandigama,0,67,20,0,0,0,0,87,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
49,06-D-49-03,Kri-D-49-Penuganchiprolu,Muchintala,0,41,19.38,0,0,0,21,81.38,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
50,06-D-49-03,Kri-D-49-Penuganchiprolu,Anigandlapadu,0,102,102,0,0,0,0,204,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
51,06-D-49-03,Kri-D-49-Penuganchiprolu,Gummadiduru,0,31,31,0,0,0,0,62,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
52,06-D-49-03,Kri-D-49-Penuganchiprolu,Allurupadu,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
53,06-D-49-03,Kri-D-49-Penuganchiprolu,Vemavaram,0,70,7,0,0,0,0,77,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
54,06-D-49-03,Kri-D-49-Penuganchiprolu,Khambhampadu,0,163,0,0,0,0,0,163,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
55,06-D-49-03,Kri-D-49-Penuganchiprolu,Rebbavaram,0,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
56,06-D-49-03,Kri-D-49-Penuganchiprolu,Polampalli,0,145,9,0,0,0,0,154,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
57,06-D-49-03,Kri-D-49-Penuganchiprolu,Dabbakupalli,0,92,0,0,0,0,0,92,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
58,06-D-49-03,Kri-D-49-Penuganchiprolu,Pochavaram,0,43,0,0,0,0,0,43,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
59,06-D-49-03,Kri-D-49-Penuganchiprolu,Vatsavai,0,216,0,0,0,0,0,216,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
60,06-D-49-03,Kri-D-49-Penuganchiprolu,Gangavalli,0,41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
61,06-D-49-03,Kri-D-49-Penuganchiprolu,Lingala,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
62,06-D-49-03,Kri-D-49-Penuganchiprolu,Magallu,0,12,102,0,0,0,40,154,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
63,06-D-49-04,Kri-D-49-Nandigama,Takkellapadu,0,10.2,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
64,06-D-49-04,Kri-D-49-Nandigama,Lingalapadu,0,29.58,0,0,0,0,0,29.58,0,30.1716,0,0,0,0,0,30.1716,,,,,,,,0,,,,,,,,,,,,,,,
65,06-D-49-04,Kri-D-49-Nandigama,Latchapalem,0,5.1,0,0,0,0,0,5.1,0,5.202,0,0,0,0,0,5.202,,,,,,,,0,,,,,,,,,,,,,,,
66,06-D-49-04,Kri-D-49-Nandigama,Adaviravulapadu,0,36.72,0,0,0,0,0,36.72,0,37.4544,0,0,0,0,0,37.4544,,,,,,,,0,,,,,,,,,,,,,,,
67,06-D-49-04,Kri-D-49-Nandigama,K.Kandrika,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,,,,,,,,0,,,,,,,,,,,,,,,
68,06-D-49-04,Kri-D-49-Nandigama,Chandapuram,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,,,,,,,,0,,,,,,,,,,,,,,,
69,06-D-49-04,Kri-D-49-Nandigama,Ambarupeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,,,,,,,,0,,,,,,,,,,,,,,,
70,06-D-49-04,Kri-D-49-Nandigama,Itavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,,,,,,,,0,,,,,,,,,,,,,,,
71,06-D-49-04,Kri-D-49-Nandigama,Ketaveerunipadu,0,41.82,0,0,0,0,,41.82,0,42.6564,0,0,0,0,0,42.6564,,,,,,,,0,,,,,,,,,,,,,,,
72,06-D-49-04,Kri-D-49-Nandigama,Kanchela,0,17.34,0,0,0,0,88,105.34,0,17.6868,0,0,0,0,0,17.6868,,,,,,,,0,,,,,,,,,,,,,,,
73,06-D-49-04,Kri-D-49-Nandigama,Medipalem,0,28.56,0,0,0,0,0,28.56,0,29.1312,0,0,0,0,0,29.1312,,,,,,,,0,,,,,,,,,,,,,,,
74,06-D-49-04,Kri-D-49-Nandigama,Munagalapalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,0,,,,,,,,,,,,,,,
75,06-D-49-04,Kri-D-49-Nandigama,Muppala,0,91.8,7.14,0,0,0,0,98.94,0,93.636,0,0,0,0,0,93.636,,,,,,,,0,,,,,,,,,,,,,,,
76,06-D-49-04,Kri-D-49-Nandigama,Thurlapadu,0,34.68,4.08,0,0,0,0,38.76,0,35.3736,0,0,0,0,0,35.3736,,,,,,,,0,,,,,,,,,,,,,,,
77,06-D-49-04,Kri-D-49-Nandigama,Thotaravulapadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,,,,,,,,0,,,,,,,,,,,,,,,
78,06-D-49-04,Kri-D-49-Nandigama,Chintalapadu,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,56,,,,,,,,0,,,,,,,,,,,,,,,
79,06-D-49-04,Kri-D-49-Nandigama,Eturu,0,41.82,46.92,0,0,0,0,88.74,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
80,06-D-49-04,Kri-D-49-Nandigama,Gandepalli,0,67.32,12.24,0,0,0,0,79.56,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
81,06-D-49-04,Kri-D-49-Nandigama,Keesara,0,20.4,10.2,0,0,0,0,30.6,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
82,06-D-49-04,Kri-D-49-Nandigama,Saidapuram,0,0,6.12,0,0,0,0,6.12,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
83,06-D-49-04,Kri-D-49-Nandigama,Pendyala,0,41.82,12.24,0,0,0,0,54.06,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
84,06-D-49-04,Kri-D-49-Nandigama,Vemulapalli,0,30.6,3.06,0,0,0,0,33.66,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
85,06-D-49-04,Kri-D-49-Nandigama,S.Amaravaram,0,11.22,12.24,0,0,0,0,23.46,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
86,06-D-49-04,Kri-D-49-Nandigama,Moguluru,0,12.24,42.84,0,0,0,0,55.08,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
87,06-D-49-04,Kri-D-49-Nandigama,Munnaluru,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
88,06-D-51-19,Kri-D-51-Chandarlapadu,Vedadri,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,,,,,,,,0,,,,,,,,,,,,,,,
89,06-D-51-19,Kri-D-51-Chandarlapadu,Peddavaram,0,62,3,0,0,0,0,65,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
90,06-D-51-19,Kri-D-51-Chandarlapadu,Katrenipalli,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
91,06-D-51-19,Kri-D-51-Chandarlapadu,Gudimetla,0,77,0,0,0,0,0,77,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
92,06-D-51-19,Kri-D-51-Chandarlapadu,Brahma botlapalem,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,,,,,,,,0,,,,,,,,,,,,,,,
93,06-D-51-19,Kri-D-51-Chandarlapadu,Konayapalem,0,0,0,0,0,0,0,0,0,73,7,0,0,0,0,80,,,,,,,,0,,,,,,,,,,,,,,,
94,06-D-51-19,Kri-D-51-Chandarlapadu,Gudimetlapalem,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,,,,,,,,0,,,,,,,,,,,,,,,
95,06-D-51-19,Kri-D-51-Chandarlapadu,Bobbillapadu,0,77,0,0,0,0,0,77,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
96,06-D-51-19,Kri-D-51-Chandarlapadu,Chandarlapadu ,0,0,0,0,0,0,0,0,0,51,8,0,0,0,0,59,,,,,,,,0,,,,,,,,,,,,,,,
97,06-D-51-19,Kri-D-51-Chandarlapadu,Patempadu,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,,,,,,,,0,,,,,,,,,,,,,,,
98,06-D-51-19,Kri-D-51-Chandarlapadu,Kasarabada,0,0,37,0,0,0,0,37,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
99,06-D-51-19,Kri-D-51-Chandarlapadu,Ustepalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
100,06-D-51-19,Kri-D-51-Chandarlapadu,Pokkunuru,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
101,06-D-51-19,Kri-D-51-Chandarlapadu,Kodavatikallu,0,64,0,0,0,0,0,64,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
102,06-D-51-19,Kri-D-51-Chandarlapadu,Veladikothapalem,0,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
103,06-D-51-19,Kri-D-51-Chandarlapadu,Punnavalli,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
104,06-D-51-19,Kri-D-51-Chandarlapadu,Popuru,0,11,6,0,0,0,5,22,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
105,06-D-51-19,Kri-D-51-Chandarlapadu,Vipareetalapadu,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,17,,,,,,,,0,,,,,,,,,,,,,,,
106,06-D-49-02,Kri-D-49-Nemali,Ummadidevarapalli,0,39,10,0,0,0,0,49,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
107,06-D-49-02,Kri-D-49-Nemali,Nemali,0,49,5,0,0,0,0,54,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
108,06-D-49-02,Kri-D-49-Nemali,Konijerla,0,40,12,0,0,0,0,52,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
109,06-D-49-04,Kri-D-49-Utukuru,Utukuru,0,46,60,0,0,0,0,106,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
110,06-D-49-04,Kri-D-49-Utukuru,Dundiralapadu,0,42,70,0,0,0,0,112,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
111,06-D-49-04,Kri-D-49-Utukuru,Penugolenu,0,17,71,0,0,0,0,88,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
112,06-D-49-04,Kri-D-49-Utukuru,Tunikipadu,0,40,52,0,0,0,0,92,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
113,06-D-49-04,Kri-D-49-Utukuru,Rajavaram,0,73,54,0,0,0,0,127,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
114,06-D-49-07,Kri-D-49-Talluru,Kakaravai,0,83,0,0,0,0,0,83,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
115,06-D-49-07,Kri-D-49-Talluru,Machinenipalem,0,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
116,06-D-49-07,Kri-D-49-Talluru,Talluru,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
117,06-D-49-07,Kri-D-49-Talluru,Vemulanarva,0,101,0,0,0,0,0,101,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
118,06-D-49-10,Kri-D-49--K.Atmakuru,K.Atmakuru,0,9,10,0,0,0,0,19,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
119,06-D-49-10,Kri-D-49--K.Atmakuru,Jonnalagadda,0,16,14,0,0,0,0,30,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
120,06-D-49-10,Kri-D-49--K.Atmakuru,V.Annavaram,0,0,7,0,0,0,6,13,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
121,06-D-49-05,Kri-D-49-Veerulapadu,Torragudipadu,0,5,1,0,0,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
122,06-D-49-05,Kri-D-49-Veerulapadu,Damuluru,0,7,25,0,0,0,0,32,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
123,06-D-49-05,Kri-D-49-Veerulapadu,Somavaram,0,8,6,0,0,0,0,14,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
124,06-D-49-05,Kri-D-49-Veerulapadu,Rudravaram,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
125,06-D-49-05,Kri-D-49-Veerulapadu,Gollamudi,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
126,06-D-49-05,Kri-D-49-Veerulapadu,Raghavapuram,0,20,15,0,0,0,0,35,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
127,06-D-49-05,Kri-D-49-Veerulapadu,Pallempalli,0,7,5,0,0,0,0,12,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
128,06-D-49-05,Kri-D-49-Veerulapadu,Konatanapalli,0,53,34,0,0,0,0,87,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
129,06-D-49-05,Kri-D-49-Veerulapadu,Choutapalli,0,5,7,0,0,0,0,12,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
130,06-D-49-05,Kri-D-49-Veerulapadu,Chattannavaram,0,10,10,0,0,0,0,20,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
131,06-D-49-05,Kri-D-49-Veerulapadu,Dachavaram,0,22,10,0,0,0,0,32,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
132,06-D-49-05,Kri-D-49-Veerulapadu,Vellanki,0,36,3,0,0,0,0,39,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
133,06-D-49-05,Kri-D-49-Veerulapadu,Tatigummi,0,12,17,0,0,0,0,29,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
134,06-D-49-05,Kri-D-49-Veerulapadu,Gokharajupalli,0,14,6,0,0,0,0,20,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
135,06-D-49-05,Kri-D-49-Veerulapadu,Nandaluru,0,9,10,0,0,0,0,19,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
136,06-D-49-05,Kri-D-49-Veerulapadu,Bodawada,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
137,06-D-49-05,Kri-D-49-Veerulapadu,Lakshmipuram,0,27,5,0,0,0,0,32,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
138,06-D-49-05,Kri-D-49-Veerulapadu,Jammavaram,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
139,06-D-49-01,Kri-D-49-Peddavaram,Akkapalem,0,33,89,0,0,0,0,122,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
140,06-D-49-01,Kri-D-49-Peddavaram,Chintalapadu,0,35,59,0,0,0,0,94,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
141,06-D-49-01,Kri-D-49-Peddavaram,Erramadu,0,29,49,0,0,0,0,78,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
142,06-D-49-01,Kri-D-49-Peddavaram,Mustikuntla,0,33,59,0,0,0,0,92,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
143,06-D-49-01,Kri-D-49-Peddavaram,Munukulla,0,45,93,0,0,0,0,138,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
144,06-D-49-01,Kri-D-49-Peddavaram,Peddavaram,0,29,73,0,0,0,0,102,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
145,06-D-49-01,Kri-D-49-Peddavaram,Vamakuntla,0,36,66,0,0,0,0,102,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
146,06-D-49-01,Kri-D-49-Peddavaram,Vavilala,0,32,77,0,0,0,0,109,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
147,06-D-49-08,Kri-D-49-Tiruvuru,Tiruvuru,0,58,127,0,0,0,0,185,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
148,06-D-49-08,Kri-D-49-Tiruvuru,Chittela,0,32,65,0,0,0,0,97,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
149,06-D-49-08,Kri-D-49-Tiruvuru,Kokilampadu,0,28,57,0,0,0,0,85,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
