,,,,Command Area,,,,,,,,Non-Command Area,,,,,,,,Poor GW quality area,,,,,,,,,,,,,,,,,,,,,,
,,,,Irrigated,,,,,,,,Irrigated,,,,,,,,Irrigated,,,,,,,,,,,,,,,,,,,,,,
Sr.no,Watershed code,GW watershed name,village name,DW,DW PS,BW,STW,MTW,DTW,FP,Total,DW,DW PS,BW,STW,MTW,DTW,FP,Total,DW,DW PS,BW,STW,MTW,DTW,FP,Total,,,,,,,,,,,,,,,
150,06-D-49-08,Kri-D-49-Tiruvuru,Anjaneyapuram,0,22,47,0,0,0,0,69,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
151,06-D-49-08,Kri-D-49-Tiruvuru,Lakshmipuram,0,20,74,0,0,0,0,94,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
152,06-D-49-08,Kri-D-49-Tiruvuru,Rolupadi,0,41,54,0,0,0,13,108,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
153,06-D-49-09,Kri-D-49-A.Konduru,Vallampatla,0,12,85,0,0,0,0,97,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
154,06-D-49-09,Kri-D-49-A.Konduru,Marepalli,0,28,154,0,0,0,0,182,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
155,06-D-49-09,Kri-D-49-A.Konduru,Polisettipadu,0,17,117,0,0,0,0,134,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
156,06-D-49-09,Kri-D-49-A.Konduru,Mallela,0,28,50,0,0,0,0,78,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
157,06-D-49-09,Kri-D-49-A.Konduru,Vemireddipalli,0,0,203,0,0,0,0,203,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
158,06-D-49-10,Kri-D-49-A.Konduru,Ramannapalem,0,102,89,0,0,0,0,191,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
159,06-D-49-11,Kri-D-49-Vissannapeta,Kambhampadu,0,30.6,73.44,0,0,0,0,104.04,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
160,06-D-49-11,Kri-D-49-Vissannapeta,Atlapragada,0,34.68,110.16,0,0,0,0,144.84,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
161,06-D-49-11,Kri-D-49-Vissannapeta,A.Konduru,0,32.64,160.14,0,0,0,0,192.78,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
162,06-D-49-11,Kri-D-49-Vissannapeta,Kummarikuntla,0,9.18,85.68,0,0,0,0,94.86,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
163,06-D-49-11,Kri-D-49-Vissannapeta,Repudi,0,34.68,146.88,0,0,0,0,181.56,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
164,06-D-49-11,Kri-D-49-Vissannapeta,Gollamandala,0,55.08,229.5,0,0,0,0,284.58,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
165,06-D-49-11,Kri-D-49-Vissannapeta,Koduru,0,48.96,144.84,0,0,0,0,193.8,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
166,06-D-49-11,Kri-D-49-Vissannapeta,Tatakuntla,0,0,245.82,0,0,0,0,245.82,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
167,06-D-49-11,Kri-D-49-Vissannapeta,Telladevarapalli,0,0,82.62,0,0,0,0,82.62,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
168,06-D-49-11,Kri-D-49-Vissannapeta,Vissannapeta,0,0,222.36,0,0,0,0,222.36,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
169,06-D-49-11,Kri-D-49-Vissannapeta,Chandrupatla,0,0,81.6,0,0,0,0,81.6,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
170,06-D-49-11,Kri-D-49-Vissannapeta,Narsapuram,0,0,157.08,0,0,0,0,157.08,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
171,06-D-49-11,Kri-D-49-Vissannapeta,Putrela,0,0,262.14,0,0,0,0,262.14,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
172,06-D-49-11,Kri-D-49-Vissannapeta,Kalagara,0,0,171.36,0,0,0,0,171.36,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
173,06-D-49-11,Kri-D-49-Vissannapeta,Korlamanda,0,0,143.82,0,0,0,0,143.82,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
174,06-D-49-11,Kri-D-49-Vissannapeta,Chanubanda,0,0,67.32,0,0,0,0,67.32,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
175,06-D-49-11,Kri-D-49-Vissannapeta,Krishnaraopalem,0,0,44.88,0,0,0,0,44.88,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
176,06-D-49-11,Kri-D-49-Vissannapeta,Kanumuru,0,18.36,97.92,0,0,0,0,116.28,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
177,06-D-49-11,Kri-D-49-Vissannapeta,Muchinapalli,0,76.5,42.84,0,0,0,0,119.34,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
178,06-D-49-11,Kri-D-49-Vissannapeta,Ganugapadu,0,69.36,92.82,0,0,0,0,162.18,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
179,06-D-49-07,Kri-D-49-Gampalagudem,Gampalagudem,0,32,120,0,0,0,0,152,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
180,06-D-49-07,Kri-D-49-Gampalagudem,Arlapadu,0,38,7,0,0,0,0,45,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
181,06-D-49-07,Kri-D-49-Gampalagudem,Chennavaram,0,17,28,0,0,0,0,45,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
182,06-D-49-07,Kri-D-49-Gampalagudem,Gosaveedu,0,21,44,0,0,0,0,65,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
183,06-D-49-07,Kri-D-49-Gampalagudem,Kothapalli,0,40,149,0,0,0,0,189,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
184,06-D-49-07,Kri-D-49-Gampalagudem,Lingala,0,59,33,0,0,0,0,92,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
185,06-D-49-07,Kri-D-49-Gampalagudem,Meduru,0,113,27,0,0,0,0,140,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
186,06-D-49-07,Kri-D-49-Gampalagudem,Pedakomira,0,31,52,0,0,0,0,83,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
187,06-D-49-07,Kri-D-49-Gampalagudem,Vinagadapa,0,57,78,0,0,0,0,135,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
188,06-D-49-07,Kri-D-49-Gampalagudem,Narikampadu,0,10,30,0,0,0,0,40,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
189,06-D-49-07,Kri-D-49-Gampalagudem,Anumullanka,0,41,75,0,0,0,0,116,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
190,06-D-49-07,Kri-D-49-Gampalagudem,Gullapudi,0,27,55,0,0,0,0,82,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
191,06-D-49-03,Kri-D-49-Jayanthi,Veerullapadu,0,52,14,0,0,0,0,66,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
192,06-D-49-03,Kri-D-49-Jayanthi,Jayanthi,0,45,44,0,0,0,0,89,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
193,06-D-49-03,Kri-D-49-Jayanthi,Dodda Devarapadu,0,5,25,0,0,0,0,30,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
194,06-D-49-03,Kri-D-49-Jayanthi,Ramapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
195,06-D-51-18,Kri-D-51-Kanchikacherla ,Peddapuram,0,0,45,0,0,0,0,45,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
196,06-D-51-18,Kri-D-51-Kanchikacherla ,G.Madhavaram,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
197,06-D-51-18,Kri-D-51-Kanchikacherla ,Thimmapuram,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
198,06-D-51-18,Kri-D-51-Kanchikacherla ,Alluru,0,28,30,0,0,0,0,58,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
199,06-D-51-18,Kri-D-51-Kanchikacherla ,Chennaraopalem,0,12,20,0,0,0,0,32,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
200,06-D-51-18,Kri-D-51-Kanchikacherla ,Jujjuru,0,42,62,0,0,0,0,104,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
201,06-D-51-18,Kri-D-51-Kanchikacherla ,N.R.Palem,0,0,56,0,0,0,0,56,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
202,06-D-51-18,Kri-D-51-Kanchikacherla ,Jaganadhapuram,0,17,23,0,0,0,0,40,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
203,06-D-51-18,Kri-D-51-Kanchikacherla ,Ponnavaram,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
204,06-D-51-18,Kri-D-51-Kanchikacherla ,Peerakalapadu,0,8,12,0,0,0,0,20,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
205,06-D-51-18,Kri-D-51-Kanchikacherla ,Gottumukkala,0,22,90,0,0,0,22,134,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
206,06-D-51-18,Kri-D-51-Kanchikacherla ,Kanchikacherla,0,12,11,0,0,0,0,23,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
207,06-D-51-18,Kri-D-51-Kanchikacherla ,Paritala,0,0,81,0,0,0,0,81,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
208,06-D-51-18,Kri-D-51-Kanchikacherla ,Bathinapadu,0,4,1,0,0,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
209,06-D-51-18,Kri-D-51-Kanchikacherla ,Chevitikallu,0,0,32,0,0,0,17,49,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
210,06-D-51-18,Kri-D-51-Kanchikacherla ,Kunikanapadu,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
211,06-D-51-18,Kri-D-51-Kanchikacherla ,Ghani Atkur,0,0,82,0,0,0,23,105,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
212,06-D-51-18,Kri-D-51-Kanchikacherla ,Damuluru,0,1,0,0,0,0,27,28,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
213,06-D-51-18,Kri-D-51-Kanchikacherla ,Chilukuru,0,1,0,0,0,0,22,23,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
214,06-D-51-18,Kri-D-51-Kanchikacherla ,Ketanakonda,0,3,25,0,0,0,0,28,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
215,06-D-51-18,Kri-D-51-Kanchikacherla ,Kachavaram,0,8,30,0,0,0,0,38,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
216,06-D-51-18,Kri-D-51-Kanchikacherla ,Kotikalapudi,0,0,30,0,0,0,171,201,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
217,06-D-51-18,Kri-D-51-Kanchikacherla ,Mulapadu,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
218,06-D-51-18,Kri-D-51-Kanchikacherla ,Jupudi,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
219,06-D-51-18,Kri-D-51-Kanchikacherla ,Ibrahimpatnam,0,2,0,0,0,0,88,90,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
220,06-D-51-18,Kri-D-51-Kanchikacherla ,Z.N.Pothavaram,0,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
221,06-D-51-18,Kri-D-51-Kanchikacherla ,Trilochanapuram,0,9,0,0,0,0,61,70,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
222,06-D-51-18,Kri-D-51-Kanchikacherla ,Jamimachavaram,0,14,11,0,0,0,0,25,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
223,06-D-51-18,Kri-D-51-Kanchikacherla ,Navepothavaram,0,9,24,0,0,0,0,33,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
224,06-I-40-12,Kri-I-40-Chatrai,Somavaram,0,0,0,177,0,0,0,177,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
225,06-I-40-12,Kri-I-40-Chatrai,Kothagudem,0,0,0,90,0,0,0,90,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
226,06-I-40-12,Kri-I-40-Chatrai,Tummagudem,0,0,170,0,0,0,0,170,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
227,06-I-40-12,Kri-I-40-Chatrai,Chittapur,0,0,160,0,0,0,0,160,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
228,06-I-40-12,Kri-I-40-Chatrai,Arugolanupeta,0,0,194,0,0,0,0,194,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
229,06-I-40-12,Kri-I-40-Chatrai,Janardhanavaram,0,0,123,0,0,0,0,123,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
230,06-I-40-12,Kri-I-40-Chatrai,Chatrai,0,0,252,0,0,0,0,252,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
231,06-I-40-12,Kri-I-40-Chatrai,Polavaram,0,0,75,0,0,0,0,75,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
232,06-I-40-12,Kri-I-40-Chatrai,Buruggudem,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,117,,,,,,,,0,,,,,,,,,,,,,,,
233,06-I-40-12,Kri-I-40-Chatrai,Parvathapuram,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,,,,,,,,0,,,,,,,,,,,,,,,
234,06-I-40-12,Kri-I-40-Chatrai,Chinnampeta,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,,,,,,,,0,,,,,,,,,,,,,,,
235,06-I-40-12,Kri-I-40-Chatrai,Kotapadu,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,252,,,,,,,,0,,,,,,,,,,,,,,,
236,06-I-40-12,Kri-I-40-Chatrai,Mankollu,0,0,65,0,0,0,0,65,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
237,06-I-40-12,Kri-I-40-Chatrai,Pothanapalli,0,0,151,0,0,0,0,151,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
238,06-I-40-12,Kri-I-40-Chatrai,Kondaparva,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,168,,,,,,,,0,,,,,,,,,,,,,,,
239,06-I-41-14,Kri-I-41-Nuzvid,Vattigudipadu,0,0,0,200,72,0,0,272,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
240,06-I-41-14,Kri-I-41-Nuzvid,Kothapalli,,,,,,,,0,0,12,0,5,85,0,0,102,,,,,,,,0,,,,,,,,,,,,,,,
241,06-I-41-14,Kri-I-41-Nuzvid,Billanapalli,,,,,,,,0,0,10,0,0,177,0,0,187,,,,,,,,0,,,,,,,,,,,,,,,
242,06-I-41-14,Kri-I-41-Nuzvid,Koyyuru,,,,,,,,0,0,0,0,20,82,0,0,102,,,,,,,,0,,,,,,,,,,,,,,,
243,06-I-41-14,Kri-I-41-Nuzvid,Bommuluru,,,,,,,,0,0,0,0,56,53,0,0,109,,,,,,,,0,,,,,,,,,,,,,,,
244,06-I-41-14,Kri-I-41-Nuzvid,B.Kandrika,,,,,,,,0,0,0,0,36,0,0,0,36,,,,,,,,0,,,,,,,,,,,,,,,
245,06-I-41-14,Kri-I-41-Nuzvid,Korlagunta,,,,,,,,0,0,4,0,16,106,0,0,126,,,,,,,,0,,,,,,,,,,,,,,,
246,06-I-41-14,Kri-I-41-Nuzvid,Nuzvid,0,14,106,0,0,0,0,120,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
247,06-I-41-14,Kri-I-41-Nuzvid,Digavalli,,,,,,,,0,0,20,41,0,0,0,0,61,,,,,,,,0,,,,,,,,,,,,,,,
248,06-I-41-14,Kri-I-41-Nuzvid,Mukkullapadu,,,,,,,,0,0,17,0,0,90,0,0,107,,,,,,,,0,,,,,,,,,,,,,,,
249,06-I-41-14,Kri-I-41-Nuzvid,Annavaram,,,,,,,,0,0,6,26,0,0,0,0,32,,,,,,,2,2,,,,,,,,,,,,,,,
250,06-I-41-14,Kri-I-41-Nuzvid,H.M.Gudem,,,,,,,,0,0,16,55,0,0,0,0,71,,,,,,,,0,,,,,,,,,,,,,,,
251,06-I-41-14,Kri-I-41-Nuzvid,Venkatayapalem,,,,,,,,0,0,26,51,0,0,0,0,77,,,,,,,,0,,,,,,,,,,,,,,,
252,06-I-41-14,Kri-I-41-Nuzvid,Boravancha,0,16,65,0,0,0,0,81,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
253,06-I-41-14,Kri-I-41-Nuzvid,Pothureddipalli,,,,,,,,0,0,23,0,34,73,0,0,130,,,,,,,,0,,,,,,,,,,,,,,,
254,06-I-41-14,Kri-I-41-Nuzvid,Jangamagudem,,,,,,,,0,0,33,0,75,0,0,0,108,,,,,,,,0,,,,,,,,,,,,,,,
255,06-I-41-14,Kri-I-41-Nuzvid,Thukkuluru,,,,,,,,0,0,36,0,94,0,0,0,130,,,,,,,1,1,,,,,,,,,,,,,,,
256,06-I-41-14,Kri-I-41-Nuzvid,Ramannagudem,0,15,0,60,0,0,0,75,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
257,06-I-41-14,Kri-I-41-Nuzvid,Polasanapalli,0,0,0,125,0,0,0,125,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
258,06-I-41-14,Kri-I-41-Nuzvid,Morsapudi,0,30,0,0,90,0,0,120,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
259,06-I-41-14,Kri-I-41-Nuzvid,Devaragunta,,,,,,,,0,0,34,0,50,0,0,0,84,,,,,,,,0,,,,,,,,,,,,,,,
260,06-I-41-14,Kri-I-41-Nuzvid,Vempadu,,,,,,,,0,0,9,0,110,0,0,0,119,,,,,,,,0,,,,,,,,,,,,,,,
261,06-I-41-14,Kri-I-41-Nuzvid,Gollapalli,,,,,,,,0,0,21,0,187,0,0,0,208,,,,,,,,0,,,,,,,,,,,,,,,
262,06-I-41-14,Kri-I-41-Nuzvid,Meerjapuram,,,,,,,,0,0,12,0,50,0,0,0,62,,,,,,,,0,,,,,,,,,,,,,,,
263,06-I-41-14,Kri-I-41-Nuzvid,M.N.Plem,,,,,,,,0,0,20,0,65,0,0,0,85,,,,,,,,0,,,,,,,,,,,,,,,
264,06-I-41-14,Kri-I-41-Nuzvid,Marribandam,0,10,0,30,0,0,0,40,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
265,06-I-41-14,Kri-I-41-Nuzvid,Seetharampuram,0,0,0,29,0,0,0,29,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
266,06-I-41-14,Kri-I-41-Nuzvid,Pallerlamudi,0,0,0,195,0,0,0,195,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
267,06-I-42-03,kri-I-42-Ganginenipalem,Ganginenipalem,0,0,69,0,0,0,0,69,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
268,06-I-42-03,kri-I-42-Ganginenipalem,Telladevarapadu,0,0,65,0,0,0,0,65,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
269,06-I-42-03,kri-I-42-Ganginenipalem,Sunnampadu,0,0,58,0,0,0,0,58,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
270,06-I-42-03,kri-I-42-Ganginenipalem,Munagapadu,0,0,63,0,0,0,0,63,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
271,06-I-42-03,kri-I-42-Ganginenipalem,Ch.Madhavaram,0,0,70,0,0,0,0,70,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
272,06-I-42-03,kri-I-42-Ganginenipalem,Gaddamanugu,0,0,92,0,0,0,0,92,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
273,06-I-42-03,kri-I-42-Ganginenipalem,G.Konduru,0,0,128,0,0,0,0,128,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
274,06-I-42-03,kri-I-42-Ganginenipalem,Pinapaka,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
275,06-I-42-03,kri-I-42-Ganginenipalem,Petrampadu,0,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
276,06-I-42-03,kri-I-42-Ganginenipalem,Loya,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
277,06-I-42-03,kri-I-42-Ganginenipalem,Duggiralapadu,0,0,69,0,0,0,0,69,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
278,06-I-42-03,kri-I-42-Ganginenipalem,Narsaiahgudem,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
279,06-I-42-03,kri-I-42-Ganginenipalem,Atkuru,0,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
280,06-I-42-06,Kri-I-42-Mylavaram,Morsumilli,0,90,45,0,0,0,0,135,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
281,06-I-42-06,Kri-I-42-Mylavaram,Mulakalapenta,,,,,,,,0,0,0,58,0,0,0,0,58,,,,,,,,0,,,,,,,,,,,,,,,
282,06-I-42-06,Kri-I-42-Mylavaram,Pulluru,0,97,207,0,0,0,0,304,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
283,06-I-42-06,Kri-I-42-Mylavaram,Dasullapalem,,,,,,,,0,0,40,76,0,0,0,0,116,,,,,,,,0,,,,,,,,,,,,,,,
284,06-I-42-06,Kri-I-42-Mylavaram,Jangalapalli,,,,,,,,0,0,30,95,0,0,0,0,125,,,,,,,,0,,,,,,,,,,,,,,,
285,06-I-42-06,Kri-I-42-Mylavaram,Chandrugudem,0,50,183,0,0,0,0,233,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
286,06-I-42-06,Kri-I-42-Mylavaram,Sabjjapadu,,,,,,,,0,0,5,20,0,0,0,0,25,,,,,,,,0,,,,,,,,,,,,,,,
287,06-I-42-06,Kri-I-42-Mylavaram,Pondugala,0,21,65,0,0,0,0,86,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
288,06-I-42-10,Kri-I-42-Reddigudem,Cheemalapadu,0,36,174,0,0,0,0,210,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
289,06-I-42-10,Kri-I-42-Reddigudem,Madhavaram(West),0,24,149,0,0,0,0,173,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
290,06-I-42-10,Kri-I-42-Reddigudem,Madhavaram(East),0,18,82,0,0,0,0,100,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
291,06-I-42-10,Kri-I-42-Reddigudem,Kudapa,0,74,49,0,0,0,0,123,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
292,06-I-42-10,Kri-I-42-Reddigudem,Kunaparajuparva,0,12,40,0,0,0,0,52,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
293,06-I-42-10,Kri-I-42-Reddigudem,Maddulaparva,0,19,110,0,0,0,0,129,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
294,06-I-42-10,Kri-I-42-Reddigudem,Rudravaram,0,67,62,0,0,0,0,129,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
295,06-I-42-10,Kri-I-42-Reddigudem,Reddigudem,0,60,165,0,0,0,0,225,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
296,06-I-42-10,Kri-I-42-Reddigudem,Rangapuram,0,90,125,0,0,0,0,215,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
297,06-I-42-10,Kri-I-42-Reddigudem,Narukullapadu,0,46,10,0,0,0,0,56,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
298,06-I-42-10,Kri-I-42-Reddigudem,Naguluru,0,23,103,0,0,0,0,126,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
299,06-I-42-10,Kri-I-42-Reddigudem,Patha Nagulru,0,24,78,0,0,0,0,102,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
300,06-I-42-10,Kri-I-42-Reddigudem,Anneraopeta,0,35,23,0,0,0,0,58,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
301,06-I-42-10,Kri-I-42-Reddigudem,Vedurubeedem,0,13,27,0,0,0,0,40,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
302,06-I-42-10,Kri-I-42-Reddigudem,Chandrala,0,96,120,0,0,0,0,216,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
303,06-I-42-10,Kri-I-42-Reddigudem,Keerthirayanigudem,0,27,31,0,0,0,0,58,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
304,06-I-42-10,Kri-I-42-Reddigudem,Velvadam,0,64,103,0,0,0,0,167,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,
