S.No,Watershed code,Watershed Name,Village Name,command area,,,,Non command area,,,,Poor GW quality area,,,
,,,,Paddy,,Non-paddy,,Paddy,,Non-paddy,,Paddy,,Non-paddy,
,,,,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi
528,06-I-52-50,Kri-I-52-Koduru,Salempalem,1477.13,0,0,0,,,,,,,,
529,06-I-52-50,Kri-I-52-Koduru,Vullipalem,396.6,141.64,0,0,,,,,,,,
530,06-I-52-50,Kri-I-52-Koduru,Koduru,1780.66,0,0,0,,,,,,,,
531,06-I-52-50,Kri-I-52-Koduru,Lingareddypalem,1214.49,0,0,0,,,,,,,,
532,06-I-52-50,Kri-I-52-Koduru,Mandapakala,849.86,0,0,0,,,,,,,,
533,06-I-52-50,Kri-I-52-Koduru,Ramakrishnapuram,849.86,182.11,0,0,,,,,,,,
534,06-I-52-49,Kri-I-52-Nagayalanka,Bhavadevarapalli,70.82,0,0,0,,,,,,,,
535,06-I-52-49,Kri-I-52-Nagayalanka,Chodavaram,667.75,4.05,0,0,,,,,,,,
536,06-I-52-49,Kri-I-52-Nagayalanka,Edurumondi,2063.9,0,0,5.67,,,,,,,,
537,06-I-52-49,Kri-I-52-Nagayalanka,Ganapeswaram,588.83,0,0,0,,,,,,,,
538,06-I-52-49,Kri-I-52-Nagayalanka,Kamanamolu,821.53,0,0,0,,,,,,,,
539,06-I-52-49,Kri-I-52-Nagayalanka,Nagayalanka,1335.49,0,0,3.24,,,,,,,,
540,06-I-52-49,Kri-I-52-Nagayalanka,T.Kothapalem,526.1,4.05,0,0,,,,,,,,
541,06-I-52-49,Kri-I-52-Nagayalanka,Parachivara,627.28,0,0,0,,,,,,,,
542,06-I-52-49,Kri-I-52-Nagayalanka,Talagadadeevi,1133.14,0,0,0,,,,,,,,
543,06-I-52-49,Kri-I-52-Nagayalanka,Etimoga,999.6,0,0,0,,,,,,,,
544,06-I-52-49,Kri-I-52-Nagayalanka,Nangegadda,129.5,121.81,0,36.02,,,,,,,,
545,06-I-52-49,Kri-I-52-Nagayalanka,Reserve forest area,,,,,,,,,,,,
546,06-D-48-13,Kri-D-48-Budawada,Annavaram,0,1E-013,0,0.000000001,,,,,0,,,
547,06-D-48-13,Kri-D-48-Budawada,Budawada,24.2816673412,0,20.2347227843,0,,,,,0,,,
548,06-D-48-13,Kri-D-48-Budawada,K.Agraharam,0,0,0,0,,,,,,,,
549,06-D-48-13,Kri-D-48-Budawada,Mukteswarapuram,7.689194658,0,8.0938891137,0,,,,,,,,
550,06-D-48-02,Kri-D-48-Jaggaiahpeta,Buchavaram,0,0.0000001,0.00001,0.00001,,,,,,,,
551,06-D-48-02,Kri-D-48-Jaggaiahpeta,Gandrai,0,0,0,0,,,,,,,,
552,06-D-48-02,Kri-D-48-Jaggaiahpeta,Takkellapadu,0,0,0,0,,,,,,,,
553,06-D-48-02,Kri-D-48-Jaggaiahpeta,Garikapadu,0,0,0,0,,,,,,,,
554,06-D-48-02,Kri-D-48-Jaggaiahpeta,R.C.Peta,0,0,0,0,,,,,,,,
555,06-D-48-02,Kri-D-48-Jaggaiahpeta,Anumanchipalli,0,0,0,0,,,,,,,,
556,06-D-48-02,Kri-D-48-Jaggaiahpeta,Balusupadu,0,0,0,0,,,,,,,,
557,06-D-48-02,Kri-D-48-Jaggaiahpeta,S.M.peta,0,0,0,0,,,,,,,,
558,06-D-48-02,Kri-D-48-Jaggaiahpeta,Tirumalagiri,0,0,0,0,,,,,,,,
559,06-D-48-02,Kri-D-48-Jaggaiahpeta,Chillakallu,0,0,0,0,,,,,,,,
560,06-D-48-02,Kri-D-48-Jaggaiahpeta,Jaggaiahpeta,0,0,0,0,,,,,,,,
561,06-D-48-02,Kri-D-48-Jaggaiahpeta,Jayanthipuram,20.23,0,0,0,,,,,,,,
562,06-D-48-02,Kri-D-48-Jaggaiahpeta,Ravirala,0,0,0,0,,,,,,,,
563,06-D-48-02,Kri-D-48-Jaggaiahpeta,Torraguntapalem,0,0,0,0,,,,,,,,
564,06-D-48-02,Kri-D-48-Jaggaiahpeta,Ravikampadu,0,0,0,0,,,,,,,,
565,06-D-48-03,Kri-D-48-Jaggaiahpeta,Tripuravaram,0,0,0,0,,,,,,,,
566,06-D-48-02,Kri-D-48-Jaggaiahpeta,Dachupalem,0,0,0,0,,,,,,,,
567,06-D-48-02,Kri-D-48-Jaggaiahpeta,Mangollu,0,0,0,0,,,,,,,,
568,06-D-48-02,Kri-D-48-Jaggaiahpeta,V.B.Palem,0,0,0,0,,,,,,,,
569,06-D-49-01,Kri-D-49-Vatsavai,Indugupalli,0,0,0,0,,,,,,,,
570,06-D-49-01,Kri-D-49-Vatsavai,Pedamodupalli,0,0,0,0,,,,,,,,
571,06-D-49-01,Kri-D-49-Vatsavai,Chinmodupalli,0,0,0,0,,,,,,,,
572,06-D-49-01,Kri-D-49-Vatsavai,Kanneveedu,0,0,0,0,,,,,,,,
573,06-D-49-01,Kri-D-49-Vatsavai,Gopinenipalem,0,0,0,0,,,,,,,,
574,06-D-49-01,Kri-D-49-Vatsavai,Chityala,44.52,0,0,0,,,,,0,,,
575,06-D-49-01,Kri-D-49-Vatsavai,Makkapeta,0,0,0,0,,,,,,,,
576,06-D-49-01,Kri-D-49-Vatsavai,Bhimavaram,0,0,0,0,,,,,,,,
577,06-D-49-01,Kri-D-49-Vatsavai,Hassanbada,0,0,0,0,,,,,,,,
578,06-D-49-01,Kri-D-49-Vatsavai,Malkapuram,10.9267503035,0,8.0938891137,0,,,,,0,,,
579,06-D-49-01,Kri-D-49-Vatsavai,Gowravaram,0,0,0,0,,,,,,,,
580,06-D-49-01,Kri-D-49-Vatsavai,Pochampalli,0,0,0,0,,,,,,,,
581,06-D-49-01,Kri-D-49-Vatsavai,Bandipalem,0,0,0,0,,,,,,,,
582,06-D-49-01,Kri-D-49-Vatsavai,Penuganchiprolu,445.1639012546,24.2816673412,356.1311210036,0,,,,,,,,
583,06-D-49-01,Kri-D-49-Vatsavai,Lingagudem,0,0,10.1173613921,0,,,,,,,,
584,06-D-49-01,Kri-D-49-Vatsavai,Kollikulla,8.0938891137,6.0704168353,68.7980574666,0,,,,,,,,
585,06-D-49-01,Kri-D-49-Vatsavai,Subbayagudem,12.1408336706,6.0704168353,45.7304734925,0,,,,,,,,
586,06-D-49-01,Kri-D-49-Vatsavai,Mundlapadu,0,4.0469445569,0,0,,,,,,,,
587,06-D-49-01,Kri-D-49-Vatsavai,Konakanchi,0,0,0,0,,,,,,,,
588,06-D-49-01,Kri-D-49-Vatsavai,Nawabpeta,0,4.0469445569,2.0234722784,0,,,,,,,,
589,06-D-49-01,Kri-D-49-Vatsavai,Venkatapuram,38.4459732902,10.1173613921,72.8450020235,16.1877782274,,,,,0,,,
590,06-D-49-01,Kri-D-49-Vatsavai,Senagapadu,32.3755564549,2.0234722784,163.9012545528,0,,,,,0,,,
591,06-D-49-01,Kri-D-49-Vatsavai,Thotacherala,0,3.2375556455,42.8976123027,0,,,,,,,,
592,06-D-49-01,Kri-D-49-Vatsavai,Munagacherla,0,0,0,0,,,,,,,,
593,06-D-49-01,Kri-D-49-Vatsavai,Nandigama,269.1218130312,0,0,0,,,,,,,,
594,06-D-49-03,Kri-D-49-Penuganchiprolu,Muchintala,489.68,0,62.73,0,,,,,,,,
595,06-D-49-03,Kri-D-49-Penuganchiprolu,Anigandlapadu,687.98,0,493.73,0,,,,,,,,
596,06-D-49-03,Kri-D-49-Penuganchiprolu,Gummadiduru,667.75,0,8.09,0,,,,,,,,
597,06-D-49-03,Kri-D-49-Penuganchiprolu,Allurupadu,54.63,0,16.19,0,,,,,,,,
598,06-D-49-03,Kri-D-49-Penuganchiprolu,Vemavaram,93.89,0,44.52,0,,,,,,,,
599,06-D-49-03,Kri-D-49-Penuganchiprolu,Khambhampadu,58.68,0,49.37,0,,,,,,,,
600,06-D-49-03,Kri-D-49-Penuganchiprolu,Rebbavaram,64.75,0,13.76,0,,,,,,,,
601,06-D-49-03,Kri-D-49-Penuganchiprolu,Polampalli,103.6,0,28.33,0,,,,,0,,,
602,06-D-49-03,Kri-D-49-Penuganchiprolu,Dabbakupalli,0,0,0,0,,,,,,,,
603,06-D-49-03,Kri-D-49-Penuganchiprolu,Pochavaram,17.4,0,17,0,,,,,,,,
604,06-D-49-03,Kri-D-49-Penuganchiprolu,Vatsavai,169.97,0,0,0,,,,,,,,
605,06-D-49-03,Kri-D-49-Penuganchiprolu,Gangavalli,8.5,0,16.19,0,,,,,,,,
606,06-D-49-03,Kri-D-49-Penuganchiprolu,Lingala,137.6,0,17,0,,,,,0,,,
607,06-D-49-03,Kri-D-49-Penuganchiprolu,Magallu,167.54,0,13.35,0,,,,,0,,,
608,06-D-49-03,Kri-D-49-Penuganchiprolu,Pallagiri,14.57,4.05,1.21,4.05,,,,,0,,,
609,06-D-49-03,Kri-D-49-Penuganchiprolu,Satyavaram,0,0,0,0,,,,,,,,
610,06-D-49-03,Kri-D-49-Penuganchiprolu,Ramireddipalli,142.45,0,84.18,0,,,,,0,,,
611,06-D-49-03,Kri-D-49-Penuganchiprolu,Konduru,142.45,0,13.76,0,,,,,,,,
612,06-D-49-04,Kri-D-49-Nandigama,Takkellapadu,11.3314447592,0,36.4225010117,0,,,,,0,,,
613,06-D-49-04,Kri-D-49-Nandigama,Lingalapadu,10.5220558478,0,38.4459732902,0,,,,,0,,,
614,06-D-49-04,Kri-D-49-Nandigama,Latchapalem,0,0,0,0,,,,,,,,
615,06-D-49-04,Kri-D-49-Nandigama,Adaviravulapadu,2.4281667341,0,19.8300283286,0,,,,,0,,,
616,06-D-49-04,Kri-D-49-Nandigama,K.Kandrika,0.8093889114,0,10.9267503035,0,,,,,0,,,
617,06-D-49-04,Kri-D-49-Nandigama,Chandapuram,30.3520841764,0,4.0469445569,0,,,,,0,,,
618,06-D-49-04,Kri-D-49-Nandigama,Ambarupeta,30.3520841764,0,0,0,,,,,0,,,
619,06-D-49-04,Kri-D-49-Nandigama,Itavaram,126.264670174,0,0,8.9032780251,,,,,0,,,
620,06-D-49-04,Kri-D-49-Nandigama,Ketaveerunipadu,40.4694455686,0,0,0,,,,,0,,,
621,06-D-49-04,Kri-D-49-Nandigama,Kanchela,0,0,0,0,,,,,,,,
622,06-D-49-04,Kri-D-49-Nandigama,Medipalem,0,0,0,0,,,,,,,,
623,06-D-49-04,Kri-D-49-Nandigama,Munagalapalli,0,0,0,0,,,,,,,,
624,06-D-49-04,Kri-D-49-Nandigama,Muppala,0,0,0,0,,,,,,,,
625,06-D-49-04,Kri-D-49-Nandigama,Thurlapadu,18.2112505059,18.2112505059,0,21.4488061514,,,,,0,,,
626,06-D-49-04,Kri-D-49-Nandigama,Thotaravulapadu,23.8769728855,0,11.7361392149,0,,,,,0,,,
627,06-D-49-04,Kri-D-49-Nandigama,Chintalapadu,278.0250910563,0,15.7830837718,0,,,,,0,,,
628,06-D-49-04,Kri-D-49-Nandigama,Eturu,47.7539457709,0,17.4018615945,0,,,,,0,,,
629,06-D-49-04,Kri-D-49-Nandigama,Gandepalli,52.6102792392,4.0469445569,80.9388911372,30.3520841764,,,,,0,,,
630,06-D-49-04,Kri-D-49-Nandigama,Keesara,0,0,0,0,,,,,,,,
631,06-D-49-04,Kri-D-49-Nandigama,Saidapuram,0,0,0,0,,,,,,,,
632,06-D-49-04,Kri-D-49-Nandigama,Pendyala,0,0,26.31,0,,,,,0,,,
633,06-D-49-04,Kri-D-49-Nandigama,Vemulapalli,12.14,0,0,0,,,,,0,,,
634,06-D-49-04,Kri-D-49-Nandigama,S.Amaravaram,58.6806960745,0,20.2347227843,0,,,,,0,,,
635,06-D-49-04,Kri-D-49-Nandigama,Moguluru,10.1173613921,0,0,0,,,,,0,,,
636,06-D-49-04,Kri-D-49-Nandigama,Munnaluru,50.5868069607,0,0,0,,,,,0,,,
637,06-D-51-19,Kri-D-51-Chandarlapadu,Vedadri,10.1173613921,0,6.0704168353,0,,,,,0,,,
638,06-D-51-19,Kri-D-51-Chandarlapadu,Peddavaram,101.9830028329,21.0441116957,19.4253338729,19.4253338729,,,,,,,,
639,06-D-51-19,Kri-D-51-Chandarlapadu,Katrenipalli,0,0,0,0,,,,,,,,
640,06-D-51-19,Kri-D-51-Chandarlapadu,Gudimetla,152.9745042493,0,41.6835289357,0,,,,,0,,,
641,06-D-51-19,Kri-D-51-Chandarlapadu,Brahma botlapalem,0,0,0,0,,,,,,,,
642,06-D-51-19,Kri-D-51-Chandarlapadu,Konayapalem,0,0,0,0,,,,,,,,
643,06-D-51-19,Kri-D-51-Chandarlapadu,Gudimetlapalem,0,0,0,0,,,,,,,,
644,06-D-51-19,Kri-D-51-Chandarlapadu,Bobbillapadu,0,0,0,0,,,,,,,,
645,06-D-51-19,Kri-D-51-Chandarlapadu,Chandarlapadu ,0,0,0,0,,,,,,,,
646,06-D-51-19,Kri-D-51-Chandarlapadu,Patempadu,0,0,0,0,,,,,,,,
647,06-D-51-19,Kri-D-51-Chandarlapadu,Kasarabada,6.8798057467,0,8.9032780251,0,,,,,0,,,
648,06-D-51-19,Kri-D-51-Chandarlapadu,Ustepalli,67.9886685552,0,25.4957507082,0,,,,,0,,,
649,06-D-51-19,Kri-D-51-Chandarlapadu,Pokkunuru,61.91825172,0,132.3350870093,0,,,,,0,,,
650,06-D-51-19,Kri-D-51-Chandarlapadu,Kodavatikallu,22.6628895184,0,221.3678672602,0,,,,,0,,,
651,06-D-51-19,Kri-D-51-Chandarlapadu,Veladikothapalem,53.8243626062,23.4722784298,34.803723189,11.3314447592,,,,,0,,,
652,06-D-51-19,Kri-D-51-Chandarlapadu,Punnavalli,38.8506677459,0,55.0384459733,0,,,,,0,,,
653,06-D-51-19,Kri-D-51-Chandarlapadu,Popuru,51.3961958721,0,39.2553622015,10.5220558478,,,,,0,,,
654,06-D-51-19,Kri-D-51-Chandarlapadu,Vipareetalapadu,33.5896398219,0,17.4018615945,0,,,,,0,,,
655,06-D-49-02,Kri-D-49-Nemali,Ummadidevarapalli,44.5163901255,0.00001,0.000001,0.000001,,,,,,,,
656,06-D-49-02,Kri-D-49-Nemali,Nemali,89.0327802509,0,0,0,,,,,,,,
657,06-D-49-02,Kri-D-49-Nemali,Konijerla,0,0,0,0,,,,,,,,
658,06-D-49-04,Kri-D-49-Utukuru,Utukuru,0,0,0,0,,,,,,,,
659,06-D-49-04,Kri-D-49-Utukuru,Dundiralapadu,0,0.000001,0.0000001,0.00000001,,,,,,,,
660,06-D-49-04,Kri-D-49-Utukuru,Penugolenu,0,0,0,0,,,,,,,,
661,06-D-49-04,Kri-D-49-Utukuru,Tunikipadu,0,0,0,0,,,,,,,,
662,06-D-49-04,Kri-D-49-Utukuru,Rajavaram,0,0,0,0,,,,,,,,
663,06-D-49-07,Kri-D-49-Talluru,Kakaravai,0.000001,0.000001,0.000001,0.000001,,,,,,,,
664,06-D-49-07,Kri-D-49-Talluru,Machinenipalem,0,0,0,0,,,,,,,,
665,06-D-49-07,Kri-D-49-Talluru,Talluru,0,0,0,0,,,,,,,,
666,06-D-49-07,Kri-D-49-Talluru,Vemulanarva,0,0,0,0,,,,,,,,
667,06-D-49-10,Kri-D-49-K.Atmakuru,K.Atmakuru,187.7782274383,14.9736948604,32.7802509106,12.950222582,,,,,0,,,
668,06-D-49-10,Kri-D-49-K.Atmakuru,Jonnalagadda,0,0,60.7041683529,0,,,,,0,,,
669,06-D-49-10,Kri-D-49-K.Atmakuru,V.Annavaram,40.4694455686,0,0,0,,,,,0,,,
670,06-D-49-05,Kri-D-49-Veerulapadu,Torragudipadu,0,0,0,0,,,,,,,,
671,06-D-49-05,Kri-D-49-Veerulapadu,Damuluru,0,0,0,0,,,,,,,,
672,06-D-49-05,Kri-D-49-Veerulapadu,Somavaram,0,0,0,0,,,,,,,,
673,06-D-49-05,Kri-D-49-Veerulapadu,Rudravaram,62.7276406313,5.2610279239,8.9032780251,0,,,,,0,,,
674,06-D-49-05,Kri-D-49-Veerulapadu,Gollamudi,219.7490894375,86.1999190611,14.164305949,40.4694455686,,,,,0,,,
675,06-D-49-05,Kri-D-49-Veerulapadu,Raghavapuram,305.9490084986,56.657223796,6.475111291,6.0704168353,,,,,0,,,
676,06-D-49-05,Kri-D-49-Veerulapadu,Pallempalli,20.2347227843,0,0,0,,,,,0,,,
677,06-D-49-05,Kri-D-49-Veerulapadu,Konatanapalli,60.7041683529,5.2610279239,10.1173613921,10.1173613921,,,,,0,,,
678,06-D-49-05,Kri-D-49-Veerulapadu,Choutapalli,0,0,0,0,,,,,,,,
679,06-D-49-05,Kri-D-49-Veerulapadu,Chattannavaram,0,0,0,0,,,,,,,,
680,06-D-49-05,Kri-D-49-Veerulapadu,Dachavaram,0,0,0,0,,,,,,,,
681,06-D-49-05,Kri-D-49-Veerulapadu,Vellanki,12.1408336706,0,0,0,,,,,0,,,
682,06-D-49-05,Kri-D-49-Veerulapadu,Tatigummi,8.0938891137,0,0,0,,,,,,,,
683,06-D-49-05,Kri-D-49-Veerulapadu,Gokharajupalli,0,0,0,0,,,,,,,,
684,06-D-49-05,Kri-D-49-Veerulapadu,Nandaluru,0,0,0,0,,,,,,,,
685,06-D-49-05,Kri-D-49-Veerulapadu,Bodawada,0,0,0,0,,,,,,,,
686,06-D-49-05,Kri-D-49-Veerulapadu,Lakshmipuram,0,0,0,0,,,,,,,,
687,06-D-49-05,Kri-D-49-Veerulapadu,Jammavaram,0,0,0,0,,,,,,,,
688,06-D-49-01,Kri-D-49-Peddavaram,Akkapalem,0.00000001,0.00000001,0.00000001,0.00000001,,,,,,,,
689,06-D-49-01,Kri-D-49-Peddavaram,Chintalapadu,0,0,0,0,,,,,,,,
690,06-D-49-01,Kri-D-49-Peddavaram,Erramadu,0,0,0,0,,,,,,,,
691,06-D-49-01,Kri-D-49-Peddavaram,Mustikuntla,0,0,0,0,,,,,,,,
692,06-D-49-01,Kri-D-49-Peddavaram,Munukulla,0,0,0,0,,,,,,,,
693,06-D-49-01,Kri-D-49-Peddavaram,Peddavaram,0,0,0,0,,,,,,,,
694,06-D-49-01,Kri-D-49-Peddavaram,Vamakuntla,0,0,0,0,,,,,,,,
695,06-D-49-01,Kri-D-49-Peddavaram,Vavilala,0,0,0,0,,,,,,,,
696,06-D-49-08,Kri-D-49-Tiruvuru,Tiruvuru,0.00000001,0.00000001,0.00000001,0.00000001,,,,,,,,
697,06-D-49-08,Kri-D-49-Tiruvuru,Chittela,0,0,0,0,,,,,,,,
698,06-D-49-08,Kri-D-49-Tiruvuru,Kokilampadu,0,0,0,0,,,,,,,,
699,06-D-49-08,Kri-D-49-Tiruvuru,Anjaneyapuram,0,0,0,0,,,,,,,,
700,06-D-49-08,Kri-D-49-Tiruvuru,Lakshmipuram,0,0,0,0,,,,,,,,
701,06-D-49-08,Kri-D-49-Tiruvuru,Rolupadi,0,0,0,0,,,,,,,,
702,06-D-49-09,Kri-D-49-A.Konduru,Vallampatla,0.000001,0.00000001,0.00000001,0.00000001,,,,,,,,
703,06-D-49-09,Kri-D-49-A.Konduru,Marepalli,0,0,0,0,,,,,,,,
704,06-D-49-09,Kri-D-49-A.Konduru,Polisettipadu,0,0,0,0,,,,,,,,
705,06-D-49-09,Kri-D-49-A.Konduru,Mallela,0,0,0,0,,,,,,,,
706,06-D-49-09,Kri-D-49-A.Konduru,Vemireddipalli,0,0,0,0,,,,,,,,
707,06-D-49-10,Kri-D-49-A.Konduru,Ramannapalem,0,0,0,0,,,,,,,,
708,06-D-49-11,Kri-D-49-Vissannapeta,Kambhampadu,0,0,0.000001,0.000001,,,,,,,,
709,06-D-49-11,Kri-D-49-Vissannapeta,Atlapragada,0,0,0,0,,,,,,,,
710,06-D-49-11,Kri-D-49-Vissannapeta,A.Konduru,0,0,0,0,,,,,,,,
711,06-D-49-11,Kri-D-49-Vissannapeta,Kummarikuntla,0,0,0,0,,,,,,,,
712,06-D-49-11,Kri-D-49-Vissannapeta,Repudi,0,0,0,0,,,,,,,,
713,06-D-49-11,Kri-D-49-Vissannapeta,Gollamandala,0,0,0,0,,,,,,,,
714,06-D-49-11,Kri-D-49-Vissannapeta,Koduru,0,0,0,0,,,,,,,,
715,06-D-49-11,Kri-D-49-Vissannapeta,Tatakuntla,0,0,0,0,,,,,,,,
716,06-D-49-11,Kri-D-49-Vissannapeta,Telladevarapalli,11.33,0,0,0,,,,,0,,,
717,06-D-49-11,Kri-D-49-Vissannapeta,Vissannapeta,0,0,0,0,,,,,,,,
718,06-D-49-11,Kri-D-49-Vissannapeta,Chandrupatla,0,0,0,0,,,,,,,,
719,06-D-49-11,Kri-D-49-Vissannapeta,Narsapuram,0,0,0,0,,,,,,,,
720,06-D-49-11,Kri-D-49-Vissannapeta,Putrela,0,0,0,0,,,,,,,,
721,06-D-49-11,Kri-D-49-Vissannapeta,Kalagara,0,0,0,0,,,,,,,,
722,06-D-49-11,Kri-D-49-Vissannapeta,Korlamanda,0,0,0,0,,,,,,,,
723,06-D-49-11,Kri-D-49-Vissannapeta,Chanubanda,36.42,0,0,0,,,,,,,,
724,06-D-49-11,Kri-D-49-Vissannapeta,Krishnaraopalem,0,8.9,0,0,,,,,,,,
725,06-D-49-11,Kri-D-49-Vissannapeta,Kanumuru,80.94,0,0,0,,,,,0,,,
726,06-D-49-11,Kri-D-49-Vissannapeta,Muchinapalli,0,161.88,0,0,,,,,0,,,
727,06-D-49-11,Kri-D-49-Vissannapeta,Ganugapadu,0,0,0,0,,,,,,,,
728,06-D-49-07,Kri-D-49-Gampalagudem,Gampalagudem,34.3990287333,0.00001,0.000001,0.000001,,,,,0,,,
729,06-D-49-07,Kri-D-49-Gampalagudem,Arlapadu,0,0,0,0,,,,,,,,
730,06-D-49-07,Kri-D-49-Gampalagudem,Chennavaram,0,0,0,0,,,,,,,,
731,06-D-49-07,Kri-D-49-Gampalagudem,Gosaveedu,19.8300283286,0,0,0,,,,,0,,,
732,06-D-49-07,Kri-D-49-Gampalagudem,Kothapalli,0,0,0,0,,,,,,,,
733,06-D-49-07,Kri-D-49-Gampalagudem,Lingala,0,0,0,0,,,,,,,,
734,06-D-49-07,Kri-D-49-Gampalagudem,Meduru,0,0,0,0,,,,,,,,
735,06-D-49-07,Kri-D-49-Gampalagudem,Pedakomira,0,0,0,0,,,,,,,,
736,06-D-49-07,Kri-D-49-Gampalagudem,Vinagadapa,0,0,0,0,,,,,,,,
737,06-D-49-07,Kri-D-49-Gampalagudem,Narikampadu,0,0,0,0,,,,,,,,
738,06-D-49-07,Kri-D-49-Gampalagudem,Anumullanka,0,0,0,0,,,,,,,,
739,06-D-49-07,Kri-D-49-Gampalagudem,Gullapudi,0,0,0,0,,,,,,,,
740,06-D-49-03,Kri-D-49-Jayanthi,Veerullapadu,0,0.00000001,0.00000001,0.00000001,,,,,,,,
741,06-D-49-03,Kri-D-49-Jayanthi,Jayanthi,0,0,0,0,,,,,,,,
742,06-D-49-03,Kri-D-49-Jayanthi,Dodda Devarapadu,60.7,0,0,0,,,,,0,,,
743,06-D-49-03,Kri-D-49-Jayanthi,Ramapuram,0,0,0,0,,,,,,,,
744,06-D-51-18,Kri-D-51-Kanchikacherla ,Peddapuram,10.1173613921,0,0,0,,,,,0,,,
745,06-D-51-18,Kri-D-51-Kanchikacherla ,G.Madhavaram,0,0,0,0,,,,,,,,
746,06-D-51-18,Kri-D-51-Kanchikacherla ,Thimmapuram,0,0,0,0,,,,,,,,
747,06-D-51-18,Kri-D-51-Kanchikacherla ,Alluru,0,0,0,0,,,,,,,,
748,06-D-51-18,Kri-D-51-Kanchikacherla ,Chennaraopalem,0,0,0,0,,,,,,,,
749,06-D-51-18,Kri-D-51-Kanchikacherla ,Jujjuru,0,0,0,0,,,,,,,,
750,06-D-51-18,Kri-D-51-Kanchikacherla ,N.R.Palem,0,0,0,0,,,,,,,,
751,06-D-51-18,Kri-D-51-Kanchikacherla ,Jaganadhapuram,0,0,0,0,,,,,,,,
752,06-D-51-18,Kri-D-51-Kanchikacherla ,Ponnavaram,0,0,0,0,,,,,,,,
753,06-D-51-18,Kri-D-51-Kanchikacherla ,Peerakalapadu,0,0,0,0,,,,,,,,
754,06-D-51-18,Kri-D-51-Kanchikacherla ,Gottumukkala,0,0,0,0,,,,,,,,
755,06-D-51-18,Kri-D-51-Kanchikacherla ,Kanchikacherla,9.3079724808,0,0,0,,,,,0,,,
756,06-D-51-18,Kri-D-51-Kanchikacherla ,Paritala,20.2347227843,0,0,0,,,,,0,,,
757,06-D-51-18,Kri-D-51-Kanchikacherla ,Bathinapadu,0,0,0,0,,,,,,,,
758,06-D-51-18,Kri-D-51-Kanchikacherla ,Chevitikallu,62.7276406313,0,20.2347227843,0,,,,,0,,,
759,06-D-51-18,Kri-D-51-Kanchikacherla ,Kunikanapadu,33.1849453662,0,6.0704168353,0,,,,,0,,,
760,06-D-51-18,Kri-D-51-Kanchikacherla ,Ghani Atkur,0,0,4.0469445569,0,,,,,0,,,
761,06-D-51-18,Kri-D-51-Kanchikacherla ,Damuluru,0,0,0,0,,,,,,,,
762,06-D-51-18,Kri-D-51-Kanchikacherla ,Chilukuru,0,0,0,0,,,,,,,,
763,06-D-51-18,Kri-D-51-Kanchikacherla ,Ketanakonda,0,0,0,0,,,,,,,,
764,06-D-51-18,Kri-D-51-Kanchikacherla ,Kachavaram,8.0938891137,0,0,0,,,,,0,,,
765,06-D-51-18,Kri-D-51-Kanchikacherla ,Kotikalapudi,0,0,0,0,,,,,,,,
766,06-D-51-18,Kri-D-51-Kanchikacherla ,Mulapadu,12.950222582,8.0938891137,0,0,,,,,0,,,
767,06-D-51-18,Kri-D-51-Kanchikacherla ,Jupudi,101.1736139215,16.1877782274,0,36.4225010117,,,,,0,,,
768,06-D-51-18,Kri-D-51-Kanchikacherla ,Ibrahimpatnam,141.6430594901,28.328611898,0,26.3051396196,,,,,0,,,
769,06-D-51-18,Kri-D-51-Kanchikacherla ,Z.N.Pothavaram,0,0,0,0,,,,,,,,
770,06-D-51-18,Kri-D-51-Kanchikacherla ,Trilochanapuram,40.4694455686,20.2347227843,0,8.0938891137,,,,,0,,,
771,06-D-51-18,Kri-D-51-Kanchikacherla ,Jamimachavaram,0,0,0,0,,,,,,,,
772,06-D-51-18,Kri-D-51-Kanchikacherla ,Navepothavaram,0,0,0,0,,,,,,,,
773,06-I-40-12,Kri-I-40-Chatrai,Somavaram,175.6373937677,0,0.000000001,0.000000001,,,,,,,,
774,06-I-40-12,Kri-I-40-Chatrai,Kothagudem,0,0,0,0,,,,,,,,
775,06-I-40-12,Kri-I-40-Chatrai,Tummagudem,87.0093079725,0,0,0,,,,,,,,
776,06-I-40-12,Kri-I-40-Chatrai,Chittapur,16.1877782274,0,0,0,,,,,,,,
777,06-I-40-12,Kri-I-40-Chatrai,Arugolanupeta,36.4225010117,0,0,0,,,,,,,,
778,06-I-40-12,Kri-I-40-Chatrai,Janardhanavaram,0,0,0,0,,,,,,,,
779,06-I-40-12,Kri-I-40-Chatrai,Chatrai,216.511533792,101.1736139215,0,0,,,,,,,,
780,06-I-40-12,Kri-I-40-Chatrai,Polavaram,335.8963982193,80.9388911372,0,0,,,,,,,,
781,06-I-40-12,Kri-I-40-Chatrai,Buruggudem,0,0,0,0,,,,,,,,
782,06-I-40-12,Kri-I-40-Chatrai,Parvathapuram,0,0,0,0,,,,,,,,
783,06-I-40-12,Kri-I-40-Chatrai,Chinnampeta,0,0,0,0,,,,,,,,
784,06-I-40-12,Kri-I-40-Chatrai,Kotapadu,0,0,0,0,,,,,,,,
785,06-I-40-12,Kri-I-40-Chatrai,Mankollu,99.1501416431,84.9858356941,0,0,,,,,,,,
