S.No,Watershed code,Watershed Name,Village Name,command area,,,,Non command area,,,,Poor GW quality area,,,
,,,,Paddy,,Non-paddy,,Paddy,,Non-paddy,,Paddy,,Non-paddy,
,,,,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi,Kharif,Rabi
256,06-I-52-48,Avanigadda,South Chiruvolulanka,50.59,0,0,0,,,,,,,,
257,06-I-52-25,Kri-I-52-Nandiwada,Oddulameraka,101.98,0,0,0,,,,,,,,
258,06-I-52-25,Kri-I-52-Nandiwada,Aripirala,541.08,0,0,0,,,,,,,,
259,06-I-52-25,Kri-I-52-Nandiwada,Ramapuram,186.56,0,0,0,,,,,,,,
260,06-I-52-25,Kri-I-52-Nandiwada,Kudaravalli,162.69,14.16,0,0,,,,,,,,
261,06-I-52-25,Kri-I-52-Nandiwada,Pedaverivada,227.03,0,0,0,,,,,,,,
262,06-I-52-25,Kri-I-52-Nandiwada,Thummalapalli,587.21,0,0,0,,,,,,,,
263,06-I-52-25,Kri-I-52-Nandiwada,Nandivada,680.29,0,0,0,,,,,,,,
264,06-I-52-25,Kri-I-52-Nandiwada,Vennanapudi,57.47,0,0,0,,,,,,,,
265,06-I-52-25,Kri-I-52-Nandiwada,Srinivasapuram,121,0,0,0,,,,,,,,
266,06-I-52-25,Kri-I-52-Nandiwada,Nuthalapadu,292.19,0,0,0,,,,,,,,
267,06-I-52-25,Kri-I-52-Nandiwada,Janardhanapuram,232.7,0,0,0,,,,,,,,
268,06-I-52-25,Kri-I-52-Nandiwada,Thamirisa,991.1,0,0,0,,,,,,,,
269,06-I-52-25,Kri-I-52-Nandiwada,Dandiganapudi,12.14,0,0,0,,,,,,,,
270,06-I-52-25,Kri-I-52-Nandiwada,Gandepudi,0,0,0,0,,,,,,,,
271,06-I-52-25,Kri-I-52-Nandiwada,Amanapudi,0,0,0,0,,,,,,,,
272,06-I-52-25,Kri-I-52-Nandiwada,Ilaparru,11.33,56.66,0,0,,,,,,,,
273,06-I-52-25,Kri-I-52-Nandiwada,Polukonda,27.52,0,0,0,,,,,,,,
274,06-I-52-25,Kri-I-52-Nandiwada,Rudrapaka,10.12,0,0,0,,,,,,,,
275,06-I-52-25,Kri-I-52-Nandiwada,Chadurtipadu,277.62,0,0,0,,,,,,,,
276,06-I-52-25,Kri-I-52-Nandiwada,Pedalingala,192.63,0,0,0,,,,,,,,
277,06-I-52-25,Kri-I-52-Nandiwada,Chinalingala,343.18,0,0,0,,,,,,,,
278,06-I-52-25,Kri-I-52-Nandiwada,Puttagunta,144.48,0,0,0,,,,,,,,
279,06-I-52-26,Kri-I-52-Mandavalli,Mandavalli,275.19,0,0,0,,,,,,,,
280,06-I-52-26,Kri-I-52-Mandavalli,Appapuram,20.64,0,0,0,,,,,,,,
281,06-I-52-26,Kri-I-52-Mandavalli,Sobhanadripuram,0,0,0,0,,,,,,,,
282,06-I-52-26,Kri-I-52-Mandavalli,Bhairavapatnam,0,0,0,0,,,,,,,,
283,06-I-52-26,Kri-I-52-Mandavalli,Lokamudi,10.52,0,0,0,,,,,,,,
284,06-I-52-26,Kri-I-52-Mandavalli,Chavalipadu,20.23,0,0,0,,,,,,,,
285,06-I-52-26,Kri-I-52-Mandavalli,Ayyavarirudravaram,465.4,0,0,0,,,,,,,,
286,06-I-52-26,Kri-I-52-Mandavalli,Chintapadu,0,0,0,0,,,,,,,,
287,06-I-52-26,Kri-I-52-Mandavalli,Dayyampadu,0,0,0,0,,,,,,,,
288,06-I-52-26,Kri-I-52-Mandavalli,Pillipadu,0,0,0,0,,,,,,,,
289,06-I-52-26,Kri-I-52-Mandavalli,Pulaparru,0,0,0,0,,,,,,,,
290,06-I-52-26,Kri-I-52-Mandavalli,Kovvadalanka,0,0,0,0,,,,,,,,
291,06-I-52-26,Kri-I-52-Mandavalli,Munuguru,0,0,0,0,,,,,,,,
292,06-I-52-26,Kri-I-52-Mandavalli,Nutchimilli,0,0,0,0,,,,,,,,
293,06-I-52-26,Kri-I-52-Mandavalli,Ingilipakalanka,0,0,0,0,,,,,,,,
294,06-I-52-26,Kri-I-52-Mandavalli,Nandigamalanka,0,0,0,0,,,,,,,,
295,06-I-52-26,Kri-I-52-Mandavalli,Penumakalanka,0,0,0,0,,,,,,,,
296,06-I-52-26,Kri-I-52-Mandavalli,Mokasakalavapudi,67.18,0,0,0,,,,,,,,
297,06-I-52-26,Kri-I-52-Mandavalli,Gannavaram,125.86,0,0,0,,,,,,,,
298,06-I-52-26,Kri-I-52-Mandavalli,Mudutallapadu,26.71,0,0,0,,,,,,,,
299,06-I-52-26,Kri-I-52-Mandavalli,Takkellapadu,0,0,0,0,,,,,,,,
300,06-I-52-26,Kri-I-52-Mandavalli,Prathipadu,0,0,0,0,,,,,,,,
301,06-I-52-26,Kri-I-52-Mandavalli,Singanapudi,125.05,0,0,0,,,,,,,,
302,06-I-52-26,Kri-I-52-Mandavalli,Unikili,0,0,0,0,,,,,,,,
303,06-I-52-26,Kri-I-52-Mandavalli,Putlacheruvu,123.43,0,0,0,,,,,,,,
304,06-I-52-26,Kri-I-52-Mandavalli,Pasalapudi,188.59,0,0,0,,,,,,,,
305,06-I-52-26,Kri-I-52-Mandavalli,Chintalapudi,52.61,0,0,0,,,,,,,,
306,06-I-52-26,Kri-I-52-Mandavalli,Lellapudi,37.64,0,0,0,,,,,,,,
307,06-I-52-26,Kri-I-52-Mandavalli,Lingala,383.65,0,0,0,,,,,,,,
308,06-I-52-26,Kri-I-52-Mandavalli,Kanukollu,721.97,0,0,0,,,,,,,,
309,06-I-52-26,Kri-I-52-Mandavalli,Perikigudem,895.18,0,0,0,,,,,,,,
310,06-I-52-27,Kri-I-52-Kaikaluru,Kolletikota,0,0,0,0,,,,,,,,
311,06-I-52-27,Kri-I-52-Kaikaluru,Kottada,7.69,16.19,0,0,,,,,,,,
312,06-I-52-27,Kri-I-52-Kaikaluru,Penchikalamarru,0,0,0,0,,,,,,,,
313,06-I-52-27,Kri-I-52-Kaikaluru,Pallevada,45.73,0,0,0,,,,,,,,
314,06-I-52-27,Kri-I-52-Kaikaluru,Bhujabalapatnam,0,0,0,0,,,,,,,,
315,06-I-52-27,Kri-I-52-Kaikaluru,Singapuram,4.05,0,0,0,,,,,,,,
316,06-I-52-27,Kri-I-52-Kaikaluru,Gonepadu,32.38,0,0,0,,,,,,,,
317,06-I-52-27,Kri-I-52-Kaikaluru,Atapaka,0,0,0,0,,,,,,,,
318,06-I-52-27,Kri-I-52-Kaikaluru,Kaikaluru,8.9,0,0,0,,,,,,,,
319,06-I-52-27,Kri-I-52-Kaikaluru,Achavaram,84.58,0,0,0,,,,,,,,
320,06-I-52-27,Kri-I-52-Kaikaluru,Vinjaram,63.94,0,0,0,,,,,,,,
321,06-I-52-27,Kri-I-52-Kaikaluru,Syamalambhapuram,37.64,0,0,0,,,,,,,,
322,06-I-52-27,Kri-I-52-Kaikaluru,Thamarakollu,354.92,0,0,0,,,,,,,,
323,06-I-52-27,Kri-I-52-Kaikaluru,Gopavaram,272.76,0,0,0,,,,,,,,
324,06-I-52-27,Kri-I-52-Kaikaluru,Rachapatnam,253.74,0,0,0,,,,,,,,
325,06-I-52-27,Kri-I-52-Kaikaluru,Varahapatnam,255.36,0,0,0,,,,,,,,
326,06-I-52-27,Kri-I-52-Kaikaluru,Vadarlapadu,153.78,0,0,0,,,,,,,,
327,06-I-52-27,Kri-I-52-Kaikaluru,Seethanapalli,83.77,0,0,0,,,,,,,,
328,06-I-52-27,Kri-I-52-Kaikaluru,Doddipatla,27.52,0,0,0,,,,,,,,
329,06-I-52-27,Kri-I-52-Kaikaluru,Ramavaram,0,0,0,0,,,,,,,,
330,06-I-52-27,Kri-I-52-Kaikaluru,Alapadu,0,0,0,0,,,,,,,,
331,06-I-52-27,Kri-I-52-Kaikaluru,Someswaram,4.86,0,0,0,,,,,,,,
332,06-I-52-27,Kri-I-52-Kaikaluru,Vemavarappadu,290.17,0,0,0,,,,,,,,
333,06-I-52-28,Kri-I-52-Kalidindi,Kalidindi,236.75,0,0,0,,,,,,,,
334,06-I-52-28,Kri-I-52-Kalidindi,Tadinada,42.9,0,0,0,,,,,,,,
335,06-I-52-28,Kri-I-52-Kalidindi,Konduru,0,0,0,0,,,,,,,,
336,06-I-52-28,Kri-I-52-Kalidindi,Kollapalem,0,0,0,0,,,,,,,,
337,06-I-52-28,Kri-I-52-Kalidindi,Pothumarru,212.46,0,0,0,,,,,,,,
338,06-I-52-28,Kri-I-52-Kalidindi,Venkatapuram,641.85,0,0,0,,,,,,,,
339,06-I-52-28,Kri-I-52-Kalidindi,Amaravathi,663.7,2.02,0,0,,,,,,,,
340,06-I-52-28,Kri-I-52-Kalidindi,Kondangi,145.29,0,0,0,,,,,,,,
341,06-I-52-28,Kri-I-52-Kalidindi,Mattagunta,65.16,0,0,0,,,,,,,,
342,06-I-52-28,Kri-I-52-Kalidindi,Pedalanka,1101.98,6.07,0,0,,,,,,,,
343,06-I-52-28,Kri-I-52-Kalidindi,Sanarudravaram,34.4,2.02,0,0,,,,,,,,
344,06-I-52-28,Kri-I-52-Kalidindi,Avakuru,360.18,18.21,0,0,,,,,,,,
345,06-I-52-28,Kri-I-52-Kalidindi,Korukollu,0,0,0,0,,,,,,,,
346,06-I-52-28,Kri-I-52-Kalidindi,Kocherla,26.31,0,0,0,,,,,,,,
347,06-I-52-2,Kri-I-52-Kalidindi,Resseve forest area,,,,,,,,,,,,
348,06-I-52-29,Kri-I-52-Kruthivennu,Kruthivennu,832.46,0,3.24,0,,,,,,,,
349,06-I-52-29,Kri-I-52-Kruthivennu,Komallapudi,370.3,0,2.02,0,,,,,,,,
350,06-I-52-29,Kri-I-52-Kruthivennu,Endepalli,200.73,0,2.43,0,,,,,,,,
351,06-I-52-29,Kri-I-52-Kruthivennu,Cherukumilli,479.16,0,2.02,0,,,,,,,,
352,06-I-52-29,Kri-I-52-Kruthivennu,Neelipudi,348.04,0,2.43,0,,,,,,,,
353,06-I-52-29,Kri-I-52-Kruthivennu,Munipeda,275.19,0,3.24,0,,,,,,,,
354,06-I-52-29,Kri-I-52-Kruthivennu,Matlam,52.61,0,0.81,0,,,,,,,,
355,06-I-52-29,Kri-I-52-Kruthivennu,Garsapudi,160.26,0,0,0,,,,,,,,
356,06-I-52-29,Kri-I-52-Kruthivennu,Chandala,105.22,0,0,0,,,,,,,,
357,06-I-52-29,Kri-I-52-Kruthivennu,Tadivennu,83.37,0,0,0,,,,,,,,
358,06-I-52-29,Kri-I-52-Kruthivennu,Lakshmipuram,60.7,0,0,0,,,,,,,,
359,06-I-52-29,Kri-I-52-Kruthivennu,Chinagollapalem,10.12,0,0,0,,,,,,,,
360,06-I-52-29,Kri-I-52-Kruthivennu,Nidamarru,37.23,0,0,0,,,,,,,,
361,06-I-52-29,Kri-I-52-Kruthivennu,Entheru,20.23,0,0,0,,,,,,,,
362,06-I-52-29,Kri-I-52-Kruthivennu,Chinapandrika,673.41,0,2.43,0,,,,,,,,
363,06-I-52-29,Kri-I-52-Kruthivennu,Reserve forest area,,,,,,,,,,,,
364,06-I-52-30,Kri-I-52-Bantumilli,Pedathumidi,1091.87,0,0,0,,,,,,,,
365,06-I-52-30,Kri-I-52-Bantumilli,Kanchadam,488.47,0,0,0,,,,,,,,
366,06-I-52-30,Kri-I-52-Bantumilli,Arthamuru,1020.64,0,0,0,,,,,,,,
367,06-I-52-30,Kri-I-52-Bantumilli,Satuluru,400.24,0,0,0,,,,,,,,
368,06-I-52-30,Kri-I-52-Bantumilli,Barripadu,126.67,0,0,0,,,,,,,,
369,06-I-52-30,Kri-I-52-Bantumilli,Munjuluru,625.25,0,0,0,,,,,,,,
370,06-I-52-30,Kri-I-52-Bantumilli,Chinathumidi,321.73,0,0,0,,,,,,,,
371,06-I-52-30,Kri-I-52-Bantumilli,Amudalapalli,283.29,0,0,0,,,,,,,,
372,06-I-52-30,Kri-I-52-Bantumilli,Maddetipalli,98.75,0,0,0,,,,,,,,
373,06-I-52-30,Kri-I-52-Bantumilli,Ramavarapumudi,112.1,0,0,0,,,,,,,,
374,06-I-52-30,Kri-I-52-Bantumilli,Mulaparru,767.3,0,0,0,,,,,,,,
375,06-I-52-30,Kri-I-52-Bantumilli,Chorampudi,144.07,0,0,0,,,,,,,,
376,06-I-52-30,Kri-I-52-Bantumilli,Bantumilli,252.53,0,0,0,,,,,,,,
377,06-I-52-30,Kri-I-52-Bantumilli,Manimeswaram,266.29,0,0,0,,,,,,,,
378,06-I-52-30,Kri-I-52-Bantumilli,Korlapadu,102.39,0,0,0,,,,,,,,
379,06-I-52-30,Kri-I-52-Bantumilli,Malleswaram,248.08,0,0,0,,,,,,,,
380,06-I-52-30,Kri-I-52-Bantumilli,Narayanapuram,257.39,0,0,0,,,,,,,,
381,06-I-52-30,Kri-I-52-Bantumilli,Pedapandraka,237.96,0,0,0,,,,,,,,
382,06-I-52-30,Kri-I-52-Bantumilli,Penduru,389.32,0,0,0,,,,,,,,
383,06-I-52-31,Kri-I-52-Mudinepalli,Mudinepalli,343.99,0,0,0,,,,,,,,
384,06-I-52-31,Kri-I-52-Mudinepalli,Guraja,360.18,0,0,0,,,,,,,,
385,06-I-52-31,Kri-I-52-Mudinepalli,Chevuru,667.75,0,0,0,,,,,,,,
386,06-I-52-31,Kri-I-52-Mudinepalli,Kakaravada,214.49,0,0,0,,,,,,,,
387,06-I-52-31,Kri-I-52-Mudinepalli,Vadali,363.42,0,0,0,,,,,,,,
388,06-I-52-31,Kri-I-52-Mudinepalli,Komarru,97.13,0,0,0,,,,,,,,
389,06-I-52-31,Kri-I-52-Mudinepalli,Pedakamanapudi,166.33,0,0,4.05,,,,,,,,
390,06-I-52-31,Kri-I-52-Mudinepalli,Chinakamanapudi,97.53,0,0,28.33,,,,,,,,
391,06-I-52-31,Kri-I-52-Mudinepalli,Dakaram,324.56,0,0,0,,,,,,,,
392,06-I-52-31,Kri-I-52-Mudinepalli,Peyyeru,463.38,0,0,0,,,,,,,,
393,06-I-52-31,Kri-I-52-Mudinepalli,Peruru,363.42,0,0,0,,,,,,,,
394,06-I-52-31,Kri-I-52-Mudinepalli,Koduru,383.25,0,0,0,,,,,,,,
395,06-I-52-31,Kri-I-52-Mudinepalli,Chinapalaparru,576.28,0,0,0,,,,,,,,
396,06-I-52-31,Kri-I-52-Mudinepalli,Devaram,203.56,0,0,0,,,,,,,,
397,06-I-52-31,Kri-I-52-Mudinepalli,Madhavaram,41.68,0,0,0,,,,,,,,
398,06-I-52-31,Kri-I-52-Mudinepalli,Singarayapalem,112.1,0,0,31.57,,,,,,,,
399,06-I-52-31,Kri-I-52-Mudinepalli,Pedagonnuru,804.94,0,0,121.41,,,,,,,,
400,06-I-52-31,Kri-I-52-Mudinepalli,Gokinampadu,30.76,0,0,26.71,,,,,,,,
401,06-I-52-31,Kri-I-52-Mudinepalli,Devarapudi,189.8,0,0,0,,,,,,,,
402,06-I-52-31,Kri-I-52-Mudinepalli,Prodduvaka,335.09,0,0,0,,,,,,,,
403,06-I-52-31,Kri-I-52-Mudinepalli,Korraguntapalem,287.74,0,0,20.23,,,,,,,,
404,06-I-52-31,Kri-I-52-Mudinepalli,Edapalli,97.13,0,0,24.28,,,,,,,,
405,06-I-52-31,Kri-I-52-Mudinepalli,Alluru,125.86,0,0,6.07,,,,,,,,
406,06-I-52-31,Kri-I-52-Mudinepalli,Mulakapalli,184.54,0,0,0,,,,,,,,
407,06-I-52-31,Kri-I-52-Mudinepalli,Bommanampadu,612.3,0,0,12.14,,,,,,,,
408,06-I-52-31,Kri-I-52-Mudinepalli,Vadavalli,696.48,0,0,0,,,,,,,,
409,06-I-52-31,Kri-I-52-Mudinepalli,Vanuduru,498.18,0,0,1.62,,,,,,,,
410,06-I-52-31,Kri-I-52-Mudinepalli,Vutukuru,441.12,0,0,0,,,,,,,,
411,06-I-52-31,Kri-I-52-Mudinepalli,Vyavaka,828.81,0,0,0,,,,,,,,
412,06-I-52-31,Kri-I-52-Mudinepalli,Senkarshanapuram,108.05,0,0,0,,,,,,,,
413,06-I-52-31,Kri-I-52-Mudinepalli,Penumalli,222.99,0,0,0,,,,,,,,
414,06-I-52-31,Kri-I-52-Mudinepalli,Chigurukota,226.63,0,1.21,4.05,,,,,,,,
415,06-I-52-32,Kri-I-52-Mudinepalli,Pedapalaparru,641.44,0,0,0,,,,,,,,
416,06-I-52-40,Kri-I-52-Gudlavalleru,Serikalvapudi,415.22,0,0,0,,,,,,,,
417,06-I-52-40,Kri-I-52-Gudlavalleru,Angaluru,973.29,0,0,0,,,,,,,,
418,06-I-52-40,Kri-I-52-Gudlavalleru,Cheruvupalli,187.78,0,0,0,,,,,,,,
419,06-I-52-40,Kri-I-52-Gudlavalleru,Vinnakota,929.58,0,0,0,,,,,,,,
420,06-I-52-40,Kri-I-52-Gudlavalleru,Puritipadu,226.22,0,0,0,,,,,,,,
421,06-I-52-40,Kri-I-52-Gudlavalleru,Chinnagonnuru,215.3,0,0,0,,,,,,,,
422,06-I-52-40,Kri-I-52-Gudlavalleru,Seridaggumilli,445.16,0,0,0,,,,,,,,
423,06-I-52-40,Kri-I-52-Gudlavalleru,Koorada,308.78,0,0,0,,,,,,,,
424,06-I-52-40,Kri-I-52-Gudlavalleru,Chandrala,460.14,0,0,0,,,,,,,,
425,06-I-52-40,Kri-I-52-Gudlavalleru,Gudlavalleru,456.09,0,0,0,,,,,,,,
426,06-I-52-40,Kri-I-52-Gudlavalleru,Vemugunta,63.94,0,0,0,,,,,,,,
427,06-I-52-40,Kri-I-52-Gudlavalleru,Penjendra,561.72,0,0,0,,,,,,,,
428,06-I-52-40,Kri-I-52-Gudlavalleru,Chitram,209.23,0,0,0,,,,,,,,
429,06-I-52-40,Kri-I-52-Gudlavalleru,Mamidikoolla,120.19,0,0,0,,,,,,,,
430,06-I-52-40,Kri-I-52-Gudlavalleru,Dokiparru,1397.41,0,0,0,,,,,,,,
431,06-I-52-40,Kri-I-52-Gudlavalleru,Pesaramilli,87.01,0,0,0,,,,,,,,
432,06-I-52-40,Kri-I-52-Gudlavalleru,Kowtharam,1065.97,0,0,0,,,,,,,,
433,06-I-52-40,Kri-I-52-Gudlavalleru,Vemavarappalem,72.04,0,0,0,,,,,,,,
434,06-I-52-40,Kri-I-52-Gudlavalleru,Vemavaram,144.88,0,0,0,,,,,,,,
435,06-I-52-40,Kri-I-52-Gudlavalleru,Venuthurumilli,220.96,0,0,0,,,,,,,,
436,06-I-52-40,Kri-I-52-Gudlavalleru,Nagavaram,75.68,0,0,0,,,,,,,,
437,06-I-52-40,Kri-I-52-Gudlavalleru,Vulavalapudi,162.28,0,0,0,,,,,,,,
438,06-I-52-40,Kri-I-52-Gudlavalleru,Vadlamannadu,1026.71,0,0,0,,,,,,,,
439,06-I-52-40,Kri-I-52-Gudlavalleru,Gadepudi,100.77,0,0,0,,,,,,,,
440,06-I-52-41,Kri-I-52-Pedana,Pedana,688.79,0,0,0,,,,,,,,
441,06-I-52-41,Kri-I-52-Pedana,Singarayapalem,203.97,0,0,0,,,,,,,,
442,06-I-52-41,Kri-I-52-Pedana,Madaka,235.53,0,0,0,,,,,,,,
443,06-I-52-41,Kri-I-52-Pedana,Balliparru,243.63,0,0,0,,,,,,,,
444,06-I-52-41,Kri-I-52-Pedana,Kakarlamudi,250.1,0,0,0,,,,,,,,
445,06-I-52-41,Kri-I-52-Pedana,Nandamuru,354.11,0,0,0,,,,,,,,
446,06-I-52-41,Kri-I-52-Pedana,Jinjeru,686.77,0,0,0,,,,,,,,
447,06-I-52-41,Kri-I-52-Pedana,Chevendra,711.45,0,0,0,,,,,,,,
448,06-I-52-41,Kri-I-52-Pedana,Koppalli,199.51,0,0,0,,,,,,,,
449,06-I-52-41,Kri-I-52-Pedana,Mutcherla,145.29,0,0,0,,,,,,,,
450,06-I-52-41,Kri-I-52-Pedana,Mutchiligunta,123.03,0,0,0,,,,,,,,
451,06-I-52-41,Kri-I-52-Pedana,Guruvindagunta,209.23,0,0,0,,,,,,,,
452,06-I-52-41,Kri-I-52-Pedana,Kummaragunta,39.26,0,0,0,,,,,,,,
453,06-I-52-41,Kri-I-52-Pedana,Kongamcherla,174.02,0,0,0,,,,,,,,
454,06-I-52-41,Kri-I-52-Pedana,Kavipuram,120.19,0,0,0,,,,,,,,
455,06-I-52-41,Kri-I-52-Pedana,Serivatharlapalli,256.58,0,0,0,,,,,,,,
456,06-I-52-41,Kri-I-52-Pedana,Nandigama,411.98,0,0,0,,,,,,,,
457,06-I-52-41,Kri-I-52-Pedana,Konkepudi,621.61,0,0,0,,,,,,,,
458,06-I-52-41,Kri-I-52-Pedana,Kuduru,293,0,0,0,,,,,,,,
459,06-I-52-41,Kri-I-52-Pedana,Dhirisavalli,144.07,0,0,0,,,,,,,,
460,06-I-52-41,Kri-I-52-Pedana,Nadupuru,382.44,0,0,0,,,,,,,,
461,06-I-52-41,Kri-I-52-Pedana,Chennuru,1270.74,0,0,0,,,,,,,,
462,06-I-52-41,Kri-I-52-Pedana,Vurivi,839.74,0,0,0,,,,,,,,
463,06-I-52-41,Kri-I-52-Pedana,Lankalakalavagunta,571.83,0,0,0,,,,,,,,
464,06-I-52-41,Kri-I-52-Pedana,Kamalapuram,239.58,0,0,0,,,,,,,,
465,06-I-52-41,Kri-I-52-Pedana,Pullapadu,150.14,0,0,0,,,,,,,,
466,06-I-52-41,Kri-I-52-Pedana,Chodavaram,492.11,0,0,0,,,,,,,,
467,06-I-52-41,Kri-I-52-Pedana,Nelakondapalli,83.37,0,0,0,,,,,,,,
468,06-I-52-41,Kri-I-52-Pedana,Penumilli,249.7,0,0,0,,,,,,,,
469,06-I-52-41,Kri-I-52-Pedana,Bahussenpalem,74.87,0,0,0,,,,,,,,
470,06-I-52-41,Kri-I-52-Pedana,Devarapalli,171.19,0,0,0,,,,,,,,
471,06-I-52-42,Kri-I-52-Guduru,Maddipatla,222.58,0,0,0,,,,,,,,
472,06-I-52-42,Kri-I-52-Guduru,Ramannapeta,271.15,0,0,0,,,,,,,,
473,06-I-52-42,Kri-I-52-Guduru,Mukkollu,985.03,0,0,0,,,,,,,,
474,06-I-52-42,Kri-I-52-Guduru,Jakamcharla,155.4,0,0,0,,,,,,,,
475,06-I-52-42,Kri-I-52-Guduru,Kalpatam,165.92,0,0,0,,,,,,,,
476,06-I-52-42,Kri-I-52-Guduru,Gurijepalli,78.11,0,0,0,,,,,,,,
477,06-I-52-42,Kri-I-52-Guduru,Gandram,265.88,0,0,0,,,,,,,,
478,06-I-52-42,Kri-I-52-Guduru,Lellagaruvu,154.19,0,0,0,,,,,,,,
479,06-I-52-42,Kri-I-52-Guduru,Ramanujavarthanapalli,222.58,0,0,0,,,,,,,,
480,06-I-52-42,Kri-I-52-Guduru,Kappaladoddi,200.32,0,0,0,,,,,,,,
481,06-I-52-42,Kri-I-52-Guduru,Akulamannadu,590.85,0,79.32,0,,,,,,,,
482,06-I-52-42,Kri-I-52-Guduru,Kankatava,971.27,0,0,0,,,,,,,,
483,06-I-52-42,Kri-I-52-Guduru,Pinagudurulanka,203.97,0,0,0,,,,,,,,
484,06-I-52-42,Kri-I-52-Guduru,Tarakaturu,557.26,0,0,0,,,,,,,,
485,06-I-52-42,Kri-I-52-Guduru,Kanchakoduru,231.89,0,0,0,,,,,,,,
486,06-I-52-42,Kri-I-52-Guduru,Chittiguduru,210.44,0,0,0,,,,,,,,
487,06-I-52-42,Kri-I-52-Guduru,Guduru,837.72,0,0,0,,,,,,,,
488,06-I-52-42,Kri-I-52-Guduru,Narikedalapalem,146.5,0,0,0,,,,,,,,
489,06-I-52-42,Kri-I-52-Guduru,Kokanarayanapalem,461.35,0,0.81,0,,,,,,,,
490,06-I-52-42,Kri-I-52-Guduru,Ramarajupalem,320.11,0,0,0,,,,,,,,
491,06-I-52-42,Kri-I-52-Guduru,Rayavaram,377.58,0,0,0,,,,,,,,
492,06-I-52-42,Kri-I-52-Guduru,Polavaram,8.9,0,0,0,,,,,,,,
493,06-I-52-42,Kri-I-52-Guduru,Idugullapalli,122.62,0,0,0,,,,,,,,
494,06-I-52-42,Kri-I-52-Guduru,Mallavolu,2214.89,0,0,0,,,,,,,,
495,06-I-52-42,Kri-I-52-Guduru,Akumarru,122.62,0,0,0,,,,,,,,
496,06-I-52-45,Kri-I-52-Machilipatnam,Machilipatnam,844.19,0,0,0,,,,,,,,
497,06-I-52-45,Kri-I-52-Machilipatnam,Chilakalapudi,82.96,0,14.16,31.57,,,,,,,,
498,06-I-52-45,Kri-I-52-Machilipatnam,Machavaram,42.9,0,0,6.48,,,,,,,,
499,06-I-52-45,Kri-I-52-Machilipatnam,S.N.Gollapalem,940.91,0,0,0,,,,,,,,
500,06-I-52-45,Kri-I-52-Machilipatnam,Bhogireddypalli,752.73,0,0,0,,,,,,,,
501,06-I-52-45,Kri-I-52-Machilipatnam,Pedayadara,1190.61,0,0,0,,,,,,,,
502,06-I-52-45,Kri-I-52-Machilipatnam,Gokavaram,76.89,0,46.54,12.95,,,,,,,,
503,06-I-52-45,Kri-I-52-Machilipatnam,Thallapalem,306.76,0,36.42,10.52,,,,,,,,
504,06-I-52-45,Kri-I-52-Machilipatnam,Chinnapuram,750.3,3.24,0,3.24,,,,,,,,
505,06-I-52-45,Kri-I-52-Machilipatnam,Nelakurru,481.59,0,0,0,,,,,,,,
506,06-I-52-45,Kri-I-52-Machilipatnam,Pallethummalapalem,52.61,0,0,0,,,,,,,,
507,06-I-52-45,Kri-I-52-Machilipatnam,Kona,720.36,0,0,0,,,,,,,,
508,06-I-52-45,Kri-I-52-Machilipatnam,Polatithippa,0,0,0,0,,,,,,,,
509,06-I-52-45,Kri-I-52-Machilipatnam,Rudravaram,197.9,0,0,0,,,,,,,,
510,06-I-52-45,Kri-I-52-Machilipatnam,Gundupalem,237.15,0,0,0,,,,,,,,
511,06-I-52-45,Kri-I-52-Machilipatnam,Karagraharam,24.69,0,0,0,,,,,,,,
512,06-I-52-45,Kri-I-52-Machilipatnam,Pothepalli,343.99,0,8.09,4.05,,,,,,,,
513,06-I-52-45,Kri-I-52-Machilipatnam,Kothapudi,97.53,0,57.06,4.05,,,,,,,,
514,06-I-52-45,Kri-I-52-Machilipatnam,Potlapalem,198.7,0,20.23,2.43,,,,,,,,
515,06-I-52-45,Kri-I-52-Machilipatnam,Manginapudi,32.38,0,89.44,22.66,,,,,,,,
516,06-I-52-45,Kri-I-52-Machilipatnam,Thavisapudi,36.02,0,46.54,3.24,,,,,,,,
517,06-I-52-45,Kri-I-52-Machilipatnam,Gopuvanipalem,0,0,57.06,37.23,,,,,,,,
518,06-I-52-45,Kri-I-52-Machilipatnam,Arisepalli,787.13,0,0,0,,,,,,,,
519,06-I-52-45,Kri-I-52-Machilipatnam,Hussenpalem,113.72,0,0,0,,,,,,,,
520,06-I-52-45,Kri-I-52-Machilipatnam,Bhuddalapalem,352.49,0.81,2.02,0.81,,,,,,,,
521,06-I-52-45,Kri-I-52-Machilipatnam,Borrapothupalem,303.52,0,0,0,,,,,,,,
522,06-I-52-45,Kri-I-52-Machilipatnam,Kanuru,202.35,0,0,0,,,,,,,,
523,06-I-52-45,Kri-I-52-Machilipatnam,Pedapatnam,382.44,0,0,0,,,,,,,,
524,06-I-52-45,Kri-I-52-Machilipatnam,Reserve forest area,,,,,,,,,,,,
525,06-I-52-50,Kri-I-52-Koduru,Machavaram,659.65,0,0,0,,,,,,,,
526,06-I-52-50,Kri-I-52-Koduru,Viswanadhapalli,1182.92,0,0,0,,,,,,,,
527,06-I-52-50,Kri-I-52-Koduru,Pittalanka,254.96,0,0,0,,,,,,,,
