Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,
166,06-D-49-11,Kri-D-49-Vissannapeta,01999100,Kummarikuntla,1371,0,1371,75405,,
167,06-D-49-11,Kri-D-49-Vissannapeta,01999000,Repudi,4704,0,4704,258720,,
168,06-D-49-11,Kri-D-49-Vissannapeta,01998500,Gollamandala,3191,0,3191,175505,,
169,06-D-49-11,Kri-D-49-Vissannapeta,01998700,Koduru,3054,0,3054,167970,,
170,06-D-49-11,Kri-D-49-Vissannapeta,02001300,Tatakuntla,4193,0,4193,230615,,
171,06-D-49-11,Kri-D-49-Vissannapeta,02001000,Telladevarapalli,3191,0,3191,175505,,
172,06-D-49-11,Kri-D-49-Vissannapeta,02001400,Vissannapeta,16693,0,16693,918115,,
173,06-D-49-11,Kri-D-49-Vissannapeta,02001100,Chandrupatla,2838,0,2838,156090,,
174,06-D-49-11,Kri-D-49-Vissannapeta,02001200,Narsapuram,5036,0,5036,276980,,
175,06-D-49-11,Kri-D-49-Vissannapeta,02000900,Putrela,9073,0,9073,499015,,
176,06-D-49-11,Kri-D-49-Vissannapeta,02000800,Kalagara,4955,0,4955,272525,,
177,06-D-49-11,Kri-D-49-Vissannapeta,02000700,Korlamanda,3157,0,3157,173635,,
178,06-D-49-11,Kri-D-49-Vissannapeta,02001700,Chanubanda,8900,0,8900,489500,,
179,06-D-49-11,Kri-D-49-Vissannapeta,02001600,Krishnaraopalem,1074,0,1074,59070,,
180,06-D-49-11,Kri-D-49-Vissannapeta,01995800,Kanumuru,3353,0,3353,184415,,
181,06-D-49-11,Kri-D-49-Vissannapeta,01999500,Muchinapalli,4241,0,4241,233255,,
182,06-D-49-11,Kri-D-49-Vissannapeta,01997600,Ganugapadu,6046,0,6046,332530,,
183,06-D-49-07,Kri-D-49-Gampalagudem,01995700,Gampalagudem,8025,0,8025,441375,,
184,06-D-49-07,Kri-D-49-Gampalagudem,01995400,Arlapadu,2839,0,2839,156145,,
185,06-D-49-07,Kri-D-49-Gampalagudem,01995200,Chennavaram,588,0,588,32340,,
186,06-D-49-07,Kri-D-49-Gampalagudem,01995000,Gosaveedu,2742,0,2742,150810,,
187,06-D-49-07,Kri-D-49-Gampalagudem,01996000,Kothapalli,4364,0,4364,240020,,
188,06-D-49-07,Kri-D-49-Gampalagudem,01995600,Lingala,2810,0,2810,154550,,
189,06-D-49-07,Kri-D-49-Gampalagudem,01995300,Meduru,4856,0,4856,267080,,
190,06-D-49-07,Kri-D-49-Gampalagudem,01995100,Pedakomira,2403,0,2403,132165,,
191,06-D-49-07,Kri-D-49-Gampalagudem,01996100,Vinagadapa,2962,0,2962,162910,,
192,06-D-49-07,Kri-D-49-Gampalagudem,01996200,Narikampadu,248,0,248,13640,,
193,06-D-49-07,Kri-D-49-Gampalagudem,01995900,Anumullanka,2075,0,2075,114125,,
194,06-D-49-07,Kri-D-49-Gampalagudem,01995500,Gullapudi,1273.2,0,1273.2,70026,,
195,06-D-49-03,Kri-D-49-Jayanthi,01990400,Veerullapadu,2924,0,2924,160820,,
196,06-D-49-03,Kri-D-49-Jayanthi,01990000,Jayanthi,4484,0,4484,246620,,
197,06-D-49-03,Kri-D-49-Jayanthi,01989900,Dodda Devarapadu,2957,0,2957,162635,,
198,06-D-49-03,Kri-D-49-Jayanthi,01990500,Ramapuram,0,0,0,0,,
199,06-D-51-18,Kri-D-51-Kanchikacherla ,01990200,Peddapuram,3723,0,3723,204765,,
