,,,,"Command Area",,,,,,,"Non-Command Area",,,,,,,"Poor GW quality area",,,,,,,
,,,,"Irrigated",,,,,,,"Irrigated",,,,,,,"Irrigated",,,,,,,
"Sr.no","Watershed code","GW watershed name","village name","DW","DW PS","BW","STW","MTW","DTW","FP","DW","DW PS","BW","STW","MTW","DTW","FP","DW","DW PS","BW","STW","MTW","DTW","FP",
349,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Hamsavaram",14,0,69,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
350,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Thaduvai",0,0,0,0,0,0,0,0,0,11,0,0,0,0,,,,,,,,
351,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Doparthi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
352,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Bavuruvaka",0,0,0,0,0,0,0,0,0,22,0,0,0,0,,,,,,,,
353,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","U.JNPuram",0,0,0,0,0,0,0,2,,6,0,0,0,0,,,,,,,,
354,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Vatangi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
355,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Chikilinta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
356,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Peddarellampadu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
357,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Peddagarangi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
358,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Karridevulapalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
359,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Kondalingamparti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
360,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Kothapalli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
361,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Balajipadu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
362,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Vanchangi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
363,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Maredbaka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
364,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Vagurti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
365,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Vegipalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
366,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
367,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Kondapalli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
368,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Bapannadara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
369,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Ulligogula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
370,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Buradakota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
371,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Girijanapuram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
372,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Mettuchinta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
373,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Pandavulapalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
374,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Gokavaram",11,0,60,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
375,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Vemulapalem",9,0,20,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,
376,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Peddipalem",2,0,156,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
377,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Podurupaka",2,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
378,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Totapalli",0,0,,0,0,0,0,1,0,6,0,0,0,0,,,,,,,,
379,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Chintaluru",0,0,0,0,0,0,0,7,0,2,0,0,0,0,,,,,,,,
380,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Sarabhavaram",0,0,0,0,0,0,0,2,0,3,0,0,0,0,,,,,,,,
381,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Uttarakanchi",2,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
382,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Lompakalova",18,0,89,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
383,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Peddasankarlapudi",4,0,75,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
384,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Chinasankarlapudi",8,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
385,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","P.Jagannadhapuram",0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
386,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Eluru",22,0,32,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
387,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Vakapalli",0,0,0,0,0,0,0,4,0,3,0,0,0,0,,,,,,,,
388,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Potuluru",0,0,0,0,0,0,0,14,0,16,0,0,0,0,,,,,,,,
389,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Ommangi",0,0,0,0,0,0,0,42,0,62,0,0,0,0,,,,,,,,
390,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Rachapalli",0,0,0,0,0,0,0,14,0,72,0,0,0,0,,,,,,,,
391,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Dharmavaram",0,0,0,0,0,0,0,28,0,155,0,0,0,0,,,,,,,,
392,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Prattipadu",0,0,0,0,0,0,0,28,0,140,0,0,0,0,,,,,,,,
393,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Arelladhara",0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,
394,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Gajjanapudi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
395,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","K.Kothapalli",0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,
396,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Kothuru",0,0,0,0,0,0,0,1,0,20,0,0,0,0,,,,,,,,
397,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","K.Mirthivada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
398,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Seemusuru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
399,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Thotakurapalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
400,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Venkatanagaram",0,0,0,0,0,0,0,3,0,2,0,0,0,0,,,,,,,,
401,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Vanthada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
402,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Yerakampalem",0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,
403,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Veldurti",0,0,0,28,32,0,0,0,0,0,0,0,0,0,,,,,,,,
404,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Dontamuru",0,0,0,29,50,20,25,0,0,0,0,0,0,0,,,,,,,,
405,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Rayavaram",0,0,0,12,0,0,3,0,0,0,0,0,0,0,,,,,,,,
406,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Kodavali",0,0,0,0,0,0,0,12,0,0,12,0,0,4,,,,,,,,
407,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Chendurti",0,0,0,0,0,0,0,3,0,0,109,0,0,28,,,,,,,,
408,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Vannepudi",0,0,0,0,0,0,0,0,0,0,12,0,0,7,,,,,,,,
409,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Chinajaggannapeta",0,0,0,0,0,0,0,0,0,0,18,0,0,12,,,,,,,,
410,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Tatiparti",0,0,0,0,0,0,0,0,0,0,28,,0,22,,,,,,,,
411,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Chebrolu",16,0,0,29,0,0,63,0,0,0,0,0,0,0,,,,,,,,
412,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Gollaprolu",0,0,0,25,0,0,0,0,0,0,0,0,0,0,,,,,,,,
413,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Durgada",0,0,0,0,0,0,0,0,0,0,49,0,0,97,,,,,,,,
414,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Laxmipuram",0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,
415,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Mallavaram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
416,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Seethanagaram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
417,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Vijayanagaram",0,0,0,1,0,0,4,0,0,0,0,0,0,0,,,,,,,,
418,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Ramanakkapeta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
419,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Ponnada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
420,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Mulapeta",0,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,
421,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Amaravilli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
422,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Vazrakutam",0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,,,
423,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Ramannapalem",0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,
424,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Kathipudi",0,0,0,0,0,0,0,0,0,25,0,0,0,0,,,,,,,,
425,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Seethaympeta",0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,
426,"04_F_18_10-037","EG-MHG-Sg- Prathipadu","Forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
427,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Bhimavarapukota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
428,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Surapurajupeta",4,0,20,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
429,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Billananduru",0,0,60,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
430,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Indugapalli",5,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
431,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","T.Jaganadhapuram",0,0,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
432,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Boddavaram",0,0,80,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
433,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Kakarapalli",0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
434,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","K.O.Mallavaram",0,0,0,0,0,0,0,0,0,38,0,0,0,0,,,,,,,,
435,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Rapaka",0,0,0,0,0,0,0,0,0,79,0,0,0,0,,,,,,,,
436,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Dondavaka",0,0,0,0,0,0,0,3,0,48,0,0,0,0,,,,,,,,
437,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","D.Polavaram",1,0,144,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
438,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Ch.Agraharam",0,0,0,0,0,0,0,0,0,16,0,0,0,0,,,,,,,,
439,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Atikivanipalem",0,0,0,0,0,0,0,0,0,56,0,0,0,0,,,,,,,,
440,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Nandivompu",0,0,22,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
441,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Kothakonda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
442,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Maruvada",0,0,0,0,0,0,0,0,0,32,0,0,0,0,,,,,,,,
443,"04_F_16-1_05-011","EG-MHG-ThE- Kotananduru","Rekavanipalem",0,0,0,0,0,0,0,0,0,15,0,0,0,0,,,,,,,,
444,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Eleswaram",0,0,62,,,,198,0,0,0,0,0,0,0,,,,,,,,
445,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Ramanayyapeta",0,0,28,0,0,0,13,0,0,0,0,0,0,0,,,,,,,,
446,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Lakshmipuram",0,0,52,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
447,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Bhadravaram",0,0,5,2,1,1,0,0,0,0,0,0,0,0,,,,,,,,
448,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Yerravaram",0,0,60,34,,,156,0,0,0,0,0,0,0,,,,,,,,
449,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Peddanapalli",0,0,8,35,40,30,56,0,0,0,0,0,0,0,,,,,,,,
450,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Peravaram",0,0,42,0,10,5,2,0,0,0,0,0,0,0,,,,,,,,
451,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Tirumali",0,0,54,30,55,39,27,0,0,0,0,0,0,0,,,,,,,,
452,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Lingamparthi",0,0,75,65,87,25,65,0,0,0,0,0,0,0,,,,,,,,
453,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Siripuram",0,0,35,25,7,0,47,0,0,0,0,0,0,0,,,,,,,,
454,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Jagapathinagaram",0,0,0,0,0,0,58,0,0,0,0,0,0,0,,,,,,,,
455,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Chillangi",0,0,0,0,0,0,39,0,0,0,0,0,0,0,,,,,,,,
456,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Ramakrishnapuram",0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,
457,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Geddanapalli",0,0,0,0,0,0,71,0,0,0,0,0,0,0,,,,,,,,
458,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Bhupalapatnam",0,0,0,0,0,0,23,0,0,0,0,0,0,0,,,,,,,,
459,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","S.Timmapuram",0,0,0,0,0,0,39,0,0,0,0,0,0,0,,,,,,,,
460,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","S.R.Palem",0,0,0,0,0,0,15,0,0,0,0,0,0,0,,,,,,,,
461,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Velanka",0,0,0,0,0,0,94,0,0,0,0,0,0,0,,,,,,,,
462,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Kirlampudi",0,0,0,0,0,0,96,0,0,0,0,0,0,0,,,,,,,,
463,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Gokiwada",0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,,,,,,
464,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Raparti",0,0,0,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,
465,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","J.R.Puram",0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,
466,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","B.Kotturu",0,0,2,1,3,3,8,0,0,0,0,0,0,0,,,,,,,,
467,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Bhogapuram",0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,
468,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Isukapalli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
469,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Nagulapalli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
470,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Kothurupadu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
471,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Puligogulapadu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
472,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Kothurupadu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
473,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Sarampedapadu",0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,
474,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Kimmuru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
475,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Gontuvanipalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
476,"04_F_19-5_19-016","EG-MHG-Yle- Kirlampudi","Forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
477,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Diguvasivada",,,,,,,,1,,,,,,,,,,,,,,
478,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Surampeta",,,,,,,,,,,,,,,,,,,,,,
479,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","K.E.Ch.Palem",2,,6,,,,,,,,,,,,,,,,,,,
480,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","L.D.Peta",,,,,,,17,,,,,,,,,,,,,,,
481,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Kotananduru",,,62,,,,,,,,,,,,,,,,,,,
482,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","K.Mallavaram",,,94,,,,,,,,,,,,,,,,,,,
483,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Arthamoor",,,32,,,,,,,,,,,,,,,,,,,
484,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","K.Agraharam",1,,44,,,,20,,,,,,,,,,,,,,,
485,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Kottam",,,8,,,,,,,,,,,,,,,,,,,
486,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Venkatanagaram",,,,,,,,,,9,,,,,,,,,,,,
487,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","R.Venkatapuram",,,,,,,,2,,,,,,,,,,,,,,
488,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Yoguvsivada  ",,,,,,,,,,,,,,,,,,,,,,
489,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Y.Dharapalli",,,,,,,,,,,,,,,,,,,,,,
490,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Gangavaram",,,,,,,,,,,,,,,,,,,,,,
491,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Rajavaram",,,,,,,,1,,,,,,,,,,,,,,
492,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","R.K.Puram",,,,,,,,,,,,,,,,,,,,,,
493,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Dharakonda",,,6,,,,,,,,,,,,,,,,,,,
494,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Diguava Dharapalli",,,,,,,,,,,,,,,,,,,,,,
495,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Allipudi",,,25,,,,,,,,,,,,,,,,,,,
496,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Kolimeru",,,113,,,,,,,,,,,,,,,,,,,
497,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","N.Suravaram",,,61,,,,,,,,,,,,,,,,,,,
498,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Talluru",,,,,,,,18,,12,,,,,,,,,,,,
499,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Kavalapadu",,,,,,,,,,,,,,,,,,,,,,
500,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Kothuru",60,,8,,,,,,,,,,,,,,,,,,,
501,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Chepuru",,,,,,,,,,18,,,,,,,,,,,,
502,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Chamavaram",,,,,,,,,,10,,,,,,,,,,,,
503,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Valluru",,,,,,,,,,9,,,,,,,,,,,,
504,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","S.Annavaram",,,,,,,,,,,,,,,,,,,,,,
505,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","N.N.Patnam",,,,,,,,,,57,,,,,,,,,,,,
506,"04_F_16-2_06-017","EG-MHG-ThW-Tuni","Tuni",28,,44,,,,,,,,,,,,,,,,,,,
507,"04_E_34_33-002","EG-G-LGD- Anparthi","Mahendrawada",0,0,0,0,0,0,42,0,0,0,0,0,0,0,,,,,,,,
508,"04_E_34_33-002","EG-G-LGD- Anparthi","Polamuru",0,0,0,0,0,0,12,0,0,0,0,0,0,0,,,,,,,,
509,"04_E_34_33-002","EG-G-LGD- Anparthi","Ramavaram",0,0,0,0,0,0,23,0,0,0,0,0,0,0,,,,,,,,
510,"04_E_34_33-002","EG-G-LGD- Anparthi","Kutukuluru",0,0,0,0,0,0,37,0,0,0,0,0,0,0,,,,,,,,
511,"04_E_34_33-002","EG-G-LGD- Anparthi","Pedaparti",0,0,0,0,0,0,29,0,0,0,0,0,0,0,,,,,,,,
512,"04_E_34_33-002","EG-G-LGD- Anparthi","Pulagurta",0,0,0,0,0,0,114,0,0,0,0,0,0,0,,,,,,,,
513,"04_E_34_34-005","EG-G-LGD- Biccavole","Biccavolu",0,0,0,0,70,,0,0,0,0,0,0,0,0,,,,,,,,
514,"04_E_34_34-005","EG-G-LGD- Biccavole","Ulapalli",0,0,0,0,0,0,34,0,0,0,0,0,0,0,,,,,,,,
515,"04_E_34_34-005","EG-G-LGD- Biccavole","Pandalapaka",0,0,0,0,0,0,10,0,0,0,0,0,0,0,,,,,,,,
516,"04_E_34_34-005","EG-G-LGD- Biccavole","Tossipudi",0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,
517,"04_E_34_34-005","EG-G-LGD- Biccavole","Komaripalem",0,0,0,0,0,0,14,0,0,0,0,0,0,0,,,,,,,,
518,"04_E_34_34-005","EG-G-LGD- Biccavole","Konkuduru",0,0,0,0,0,0,17,0,0,0,0,0,0,0,,,,,,,,
519,"04_E_34_34-005","EG-G-LGD- Biccavole","Molluru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
520,"04_E_34_34-005","EG-G-LGD- Biccavole","Arikirevula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
521,"04_E_34_31-002","EG-G-LGD- Kadiam","Damireddypalli",0,0,0,0,0,0,226,0,0,0,0,0,0,0,,,,,,,,
522,"04_E_34_31-002","EG-G-LGD- Kadiam","Veeravaram",0,0,0,0,0,0,321,0,0,0,0,0,0,0,,,,,,,,
523,"04_E_34_31-002","EG-G-LGD- Kadiam","Muramanda",0,0,0,0,0,0,474,0,0,0,0,0,0,0,,,,,,,,
524,"04_E_34_31-002","EG-G-LGD- Kadiam","Dulla",0,0,0,0,0,0,186,0,0,0,0,0,0,0,,,,,,,,
525,"04_E_34_23-007","EG-G-LGD- Kakinada","Kovvur",0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,
526,"04_E_34_23-007","EG-G-LGD- Kakinada","Thurangi",0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,
527,"04_E_34_32-013","EG-G-LGD- Mandapeta","Mernipadu",,,,,,,20,,,,,,,,,,,,,,,
528,"04_E_34_32-013","EG-G-LGD- Mandapeta","Velagatodu",,,,,,,176,,,,,,,,,,,,,,,
529,"04_E_34_32-013","EG-G-LGD- Mandapeta","Palatodu",,,,,,,45,,,,,,,,,,,,,,,
530,"04_E_34_32-013","EG-G-LGD- Mandapeta","Ippanapadu",,,,,,,12,,,,,,,,,,,,,,,
531,"04_E_34_32-013","EG-G-LGD- Mandapeta","Tapeswram",,,,,,,28,,,,,,,,,,,,,,,
532,"04_E_34_32-013","EG-G-LGD- Mandapeta","Artamuru",,,,,,,68,,,,,,,,,,,,,,,
533,"04_E_34_32-013","EG-G-LGD- Mandapeta","Maredubaka",,,,,,,74,,,,,,,,,,,,,,,
534,"04_E_34_32-013","EG-G-LGD- Mandapeta","Mandapeta",,,,,,,186,,,,,,,,,,,,,,,
535,"04_E_34_32-013","EG-G-LGD- Mandapeta","Yeditha",,,,,,,629,,,,,,,,,,,,,,,
536,"04_E_34_35-003","EG-G-LGD- Pedapudi","G.Mamidada",,,,,,,40,,,,,,,,,,,,,,,
537,"04_E_34_35-003","EG-G-LGD- Pedapudi","Peddada",,,,,,,60,,,,,,,,,,,,,,,
538,"04_E_34_35-003","EG-G-LGD- Pedapudi","Pedapudi",,,,,,,39,,,,,,,,,,,,,,,
539,"04_E_34_35-003","EG-G-LGD- Pedapudi","Domada",,,,,,,33,,,,,,,,,,,,,,,
540,"04_E_34_35-003","EG-G-LGD- Pedapudi","Karakuduru",,,,,,,20,,,,,,,,,,,,,,,
