,,,,"Command Area",,,,,,,"Non-Command Area",,,,,,,"Poor GW quality area",,,,,,,
,,,,"Irrigated",,,,,,,"Irrigated",,,,,,,"Irrigated",,,,,,,
"Sr.no","Watershed code","GW watershed name","village name","DW","DW PS","BW","STW","MTW","DTW","FP","DW","DW PS","BW","STW","MTW","DTW","FP","DW","DW PS","BW","STW","MTW","DTW","FP",
167,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Gadichinnampalem",0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,
168,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","D.Krishnavaram",0,0,0,0,0,0,0,0,0,16,0,0,0,0,,,,,,,,
169,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
170,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","MOLLERU",0,0,0,0,0,0,0,6,0,32,0,0,0,0,,,,,,,,
171,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","B.SIVARAMPATNAM",0,0,0,0,0,0,0,0,0,34,0,0,0,0,,,,,,,,
172,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","RAMULDEVAPURAM",0,0,0,0,0,0,0,3,0,8,0,0,0,0,,,,,,,,
173,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","LINGAVARAM",0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,
174,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","KATTUMILLI",0,0,0,0,0,0,0,18,0,44,0,0,0,0,,,,,,,,
175,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Forest",0,0,0,0,0,0,0,12,0,90,0,0,0,0,,,,,,,,
176,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Kalijolla",0,0,0,0,0,0,0,8,0,52,0,0,0,0,,,,,,,,
177,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Bhupatipalem",0,0,0,0,0,0,0,13,0,3,0,0,0,0,,,,,,,,
178,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Narendrapatnam",0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,,,,,
179,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Mamidada",0,0,0,0,0,0,11,0,0,0,0,0,0,0,,,,,,,,
180,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Irripaka",0,0,0,0,0,0,12,0,0,0,0,0,0,0,,,,,,,,
181,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Kandregula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
182,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Govindapuram",0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,,,,,
183,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Rajapudi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
184,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Manyanvaripalem",0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,
185,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Balabadrapuram",0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,
186,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Gollalagunta",1,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,
187,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Seethampet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
188,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Marripaka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
189,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Guttappalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
190,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Tirupathirajupet",0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,
191,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","J.Kotturu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
192,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Jaggampet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
193,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Ramavaram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
194,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Seethanagaram",0,0,0,0,51,29,0,0,0,0,0,0,0,0,,,,,,,,
195,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Katravulapalli",0,0,0,15,32,32,0,0,0,0,0,0,0,0,,,,,,,,
196,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Timmapuram",0,0,0,44,52,26,0,0,0,0,0,0,0,0,,,,,,,,
197,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Panduru",0,0,0,39,33,25,0,0,0,0,0,0,0,0,,,,,,,,
198,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Nemam",0,0,0,6,8,12,0,0,0,0,0,0,0,0,,,,,,,,
199,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Thammavaram",0,0,0,24,49,17,0,0,0,0,0,0,0,0,,,,,,,,
200,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Penumarthi",0,0,0,32,32,4,0,0,0,0,0,0,0,0,,,,,,,,
201,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Vakalapudi",0,0,0,24,6,0,0,0,0,0,0,0,0,0,,,,,,,,
202,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Ramanayyapet",0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,,,,
203,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Sarpavaram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
204,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Ganganapalle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
205,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Suryaraopet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
206,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Chidiga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
207,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Kovvada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
208,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Repuru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
209,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Kkd Medaline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
210,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Kkd Muncipality",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
211,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Jagannadhapuram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
212,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Mallepalle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
213,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Uppalapadu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
214,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Talluru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
215,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Pro.Rangampet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
216,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Borrampalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
217,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Yellamalli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
218,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Nayakampalli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
219,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Yerrampalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
220,"04_F_19-6_11-007","EG-MHG-Ylw- Eleswaram","Atchyutapuratrayam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
221,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Krishnunipalem",0,0,0,0,0,0,0,0,0,29,0,0,0,0,,,,,,,,
222,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Gokavaram",0,0,0,0,0,0,0,0,0,91,0,0,0,46,,,,,,,,
223,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Tantikonda",0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,
224,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Gadelapalem",0,0,0,0,0,0,0,0,0,61,0,0,0,0,,,,,,,,
225,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","NELAKOTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
226,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","POTAVARAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
227,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","DEVARAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
228,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","M.RAVILANKA",0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,
229,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","PEDABHIMPALLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
230,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","INDUKURU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
231,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","INDUKURUPET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
232,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","SARABAVARAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
233,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","LOTHUPALEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
234,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
235,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Bolleddupalem",0,0,0,0,0,,16,0,0,0,0,0,0,0,,,,,,,,
236,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Kotikesavaram",0,0,1,0,0,,50,0,0,0,0,0,0,0,,,,,,,,
237,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Raghavapuram",0,0,0,16,0,,81,0,0,0,0,0,0,0,,,,,,,,
238,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Srirangapatnam",0,0,0,0,0,,0,0,0,0,35,0,0,142,,,,,,,,
239,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Koti",0,0,0,0,0,,53,0,0,0,0,0,0,0,,,,,,,,
240,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Munagala",0,0,56,0,0,,69,0,0,0,0,0,0,0,,,,,,,,
241,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Kapavaram",0,0,14,0,0,,36,0,0,0,0,0,0,0,,,,,,,,
242,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Korukonda",0,0,0,0,0,,0,0,0,2,0,0,0,38,,,,,,,,
243,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Purushottapatnam",0,0,0,0,0,,71,0,0,0,0,0,0,0,,,,,,,,
244,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Vangalapudi",0,0,0,0,0,,59,0,0,0,0,0,0,0,,,,,,,,
245,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","chinakodepudi",0,0,0,0,0,,19,0,0,0,0,0,0,0,,,,,,,,
246,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Nagampalli",0,0,0,0,0,,23,0,0,0,0,0,0,0,,,,,,,,
247,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Nallagonda",0,0,0,0,0,,6,0,0,0,0,0,0,0,,,,,,,,
248,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Singavaram",0,0,0,0,0,,60,0,0,0,0,0,0,0,,,,,,,,
249,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Sitanagaram",0,0,0,0,0,,89,0,0,0,0,0,0,0,,,,,,,,
250,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Raghudevapuram",0,0,0,0,0,,55,0,0,0,0,0,0,0,,,,,,,,
251,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Kunavaram",0,0,0,0,0,,15,0,0,0,0,0,0,0,,,,,,,,
252,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Muggalla",0,0,0,0,0,,49,0,0,0,0,0,0,0,,,,,,,,
253,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Munikudali",0,0,0,0,0,,55,0,0,0,0,0,0,0,,,,,,,,
254,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Katavaram",0,0,0,0,0,,62,0,0,0,0,0,0,0,,,,,,,,
255,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Jalimudi",0,0,0,0,0,,16,0,0,0,0,0,0,0,,,,,,,,
256,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Bobbilanka",0,0,0,0,0,,13,0,0,0,0,0,0,0,,,,,,,,
257,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Penikalapudi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
258,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Dirisenapalli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
259,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Narasapuram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
260,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","K.Yerrampalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
261,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Foulkspeta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
262,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Devarathigudem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
263,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Kannavaram",,,,,,,,,,,,,,,,,,,,,,
264,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","M.Burugubanda",,,,,,,,,,,,,,,,,,,,,,
265,"04_E_31-2_15-007","EG-G-BkW- Sitanagaram","Forest",,,,,,,,,,,,,,,,,,,,,,
266,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Lododdi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
267,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Pudedu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
268,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Kesavaram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
269,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Pakalti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
270,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
271,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Satyavaram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
272,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Kotturu",0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,
273,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Dabbadi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
274,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Raghavapatnam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
275,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Ginnelaram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
276,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Jaldam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
277,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Pedduru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
278,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","D.Pidapala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
279,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","S.Pidipala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
280,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Balaramapuram",0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,
281,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","B.B.Patnam",0,0,0,0,0,0,0,0,0,32,0,0,0,11,,,,,,,,
282,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Gummaregula",0,0,0,0,0,0,0,0,0,15,0,0,0,,,,,,,,,
283,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Lachireddipalem",0,0,0,0,0,0,0,0,0,28,0,0,0,18,,,,,,,,
284,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Uppampalem",0,0,0,0,0,0,0,0,0,6,0,0,0,,,,,,,,,
285,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Sarlanka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
286,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Challeru",0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,
287,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Mulagapudi",0,0,0,0,0,0,0,4,0,6,0,0,0,,,,,,,,,
288,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Chakirevulapalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
289,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Tirupathammapet",0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
290,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","A.Mallavaram",0,0,0,0,0,0,0,0,0,22,0,0,0,10,,,,,,,,
291,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Kondapalem",0,0,0,0,0,0,0,6,0,17,0,0,0,,,,,,,,,
292,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Vondregula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
293,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Avelthi",0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,
294,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Velangi",0,0,0,0,0,0,0,0,0,5,0,0,0,,,,,,,,,
295,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","D.Mallapuram",0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,
296,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","K.Polavaram",0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,
297,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Ankampalem",0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,
298,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","P.Mallapuram",0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,
299,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Yerakapuram",0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,
300,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Srungadara",0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,
301,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Siddivanipalem",0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,
302,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Rowtalapudi",0,0,0,0,0,0,0,4,0,19,0,0,0,,,,,,,,,
303,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Gidijam",0,0,0,0,0,0,0,8,0,12,0,0,0,40,,,,,,,,
304,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","S.Agraharam",0,0,0,0,0,0,0,0,0,6,0,0,0,10,,,,,,,,
305,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Koduru",0,0,0,0,0,0,0,0,0,,0,0,0,34,,,,,,,,
306,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Parupaka",0,0,0,0,0,0,0,1,0,18,0,0,0,,,,,,,,,
307,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","P.Chamavaram",0,0,0,0,0,0,0,0,0,34,0,0,0,,,,,,,,,
308,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","M.Chamavaram",0,0,0,0,0,0,0,6,0,20,0,0,0,,,,,,,,,
309,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Srungavaram",0,0,0,0,0,0,0,0,0,1,0,0,0,12,,,,,,,,
310,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Gavarampeta",0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,
311,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Jagannadhapuram",0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
312,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Masampalli",0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,,,,,,
313,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","G.Kottapalli",0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,,,,,,
314,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","V.Venkatapuram",0,0,0,0,0,0,0,0,0,29,0,0,0,0,,,,,,,,
315,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Sankavaram",0,0,0,0,0,0,0,0,0,60,0,0,0,0,,,,,,,,
316,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Mandapam",0,0,0,0,0,0,0,0,0,68,0,0,0,0,,,,,,,,
317,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Annavaram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
318,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Jaggampeta",0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,
319,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Ammirekhala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
320,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Anumarthi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
321,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Anantharam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
322,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","China Mallapuram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
323,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","D.Jagannadhapuram",0,0,0,0,0,0,0,0,0,0,0,0,0,16,,,,,,,,
324,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Billawaka",0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,,
325,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Arempudi",0,0,0,0,0,0,0,0,0,16,0,0,0,0,,,,,,,,
326,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Kondempudi",0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,
327,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Achampeta",0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,
328,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Gondhi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
329,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Rajaram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
330,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Konthangi",0,0,0,0,0,0,0,0,0,35,0,0,0,0,,,,,,,,
331,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Nellipudi",0,0,0,0,0,0,0,0,0,35,0,0,0,0,,,,,,,,
332,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
333,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Bendapudi",0,0,120,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
334,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Gopalapatnam",0,0,51,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
335,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","P.Agraharam",0,0,0,19,0,0,0,0,0,0,0,0,0,0,,,,,,,,
336,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Thondangi",0,0,46,80,0,0,0,0,0,0,0,0,0,0,,,,,,,,
337,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Krishnapuram",0,0,0,28,0,0,0,0,0,0,0,0,0,0,,,,,,,,
338,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Pydikonda",0,0,0,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,
339,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Anuru",0,0,0,26,0,0,0,0,0,0,0,0,0,0,,,,,,,,
340,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Vemavaram",0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,
341,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Kona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
342,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Srunagavruksham",0,0,0,80,0,0,0,0,0,0,0,0,0,0,,,,,,,,
343,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","A.Kottapalli",0,0,0,265,0,0,0,0,0,0,0,0,0,0,,,,,,,,
344,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","P.E.Ch.Palem",0,0,90,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
345,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Ravikampudi",0,0,0,102,0,0,0,0,0,0,0,0,0,0,,,,,,,,
346,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Kommanapalli",0,0,0,100,0,0,0,0,0,0,0,0,0,0,,,,,,,,
347,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","A.V.Nagaram",0,0,0,15,0,0,0,0,0,0,0,0,0,0,,,,,,,,
348,"04_F_17_09-030","EG-MHG-Pp- Sankhavaram","Tetagunta",165,0,79,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
