S.No,Watershed code,Watershed Name, Village Name,Length ,Design depth of flow,Bed width,Side Slopes,WettedPerimeter,Wetted area,Canal seepage factor, No.of operating days of canal,, Recharge from canal (ha.m),,Annual Recharge,,,,,,,,,,,,,
,,,,mts,mts,mts,( degrees ),mts,( m.sq mts.),( ha.m/d/m.sq.m ),Monsoon ,N-Monsoon,Monsoon ,Non-Monsoon,( ha.m ),,,,,,,,,,,,,
201,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Kovvada,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,24,Kakinda,04042190170119,012,Kovvada
202,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Repuru,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,24,Kakinda,04042190120113,013,Repuru
203,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Kkd Medaline,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,24,Kakinda,04042190100109,014,Kkd Medaline
204,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Kkd Muncipality,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,24,Kakinda,04042190170119,015,Kkd Muncipality
205,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Jagannadhapuram,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,24,Kakinda,04042190110112,016,Jagannadhapuram
206,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Mallepalle,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,27,Gandepalli,04042190010101,005,Mallepalle
207,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Uppalapadu,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,27,Gandepalli,04046210240120,006,Uppalapadu
208,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Talluru,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,27,Gandepalli,04046210250122,007,Talluru
209,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Pro.Rangampet,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,27,Gandepalli,04046210210119,008,Pro.Rangampet
210,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Borrampalem,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,27,Gandepalli,04046210200119,009,Borrampalem
211,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Yellamalli,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,27,Gandepalli,04046210230121,010,Yellamalli
212,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Nayakampalli,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,27,Gandepalli,04046210190118,011,Nayakampalli
213,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Yerrampalem,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,27,Gandepalli,04046210180117,012,Yerrampalem
214,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,Atchyutapuratrayam,,,,,,,,,,,,,,Between Mahanadi and Godavari,Yeleru West,Yeleru,04_F_19-6_11-007,EG-MHG-Ylw- Eleswaram,04,East Godavari,35,Pedapudi,04046210140110,5,Atchyutapuratrayam
215,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Krishnunipalem,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,17,Gokavaram,04039170010101,001,Krishnunipalem
216,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Gokavaram,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,17,Gokavaram,04039170030104,003,Gokavaram
217,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Tantikonda,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,17,Gokavaram,04039170120109,012,Tantikonda
218,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Gadelapalem,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,17,Gokavaram,04039170130110,013,Gadelapalem
219,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,NELAKOTA,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,14,Devipatnam,04038140450112,045,NELAKOTA
220,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,POTAVARAM,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,14,Devipatnam,04038140370108,037,POTAVARAM
221,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,DEVARAM,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,14,Devipatnam,04038140380110,038,DEVARAM
222,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,M.RAVILANKA,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,14,Devipatnam,04038140390111,039,M.RAVILANKA
223,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,PEDABHIMPALLI,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,14,Devipatnam,04038140410111,041,PEDABHIMPALLI
224,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,INDUKURU,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,14,Devipatnam,04038140420113,042,INDUKURU
225,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,INDUKURUPET,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,14,Devipatnam,04038140430114,043,INDUKURUPET
226,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,SARABAVARAM,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,14,Devipatnam,04038140440102,044,SARABAVARAM
227,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,LOTHUPALEM,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,14,Devipatnam,04038140400111,040,LOTHUPALEM
228,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Forest,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,0,0,14,Devipatnam,0,0,Forest
229,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Bolleddupalem,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,16,Korukonda,04039160010101,001,Bolleddupalem
230,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Kotikesavaram,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,16,Korukonda,04039160020102,002,Kotikesavaram
231,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Raghavapuram,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,16,Korukonda,04039160030103,003,Raghavapuram
232,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Srirangapatnam,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,16,Korukonda,04039160050105,005,Srirangapatnam
233,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Koti,3925,1.52,6.4,45,8.9795255378,0.0352446377,15,120,0,63.4403479243,0,63.4403479243,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,16,Korukonda,04039160040104,004,Koti
234,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Munagala,1834,0.95,4.27,45,5.8822034611,0.0107879611,15,120,0,19.4183300658,0,19.4183300658,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,16,Korukonda,04039160150116,015,Munagala
235,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Kapavaram,2016,1.1,4.88,45,6.7467619023,0.013601472,15,120,0,24.4826495912,0,24.4826495912,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,16,Korukonda,04039160140115,014,Kapavaram
236,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Korukonda,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,16,Korukonda,04039160060106,006,Korukonda
237,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Purushottapatnam,3925,1.52,6.4,45,8.9795255378,0.0352446377,15,120,0,63.4403479243,0,63.4403479243,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150010101,001,Purushottapatnam
238,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Vangalapudi,9380,0.45,0.45,45,1.2136753237,0.0113842745,15,120,0,20.491694165,0,20.491694165,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150020102,002,Vangalapudi
239,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,chinakodepudi,17716,0.9,2.5,45,4.0273506474,0.0713485441,15,120,0,128.4273793236,0,128.4273793236,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150020302,003,chinakodepudi
240,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Nagampalli,20695,0.3,0.45,45,0.9591168825,0.0198489239,15,120,0,35.7280629883,0,35.7280629883,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150040104,004,Nagampalli
241,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Nallagonda,22600,0.75,1.25,45,2.5227922061,0.0570151039,15,120,0,102.6271869456,0,102.6271869456,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150050105,005,Nallagonda
242,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Singavaram,15270,0.3,0.45,45,0.9591168825,0.0146457148,15,120,0,26.3622866311,0,26.3622866311,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150060106,006,Singavaram
243,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Sitanagaram,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150070107,007,Sitanagaram
244,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Raghudevapuram,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150080105,008,Raghudevapuram
245,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Kunavaram,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150090108,009,Kunavaram
246,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Muggalla,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150100109,010,Muggalla
247,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Munikudali,,,,45,0,0,3,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150110111,011,Munikudali
248,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Katavaram,,,,45,0,0,3,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150120112,012,Katavaram
249,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Jalimudi,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150130113,013,Jalimudi
250,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Bobbilanka,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,15,Sithanagaram,04039150140114,014,Bobbilanka
251,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Penikalapudi,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,13,R.Chodavaram,04038130520115,052,Penikalapudi
252,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Dirisenapalli,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,13,R.Chodavaram,04038130700119,070,Dirisenapalli
253,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Narasapuram,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,13,R.Chodavaram,04038130720119,072,Narasapuram
254,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,K.Yerrampalem,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,13,R.Chodavaram,04038130730119,073,K.Yerrampalem
255,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Foulkspeta,,,,45,0,0,15,120,0,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,13,R.Chodavaram,04038130740119,074,Foulkspeta
256,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Devarathigudem,,,,45,0,0,,,,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,13,R.Chodavaram,04038130750119,075,Devarathigudem
257,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Kannavaram,,,,45,0,0,,,,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,13,R.Chodavaram,04038130760118,076,Kannavaram
258,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,M.Burugubanda,,,,45,0,0,,,,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,04,East Godavari,13,R.Chodavaram,04038130770118,077,M.Burugubanda
259,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,Forest,,,,45,0,0,,,,0,0,0,,Godavari,Buradakalava W,Buradakalava,04_E_31-2_15-007,EG-G-BkW- Sitanagaram,0,0,13,R.Chodavaram,0,0,Forest
260,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Lododdi,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,4,Rajavommangi,04038040300112,030,Lododdi
261,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Pudedu,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,4,Rajavommangi,04038040290112,029,Pudedu
262,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Kesavaram,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,4,Rajavommangi,04038040280112,028,Kesavaram
263,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Pakalti,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,4,Rajavommangi,04038040270112,027,Pakalti
264,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Forest,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,0,0,4,Rajavommangi,0,0,Forest
265,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Satyavaram,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050010101,001,Satyavaram
266,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Kotturu,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050050401,034,Kotturu
267,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Dabbadi,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050030101,003,Dabbadi
268,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Raghavapatnam,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050050101,005,Raghavapatnam
269,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Ginnelaram,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050040102,004,Ginnelaram
270,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Jaldam,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050280102,028,Jaldam
271,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Pedduru,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050270101,027,Pedduru
272,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,D.Pidapala,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050290102,029,D.Pidapala
273,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,S.Pidipala,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050370124,037,S.Pidipala
274,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Balaramapuram,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050410126,041,Balaramapuram
275,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,B.B.Patnam,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050460127,046,B.B.Patnam
276,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Gummaregula,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050400125,040,Gummaregula
277,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Lachireddipalem,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050450128,045,Lachireddipalem
278,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Uppampalem,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050380125,038,Uppampalem
279,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Sarlanka,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050020101,002,Sarlanka
280,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Challeru,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050260101,026,Challeru
281,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Mulagapudi,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050350123,035,Mulagapudi
282,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Chakirevulapalem,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050360102,036,Chakirevulapalem
283,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Tirupathammapet,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050390100,039,Tirupathammapet
284,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,A.Mallavaram,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050420127,042,A.Mallavaram
285,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Kondapalem,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,60,Rowtulapudi,04044050430100,043,Kondapalem
286,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Vondregula,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,9,Sankavaram,04044090020101,002,Vondregula
287,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Avelthi,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,9,Sankavaram,04044090030101,003,Avelthi
288,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Velangi,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,9,Sankavaram,04044090050101,005,Velangi
289,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,D.Mallapuram,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,9,Sankavaram,04044090060101,006,D.Mallapuram
290,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,K.Polavaram,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,9,Sankavaram,04044090070101,007,K.Polavaram
291,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,Ankampalem,0,0,0,45,0,0,15,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,9,Sankavaram,04044090080102,008,Ankampalem
292,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,P.Mallapuram,0,0,0,45,0,0,3,120,0,0,0,0,,Between Mahanadhi and Godavari,Pampa,Pampa,04_F_17_09-030,EG-MHG-Pp- Sankhavaram,04,East Godavari,9,Sankavaram,04044090090102,009,P.Mallapuram
